year,pgisced97,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Primary Level,West,Married,0.60949,540,618,0.57100,0.64799
1988,Primary Level,West,Single,0.23754,78,618,0.20396,0.27112
1988,Lower Secondary Level,West,Married,0.51474,1530,2717,0.49595,0.53354
1988,Lower Secondary Level,West,"Married, living apart",0.01990,64,2717,0.01465,0.02515
1988,Lower Secondary Level,West,Single,0.22694,750,2717,0.21119,0.24269
1988,Lower Secondary Level,West,Divorced,0.04277,88,2717,0.03516,0.05038
1988,Lower Secondary Level,West,Widowed,0.19468,285,2717,0.17979,0.20957
1988,Upper Secondary Level,West,Married,0.61201,3132,4743,0.59814,0.62587
1988,Upper Secondary Level,West,"Married, living apart",0.01987,108,4743,0.01590,0.02384
1988,Upper Secondary Level,West,Single,0.21774,1031,4743,0.20599,0.22948
1988,Upper Secondary Level,West,Divorced,0.05715,206,4743,0.05055,0.06376
1988,Upper Secondary Level,West,Widowed,0.09323,266,4743,0.08496,0.10151
1988,Post-secondary Non-tertiary Level,West,Married,0.49743,158,246,0.43482,0.56004
1988,Post-secondary Non-tertiary Level,West,Single,0.40980,88,246,0.34821,0.47138
1988,First Stage of Tertiary Education,West,Married,0.70036,401,510,0.66056,0.74016
1988,First Stage of Tertiary Education,West,Single,0.14981,77,510,0.11881,0.18081
1988,First Stage of Tertiary Education,West,Widowed,0.08678,32,510,0.06232,0.11124
1988,Second Stage of Tertiary Education,West,Married,0.62574,484,659,0.58877,0.66272
1988,Second Stage of Tertiary Education,West,Single,0.22553,138,659,0.19360,0.25747
1988,Second Stage of Tertiary Education,West,Divorced,0.06301,37,659,0.04445,0.08158
1989,Pre-primary Level,West,Single,0.99428,174,174,0.98304,1.00552
1989,Primary Level,West,Married,0.60963,505,583,0.56999,0.64926
1989,Primary Level,West,Single,0.23907,78,583,0.20442,0.27372
1989,Lower Secondary Level,West,Married,0.50864,1454,2569,0.48930,0.52797
1989,Lower Secondary Level,West,"Married, living apart",0.01717,53,2569,0.01215,0.02220
1989,Lower Secondary Level,West,Single,0.22731,692,2569,0.21110,0.24352
1989,Lower Secondary Level,West,Divorced,0.05009,95,2569,0.04165,0.05852
1989,Lower Secondary Level,West,Widowed,0.19661,275,2569,0.18124,0.21198
1989,Upper Secondary Level,West,Married,0.60991,3005,4621,0.59585,0.62398
1989,Upper Secondary Level,West,"Married, living apart",0.02240,106,4621,0.01813,0.02667
1989,Upper Secondary Level,West,Single,0.21292,1031,4621,0.20112,0.22473
1989,Upper Secondary Level,West,Divorced,0.05903,209,4621,0.05224,0.06583
1989,Upper Secondary Level,West,Widowed,0.09553,270,4621,0.08705,0.10400
1989,Post-secondary Non-tertiary Level,West,Married,0.46633,158,266,0.40627,0.52640
1989,Post-secondary Non-tertiary Level,West,Single,0.44323,108,266,0.38341,0.50304
1989,First Stage of Tertiary Education,West,Married,0.71246,388,455,0.67083,0.75410
1989,First Stage of Tertiary Education,West,Single,0.13770,67,455,0.10601,0.16940
1989,Second Stage of Tertiary Education,West,Married,0.62581,477,653,0.58867,0.66296
1989,Second Stage of Tertiary Education,West,Single,0.21831,135,653,0.18660,0.25002
1989,Second Stage of Tertiary Education,West,Divorced,0.07051,41,653,0.05086,0.09017
1990,Pre-primary Level,West,Single,0.98960,160,160,0.97383,1.00537
1990,Pre-primary Level,East,Single,0.97431,32,32,0.91861,1.03000
1990,Primary Level,West,Married,0.58509,483,559,0.54421,0.62598
1990,Primary Level,West,Single,0.24455,76,559,0.20889,0.28021
1990,Lower Secondary Level,West,Married,0.50449,1411,2468,0.48476,0.52422
1990,Lower Secondary Level,West,"Married, living apart",0.01877,53,2468,0.01341,0.02412
1990,Lower Secondary Level,West,Single,0.22777,643,2468,0.21122,0.24432
1990,Lower Secondary Level,West,Divorced,0.05579,93,2468,0.04673,0.06485
1990,Lower Secondary Level,West,Widowed,0.19271,268,2468,0.17715,0.20828
1990,Lower Secondary Level,East,Married,0.34589,188,482,0.30338,0.38840
1990,Lower Secondary Level,East,Single,0.30701,191,482,0.26579,0.34823
1990,Lower Secondary Level,East,Widowed,0.28626,103,482,0.24586,0.32666
1990,Upper Secondary Level,West,Married,0.61213,2970,4537,0.59795,0.62631
1990,Upper Secondary Level,West,"Married, living apart",0.01784,88,4537,0.01398,0.02169
1990,Upper Secondary Level,West,Single,0.21745,1010,4537,0.20545,0.22946
1990,Upper Secondary Level,West,Divorced,0.06325,216,4537,0.05617,0.07034
1990,Upper Secondary Level,West,Widowed,0.08933,253,4537,0.08103,0.09763
1990,Upper Secondary Level,East,Married,0.62754,1750,2513,0.60863,0.64644
1990,Upper Secondary Level,East,Single,0.19754,447,2513,0.18197,0.21311
1990,Upper Secondary Level,East,Divorced,0.08633,177,2513,0.07535,0.09731
1990,Upper Secondary Level,East,Widowed,0.08134,139,2513,0.07065,0.09203
1990,Post-secondary Non-tertiary Level,West,Married,0.43398,160,272,0.37497,0.49299
1990,Post-secondary Non-tertiary Level,West,Single,0.49208,112,272,0.43256,0.55161
1990,Post-secondary Non-tertiary Level,East,Married,0.49877,47,47,0.35428,0.64327
1990,First Stage of Tertiary Education,West,Married,0.67963,377,479,0.63780,0.72146
1990,First Stage of Tertiary Education,West,Single,0.14584,69,479,0.11420,0.17748
1990,First Stage of Tertiary Education,West,Widowed,0.09347,33,479,0.06737,0.11956
1990,First Stage of Tertiary Education,East,Married,0.82109,226,226,0.77101,0.87118
1990,Second Stage of Tertiary Education,West,Married,0.62351,474,659,0.58649,0.66053
1990,Second Stage of Tertiary Education,West,Single,0.22153,139,659,0.18980,0.25326
1990,Second Stage of Tertiary Education,West,Divorced,0.08285,46,659,0.06179,0.10391
1990,Second Stage of Tertiary Education,East,Married,0.78733,837,968,0.76154,0.81312
1990,Second Stage of Tertiary Education,East,Single,0.09443,67,968,0.07600,0.11286
1990,Second Stage of Tertiary Education,East,Divorced,0.08540,64,968,0.06779,0.10302
1991,Primary Level,West,Married,0.60415,478,552,0.56331,0.64498
1991,Primary Level,West,Single,0.23817,74,552,0.20260,0.27374
1991,Primary Level,East,Single,0.83006,32,32,0.69784,0.96227
1991,Lower Secondary Level,West,Married,0.50673,1386,2403,0.48674,0.52673
1991,Lower Secondary Level,West,"Married, living apart",0.02236,58,2403,0.01645,0.02828
1991,Lower Secondary Level,West,Single,0.21873,614,2403,0.20220,0.23527
1991,Lower Secondary Level,West,Divorced,0.05313,90,2403,0.04416,0.06210
1991,Lower Secondary Level,West,Widowed,0.19823,255,2403,0.18229,0.21418
1991,Lower Secondary Level,East,Married,0.35271,170,429,0.30744,0.39798
1991,Lower Secondary Level,East,Single,0.28299,172,429,0.24032,0.32567
1991,Lower Secondary Level,East,Widowed,0.30523,87,429,0.26160,0.34886
1991,Upper Secondary Level,West,Married,0.60217,2942,4554,0.58795,0.61638
1991,Upper Secondary Level,West,"Married, living apart",0.02247,98,4554,0.01817,0.02678
1991,Upper Secondary Level,West,Single,0.21526,1026,4554,0.20332,0.22720
1991,Upper Secondary Level,West,Divorced,0.06514,229,4554,0.05798,0.07231
1991,Upper Secondary Level,West,Widowed,0.09436,259,4554,0.08587,0.10286
1991,Upper Secondary Level,East,Married,0.61998,1640,2345,0.60033,0.63963
1991,Upper Secondary Level,East,Single,0.20711,428,2345,0.19070,0.22351
1991,Upper Secondary Level,East,Divorced,0.08285,152,2345,0.07169,0.09401
1991,Upper Secondary Level,East,Widowed,0.08657,125,2345,0.07519,0.09796
1991,Post-secondary Non-tertiary Level,West,Married,0.48031,177,291,0.42280,0.53781
1991,Post-secondary Non-tertiary Level,West,Single,0.45074,114,291,0.39348,0.50801
1991,Post-secondary Non-tertiary Level,East,Married,0.49258,41,41,0.33764,0.64751
1991,First Stage of Tertiary Education,West,Married,0.68203,382,483,0.64045,0.72360
1991,First Stage of Tertiary Education,West,Single,0.14458,68,483,0.11318,0.17598
1991,First Stage of Tertiary Education,West,Widowed,0.09460,33,483,0.06847,0.12072
1991,First Stage of Tertiary Education,East,Married,0.82131,211,211,0.76949,0.87312
1991,Second Stage of Tertiary Education,West,Married,0.63157,495,684,0.59540,0.66775
1991,Second Stage of Tertiary Education,West,Single,0.20747,135,684,0.17706,0.23788
1991,Second Stage of Tertiary Education,West,Divorced,0.09057,54,684,0.06904,0.11209
1991,Second Stage of Tertiary Education,East,Married,0.78638,806,929,0.76001,0.81275
1991,Second Stage of Tertiary Education,East,Single,0.08857,61,929,0.07029,0.10685
1991,Second Stage of Tertiary Education,East,Divorced,0.09252,62,929,0.07388,0.11116
1992,Pre-primary Level,West,Single,0.99082,142,142,0.97507,1.00656
1992,Primary Level,West,Married,0.61503,459,535,0.57376,0.65630
1992,Primary Level,West,Single,0.21939,76,535,0.18429,0.25449
1992,Lower Secondary Level,West,Married,0.51553,1361,2329,0.49523,0.53583
1992,Lower Secondary Level,West,"Married, living apart",0.02109,57,2329,0.01525,0.02693
1992,Lower Secondary Level,West,Single,0.21371,582,2329,0.19706,0.23036
1992,Lower Secondary Level,West,Divorced,0.05353,87,2329,0.04438,0.06267
1992,Lower Secondary Level,West,Widowed,0.19516,242,2329,0.17906,0.21126
1992,Lower Secondary Level,East,Married,0.32925,151,429,0.28473,0.37377
1992,Lower Secondary Level,East,Single,0.33366,197,429,0.28899,0.37833
1992,Lower Secondary Level,East,Widowed,0.27460,81,429,0.23231,0.31688
1992,Upper Secondary Level,West,Married,0.60527,2921,4502,0.59099,0.61955
1992,Upper Secondary Level,West,"Married, living apart",0.02047,86,4502,0.01633,0.02460
1992,Upper Secondary Level,West,Single,0.21213,998,4502,0.20019,0.22407
1992,Upper Secondary Level,West,Divorced,0.06874,243,4502,0.06135,0.07613
1992,Upper Secondary Level,West,Widowed,0.09339,254,4502,0.08489,0.10189
1992,Upper Secondary Level,East,Married,0.61961,1531,2205,0.59934,0.63988
1992,Upper Secondary Level,East,Single,0.20717,409,2205,0.19025,0.22409
1992,Upper Secondary Level,East,Divorced,0.07507,137,2205,0.06407,0.08607
1992,Upper Secondary Level,East,Widowed,0.09257,128,2205,0.08047,0.10467
1992,Post-secondary Non-tertiary Level,West,Married,0.48604,180,296,0.42901,0.54308
1992,Post-secondary Non-tertiary Level,West,Single,0.42522,116,296,0.36880,0.48163
1992,Post-secondary Non-tertiary Level,East,Married,0.51605,41,41,0.36118,0.67092
1992,First Stage of Tertiary Education,West,Married,0.67834,391,498,0.63727,0.71941
1992,First Stage of Tertiary Education,West,Single,0.14463,74,498,0.11371,0.17556
1992,First Stage of Tertiary Education,West,Widowed,0.10124,33,498,0.07472,0.12776
1992,First Stage of Tertiary Education,East,Married,0.81618,203,203,0.76276,0.86959
1992,Second Stage of Tertiary Education,West,Married,0.64835,512,698,0.61290,0.68380
1992,Second Stage of Tertiary Education,West,Single,0.20024,135,698,0.17053,0.22995
1992,Second Stage of Tertiary Education,West,Divorced,0.07876,51,698,0.05876,0.09876
1992,Second Stage of Tertiary Education,East,Married,0.75917,756,888,0.73103,0.78731
1992,Second Stage of Tertiary Education,East,Single,0.10901,73,888,0.08850,0.12952
1992,Second Stage of Tertiary Education,East,Divorced,0.09363,59,888,0.07445,0.11280
1993,Pre-primary Level,West,Single,0.97646,124,124,0.94966,1.00325
1993,Primary Level,West,Married,0.60608,442,517,0.56392,0.64824
1993,Primary Level,West,Single,0.21933,75,517,0.18363,0.25504
1993,Lower Secondary Level,West,Married,0.51431,1324,2253,0.49367,0.53495
1993,Lower Secondary Level,West,"Married, living apart",0.02203,52,2253,0.01597,0.02810
1993,Lower Secondary Level,West,Single,0.21106,545,2253,0.19421,0.22791
1993,Lower Secondary Level,West,Divorced,0.05804,90,2253,0.04838,0.06769
1993,Lower Secondary Level,West,Widowed,0.19456,242,2253,0.17821,0.21091
1993,Lower Secondary Level,East,Married,0.31806,138,397,0.27219,0.36394
1993,Lower Secondary Level,East,Single,0.33950,183,397,0.29286,0.38614
1993,Lower Secondary Level,East,Widowed,0.26632,76,397,0.22279,0.30986
1993,Upper Secondary Level,West,Married,0.60857,2925,4522,0.59435,0.62280
1993,Upper Secondary Level,West,"Married, living apart",0.01872,89,4522,0.01477,0.02267
1993,Upper Secondary Level,West,Single,0.20836,1017,4522,0.19652,0.22020
1993,Upper Secondary Level,West,Divorced,0.07057,235,4522,0.06310,0.07803
1993,Upper Secondary Level,West,Widowed,0.09378,256,4522,0.08528,0.10228
1993,Upper Secondary Level,East,Married,0.61591,1436,2142,0.59531,0.63651
1993,Upper Secondary Level,East,"Married, living apart",0.01375,34,2142,0.00881,0.01868
1993,Upper Secondary Level,East,Single,0.19525,407,2142,0.17846,0.21204
1993,Upper Secondary Level,East,Divorced,0.07743,134,2142,0.06611,0.08876
1993,Upper Secondary Level,East,Widowed,0.09766,131,2142,0.08509,0.11023
1993,Post-secondary Non-tertiary Level,West,Married,0.48824,177,295,0.43110,0.54538
1993,Post-secondary Non-tertiary Level,West,Single,0.43164,118,295,0.37502,0.48826
1993,Post-secondary Non-tertiary Level,East,Married,0.58316,41,41,0.43037,0.73595
1993,First Stage of Tertiary Education,West,Married,0.67737,380,481,0.63555,0.71919
1993,First Stage of Tertiary Education,West,Single,0.13845,68,481,0.10755,0.16935
1993,First Stage of Tertiary Education,West,Widowed,0.10754,33,481,0.07982,0.13525
1993,First Stage of Tertiary Education,East,Married,0.78485,192,192,0.72657,0.84313
1993,Second Stage of Tertiary Education,West,Married,0.62117,511,719,0.58568,0.65665
1993,Second Stage of Tertiary Education,West,Single,0.21514,154,719,0.18508,0.24519
1993,Second Stage of Tertiary Education,West,Divorced,0.08573,54,719,0.06526,0.10621
1993,Second Stage of Tertiary Education,East,Married,0.76275,718,841,0.73398,0.79152
1993,Second Stage of Tertiary Education,East,Single,0.11228,69,841,0.09093,0.13363
1993,Second Stage of Tertiary Education,East,Divorced,0.08280,54,841,0.06417,0.10144
1994,Pre-primary Level,West,Single,0.99761,155,155,0.98989,1.00532
1994,Pre-primary Level,East,Single,0.98934,84,84,0.96724,1.01143
1994,Primary Level,West,Married,0.63685,416,479,0.59374,0.67996
1994,Primary Level,West,Single,0.19787,63,479,0.16215,0.23358
1994,Lower Secondary Level,West,Married,0.51980,1250,2089,0.49837,0.54123
1994,Lower Secondary Level,West,"Married, living apart",0.02770,59,2089,0.02067,0.03474
1994,Lower Secondary Level,West,Single,0.19157,458,2089,0.17469,0.20845
1994,Lower Secondary Level,West,Divorced,0.05811,82,2089,0.04808,0.06815
1994,Lower Secondary Level,West,Widowed,0.20281,240,2089,0.18556,0.22006
1994,Lower Secondary Level,East,Married,0.29077,124,374,0.24468,0.33685
1994,Lower Secondary Level,East,Single,0.33640,177,374,0.28845,0.38435
1994,Lower Secondary Level,East,Widowed,0.28306,73,374,0.23734,0.32878
1994,Upper Secondary Level,West,Married,0.61049,2885,4476,0.59620,0.62477
1994,Upper Secondary Level,West,"Married, living apart",0.02097,90,4476,0.01678,0.02517
1994,Upper Secondary Level,West,Single,0.20569,1009,4476,0.19385,0.21753
1994,Upper Secondary Level,West,Divorced,0.07058,243,4476,0.06308,0.07809
1994,Upper Secondary Level,West,Widowed,0.09227,249,4476,0.08379,0.10075
1994,Upper Secondary Level,East,Married,0.61839,1393,2092,0.59757,0.63921
1994,Upper Secondary Level,East,"Married, living apart",0.01908,42,2092,0.01321,0.02494
1994,Upper Secondary Level,East,Single,0.18635,396,2092,0.16966,0.20304
1994,Upper Secondary Level,East,Divorced,0.07734,130,2092,0.06589,0.08879
1994,Upper Secondary Level,East,Widowed,0.09885,131,2092,0.08606,0.11164
1994,Post-secondary Non-tertiary Level,West,Married,0.47018,169,294,0.41303,0.52733
1994,Post-secondary Non-tertiary Level,West,Single,0.43724,125,294,0.38044,0.49404
1994,Post-secondary Non-tertiary Level,East,Married,0.48889,40,40,0.33200,0.64577
1994,First Stage of Tertiary Education,West,Married,0.65343,369,478,0.61072,0.69614
1994,First Stage of Tertiary Education,West,Single,0.15010,77,478,0.11804,0.18215
1994,First Stage of Tertiary Education,West,Widowed,0.11030,32,478,0.08218,0.13841
1994,First Stage of Tertiary Education,East,Married,0.78168,194,194,0.72339,0.83996
1994,Second Stage of Tertiary Education,West,Married,0.62283,528,753,0.58819,0.65748
1994,Second Stage of Tertiary Education,West,Single,0.22224,170,753,0.19253,0.25196
1994,Second Stage of Tertiary Education,West,Divorced,0.08689,55,753,0.06676,0.10702
1994,Second Stage of Tertiary Education,East,Married,0.77177,703,825,0.74312,0.80043
1994,Second Stage of Tertiary Education,East,Single,0.11078,70,825,0.08935,0.13222
1994,Second Stage of Tertiary Education,East,Divorced,0.07726,52,825,0.05903,0.09549
1995,Pre-primary Level,West,Single,0.99089,189,189,0.97732,1.00447
1995,Primary Level,West,Married,0.65163,411,463,0.60818,0.69508
1995,Primary Level,West,Single,0.18545,52,463,0.15001,0.22089
1995,Lower Secondary Level,West,Married,0.50780,1261,2114,0.48648,0.52912
1995,Lower Secondary Level,West,"Married, living apart",0.02064,50,2114,0.01458,0.02670
1995,Lower Secondary Level,West,Single,0.19264,463,2114,0.17582,0.20945
1995,Lower Secondary Level,West,Divorced,0.06340,93,2114,0.05301,0.07379
1995,Lower Secondary Level,West,Widowed,0.21553,247,2114,0.19799,0.23306
1995,Lower Secondary Level,East,Married,0.30549,117,351,0.25724,0.35375
1995,Lower Secondary Level,East,Single,0.32017,168,351,0.27130,0.36905
1995,Lower Secondary Level,East,Widowed,0.27934,66,351,0.23233,0.32635
1995,Upper Secondary Level,West,Married,0.61026,3026,4674,0.59627,0.62424
1995,Upper Secondary Level,West,"Married, living apart",0.01903,94,4674,0.01511,0.02294
1995,Upper Secondary Level,West,Single,0.20218,1039,4674,0.19066,0.21369
1995,Upper Secondary Level,West,Divorced,0.07335,263,4674,0.06587,0.08082
1995,Upper Secondary Level,West,Widowed,0.09520,252,4674,0.08678,0.10361
1995,Upper Secondary Level,East,Married,0.60480,1337,2053,0.58364,0.62595
1995,Upper Secondary Level,East,"Married, living apart",0.01474,34,2053,0.00953,0.01996
1995,Upper Secondary Level,East,Single,0.19394,411,2053,0.17683,0.21104
1995,Upper Secondary Level,East,Divorced,0.08339,136,2053,0.07143,0.09535
1995,Upper Secondary Level,East,Widowed,0.10314,135,2053,0.08998,0.11630
1995,Post-secondary Non-tertiary Level,West,Married,0.54404,247,373,0.49342,0.59465
1995,Post-secondary Non-tertiary Level,West,Single,0.37521,126,373,0.32601,0.42441
1995,Post-secondary Non-tertiary Level,East,Married,0.43628,37,37,0.27428,0.59828
1995,First Stage of Tertiary Education,West,Married,0.69934,387,461,0.65743,0.74124
1995,First Stage of Tertiary Education,West,Single,0.13768,74,461,0.10619,0.16916
1995,First Stage of Tertiary Education,East,Married,0.77253,187,187,0.71229,0.83277
1995,Second Stage of Tertiary Education,West,Married,0.61194,603,874,0.57961,0.64426
1995,Second Stage of Tertiary Education,West,Single,0.23601,204,874,0.20785,0.26418
1995,Second Stage of Tertiary Education,West,Divorced,0.09009,67,874,0.07110,0.10909
1995,Second Stage of Tertiary Education,East,Married,0.75645,674,805,0.72678,0.78612
1995,Second Stage of Tertiary Education,East,Single,0.11067,69,805,0.08898,0.13235
1995,Second Stage of Tertiary Education,East,Divorced,0.09345,62,805,0.07333,0.11357
1996,Pre-primary Level,West,Single,0.99620,194,194,0.98752,1.00488
1996,Primary Level,West,Married,0.65477,370,417,0.60909,0.70046
1996,Primary Level,West,Single,0.17575,47,417,0.13917,0.21232
1996,Lower Secondary Level,West,Married,0.51335,1221,2018,0.49154,0.53517
1996,Lower Secondary Level,West,"Married, living apart",0.01873,42,2018,0.01282,0.02465
1996,Lower Secondary Level,West,Single,0.19093,434,2018,0.17378,0.20809
1996,Lower Secondary Level,West,Divorced,0.05607,84,2018,0.04603,0.06611
1996,Lower Secondary Level,West,Widowed,0.22091,237,2018,0.20280,0.23901
1996,Lower Secondary Level,East,Married,0.30759,113,339,0.25839,0.35679
1996,Lower Secondary Level,East,Single,0.33445,165,339,0.28415,0.38475
1996,Lower Secondary Level,East,Widowed,0.26209,61,339,0.21521,0.30898
1996,Upper Secondary Level,West,Married,0.60679,2935,4586,0.59265,0.62093
1996,Upper Secondary Level,West,"Married, living apart",0.02640,120,4586,0.02175,0.03104
1996,Upper Secondary Level,West,Single,0.19750,1020,4586,0.18597,0.20902
1996,Upper Secondary Level,West,Divorced,0.07582,266,4586,0.06816,0.08349
1996,Upper Secondary Level,West,Widowed,0.09349,245,4586,0.08507,0.10192
1996,Upper Secondary Level,East,Married,0.59222,1301,2033,0.57085,0.61359
1996,Upper Secondary Level,East,"Married, living apart",0.01805,40,2033,0.01226,0.02383
1996,Upper Secondary Level,East,Single,0.20096,418,2033,0.18354,0.21839
1996,Upper Secondary Level,East,Divorced,0.07972,134,2033,0.06794,0.09150
1996,Upper Secondary Level,East,Widowed,0.10905,140,2033,0.09549,0.12260
1996,Post-secondary Non-tertiary Level,West,Married,0.52040,238,372,0.46956,0.57123
