year,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,No migration background,Widowed,0.11646,556,6817,0.10884,0.12408
1989,Direct migration background,Married,0.69871,1917,2586,0.68103,0.71640
1989,Direct migration background,"Married, living apart",0.03259,90,2586,0.02574,0.03943
1989,Direct migration background,Single,0.14941,429,2586,0.13567,0.16316
1989,Direct migration background,Divorced,0.05448,84,2586,0.04573,0.06323
1989,Direct migration background,Widowed,0.06481,66,2586,0.05531,0.07430
1989,Indirect migration background,Married,0.18807,45,245,0.13904,0.23710
1989,Indirect migration background,Single,0.69031,200,245,0.63229,0.74833
1990,No migration background,Married,0.57610,6964,10915,0.56683,0.58537
1990,No migration background,"Married, living apart",0.01518,139,10915,0.01288,0.01747
1990,No migration background,Single,0.23506,2419,10915,0.22711,0.24302
1990,No migration background,Divorced,0.06489,598,10915,0.06027,0.06951
1990,No migration background,Widowed,0.10877,795,10915,0.10293,0.11461
1990,Direct migration background,Married,0.69582,1995,2673,0.67837,0.71326
1990,Direct migration background,"Married, living apart",0.03439,94,2673,0.02748,0.04130
1990,Direct migration background,Single,0.14467,410,2673,0.13133,0.15800
1990,Direct migration background,Divorced,0.06284,94,2673,0.05364,0.07204
1990,Direct migration background,Widowed,0.06229,80,2673,0.05312,0.07145
1990,Indirect migration background,Married,0.22067,53,285,0.17244,0.26890
1990,Indirect migration background,Single,0.68612,232,285,0.63215,0.74010
1991,No migration background,Married,0.57425,6773,10612,0.56484,0.58366
1991,No migration background,"Married, living apart",0.01715,141,10612,0.01468,0.01962
1991,No migration background,Single,0.23021,2359,10612,0.22220,0.23822
1991,No migration background,Divorced,0.06662,579,10612,0.06187,0.07136
1991,No migration background,Widowed,0.11178,760,10612,0.10578,0.11777
1991,Direct migration background,Married,0.70807,1991,2624,0.69067,0.72547
1991,Direct migration background,"Married, living apart",0.03371,89,2624,0.02681,0.04062
1991,Direct migration background,Single,0.13357,370,2624,0.12055,0.14659
1991,Direct migration background,Divorced,0.05805,95,2624,0.04910,0.06700
1991,Direct migration background,Widowed,0.06659,79,2624,0.05705,0.07613
1991,Indirect migration background,Married,0.19676,60,336,0.15419,0.23933
1991,Indirect migration background,Single,0.72729,276,336,0.67960,0.77498
1992,No migration background,Married,0.57779,6583,10359,0.56828,0.58731
1992,No migration background,"Married, living apart",0.01683,143,10359,0.01435,0.01931
1992,No migration background,Single,0.22779,2322,10359,0.21971,0.23586
1992,No migration background,Divorced,0.06668,576,10359,0.06188,0.07148
1992,No migration background,Widowed,0.11091,735,10359,0.10486,0.11696
1992,Direct migration background,Married,0.71150,1949,2551,0.69391,0.72908
1992,Direct migration background,"Married, living apart",0.03325,87,2551,0.02629,0.04021
1992,Direct migration background,Single,0.12891,339,2551,0.11591,0.14192
1992,Direct migration background,Divorced,0.05669,87,2551,0.04771,0.06566
1992,Direct migration background,Widowed,0.06965,89,2551,0.05977,0.07953
1992,Indirect migration background,Married,0.18366,73,393,0.14533,0.22199
1992,Indirect migration background,Single,0.74576,320,393,0.70266,0.78887
1993,No migration background,Married,0.57810,6400,10158,0.56849,0.58770
1993,No migration background,"Married, living apart",0.01912,172,10158,0.01646,0.02178
1993,No migration background,Single,0.22288,2290,10158,0.21479,0.23098
1993,No migration background,Divorced,0.06818,564,10158,0.06328,0.07309
1993,No migration background,Widowed,0.11172,732,10158,0.10559,0.11784
1993,Direct migration background,Married,0.70548,1891,2477,0.68752,0.72343
1993,Direct migration background,"Married, living apart",0.03632,91,2477,0.02895,0.04369
1993,Direct migration background,Single,0.13468,317,2477,0.12124,0.14813
1993,Direct migration background,Divorced,0.05914,89,2477,0.04985,0.06843
1993,Direct migration background,Widowed,0.06438,89,2477,0.05471,0.07404
1993,Indirect migration background,Married,0.18780,91,449,0.15163,0.22397
1993,Indirect migration background,Single,0.74091,358,449,0.70033,0.78148
1994,No migration background,Married,0.57845,6270,10026,0.56879,0.58812
1994,No migration background,"Married, living apart",0.02029,190,10026,0.01753,0.02305
1994,No migration background,Single,0.22140,2288,10026,0.21327,0.22953
1994,No migration background,Divorced,0.06849,564,10026,0.06355,0.07343
1994,No migration background,Widowed,0.11136,714,10026,0.10521,0.11752
1994,Direct migration background,Married,0.70887,1824,2358,0.69053,0.72721
1994,Direct migration background,"Married, living apart",0.03304,72,2358,0.02582,0.04026
1994,Direct migration background,Single,0.12087,277,2358,0.10771,0.13403
1994,Direct migration background,Divorced,0.06719,93,2358,0.05708,0.07729
1994,Direct migration background,Widowed,0.07004,92,2358,0.05973,0.08034
1994,Indirect migration background,Married,0.17536,102,468,0.14087,0.20985
1994,Indirect migration background,Single,0.73929,366,468,0.69948,0.77911
1995,No migration background,Married,0.57523,6200,10001,0.56554,0.58492
1995,No migration background,"Married, living apart",0.01778,177,10001,0.01519,0.02037
1995,No migration background,Single,0.22043,2311,10001,0.21231,0.22856
1995,No migration background,Divorced,0.07374,615,10001,0.06862,0.07886
1995,No migration background,Widowed,0.11282,698,10001,0.10662,0.11902
1995,Direct migration background,Married,0.69852,2132,2781,0.68146,0.71558
1995,Direct migration background,"Married, living apart",0.02764,72,2781,0.02154,0.03373
1995,Direct migration background,Single,0.14503,361,2781,0.13194,0.15812
1995,Direct migration background,Divorced,0.06259,103,2781,0.05359,0.07160
1995,Direct migration background,Widowed,0.06622,113,2781,0.05697,0.07546
1995,Indirect migration background,Married,0.19184,113,486,0.15680,0.22689
1995,Indirect migration background,Single,0.74496,373,486,0.70616,0.78375
1996,No migration background,Married,0.57018,6082,9908,0.56043,0.57993
1996,No migration background,"Married, living apart",0.02090,197,9908,0.01808,0.02371
1996,No migration background,Single,0.22550,2347,9908,0.21727,0.23373
1996,No migration background,Divorced,0.07294,601,9908,0.06782,0.07806
1996,No migration background,Widowed,0.11048,681,9908,0.10431,0.11665
1996,Direct migration background,Married,0.69396,1987,2598,0.67623,0.71168
1996,Direct migration background,"Married, living apart",0.03098,84,2598,0.02431,0.03764
1996,Direct migration background,Single,0.14227,322,2598,0.12883,0.15570
1996,Direct migration background,Divorced,0.05828,91,2598,0.04927,0.06729
1996,Direct migration background,Widowed,0.07452,114,2598,0.06441,0.08462
1996,Indirect migration background,Married,0.21035,130,524,0.17542,0.24528
1996,Indirect migration background,Single,0.72790,394,524,0.68976,0.76605
1997,No migration background,Married,0.56237,5951,9791,0.55254,0.57219
1997,No migration background,"Married, living apart",0.02391,212,9791,0.02088,0.02694
1997,No migration background,Single,0.22811,2348,9791,0.21979,0.23642
1997,No migration background,Divorced,0.07679,618,9791,0.07151,0.08206
1997,No migration background,Widowed,0.10883,662,9791,0.10266,0.11500
1997,Direct migration background,Married,0.69796,1890,2471,0.67985,0.71607
1997,Direct migration background,"Married, living apart",0.04057,89,2471,0.03279,0.04835
1997,Direct migration background,Single,0.12746,291,2471,0.11431,0.14061
1997,Direct migration background,Divorced,0.05994,87,2471,0.05058,0.06930
1997,Direct migration background,Widowed,0.07407,114,2471,0.06374,0.08439
1997,Indirect migration background,Married,0.20549,133,542,0.17144,0.23954
1997,Indirect migration background,Single,0.72360,409,542,0.68592,0.76129
1998,No migration background,Married,0.56546,6816,11243,0.55630,0.57463
1998,No migration background,"Married, living apart",0.02390,231,11243,0.02108,0.02673
1998,No migration background,Single,0.22855,2700,11243,0.22078,0.23631
1998,No migration background,Divorced,0.07671,734,11243,0.07179,0.08163
1998,No migration background,Widowed,0.10538,762,11243,0.09970,0.11106
1998,Direct migration background,Married,0.70095,1827,2399,0.68263,0.71928
1998,Direct migration background,"Married, living apart",0.03872,86,2399,0.03100,0.04645
1998,Direct migration background,Single,0.12380,274,2399,0.11062,0.13698
1998,Direct migration background,Divorced,0.06175,94,2399,0.05212,0.07139
1998,Direct migration background,Widowed,0.07477,118,2399,0.06424,0.08530
1998,Indirect migration background,Married,0.21801,145,566,0.18396,0.25205
1998,Indirect migration background,Single,0.72535,421,566,0.68854,0.76215
1999,No migration background,Married,0.55523,6481,10866,0.54589,0.56457
1999,No migration background,"Married, living apart",0.02309,227,10866,0.02027,0.02591
1999,No migration background,Single,0.23446,2678,10866,0.22650,0.24243
1999,No migration background,Divorced,0.08201,752,10866,0.07685,0.08717
1999,No migration background,Widowed,0.10520,728,10866,0.09943,0.11097
1999,Direct migration background,Married,0.70765,1687,2204,0.68866,0.72665
1999,Direct migration background,"Married, living apart",0.03796,77,2204,0.02998,0.04594
1999,Direct migration background,Single,0.11253,235,2204,0.09933,0.12572
1999,Direct migration background,Divorced,0.06840,98,2204,0.05785,0.07894
1999,Direct migration background,Widowed,0.07347,107,2204,0.06257,0.08436
1999,Indirect migration background,Married,0.21738,152,569,0.18346,0.25130
1999,Indirect migration background,Single,0.70604,417,569,0.66857,0.74350
2000,No migration background,Married,0.56915,12248,19982,0.56229,0.57602
2000,No migration background,"Married, living apart",0.02081,393,19982,0.01883,0.02279
2000,No migration background,Single,0.23254,4592,19982,0.22669,0.23840
2000,No migration background,Divorced,0.07599,1324,19982,0.07232,0.07967
2000,No migration background,Widowed,0.10150,1425,19982,0.09731,0.10568
2000,Direct migration background,Married,0.70681,2489,3305,0.69129,0.72233
2000,Direct migration background,"Married, living apart",0.02895,95,3305,0.02324,0.03467
2000,Direct migration background,Single,0.13931,412,3305,0.12750,0.15112
2000,Direct migration background,Divorced,0.06366,155,3305,0.05534,0.07199
2000,Direct migration background,Widowed,0.06126,154,3305,0.05309,0.06944
2000,Indirect migration background,Married,0.27654,238,775,0.24503,0.30805
2000,Indirect migration background,Single,0.65432,537,775,0.62082,0.68783
2001,No migration background,Married,0.55957,11067,18241,0.55237,0.56677
2001,No migration background,"Married, living apart",0.02191,376,18241,0.01979,0.02403
2001,No migration background,Single,0.23824,4269,18241,0.23205,0.24442
2001,No migration background,Divorced,0.08059,1245,18241,0.07664,0.08454
2001,No migration background,Widowed,0.09969,1284,18241,0.09534,0.10404
2001,Direct migration background,Married,0.69426,2186,2916,0.67754,0.71099
2001,Direct migration background,"Married, living apart",0.03094,87,2916,0.02465,0.03722
2001,Direct migration background,Single,0.14666,363,2916,0.13382,0.15950
2001,Direct migration background,Divorced,0.06626,144,2916,0.05723,0.07529
2001,Direct migration background,Widowed,0.06188,136,2916,0.05313,0.07062
2001,Indirect migration background,Married,0.29728,238,721,0.26390,0.33067
2001,Indirect migration background,Single,0.63021,483,721,0.59495,0.66547
2002,No migration background,Married,0.55477,11967,19460,0.54779,0.56176
2002,No migration background,"Married, living apart",0.02073,376,19460,0.01873,0.02273
2002,No migration background,Single,0.24150,4532,19460,0.23549,0.24751
2002,No migration background,Divorced,0.08392,1321,19460,0.08002,0.08781
2002,No migration background,Widowed,0.09908,1264,19460,0.09488,0.10328
2002,Direct migration background,Married,0.68738,2075,2797,0.67019,0.70456
2002,Direct migration background,"Married, living apart",0.03573,90,2797,0.02885,0.04261
2002,Direct migration background,Single,0.14900,355,2797,0.13580,0.16220
2002,Direct migration background,Divorced,0.06770,141,2797,0.05839,0.07701
2002,Direct migration background,Widowed,0.06019,136,2797,0.05138,0.06901
2002,Indirect migration background,Married,0.30462,249,727,0.27114,0.33810
2002,Indirect migration background,Single,0.63798,478,727,0.60302,0.67294
2003,No migration background,Married,0.54451,11316,18770,0.53739,0.55164
2003,No migration background,"Married, living apart",0.02259,403,18770,0.02046,0.02472
2003,No migration background,Single,0.24773,4506,18770,0.24155,0.25390
2003,No migration background,Divorced,0.08565,1295,18770,0.08165,0.08966
2003,No migration background,Widowed,0.09952,1250,18770,0.09523,0.10380
2003,Direct migration background,Married,0.68723,1934,2619,0.66948,0.70499
2003,Direct migration background,"Married, living apart",0.03296,86,2619,0.02612,0.03980
2003,Direct migration background,Single,0.14549,327,2619,0.13198,0.15900
2003,Direct migration background,Divorced,0.07560,143,2619,0.06548,0.08573
2003,Direct migration background,Widowed,0.05871,129,2619,0.04971,0.06772
2003,Indirect migration background,Married,0.29822,248,729,0.26499,0.33145
2003,Indirect migration background,Single,0.63611,481,729,0.60116,0.67106
2004,No migration background,Married,0.53557,10903,18278,0.52834,0.54280
2004,No migration background,"Married, living apart",0.02390,387,18278,0.02169,0.02611
2004,No migration background,Single,0.25335,4472,18278,0.24705,0.25966
2004,No migration background,Divorced,0.08994,1310,18278,0.08579,0.09409
2004,No migration background,Widowed,0.09724,1206,18278,0.09294,0.10153
2004,Direct migration background,Married,0.68428,1860,2536,0.66618,0.70237
2004,Direct migration background,"Married, living apart",0.03309,83,2536,0.02613,0.04005
2004,Direct migration background,Single,0.15058,333,2536,0.13665,0.16450
2004,Direct migration background,Divorced,0.07192,134,2536,0.06186,0.08198
2004,Direct migration background,Widowed,0.06014,126,2536,0.05089,0.06940
2004,Indirect migration background,Married,0.28109,252,754,0.24898,0.31320
2004,Indirect migration background,Single,0.66615,502,754,0.63247,0.69983
2005,No migration background,Married,0.52420,10307,17505,0.51680,0.53160
2005,No migration background,"Married, living apart",0.02306,369,17505,0.02084,0.02529
2005,No migration background,Single,0.26709,4357,17505,0.26054,0.27365
2005,No migration background,Divorced,0.09227,1291,17505,0.08799,0.09656
2005,No migration background,Widowed,0.09337,1181,17505,0.08906,0.09768
2005,Direct migration background,Married,0.68623,1732,2367,0.66753,0.70493
2005,Direct migration background,"Married, living apart",0.03917,91,2367,0.03135,0.04698
2005,Direct migration background,Single,0.14688,296,2367,0.13262,0.16115
2005,Direct migration background,Divorced,0.07045,123,2367,0.06014,0.08076
2005,Direct migration background,Widowed,0.05727,125,2367,0.04791,0.06664
2005,Indirect migration background,Married,0.27499,260,774,0.24351,0.30646
2005,Indirect migration background,Single,0.66049,514,774,0.62711,0.69388
2006,No migration background,Married,0.51856,11237,19028,0.51146,0.52566
2006,No migration background,"Married, living apart",0.02344,392,19028,0.02129,0.02559
2006,No migration background,Single,0.26684,4605,19028,0.26056,0.27313
2006,No migration background,Divorced,0.09472,1449,19028,0.09056,0.09888
2006,No migration background,Widowed,0.09644,1345,19028,0.09224,0.10063
2006,Direct migration background,Married,0.68105,1720,2385,0.66234,0.69976
2006,Direct migration background,"Married, living apart",0.04404,101,2385,0.03580,0.05227
2006,Direct migration background,Single,0.14798,301,2385,0.13372,0.16223
2006,Direct migration background,Divorced,0.07284,140,2385,0.06240,0.08327
2006,Direct migration background,Widowed,0.05410,123,2385,0.04502,0.06318
2006,Indirect migration background,Married,0.28716,277,835,0.25645,0.31786
2006,Indirect migration background,Single,0.64325,526,835,0.61073,0.67576
2006,Indirect migration background,Divorced,0.04074,32,835,0.02732,0.05416
2007,No migration background,Married,0.51499,10497,17881,0.50766,0.52232
2007,No migration background,"Married, living apart",0.02223,361,17881,0.02007,0.02439
2007,No migration background,Single,0.27482,4389,17881,0.26827,0.28136
2007,No migration background,Divorced,0.09536,1401,17881,0.09105,0.09966
2007,No migration background,Widowed,0.09261,1233,17881,0.08836,0.09685
2007,Direct migration background,Married,0.67273,1533,2133,0.65282,0.69265
2007,Direct migration background,"Married, living apart",0.04790,92,2133,0.03883,0.05696
2007,Direct migration background,Single,0.14232,265,2133,0.12749,0.15715
2007,Direct migration background,Divorced,0.08141,128,2133,0.06980,0.09302
2007,Direct migration background,Widowed,0.05564,115,2133,0.04591,0.06537
2007,Indirect migration background,Married,0.31045,260,815,0.27866,0.34223
2007,Indirect migration background,Single,0.62591,520,815,0.59266,0.65915
2007,Indirect migration background,Divorced,0.04153,35,815,0.02782,0.05523
2008,No migration background,Married,0.50882,9869,16839,0.50127,0.51637
2008,No migration background,"Married, living apart",0.02203,343,16839,0.01981,0.02425
2008,No migration background,Single,0.27900,4086,16839,0.27223,0.28578
2008,No migration background,Divorced,0.09610,1339,16839,0.09165,0.10056
2008,No migration background,Widowed,0.09405,1202,16839,0.08964,0.09846
2008,Direct migration background,Married,0.67263,1377,1910,0.65158,0.69368
2008,Direct migration background,"Married, living apart",0.04302,78,1910,0.03392,0.05212
2008,Direct migration background,Single,0.14547,235,1910,0.12966,0.16129
2008,Direct migration background,Divorced,0.08159,116,1910,0.06931,0.09387
2008,Direct migration background,Widowed,0.05729,104,1910,0.04686,0.06771
2008,Indirect migration background,Married,0.29829,257,803,0.26662,0.32995
2008,Indirect migration background,Single,0.63661,513,803,0.60332,0.66990
2008,Indirect migration background,Divorced,0.04574,33,803,0.03128,0.06020
2009,No migration background,Married,0.50599,9197,15835,0.49821,0.51378
2009,No migration background,"Married, living apart",0.02303,330,15835,0.02070,0.02537
2009,No migration background,Single,0.28230,3857,15835,0.27529,0.28932
2009,No migration background,Divorced,0.09526,1296,15835,0.09069,0.09983
2009,No migration background,Widowed,0.09341,1155,15835,0.08887,0.09794
2009,Direct migration background,Married,0.67672,1202,1667,0.65426,0.69918
2009,Direct migration background,"Married, living apart",0.03716,65,1667,0.02807,0.04624
2009,Direct migration background,Single,0.14771,205,1667,0.13068,0.16475
2009,Direct migration background,Divorced,0.07867,99,1667,0.06575,0.09160
2009,Direct migration background,Widowed,0.05974,96,1667,0.04836,0.07112
2009,Indirect migration background,Married,0.27152,230,730,0.23923,0.30380
2009,Indirect migration background,Single,0.65928,467,730,0.62488,0.69369
2009,Indirect migration background,Divorced,0.04428,33,730,0.02935,0.05921
2010,No migration background,Married,0.49965,11862,20145,0.49275,0.50656
2010,No migration background,"Married, living apart",0.02397,491,20145,0.02185,0.02608
2010,No migration background,Single,0.28593,4870,20145,0.27969,0.29217
2010,No migration background,Divorced,0.09883,1792,20145,0.09471,0.10296
2010,No migration background,Widowed,0.09161,1130,20145,0.08763,0.09560
2010,Direct migration background,Married,0.69124,2258,2993,0.67469,0.70779
2010,Direct migration background,"Married, living apart",0.03497,89,2993,0.02838,0.04155
2010,Direct migration background,Single,0.14229,364,2993,0.12977,0.15481
2010,Direct migration background,Divorced,0.07257,181,2993,0.06327,0.08186
2010,Direct migration background,Widowed,0.05893,101,2993,0.05050,0.06737
2010,Indirect migration background,Married,0.24218,485,1140,0.21730,0.26706
2010,Indirect migration background,Single,0.69429,591,1140,0.66753,0.72104
2010,Indirect migration background,Divorced,0.03972,64,1140,0.02838,0.05106
2011,No migration background,Married,0.50313,14148,24177,0.49683,0.50943
2011,No migration background,"Married, living apart",0.02206,608,24177,0.02021,0.02391
2011,No migration background,Single,0.28685,5746,24177,0.28115,0.29255
2011,No migration background,Divorced,0.09850,2261,24177,0.09475,0.10226
2011,No migration background,Widowed,0.08946,1414,24177,0.08586,0.09305
2011,Direct migration background,Married,0.67012,2451,3373,0.65425,0.68599
2011,Direct migration background,"Married, living apart",0.03537,107,3373,0.02914,0.04161
2011,Direct migration background,Single,0.15660,432,3373,0.14434,0.16887
2011,Direct migration background,Divorced,0.07812,249,3373,0.06906,0.08718
2011,Direct migration background,Widowed,0.05979,134,3373,0.05178,0.06779
2011,Indirect migration background,Married,0.23780,505,1305,0.21469,0.26091
2011,Indirect migration background,Single,0.69073,717,1305,0.66565,0.71582
2011,Indirect migration background,Divorced,0.04076,83,1305,0.03003,0.05149
2012,No migration background,Married,0.51084,13739,23647,0.50446,0.51721
2012,No migration background,"Married, living apart",0.02162,584,23647,0.01977,0.02347
2012,No migration background,Single,0.28391,5652,23647,0.27816,0.28966
2012,No migration background,Divorced,0.09827,2273,23647,0.09447,0.10206
2012,No migration background,Widowed,0.08536,1399,23647,0.08180,0.08893
2012,Direct migration background,Married,0.66320,2314,3212,0.64686,0.67955
2012,Direct migration background,"Married, living apart",0.03709,113,3212,0.03055,0.04362
2012,Direct migration background,Single,0.15799,408,3212,0.14537,0.17060
2012,Direct migration background,Divorced,0.08505,249,3212,0.07541,0.09470
2012,Direct migration background,Widowed,0.05667,128,3212,0.04867,0.06467
2012,Indirect migration background,Married,0.26815,497,1260,0.24368,0.29262
2012,Indirect migration background,Single,0.66417,676,1260,0.63808,0.69026
2012,Indirect migration background,Divorced,0.04159,87,1260,0.03057,0.05262
2013,No migration background,Married,0.50773,12852,22450,0.50119,0.51427
2013,No migration background,"Married, living apart",0.02280,595,22450,0.02085,0.02475
2013,No migration background,Single,0.28071,5454,22450,0.27483,0.28659
2013,No migration background,Divorced,0.10015,2217,22450,0.09623,0.10408
2013,No migration background,Widowed,0.08861,1332,22450,0.08489,0.09233
2013,Direct migration background,Married,0.64404,4584,6571,0.63246,0.65562
2013,Direct migration background,"Married, living apart",0.03763,206,6571,0.03303,0.04223
2013,Direct migration background,Single,0.18493,1127,6571,0.17554,0.19432
2013,Direct migration background,Divorced,0.08631,470,6571,0.07952,0.09310
2013,Direct migration background,Widowed,0.04708,184,6571,0.04196,0.05220
2013,Indirect migration background,Married,0.27930,755,2132,0.26025,0.29835
2013,Indirect migration background,"Married, living apart",0.01501,33,2132,0.00985,0.02017
2013,Indirect migration background,Single,0.66365,1243,2132,0.64359,0.68371
2013,Indirect migration background,Divorced,0.03435,101,2132,0.02662,0.04208
2014,No migration background,Married,0.50525,11733,20477,0.49841,0.51210
2014,No migration background,"Married, living apart",0.02349,510,20477,0.02141,0.02556
2014,No migration background,Single,0.27965,4966,20477,0.27350,0.28580
2014,No migration background,Divorced,0.10175,1996,20477,0.09761,0.10589
2014,No migration background,Widowed,0.08986,1272,20477,0.08594,0.09378
2014,Direct migration background,Married,0.62937,3680,5331,0.61641,0.64234
2014,Direct migration background,"Married, living apart",0.04511,175,5331,0.03954,0.05068
2014,Direct migration background,Single,0.19420,929,5331,0.18358,0.20482
2014,Direct migration background,Divorced,0.08775,386,5331,0.08016,0.09535
2014,Direct migration background,Widowed,0.04356,161,5331,0.03808,0.04904
2014,Indirect migration background,Married,0.25593,625,1793,0.23573,0.27614
2014,Indirect migration background,Single,0.67863,1085,1793,0.65701,0.70025
2014,Indirect migration background,Divorced,0.03668,83,1793,0.02797,0.04538
2015,No migration background,Married,0.49629,11064,19483,0.48927,0.50331
2015,No migration background,"Married, living apart",0.02202,452,19483,0.01996,0.02408
2015,No migration background,Single,0.28494,4800,19483,0.27860,0.29128
2015,No migration background,Divorced,0.10738,1939,19483,0.10304,0.11173
2015,No migration background,Widowed,0.08936,1228,19483,0.08536,0.09337
2015,Direct migration background,Married,0.61186,4021,6017,0.59955,0.62418
2015,Direct migration background,"Married, living apart",0.04472,209,6017,0.03950,0.04995
2015,Direct migration background,Single,0.20966,1228,6017,0.19937,0.21995
2015,Direct migration background,Divorced,0.08852,413,6017,0.08135,0.09570
2015,Direct migration background,Widowed,0.04523,146,6017,0.03998,0.05048
2015,Indirect migration background,Married,0.25218,578,1702,0.23155,0.27282
2015,Indirect migration background,"Married, living apart",0.02258,33,1702,0.01552,0.02964
2015,Indirect migration background,Single,0.67979,1017,1702,0.65762,0.70196
2015,Indirect migration background,Divorced,0.03314,74,1702,0.02463,0.04165
2016,No migration background,Married,0.49150,10248,18134,0.48422,0.49878
2016,No migration background,"Married, living apart",0.02248,437,18134,0.02032,0.02464
2016,No migration background,Single,0.29074,4467,18134,0.28413,0.29735
2016,No migration background,Divorced,0.10663,1807,18134,0.10214,0.11112
2016,No migration background,Widowed,0.08865,1175,18134,0.08452,0.09279
2016,Direct migration background,Married,0.61570,5370,8207,0.60517,0.62622
2016,Direct migration background,"Married, living apart",0.04145,403,8207,0.03714,0.04576
2016,Direct migration background,Single,0.19992,1791,8207,0.19126,0.20857
2016,Direct migration background,Divorced,0.09777,455,8207,0.09134,0.10420
2016,Direct migration background,Widowed,0.04516,188,8207,0.04067,0.04966
2016,Indirect migration background,Married,0.25854,527,1588,0.23700,0.28009
2016,Indirect migration background,"Married, living apart",0.02528,36,1588,0.01756,0.03300
2016,Indirect migration background,Single,0.67271,965,1588,0.64962,0.69579
