year,age_gr,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,66 and older,female,Single,0.07330,43,615,0.05269,0.09392
1987,66 and older,female,Widowed,0.59446,354,615,0.55562,0.63330
1988,17-29 y.,male,Married,0.17391,310,1482,0.15461,0.19321
1988,17-29 y.,male,"Married, living apart",0.01468,32,1482,0.00856,0.02081
1988,17-29 y.,male,Single,0.80464,1140,1482,0.78445,0.82484
1988,17-29 y.,female,Married,0.31917,502,1331,0.29411,0.34422
1988,17-29 y.,female,Single,0.63691,829,1331,0.61106,0.66275
1988,30-45 y.,male,Married,0.72427,1146,1439,0.70118,0.74737
1988,30-45 y.,male,"Married, living apart",0.02885,47,1439,0.02019,0.03750
1988,30-45 y.,male,Single,0.17926,177,1439,0.15944,0.19909
1988,30-45 y.,male,Divorced,0.06419,69,1439,0.05153,0.07686
1988,30-45 y.,female,Married,0.76203,1242,1478,0.74031,0.78375
1988,30-45 y.,female,"Married, living apart",0.03004,39,1478,0.02133,0.03874
1988,30-45 y.,female,Single,0.10539,102,1478,0.08973,0.12105
1988,30-45 y.,female,Divorced,0.08388,95,1478,0.06974,0.09802
1988,46-65 y.,male,Married,0.83178,1373,1579,0.81332,0.85023
1988,46-65 y.,male,"Married, living apart",0.03187,59,1579,0.02320,0.04053
1988,46-65 y.,male,Single,0.04899,50,1579,0.03834,0.05965
1988,46-65 y.,male,Divorced,0.05579,58,1579,0.04446,0.06711
1988,46-65 y.,male,Widowed,0.03158,39,1579,0.02295,0.04020
1988,46-65 y.,female,Married,0.72121,1203,1502,0.69852,0.74389
1988,46-65 y.,female,Single,0.04287,39,1502,0.03262,0.05312
1988,46-65 y.,female,Divorced,0.08218,103,1502,0.06829,0.09608
1988,46-65 y.,female,Widowed,0.13178,157,1502,0.11467,0.14889
1988,66 and older,male,Married,0.75253,327,393,0.70981,0.79525
1988,66 and older,male,Widowed,0.19287,66,393,0.15382,0.23193
1988,66 and older,female,Married,0.28919,215,588,0.25251,0.32587
1988,66 and older,female,Single,0.07254,40,588,0.05155,0.09352
1988,66 and older,female,Widowed,0.58022,333,588,0.54030,0.62015
1989,17-29 y.,male,Married,0.16010,307,1420,0.14102,0.17918
1989,17-29 y.,male,Single,0.81634,1113,1420,0.79620,0.83649
1989,17-29 y.,female,Married,0.32289,498,1322,0.29768,0.34811
1989,17-29 y.,female,Single,0.63057,824,1322,0.60454,0.65660
1989,30-45 y.,male,Married,0.72955,1090,1373,0.70605,0.75306
1989,30-45 y.,male,"Married, living apart",0.03178,43,1373,0.02250,0.04107
1989,30-45 y.,male,Single,0.16509,167,1373,0.14544,0.18473
1989,30-45 y.,male,Divorced,0.07001,73,1373,0.05651,0.08352
1989,30-45 y.,female,Married,0.75836,1190,1435,0.73621,0.78052
1989,30-45 y.,female,"Married, living apart",0.02962,37,1435,0.02085,0.03840
1989,30-45 y.,female,Single,0.10584,105,1435,0.08992,0.12176
1989,30-45 y.,female,Divorced,0.08841,103,1435,0.07372,0.10311
1989,46-65 y.,male,Married,0.82556,1327,1532,0.80655,0.84457
1989,46-65 y.,male,"Married, living apart",0.03323,55,1532,0.02426,0.04221
1989,46-65 y.,male,Single,0.05570,55,1532,0.04421,0.06719
1989,46-65 y.,male,Divorced,0.05769,61,1532,0.04601,0.06937
1989,46-65 y.,male,Widowed,0.02782,34,1532,0.01958,0.03606
1989,46-65 y.,female,Married,0.71056,1125,1449,0.68720,0.73392
1989,46-65 y.,female,"Married, living apart",0.02331,31,1449,0.01554,0.03108
1989,46-65 y.,female,Single,0.04299,38,1449,0.03254,0.05344
1989,46-65 y.,female,Divorced,0.08929,101,1449,0.07460,0.10398
1989,46-65 y.,female,Widowed,0.13384,154,1449,0.11630,0.15138
1989,66 and older,male,Married,0.74207,305,376,0.69779,0.78635
1989,66 and older,male,Widowed,0.20715,71,376,0.16613,0.24817
1989,66 and older,female,Married,0.29008,217,583,0.25321,0.32695
1989,66 and older,female,Single,0.06931,38,583,0.04867,0.08994
1989,66 and older,female,Widowed,0.58215,328,583,0.54208,0.62222
1990,17-29 y.,male,Married,0.18543,479,1897,0.16793,0.20292
1990,17-29 y.,male,Single,0.79105,1418,1897,0.77275,0.80935
1990,17-29 y.,female,Married,0.35207,766,1875,0.33045,0.37370
1990,17-29 y.,female,Single,0.60232,1066,1875,0.58016,0.62448
1990,17-29 y.,female,Divorced,0.03093,43,1875,0.02309,0.03877
1990,30-45 y.,male,Married,0.70957,1692,2106,0.69018,0.72897
1990,30-45 y.,male,"Married, living apart",0.02434,43,2106,0.01776,0.03092
1990,30-45 y.,male,Single,0.17876,246,2106,0.16239,0.19513
1990,30-45 y.,male,Divorced,0.08424,125,2106,0.07237,0.09610
1990,30-45 y.,female,Married,0.76947,1816,2189,0.75182,0.78711
1990,30-45 y.,female,"Married, living apart",0.02118,37,2189,0.01515,0.02722
1990,30-45 y.,female,Single,0.10243,136,2189,0.08973,0.11514
1990,30-45 y.,female,Divorced,0.09460,167,2189,0.08233,0.10686
1990,30-45 y.,female,Widowed,0.01232,33,2189,0.00770,0.01695
1990,46-65 y.,male,Married,0.82368,1878,2149,0.80756,0.83980
1990,46-65 y.,male,"Married, living apart",0.02467,56,2149,0.01811,0.03123
1990,46-65 y.,male,Single,0.05434,64,2149,0.04475,0.06393
1990,46-65 y.,male,Divorced,0.07021,99,2149,0.05941,0.08102
1990,46-65 y.,male,Widowed,0.02709,52,2149,0.02023,0.03396
1990,46-65 y.,female,Married,0.71064,1638,2111,0.69129,0.72999
1990,46-65 y.,female,"Married, living apart",0.01802,35,2111,0.01234,0.02369
1990,46-65 y.,female,Single,0.04905,68,2111,0.03983,0.05826
1990,46-65 y.,female,Divorced,0.09865,181,2111,0.08592,0.11137
1990,46-65 y.,female,Widowed,0.12365,189,2111,0.10960,0.13769
1990,66 and older,male,Married,0.73705,429,526,0.69940,0.77471
1990,66 and older,male,Widowed,0.20652,97,526,0.17189,0.24115
1990,66 and older,female,Married,0.29051,314,905,0.26091,0.32010
1990,66 and older,female,Single,0.06227,52,905,0.04652,0.07802
1990,66 and older,female,Divorced,0.05988,47,905,0.04442,0.07535
1990,66 and older,female,Widowed,0.58188,492,905,0.54972,0.61403
1991,17-29 y.,male,Married,0.19150,451,1832,0.17348,0.20953
1991,17-29 y.,male,Single,0.78560,1381,1832,0.76680,0.80440
1991,17-29 y.,female,Married,0.32814,699,1818,0.30655,0.34973
1991,17-29 y.,female,"Married, living apart",0.02660,37,1818,0.01921,0.03400
1991,17-29 y.,female,Single,0.61393,1047,1818,0.59154,0.63632
1991,17-29 y.,female,Divorced,0.03097,35,1818,0.02300,0.03893
1991,30-45 y.,male,Married,0.70043,1680,2106,0.68086,0.72000
1991,30-45 y.,male,"Married, living apart",0.02371,39,2106,0.01721,0.03021
1991,30-45 y.,male,Single,0.18510,254,2106,0.16851,0.20169
1991,30-45 y.,male,Divorced,0.08818,133,2106,0.07607,0.10030
1991,30-45 y.,female,Married,0.77279,1825,2201,0.75528,0.79030
1991,30-45 y.,female,"Married, living apart",0.01973,34,2201,0.01392,0.02554
1991,30-45 y.,female,Single,0.10031,143,2201,0.08776,0.11286
1991,30-45 y.,female,Divorced,0.09550,168,2201,0.08322,0.10778
1991,30-45 y.,female,Widowed,0.01167,31,2201,0.00718,0.01615
1991,46-65 y.,male,Married,0.81812,1824,2093,0.80159,0.83465
1991,46-65 y.,male,"Married, living apart",0.02740,59,2093,0.02040,0.03439
1991,46-65 y.,male,Single,0.05448,62,2093,0.04476,0.06421
1991,46-65 y.,male,Divorced,0.07198,97,2093,0.06091,0.08306
1991,46-65 y.,male,Widowed,0.02802,51,2093,0.02095,0.03509
1991,46-65 y.,female,Married,0.70830,1587,2039,0.68856,0.72803
1991,46-65 y.,female,"Married, living apart",0.01850,32,2039,0.01265,0.02435
1991,46-65 y.,female,Single,0.04721,61,2039,0.03800,0.05642
1991,46-65 y.,female,Divorced,0.10519,178,2039,0.09187,0.11851
1991,46-65 y.,female,Widowed,0.12080,181,2039,0.10665,0.13495
1991,66 and older,male,Married,0.75294,437,529,0.71615,0.78973
1991,66 and older,male,Widowed,0.19895,92,529,0.16490,0.23300
1991,66 and older,female,Married,0.28683,321,888,0.25706,0.31659
1991,66 and older,female,Single,0.06260,49,888,0.04666,0.07854
1991,66 and older,female,Divorced,0.05262,43,888,0.03793,0.06732
1991,66 and older,female,Widowed,0.59248,475,888,0.56014,0.62482
1992,17-29 y.,male,Married,0.17563,408,1757,0.15783,0.19342
1992,17-29 y.,male,Single,0.80024,1349,1757,0.78154,0.81894
1992,17-29 y.,female,Married,0.31685,651,1773,0.29518,0.33851
1992,17-29 y.,female,"Married, living apart",0.01985,34,1773,0.01335,0.02634
1992,17-29 y.,female,Single,0.63107,1046,1773,0.60860,0.65354
1992,17-29 y.,female,Divorced,0.03186,42,1773,0.02368,0.04003
1992,30-45 y.,male,Married,0.70625,1629,2050,0.68652,0.72597
1992,30-45 y.,male,"Married, living apart",0.02546,37,2050,0.01864,0.03228
1992,30-45 y.,male,Single,0.18401,262,2050,0.16723,0.20079
1992,30-45 y.,male,Divorced,0.07919,122,2050,0.06750,0.09089
1992,30-45 y.,female,Married,0.76550,1804,2170,0.74767,0.78333
1992,30-45 y.,female,"Married, living apart",0.02242,47,2170,0.01619,0.02865
1992,30-45 y.,female,Single,0.10731,156,2170,0.09428,0.12034
1992,30-45 y.,female,Divorced,0.09137,163,2170,0.07924,0.10349
1992,46-65 y.,male,Married,0.82615,1796,2050,0.80974,0.84256
1992,46-65 y.,male,"Married, living apart",0.02754,56,2050,0.02046,0.03463
1992,46-65 y.,male,Single,0.05368,60,2050,0.04392,0.06344
1992,46-65 y.,male,Divorced,0.06586,89,2050,0.05512,0.07661
1992,46-65 y.,male,Widowed,0.02676,49,2050,0.01978,0.03375
1992,46-65 y.,female,Married,0.71336,1547,1956,0.69332,0.73340
1992,46-65 y.,female,Single,0.04261,53,1956,0.03365,0.05156
1992,46-65 y.,female,Divorced,0.11333,179,1956,0.09928,0.12739
1992,46-65 y.,female,Widowed,0.11711,177,1956,0.10286,0.13137
1992,66 and older,male,Married,0.74637,438,524,0.70908,0.78366
1992,66 and older,male,Widowed,0.18922,86,524,0.15565,0.22278
1992,66 and older,female,Married,0.29252,332,893,0.26267,0.32237
1992,66 and older,female,Single,0.05768,47,893,0.04238,0.07298
1992,66 and older,female,Divorced,0.05264,45,893,0.03798,0.06729
1992,66 and older,female,Widowed,0.58918,469,893,0.55689,0.62147
1993,17-29 y.,male,Married,0.17052,383,1707,0.15268,0.18837
1993,17-29 y.,male,Single,0.81069,1324,1707,0.79210,0.82928
1993,17-29 y.,female,Married,0.30450,625,1739,0.28287,0.32614
1993,17-29 y.,female,"Married, living apart",0.02227,39,1739,0.01533,0.02920
1993,17-29 y.,female,Single,0.63740,1034,1739,0.61479,0.66000
1993,17-29 y.,female,Divorced,0.03583,41,1739,0.02710,0.04457
1993,30-45 y.,male,Married,0.70331,1589,2035,0.68346,0.72316
1993,30-45 y.,male,"Married, living apart",0.02847,48,2035,0.02124,0.03570
1993,30-45 y.,male,Single,0.18117,276,2035,0.16443,0.19791
1993,30-45 y.,male,Divorced,0.08290,122,2035,0.07091,0.09488
1993,30-45 y.,female,Married,0.75837,1735,2124,0.74016,0.77658
1993,30-45 y.,female,"Married, living apart",0.03213,61,2124,0.02463,0.03964
1993,30-45 y.,female,Single,0.10821,168,2124,0.09500,0.12143
1993,30-45 y.,female,Divorced,0.08810,160,2124,0.07604,0.10016
1993,46-65 y.,male,Married,0.81899,1758,2023,0.80220,0.83577
1993,46-65 y.,male,"Married, living apart",0.02979,60,2023,0.02238,0.03720
1993,46-65 y.,male,Single,0.05467,60,2023,0.04476,0.06457
1993,46-65 y.,male,Divorced,0.06833,96,2023,0.05733,0.07933
1993,46-65 y.,male,Widowed,0.02822,49,2023,0.02101,0.03544
1993,46-65 y.,female,Married,0.71136,1501,1927,0.69112,0.73160
1993,46-65 y.,female,"Married, living apart",0.01646,31,1927,0.01078,0.02214
1993,46-65 y.,female,Single,0.03802,46,1927,0.02948,0.04656
1993,46-65 y.,female,Divorced,0.10975,168,1927,0.09579,0.12371
1993,46-65 y.,female,Widowed,0.12441,181,1927,0.10967,0.13915
1993,66 and older,male,Married,0.75166,448,529,0.71480,0.78851
1993,66 and older,male,Widowed,0.18311,81,529,0.15012,0.21610
1993,66 and older,female,Married,0.29922,343,911,0.26947,0.32897
1993,66 and older,female,Single,0.06170,49,911,0.04607,0.07733
1993,66 and older,female,Divorced,0.06169,49,911,0.04606,0.07733
1993,66 and older,female,Widowed,0.57127,470,911,0.53911,0.60342
1994,17-29 y.,male,Married,0.17683,361,1607,0.15817,0.19549
1994,17-29 y.,male,Single,0.80268,1246,1607,0.78321,0.82214
1994,17-29 y.,female,Married,0.30981,593,1671,0.28763,0.33198
1994,17-29 y.,female,Single,0.65126,1040,1671,0.62841,0.67412
1994,17-29 y.,female,Divorced,0.02102,38,1671,0.01414,0.02791
1994,30-45 y.,male,Married,0.68826,1549,2023,0.66807,0.70845
1994,30-45 y.,male,"Married, living apart",0.03224,60,2023,0.02454,0.03994
1994,30-45 y.,male,Single,0.19192,292,2023,0.17475,0.20908
1994,30-45 y.,male,Divorced,0.08319,122,2023,0.07115,0.09523
1994,30-45 y.,female,Married,0.74452,1678,2090,0.72582,0.76322
1994,30-45 y.,female,"Married, living apart",0.03105,61,2090,0.02361,0.03849
1994,30-45 y.,female,Single,0.11564,185,2090,0.10192,0.12935
1994,30-45 y.,female,Divorced,0.09815,166,2090,0.08539,0.11091
1994,46-65 y.,male,Married,0.82121,1715,1970,0.80429,0.83814
1994,46-65 y.,male,"Married, living apart",0.02395,51,1970,0.01719,0.03070
1994,46-65 y.,male,Single,0.06406,68,1970,0.05324,0.07487
1994,46-65 y.,male,Divorced,0.06790,99,1970,0.05679,0.07902
1994,46-65 y.,male,Widowed,0.02288,37,1970,0.01628,0.02948
1994,46-65 y.,female,Married,0.71865,1509,1919,0.69852,0.73877
1994,46-65 y.,female,"Married, living apart",0.01864,31,1919,0.01258,0.02469
1994,46-65 y.,female,Single,0.03821,43,1919,0.02963,0.04679
1994,46-65 y.,female,Divorced,0.11062,167,1919,0.09658,0.12466
1994,46-65 y.,female,Widowed,0.11388,169,1919,0.09966,0.12810
1994,66 and older,male,Married,0.72979,450,541,0.69233,0.76724
1994,66 and older,male,Widowed,0.19903,91,541,0.16536,0.23271
1994,66 and older,female,Married,0.28420,341,917,0.25499,0.31341
1994,66 and older,female,Single,0.06450,50,917,0.04859,0.08040
1994,66 and older,female,Divorced,0.06574,52,917,0.04969,0.08179
1994,66 and older,female,Widowed,0.57356,474,917,0.54153,0.60558
1995,17-29 y.,male,Married,0.18939,364,1609,0.17024,0.20854
1995,17-29 y.,male,Single,0.79102,1245,1609,0.77115,0.81090
1995,17-29 y.,female,Married,0.29615,580,1688,0.27436,0.31794
1995,17-29 y.,female,Single,0.65871,1071,1688,0.63609,0.68134
1995,17-29 y.,female,Divorced,0.02717,37,1688,0.01941,0.03493
1995,30-45 y.,male,Married,0.67471,1605,2147,0.65489,0.69453
1995,30-45 y.,male,"Married, living apart",0.02549,52,2147,0.01883,0.03216
1995,30-45 y.,male,Single,0.21468,353,2147,0.19731,0.23205
1995,30-45 y.,male,Divorced,0.08060,137,2147,0.06909,0.09212
1995,30-45 y.,female,Married,0.72848,1780,2284,0.71024,0.74672
1995,30-45 y.,female,"Married, living apart",0.02927,64,2284,0.02236,0.03618
1995,30-45 y.,female,Single,0.12417,207,2284,0.11064,0.13770
1995,30-45 y.,female,Divorced,0.10326,200,2284,0.09077,0.11574
1995,30-45 y.,female,Widowed,0.01482,33,2284,0.00987,0.01978
1995,46-65 y.,male,Married,0.81418,1765,2028,0.79724,0.83111
1995,46-65 y.,male,"Married, living apart",0.02468,50,2028,0.01792,0.03143
1995,46-65 y.,male,Single,0.06507,69,2028,0.05433,0.07580
1995,46-65 y.,male,Divorced,0.07250,105,2028,0.06121,0.08379
1995,46-65 y.,male,Widowed,0.02358,39,2028,0.01697,0.03019
1995,46-65 y.,female,Married,0.71274,1530,1909,0.69244,0.73305
1995,46-65 y.,female,Single,0.03789,42,1909,0.02932,0.04646
1995,46-65 y.,female,Divorced,0.11546,169,1909,0.10112,0.12980
1995,46-65 y.,female,Widowed,0.11936,168,1909,0.10481,0.13390
1995,66 and older,male,Married,0.73717,464,558,0.70061,0.77372
1995,66 and older,male,Widowed,0.18707,94,558,0.15468,0.21945
1995,66 and older,female,Married,0.29663,357,929,0.26724,0.32602
1995,66 and older,female,Single,0.06645,50,929,0.05042,0.08247
1995,66 and older,female,Divorced,0.06635,55,929,0.05034,0.08237
1995,66 and older,female,Widowed,0.56412,467,929,0.53222,0.59602
1996,17-29 y.,male,Married,0.17508,303,1510,0.15590,0.19425
1996,17-29 y.,male,Single,0.80965,1207,1510,0.78984,0.82945
1996,17-29 y.,female,Married,0.29692,519,1570,0.27431,0.31953
1996,17-29 y.,female,Single,0.66591,1051,1570,0.64257,0.68925
1996,30-45 y.,male,Married,0.66140,1580,2177,0.64152,0.68129
1996,30-45 y.,male,"Married, living apart",0.02921,65,2177,0.02213,0.03629
1996,30-45 y.,male,Single,0.22704,396,2177,0.20944,0.24464
1996,30-45 y.,male,Divorced,0.07872,136,2177,0.06740,0.09003
1996,30-45 y.,female,Married,0.70587,1723,2222,0.68692,0.72482
1996,30-45 y.,female,"Married, living apart",0.03178,73,2222,0.02449,0.03908
1996,30-45 y.,female,Single,0.14372,231,2222,0.12913,0.15830
1996,30-45 y.,female,Divorced,0.10634,195,2222,0.09352,0.11916
1996,46-65 y.,male,Married,0.79325,1692,1972,0.77537,0.81113
1996,46-65 y.,male,"Married, living apart",0.03195,56,1972,0.02418,0.03971
1996,46-65 y.,male,Single,0.07239,74,1972,0.06095,0.08383
1996,46-65 y.,male,Divorced,0.07516,104,1972,0.06352,0.08679
1996,46-65 y.,male,Widowed,0.02726,46,1972,0.02007,0.03445
1996,46-65 y.,female,Married,0.69907,1514,1930,0.67860,0.71953
1996,46-65 y.,female,"Married, living apart",0.01764,33,1930,0.01176,0.02351
1996,46-65 y.,female,Single,0.04548,49,1930,0.03618,0.05478
1996,46-65 y.,female,Divorced,0.10702,155,1930,0.09323,0.12082
1996,46-65 y.,female,Widowed,0.13079,179,1930,0.11575,0.14584
1996,66 and older,male,Married,0.76379,490,568,0.72883,0.79875
1996,66 and older,male,Widowed,0.15289,78,568,0.12326,0.18251
1996,66 and older,female,Married,0.31078,378,941,0.28120,0.34037
1996,66 and older,female,Single,0.06349,47,941,0.04790,0.07908
1996,66 and older,female,Divorced,0.06714,59,941,0.05114,0.08314
1996,66 and older,female,Widowed,0.55180,457,941,0.52001,0.58360
1997,17-29 y.,male,Married,0.16849,271,1463,0.14931,0.18768
1997,17-29 y.,male,Single,0.81659,1192,1463,0.79676,0.83643
1997,17-29 y.,female,Married,0.27902,471,1485,0.25620,0.30184
1997,17-29 y.,female,Single,0.68476,1014,1485,0.66112,0.70840
1997,30-45 y.,male,Married,0.65325,1525,2149,0.63313,0.67338
1997,30-45 y.,male,"Married, living apart",0.02856,64,2149,0.02151,0.03560
1997,30-45 y.,male,Single,0.23860,421,2149,0.22057,0.25662
1997,30-45 y.,male,Divorced,0.07844,139,2149,0.06707,0.08981
1997,30-45 y.,female,Married,0.69445,1668,2183,0.67512,0.71378
1997,30-45 y.,female,"Married, living apart",0.04234,83,2183,0.03389,0.05078
1997,30-45 y.,female,Single,0.14147,245,2183,0.12684,0.15609
1997,30-45 y.,female,Divorced,0.10675,187,2183,0.09379,0.11971
1997,46-65 y.,male,Married,0.78102,1639,1929,0.76256,0.79948
1997,46-65 y.,male,"Married, living apart",0.03810,63,1929,0.02955,0.04664
1997,46-65 y.,male,Single,0.07163,71,1929,0.06012,0.08314
1997,46-65 y.,male,Divorced,0.08630,116,1929,0.07376,0.09883
1997,46-65 y.,male,Widowed,0.02296,40,1929,0.01627,0.02964
