year,quintil_oecd,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,1st Quintile,female,Divorced,0.09032,83,1155,0.07378,0.10686
1986,1st Quintile,female,Widowed,0.27413,169,1155,0.24839,0.29987
1986,2nd Quintile,male,Married,0.68200,716,986,0.65291,0.71108
1986,2nd Quintile,male,Single,0.25379,270,986,0.22662,0.28097
1986,2nd Quintile,female,Married,0.56397,710,1047,0.53392,0.59403
1986,2nd Quintile,female,Single,0.15544,178,1047,0.13349,0.17740
1986,2nd Quintile,female,Divorced,0.04591,40,1047,0.03323,0.05860
1986,2nd Quintile,female,Widowed,0.22056,119,1047,0.19544,0.24569
1986,3rd Quintile,male,Married,0.62808,659,964,0.59756,0.65861
1986,3rd Quintile,male,Single,0.27966,305,964,0.25131,0.30801
1986,3rd Quintile,female,Married,0.54629,661,1035,0.51594,0.57663
1986,3rd Quintile,female,Single,0.21675,224,1035,0.19164,0.24187
1986,3rd Quintile,female,Divorced,0.05519,44,1035,0.04127,0.06911
1986,3rd Quintile,female,Widowed,0.16790,106,1035,0.14512,0.19068
1986,4th Quintile,male,Married,0.58003,687,1121,0.55112,0.60893
1986,4th Quintile,male,"Married, living apart",0.02755,43,1121,0.01796,0.03713
1986,4th Quintile,male,Single,0.30824,350,1121,0.28120,0.33529
1986,4th Quintile,male,Divorced,0.04395,41,1121,0.03195,0.05596
1986,4th Quintile,female,Married,0.58274,688,1055,0.55297,0.61251
1986,4th Quintile,female,Single,0.22515,234,1055,0.19994,0.25037
1986,4th Quintile,female,Divorced,0.04961,48,1055,0.03650,0.06272
1986,4th Quintile,female,Widowed,0.12579,85,1055,0.10577,0.14581
1986,5th Quintile,male,Married,0.62475,691,1065,0.59565,0.65384
1986,5th Quintile,male,"Married, living apart",0.03025,37,1065,0.01996,0.04054
1986,5th Quintile,male,Single,0.25271,284,1065,0.22660,0.27882
1986,5th Quintile,male,Divorced,0.05969,53,1065,0.04545,0.07392
1986,5th Quintile,female,Married,0.63637,691,967,0.60603,0.66671
1986,5th Quintile,female,Single,0.21442,203,967,0.18854,0.24031
1986,5th Quintile,female,Widowed,0.10278,73,967,0.08363,0.12193
1987,1st Quintile,male,Married,0.62817,595,860,0.59585,0.66049
1987,1st Quintile,male,Single,0.28808,265,860,0.25780,0.31837
1987,1st Quintile,female,Married,0.39215,597,1132,0.36370,0.42061
1987,1st Quintile,female,"Married, living apart",0.02454,32,1132,0.01552,0.03355
1987,1st Quintile,female,Single,0.18505,224,1132,0.16242,0.20768
1987,1st Quintile,female,Divorced,0.11138,100,1132,0.09304,0.12971
1987,1st Quintile,female,Widowed,0.28689,179,1132,0.26052,0.31325
1987,2nd Quintile,male,Married,0.67971,684,943,0.64992,0.70951
1987,2nd Quintile,male,Single,0.25213,259,943,0.22440,0.27986
1987,2nd Quintile,female,Married,0.54766,685,1054,0.51760,0.57772
1987,2nd Quintile,female,Single,0.16300,195,1054,0.14069,0.18530
1987,2nd Quintile,female,Divorced,0.06381,49,1054,0.04905,0.07857
1987,2nd Quintile,female,Widowed,0.21573,125,1054,0.19088,0.24057
1987,3rd Quintile,male,Married,0.63616,670,994,0.60624,0.66608
1987,3rd Quintile,male,"Married, living apart",0.02554,36,994,0.01572,0.03535
1987,3rd Quintile,male,Single,0.26439,288,994,0.23696,0.29182
1987,3rd Quintile,female,Married,0.55172,667,1044,0.52154,0.58191
1987,3rd Quintile,female,Single,0.21792,229,1044,0.19286,0.24297
1987,3rd Quintile,female,Divorced,0.03338,33,1044,0.02248,0.04428
1987,3rd Quintile,female,Widowed,0.17923,115,1044,0.15595,0.20251
1987,4th Quintile,male,Married,0.61545,690,1100,0.58668,0.64421
1987,4th Quintile,male,"Married, living apart",0.01804,40,1100,0.01017,0.02591
1987,4th Quintile,male,Single,0.27994,327,1100,0.25339,0.30648
1987,4th Quintile,male,Divorced,0.04898,43,1100,0.03622,0.06174
1987,4th Quintile,female,Married,0.63062,692,1022,0.60101,0.66022
1987,4th Quintile,female,Single,0.21798,224,1022,0.19266,0.24331
1987,4th Quintile,female,Divorced,0.04649,44,1022,0.03358,0.05941
1987,4th Quintile,female,Widowed,0.09346,62,1022,0.07561,0.11132
1987,5th Quintile,male,Married,0.59783,676,1079,0.56856,0.62710
1987,5th Quintile,male,"Married, living apart",0.03001,38,1079,0.01982,0.04019
1987,5th Quintile,male,Single,0.27987,318,1079,0.25307,0.30667
1987,5th Quintile,male,Divorced,0.05579,47,1079,0.04209,0.06949
1987,5th Quintile,female,Married,0.61976,671,972,0.58923,0.65030
1987,5th Quintile,female,Single,0.21204,189,972,0.18633,0.23775
1987,5th Quintile,female,Divorced,0.04482,37,972,0.03180,0.05783
1987,5th Quintile,female,Widowed,0.10951,75,972,0.08986,0.12915
1988,1st Quintile,male,Married,0.62437,596,837,0.59154,0.65720
1988,1st Quintile,male,Single,0.28667,241,837,0.25601,0.31732
1988,1st Quintile,female,Married,0.42123,602,1090,0.39191,0.45056
1988,1st Quintile,female,"Married, living apart",0.03305,37,1090,0.02243,0.04367
1988,1st Quintile,female,Single,0.17650,208,1090,0.15386,0.19914
1988,1st Quintile,female,Divorced,0.11496,90,1090,0.09602,0.13391
1988,1st Quintile,female,Widowed,0.25425,153,1090,0.22839,0.28011
1988,2nd Quintile,male,Married,0.70614,661,888,0.67616,0.73612
1988,2nd Quintile,male,Single,0.22739,227,888,0.19981,0.25497
1988,2nd Quintile,female,Married,0.52448,662,1024,0.49387,0.55508
1988,2nd Quintile,female,Single,0.14968,178,1024,0.12782,0.17154
1988,2nd Quintile,female,Divorced,0.05461,44,1024,0.04069,0.06854
1988,2nd Quintile,female,Widowed,0.24879,140,1024,0.22230,0.27528
1988,3rd Quintile,male,Married,0.61285,623,960,0.58202,0.64368
1988,3rd Quintile,male,"Married, living apart",0.02857,41,960,0.01802,0.03911
1988,3rd Quintile,male,Single,0.29923,296,960,0.27025,0.32821
1988,3rd Quintile,female,Married,0.54873,618,986,0.51766,0.57981
1988,3rd Quintile,female,Single,0.23421,235,986,0.20776,0.26066
1988,3rd Quintile,female,Divorced,0.04327,37,986,0.03056,0.05597
1988,3rd Quintile,female,Widowed,0.16013,96,986,0.13723,0.18304
1988,4th Quintile,male,Married,0.58775,660,1063,0.55815,0.61736
1988,4th Quintile,male,"Married, living apart",0.02891,42,1063,0.01883,0.03899
1988,4th Quintile,male,Single,0.29788,324,1063,0.27037,0.32539
1988,4th Quintile,male,Divorced,0.04319,37,1063,0.03096,0.05542
1988,4th Quintile,female,Married,0.62099,662,964,0.59035,0.65163
1988,4th Quintile,female,Single,0.20179,198,964,0.17644,0.22713
1988,4th Quintile,female,Divorced,0.05030,35,964,0.03650,0.06411
1988,4th Quintile,female,Widowed,0.11071,69,964,0.09089,0.13053
1988,5th Quintile,male,Married,0.59169,616,1021,0.56153,0.62186
1988,5th Quintile,male,"Married, living apart",0.03022,36,1021,0.01971,0.04072
1988,5th Quintile,male,Single,0.27332,288,1021,0.24597,0.30068
1988,5th Quintile,male,Divorced,0.05885,47,1021,0.04441,0.07330
1988,5th Quintile,male,Widowed,0.04591,34,1021,0.03307,0.05875
1988,5th Quintile,female,Married,0.62800,618,912,0.59662,0.65939
1988,5th Quintile,female,Single,0.22290,191,912,0.19587,0.24992
1988,5th Quintile,female,Divorced,0.04331,40,912,0.03009,0.05653
1988,5th Quintile,female,Widowed,0.09397,63,912,0.07502,0.11292
1989,1st Quintile,male,Married,0.62100,571,816,0.58770,0.65431
1989,1st Quintile,male,Single,0.30389,245,816,0.27231,0.33546
1989,1st Quintile,female,Married,0.38299,573,1070,0.35385,0.41213
1989,1st Quintile,female,"Married, living apart",0.02759,32,1070,0.01777,0.03741
1989,1st Quintile,female,Single,0.18780,217,1070,0.16439,0.21121
1989,1st Quintile,female,Divorced,0.11893,84,1070,0.09952,0.13833
1989,1st Quintile,female,Widowed,0.28269,164,1070,0.25570,0.30969
1989,2nd Quintile,male,Married,0.67392,632,877,0.64288,0.70496
1989,2nd Quintile,male,Single,0.26285,245,877,0.23370,0.29200
1989,2nd Quintile,female,Married,0.51586,626,1020,0.48518,0.54654
1989,2nd Quintile,female,Single,0.16553,204,1020,0.14271,0.18835
1989,2nd Quintile,female,Divorced,0.08370,65,1020,0.06670,0.10071
1989,2nd Quintile,female,Widowed,0.21845,125,1020,0.19308,0.24382
1989,3rd Quintile,male,Married,0.61734,611,881,0.58522,0.64945
1989,3rd Quintile,male,Single,0.27220,270,881,0.24279,0.30161
1989,3rd Quintile,female,Married,0.59832,612,917,0.56658,0.63007
1989,3rd Quintile,female,Single,0.17912,175,917,0.15429,0.20395
1989,3rd Quintile,female,Divorced,0.04819,38,917,0.03432,0.06206
1989,3rd Quintile,female,Widowed,0.15773,92,917,0.13413,0.18134
1989,4th Quintile,male,Married,0.56772,615,1017,0.53726,0.59819
1989,4th Quintile,male,"Married, living apart",0.03394,39,1017,0.02280,0.04507
1989,4th Quintile,male,Single,0.31149,327,1017,0.28301,0.33997
1989,4th Quintile,male,Divorced,0.04470,36,1017,0.03200,0.05741
1989,4th Quintile,female,Married,0.59173,622,922,0.55999,0.62348
1989,4th Quintile,female,Single,0.23961,231,922,0.21204,0.26717
1989,4th Quintile,female,Widowed,0.11566,69,922,0.09500,0.13631
1989,5th Quintile,male,Married,0.60926,600,941,0.57807,0.64045
1989,5th Quintile,male,"Married, living apart",0.03334,34,941,0.02186,0.04482
1989,5th Quintile,male,Single,0.25254,256,941,0.22477,0.28032
1989,5th Quintile,male,Divorced,0.06505,51,941,0.04928,0.08081
1989,5th Quintile,female,Married,0.63926,597,877,0.60746,0.67106
1989,5th Quintile,female,Single,0.21036,178,877,0.18337,0.23734
1989,5th Quintile,female,Divorced,0.04369,41,877,0.03016,0.05723
1989,5th Quintile,female,Widowed,0.08819,61,877,0.06941,0.10697
1990,1st Quintile,male,Married,0.62653,579,802,0.59303,0.66003
1990,1st Quintile,male,Single,0.28782,223,802,0.25646,0.31917
1990,1st Quintile,female,Married,0.42582,593,1022,0.39549,0.45615
1990,1st Quintile,female,Single,0.16914,200,1022,0.14615,0.19214
1990,1st Quintile,female,Divorced,0.11402,78,1022,0.09453,0.13352
1990,1st Quintile,female,Widowed,0.26887,151,1022,0.24167,0.29606
1990,2nd Quintile,male,Married,0.67679,615,848,0.64529,0.70829
1990,2nd Quintile,male,Single,0.26571,233,848,0.23596,0.29546
1990,2nd Quintile,female,Married,0.53818,619,968,0.50676,0.56961
1990,2nd Quintile,female,Single,0.16853,186,968,0.14494,0.19212
1990,2nd Quintile,female,Divorced,0.08157,57,968,0.06432,0.09882
1990,2nd Quintile,female,Widowed,0.18382,106,968,0.15940,0.20823
1990,3rd Quintile,male,Married,0.61684,603,885,0.58479,0.64889
1990,3rd Quintile,male,Single,0.27075,251,885,0.24146,0.30004
1990,3rd Quintile,male,Divorced,0.04989,31,885,0.03554,0.06424
1990,3rd Quintile,female,Married,0.57116,615,938,0.53947,0.60285
1990,3rd Quintile,female,Single,0.19195,188,938,0.16673,0.21717
1990,3rd Quintile,female,Divorced,0.05662,41,938,0.04182,0.07142
1990,3rd Quintile,female,Widowed,0.16538,94,938,0.14159,0.18916
1990,4th Quintile,male,Married,0.54247,584,963,0.51098,0.57395
1990,4th Quintile,male,Single,0.32893,337,963,0.29924,0.35862
1990,4th Quintile,male,Divorced,0.06333,42,963,0.04794,0.07872
1990,4th Quintile,female,Married,0.57632,593,917,0.54432,0.60832
1990,4th Quintile,female,Single,0.22601,207,917,0.19893,0.25310
1990,4th Quintile,female,Divorced,0.05403,37,917,0.03939,0.06867
1990,4th Quintile,female,Widowed,0.13064,80,917,0.10882,0.15246
1990,5th Quintile,male,Married,0.58641,577,931,0.55475,0.61806
1990,5th Quintile,male,"Married, living apart",0.03070,31,931,0.01961,0.04179
1990,5th Quintile,male,Single,0.27419,266,931,0.24552,0.30287
1990,5th Quintile,male,Divorced,0.07175,57,931,0.05516,0.08833
1990,5th Quintile,female,Married,0.63708,577,860,0.60492,0.66923
1990,5th Quintile,female,Single,0.22015,185,860,0.19244,0.24786
1990,5th Quintile,female,Divorced,0.04212,37,860,0.02869,0.05556
1990,5th Quintile,female,Widowed,0.08981,61,860,0.07069,0.10893
1991,1st Quintile,male,Married,0.61724,536,764,0.58276,0.65173
1991,1st Quintile,male,Single,0.29482,228,764,0.26246,0.32717
1991,1st Quintile,female,Married,0.37581,536,1027,0.34618,0.40545
1991,1st Quintile,female,"Married, living apart",0.03079,36,1027,0.02022,0.04136
1991,1st Quintile,female,Single,0.18070,203,1027,0.15715,0.20424
1991,1st Quintile,female,Divorced,0.13123,96,1027,0.11057,0.15190
1991,1st Quintile,female,Widowed,0.28147,156,1027,0.25395,0.30899
1991,2nd Quintile,male,Married,0.68857,625,839,0.65721,0.71992
1991,2nd Quintile,male,Single,0.23006,214,839,0.20156,0.25856
1991,2nd Quintile,female,Married,0.50635,625,977,0.47498,0.53771
1991,2nd Quintile,female,Single,0.17530,186,977,0.15144,0.19915
1991,2nd Quintile,female,Divorced,0.06129,46,977,0.04625,0.07634
1991,2nd Quintile,female,Widowed,0.22997,120,977,0.20357,0.25638
1991,3rd Quintile,male,Married,0.61711,614,909,0.58549,0.64873
1991,3rd Quintile,male,Single,0.28649,260,909,0.25708,0.31589
1991,3rd Quintile,male,Divorced,0.04880,35,909,0.03478,0.06281
1991,3rd Quintile,female,Married,0.60893,623,920,0.57738,0.64048
1991,3rd Quintile,female,Single,0.17371,174,920,0.14921,0.19820
1991,3rd Quintile,female,Divorced,0.05743,40,920,0.04239,0.07247
1991,3rd Quintile,female,Widowed,0.14381,83,920,0.12112,0.16650
1991,4th Quintile,male,Married,0.57195,599,988,0.54108,0.60282
1991,4th Quintile,male,"Married, living apart",0.02961,32,988,0.01903,0.04018
1991,4th Quintile,male,Single,0.28791,311,988,0.25966,0.31615
1991,4th Quintile,male,Divorced,0.06292,46,988,0.04777,0.07807
1991,4th Quintile,female,Married,0.60343,600,918,0.57177,0.63509
1991,4th Quintile,female,Single,0.21520,202,918,0.18860,0.24180
1991,4th Quintile,female,Divorced,0.05706,40,918,0.04204,0.07207
1991,4th Quintile,female,Widowed,0.11392,76,918,0.09335,0.13448
1991,5th Quintile,male,Married,0.58290,577,937,0.55132,0.61449
1991,5th Quintile,male,"Married, living apart",0.03427,35,937,0.02262,0.04593
1991,5th Quintile,male,Single,0.27520,270,937,0.24659,0.30381
1991,5th Quintile,male,Divorced,0.07171,55,937,0.05518,0.08824
1991,5th Quintile,female,Married,0.63553,590,867,0.60348,0.66759
1991,5th Quintile,female,Single,0.21670,188,867,0.18926,0.24414
1991,5th Quintile,female,Divorced,0.04291,36,867,0.02942,0.05641
1991,5th Quintile,female,Widowed,0.08307,53,867,0.06469,0.10145
1992,1st Quintile,male,Married,0.62341,817,1168,0.59561,0.65121
1992,1st Quintile,male,Single,0.27221,275,1168,0.24667,0.29775
1992,1st Quintile,male,Divorced,0.05060,41,1168,0.03802,0.06317
1992,1st Quintile,male,Widowed,0.03942,35,1168,0.02826,0.05058
1992,1st Quintile,female,Married,0.39602,822,1586,0.37194,0.42010
1992,1st Quintile,female,"Married, living apart",0.02439,39,1586,0.01680,0.03199
1992,1st Quintile,female,Single,0.17793,306,1586,0.15910,0.19676
1992,1st Quintile,female,Divorced,0.13092,166,1586,0.11431,0.14753
1992,1st Quintile,female,Widowed,0.27074,253,1586,0.24886,0.29261
1992,2nd Quintile,male,Married,0.68699,981,1326,0.66202,0.71196
1992,2nd Quintile,male,Single,0.23728,311,1326,0.21438,0.26019
1992,2nd Quintile,male,Divorced,0.03016,34,1326,0.02095,0.03936
1992,2nd Quintile,female,Married,0.55799,987,1480,0.53268,0.58330
1992,2nd Quintile,female,Single,0.15542,260,1480,0.13695,0.17388
1992,2nd Quintile,female,Divorced,0.07738,89,1480,0.06376,0.09099
1992,2nd Quintile,female,Widowed,0.19278,144,1480,0.17268,0.21289
1992,3rd Quintile,male,Married,0.65210,873,1267,0.62586,0.67834
1992,3rd Quintile,male,Single,0.25385,350,1267,0.22987,0.27782
1992,3rd Quintile,male,Divorced,0.04983,44,1267,0.03784,0.06181
1992,3rd Quintile,female,Married,0.55539,887,1339,0.52877,0.58202
1992,3rd Quintile,female,Single,0.19070,256,1339,0.16965,0.21175
1992,3rd Quintile,female,Divorced,0.06624,72,1339,0.05291,0.07957
1992,3rd Quintile,female,Widowed,0.17065,124,1339,0.15049,0.19081
1992,4th Quintile,male,Married,0.59147,830,1333,0.56507,0.61787
1992,4th Quintile,male,"Married, living apart",0.02986,40,1333,0.02072,0.03900
1992,4th Quintile,male,Single,0.28525,381,1333,0.26100,0.30949
1992,4th Quintile,male,Divorced,0.05406,51,1333,0.04192,0.06621
1992,4th Quintile,male,Widowed,0.03936,31,1333,0.02892,0.04980
1992,4th Quintile,female,Married,0.61875,853,1250,0.59181,0.64568
1992,4th Quintile,female,Single,0.21141,269,1250,0.18876,0.23405
1992,4th Quintile,female,Divorced,0.05179,46,1250,0.03950,0.06408
1992,4th Quintile,female,Widowed,0.10549,82,1250,0.08845,0.12253
1992,5th Quintile,male,Married,0.58814,770,1237,0.56070,0.61558
1992,5th Quintile,male,"Married, living apart",0.03493,35,1237,0.02469,0.04517
1992,5th Quintile,male,Single,0.27662,361,1237,0.25169,0.30156
1992,5th Quintile,male,Divorced,0.06900,71,1237,0.05487,0.08313
1992,5th Quintile,female,Married,0.65877,785,1124,0.63104,0.68650
1992,5th Quintile,female,Single,0.18434,211,1124,0.16166,0.20701
1992,5th Quintile,female,Divorced,0.05396,55,1124,0.04074,0.06717
1992,5th Quintile,female,Widowed,0.09455,73,1124,0.07744,0.11166
1993,1st Quintile,male,Married,0.59966,744,1076,0.57037,0.62895
1993,1st Quintile,male,Single,0.29330,295,1076,0.26609,0.32052
1993,1st Quintile,male,Divorced,0.04794,37,1076,0.03517,0.06071
1993,1st Quintile,female,Married,0.39228,746,1474,0.36734,0.41721
1993,1st Quintile,female,"Married, living apart",0.03330,54,1474,0.02413,0.04246
1993,1st Quintile,female,Single,0.18111,296,1474,0.16144,0.20078
1993,1st Quintile,female,Divorced,0.12932,153,1474,0.11218,0.14646
1993,1st Quintile,female,Widowed,0.26400,225,1474,0.24148,0.28651
1993,2nd Quintile,male,Married,0.69769,949,1264,0.67236,0.72302
1993,2nd Quintile,male,Single,0.22583,284,1264,0.20277,0.24890
1993,2nd Quintile,male,Divorced,0.03262,31,1264,0.02283,0.04242
1993,2nd Quintile,female,Married,0.52973,964,1503,0.50449,0.55497
1993,2nd Quintile,female,Single,0.15991,265,1503,0.14137,0.17844
1993,2nd Quintile,female,Divorced,0.08232,94,1503,0.06842,0.09622
1993,2nd Quintile,female,Widowed,0.21159,180,1503,0.19094,0.23225
1993,3rd Quintile,male,Married,0.64063,876,1282,0.61436,0.66691
1993,3rd Quintile,male,Single,0.25415,356,1282,0.23031,0.27800
1993,3rd Quintile,male,Divorced,0.05814,50,1282,0.04533,0.07096
1993,3rd Quintile,female,Married,0.58830,882,1315,0.56169,0.61491
1993,3rd Quintile,female,Single,0.17877,257,1315,0.15805,0.19949
1993,3rd Quintile,female,Divorced,0.05864,59,1315,0.04594,0.07134
1993,3rd Quintile,female,Widowed,0.15635,117,1315,0.13671,0.17598
1993,4th Quintile,male,Married,0.61484,839,1299,0.58836,0.64131
1993,4th Quintile,male,Single,0.27346,380,1299,0.24921,0.29771
1993,4th Quintile,male,Divorced,0.05019,47,1299,0.03831,0.06206
1993,4th Quintile,male,Widowed,0.03817,33,1299,0.02775,0.04860
1993,4th Quintile,female,Married,0.60002,835,1262,0.57298,0.62706
1993,4th Quintile,female,Single,0.20434,274,1262,0.18209,0.22660
1993,4th Quintile,female,Divorced,0.06632,61,1262,0.05259,0.08006
1993,4th Quintile,female,Widowed,0.11442,92,1262,0.09685,0.13199
1993,5th Quintile,male,Married,0.58097,770,1270,0.55382,0.60812
1993,5th Quintile,male,"Married, living apart",0.03788,40,1270,0.02738,0.04839
1993,5th Quintile,male,Single,0.27474,353,1270,0.25018,0.29930
1993,5th Quintile,male,Divorced,0.07147,76,1270,0.05729,0.08564
1993,5th Quintile,male,Widowed,0.03495,31,1270,0.02484,0.04505
1993,5th Quintile,female,Married,0.67101,777,1099,0.64322,0.69880
1993,5th Quintile,female,Single,0.18349,205,1099,0.16059,0.20638
1993,5th Quintile,female,Divorced,0.04685,50,1099,0.03435,0.05935
1993,5th Quintile,female,Widowed,0.08627,67,1099,0.06966,0.10288
1994,1st Quintile,male,Married,0.61595,721,1028,0.58620,0.64570
1994,1st Quintile,male,Single,0.27381,267,1028,0.24653,0.30108
1994,1st Quintile,male,Divorced,0.05052,40,1028,0.03712,0.06391
1994,1st Quintile,female,Married,0.38949,727,1444,0.36433,0.41465
1994,1st Quintile,female,"Married, living apart",0.03385,50,1444,0.02452,0.04318
1994,1st Quintile,female,Single,0.18212,292,1444,0.16221,0.20203
1994,1st Quintile,female,Divorced,0.14362,166,1444,0.12553,0.16172
1994,1st Quintile,female,Widowed,0.25091,209,1444,0.22854,0.27328
1994,2nd Quintile,male,Married,0.68463,899,1226,0.65861,0.71065
1994,2nd Quintile,male,Single,0.21853,263,1226,0.19539,0.24167
1994,2nd Quintile,male,Divorced,0.04276,33,1226,0.03143,0.05409
1994,2nd Quintile,male,Widowed,0.04052,31,1226,0.02948,0.05157
1994,2nd Quintile,female,Married,0.54670,911,1396,0.52058,0.57282
1994,2nd Quintile,female,Single,0.15767,250,1396,0.13854,0.17679
1994,2nd Quintile,female,Divorced,0.07017,73,1396,0.05677,0.08358
1994,2nd Quintile,female,Widowed,0.20974,162,1396,0.18838,0.23111
1994,3rd Quintile,male,Married,0.65179,897,1280,0.62568,0.67790
1994,3rd Quintile,male,Single,0.24894,342,1280,0.22524,0.27264
1994,3rd Quintile,male,Divorced,0.04881,41,1280,0.03700,0.06062
1994,3rd Quintile,female,Married,0.57908,902,1367,0.55290,0.60526
1994,3rd Quintile,female,Single,0.18535,275,1367,0.16474,0.20595
1994,3rd Quintile,female,Divorced,0.05085,59,1367,0.03920,0.06250
1994,3rd Quintile,female,Widowed,0.17007,131,1367,0.15015,0.19000
1994,4th Quintile,male,Married,0.60755,786,1255,0.58053,0.63458
