year,age_gr,bula_h,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,North Rhine-Westphalia,Widowed,0.09782,56,844,0.07776,0.11787
1985,46-65 y.,Hesse,Married,0.81077,313,313,0.76731,0.85423
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.82130,224,224,0.77102,0.87158
1985,46-65 y.,Baden-Wuerttemberg,Married,0.78714,509,546,0.75277,0.82150
1985,46-65 y.,Baden-Wuerttemberg,Widowed,0.08390,37,546,0.06062,0.10717
1985,46-65 y.,Bavaria,Married,0.78434,467,509,0.74857,0.82010
1985,46-65 y.,Bavaria,Widowed,0.09307,42,509,0.06781,0.11834
1985,46-65 y.,Berlin,Married,0.68359,86,86,0.58472,0.78246
1985,66 and older,Lower Saxony,Married,0.42053,64,112,0.32870,0.51237
1985,66 and older,Lower Saxony,Widowed,0.42282,48,112,0.33092,0.51472
1985,66 and older,North Rhine-Westphalia,Married,0.39912,115,223,0.33470,0.46354
1985,66 and older,North Rhine-Westphalia,Widowed,0.50088,108,223,0.43510,0.56665
1985,66 and older,Hesse,Married,0.47394,50,85,0.36715,0.58072
1985,66 and older,Hesse,Widowed,0.44213,35,85,0.33593,0.54834
1985,66 and older,"Rhineland-Palatinate, Saarland",Married,0.42043,47,93,0.31956,0.52130
1985,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.54794,46,93,0.44624,0.64964
1985,66 and older,Baden-Wuerttemberg,Married,0.43630,92,165,0.36039,0.51220
1985,66 and older,Baden-Wuerttemberg,Widowed,0.47286,73,165,0.39644,0.54927
1985,66 and older,Bavaria,Married,0.51687,120,189,0.44543,0.58830
1985,66 and older,Bavaria,Widowed,0.38511,69,189,0.31555,0.45468
1986,17-29 y.,Schleswig-Holstein,Single,0.73101,63,63,0.62063,0.84139
1986,17-29 y.,Hamburg,Single,0.78066,45,45,0.65839,0.90293
1986,17-29 y.,Lower Saxony,Married,0.18059,65,322,0.13850,0.22267
1986,17-29 y.,Lower Saxony,Single,0.80706,257,322,0.76389,0.85023
1986,17-29 y.,North Rhine-Westphalia,Married,0.26889,244,801,0.23816,0.29961
1986,17-29 y.,North Rhine-Westphalia,Single,0.70308,557,801,0.67142,0.73474
1986,17-29 y.,Hesse,Married,0.24127,95,301,0.19286,0.28969
1986,17-29 y.,Hesse,Single,0.73702,206,301,0.68720,0.78684
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.27213,69,222,0.21345,0.33081
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.66654,153,222,0.60438,0.72870
1986,17-29 y.,Baden-Wuerttemberg,Married,0.24884,178,596,0.21410,0.28357
1986,17-29 y.,Baden-Wuerttemberg,Single,0.72088,418,596,0.68483,0.75692
1986,17-29 y.,Bavaria,Married,0.24328,135,480,0.20485,0.28170
1986,17-29 y.,Bavaria,Single,0.74110,345,480,0.70187,0.78033
1986,17-29 y.,Berlin,Single,0.70786,61,61,0.59279,0.82293
1986,30-45 y.,Schleswig-Holstein,Married,0.72986,91,91,0.63812,0.82160
1986,30-45 y.,Hamburg,Married,0.62461,68,68,0.50866,0.74055
1986,30-45 y.,Lower Saxony,Married,0.81476,273,273,0.76859,0.86093
1986,30-45 y.,North Rhine-Westphalia,Married,0.75811,759,896,0.73005,0.78616
1986,30-45 y.,North Rhine-Westphalia,Single,0.12716,89,896,0.10533,0.14898
1986,30-45 y.,North Rhine-Westphalia,Divorced,0.06846,48,896,0.05192,0.08501
1986,30-45 y.,Hesse,Married,0.76576,264,264,0.71457,0.81695
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.78090,146,146,0.71357,0.84823
1986,30-45 y.,Baden-Wuerttemberg,Married,0.81865,514,553,0.78650,0.85079
1986,30-45 y.,Baden-Wuerttemberg,Single,0.10440,39,553,0.07889,0.12991
1986,30-45 y.,Bavaria,Married,0.77625,474,527,0.74063,0.81186
1986,30-45 y.,Bavaria,Single,0.12925,53,527,0.10058,0.15792
1986,30-45 y.,Berlin,Married,0.53981,70,70,0.42221,0.65741
1986,46-65 y.,Schleswig-Holstein,Married,0.77903,75,75,0.68450,0.87356
1986,46-65 y.,Hamburg,Married,0.53909,42,42,0.38651,0.69167
1986,46-65 y.,Lower Saxony,Married,0.81831,285,285,0.77346,0.86316
1986,46-65 y.,North Rhine-Westphalia,Married,0.76717,711,810,0.73805,0.79629
1986,46-65 y.,North Rhine-Westphalia,Divorced,0.06111,39,810,0.04460,0.07761
1986,46-65 y.,North Rhine-Westphalia,Widowed,0.10903,60,810,0.08756,0.13051
1986,46-65 y.,Hesse,Married,0.82563,280,280,0.78110,0.87015
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.81576,222,222,0.76465,0.86688
1986,46-65 y.,Baden-Wuerttemberg,Married,0.80107,522,554,0.76780,0.83434
1986,46-65 y.,Baden-Wuerttemberg,Widowed,0.07479,32,554,0.05287,0.09672
1986,46-65 y.,Bavaria,Married,0.77831,441,477,0.74100,0.81563
1986,46-65 y.,Bavaria,Widowed,0.08815,36,477,0.06268,0.11362
1986,46-65 y.,Berlin,Married,0.68451,92,92,0.58903,0.77999
1986,66 and older,Lower Saxony,Married,0.45650,63,109,0.36256,0.55044
1986,66 and older,Lower Saxony,Widowed,0.41038,46,109,0.31761,0.50315
1986,66 and older,North Rhine-Westphalia,Married,0.41203,113,209,0.34514,0.47892
1986,66 and older,North Rhine-Westphalia,Widowed,0.47133,96,209,0.40349,0.53917
1986,66 and older,Hesse,Married,0.48768,51,84,0.38015,0.59522
1986,66 and older,Hesse,Widowed,0.43562,33,84,0.32894,0.54229
1986,66 and older,"Rhineland-Palatinate, Saarland",Married,0.41005,47,91,0.30843,0.51166
1986,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.54566,44,91,0.44279,0.64853
1986,66 and older,Baden-Wuerttemberg,Married,0.42312,80,145,0.34243,0.50382
1986,66 and older,Baden-Wuerttemberg,Widowed,0.48923,65,145,0.40758,0.57088
1986,66 and older,Bavaria,Married,0.50056,108,175,0.42627,0.57486
1986,66 and older,Bavaria,Widowed,0.42392,67,175,0.35049,0.49735
1987,17-29 y.,Schleswig-Holstein,Single,0.70518,65,65,0.59346,0.81689
1987,17-29 y.,Hamburg,Single,0.81570,33,33,0.68136,0.95004
1987,17-29 y.,Lower Saxony,Married,0.20361,68,321,0.15949,0.24773
1987,17-29 y.,Lower Saxony,Single,0.77717,253,321,0.73157,0.82276
1987,17-29 y.,North Rhine-Westphalia,Married,0.27120,242,784,0.24006,0.30234
1987,17-29 y.,North Rhine-Westphalia,Single,0.69081,542,784,0.65844,0.72318
1987,17-29 y.,Hesse,Married,0.26075,99,301,0.21107,0.31044
1987,17-29 y.,Hesse,Single,0.71472,202,301,0.66363,0.76582
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.25710,60,218,0.19895,0.31525
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.69021,158,218,0.62869,0.75174
1987,17-29 y.,Baden-Wuerttemberg,Married,0.24838,164,574,0.21300,0.28376
1987,17-29 y.,Baden-Wuerttemberg,Single,0.73250,410,574,0.69626,0.76874
1987,17-29 y.,Bavaria,Married,0.25554,135,480,0.21648,0.29460
1987,17-29 y.,Bavaria,Single,0.71478,345,480,0.67434,0.75521
1987,17-29 y.,Berlin,Single,0.69012,62,62,0.57407,0.80617
1987,30-45 y.,Schleswig-Holstein,Married,0.78768,93,93,0.70412,0.87125
1987,30-45 y.,Hamburg,Married,0.64608,60,60,0.52406,0.76809
1987,30-45 y.,Lower Saxony,Married,0.80739,255,255,0.75889,0.85589
1987,30-45 y.,North Rhine-Westphalia,Married,0.74321,743,894,0.71456,0.77186
1987,30-45 y.,North Rhine-Westphalia,Single,0.14639,97,894,0.12321,0.16958
1987,30-45 y.,North Rhine-Westphalia,Divorced,0.07860,54,894,0.06095,0.09625
1987,30-45 y.,Hesse,Married,0.77479,262,262,0.72411,0.82547
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.78248,145,145,0.71510,0.84987
1987,30-45 y.,Baden-Wuerttemberg,Married,0.81367,506,549,0.78106,0.84627
1987,30-45 y.,Baden-Wuerttemberg,Single,0.11286,43,549,0.08637,0.13935
1987,30-45 y.,Bavaria,Married,0.76010,440,487,0.72214,0.79807
1987,30-45 y.,Bavaria,Single,0.13735,47,487,0.10674,0.16795
1987,30-45 y.,Berlin,Married,0.54838,74,74,0.43422,0.66254
1987,46-65 y.,Schleswig-Holstein,Married,0.75234,74,74,0.65332,0.85136
1987,46-65 y.,Hamburg,Married,0.53102,42,42,0.37826,0.68377
1987,46-65 y.,Lower Saxony,Married,0.79245,289,289,0.74562,0.83929
1987,46-65 y.,North Rhine-Westphalia,Married,0.76227,694,797,0.73270,0.79184
1987,46-65 y.,North Rhine-Westphalia,Divorced,0.07384,45,797,0.05567,0.09200
1987,46-65 y.,North Rhine-Westphalia,Widowed,0.10693,58,797,0.08546,0.12840
1987,46-65 y.,Hesse,Married,0.80296,270,270,0.75543,0.85049
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.81674,226,226,0.76619,0.86730
1987,46-65 y.,Baden-Wuerttemberg,Married,0.80537,527,560,0.77255,0.83819
1987,46-65 y.,Baden-Wuerttemberg,Widowed,0.07568,33,560,0.05376,0.09761
1987,46-65 y.,Bavaria,Married,0.77255,420,454,0.73395,0.81115
1987,46-65 y.,Bavaria,Widowed,0.07999,34,454,0.05501,0.10497
1987,46-65 y.,Berlin,Married,0.66519,91,91,0.56769,0.76269
1987,66 and older,Lower Saxony,Married,0.49521,70,116,0.40382,0.58659
1987,66 and older,Lower Saxony,Widowed,0.38922,46,116,0.30010,0.47833
1987,66 and older,North Rhine-Westphalia,Married,0.39799,116,218,0.33286,0.46311
1987,66 and older,North Rhine-Westphalia,Widowed,0.48894,102,218,0.42243,0.55545
1987,66 and older,Hesse,Married,0.54588,66,100,0.44780,0.64396
1987,66 and older,Hesse,Widowed,0.37630,34,100,0.28087,0.47174
1987,66 and older,"Rhineland-Palatinate, Saarland",Married,0.41715,50,96,0.31799,0.51630
1987,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.53780,46,96,0.43754,0.63806
1987,66 and older,Baden-Wuerttemberg,Married,0.42975,81,147,0.34945,0.51005
1987,66 and older,Baden-Wuerttemberg,Widowed,0.49055,66,147,0.40946,0.57164
1987,66 and older,Bavaria,Married,0.52129,109,177,0.44749,0.59510
1987,66 and older,Bavaria,Widowed,0.40479,68,177,0.33227,0.47731
1988,17-29 y.,Schleswig-Holstein,Single,0.72372,60,60,0.60961,0.83782
1988,17-29 y.,Lower Saxony,Married,0.19354,70,303,0.14898,0.23810
1988,17-29 y.,Lower Saxony,Single,0.78163,233,303,0.73503,0.82823
1988,17-29 y.,North Rhine-Westphalia,Married,0.26461,235,766,0.23335,0.29587
1988,17-29 y.,North Rhine-Westphalia,Single,0.70454,531,766,0.67221,0.73687
1988,17-29 y.,Hesse,Married,0.22562,88,266,0.17529,0.27594
1988,17-29 y.,Hesse,Single,0.74076,178,266,0.68799,0.79352
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.27531,64,209,0.21460,0.33601
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.66774,145,209,0.60372,0.73175
1988,17-29 y.,Baden-Wuerttemberg,Married,0.23438,165,563,0.19936,0.26940
1988,17-29 y.,Baden-Wuerttemberg,Single,0.73588,398,563,0.69943,0.77233
1988,17-29 y.,Bavaria,Married,0.21447,123,452,0.17659,0.25235
1988,17-29 y.,Bavaria,Single,0.74763,329,452,0.70754,0.78772
1988,17-29 y.,Berlin,Single,0.63145,52,52,0.49905,0.76385
1988,30-45 y.,Schleswig-Holstein,Married,0.75632,89,89,0.66663,0.84602
1988,30-45 y.,Hamburg,Married,0.55912,46,46,0.41406,0.70419
1988,30-45 y.,Lower Saxony,Married,0.79041,222,222,0.73675,0.84407
1988,30-45 y.,North Rhine-Westphalia,Married,0.72667,682,825,0.69624,0.75710
1988,30-45 y.,North Rhine-Westphalia,Single,0.15166,94,825,0.12717,0.17615
1988,30-45 y.,North Rhine-Westphalia,Divorced,0.08246,49,825,0.06368,0.10124
1988,30-45 y.,Hesse,Married,0.79424,253,253,0.74432,0.84415
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.80371,140,140,0.73768,0.86974
1988,30-45 y.,Baden-Wuerttemberg,Married,0.79169,469,508,0.75634,0.82704
1988,30-45 y.,Baden-Wuerttemberg,Single,0.11553,39,508,0.08770,0.14336
1988,30-45 y.,Bavaria,Married,0.73106,411,464,0.69067,0.77144
1988,30-45 y.,Bavaria,Single,0.17150,53,464,0.13716,0.20583
1988,30-45 y.,Berlin,Married,0.49659,63,63,0.37213,0.62104
1988,46-65 y.,Schleswig-Holstein,Married,0.79833,80,80,0.70985,0.88681
1988,46-65 y.,Hamburg,Married,0.57985,39,39,0.42291,0.73678
1988,46-65 y.,Lower Saxony,Married,0.78252,285,285,0.73454,0.83050
1988,46-65 y.,North Rhine-Westphalia,Married,0.76753,665,768,0.73763,0.79742
1988,46-65 y.,North Rhine-Westphalia,Divorced,0.07010,42,768,0.05203,0.08817
1988,46-65 y.,North Rhine-Westphalia,Widowed,0.11195,61,768,0.08963,0.13426
1988,46-65 y.,Hesse,Married,0.78285,265,265,0.73311,0.83258
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.79477,214,214,0.74053,0.84901
1988,46-65 y.,Baden-Wuerttemberg,Married,0.80168,508,508,0.76698,0.83639
1988,46-65 y.,Bavaria,Married,0.78338,414,446,0.74510,0.82165
1988,46-65 y.,Bavaria,Widowed,0.07513,32,446,0.05063,0.09962
1988,46-65 y.,Berlin,Married,0.65680,83,83,0.55404,0.75957
1988,66 and older,Lower Saxony,Married,0.52599,69,113,0.43351,0.61846
1988,66 and older,Lower Saxony,Widowed,0.38151,44,113,0.29155,0.47148
1988,66 and older,North Rhine-Westphalia,Married,0.40037,116,208,0.33362,0.46712
1988,66 and older,North Rhine-Westphalia,Widowed,0.48466,92,208,0.41657,0.55274
1988,66 and older,Hesse,Married,0.55670,63,99,0.45834,0.65505
1988,66 and older,Hesse,Widowed,0.38415,36,99,0.28785,0.48045
1988,66 and older,"Rhineland-Palatinate, Saarland",Married,0.44212,50,93,0.34063,0.54360
1988,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.50005,43,93,0.39788,0.60222
1988,66 and older,Baden-Wuerttemberg,Married,0.47960,89,148,0.39884,0.56036
1988,66 and older,Baden-Wuerttemberg,Widowed,0.43596,59,148,0.35579,0.51612
1988,66 and older,Bavaria,Married,0.49447,98,166,0.41818,0.57076
1988,66 and older,Bavaria,Widowed,0.39770,68,166,0.32302,0.47238
1989,17-29 y.,Schleswig-Holstein,Single,0.75850,56,56,0.64538,0.87161
1989,17-29 y.,Hamburg,Single,0.64228,34,34,0.47873,0.80582
1989,17-29 y.,Lower Saxony,Married,0.18569,68,282,0.14023,0.23116
1989,17-29 y.,Lower Saxony,Single,0.79151,214,282,0.74401,0.83901
1989,17-29 y.,North Rhine-Westphalia,Married,0.25841,227,757,0.22721,0.28962
1989,17-29 y.,North Rhine-Westphalia,Single,0.71212,530,757,0.67984,0.74439
1989,17-29 y.,Hesse,Married,0.24983,91,277,0.19876,0.30091
1989,17-29 y.,Hesse,Single,0.72182,186,277,0.66896,0.77469
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.29237,64,202,0.22949,0.35526
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.65191,138,202,0.58605,0.71777
1989,17-29 y.,Baden-Wuerttemberg,Married,0.22002,154,527,0.18462,0.25542
1989,17-29 y.,Baden-Wuerttemberg,Single,0.73930,373,527,0.70178,0.77682
1989,17-29 y.,Bavaria,Married,0.21655,131,463,0.17899,0.25411
1989,17-29 y.,Bavaria,Single,0.73950,332,463,0.69948,0.77953
1989,17-29 y.,Berlin,Single,0.67846,53,53,0.55151,0.80541
1989,30-45 y.,Schleswig-Holstein,Married,0.76270,79,79,0.66828,0.85711
1989,30-45 y.,Hamburg,Married,0.55816,43,43,0.40797,0.70835
1989,30-45 y.,Lower Saxony,Married,0.74987,197,197,0.68924,0.81050
1989,30-45 y.,North Rhine-Westphalia,Married,0.75952,673,806,0.73000,0.78904
1989,30-45 y.,North Rhine-Westphalia,Single,0.12633,86,806,0.10338,0.14928
1989,30-45 y.,North Rhine-Westphalia,Divorced,0.08084,47,806,0.06201,0.09967
1989,30-45 y.,Hesse,Married,0.75948,235,235,0.70471,0.81424
1989,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.77310,132,132,0.70138,0.84482
1989,30-45 y.,Baden-Wuerttemberg,Married,0.77915,450,488,0.74230,0.81599
1989,30-45 y.,Baden-Wuerttemberg,Single,0.11491,38,488,0.08659,0.14323
1989,30-45 y.,Bavaria,Married,0.71420,384,436,0.67175,0.75666
1989,30-45 y.,Bavaria,Single,0.16440,52,436,0.12957,0.19923
1989,30-45 y.,Berlin,Married,0.56947,68,68,0.45090,0.68803
1989,46-65 y.,Schleswig-Holstein,Married,0.76788,76,76,0.67233,0.86343
1989,46-65 y.,Hamburg,Married,0.47818,34,34,0.30775,0.64862
1989,46-65 y.,Lower Saxony,Married,0.78312,270,270,0.73387,0.83237
1989,46-65 y.,North Rhine-Westphalia,Married,0.74475,621,719,0.71286,0.77665
1989,46-65 y.,North Rhine-Westphalia,Divorced,0.07386,41,719,0.05473,0.09299
1989,46-65 y.,North Rhine-Westphalia,Widowed,0.10694,57,719,0.08434,0.12955
1989,46-65 y.,Hesse,Married,0.79248,265,265,0.74357,0.84140
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.79642,201,201,0.74061,0.85223
1989,46-65 y.,Baden-Wuerttemberg,Married,0.81540,488,488,0.78094,0.84985
1989,46-65 y.,Bavaria,Married,0.78078,393,426,0.74145,0.82012
1989,46-65 y.,Bavaria,Widowed,0.08103,33,426,0.05509,0.10698
1989,46-65 y.,Berlin,Married,0.62796,81,81,0.52204,0.73388
1989,66 and older,Lower Saxony,Married,0.50326,68,112,0.41025,0.59628
1989,66 and older,Lower Saxony,Widowed,0.39207,44,112,0.30125,0.48290
1989,66 and older,North Rhine-Westphalia,Married,0.41453,120,207,0.34725,0.48180
1989,66 and older,North Rhine-Westphalia,Widowed,0.46180,87,207,0.39372,0.52988
1989,66 and older,Hesse,Married,0.52269,60,98,0.42329,0.62210
1989,66 and older,Hesse,Widowed,0.41796,38,98,0.31980,0.51612
1989,66 and older,"Rhineland-Palatinate, Saarland",Married,0.38262,37,81,0.27611,0.48912
1989,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.55880,44,81,0.45000,0.66761
1989,66 and older,Baden-Wuerttemberg,Married,0.47842,89,152,0.39874,0.55809
1989,66 and older,Baden-Wuerttemberg,Widowed,0.44923,63,152,0.36989,0.52857
1989,66 and older,Bavaria,Married,0.52063,103,169,0.44509,0.59618
1989,66 and older,Bavaria,Widowed,0.39254,66,169,0.31869,0.46638
1990,17-29 y.,Schleswig-Holstein,Single,0.71220,54,54,0.59031,0.83409
1990,17-29 y.,Lower Saxony,Married,0.20908,68,273,0.16075,0.25741
1990,17-29 y.,Lower Saxony,Single,0.76903,205,273,0.71895,0.81912
1990,17-29 y.,North Rhine-Westphalia,Married,0.24742,215,711,0.21568,0.27916
1990,17-29 y.,North Rhine-Westphalia,Single,0.72010,496,711,0.68707,0.75312
1990,17-29 y.,Hesse,Married,0.24036,80,266,0.18891,0.29181
1990,17-29 y.,Hesse,Single,0.75254,186,266,0.70058,0.80450
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.29310,61,183,0.22697,0.35924
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.67280,122,183,0.60464,0.74097
1990,17-29 y.,Baden-Wuerttemberg,Married,0.22220,160,523,0.18653,0.25786
1990,17-29 y.,Baden-Wuerttemberg,Single,0.74730,363,523,0.71002,0.78458
1990,17-29 y.,Bavaria,Married,0.22956,143,461,0.19113,0.26799
1990,17-29 y.,Bavaria,Single,0.73670,318,461,0.69645,0.77694
