year,pgisced97,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Primary Level,male,Married,0.46987,263,323,0.41535,0.52438
1985,Primary Level,male,Single,0.42329,60,323,0.36932,0.47725
1985,Primary Level,female,Married,0.63874,397,435,0.59355,0.68394
1985,Primary Level,female,Single,0.18862,38,435,0.15181,0.22542
1985,Lower Secondary Level,male,Married,0.47765,543,967,0.44615,0.50915
1985,Lower Secondary Level,male,Single,0.44978,424,967,0.41841,0.48115
1985,Lower Secondary Level,female,Married,0.51373,1227,2017,0.49191,0.53555
1985,Lower Secondary Level,female,Single,0.17507,373,2017,0.15848,0.19165
1985,Lower Secondary Level,female,Divorced,0.04915,86,2017,0.03971,0.05859
1985,Lower Secondary Level,female,Widowed,0.25310,331,2017,0.23412,0.27208
1985,Upper Secondary Level,male,Married,0.66495,1941,2841,0.64759,0.68231
1985,Upper Secondary Level,male,"Married, living apart",0.01530,51,2841,0.01079,0.01981
1985,Upper Secondary Level,male,Single,0.23387,681,2841,0.21830,0.24944
1985,Upper Secondary Level,male,Divorced,0.03837,87,2841,0.03130,0.04543
1985,Upper Secondary Level,male,Widowed,0.04751,81,2841,0.03969,0.05533
1985,Upper Secondary Level,female,Married,0.59395,1543,2339,0.57405,0.61386
1985,Upper Secondary Level,female,"Married, living apart",0.01685,34,2339,0.01163,0.02207
1985,Upper Secondary Level,female,Single,0.17987,434,2339,0.16430,0.19544
1985,Upper Secondary Level,female,Divorced,0.06568,124,2339,0.05564,0.07572
1985,Upper Secondary Level,female,Widowed,0.14364,204,2339,0.12943,0.15786
1985,Post-secondary Non-tertiary Level,male,Married,0.57908,110,159,0.50210,0.65606
1985,Post-secondary Non-tertiary Level,male,Single,0.33574,49,159,0.26210,0.40937
1985,Post-secondary Non-tertiary Level,female,Married,0.42029,57,95,0.32050,0.52008
1985,Post-secondary Non-tertiary Level,female,Single,0.44411,38,95,0.34366,0.54456
1985,First Stage of Tertiary Education,male,Married,0.77673,291,328,0.73159,0.82187
1985,First Stage of Tertiary Education,male,Single,0.10864,37,328,0.07491,0.14237
1985,First Stage of Tertiary Education,female,Married,0.54963,165,219,0.48359,0.61568
1985,First Stage of Tertiary Education,female,Single,0.24533,54,219,0.18821,0.30245
1985,Second Stage of Tertiary Education,male,Married,0.76144,400,481,0.72331,0.79956
1985,Second Stage of Tertiary Education,male,Single,0.16670,81,481,0.13336,0.20004
1985,Second Stage of Tertiary Education,female,Married,0.51063,145,210,0.44285,0.57840
1985,Second Stage of Tertiary Education,female,Single,0.28204,65,210,0.22103,0.34305
1986,No answer / don't know,female,Married,0.36943,33,33,0.20220,0.53666
1986,Primary Level,male,Married,0.46872,230,296,0.41178,0.52567
1986,Primary Level,male,Single,0.40631,66,296,0.35026,0.46236
1986,Primary Level,female,Married,0.61835,368,408,0.57116,0.66555
1986,Primary Level,female,Single,0.20744,40,408,0.16805,0.24684
1986,Lower Secondary Level,male,Married,0.47733,525,946,0.44548,0.50917
1986,Lower Secondary Level,male,Single,0.45276,421,946,0.42103,0.48450
1986,Lower Secondary Level,female,Married,0.51859,1133,1873,0.49595,0.54122
1986,Lower Secondary Level,female,Single,0.17340,373,1873,0.15625,0.19055
1986,Lower Secondary Level,female,Divorced,0.04452,71,1873,0.03518,0.05386
1986,Lower Secondary Level,female,Widowed,0.25242,296,1873,0.23274,0.27209
1986,Upper Secondary Level,male,Married,0.65113,1817,2733,0.63326,0.66900
1986,Upper Secondary Level,male,"Married, living apart",0.01953,66,2733,0.01434,0.02472
1986,Upper Secondary Level,male,Single,0.24253,688,2733,0.22645,0.25860
1986,Upper Secondary Level,male,Divorced,0.04219,91,2733,0.03466,0.04973
1986,Upper Secondary Level,male,Widowed,0.04461,71,2733,0.03687,0.05236
1986,Upper Secondary Level,female,Married,0.57704,1473,2259,0.55666,0.59742
1986,Upper Secondary Level,female,"Married, living apart",0.02155,44,2259,0.01556,0.02754
1986,Upper Secondary Level,female,Single,0.18609,424,2259,0.17003,0.20214
1986,Upper Secondary Level,female,Divorced,0.06479,120,2259,0.05463,0.07494
1986,Upper Secondary Level,female,Widowed,0.15054,198,2259,0.13579,0.16529
1986,Post-secondary Non-tertiary Level,male,Married,0.58388,105,154,0.50577,0.66198
1986,Post-secondary Non-tertiary Level,male,Single,0.36153,49,154,0.28540,0.43766
1986,Post-secondary Non-tertiary Level,female,Married,0.43000,57,98,0.33148,0.52853
1986,Post-secondary Non-tertiary Level,female,Single,0.41807,41,98,0.31991,0.51623
1986,First Stage of Tertiary Education,male,Married,0.79117,271,304,0.74540,0.83694
1986,First Stage of Tertiary Education,male,Single,0.09154,33,304,0.05907,0.12401
1986,First Stage of Tertiary Education,female,Married,0.56105,159,211,0.49393,0.62817
1986,First Stage of Tertiary Education,female,Single,0.24260,52,211,0.18462,0.30058
1986,Second Stage of Tertiary Education,male,Married,0.75265,395,472,0.71368,0.79161
1986,Second Stage of Tertiary Education,male,Single,0.16480,77,472,0.13129,0.19830
1986,Second Stage of Tertiary Education,female,Married,0.50974,146,209,0.44180,0.57768
1986,Second Stage of Tertiary Education,female,Single,0.29430,63,209,0.23236,0.35623
1987,No answer / don't know,female,Married,0.44752,33,33,0.27523,0.61980
1987,Pre-primary Level,female,Single,0.99752,89,89,0.98712,1.00791
1987,Primary Level,male,Married,0.51636,222,278,0.45751,0.57521
1987,Primary Level,male,Single,0.35034,56,278,0.29416,0.40652
1987,Primary Level,female,Married,0.67819,361,394,0.63201,0.72438
1987,Primary Level,female,Single,0.13956,33,394,0.10529,0.17382
1987,Lower Secondary Level,male,Married,0.49214,509,933,0.46004,0.52423
1987,Lower Secondary Level,male,Single,0.42680,424,933,0.39505,0.45856
1987,Lower Secondary Level,female,Married,0.52314,1091,1807,0.50011,0.54618
1987,Lower Secondary Level,female,Single,0.15500,347,1807,0.13830,0.17169
1987,Lower Secondary Level,female,Divorced,0.04679,72,1807,0.03705,0.05653
1987,Lower Secondary Level,female,Widowed,0.26111,297,1807,0.24085,0.28136
1987,Upper Secondary Level,male,Married,0.64673,1807,2729,0.62880,0.66467
1987,Upper Secondary Level,male,"Married, living apart",0.01545,58,2729,0.01082,0.02008
1987,Upper Secondary Level,male,Single,0.24888,696,2729,0.23266,0.26511
1987,Upper Secondary Level,male,Divorced,0.04310,93,2729,0.03548,0.05072
1987,Upper Secondary Level,male,Widowed,0.04583,75,2729,0.03799,0.05368
1987,Upper Secondary Level,female,Married,0.57804,1464,2241,0.55759,0.59849
1987,Upper Secondary Level,female,"Married, living apart",0.01468,33,2241,0.00970,0.01966
1987,Upper Secondary Level,female,Single,0.18584,414,2241,0.16973,0.20195
1987,Upper Secondary Level,female,Divorced,0.07367,132,2241,0.06285,0.08448
1987,Upper Secondary Level,female,Widowed,0.14777,198,2241,0.13307,0.16247
1987,Post-secondary Non-tertiary Level,male,Married,0.58493,106,150,0.50581,0.66405
1987,Post-secondary Non-tertiary Level,male,Single,0.36595,44,150,0.28860,0.44329
1987,Post-secondary Non-tertiary Level,female,Married,0.47545,64,104,0.37900,0.57189
1987,Post-secondary Non-tertiary Level,female,Single,0.40246,40,104,0.30775,0.49717
1987,First Stage of Tertiary Education,male,Married,0.78376,260,293,0.73654,0.83098
1987,First Stage of Tertiary Education,male,Single,0.10076,33,293,0.06623,0.13528
1987,First Stage of Tertiary Education,female,Married,0.56943,157,207,0.50182,0.63705
1987,First Stage of Tertiary Education,female,Single,0.23167,50,207,0.17405,0.28928
1987,Second Stage of Tertiary Education,male,Married,0.74068,382,458,0.70050,0.78087
1987,Second Stage of Tertiary Education,male,Single,0.16391,76,458,0.12997,0.19786
1987,Second Stage of Tertiary Education,female,Married,0.47564,142,209,0.40777,0.54351
1987,Second Stage of Tertiary Education,female,Single,0.31737,67,209,0.25411,0.38062
1988,No answer / don't know,male,Married,0.38396,34,69,0.26836,0.49956
1988,No answer / don't know,male,Single,0.58776,35,69,0.47076,0.70475
1988,No answer / don't know,female,Married,0.46227,39,39,0.30375,0.62080
1988,Primary Level,male,Married,0.52320,202,249,0.46103,0.58536
1988,Primary Level,male,Single,0.38234,47,249,0.32185,0.44282
1988,Primary Level,female,Married,0.67628,338,369,0.62848,0.72409
1988,Primary Level,female,Single,0.12548,31,369,0.09163,0.15932
1988,Lower Secondary Level,male,Married,0.48543,492,937,0.45341,0.51744
1988,Lower Secondary Level,male,"Married, living apart",0.02851,32,937,0.01785,0.03917
1988,Lower Secondary Level,male,Single,0.42891,413,937,0.39720,0.46062
1988,Lower Secondary Level,female,Married,0.52589,1038,1744,0.50245,0.54934
1988,Lower Secondary Level,female,"Married, living apart",0.01685,32,1744,0.01081,0.02290
1988,Lower Secondary Level,female,Single,0.15509,337,1744,0.13810,0.17209
1988,Lower Secondary Level,female,Divorced,0.04605,65,1744,0.03621,0.05589
1988,Lower Secondary Level,female,Widowed,0.25611,272,1744,0.23562,0.27660
1988,Upper Secondary Level,male,Married,0.64099,1726,2585,0.62249,0.65949
1988,Upper Secondary Level,male,"Married, living apart",0.01986,66,2585,0.01448,0.02523
1988,Upper Secondary Level,male,Single,0.25145,636,2585,0.23473,0.26818
1988,Upper Secondary Level,male,Divorced,0.04200,82,2585,0.03427,0.04973
1988,Upper Secondary Level,male,Widowed,0.04570,75,2585,0.03765,0.05375
1988,Upper Secondary Level,female,Married,0.57898,1406,2158,0.55814,0.59981
1988,Upper Secondary Level,female,"Married, living apart",0.01989,42,2158,0.01400,0.02578
1988,Upper Secondary Level,female,Single,0.17932,395,2158,0.16313,0.19550
1988,Upper Secondary Level,female,Divorced,0.07442,124,2158,0.06335,0.08550
1988,Upper Secondary Level,female,Widowed,0.14740,191,2158,0.13244,0.16236
1988,Post-secondary Non-tertiary Level,male,Married,0.57074,98,143,0.48932,0.65215
1988,Post-secondary Non-tertiary Level,male,Single,0.37737,45,143,0.29764,0.45709
1988,Post-secondary Non-tertiary Level,female,Married,0.41463,60,103,0.31902,0.51024
1988,Post-secondary Non-tertiary Level,female,Single,0.44643,43,103,0.34995,0.54290
1988,First Stage of Tertiary Education,male,Married,0.79198,253,286,0.74486,0.83911
1988,First Stage of Tertiary Education,male,Single,0.10065,33,286,0.06572,0.13559
1988,First Stage of Tertiary Education,female,Married,0.57710,148,192,0.50703,0.64716
1988,First Stage of Tertiary Education,female,Single,0.21594,44,192,0.15758,0.27429
1988,Second Stage of Tertiary Education,male,Married,0.69812,351,429,0.65462,0.74161
1988,Second Stage of Tertiary Education,male,Single,0.17828,78,429,0.14202,0.21454
1988,Second Stage of Tertiary Education,female,Married,0.48438,133,193,0.41369,0.55507
1988,Second Stage of Tertiary Education,female,Single,0.31782,60,193,0.25196,0.38369
1989,No answer / don't know,male,Married,0.30232,31,67,0.19152,0.41312
1989,No answer / don't know,male,Single,0.64504,36,67,0.52960,0.76049
1989,No answer / don't know,female,Married,0.43156,40,40,0.27611,0.58700
1989,Pre-primary Level,male,Single,0.98997,89,89,0.96914,1.01079
1989,Primary Level,male,Married,0.53519,188,236,0.47142,0.59896
1989,Primary Level,male,Single,0.37818,48,236,0.31618,0.44018
1989,Primary Level,female,Married,0.66580,317,317,0.61379,0.71781
1989,Lower Secondary Level,male,Married,0.49096,478,840,0.45713,0.52478
1989,Lower Secondary Level,male,Single,0.41722,362,840,0.38385,0.45059
1989,Lower Secondary Level,female,Married,0.51509,976,1641,0.49090,0.53928
1989,Lower Secondary Level,female,Single,0.15939,330,1641,0.14168,0.17711
1989,Lower Secondary Level,female,Divorced,0.05590,72,1641,0.04478,0.06702
1989,Lower Secondary Level,female,Widowed,0.25844,263,1641,0.23726,0.27963
1989,Upper Secondary Level,male,Married,0.63550,1649,2518,0.61670,0.65430
1989,Upper Secondary Level,male,"Married, living apart",0.02174,59,2518,0.01605,0.02744
1989,Upper Secondary Level,male,Single,0.24981,644,2518,0.23290,0.26673
1989,Upper Secondary Level,male,Divorced,0.04514,88,2518,0.03703,0.05325
1989,Upper Secondary Level,male,Widowed,0.04780,78,2518,0.03947,0.05614
1989,Upper Secondary Level,female,Married,0.58116,1356,2103,0.56007,0.60225
1989,Upper Secondary Level,female,"Married, living apart",0.02315,47,2103,0.01673,0.02958
1989,Upper Secondary Level,female,Single,0.17117,387,2103,0.15507,0.18728
1989,Upper Secondary Level,female,Divorced,0.07482,121,2103,0.06357,0.08607
1989,Upper Secondary Level,female,Widowed,0.14969,192,2103,0.13444,0.16494
1989,Post-secondary Non-tertiary Level,male,Married,0.54421,95,150,0.46424,0.62418
1989,Post-secondary Non-tertiary Level,male,Single,0.42096,55,150,0.34169,0.50024
1989,Post-secondary Non-tertiary Level,female,Married,0.38492,63,116,0.29599,0.47385
1989,Post-secondary Non-tertiary Level,female,Single,0.46650,53,116,0.37532,0.55768
1989,First Stage of Tertiary Education,male,Married,0.79826,240,271,0.75039,0.84613
1989,First Stage of Tertiary Education,male,Single,0.09917,31,271,0.06352,0.13483
1989,First Stage of Tertiary Education,female,Married,0.59906,148,184,0.52805,0.67006
1989,First Stage of Tertiary Education,female,Single,0.18864,36,184,0.13195,0.24532
1989,Second Stage of Tertiary Education,male,Married,0.69961,347,425,0.65597,0.74325
1989,Second Stage of Tertiary Education,male,Single,0.17446,78,425,0.13834,0.21058
1989,Second Stage of Tertiary Education,female,Married,0.48370,130,187,0.41188,0.55552
1989,Second Stage of Tertiary Education,female,Single,0.30711,57,187,0.24082,0.37341
1990,No answer / don't know,male,Married,0.41185,39,77,0.30119,0.52250
1990,No answer / don't know,male,Single,0.52030,38,77,0.40798,0.63262
1990,No answer / don't know,female,Married,0.45424,44,76,0.34156,0.56693
1990,No answer / don't know,female,Single,0.44453,32,76,0.33207,0.55699
1990,Pre-primary Level,male,Single,0.98913,111,111,0.96975,1.00851
1990,Pre-primary Level,female,Single,0.99245,81,81,0.97347,1.01142
1990,Primary Level,male,Married,0.48182,185,235,0.41779,0.54584
1990,Primary Level,male,Single,0.39512,50,235,0.33248,0.45776
1990,Primary Level,female,Married,0.65580,302,302,0.60212,0.70947
1990,Lower Secondary Level,male,Married,0.46805,495,958,0.43643,0.49966
1990,Lower Secondary Level,male,Single,0.43795,432,958,0.40652,0.46939
1990,Lower Secondary Level,male,Divorced,0.04608,31,958,0.03279,0.05936
1990,Lower Secondary Level,female,Married,0.49181,1104,1955,0.46965,0.51398
1990,Lower Secondary Level,female,Single,0.16587,402,1955,0.14937,0.18236
1990,Lower Secondary Level,female,Divorced,0.05928,92,1955,0.04881,0.06976
1990,Lower Secondary Level,female,Widowed,0.27126,357,1955,0.25155,0.29097
1990,Upper Secondary Level,male,Married,0.62964,2474,3678,0.61404,0.64525
1990,Upper Secondary Level,male,"Married, living apart",0.01485,55,3678,0.01094,0.01876
1990,Upper Secondary Level,male,Single,0.25658,885,3678,0.24246,0.27069
1990,Upper Secondary Level,male,Divorced,0.05381,155,3678,0.04651,0.06110
1990,Upper Secondary Level,male,Widowed,0.04513,109,3678,0.03842,0.05184
1990,Upper Secondary Level,female,Married,0.60010,2246,3389,0.58361,0.61660
1990,Upper Secondary Level,female,"Married, living apart",0.01602,50,3389,0.01180,0.02025
1990,Upper Secondary Level,female,Single,0.16627,572,3389,0.15374,0.17881
1990,Upper Secondary Level,female,Divorced,0.08367,238,3389,0.07435,0.09299
1990,Upper Secondary Level,female,Widowed,0.13393,283,3389,0.12246,0.14540
1990,Post-secondary Non-tertiary Level,male,Married,0.47228,119,204,0.40360,0.54095
1990,Post-secondary Non-tertiary Level,male,Single,0.49902,85,204,0.43024,0.56780
1990,Post-secondary Non-tertiary Level,female,Married,0.40429,88,143,0.32357,0.48501
1990,Post-secondary Non-tertiary Level,female,Single,0.45932,55,143,0.37735,0.54129
1990,First Stage of Tertiary Education,male,Married,0.77918,416,454,0.74098,0.81738
1990,First Stage of Tertiary Education,male,Single,0.08598,38,454,0.06016,0.11180
1990,First Stage of Tertiary Education,female,Married,0.59328,187,232,0.52993,0.65662
1990,First Stage of Tertiary Education,female,Single,0.20144,45,232,0.14971,0.25316
1990,Second Stage of Tertiary Education,male,Married,0.73059,749,892,0.70146,0.75972
1990,Second Stage of Tertiary Education,male,Single,0.15522,100,892,0.13144,0.17899
1990,Second Stage of Tertiary Education,male,Divorced,0.06816,43,892,0.05162,0.08471
1990,Second Stage of Tertiary Education,female,Married,0.61737,562,735,0.58221,0.65253
1990,Second Stage of Tertiary Education,female,Single,0.20347,106,735,0.17434,0.23259
1990,Second Stage of Tertiary Education,female,Divorced,0.10692,67,735,0.08456,0.12927
1991,No answer / don't know,male,Married,0.41075,39,81,0.30294,0.51855
1991,No answer / don't know,male,Single,0.56720,42,81,0.45862,0.67577
1991,No answer / don't know,female,Married,0.50198,53,91,0.39868,0.60528
1991,No answer / don't know,female,Single,0.38662,38,91,0.28601,0.48723
1991,Primary Level,male,Married,0.49811,183,240,0.43472,0.56150
1991,Primary Level,male,Single,0.39650,57,240,0.33449,0.45852
1991,Primary Level,female,Married,0.61395,299,348,0.56273,0.66518
1991,Primary Level,female,Single,0.20038,49,348,0.15826,0.24250
1991,Lower Secondary Level,male,Married,0.48435,499,914,0.45194,0.51677
1991,Lower Secondary Level,male,Single,0.42390,415,914,0.39184,0.45595
1991,Lower Secondary Level,female,Married,0.49035,1057,1844,0.46752,0.51317
1991,Lower Secondary Level,female,Single,0.15492,371,1844,0.13840,0.17144
1991,Lower Secondary Level,female,Divorced,0.05695,85,1844,0.04637,0.06753
1991,Lower Secondary Level,female,Widowed,0.28207,331,1844,0.26153,0.30262
1991,Upper Secondary Level,male,Married,0.62956,2393,3579,0.61373,0.64538
1991,Upper Secondary Level,male,"Married, living apart",0.01729,55,3579,0.01302,0.02156
1991,Upper Secondary Level,male,Single,0.25431,880,3579,0.24004,0.26858
1991,Upper Secondary Level,male,Divorced,0.05322,149,3579,0.04587,0.06058
1991,Upper Secondary Level,male,Widowed,0.04562,102,3579,0.03879,0.05246
1991,Upper Secondary Level,female,Married,0.58172,2189,3330,0.56497,0.59848
1991,Upper Secondary Level,female,"Married, living apart",0.01942,53,3330,0.01473,0.02410
1991,Upper Secondary Level,female,Single,0.17034,574,3330,0.15757,0.18311
1991,Upper Secondary Level,female,Divorced,0.08586,232,3330,0.07635,0.09538
1991,Upper Secondary Level,female,Widowed,0.14266,282,3330,0.13078,0.15454
1991,Post-secondary Non-tertiary Level,male,Married,0.50305,124,209,0.43510,0.57100
1991,Post-secondary Non-tertiary Level,male,Single,0.46179,85,209,0.39404,0.52954
1991,Post-secondary Non-tertiary Level,female,Married,0.45494,94,149,0.37471,0.53517
1991,Post-secondary Non-tertiary Level,female,Single,0.42354,55,149,0.34393,0.50315
1991,First Stage of Tertiary Education,male,Married,0.75650,404,447,0.71667,0.79634
1991,First Stage of Tertiary Education,male,Single,0.10958,43,447,0.08059,0.13856
1991,First Stage of Tertiary Education,female,Married,0.62840,189,227,0.56540,0.69140
1991,First Stage of Tertiary Education,female,Single,0.17114,38,227,0.12204,0.22025
1991,Second Stage of Tertiary Education,male,Married,0.73368,750,890,0.70462,0.76274
1991,Second Stage of Tertiary Education,male,Single,0.13802,92,890,0.11535,0.16070
1991,Second Stage of Tertiary Education,male,Divorced,0.07685,48,890,0.05934,0.09436
1991,Second Stage of Tertiary Education,female,Married,0.62185,551,723,0.58647,0.65722
1991,Second Stage of Tertiary Education,female,Single,0.20161,104,723,0.17234,0.23087
1991,Second Stage of Tertiary Education,female,Divorced,0.11273,68,723,0.08966,0.13580
1992,No answer / don't know,male,Married,0.37795,39,87,0.27547,0.48043
1992,No answer / don't know,male,Single,0.56888,48,87,0.46421,0.67355
1992,No answer / don't know,female,Married,0.51213,55,88,0.40710,0.61717
1992,No answer / don't know,female,Single,0.36747,33,88,0.26616,0.46877
1992,Primary Level,male,Married,0.56497,177,226,0.50019,0.62974
1992,Primary Level,male,Single,0.31454,49,226,0.25386,0.37521
1992,Primary Level,female,Married,0.61907,287,327,0.56636,0.67179
1992,Primary Level,female,Single,0.17563,40,327,0.13432,0.21693
1992,Lower Secondary Level,male,Married,0.48545,491,906,0.45288,0.51801
1992,Lower Secondary Level,male,Single,0.42461,415,906,0.39240,0.45681
1992,Lower Secondary Level,female,Married,0.49661,1021,1811,0.47358,0.51964
1992,Lower Secondary Level,female,"Married, living apart",0.01585,34,1811,0.01010,0.02161
1992,Lower Secondary Level,female,Single,0.15307,364,1811,0.13649,0.16966
1992,Lower Secondary Level,female,Divorced,0.05673,81,1811,0.04608,0.06739
1992,Lower Secondary Level,female,Widowed,0.27773,311,1811,0.25709,0.29836
1992,Upper Secondary Level,male,Married,0.63716,2306,3434,0.62107,0.65324
1992,Upper Secondary Level,male,"Married, living apart",0.01864,51,3434,0.01411,0.02316
1992,Upper Secondary Level,male,Single,0.24870,838,3434,0.23424,0.26316
1992,Upper Secondary Level,male,Divorced,0.05056,140,3434,0.04323,0.05789
1992,Upper Secondary Level,male,Widowed,0.04495,99,3434,0.03802,0.05188
1992,Upper Secondary Level,female,Married,0.57816,2146,3287,0.56128,0.59505
1992,Upper Secondary Level,female,"Married, living apart",0.01585,49,3287,0.01158,0.02013
1992,Upper Secondary Level,female,Single,0.17166,569,3287,0.15877,0.18455
1992,Upper Secondary Level,female,Divorced,0.09056,240,3287,0.08075,0.10037
1992,Upper Secondary Level,female,Widowed,0.14376,283,3287,0.13177,0.15576
1992,Post-secondary Non-tertiary Level,male,Married,0.48564,125,210,0.41788,0.55341
1992,Post-secondary Non-tertiary Level,male,Single,0.45989,85,210,0.39232,0.52746
1992,Post-secondary Non-tertiary Level,female,Married,0.49461,96,149,0.41406,0.57516
1992,Post-secondary Non-tertiary Level,female,Single,0.36974,53,149,0.29197,0.44752
1992,First Stage of Tertiary Education,male,Married,0.74680,398,450,0.70657,0.78702
1992,First Stage of Tertiary Education,male,Single,0.12698,52,450,0.09618,0.15777
1992,First Stage of Tertiary Education,female,Married,0.63785,196,236,0.57639,0.69930
1992,First Stage of Tertiary Education,female,Single,0.15616,40,236,0.10974,0.20257
1992,Second Stage of Tertiary Education,male,Married,0.73531,735,878,0.70611,0.76451
1992,Second Stage of Tertiary Education,male,Single,0.14369,99,878,0.12048,0.16691
1992,Second Stage of Tertiary Education,male,Divorced,0.06863,44,878,0.05189,0.08536
1992,Second Stage of Tertiary Education,female,Married,0.61900,533,708,0.58320,0.65480
1992,Second Stage of Tertiary Education,female,Single,0.20194,109,708,0.17235,0.23153
1992,Second Stage of Tertiary Education,female,Divorced,0.10737,66,708,0.08455,0.13019
1993,No answer / don't know,male,Married,0.35471,37,89,0.25475,0.45467
1993,No answer / don't know,male,Single,0.58665,52,89,0.48376,0.68953
1993,No answer / don't know,female,Married,0.52687,56,93,0.42484,0.62889
1993,No answer / don't know,female,Single,0.36055,37,93,0.26243,0.45867
1993,Pre-primary Level,female,Single,0.96461,97,97,0.92764,1.00157
1993,Primary Level,male,Married,0.56703,174,223,0.50185,0.63221
1993,Primary Level,male,Single,0.31426,49,223,0.25319,0.37532
1993,Primary Level,female,Married,0.61433,273,308,0.55988,0.66878
1993,Primary Level,female,Single,0.17011,35,308,0.12808,0.21214
1993,Lower Secondary Level,male,Married,0.47730,480,881,0.44430,0.51030
1993,Lower Secondary Level,male,Single,0.43289,401,881,0.40015,0.46562
1993,Lower Secondary Level,female,Married,0.49650,982,1735,0.47296,0.52003
1993,Lower Secondary Level,female,"Married, living apart",0.01779,32,1735,0.01157,0.02401
1993,Lower Secondary Level,female,Single,0.14351,327,1735,0.12700,0.16001
1993,Lower Secondary Level,female,Divorced,0.06411,89,1735,0.05258,0.07564
1993,Lower Secondary Level,female,Widowed,0.27810,305,1735,0.25701,0.29919
1993,Upper Secondary Level,male,Married,0.64078,2268,3391,0.62463,0.65693
1993,Upper Secondary Level,male,"Married, living apart",0.01859,60,3391,0.01405,0.02314
1993,Upper Secondary Level,male,Single,0.24138,827,3391,0.22698,0.25579
1993,Upper Secondary Level,male,Divorced,0.05463,142,3391,0.04698,0.06228
1993,Upper Secondary Level,male,Widowed,0.04462,94,3391,0.03767,0.05157
1993,Upper Secondary Level,female,Married,0.57810,2093,3273,0.56118,0.59503
1993,Upper Secondary Level,female,"Married, living apart",0.01669,63,3273,0.01230,0.02108
1993,Upper Secondary Level,female,Single,0.16817,597,3273,0.15536,0.18099
1993,Upper Secondary Level,female,Divorced,0.09020,227,3273,0.08038,0.10001
1993,Upper Secondary Level,female,Widowed,0.14683,293,3273,0.13470,0.15896
1993,Post-secondary Non-tertiary Level,male,Married,0.51353,124,209,0.44560,0.58146
1993,Post-secondary Non-tertiary Level,male,Single,0.43805,85,209,0.37063,0.50548
1993,Post-secondary Non-tertiary Level,female,Married,0.48190,94,152,0.40220,0.56160
1993,Post-secondary Non-tertiary Level,female,Single,0.40446,58,152,0.32618,0.48274
1993,First Stage of Tertiary Education,male,Married,0.74224,381,431,0.70090,0.78358
1993,First Stage of Tertiary Education,male,Single,0.12947,50,431,0.09774,0.16120
1993,First Stage of Tertiary Education,female,Married,0.62998,191,231,0.56758,0.69237
