year,age_gr,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,3rd Quintile,Single,0.74549,444,589,0.71028,0.78070
1987,17-29 y.,4th Quintile,Married,0.26848,159,608,0.23323,0.30374
1987,17-29 y.,4th Quintile,Single,0.70593,449,608,0.66968,0.74217
1987,17-29 y.,5th Quintile,Married,0.23564,113,478,0.19755,0.27372
1987,17-29 y.,5th Quintile,Single,0.75513,365,478,0.71654,0.79372
1987,30-45 y.,1st Quintile,Married,0.73330,451,499,0.69446,0.77214
1987,30-45 y.,1st Quintile,Divorced,0.13793,48,499,0.10765,0.16822
1987,30-45 y.,2nd Quintile,Married,0.84190,589,626,0.81330,0.87050
1987,30-45 y.,2nd Quintile,Single,0.08992,37,626,0.06749,0.11235
1987,30-45 y.,3rd Quintile,Married,0.78949,541,592,0.75662,0.82236
1987,30-45 y.,3rd Quintile,Single,0.11715,51,592,0.09122,0.14308
1987,30-45 y.,4th Quintile,Married,0.73847,489,597,0.70318,0.77375
1987,30-45 y.,4th Quintile,Single,0.17365,73,597,0.14324,0.20406
1987,30-45 y.,4th Quintile,Divorced,0.06860,35,597,0.04831,0.08889
1987,30-45 y.,5th Quintile,Married,0.71993,523,660,0.68565,0.75421
1987,30-45 y.,5th Quintile,Single,0.17458,96,660,0.14559,0.20356
1987,30-45 y.,5th Quintile,Divorced,0.06911,41,660,0.04974,0.08847
1987,46-65 y.,1st Quintile,Married,0.60494,380,481,0.56120,0.64867
1987,46-65 y.,1st Quintile,Divorced,0.13655,46,481,0.10583,0.16727
1987,46-65 y.,1st Quintile,Widowed,0.16082,55,481,0.12796,0.19369
1987,46-65 y.,2nd Quintile,Married,0.78787,461,504,0.75214,0.82360
1987,46-65 y.,2nd Quintile,Widowed,0.10534,43,504,0.07852,0.13217
1987,46-65 y.,3rd Quintile,Married,0.82161,543,579,0.79039,0.85282
1987,46-65 y.,3rd Quintile,Widowed,0.08105,36,579,0.05880,0.10330
1987,46-65 y.,4th Quintile,Married,0.82963,636,672,0.80118,0.85808
1987,46-65 y.,4th Quintile,Divorced,0.06231,36,672,0.04402,0.08060
1987,46-65 y.,5th Quintile,Married,0.77390,635,749,0.74392,0.80387
1987,46-65 y.,5th Quintile,Single,0.05735,31,749,0.04069,0.07402
1987,46-65 y.,5th Quintile,Divorced,0.06877,39,749,0.05064,0.08691
1987,46-65 y.,5th Quintile,Widowed,0.07398,44,749,0.05522,0.09274
1987,66 and older,1st Quintile,Married,0.41683,153,280,0.35897,0.47468
1987,66 and older,1st Quintile,Widowed,0.46993,127,280,0.41137,0.52850
1987,66 and older,2nd Quintile,Married,0.43543,113,208,0.36788,0.50297
1987,66 and older,2nd Quintile,Widowed,0.48204,95,208,0.41397,0.55012
1987,66 and older,3rd Quintile,Married,0.44822,108,198,0.37878,0.51767
1987,66 and older,3rd Quintile,Widowed,0.48372,90,198,0.41394,0.55351
1987,66 and older,4th Quintile,Married,0.51460,98,155,0.43567,0.59354
1987,66 and older,4th Quintile,Widowed,0.40880,57,155,0.33115,0.48645
1987,66 and older,5th Quintile,Married,0.44298,76,131,0.35759,0.52838
1987,66 and older,5th Quintile,Widowed,0.38655,55,131,0.30284,0.47026
1988,17-29 y.,1st Quintile,Married,0.25590,228,622,0.22158,0.29022
1988,17-29 y.,1st Quintile,Single,0.68759,394,622,0.65114,0.72405
1988,17-29 y.,2nd Quintile,Married,0.29665,191,546,0.25830,0.33500
1988,17-29 y.,2nd Quintile,Single,0.66956,355,546,0.63006,0.70905
1988,17-29 y.,3rd Quintile,Married,0.20622,130,584,0.17338,0.23906
1988,17-29 y.,3rd Quintile,Single,0.77058,454,584,0.73645,0.80471
1988,17-29 y.,4th Quintile,Married,0.24270,161,598,0.20831,0.27709
1988,17-29 y.,4th Quintile,Single,0.72422,437,598,0.68837,0.76007
1988,17-29 y.,5th Quintile,Married,0.23226,102,430,0.19230,0.27222
1988,17-29 y.,5th Quintile,Single,0.75201,328,430,0.71115,0.79288
1988,30-45 y.,1st Quintile,Married,0.72839,447,490,0.68897,0.76782
1988,30-45 y.,1st Quintile,Divorced,0.13484,43,490,0.10457,0.16512
1988,30-45 y.,2nd Quintile,Married,0.84323,562,562,0.81315,0.87332
1988,30-45 y.,3rd Quintile,Married,0.76166,497,549,0.72599,0.79733
1988,30-45 y.,3rd Quintile,Single,0.13355,52,549,0.10507,0.16203
1988,30-45 y.,4th Quintile,Married,0.70774,434,528,0.66890,0.74657
1988,30-45 y.,4th Quintile,Single,0.17524,62,528,0.14278,0.20770
1988,30-45 y.,4th Quintile,Divorced,0.07786,32,528,0.05499,0.10074
1988,30-45 y.,5th Quintile,Married,0.68997,448,594,0.65275,0.72720
1988,30-45 y.,5th Quintile,Single,0.21377,110,594,0.18077,0.24677
1988,30-45 y.,5th Quintile,Divorced,0.06156,36,594,0.04221,0.08090
1988,46-65 y.,1st Quintile,Married,0.64820,389,476,0.60525,0.69114
1988,46-65 y.,1st Quintile,Divorced,0.12298,41,476,0.09344,0.15251
1988,46-65 y.,1st Quintile,Widowed,0.13622,46,476,0.10537,0.16707
1988,46-65 y.,2nd Quintile,Married,0.78532,437,476,0.74840,0.82225
1988,46-65 y.,2nd Quintile,Widowed,0.10602,39,476,0.07833,0.13370
1988,46-65 y.,3rd Quintile,Married,0.79866,518,559,0.76538,0.83193
1988,46-65 y.,3rd Quintile,Widowed,0.08462,41,559,0.06153,0.10771
1988,46-65 y.,4th Quintile,Married,0.82190,637,671,0.79293,0.85087
1988,46-65 y.,4th Quintile,Widowed,0.06025,34,671,0.04223,0.07827
1988,46-65 y.,5th Quintile,Married,0.78090,595,709,0.75043,0.81137
1988,46-65 y.,5th Quintile,Single,0.06185,32,709,0.04411,0.07960
1988,46-65 y.,5th Quintile,Divorced,0.07611,46,709,0.05658,0.09565
1988,46-65 y.,5th Quintile,Widowed,0.05845,36,709,0.04117,0.07573
1988,66 and older,1st Quintile,Married,0.42400,134,242,0.36161,0.48639
1988,66 and older,1st Quintile,Widowed,0.44645,108,242,0.38369,0.50922
1988,66 and older,2nd Quintile,Married,0.42181,133,244,0.35972,0.48391
1988,66 and older,2nd Quintile,Widowed,0.49252,111,244,0.42966,0.55538
1988,66 and older,3rd Quintile,Married,0.47705,96,164,0.40037,0.55373
1988,66 and older,3rd Quintile,Widowed,0.43959,68,164,0.36339,0.51579
1988,66 and older,4th Quintile,Married,0.50906,90,146,0.42768,0.59043
1988,66 and older,4th Quintile,Widowed,0.41551,56,146,0.33530,0.49573
1988,66 and older,5th Quintile,Married,0.50853,89,145,0.42687,0.59018
1988,66 and older,5th Quintile,Widowed,0.35989,56,145,0.28150,0.43829
1989,17-29 y.,1st Quintile,Married,0.21337,208,614,0.18094,0.24580
1989,17-29 y.,1st Quintile,Single,0.72234,406,614,0.68689,0.75780
1989,17-29 y.,2nd Quintile,Married,0.27358,200,599,0.23785,0.30931
1989,17-29 y.,2nd Quintile,Single,0.69578,399,599,0.65891,0.73266
1989,17-29 y.,3rd Quintile,Married,0.23468,144,515,0.19804,0.27132
1989,17-29 y.,3rd Quintile,Single,0.73272,371,515,0.69446,0.77098
1989,17-29 y.,4th Quintile,Married,0.19860,136,594,0.16649,0.23071
1989,17-29 y.,4th Quintile,Single,0.76770,458,594,0.73371,0.80169
1989,17-29 y.,5th Quintile,Married,0.28707,117,420,0.24376,0.33039
1989,17-29 y.,5th Quintile,Single,0.70193,303,420,0.65813,0.74572
1989,30-45 y.,1st Quintile,Married,0.73620,435,469,0.69628,0.77613
1989,30-45 y.,1st Quintile,Divorced,0.12299,34,469,0.09323,0.15275
1989,30-45 y.,2nd Quintile,Married,0.84349,524,556,0.81327,0.87372
1989,30-45 y.,2nd Quintile,Divorced,0.06254,32,556,0.04239,0.08268
1989,30-45 y.,3rd Quintile,Married,0.76199,488,577,0.72721,0.79677
1989,30-45 y.,3rd Quintile,Single,0.13275,56,577,0.10504,0.16046
1989,30-45 y.,3rd Quintile,Divorced,0.07261,33,577,0.05142,0.09380
1989,30-45 y.,4th Quintile,Married,0.68229,405,473,0.64029,0.72429
1989,30-45 y.,4th Quintile,Single,0.19923,68,473,0.16319,0.23526
1989,30-45 y.,5th Quintile,Married,0.70607,428,568,0.66857,0.74356
1989,30-45 y.,5th Quintile,Single,0.17513,91,568,0.14385,0.20642
1989,30-45 y.,5th Quintile,Divorced,0.08498,49,568,0.06203,0.10794
1989,46-65 y.,1st Quintile,Married,0.63800,369,455,0.59380,0.68221
1989,46-65 y.,1st Quintile,Divorced,0.13659,40,455,0.10500,0.16818
1989,46-65 y.,1st Quintile,Widowed,0.14458,46,455,0.11223,0.17693
1989,46-65 y.,2nd Quintile,Married,0.76217,434,476,0.72388,0.80045
1989,46-65 y.,2nd Quintile,Widowed,0.10609,42,476,0.07840,0.13379
1989,46-65 y.,3rd Quintile,Married,0.79350,487,525,0.75884,0.82816
1989,46-65 y.,3rd Quintile,Widowed,0.08196,38,525,0.05848,0.10545
1989,46-65 y.,4th Quintile,Married,0.81341,602,602,0.78226,0.84456
1989,46-65 y.,5th Quintile,Married,0.78002,560,629,0.74762,0.81241
1989,46-65 y.,5th Quintile,Divorced,0.06846,38,629,0.04871,0.08821
1989,46-65 y.,5th Quintile,Widowed,0.05660,31,629,0.03853,0.07467
1989,66 and older,1st Quintile,Married,0.39350,132,253,0.33318,0.45381
1989,66 and older,1st Quintile,Widowed,0.48246,121,253,0.42077,0.54416
1989,66 and older,2nd Quintile,Married,0.39604,100,189,0.32612,0.46595
1989,66 and older,2nd Quintile,Widowed,0.49324,89,189,0.42177,0.56471
1989,66 and older,3rd Quintile,Married,0.51581,104,180,0.44260,0.58902
1989,66 and older,3rd Quintile,Widowed,0.44074,76,180,0.36801,0.51348
1989,66 and older,4th Quintile,Married,0.50460,94,152,0.42485,0.58434
1989,66 and older,4th Quintile,Widowed,0.42616,58,152,0.34728,0.50504
1989,66 and older,5th Quintile,Married,0.51361,92,147,0.43254,0.59469
1989,66 and older,5th Quintile,Widowed,0.34649,55,147,0.26930,0.42368
1990,17-29 y.,1st Quintile,Married,0.24928,205,571,0.21377,0.28480
1990,17-29 y.,1st Quintile,Single,0.71476,366,571,0.67769,0.75183
1990,17-29 y.,2nd Quintile,Married,0.25316,175,536,0.21632,0.29001
1990,17-29 y.,2nd Quintile,Single,0.70744,361,536,0.66889,0.74599
1990,17-29 y.,3rd Quintile,Married,0.24256,162,535,0.20620,0.27891
1990,17-29 y.,3rd Quintile,Single,0.73019,373,535,0.69254,0.76784
1990,17-29 y.,4th Quintile,Married,0.21338,140,591,0.18032,0.24644
1990,17-29 y.,4th Quintile,Single,0.75495,451,591,0.72024,0.78966
1990,17-29 y.,5th Quintile,Married,0.23859,106,401,0.19682,0.28036
1990,17-29 y.,5th Quintile,Single,0.74844,295,401,0.70592,0.79096
1990,30-45 y.,1st Quintile,Married,0.76979,449,449,0.73081,0.80877
1990,30-45 y.,2nd Quintile,Married,0.80018,530,602,0.76821,0.83215
1990,30-45 y.,2nd Quintile,Single,0.09664,39,602,0.07302,0.12027
1990,30-45 y.,2nd Quintile,Divorced,0.07014,33,602,0.04973,0.09056
1990,30-45 y.,3rd Quintile,Married,0.75908,477,557,0.72354,0.79463
1990,30-45 y.,3rd Quintile,Single,0.12264,47,557,0.09537,0.14991
1990,30-45 y.,3rd Quintile,Divorced,0.07718,33,557,0.05499,0.09936
1990,30-45 y.,4th Quintile,Married,0.68861,362,426,0.64458,0.73263
1990,30-45 y.,4th Quintile,Single,0.19968,64,426,0.16168,0.23769
1990,30-45 y.,5th Quintile,Married,0.65467,407,573,0.61571,0.69364
1990,30-45 y.,5th Quintile,Single,0.22511,115,573,0.19089,0.25934
1990,30-45 y.,5th Quintile,Divorced,0.09409,51,573,0.07016,0.11801
1990,46-65 y.,1st Quintile,Married,0.64106,386,471,0.59770,0.68443
1990,46-65 y.,1st Quintile,Divorced,0.13775,46,471,0.10659,0.16891
1990,46-65 y.,1st Quintile,Widowed,0.12973,39,471,0.09935,0.16010
1990,46-65 y.,2nd Quintile,Married,0.78793,401,437,0.74956,0.82630
1990,46-65 y.,2nd Quintile,Widowed,0.09061,36,437,0.06366,0.11755
1990,46-65 y.,3rd Quintile,Married,0.77302,468,502,0.73634,0.80970
1990,46-65 y.,3rd Quintile,Widowed,0.08080,34,502,0.05693,0.10466
1990,46-65 y.,4th Quintile,Married,0.76959,577,651,0.73722,0.80197
1990,46-65 y.,4th Quintile,Divorced,0.08299,37,651,0.06178,0.10420
1990,46-65 y.,4th Quintile,Widowed,0.06284,37,651,0.04419,0.08150
1990,46-65 y.,5th Quintile,Married,0.79476,556,624,0.76304,0.82647
1990,46-65 y.,5th Quintile,Single,0.06752,31,624,0.04781,0.08722
1990,46-65 y.,5th Quintile,Divorced,0.06464,37,624,0.04533,0.08395
1990,66 and older,1st Quintile,Married,0.38166,132,247,0.32095,0.44237
1990,66 and older,1st Quintile,Widowed,0.48388,115,247,0.42143,0.54633
1990,66 and older,2nd Quintile,Married,0.47449,128,207,0.40630,0.54268
1990,66 and older,2nd Quintile,Widowed,0.41698,79,207,0.34965,0.48432
1990,66 and older,3rd Quintile,Married,0.49265,111,190,0.42137,0.56393
1990,66 and older,3rd Quintile,Widowed,0.45166,79,190,0.38071,0.52261
1990,66 and older,4th Quintile,Married,0.46140,98,166,0.38534,0.53747
1990,66 and older,4th Quintile,Widowed,0.48999,68,166,0.41371,0.56627
1990,66 and older,5th Quintile,Married,0.48202,85,141,0.39925,0.56479
1990,66 and older,5th Quintile,Widowed,0.37799,56,141,0.29767,0.45831
1991,17-29 y.,1st Quintile,Married,0.25777,216,583,0.22223,0.29330
1991,17-29 y.,1st Quintile,Single,0.66667,367,583,0.62837,0.70497
1991,17-29 y.,2nd Quintile,Married,0.25204,188,527,0.21493,0.28914
1991,17-29 y.,2nd Quintile,Single,0.68139,339,527,0.64157,0.72121
1991,17-29 y.,3rd Quintile,Married,0.22455,150,521,0.18869,0.26042
1991,17-29 y.,3rd Quintile,Single,0.74917,371,521,0.71191,0.78643
1991,17-29 y.,4th Quintile,Married,0.21040,137,546,0.17618,0.24462
1991,17-29 y.,4th Quintile,Single,0.76341,409,546,0.72773,0.79909
1991,17-29 y.,5th Quintile,Married,0.22814,101,415,0.18772,0.26856
1991,17-29 y.,5th Quintile,Single,0.74563,314,415,0.70368,0.78758
1991,30-45 y.,1st Quintile,Married,0.67485,354,431,0.63057,0.71912
1991,30-45 y.,1st Quintile,Single,0.12580,35,431,0.09446,0.15715
1991,30-45 y.,1st Quintile,Divorced,0.15099,42,431,0.11715,0.18483
1991,30-45 y.,2nd Quintile,Married,0.81827,559,602,0.78743,0.84910
1991,30-45 y.,2nd Quintile,Single,0.09765,43,602,0.07392,0.12139
1991,30-45 y.,3rd Quintile,Married,0.78336,498,546,0.74878,0.81795
1991,30-45 y.,3rd Quintile,Single,0.12959,48,546,0.10140,0.15779
1991,30-45 y.,4th Quintile,Married,0.68659,387,504,0.64605,0.72712
1991,30-45 y.,4th Quintile,Single,0.18457,75,504,0.15067,0.21848
1991,30-45 y.,4th Quintile,Divorced,0.09574,42,504,0.07003,0.12146
1991,30-45 y.,5th Quintile,Married,0.67117,434,588,0.63316,0.70917
1991,30-45 y.,5th Quintile,Single,0.20794,105,588,0.17511,0.24077
1991,30-45 y.,5th Quintile,Divorced,0.08912,49,588,0.06607,0.11217
1991,46-65 y.,1st Quintile,Married,0.60251,357,443,0.55688,0.64813
1991,46-65 y.,1st Quintile,Divorced,0.15836,46,443,0.12433,0.19240
1991,46-65 y.,1st Quintile,Widowed,0.14063,40,443,0.10822,0.17304
1991,46-65 y.,2nd Quintile,Married,0.77991,378,378,0.73809,0.82173
1991,46-65 y.,3rd Quintile,Married,0.78241,473,544,0.74771,0.81712
1991,46-65 y.,3rd Quintile,Divorced,0.09722,40,544,0.07230,0.12213
1991,46-65 y.,3rd Quintile,Widowed,0.06758,31,544,0.04646,0.08869
1991,46-65 y.,4th Quintile,Married,0.78513,575,645,0.75341,0.81686
1991,46-65 y.,4th Quintile,Divorced,0.07013,34,645,0.05040,0.08985
1991,46-65 y.,4th Quintile,Widowed,0.06002,36,645,0.04167,0.07836
1991,46-65 y.,5th Quintile,Married,0.77953,546,615,0.74673,0.81232
