year,pgisced97,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Second Stage of Tertiary Education,4th Quintile,Single,0.22441,38,168,0.16114,0.28769
1985,Second Stage of Tertiary Education,5th Quintile,Married,0.68378,273,334,0.63383,0.73372
1985,Second Stage of Tertiary Education,5th Quintile,Single,0.19211,61,334,0.14979,0.23442
1986,Primary Level,1st Quintile,Married,0.56251,205,205,0.49443,0.63058
1986,Primary Level,2nd Quintile,Married,0.53191,151,151,0.45206,0.61176
1986,Primary Level,3rd Quintile,Married,0.61010,111,111,0.51896,0.70125
1986,Primary Level,4th Quintile,Married,0.53842,96,96,0.43817,0.63867
1986,Primary Level,5th Quintile,Married,0.39488,35,35,0.23057,0.55919
1986,Lower Secondary Level,1st Quintile,Married,0.46966,442,753,0.43399,0.50533
1986,Lower Secondary Level,1st Quintile,Single,0.20533,179,753,0.17645,0.23420
1986,Lower Secondary Level,1st Quintile,Divorced,0.06942,38,753,0.05126,0.08759
1986,Lower Secondary Level,1st Quintile,Widowed,0.24240,94,753,0.21177,0.27303
1986,Lower Secondary Level,2nd Quintile,Married,0.52229,411,679,0.48470,0.55989
1986,Lower Secondary Level,2nd Quintile,Single,0.21767,187,679,0.18661,0.24874
1986,Lower Secondary Level,2nd Quintile,Widowed,0.22787,81,679,0.19629,0.25944
1986,Lower Secondary Level,3rd Quintile,Married,0.48825,328,578,0.44746,0.52904
1986,Lower Secondary Level,3rd Quintile,Single,0.28166,184,578,0.24496,0.31836
1986,Lower Secondary Level,3rd Quintile,Widowed,0.19062,66,578,0.15857,0.22267
1986,Lower Secondary Level,4th Quintile,Married,0.55606,295,479,0.51151,0.60060
1986,Lower Secondary Level,4th Quintile,Single,0.27769,144,479,0.23754,0.31784
1986,Lower Secondary Level,4th Quintile,Widowed,0.10315,40,479,0.07589,0.13042
1986,Lower Secondary Level,5th Quintile,Married,0.53771,182,281,0.47931,0.59611
1986,Lower Secondary Level,5th Quintile,Single,0.30794,99,281,0.25387,0.36201
1986,Upper Secondary Level,1st Quintile,Married,0.51807,478,772,0.48280,0.55334
1986,Upper Secondary Level,1st Quintile,Single,0.22260,185,772,0.19323,0.25196
1986,Upper Secondary Level,1st Quintile,Divorced,0.05800,36,772,0.04150,0.07450
1986,Upper Secondary Level,1st Quintile,Widowed,0.16778,73,772,0.14140,0.19415
1986,Upper Secondary Level,2nd Quintile,Married,0.69795,723,917,0.66821,0.72768
1986,Upper Secondary Level,2nd Quintile,Single,0.15771,152,917,0.13411,0.18132
1986,Upper Secondary Level,2nd Quintile,Widowed,0.09046,42,917,0.07188,0.10904
1986,Upper Secondary Level,3rd Quintile,Married,0.61604,659,988,0.58570,0.64639
1986,Upper Secondary Level,3rd Quintile,Single,0.21595,226,988,0.19028,0.24162
1986,Upper Secondary Level,3rd Quintile,Divorced,0.06203,48,988,0.04698,0.07708
1986,Upper Secondary Level,3rd Quintile,Widowed,0.09046,55,988,0.07256,0.10835
1986,Upper Secondary Level,4th Quintile,Married,0.58444,723,1179,0.55630,0.61258
1986,Upper Secondary Level,4th Quintile,"Married, living apart",0.02148,34,1179,0.01320,0.02976
1986,Upper Secondary Level,4th Quintile,Single,0.25846,310,1179,0.23346,0.28347
1986,Upper Secondary Level,4th Quintile,Divorced,0.05314,56,1179,0.04033,0.06595
1986,Upper Secondary Level,4th Quintile,Widowed,0.08248,56,1179,0.06677,0.09819
1986,Upper Secondary Level,5th Quintile,Married,0.65269,707,1031,0.62362,0.68177
1986,Upper Secondary Level,5th Quintile,Single,0.21592,238,1031,0.19079,0.24105
1986,Upper Secondary Level,5th Quintile,Divorced,0.04968,43,1031,0.03641,0.06295
1986,Upper Secondary Level,5th Quintile,Widowed,0.06019,43,1031,0.04567,0.07472
1986,Post-secondary Non-tertiary Level,1st Quintile,Married,0.38784,31,31,0.21348,0.56220
1986,Post-secondary Non-tertiary Level,3rd Quintile,Married,0.66261,43,43,0.51962,0.80561
1986,Post-secondary Non-tertiary Level,5th Quintile,Married,0.49838,40,40,0.34145,0.65530
1986,First Stage of Tertiary Education,1st Quintile,Married,0.57184,38,38,0.41240,0.73128
1986,First Stage of Tertiary Education,2nd Quintile,Married,0.73510,62,62,0.62436,0.84584
1986,First Stage of Tertiary Education,3rd Quintile,Married,0.76665,91,91,0.67927,0.85404
1986,First Stage of Tertiary Education,4th Quintile,Married,0.61392,100,100,0.51802,0.70983
1986,First Stage of Tertiary Education,5th Quintile,Married,0.73401,139,139,0.66029,0.80773
1986,Second Stage of Tertiary Education,2nd Quintile,Married,0.69592,39,39,0.54965,0.84218
1986,Second Stage of Tertiary Education,3rd Quintile,Married,0.82550,81,81,0.74233,0.90867
1986,Second Stage of Tertiary Education,4th Quintile,Married,0.74546,130,130,0.67029,0.82063
1986,Second Stage of Tertiary Education,5th Quintile,Married,0.65411,270,340,0.60348,0.70475
1986,Second Stage of Tertiary Education,5th Quintile,Single,0.21479,70,340,0.17108,0.25851
1987,Pre-primary Level,1st Quintile,Single,0.99386,39,39,0.96903,1.01869
1987,Primary Level,1st Quintile,Married,0.59138,178,178,0.51896,0.66380
1987,Primary Level,2nd Quintile,Married,0.67851,161,161,0.60614,0.75088
1987,Primary Level,3rd Quintile,Married,0.62065,118,118,0.53273,0.70858
1987,Primary Level,4th Quintile,Married,0.53950,90,90,0.43594,0.64305
1987,Primary Level,5th Quintile,Married,0.52618,36,36,0.36076,0.69160
1987,Lower Secondary Level,1st Quintile,Married,0.45996,424,760,0.42450,0.49542
1987,Lower Secondary Level,1st Quintile,Single,0.18877,197,760,0.16093,0.21662
1987,Lower Secondary Level,1st Quintile,Divorced,0.07448,40,760,0.05580,0.09315
1987,Lower Secondary Level,1st Quintile,Widowed,0.25350,99,760,0.22256,0.28445
1987,Lower Secondary Level,2nd Quintile,Married,0.50137,383,641,0.46264,0.54011
1987,Lower Secondary Level,2nd Quintile,Single,0.21524,175,641,0.18340,0.24708
1987,Lower Secondary Level,2nd Quintile,Widowed,0.24258,83,641,0.20937,0.27579
1987,Lower Secondary Level,3rd Quintile,Married,0.53654,317,545,0.49463,0.57844
1987,Lower Secondary Level,3rd Quintile,Single,0.24215,166,545,0.20615,0.27815
1987,Lower Secondary Level,3rd Quintile,Widowed,0.18113,62,545,0.14877,0.21350
1987,Lower Secondary Level,4th Quintile,Married,0.57864,278,448,0.53287,0.62442
1987,Lower Secondary Level,4th Quintile,Single,0.24580,135,448,0.20589,0.28572
1987,Lower Secondary Level,4th Quintile,Widowed,0.11374,35,448,0.08430,0.14317
1987,Lower Secondary Level,5th Quintile,Married,0.54983,198,328,0.49591,0.60376
1987,Lower Secondary Level,5th Quintile,Single,0.28537,97,328,0.23642,0.33431
1987,Lower Secondary Level,5th Quintile,Widowed,0.13631,33,328,0.09912,0.17350
1987,Upper Secondary Level,1st Quintile,Married,0.52973,490,778,0.49464,0.56483
1987,Upper Secondary Level,1st Quintile,Single,0.19908,161,778,0.17101,0.22716
1987,Upper Secondary Level,1st Quintile,Divorced,0.09126,54,778,0.07101,0.11151
1987,Upper Secondary Level,1st Quintile,Widowed,0.16522,73,778,0.13911,0.19134
1987,Upper Secondary Level,2nd Quintile,Married,0.66755,679,946,0.63751,0.69758
1987,Upper Secondary Level,2nd Quintile,Single,0.17140,177,946,0.14737,0.19543
1987,Upper Secondary Level,2nd Quintile,Divorced,0.05810,38,946,0.04318,0.07301
1987,Upper Secondary Level,2nd Quintile,Widowed,0.09769,52,946,0.07876,0.11662
1987,Upper Secondary Level,3rd Quintile,Married,0.61818,716,1043,0.58869,0.64768
1987,Upper Secondary Level,3rd Quintile,Single,0.22328,232,1043,0.19800,0.24857
1987,Upper Secondary Level,3rd Quintile,Divorced,0.03718,35,1043,0.02569,0.04866
1987,Upper Secondary Level,3rd Quintile,Widowed,0.09852,60,1043,0.08042,0.11661
1987,Upper Secondary Level,4th Quintile,Married,0.63426,725,1102,0.60581,0.66271
1987,Upper Secondary Level,4th Quintile,Single,0.24479,288,1102,0.21939,0.27019
1987,Upper Secondary Level,4th Quintile,Divorced,0.05464,54,1102,0.04122,0.06807
1987,Upper Secondary Level,4th Quintile,Widowed,0.05250,35,1102,0.03933,0.06568
1987,Upper Secondary Level,5th Quintile,Married,0.60876,661,1008,0.57862,0.63890
1987,Upper Secondary Level,5th Quintile,Single,0.24545,250,1008,0.21887,0.27203
1987,Upper Secondary Level,5th Quintile,Divorced,0.05416,44,1008,0.04018,0.06814
1987,Upper Secondary Level,5th Quintile,Widowed,0.07364,53,1008,0.05750,0.08977
1987,Post-secondary Non-tertiary Level,1st Quintile,Married,0.37253,31,31,0.19952,0.54554
1987,Post-secondary Non-tertiary Level,2nd Quintile,Married,0.67189,33,33,0.50921,0.83457
1987,Post-secondary Non-tertiary Level,3rd Quintile,Married,0.50877,33,33,0.33556,0.68199
1987,Post-secondary Non-tertiary Level,4th Quintile,Married,0.71694,33,33,0.56085,0.87302
1987,Post-secondary Non-tertiary Level,5th Quintile,Married,0.44114,40,40,0.28530,0.59697
1987,First Stage of Tertiary Education,2nd Quintile,Married,0.73328,66,66,0.62577,0.84079
1987,First Stage of Tertiary Education,3rd Quintile,Married,0.68794,87,87,0.59001,0.78587
1987,First Stage of Tertiary Education,4th Quintile,Married,0.66508,104,104,0.57393,0.75623
1987,First Stage of Tertiary Education,5th Quintile,Married,0.75213,134,134,0.67875,0.82551
1987,Second Stage of Tertiary Education,2nd Quintile,Married,0.62457,32,32,0.45411,0.79503
1987,Second Stage of Tertiary Education,3rd Quintile,Married,0.74770,64,64,0.64044,0.85495
1987,Second Stage of Tertiary Education,4th Quintile,Married,0.72915,141,173,0.66273,0.79556
1987,Second Stage of Tertiary Education,4th Quintile,Single,0.19921,32,173,0.13952,0.25890
1987,Second Stage of Tertiary Education,5th Quintile,Married,0.64804,269,340,0.59721,0.69888
1987,Second Stage of Tertiary Education,5th Quintile,Single,0.20744,71,340,0.16427,0.25060
1988,No answer / don't know,1st Quintile,Married,0.41248,31,31,0.23632,0.58865
1988,Primary Level,1st Quintile,Married,0.61908,184,184,0.54873,0.68944
1988,Primary Level,2nd Quintile,Married,0.65914,132,132,0.57797,0.74031
1988,Primary Level,3rd Quintile,Married,0.63266,109,109,0.54174,0.72358
1988,Primary Level,4th Quintile,Married,0.54210,86,86,0.43618,0.64802
1988,Lower Secondary Level,1st Quintile,Married,0.47572,417,738,0.43966,0.51177
1988,Lower Secondary Level,1st Quintile,Single,0.17786,188,738,0.15026,0.20547
1988,Lower Secondary Level,1st Quintile,Divorced,0.06916,36,738,0.05084,0.08747
1988,Lower Secondary Level,1st Quintile,Widowed,0.25188,97,738,0.22054,0.28322
1988,Lower Secondary Level,2nd Quintile,Married,0.50860,374,614,0.46902,0.54817
1988,Lower Secondary Level,2nd Quintile,Single,0.18990,163,614,0.15885,0.22095
1988,Lower Secondary Level,2nd Quintile,Widowed,0.24939,77,614,0.21514,0.28364
1988,Lower Secondary Level,3rd Quintile,Married,0.51455,303,539,0.47232,0.55679
1988,Lower Secondary Level,3rd Quintile,Single,0.27766,178,539,0.23982,0.31550
1988,Lower Secondary Level,3rd Quintile,Widowed,0.17290,58,539,0.14094,0.20485
1988,Lower Secondary Level,4th Quintile,Married,0.57652,276,407,0.52845,0.62458
1988,Lower Secondary Level,4th Quintile,Single,0.25105,131,407,0.20887,0.29323
1988,Lower Secondary Level,5th Quintile,Married,0.54302,160,250,0.48115,0.60490
1988,Lower Secondary Level,5th Quintile,Single,0.30437,90,250,0.24722,0.36152
1988,Upper Secondary Level,1st Quintile,Married,0.55062,480,720,0.51426,0.58698
1988,Upper Secondary Level,1st Quintile,Single,0.20398,136,720,0.17452,0.23343
1988,Upper Secondary Level,1st Quintile,Divorced,0.10860,57,720,0.08586,0.13135
1988,Upper Secondary Level,1st Quintile,Widowed,0.11494,47,720,0.09162,0.13825
1988,Upper Secondary Level,2nd Quintile,Married,0.67261,680,891,0.64178,0.70344
1988,Upper Secondary Level,2nd Quintile,Single,0.14162,145,891,0.11871,0.16452
1988,Upper Secondary Level,2nd Quintile,Widowed,0.13010,66,891,0.10800,0.15220
1988,Upper Secondary Level,3rd Quintile,Married,0.59664,638,969,0.56573,0.62754
1988,Upper Secondary Level,3rd Quintile,Single,0.24867,243,969,0.22144,0.27590
1988,Upper Secondary Level,3rd Quintile,Divorced,0.04863,39,969,0.03508,0.06218
1988,Upper Secondary Level,3rd Quintile,Widowed,0.08171,49,969,0.06446,0.09897
1988,Upper Secondary Level,4th Quintile,Married,0.60666,704,1076,0.57746,0.63586
1988,Upper Secondary Level,4th Quintile,Single,0.25225,284,1076,0.22629,0.27821
1988,Upper Secondary Level,4th Quintile,Divorced,0.04440,37,1076,0.03209,0.05671
1988,Upper Secondary Level,4th Quintile,Widowed,0.07529,51,1076,0.05952,0.09106
1988,Upper Secondary Level,5th Quintile,Married,0.62338,630,949,0.59253,0.65422
1988,Upper Secondary Level,5th Quintile,Single,0.22719,222,949,0.20052,0.25386
1988,Upper Secondary Level,5th Quintile,Divorced,0.05613,44,949,0.04148,0.07078
1988,Upper Secondary Level,5th Quintile,Widowed,0.07528,53,949,0.05849,0.09208
1988,Post-secondary Non-tertiary Level,1st Quintile,Married,0.39352,31,31,0.21870,0.56834
1988,Post-secondary Non-tertiary Level,3rd Quintile,Married,0.62324,31,31,0.44984,0.79665
1988,Post-secondary Non-tertiary Level,4th Quintile,Married,0.56860,33,33,0.39700,0.74020
1988,Post-secondary Non-tertiary Level,5th Quintile,Married,0.40498,35,69,0.28830,0.52166
1988,Post-secondary Non-tertiary Level,5th Quintile,Single,0.48077,34,69,0.36201,0.59952
1988,First Stage of Tertiary Education,1st Quintile,Married,0.59723,35,35,0.43237,0.76209
1988,First Stage of Tertiary Education,2nd Quintile,Married,0.69516,66,66,0.58324,0.80707
1988,First Stage of Tertiary Education,3rd Quintile,Married,0.70957,77,77,0.60750,0.81163
1988,First Stage of Tertiary Education,4th Quintile,Married,0.69966,100,100,0.60936,0.78996
1988,First Stage of Tertiary Education,5th Quintile,Married,0.73957,123,123,0.66170,0.81745
1988,Second Stage of Tertiary Education,2nd Quintile,Married,0.59517,31,31,0.41952,0.77082
1988,Second Stage of Tertiary Education,3rd Quintile,Married,0.78285,72,72,0.68694,0.87876
1988,Second Stage of Tertiary Education,4th Quintile,Married,0.68495,112,112,0.59853,0.77137
1988,Second Stage of Tertiary Education,5th Quintile,Married,0.62734,249,324,0.57461,0.68007
1988,Second Stage of Tertiary Education,5th Quintile,Single,0.23397,75,324,0.18780,0.28014
1989,Pre-primary Level,2nd Quintile,Single,0.97080,41,41,0.91862,1.02298
1989,Primary Level,1st Quintile,Married,0.60789,176,176,0.53555,0.68022
1989,Primary Level,2nd Quintile,Married,0.70268,131,131,0.62411,0.78126
1989,Primary Level,3rd Quintile,Married,0.58487,100,100,0.48781,0.68194
1989,Primary Level,4th Quintile,Married,0.62072,73,73,0.50865,0.73280
1989,Lower Secondary Level,1st Quintile,Married,0.45048,401,721,0.41414,0.48682
1989,Lower Secondary Level,1st Quintile,Single,0.20337,193,721,0.17397,0.23277
1989,Lower Secondary Level,1st Quintile,Divorced,0.07823,36,721,0.05862,0.09785
1989,Lower Secondary Level,1st Quintile,Widowed,0.25417,91,721,0.22237,0.28597
1989,Lower Secondary Level,2nd Quintile,Married,0.49595,367,609,0.45621,0.53570
1989,Lower Secondary Level,2nd Quintile,Single,0.20773,162,609,0.17549,0.23998
1989,Lower Secondary Level,2nd Quintile,Widowed,0.24055,80,609,0.20658,0.27453
1989,Lower Secondary Level,3rd Quintile,Married,0.54094,274,460,0.49535,0.58653
1989,Lower Secondary Level,3rd Quintile,Single,0.22948,136,460,0.19101,0.26795
1989,Lower Secondary Level,3rd Quintile,Widowed,0.17395,50,460,0.13927,0.20863
1989,Lower Secondary Level,4th Quintile,Married,0.54860,256,415,0.50067,0.59654
1989,Lower Secondary Level,4th Quintile,Single,0.26980,127,415,0.22705,0.31256
1989,Lower Secondary Level,4th Quintile,Widowed,0.13040,32,415,0.09797,0.16284
1989,Lower Secondary Level,5th Quintile,Married,0.57215,156,230,0.50807,0.63623
1989,Lower Secondary Level,5th Quintile,Single,0.26351,74,230,0.20646,0.32057
1989,Upper Secondary Level,1st Quintile,Married,0.52646,452,695,0.48931,0.56361
1989,Upper Secondary Level,1st Quintile,Single,0.18381,134,695,0.15499,0.21263
1989,Upper Secondary Level,1st Quintile,Divorced,0.09521,44,695,0.07338,0.11705
1989,Upper Secondary Level,1st Quintile,Widowed,0.16908,65,695,0.14119,0.19696
1989,Upper Secondary Level,2nd Quintile,Married,0.63883,624,895,0.60734,0.67032
1989,Upper Secondary Level,2nd Quintile,Single,0.18177,181,895,0.15649,0.20705
1989,Upper Secondary Level,2nd Quintile,Divorced,0.06303,41,895,0.04710,0.07896
1989,Upper Secondary Level,2nd Quintile,Widowed,0.09603,49,895,0.07671,0.11534
1989,Upper Secondary Level,3rd Quintile,Married,0.63916,660,966,0.60886,0.66946
1989,Upper Secondary Level,3rd Quintile,Single,0.20207,208,966,0.17674,0.22741
1989,Upper Secondary Level,3rd Quintile,Divorced,0.05603,43,966,0.04152,0.07054
1989,Upper Secondary Level,3rd Quintile,Widowed,0.08694,55,966,0.06916,0.10471
1989,Upper Secondary Level,4th Quintile,Married,0.58414,672,1074,0.55465,0.61363
1989,Upper Secondary Level,4th Quintile,Single,0.26794,307,1074,0.24144,0.29444
1989,Upper Secondary Level,4th Quintile,Divorced,0.04882,45,1074,0.03593,0.06172
1989,Upper Secondary Level,4th Quintile,Widowed,0.07056,50,1074,0.05524,0.08589
1989,Upper Secondary Level,5th Quintile,Married,0.64661,597,884,0.61508,0.67814
1989,Upper Secondary Level,5th Quintile,Single,0.21163,201,884,0.18469,0.23858
