year,migback,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,5th Quintile,Widowed,0.07855,110,1835,0.06624,0.09086
1985,Direct migration background,1st Quintile,Married,0.68435,683,850,0.65309,0.71562
1985,Direct migration background,1st Quintile,Single,0.17500,167,850,0.14944,0.20056
1985,Direct migration background,2nd Quintile,Married,0.69558,499,607,0.65894,0.73222
1985,Direct migration background,2nd Quintile,Single,0.17750,108,607,0.14707,0.20792
1985,Direct migration background,3rd Quintile,Married,0.73057,405,512,0.69210,0.76903
1985,Direct migration background,3rd Quintile,Single,0.16461,107,512,0.13246,0.19676
1985,Direct migration background,4th Quintile,Married,0.65106,346,422,0.60553,0.69659
1985,Direct migration background,4th Quintile,Single,0.15412,76,422,0.11963,0.18861
1985,Direct migration background,5th Quintile,Married,0.69037,226,282,0.63631,0.74443
1985,Direct migration background,5th Quintile,Single,0.16538,56,282,0.12194,0.20882
1986,No migration background,1st Quintile,Married,0.46119,631,1194,0.43290,0.48947
1986,No migration background,1st Quintile,Single,0.25466,326,1194,0.22994,0.27938
1986,No migration background,1st Quintile,Divorced,0.06284,70,1194,0.04907,0.07661
1986,No migration background,1st Quintile,Widowed,0.19969,167,1194,0.17701,0.22238
1986,No migration background,2nd Quintile,Married,0.60474,900,1366,0.57881,0.63068
1986,No migration background,2nd Quintile,Single,0.20566,304,1366,0.18422,0.22710
1986,No migration background,2nd Quintile,Divorced,0.03749,42,1366,0.02741,0.04757
1986,No migration background,2nd Quintile,Widowed,0.14247,120,1366,0.12393,0.16101
1986,No migration background,3rd Quintile,Married,0.57684,931,1503,0.55186,0.60183
1986,No migration background,3rd Quintile,Single,0.25077,391,1503,0.22884,0.27269
1986,No migration background,3rd Quintile,Divorced,0.04632,60,1503,0.03569,0.05695
1986,No migration background,3rd Quintile,Widowed,0.11523,121,1503,0.09908,0.13138
1986,No migration background,4th Quintile,Married,0.57818,1024,1664,0.55445,0.60192
1986,No migration background,4th Quintile,Single,0.27468,469,1664,0.25323,0.29614
1986,No migration background,4th Quintile,Divorced,0.04796,74,1664,0.03769,0.05824
1986,No migration background,4th Quintile,Widowed,0.08231,97,1664,0.06910,0.09552
1986,No migration background,5th Quintile,Married,0.63048,1180,1789,0.60810,0.65285
1986,No migration background,5th Quintile,"Married, living apart",0.02002,32,1789,0.01353,0.02651
1986,No migration background,5th Quintile,Single,0.23872,421,1789,0.21896,0.25848
1986,No migration background,5th Quintile,Divorced,0.04498,70,1789,0.03537,0.05458
1986,No migration background,5th Quintile,Widowed,0.06581,86,1789,0.05432,0.07730
1986,Direct migration background,1st Quintile,Married,0.66687,598,741,0.63291,0.70083
1986,Direct migration background,1st Quintile,Single,0.17001,143,741,0.14294,0.19707
1986,Direct migration background,2nd Quintile,Married,0.73558,520,641,0.70141,0.76975
1986,Direct migration background,2nd Quintile,Single,0.15005,121,641,0.12239,0.17772
1986,Direct migration background,3rd Quintile,Married,0.68968,384,496,0.64892,0.73043
1986,Direct migration background,3rd Quintile,Single,0.16647,112,496,0.13366,0.19929
1986,Direct migration background,4th Quintile,Married,0.63567,345,472,0.59221,0.67913
1986,Direct migration background,4th Quintile,"Married, living apart",0.08327,33,472,0.05832,0.10823
1986,Direct migration background,4th Quintile,Single,0.16846,94,472,0.13466,0.20226
1986,Direct migration background,5th Quintile,Married,0.63672,198,252,0.57722,0.69622
1986,Direct migration background,5th Quintile,Single,0.17416,54,252,0.12724,0.22108
1986,Indirect migration background,1st Quintile,Single,0.59421,36,36,0.43153,0.75690
1987,No migration background,1st Quintile,Married,0.45770,610,1170,0.42914,0.48626
1987,No migration background,1st Quintile,Single,0.23135,300,1170,0.20718,0.25553
1987,No migration background,1st Quintile,Divorced,0.08090,85,1170,0.06527,0.09653
1987,No migration background,1st Quintile,Widowed,0.21058,175,1170,0.18721,0.23395
1987,No migration background,2nd Quintile,Married,0.59237,848,1343,0.56607,0.61866
1987,No migration background,2nd Quintile,Single,0.20720,310,1343,0.18551,0.22888
1987,No migration background,2nd Quintile,Divorced,0.05093,56,1343,0.03917,0.06269
1987,No migration background,2nd Quintile,Widowed,0.14376,129,1343,0.12499,0.16253
1987,No migration background,3rd Quintile,Married,0.57698,924,1484,0.55184,0.60213
1987,No migration background,3rd Quintile,Single,0.24898,387,1484,0.22697,0.27099
1987,No migration background,3rd Quintile,Divorced,0.03100,46,1484,0.02218,0.03983
1987,No migration background,3rd Quintile,Widowed,0.12374,127,1484,0.10698,0.14050
1987,No migration background,4th Quintile,Married,0.62371,1042,1615,0.60008,0.64735
1987,No migration background,4th Quintile,Single,0.25680,433,1615,0.23549,0.27811
1987,No migration background,4th Quintile,Divorced,0.04670,66,1615,0.03640,0.05699
1987,No migration background,4th Quintile,Widowed,0.06411,74,1615,0.05216,0.07606
1987,No migration background,5th Quintile,Married,0.60523,1127,1779,0.58251,0.62795
1987,No migration background,5th Quintile,"Married, living apart",0.01984,33,1779,0.01336,0.02633
1987,No migration background,5th Quintile,Single,0.25389,451,1779,0.23366,0.27412
1987,No migration background,5th Quintile,Divorced,0.05110,76,1779,0.04087,0.06134
1987,No migration background,5th Quintile,Widowed,0.06994,92,1779,0.05808,0.08179
1987,Direct migration background,1st Quintile,Married,0.65865,574,761,0.62494,0.69236
1987,Direct migration background,1st Quintile,Single,0.16542,155,761,0.13901,0.19184
1987,Direct migration background,1st Quintile,Divorced,0.08440,32,761,0.06464,0.10417
1987,Direct migration background,2nd Quintile,Married,0.73981,513,624,0.70535,0.77426
1987,Direct migration background,2nd Quintile,Single,0.14349,111,624,0.11596,0.17101
1987,Direct migration background,3rd Quintile,Married,0.72771,406,512,0.68911,0.76631
1987,Direct migration background,3rd Quintile,Single,0.14521,106,512,0.11467,0.17576
1987,Direct migration background,4th Quintile,Married,0.65897,332,456,0.61541,0.70252
1987,Direct migration background,4th Quintile,"Married, living apart",0.06385,33,456,0.04139,0.08632
1987,Direct migration background,4th Quintile,Single,0.16696,91,456,0.13269,0.20123
1987,Direct migration background,5th Quintile,Married,0.66430,216,261,0.60689,0.72170
1987,Direct migration background,5th Quintile,Single,0.14353,45,261,0.10091,0.18615
1987,Indirect migration background,1st Quintile,Single,0.83474,34,34,0.70802,0.96146
1987,Indirect migration background,2nd Quintile,Single,0.70328,33,33,0.54500,0.86156
1988,No migration background,1st Quintile,Married,0.47853,607,1127,0.44936,0.50771
1988,No migration background,1st Quintile,"Married, living apart",0.02951,33,1127,0.01963,0.03940
1988,No migration background,1st Quintile,Single,0.22500,261,1127,0.20061,0.24939
1988,No migration background,1st Quintile,Divorced,0.08634,84,1127,0.06994,0.10275
1988,No migration background,1st Quintile,Widowed,0.18061,142,1127,0.15814,0.20308
1988,No migration background,2nd Quintile,Married,0.58991,839,1290,0.56306,0.61676
1988,No migration background,2nd Quintile,Single,0.18312,264,1290,0.16201,0.20423
1988,No migration background,2nd Quintile,Divorced,0.04091,42,1290,0.03010,0.05172
1988,No migration background,2nd Quintile,Widowed,0.17103,145,1290,0.15048,0.19159
1988,No migration background,3rd Quintile,Married,0.57185,859,1414,0.54605,0.59765
1988,No migration background,3rd Quintile,Single,0.27211,401,1414,0.24891,0.29532
1988,No migration background,3rd Quintile,Divorced,0.03569,48,1414,0.02601,0.04536
1988,No migration background,3rd Quintile,Widowed,0.10361,106,1414,0.08772,0.11950
1988,No migration background,4th Quintile,Married,0.59406,959,1504,0.56923,0.61889
1988,No migration background,4th Quintile,Single,0.26409,409,1504,0.24180,0.28638
1988,No migration background,4th Quintile,Divorced,0.04531,53,1504,0.03479,0.05582
1988,No migration background,4th Quintile,Widowed,0.07583,83,1504,0.06245,0.08921
1988,No migration background,5th Quintile,Married,0.60999,1065,1647,0.58643,0.63355
1988,No migration background,5th Quintile,Single,0.25407,420,1647,0.23304,0.27511
1988,No migration background,5th Quintile,Divorced,0.05041,75,1647,0.03984,0.06098
1988,No migration background,5th Quintile,Widowed,0.06772,87,1647,0.05558,0.07986
1988,Direct migration background,1st Quintile,Married,0.66869,579,716,0.63419,0.70319
1988,Direct migration background,1st Quintile,Single,0.16295,137,716,0.13588,0.19002
1988,Direct migration background,2nd Quintile,Married,0.75507,474,569,0.71970,0.79044
1988,Direct migration background,2nd Quintile,Single,0.12916,95,569,0.10158,0.15674
1988,Direct migration background,3rd Quintile,Married,0.66910,372,503,0.62794,0.71027
1988,Direct migration background,3rd Quintile,"Married, living apart",0.06074,32,503,0.03984,0.08163
1988,Direct migration background,3rd Quintile,Single,0.17698,99,503,0.14359,0.21037
1988,Direct migration background,4th Quintile,Married,0.71897,356,438,0.67682,0.76111
1988,Direct migration background,4th Quintile,Single,0.11701,82,438,0.08688,0.14715
1988,Direct migration background,5th Quintile,Married,0.61278,167,217,0.54782,0.67774
1988,Direct migration background,5th Quintile,Single,0.18164,50,217,0.13022,0.23305
1988,Indirect migration background,1st Quintile,Single,0.79462,51,51,0.68265,0.90660
1988,Indirect migration background,2nd Quintile,Single,0.75765,46,46,0.63244,0.88285
1988,Indirect migration background,3rd Quintile,Single,0.63633,31,31,0.46419,0.80848
1988,Indirect migration background,4th Quintile,Single,0.53171,31,31,0.35314,0.71027
1989,No migration background,1st Quintile,Married,0.44384,550,1049,0.41376,0.47392
1989,No migration background,1st Quintile,Single,0.23701,271,1049,0.21126,0.26275
1989,No migration background,1st Quintile,Divorced,0.08609,72,1049,0.06911,0.10308
1989,No migration background,1st Quintile,Widowed,0.20989,156,1049,0.18523,0.23454
1989,No migration background,2nd Quintile,Married,0.57043,752,1203,0.54245,0.59842
1989,No migration background,2nd Quintile,Single,0.21075,274,1203,0.18770,0.23381
1989,No migration background,2nd Quintile,Divorced,0.05787,58,1203,0.04467,0.07107
1989,No migration background,2nd Quintile,Widowed,0.14505,119,1203,0.12514,0.16496
1989,No migration background,3rd Quintile,Married,0.59761,855,1354,0.57148,0.62374
1989,No migration background,3rd Quintile,Single,0.22785,333,1354,0.20550,0.25020
1989,No migration background,3rd Quintile,Divorced,0.04728,55,1354,0.03598,0.05859
1989,No migration background,3rd Quintile,Widowed,0.11048,111,1354,0.09377,0.12718
1989,No migration background,4th Quintile,Married,0.57099,913,1531,0.54619,0.59579
1989,No migration background,4th Quintile,"Married, living apart",0.02386,31,1531,0.01621,0.03151
1989,No migration background,4th Quintile,Single,0.28717,449,1531,0.26450,0.30984
1989,No migration background,4th Quintile,Divorced,0.03984,53,1531,0.03004,0.04964
1989,No migration background,4th Quintile,Widowed,0.07814,85,1531,0.06469,0.09159
1989,No migration background,5th Quintile,Married,0.62097,1027,1615,0.59730,0.64464
1989,No migration background,5th Quintile,"Married, living apart",0.02361,35,1615,0.01621,0.03102
1989,No migration background,5th Quintile,Single,0.24017,392,1615,0.21933,0.26102
1989,No migration background,5th Quintile,Divorced,0.05235,77,1615,0.04148,0.06322
1989,No migration background,5th Quintile,Widowed,0.06289,84,1615,0.05105,0.07473
1989,Direct migration background,1st Quintile,Married,0.67708,588,719,0.64288,0.71128
1989,Direct migration background,1st Quintile,Single,0.15772,131,719,0.13106,0.18438
1989,Direct migration background,2nd Quintile,Married,0.72150,491,603,0.68569,0.75731
1989,Direct migration background,2nd Quintile,Single,0.13145,112,603,0.10446,0.15845
1989,Direct migration background,3rd Quintile,Married,0.71513,359,440,0.67291,0.75735
1989,Direct migration background,3rd Quintile,Single,0.18637,81,440,0.14994,0.22280
1989,Direct migration background,4th Quintile,Married,0.68862,313,393,0.64278,0.73446
1989,Direct migration background,4th Quintile,Single,0.14763,80,393,0.11251,0.18274
1989,Direct migration background,5th Quintile,Married,0.68946,166,166,0.61886,0.76007
1989,Indirect migration background,1st Quintile,Single,0.89898,60,60,0.82208,0.97587
1989,Indirect migration background,2nd Quintile,Single,0.87280,63,63,0.78986,0.95574
1989,Indirect migration background,3rd Quintile,Single,0.47576,31,31,0.29705,0.65447
1990,No migration background,1st Quintile,Married,0.47524,556,998,0.44424,0.50624
1990,No migration background,1st Quintile,Single,0.21859,225,998,0.19294,0.24425
1990,No migration background,1st Quintile,Divorced,0.08236,69,998,0.06530,0.09943
1990,No migration background,1st Quintile,Widowed,0.20521,148,998,0.18014,0.23028
1990,No migration background,2nd Quintile,Married,0.58402,776,1215,0.55630,0.61175
1990,No migration background,2nd Quintile,Single,0.21667,281,1215,0.19349,0.23984
1990,No migration background,2nd Quintile,Divorced,0.05434,51,1215,0.04159,0.06709
1990,No migration background,2nd Quintile,Widowed,0.12443,107,1215,0.10586,0.14300
1990,No migration background,3rd Quintile,Married,0.58399,810,1277,0.55694,0.61103
1990,No migration background,3rd Quintile,Single,0.23795,307,1277,0.21458,0.26131
1990,No migration background,3rd Quintile,Divorced,0.05741,58,1277,0.04465,0.07018
1990,No migration background,3rd Quintile,Widowed,0.10645,102,1277,0.08953,0.12338
1990,No migration background,4th Quintile,Married,0.54940,881,1485,0.52408,0.57471
1990,No migration background,4th Quintile,Single,0.28692,437,1485,0.26390,0.30993
1990,No migration background,4th Quintile,Divorced,0.05860,68,1485,0.04665,0.07055
1990,No migration background,4th Quintile,Widowed,0.09024,99,1485,0.07566,0.10482
1990,No migration background,5th Quintile,Married,0.60830,994,1549,0.58398,0.63262
1990,No migration background,5th Quintile,Single,0.25475,395,1549,0.23304,0.27646
1990,No migration background,5th Quintile,Divorced,0.05538,78,1549,0.04399,0.06678
1990,No migration background,5th Quintile,Widowed,0.06199,82,1549,0.04998,0.07401
1990,Direct migration background,1st Quintile,Married,0.67653,606,737,0.64273,0.71033
1990,Direct migration background,1st Quintile,Single,0.16794,131,737,0.14093,0.19494
1990,Direct migration background,2nd Quintile,Married,0.76232,443,526,0.72591,0.79873
1990,Direct migration background,2nd Quintile,Single,0.11472,83,526,0.08746,0.14198
1990,Direct migration background,3rd Quintile,Married,0.67803,395,476,0.63601,0.72005
1990,Direct migration background,3rd Quintile,Single,0.15034,81,476,0.11819,0.18248
1990,Direct migration background,4th Quintile,Married,0.70074,285,349,0.65262,0.74885
1990,Direct migration background,4th Quintile,Single,0.16026,64,349,0.12172,0.19881
1990,Direct migration background,5th Quintile,Married,0.65294,157,198,0.58646,0.71941
1990,Direct migration background,5th Quintile,Single,0.15064,41,198,0.10069,0.20059
1990,Indirect migration background,1st Quintile,Single,0.73960,67,67,0.63372,0.84548
1990,Indirect migration background,2nd Quintile,Single,0.72334,55,55,0.60402,0.84265
1990,Indirect migration background,3rd Quintile,Single,0.69166,51,51,0.56365,0.81967
1990,Indirect migration background,4th Quintile,Single,0.50505,43,43,0.35384,0.65626
1991,No migration background,1st Quintile,Married,0.43071,496,971,0.39955,0.46187
1991,No migration background,1st Quintile,Single,0.22526,240,971,0.19897,0.25155
1991,No migration background,1st Quintile,Divorced,0.09952,84,971,0.08068,0.11836
1991,No migration background,1st Quintile,Widowed,0.21846,151,971,0.19246,0.24446
1991,No migration background,2nd Quintile,Married,0.57270,762,1183,0.54450,0.60090
1991,No migration background,2nd Quintile,Single,0.20074,253,1183,0.17790,0.22358
1991,No migration background,2nd Quintile,Divorced,0.05027,49,1183,0.03781,0.06273
1991,No migration background,2nd Quintile,Widowed,0.15845,119,1183,0.13763,0.17927
1991,No migration background,3rd Quintile,Married,0.59951,842,1303,0.57290,0.62613
1991,No migration background,3rd Quintile,Single,0.24314,315,1303,0.21984,0.26644
1991,No migration background,3rd Quintile,Divorced,0.05180,56,1303,0.03976,0.06384
1991,No migration background,3rd Quintile,Widowed,0.09077,90,1303,0.07516,0.10637
1991,No migration background,4th Quintile,Married,0.57887,902,1462,0.55355,0.60419
1991,No migration background,4th Quintile,Single,0.25685,393,1462,0.23445,0.27926
1991,No migration background,4th Quintile,Divorced,0.06268,72,1462,0.05025,0.07511
1991,No migration background,4th Quintile,Widowed,0.08253,95,1462,0.06842,0.09664
1991,No migration background,5th Quintile,Married,0.60126,983,1573,0.57705,0.62546
1991,No migration background,5th Quintile,"Married, living apart",0.02776,40,1573,0.01964,0.03588
1991,No migration background,5th Quintile,Single,0.25513,400,1573,0.23358,0.27668
1991,No migration background,5th Quintile,Divorced,0.05596,77,1573,0.04459,0.06732
1991,No migration background,5th Quintile,Widowed,0.05990,73,1573,0.04817,0.07164
1991,Direct migration background,1st Quintile,Married,0.68905,563,705,0.65486,0.72324
1991,Direct migration background,1st Quintile,"Married, living apart",0.04367,31,705,0.02858,0.05877
1991,Direct migration background,1st Quintile,Single,0.16210,111,705,0.13488,0.18933
1991,Direct migration background,2nd Quintile,Married,0.70867,474,551,0.67069,0.74664
1991,Direct migration background,2nd Quintile,Single,0.12178,77,551,0.09445,0.14911
1991,Direct migration background,3rd Quintile,Married,0.74807,383,442,0.70755,0.78858
1991,Direct migration background,3rd Quintile,Single,0.09733,59,442,0.06967,0.12500
1991,Direct migration background,4th Quintile,Married,0.68667,286,363,0.63889,0.73446
1991,Direct migration background,4th Quintile,Single,0.18180,77,363,0.14207,0.22153
1991,Direct migration background,5th Quintile,Married,0.70897,175,212,0.64768,0.77026
1991,Direct migration background,5th Quintile,Single,0.12609,37,212,0.08130,0.17088
1991,Indirect migration background,1st Quintile,Single,0.72859,80,80,0.63053,0.82665
1991,Indirect migration background,2nd Quintile,Single,0.83340,70,70,0.74548,0.92133
1991,Indirect migration background,3rd Quintile,Single,0.59514,60,60,0.46989,0.72040
1991,Indirect migration background,4th Quintile,Single,0.71747,43,43,0.58130,0.85363
1992,No migration background,1st Quintile,Married,0.46895,1244,2174,0.44796,0.48993
1992,No migration background,1st Quintile,"Married, living apart",0.01768,34,2174,0.01214,0.02322
1992,No migration background,1st Quintile,Single,0.22386,458,2174,0.20633,0.24139
1992,No migration background,1st Quintile,Divorced,0.10081,183,2174,0.08815,0.11347
1992,No migration background,1st Quintile,Widowed,0.18870,255,2174,0.17225,0.20515
1992,No migration background,2nd Quintile,Married,0.60953,1472,2139,0.58885,0.63021
1992,No migration background,2nd Quintile,Single,0.19043,415,2139,0.17379,0.20708
1992,No migration background,2nd Quintile,Divorced,0.05966,104,2139,0.04962,0.06970
1992,No migration background,2nd Quintile,Widowed,0.12735,148,2139,0.11322,0.14148
1992,No migration background,3rd Quintile,Married,0.58957,1267,1950,0.56773,0.61141
1992,No migration background,3rd Quintile,Single,0.22250,454,1950,0.20403,0.24096
1992,No migration background,3rd Quintile,Divorced,0.06181,95,1950,0.05112,0.07250
1992,No migration background,3rd Quintile,Widowed,0.11293,134,1950,0.09888,0.12699
1992,No migration background,4th Quintile,Married,0.60109,1262,1941,0.57930,0.62288
1992,No migration background,4th Quintile,Single,0.25414,496,1941,0.23477,0.27352
1992,No migration background,4th Quintile,Divorced,0.05118,80,1941,0.04137,0.06098
1992,No migration background,4th Quintile,Widowed,0.07748,103,1941,0.06558,0.08938
1992,No migration background,5th Quintile,Married,0.61203,1338,2084,0.59110,0.63295
1992,No migration background,5th Quintile,"Married, living apart",0.02283,38,2084,0.01642,0.02925
1992,No migration background,5th Quintile,Single,0.24112,499,2084,0.22275,0.25949
1992,No migration background,5th Quintile,Divorced,0.06202,114,2084,0.05166,0.07238
1992,No migration background,5th Quintile,Widowed,0.06200,95,2084,0.05164,0.07236
1992,Direct migration background,1st Quintile,Married,0.66736,384,480,0.62516,0.70955
1992,Direct migration background,1st Quintile,Single,0.10082,63,480,0.07385,0.12778
1992,Direct migration background,1st Quintile,Widowed,0.10997,33,480,0.08195,0.13799
1992,Direct migration background,2nd Quintile,Married,0.73009,483,557,0.69319,0.76699
1992,Direct migration background,2nd Quintile,Single,0.13366,74,557,0.10538,0.16195
1992,Direct migration background,3rd Quintile,Married,0.72536,474,546,0.68789,0.76283
1992,Direct migration background,3rd Quintile,Single,0.13633,72,546,0.10752,0.16514
1992,Direct migration background,4th Quintile,Married,0.68598,400,516,0.64589,0.72606
1992,Direct migration background,4th Quintile,"Married, living apart",0.06531,33,516,0.04397,0.08665
1992,Direct migration background,4th Quintile,Single,0.15390,83,516,0.12273,0.18506
1992,Direct migration background,5th Quintile,Married,0.76623,208,255,0.71418,0.81828
1992,Direct migration background,5th Quintile,Single,0.11274,47,255,0.07385,0.15164
1992,Indirect migration background,1st Quintile,Single,0.74219,60,60,0.63057,0.85381
1992,Indirect migration background,2nd Quintile,Single,0.81139,82,82,0.72620,0.89659
1992,Indirect migration background,3rd Quintile,Single,0.77546,80,80,0.68345,0.86748
1992,Indirect migration background,4th Quintile,Single,0.71927,71,71,0.61400,0.82454
1993,No migration background,1st Quintile,Married,0.45140,1007,1869,0.42883,0.47397
1993,No migration background,1st Quintile,"Married, living apart",0.02447,47,1869,0.01746,0.03148
1993,No migration background,1st Quintile,Single,0.23030,429,1869,0.21120,0.24939
1993,No migration background,1st Quintile,Divorced,0.10151,165,1869,0.08781,0.11520
1993,No migration background,1st Quintile,Widowed,0.19233,221,1869,0.17445,0.21020
1993,No migration background,2nd Quintile,Married,0.59488,1413,2109,0.57393,0.61584
1993,No migration background,2nd Quintile,Single,0.18549,408,2109,0.16890,0.20208
1993,No migration background,2nd Quintile,Divorced,0.06373,108,2109,0.05331,0.07416
1993,No migration background,2nd Quintile,Widowed,0.14084,180,2109,0.12599,0.15569
1993,No migration background,3rd Quintile,Married,0.61167,1346,2054,0.59059,0.63275
1993,No migration background,3rd Quintile,"Married, living apart",0.01506,34,2054,0.00979,0.02033
1993,No migration background,3rd Quintile,Single,0.21046,456,2054,0.19282,0.22809
1993,No migration background,3rd Quintile,Divorced,0.05803,86,2054,0.04792,0.06815
1993,No migration background,3rd Quintile,Widowed,0.10478,132,2054,0.09153,0.11803
1993,No migration background,4th Quintile,Married,0.60456,1320,2067,0.58347,0.62564
1993,No migration background,4th Quintile,"Married, living apart",0.01667,31,2067,0.01115,0.02219
1993,No migration background,4th Quintile,Single,0.24160,514,2067,0.22314,0.26006
1993,No migration background,4th Quintile,Divorced,0.05864,94,2067,0.04851,0.06877
1993,No migration background,4th Quintile,Widowed,0.07853,108,2067,0.06693,0.09013
1993,No migration background,5th Quintile,Married,0.61440,1314,2034,0.59324,0.63556
1993,No migration background,5th Quintile,"Married, living apart",0.02301,36,2034,0.01650,0.02953
1993,No migration background,5th Quintile,Single,0.24104,483,2034,0.22245,0.25963
1993,No migration background,5th Quintile,Divorced,0.06142,110,2034,0.05099,0.07186
1993,No migration background,5th Quintile,Widowed,0.06012,91,2034,0.04979,0.07045
1993,Direct migration background,1st Quintile,Married,0.68058,464,558,0.64186,0.71930
1993,Direct migration background,1st Quintile,Single,0.12081,61,558,0.09375,0.14788
1993,Direct migration background,1st Quintile,Widowed,0.09731,33,558,0.07269,0.12192
1993,Direct migration background,2nd Quintile,Married,0.73411,477,543,0.69691,0.77130
1993,Direct migration background,2nd Quintile,Single,0.11581,66,543,0.08887,0.14275
1993,Direct migration background,3rd Quintile,Married,0.69965,392,464,0.65789,0.74140
1993,Direct migration background,3rd Quintile,Single,0.15414,72,464,0.12125,0.18703
1993,Direct migration background,4th Quintile,Married,0.69389,339,406,0.64901,0.73878
1993,Direct migration background,4th Quintile,Single,0.15709,67,406,0.12165,0.19253
1993,Direct migration background,5th Quintile,Married,0.72474,219,270,0.67137,0.77812
1993,Direct migration background,5th Quintile,Single,0.12794,51,270,0.08802,0.16786
1993,Indirect migration background,1st Quintile,Single,0.76545,101,101,0.68240,0.84850
1993,Indirect migration background,2nd Quintile,Single,0.74863,75,75,0.64979,0.84747
1993,Indirect migration background,3rd Quintile,Single,0.80015,85,85,0.71464,0.88567
1993,Indirect migration background,4th Quintile,Single,0.72123,73,73,0.61766,0.82480
1994,No migration background,1st Quintile,Married,0.44900,901,1722,0.42550,0.47250
1994,No migration background,1st Quintile,"Married, living apart",0.03114,54,1722,0.02294,0.03935
1994,No migration background,1st Quintile,Single,0.22582,396,1722,0.20606,0.24557
