year,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,2nd Quintile,Widowed,0.10596,146,2035,0.09258,0.11933
1987,3rd Quintile,Married,0.48938,1337,2104,0.46801,0.51074
1987,3rd Quintile,"Married, living apart",0.01773,52,2104,0.01209,0.02337
1987,3rd Quintile,Single,0.19843,517,2104,0.18138,0.21548
1987,3rd Quintile,Divorced,0.02596,59,2104,0.01916,0.03275
1987,3rd Quintile,Widowed,0.09560,139,2104,0.08303,0.10816
1987,4th Quintile,Married,0.54541,1382,2156,0.52439,0.56643
1987,4th Quintile,"Married, living apart",0.01300,50,2156,0.00821,0.01778
1987,4th Quintile,Single,0.21884,551,2156,0.20139,0.23630
1987,4th Quintile,Divorced,0.04184,87,2156,0.03338,0.05029
1987,4th Quintile,Widowed,0.05665,86,2156,0.04689,0.06641
1987,5th Quintile,Married,0.54817,1347,2091,0.52684,0.56951
1987,5th Quintile,"Married, living apart",0.02010,51,2091,0.01409,0.02612
1987,5th Quintile,Single,0.22304,507,2091,0.20519,0.24089
1987,5th Quintile,Divorced,0.04556,84,2091,0.03662,0.05450
1987,5th Quintile,Widowed,0.06429,102,2091,0.05378,0.07481
1988,1st Quintile,Married,0.39107,1198,1973,0.36953,0.41261
1988,1st Quintile,"Married, living apart",0.02128,50,1973,0.01491,0.02765
1988,1st Quintile,Single,0.17169,449,1973,0.15505,0.18834
1988,1st Quintile,Divorced,0.06551,112,1973,0.05459,0.07643
1988,1st Quintile,Widowed,0.12811,164,1973,0.11335,0.14286
1988,2nd Quintile,Married,0.47414,1323,1983,0.45216,0.49613
1988,2nd Quintile,"Married, living apart",0.01264,38,1983,0.00772,0.01756
1988,2nd Quintile,Single,0.14413,405,1983,0.12867,0.15959
1988,2nd Quintile,Divorced,0.03242,60,1983,0.02462,0.04022
1988,2nd Quintile,Widowed,0.12262,157,1983,0.10818,0.13706
1988,3rd Quintile,Married,0.48168,1241,2004,0.45980,0.50356
1988,3rd Quintile,"Married, living apart",0.01733,56,2004,0.01161,0.02304
1988,3rd Quintile,Single,0.22069,531,2004,0.20253,0.23886
1988,3rd Quintile,Divorced,0.02920,56,2004,0.02183,0.03658
1988,3rd Quintile,Widowed,0.08203,120,2004,0.07001,0.09404
1988,4th Quintile,Married,0.52551,1322,2064,0.50396,0.54706
1988,4th Quintile,"Married, living apart",0.01988,54,2064,0.01385,0.02590
1988,4th Quintile,Single,0.21929,522,2064,0.20144,0.23715
1988,4th Quintile,Divorced,0.04056,72,2064,0.03205,0.04907
1988,4th Quintile,Widowed,0.06530,94,2064,0.05464,0.07596
1988,5th Quintile,Married,0.55387,1234,1942,0.53175,0.57598
1988,5th Quintile,"Married, living apart",0.01955,45,1942,0.01339,0.02571
1988,5th Quintile,Single,0.22687,479,1942,0.20824,0.24550
1988,5th Quintile,Divorced,0.04683,87,1942,0.03743,0.05623
1988,5th Quintile,Widowed,0.06249,97,1942,0.05172,0.07325
1989,1st Quintile,Married,0.37167,1144,1929,0.35010,0.39324
1989,1st Quintile,"Married, living apart",0.01718,45,1929,0.01138,0.02299
1989,1st Quintile,Single,0.18206,462,1929,0.16483,0.19929
1989,1st Quintile,Divorced,0.06638,102,1929,0.05527,0.07750
1989,1st Quintile,Widowed,0.14528,176,1929,0.12955,0.16101
1989,2nd Quintile,Married,0.45662,1258,1965,0.43459,0.47865
1989,2nd Quintile,"Married, living apart",0.01332,39,1965,0.00825,0.01839
1989,2nd Quintile,Single,0.16257,449,1965,0.14625,0.17889
1989,2nd Quintile,Divorced,0.04273,80,1965,0.03379,0.05168
1989,2nd Quintile,Widowed,0.10440,139,1965,0.09087,0.11792
1989,3rd Quintile,Married,0.50241,1223,1895,0.47989,0.52493
1989,3rd Quintile,"Married, living apart",0.01475,37,1895,0.00932,0.02017
1989,3rd Quintile,Single,0.18655,445,1895,0.16900,0.20409
1989,3rd Quintile,Divorced,0.03835,68,1895,0.02970,0.04700
1989,3rd Quintile,Widowed,0.08450,122,1895,0.07197,0.09703
1989,4th Quintile,Married,0.51594,1237,2009,0.49408,0.53780
1989,4th Quintile,"Married, living apart",0.02391,54,2009,0.01723,0.03059
1989,4th Quintile,Single,0.24654,558,2009,0.22768,0.26539
1989,4th Quintile,Divorced,0.03511,64,2009,0.02706,0.04316
1989,4th Quintile,Widowed,0.06912,96,2009,0.05802,0.08021
1989,5th Quintile,Married,0.56293,1197,1860,0.54038,0.58548
1989,5th Quintile,"Married, living apart",0.02370,48,1860,0.01678,0.03061
1989,5th Quintile,Single,0.20978,434,1860,0.19127,0.22829
1989,5th Quintile,Divorced,0.04951,92,1860,0.03965,0.05937
1989,5th Quintile,Widowed,0.05680,89,1860,0.04628,0.06732
1990,1st Quintile,Married,0.39132,1172,1903,0.36939,0.41325
1990,1st Quintile,"Married, living apart",0.01564,46,1903,0.01007,0.02122
1990,1st Quintile,Single,0.16748,423,1903,0.15070,0.18426
1990,1st Quintile,Divorced,0.06475,99,1903,0.05369,0.07581
1990,1st Quintile,Widowed,0.13410,163,1903,0.11878,0.14941
1990,2nd Quintile,Married,0.46814,1234,1889,0.44564,0.49065
1990,2nd Quintile,"Married, living apart",0.01654,40,1889,0.01079,0.02230
1990,2nd Quintile,Single,0.16549,419,1889,0.14872,0.18225
1990,2nd Quintile,Divorced,0.04148,72,1889,0.03249,0.05048
1990,2nd Quintile,Widowed,0.08773,124,1889,0.07497,0.10049
1990,3rd Quintile,Married,0.48615,1218,1895,0.46364,0.50866
1990,3rd Quintile,"Married, living apart",0.01511,45,1895,0.00961,0.02060
1990,3rd Quintile,Single,0.18871,439,1895,0.17109,0.20633
1990,3rd Quintile,Divorced,0.04370,72,1895,0.03449,0.05291
1990,3rd Quintile,Widowed,0.08558,121,1895,0.07298,0.09818
1990,4th Quintile,Married,0.49926,1177,1943,0.47702,0.52150
1990,4th Quintile,"Married, living apart",0.01522,36,1943,0.00978,0.02067
1990,4th Quintile,Single,0.24934,544,1943,0.23010,0.26858
1990,4th Quintile,Divorced,0.05256,79,1943,0.04263,0.06248
1990,4th Quintile,Widowed,0.07698,107,1943,0.06513,0.08884
1990,5th Quintile,Married,0.55110,1154,1827,0.52829,0.57392
1990,5th Quintile,"Married, living apart",0.01927,39,1827,0.01296,0.02557
1990,5th Quintile,Single,0.22459,451,1827,0.20545,0.24373
1990,5th Quintile,Divorced,0.05218,94,1827,0.04198,0.06238
1990,5th Quintile,Widowed,0.05587,89,1827,0.04534,0.06641
1991,1st Quintile,Married,0.36236,1072,1842,0.34040,0.38432
1991,1st Quintile,"Married, living apart",0.02230,58,1842,0.01555,0.02904
1991,1st Quintile,Single,0.17364,431,1842,0.15634,0.19095
1991,1st Quintile,Divorced,0.07354,115,1842,0.06161,0.08546
1991,1st Quintile,Widowed,0.14104,166,1842,0.12514,0.15694
1991,2nd Quintile,Married,0.45742,1250,1893,0.43497,0.47987
1991,2nd Quintile,"Married, living apart",0.01715,41,1893,0.01130,0.02300
1991,2nd Quintile,Single,0.15552,400,1893,0.13919,0.17185
1991,2nd Quintile,Divorced,0.03640,64,1893,0.02796,0.04484
1991,2nd Quintile,Widowed,0.11409,138,1893,0.09976,0.12841
1991,3rd Quintile,Married,0.49758,1237,1882,0.47499,0.52018
1991,3rd Quintile,"Married, living apart",0.01230,31,1882,0.00732,0.01728
1991,3rd Quintile,Single,0.18687,434,1882,0.16925,0.20449
1991,3rd Quintile,Divorced,0.04310,75,1882,0.03392,0.05228
1991,3rd Quintile,Widowed,0.07182,105,1882,0.06015,0.08348
1991,4th Quintile,Married,0.51283,1199,1944,0.49060,0.53506
1991,4th Quintile,"Married, living apart",0.01785,41,1944,0.01196,0.02374
1991,4th Quintile,Single,0.22119,513,1944,0.20273,0.23964
1991,4th Quintile,Divorced,0.05252,86,1944,0.04260,0.06244
1991,4th Quintile,Widowed,0.06927,105,1944,0.05798,0.08056
1991,5th Quintile,Married,0.54673,1167,1844,0.52400,0.56946
1991,5th Quintile,"Married, living apart",0.02549,49,1844,0.01830,0.03269
1991,5th Quintile,Single,0.22253,458,1844,0.20354,0.24152
1991,5th Quintile,Divorced,0.05220,91,1844,0.04204,0.06235
1991,5th Quintile,Widowed,0.05244,79,1844,0.04226,0.06261
1992,1st Quintile,Married,0.38472,1639,2770,0.36660,0.40284
1992,1st Quintile,"Married, living apart",0.01603,55,2770,0.01135,0.02070
1992,1st Quintile,Single,0.17033,581,2770,0.15633,0.18434
1992,1st Quintile,Divorced,0.07756,207,2770,0.06760,0.08752
1992,1st Quintile,Widowed,0.13958,288,2770,0.12667,0.15248
1992,2nd Quintile,Married,0.46970,1968,2870,0.45144,0.48796
1992,2nd Quintile,"Married, living apart",0.01113,39,2870,0.00729,0.01497
1992,2nd Quintile,Single,0.14696,571,2870,0.13400,0.15992
1992,2nd Quintile,Divorced,0.04227,123,2870,0.03490,0.04963
1992,2nd Quintile,Widowed,0.09052,169,2870,0.08002,0.10102
1992,3rd Quintile,Married,0.48701,1760,2671,0.46805,0.50597
1992,3rd Quintile,"Married, living apart",0.01048,36,2671,0.00662,0.01434
1992,3rd Quintile,Single,0.17860,606,2671,0.16407,0.19313
1992,3rd Quintile,Divorced,0.04746,116,2671,0.03940,0.05553
1992,3rd Quintile,Widowed,0.08714,153,2671,0.07645,0.09784
1992,4th Quintile,Married,0.52041,1683,2602,0.50121,0.53961
1992,4th Quintile,"Married, living apart",0.01851,59,2602,0.01333,0.02369
1992,4th Quintile,Single,0.21479,650,2602,0.19901,0.23057
1992,4th Quintile,Divorced,0.04559,97,2602,0.03757,0.05360
1992,4th Quintile,Widowed,0.06138,113,2602,0.05216,0.07061
1992,5th Quintile,Married,0.55864,1555,2399,0.53876,0.57851
1992,5th Quintile,"Married, living apart",0.02028,44,2399,0.01464,0.02592
1992,5th Quintile,Single,0.21007,572,2399,0.19377,0.22638
1992,5th Quintile,Divorced,0.05575,126,2399,0.04656,0.06493
1992,5th Quintile,Widowed,0.05470,102,2399,0.04560,0.06380
1993,1st Quintile,Married,0.37240,1490,2595,0.35379,0.39100
1993,1st Quintile,"Married, living apart",0.01960,70,2595,0.01426,0.02493
1993,1st Quintile,Single,0.17719,591,2595,0.16250,0.19188
1993,1st Quintile,Divorced,0.07489,190,2595,0.06476,0.08502
1993,1st Quintile,Widowed,0.13622,254,2595,0.12302,0.14942
1993,2nd Quintile,Married,0.46924,1913,2834,0.45087,0.48762
1993,2nd Quintile,"Married, living apart",0.01335,45,2834,0.00913,0.01758
1993,2nd Quintile,Single,0.14685,549,2834,0.13382,0.15988
1993,2nd Quintile,Divorced,0.04703,125,2834,0.03923,0.05482
1993,2nd Quintile,Widowed,0.10102,202,2834,0.08993,0.11212
1993,3rd Quintile,Married,0.49277,1758,2679,0.47384,0.51171
1993,3rd Quintile,"Married, living apart",0.01364,56,2679,0.00925,0.01804
1993,3rd Quintile,Single,0.17301,613,2679,0.15868,0.18733
1993,3rd Quintile,Divorced,0.04688,109,2679,0.03888,0.05489
1993,3rd Quintile,Widowed,0.07653,143,2679,0.06646,0.08660
1993,4th Quintile,Married,0.52019,1674,2608,0.50102,0.53937
1993,4th Quintile,"Married, living apart",0.01645,47,2608,0.01157,0.02133
1993,4th Quintile,Single,0.20520,654,2608,0.18970,0.22070
1993,4th Quintile,Divorced,0.04972,108,2608,0.04137,0.05806
1993,4th Quintile,Widowed,0.06459,125,2608,0.05515,0.07402
1993,5th Quintile,Married,0.55938,1547,2383,0.53944,0.57931
1993,5th Quintile,"Married, living apart",0.02373,54,2383,0.01762,0.02985
1993,5th Quintile,Single,0.21018,558,2383,0.19382,0.22654
1993,5th Quintile,Divorced,0.05432,126,2383,0.04521,0.06342
1993,5th Quintile,Widowed,0.05229,98,2383,0.04335,0.06123
1994,1st Quintile,Married,0.37126,1448,2520,0.35239,0.39013
1994,1st Quintile,"Married, living apart",0.02425,78,2520,0.01824,0.03025
1994,1st Quintile,Single,0.16914,559,2520,0.15450,0.18378
1994,1st Quintile,Divorced,0.08157,206,2520,0.07089,0.09226
1994,1st Quintile,Widowed,0.12483,229,2520,0.11192,0.13774
1994,2nd Quintile,Married,0.47279,1810,2667,0.45384,0.49174
1994,2nd Quintile,"Married, living apart",0.01142,45,2667,0.00739,0.01545
1994,2nd Quintile,Single,0.14383,513,2667,0.13051,0.15715
1994,2nd Quintile,Divorced,0.04468,106,2667,0.03684,0.05253
1994,2nd Quintile,Widowed,0.10260,193,2667,0.09108,0.11412
1994,3rd Quintile,Married,0.50143,1799,2714,0.48261,0.52024
1994,3rd Quintile,"Married, living apart",0.01211,43,2714,0.00799,0.01623
1994,3rd Quintile,Single,0.17629,617,2714,0.16195,0.19063
1994,3rd Quintile,Divorced,0.04073,100,2714,0.03329,0.04817
1994,3rd Quintile,Widowed,0.08615,155,2714,0.07559,0.09671
1994,4th Quintile,Married,0.50728,1584,2542,0.48784,0.52672
1994,4th Quintile,"Married, living apart",0.01789,46,2542,0.01273,0.02304
1994,4th Quintile,Single,0.20874,672,2542,0.19294,0.22455
1994,4th Quintile,Divorced,0.05342,117,2542,0.04468,0.06217
1994,4th Quintile,Widowed,0.06198,123,2542,0.05261,0.07136
1994,5th Quintile,Married,0.55846,1553,2423,0.53868,0.57823
1994,5th Quintile,"Married, living apart",0.02463,60,2423,0.01846,0.03081
1994,5th Quintile,Single,0.20366,568,2423,0.18762,0.21970
1994,5th Quintile,Divorced,0.05781,135,2423,0.04851,0.06710
1994,5th Quintile,Widowed,0.05450,107,2423,0.04546,0.06354
1995,1st Quintile,Married,0.35841,1465,2539,0.33976,0.37707
1995,1st Quintile,"Married, living apart",0.02237,77,2539,0.01661,0.02812
1995,1st Quintile,Single,0.17387,587,2539,0.15912,0.18861
1995,1st Quintile,Divorced,0.08396,219,2539,0.07317,0.09475
1995,1st Quintile,Widowed,0.10428,191,2539,0.09239,0.11617
1995,2nd Quintile,Married,0.47274,1924,2886,0.45453,0.49096
1995,2nd Quintile,"Married, living apart",0.01433,54,2886,0.00999,0.01866
1995,2nd Quintile,Single,0.14536,583,2886,0.13250,0.15822
1995,2nd Quintile,Divorced,0.04922,115,2886,0.04133,0.05712
1995,2nd Quintile,Widowed,0.10769,210,2886,0.09638,0.11901
1995,3rd Quintile,Married,0.48847,1786,2723,0.46970,0.50725
1995,3rd Quintile,"Married, living apart",0.00959,36,2723,0.00593,0.01325
1995,3rd Quintile,Single,0.17962,628,2723,0.16520,0.19404
1995,3rd Quintile,Divorced,0.04401,116,2723,0.03631,0.05172
1995,3rd Quintile,Widowed,0.09221,157,2723,0.08134,0.10308
1995,4th Quintile,Married,0.52592,1664,2663,0.50695,0.54489
1995,4th Quintile,"Married, living apart",0.01501,46,2663,0.01039,0.01963
1995,4th Quintile,Single,0.19589,680,2663,0.18081,0.21097
1995,4th Quintile,Divorced,0.06400,143,2663,0.05470,0.07330
1995,4th Quintile,Widowed,0.06182,130,2663,0.05268,0.07097
1995,5th Quintile,Married,0.56164,1606,2469,0.54206,0.58121
1995,5th Quintile,"Married, living apart",0.01656,39,2469,0.01153,0.02160
1995,5th Quintile,Single,0.20507,566,2469,0.18914,0.22100
1995,5th Quintile,Divorced,0.05140,134,2469,0.04269,0.06011
1995,5th Quintile,Widowed,0.06348,124,2469,0.05386,0.07310
1996,1st Quintile,Married,0.35101,1457,2575,0.33257,0.36945
1996,1st Quintile,"Married, living apart",0.02831,92,2575,0.02190,0.03472
1996,1st Quintile,Single,0.18539,624,2575,0.17038,0.20040
1996,1st Quintile,Divorced,0.07799,202,2575,0.06763,0.08835
1996,1st Quintile,Widowed,0.11511,200,2575,0.10278,0.12744
1996,2nd Quintile,Married,0.46062,1738,2628,0.44156,0.47968
1996,2nd Quintile,"Married, living apart",0.01308,51,2628,0.00874,0.01743
1996,2nd Quintile,Single,0.14840,525,2628,0.13481,0.16200
1996,2nd Quintile,Divorced,0.04947,126,2628,0.04117,0.05776
1996,2nd Quintile,Widowed,0.10237,188,2628,0.09078,0.11396
1996,3rd Quintile,Married,0.50485,1769,2685,0.48593,0.52376
1996,3rd Quintile,"Married, living apart",0.01334,41,2685,0.00900,0.01769
1996,3rd Quintile,Single,0.16453,601,2685,0.15050,0.17855
1996,3rd Quintile,Divorced,0.05616,124,2685,0.04745,0.06487
1996,3rd Quintile,Widowed,0.08106,150,2685,0.07073,0.09138
1996,4th Quintile,Married,0.51703,1685,2712,0.49822,0.53584
1996,4th Quintile,"Married, living apart",0.01647,53,2712,0.01168,0.02126
1996,4th Quintile,Single,0.21085,714,2712,0.19549,0.22620
1996,4th Quintile,Divorced,0.05083,122,2712,0.04256,0.05910
1996,4th Quintile,Widowed,0.06273,138,2712,0.05360,0.07186
1996,5th Quintile,Married,0.55489,1548,2442,0.53518,0.57461
1996,5th Quintile,"Married, living apart",0.01778,48,2442,0.01253,0.02302
1996,5th Quintile,Single,0.21215,598,2442,0.19593,0.22837
1996,5th Quintile,Divorced,0.05459,128,2442,0.04557,0.06360
1996,5th Quintile,Widowed,0.06428,120,2442,0.05455,0.07401
1997,1st Quintile,Married,0.35111,1359,2390,0.33197,0.37025
1997,1st Quintile,"Married, living apart",0.03325,100,2390,0.02606,0.04044
1997,1st Quintile,Single,0.17349,549,2390,0.15830,0.18867
1997,1st Quintile,Divorced,0.08995,197,2390,0.07848,0.10142
1997,1st Quintile,Widowed,0.10964,185,2390,0.09711,0.12217
1997,2nd Quintile,Married,0.44497,1730,2740,0.42636,0.46358
1997,2nd Quintile,"Married, living apart",0.01994,60,2740,0.01471,0.02518
1997,2nd Quintile,Single,0.15494,601,2740,0.14139,0.16850
1997,2nd Quintile,Divorced,0.06293,146,2740,0.05384,0.07203
1997,2nd Quintile,Widowed,0.10312,203,2740,0.09173,0.11451
1997,3rd Quintile,Married,0.49450,1703,2626,0.47537,0.51363
1997,3rd Quintile,"Married, living apart",0.02045,54,2626,0.01503,0.02586
1997,3rd Quintile,Single,0.17834,617,2626,0.16369,0.19298
1997,3rd Quintile,Divorced,0.04559,116,2626,0.03761,0.05357
1997,3rd Quintile,Widowed,0.07580,136,2626,0.06567,0.08592
1997,4th Quintile,Married,0.52049,1657,2658,0.50150,0.53949
1997,4th Quintile,"Married, living apart",0.01573,47,2658,0.01100,0.02046
1997,4th Quintile,Single,0.21508,698,2658,0.19945,0.23070
1997,4th Quintile,Divorced,0.04973,130,2658,0.04147,0.05800
1997,4th Quintile,Widowed,0.06048,126,2658,0.05142,0.06955
1997,5th Quintile,Married,0.55070,1525,2413,0.53085,0.57055
1997,5th Quintile,"Married, living apart",0.01768,47,2413,0.01242,0.02293
1997,5th Quintile,Single,0.20671,583,2413,0.19055,0.22287
1997,5th Quintile,Divorced,0.05511,129,2413,0.04601,0.06422
1997,5th Quintile,Widowed,0.07075,129,2413,0.06052,0.08098
1998,1st Quintile,Married,0.34486,1307,2340,0.32560,0.36412
1998,1st Quintile,"Married, living apart",0.03770,107,2340,0.02998,0.04542
1998,1st Quintile,Single,0.19161,579,2340,0.17566,0.20756
1998,1st Quintile,Divorced,0.09012,202,2340,0.07851,0.10172
1998,1st Quintile,Widowed,0.08689,145,2340,0.07547,0.09830
1998,2nd Quintile,Married,0.44164,1546,2504,0.42219,0.46110
1998,2nd Quintile,"Married, living apart",0.01553,54,2504,0.01069,0.02037
1998,2nd Quintile,Single,0.16964,591,2504,0.15493,0.18434
1998,2nd Quintile,Divorced,0.05589,141,2504,0.04689,0.06489
1998,2nd Quintile,Widowed,0.09375,172,2504,0.08233,0.10517
1998,3rd Quintile,Married,0.50795,1643,2581,0.48866,0.52724
1998,3rd Quintile,"Married, living apart",0.01685,42,2581,0.01189,0.02182
1998,3rd Quintile,Single,0.16776,602,2581,0.15334,0.18218
1998,3rd Quintile,Divorced,0.04657,122,2581,0.03844,0.05470
1998,3rd Quintile,Widowed,0.09132,172,2581,0.08021,0.10244
1998,4th Quintile,Married,0.50915,1600,2605,0.48994,0.52835
1998,4th Quintile,"Married, living apart",0.01714,41,2605,0.01216,0.02213
1998,4th Quintile,Single,0.21816,690,2605,0.20229,0.23402
1998,4th Quintile,Divorced,0.05498,133,2605,0.04622,0.06373
1998,4th Quintile,Widowed,0.07118,141,2605,0.06130,0.08106
1998,5th Quintile,Married,0.56473,1499,2299,0.54446,0.58500
1998,5th Quintile,"Married, living apart",0.02192,52,2299,0.01594,0.02791
1998,5th Quintile,Single,0.18740,519,2299,0.17145,0.20336
1998,5th Quintile,Divorced,0.05584,120,2299,0.04645,0.06523
1998,5th Quintile,Widowed,0.06424,109,2299,0.05422,0.07427
1999,1st Quintile,Married,0.32995,1365,2599,0.31187,0.34804
1999,1st Quintile,"Married, living apart",0.03634,118,2599,0.02914,0.04353
1999,1st Quintile,Single,0.19828,681,2599,0.18295,0.21362
1999,1st Quintile,Divorced,0.09947,257,2599,0.08797,0.11098
1999,1st Quintile,Widowed,0.08893,178,2599,0.07799,0.09988
1999,2nd Quintile,Married,0.44972,1781,2872,0.43152,0.46791
1999,2nd Quintile,"Married, living apart",0.02067,67,2872,0.01546,0.02587
1999,2nd Quintile,Single,0.17361,659,2872,0.15976,0.18747
1999,2nd Quintile,Divorced,0.05565,159,2872,0.04726,0.06403
1999,2nd Quintile,Widowed,0.10469,206,2872,0.09349,0.11588
1999,3rd Quintile,Married,0.48912,1781,2826,0.47069,0.50755
1999,3rd Quintile,"Married, living apart",0.01143,38,2826,0.00751,0.01535
1999,3rd Quintile,Single,0.18632,672,2826,0.17196,0.20067
1999,3rd Quintile,Divorced,0.05765,156,2826,0.04905,0.06624
1999,3rd Quintile,Widowed,0.07883,179,2826,0.06890,0.08877
1999,4th Quintile,Married,0.51897,1750,2766,0.50035,0.53760
1999,4th Quintile,"Married, living apart",0.01215,42,2766,0.00807,0.01623
1999,4th Quintile,Single,0.20141,678,2766,0.18647,0.21636
1999,4th Quintile,Divorced,0.05685,144,2766,0.04822,0.06548
1999,4th Quintile,Widowed,0.07112,152,2766,0.06154,0.08070
1999,5th Quintile,Married,0.55449,1643,2611,0.53542,0.57356
