year,bula_h,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,No migration background,Widowed,0.10909,126,1608,0.09385,0.12433
1984,Bavaria,Direct migration background,Married,0.75619,356,421,0.71512,0.79725
1984,Bavaria,Direct migration background,Single,0.13689,65,421,0.10401,0.16976
1984,Berlin,No migration background,Married,0.47294,153,260,0.41213,0.53374
1984,Berlin,No migration background,Single,0.23645,73,260,0.18470,0.28820
1984,Berlin,No migration background,Widowed,0.17560,34,260,0.12926,0.22194
1984,Berlin,Direct migration background,Married,0.57436,76,76,0.46245,0.68626
1985,Schleswig-Holstein,No migration background,Married,0.57421,194,263,0.51433,0.63408
1985,Schleswig-Holstein,No migration background,Single,0.21606,69,263,0.16623,0.26590
1985,Hamburg,No migration background,Married,0.46173,107,160,0.38424,0.53923
1985,Hamburg,No migration background,Single,0.25564,53,160,0.18784,0.32345
1985,Hamburg,Direct migration background,Married,0.56468,50,50,0.42586,0.70351
1985,Lower Saxony,No migration background,Married,0.59003,594,908,0.55802,0.62204
1985,Lower Saxony,No migration background,Single,0.25962,242,908,0.23109,0.28816
1985,Lower Saxony,No migration background,Widowed,0.10557,72,908,0.08557,0.12557
1985,Lower Saxony,Direct migration background,Married,0.68110,111,111,0.59401,0.76820
1985,Bremen,No migration background,Married,0.48875,51,51,0.35019,0.62731
1985,North Rhine-Westphalia,No migration background,Married,0.57815,1329,2095,0.55699,0.59930
1985,North Rhine-Westphalia,No migration background,Single,0.24591,512,2095,0.22746,0.26435
1985,North Rhine-Westphalia,No migration background,Divorced,0.04868,91,2095,0.03946,0.05790
1985,North Rhine-Westphalia,No migration background,Widowed,0.11487,163,2095,0.10121,0.12853
1985,North Rhine-Westphalia,Direct migration background,Married,0.66547,578,739,0.63143,0.69951
1985,North Rhine-Westphalia,Direct migration background,Single,0.17816,161,739,0.15056,0.20577
1985,North Rhine-Westphalia,Indirect migration background,Single,0.77309,32,32,0.62565,0.92053
1985,Hesse,No migration background,Married,0.60551,446,668,0.56842,0.64260
1985,Hesse,No migration background,Single,0.23169,170,668,0.19967,0.26371
1985,Hesse,No migration background,Widowed,0.11039,52,668,0.08661,0.13418
1985,Hesse,Direct migration background,Married,0.68484,309,383,0.63825,0.73143
1985,Hesse,Direct migration background,Single,0.15909,74,383,0.12241,0.19577
1985,"Rhineland-Palatinate, Saarland",No migration background,Married,0.60616,404,607,0.56726,0.64507
1985,"Rhineland-Palatinate, Saarland",No migration background,Single,0.20573,136,607,0.17355,0.23792
1985,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14064,67,607,0.11296,0.16832
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.62561,92,92,0.52617,0.72505
1985,Baden-Wuerttemberg,No migration background,Married,0.56507,747,1206,0.53708,0.59307
1985,Baden-Wuerttemberg,No migration background,Single,0.25860,314,1206,0.23388,0.28333
1985,Baden-Wuerttemberg,No migration background,Divorced,0.04587,49,1206,0.03406,0.05768
1985,Baden-Wuerttemberg,No migration background,Widowed,0.11688,96,1206,0.09874,0.13502
1985,Baden-Wuerttemberg,Direct migration background,Married,0.68332,586,723,0.64939,0.71726
1985,Baden-Wuerttemberg,Direct migration background,Single,0.16774,137,723,0.14048,0.19499
1985,Bavaria,No migration background,Married,0.59930,949,1476,0.57429,0.62431
1985,Bavaria,No migration background,Single,0.24585,369,1476,0.22388,0.26783
1985,Bavaria,No migration background,Divorced,0.03971,47,1476,0.02975,0.04968
1985,Bavaria,No migration background,Widowed,0.10841,111,1476,0.09254,0.12427
1985,Bavaria,Direct migration background,Married,0.77982,314,360,0.73696,0.82269
1985,Bavaria,Direct migration background,Single,0.12523,46,360,0.09099,0.15947
1985,Berlin,No migration background,Married,0.43763,135,231,0.37351,0.50174
1985,Berlin,No migration background,Single,0.24365,65,231,0.18817,0.29913
1985,Berlin,No migration background,Widowed,0.19106,31,231,0.14025,0.24187
1985,Berlin,Direct migration background,Married,0.61572,72,72,0.50257,0.72887
1986,Schleswig-Holstein,No migration background,Married,0.57668,176,244,0.51455,0.63880
1986,Schleswig-Holstein,No migration background,Single,0.23366,68,244,0.18046,0.28687
1986,Hamburg,No migration background,Married,0.44042,93,138,0.35729,0.52355
1986,Hamburg,No migration background,Single,0.24961,45,138,0.17714,0.32208
1986,Hamburg,Direct migration background,Married,0.60492,48,48,0.46516,0.74469
1986,Lower Saxony,No migration background,Married,0.58822,572,920,0.55640,0.62004
1986,Lower Saxony,No migration background,Single,0.27150,251,920,0.24274,0.30025
1986,Lower Saxony,No migration background,Divorced,0.03846,31,920,0.02603,0.05089
1986,Lower Saxony,No migration background,Widowed,0.09726,66,920,0.07810,0.11642
1986,Lower Saxony,Direct migration background,Married,0.60645,113,155,0.52929,0.68361
1986,Lower Saxony,Direct migration background,Single,0.19370,42,155,0.13128,0.25612
1986,Bremen,No migration background,Married,0.46141,47,47,0.31735,0.60548
1986,North Rhine-Westphalia,No migration background,Married,0.58052,1268,2039,0.55910,0.60195
1986,North Rhine-Westphalia,No migration background,"Married, living apart",0.01912,33,2039,0.01317,0.02506
1986,North Rhine-Westphalia,No migration background,Single,0.24231,505,2039,0.22370,0.26091
1986,North Rhine-Westphalia,No migration background,Divorced,0.04514,82,2039,0.03613,0.05416
1986,North Rhine-Westphalia,No migration background,Widowed,0.11291,151,2039,0.09917,0.12665
1986,North Rhine-Westphalia,Direct migration background,Married,0.64799,549,738,0.61350,0.68247
1986,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.05904,41,738,0.04202,0.07606
1986,North Rhine-Westphalia,Direct migration background,Single,0.16458,148,738,0.13780,0.19135
1986,North Rhine-Westphalia,Indirect migration background,Single,0.73081,33,33,0.57713,0.88449
1986,Hesse,No migration background,Married,0.59015,405,621,0.55143,0.62886
1986,Hesse,No migration background,Single,0.24649,173,621,0.21257,0.28042
1986,Hesse,No migration background,Widowed,0.10734,43,621,0.08297,0.13171
1986,Hesse,Direct migration background,Married,0.70875,282,345,0.66074,0.75676
1986,Hesse,Direct migration background,Single,0.15011,63,345,0.11236,0.18785
1986,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58833,398,602,0.54898,0.62768
1986,"Rhineland-Palatinate, Saarland",No migration background,Single,0.21303,140,602,0.18029,0.24576
1986,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14542,64,602,0.11723,0.17360
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.59316,86,117,0.50376,0.68256
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.24384,31,117,0.16569,0.32198
1986,Baden-Wuerttemberg,No migration background,Married,0.58354,734,1167,0.55524,0.61183
1986,Baden-Wuerttemberg,No migration background,Single,0.25148,301,1167,0.22658,0.27639
1986,Baden-Wuerttemberg,No migration background,Divorced,0.04369,47,1167,0.03196,0.05542
1986,Baden-Wuerttemberg,No migration background,Widowed,0.11147,85,1167,0.09341,0.12954
1986,Baden-Wuerttemberg,Direct migration background,Married,0.67962,554,700,0.64503,0.71422
1986,Baden-Wuerttemberg,Direct migration background,Single,0.16862,146,700,0.14086,0.19637
1986,Baden-Wuerttemberg,Indirect migration background,Single,0.78373,37,37,0.64924,0.91822
1986,Bavaria,No migration background,Married,0.58401,853,1350,0.55771,0.61032
1986,Bavaria,No migration background,Single,0.24671,349,1350,0.22370,0.26971
1986,Bavaria,No migration background,Divorced,0.04135,46,1350,0.03073,0.05198
1986,Bavaria,No migration background,Widowed,0.11208,102,1350,0.09524,0.12891
1986,Bavaria,Direct migration background,Married,0.77191,298,350,0.72789,0.81594
1986,Bavaria,Direct migration background,Single,0.12618,52,350,0.09134,0.16101
1986,Berlin,No migration background,Married,0.40885,120,185,0.33781,0.47988
1986,Berlin,No migration background,Single,0.26272,65,185,0.19913,0.32631
1986,Berlin,Direct migration background,Married,0.58749,71,71,0.47216,0.70281
1987,Schleswig-Holstein,No migration background,Married,0.60102,176,242,0.53920,0.66285
1987,Schleswig-Holstein,No migration background,Single,0.22161,66,242,0.16917,0.27404
1987,Hamburg,No migration background,Married,0.45579,83,118,0.36554,0.54603
1987,Hamburg,No migration background,Single,0.22382,35,118,0.14830,0.29935
1987,Hamburg,Direct migration background,Married,0.64852,46,46,0.50902,0.78801
1987,Lower Saxony,No migration background,Married,0.59084,568,915,0.55896,0.62271
1987,Lower Saxony,No migration background,Single,0.26065,249,915,0.23219,0.28911
1987,Lower Saxony,No migration background,Divorced,0.03866,33,915,0.02617,0.05116
1987,Lower Saxony,No migration background,Widowed,0.09751,65,915,0.07827,0.11674
1987,Lower Saxony,Direct migration background,Married,0.62708,113,151,0.54969,0.70447
1987,Lower Saxony,Direct migration background,Single,0.19980,38,151,0.13581,0.26379
1987,Bremen,No migration background,Married,0.43955,43,43,0.28944,0.58965
1987,North Rhine-Westphalia,No migration background,Married,0.57291,1239,1986,0.55115,0.59467
1987,North Rhine-Westphalia,No migration background,Single,0.24089,497,1986,0.22208,0.25970
1987,North Rhine-Westphalia,No migration background,Divorced,0.05392,94,1986,0.04399,0.06386
1987,North Rhine-Westphalia,No migration background,Widowed,0.11789,156,1986,0.10370,0.13207
1987,North Rhine-Westphalia,Direct migration background,Married,0.65483,543,728,0.62027,0.68939
1987,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.06037,42,728,0.04306,0.07769
1987,North Rhine-Westphalia,Direct migration background,Single,0.14750,143,728,0.12173,0.17328
1987,North Rhine-Westphalia,Indirect migration background,Single,0.69010,34,34,0.53231,0.84788
1987,Hesse,No migration background,Married,0.60164,400,611,0.56279,0.64049
1987,Hesse,No migration background,Single,0.23762,167,611,0.20385,0.27140
1987,Hesse,No migration background,Widowed,0.10585,44,611,0.08144,0.13027
1987,Hesse,Direct migration background,Married,0.71046,294,360,0.66354,0.75737
1987,Hesse,Direct migration background,Single,0.14642,66,360,0.10985,0.18299
1987,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58587,392,600,0.54642,0.62532
1987,"Rhineland-Palatinate, Saarland",No migration background,Single,0.21409,143,600,0.18124,0.24694
1987,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14880,65,600,0.12030,0.17730
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.62913,89,122,0.54306,0.71520
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.24512,33,122,0.16848,0.32177
1987,Baden-Wuerttemberg,No migration background,Married,0.58657,716,1147,0.55806,0.61508
1987,Baden-Wuerttemberg,No migration background,Single,0.25058,304,1147,0.22549,0.27567
1987,Baden-Wuerttemberg,No migration background,Divorced,0.04071,41,1147,0.02927,0.05215
1987,Baden-Wuerttemberg,No migration background,Widowed,0.11323,86,1147,0.09488,0.13158
1987,Baden-Wuerttemberg,Direct migration background,Married,0.70581,555,687,0.67171,0.73991
1987,Baden-Wuerttemberg,Direct migration background,Single,0.14408,132,687,0.11780,0.17036
1987,Baden-Wuerttemberg,Indirect migration background,Single,0.76885,38,38,0.63301,0.90469
1987,Bavaria,No migration background,Married,0.58281,813,1304,0.55603,0.60958
1987,Bavaria,No migration background,Single,0.23964,339,1304,0.21646,0.26282
1987,Bavaria,No migration background,Divorced,0.04807,50,1304,0.03646,0.05969
1987,Bavaria,No migration background,Widowed,0.10937,102,1304,0.09242,0.12632
1987,Bavaria,Direct migration background,Married,0.77602,282,335,0.73131,0.82074
1987,Bavaria,Direct migration background,Single,0.13203,53,335,0.09573,0.16834
1987,Berlin,No migration background,Married,0.41543,121,186,0.34441,0.48644
1987,Berlin,No migration background,Single,0.26377,65,186,0.20027,0.32727
1987,Berlin,Direct migration background,Married,0.60565,77,77,0.49578,0.71553
1988,Schleswig-Holstein,No migration background,Married,0.63165,180,239,0.57037,0.69293
1988,Schleswig-Holstein,No migration background,Single,0.20320,59,239,0.15208,0.25432
1988,Hamburg,No migration background,Married,0.47868,75,108,0.38403,0.57334
1988,Hamburg,No migration background,Single,0.22548,33,108,0.14630,0.30466
1988,Hamburg,Direct migration background,Married,0.64088,37,37,0.48416,0.79759
1988,Lower Saxony,No migration background,Married,0.58893,527,847,0.55577,0.62208
1988,Lower Saxony,No migration background,Single,0.25329,226,847,0.22398,0.28259
1988,Lower Saxony,No migration background,Divorced,0.04014,32,847,0.02692,0.05337
1988,Lower Saxony,No migration background,Widowed,0.09743,62,847,0.07745,0.11741
1988,Lower Saxony,Direct migration background,Married,0.62849,117,149,0.55064,0.70634
1988,Lower Saxony,Direct migration background,Single,0.17860,32,149,0.11689,0.24030
1988,Bremen,No migration background,Married,0.45214,45,45,0.30507,0.59920
1988,North Rhine-Westphalia,No migration background,Married,0.56738,1189,1908,0.54515,0.58962
1988,North Rhine-Westphalia,No migration background,Single,0.24847,487,1908,0.22907,0.26786
1988,North Rhine-Westphalia,No migration background,Divorced,0.05206,83,1908,0.04208,0.06203
1988,North Rhine-Westphalia,No migration background,Widowed,0.11685,149,1908,0.10243,0.13127
1988,North Rhine-Westphalia,Direct migration background,Married,0.64689,493,659,0.61037,0.68341
1988,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.05789,40,659,0.04004,0.07573
1988,North Rhine-Westphalia,Direct migration background,Single,0.14927,126,659,0.12204,0.17649
1988,North Rhine-Westphalia,Indirect migration background,Single,0.70700,44,44,0.57096,0.84304
1988,Hesse,No migration background,Married,0.60444,375,565,0.56409,0.64480
1988,Hesse,No migration background,Single,0.22730,145,565,0.19271,0.26188
1988,Hesse,No migration background,Widowed,0.11113,45,565,0.08519,0.13707
1988,Hesse,Direct migration background,Married,0.73666,291,345,0.69011,0.78320
1988,Hesse,Direct migration background,Single,0.11745,54,345,0.08343,0.15147
1988,"Rhineland-Palatinate, Saarland",No migration background,Married,0.59120,380,570,0.55080,0.63159
1988,"Rhineland-Palatinate, Saarland",No migration background,Single,0.20275,128,570,0.16971,0.23578
1988,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14427,62,570,0.11540,0.17314
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.65818,88,122,0.57367,0.74270
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.26921,34,122,0.19017,0.34824
1988,Baden-Wuerttemberg,No migration background,Married,0.58576,695,1088,0.55647,0.61504
1988,Baden-Wuerttemberg,No migration background,Single,0.25260,283,1088,0.22677,0.27844
1988,Baden-Wuerttemberg,No migration background,Divorced,0.03956,33,1088,0.02797,0.05115
1988,Baden-Wuerttemberg,No migration background,Widowed,0.10495,77,1088,0.08673,0.12317
1988,Baden-Wuerttemberg,Direct migration background,Married,0.68998,528,655,0.65453,0.72543
1988,Baden-Wuerttemberg,Direct migration background,Single,0.15181,127,655,0.12431,0.17931
1988,Baden-Wuerttemberg,Indirect migration background,Single,0.82161,49,49,0.71330,0.92992
1988,Bavaria,No migration background,Married,0.56476,750,1223,0.53696,0.59255
1988,Bavaria,No migration background,Single,0.25711,328,1223,0.23261,0.28162
1988,Bavaria,No migration background,Divorced,0.05012,48,1223,0.03789,0.06235
1988,Bavaria,No migration background,Widowed,0.10799,97,1223,0.09059,0.12539
1988,Bavaria,Direct migration background,Married,0.77942,287,338,0.73515,0.82369
1988,Bavaria,Direct migration background,Single,0.12963,51,338,0.09377,0.16550
1988,Berlin,No migration background,Married,0.41361,113,168,0.33891,0.48830
1988,Berlin,No migration background,Single,0.24053,55,168,0.17571,0.30536
1988,Berlin,Direct migration background,Married,0.56035,64,64,0.43778,0.68291
1989,Schleswig-Holstein,No migration background,Married,0.60483,164,221,0.54023,0.66943
1989,Schleswig-Holstein,No migration background,Single,0.22101,57,221,0.16618,0.27584
1989,Hamburg,No migration background,Married,0.40723,61,99,0.30996,0.50451
1989,Hamburg,No migration background,Single,0.24836,38,99,0.16282,0.33391
1989,Hamburg,Direct migration background,Married,0.65547,37,37,0.50024,0.81071
1989,Lower Saxony,No migration background,Married,0.58055,490,805,0.54644,0.61466
1989,Lower Saxony,No migration background,Single,0.25224,215,805,0.22222,0.28226
1989,Lower Saxony,No migration background,Divorced,0.04785,37,805,0.03310,0.06261
1989,Lower Saxony,No migration background,Widowed,0.10425,63,805,0.08313,0.12538
1989,Lower Saxony,Direct migration background,Married,0.61467,112,112,0.52413,0.70521
1989,Bremen,No migration background,Married,0.48740,48,48,0.34450,0.63030
1989,North Rhine-Westphalia,No migration background,Married,0.56962,1139,1835,0.54696,0.59228
1989,North Rhine-Westphalia,No migration background,Single,0.24646,474,1835,0.22674,0.26618
1989,North Rhine-Westphalia,No migration background,Divorced,0.05612,83,1835,0.04558,0.06665
1989,North Rhine-Westphalia,No migration background,Widowed,0.11030,139,1835,0.09596,0.12464
1989,North Rhine-Westphalia,Direct migration background,Married,0.66123,484,641,0.62457,0.69790
1989,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.05079,31,641,0.03377,0.06780
1989,North Rhine-Westphalia,Direct migration background,Single,0.14945,126,641,0.12183,0.17708
1989,North Rhine-Westphalia,Indirect migration background,Single,0.76039,54,54,0.64547,0.87531
1989,Hesse,No migration background,Married,0.58359,363,570,0.54308,0.62409
1989,Hesse,No migration background,Single,0.23945,161,570,0.20438,0.27451
1989,Hesse,No migration background,Widowed,0.11188,46,570,0.08598,0.13778
1989,Hesse,Direct migration background,Married,0.75762,285,330,0.71131,0.80392
1989,Hesse,Direct migration background,Single,0.10312,45,330,0.07026,0.13598
1989,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58367,354,536,0.54190,0.62544
1989,"Rhineland-Palatinate, Saarland",No migration background,Single,0.20855,121,536,0.17412,0.24297
1989,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14499,61,536,0.11515,0.17482
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.67507,80,112,0.58794,0.76220
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.24039,32,112,0.16089,0.31989
1989,Baden-Wuerttemberg,No migration background,Married,0.58692,658,1031,0.55685,0.61700
1989,Baden-Wuerttemberg,No migration background,Single,0.23732,260,1031,0.21134,0.26330
1989,Baden-Wuerttemberg,No migration background,Divorced,0.04142,34,1031,0.02925,0.05359
1989,Baden-Wuerttemberg,No migration background,Widowed,0.11208,79,1031,0.09281,0.13135
1989,Baden-Wuerttemberg,Direct migration background,Married,0.69305,516,631,0.65704,0.72907
1989,Baden-Wuerttemberg,Direct migration background,Single,0.15687,115,631,0.12847,0.18527
1989,Baden-Wuerttemberg,Indirect migration background,Single,0.83843,55,55,0.74026,0.93660
1989,Bavaria,No migration background,Married,0.55857,710,1179,0.53021,0.58692
1989,Bavaria,No migration background,Single,0.25422,321,1179,0.22935,0.27908
1989,Bavaria,No migration background,Divorced,0.05632,52,1179,0.04316,0.06949
1989,Bavaria,No migration background,Widowed,0.11077,96,1179,0.09285,0.12869
1989,Bavaria,Direct migration background,Married,0.77118,289,337,0.72626,0.81610
1989,Bavaria,Direct migration background,Single,0.13769,48,337,0.10085,0.17454
1989,Bavaria,Indirect migration background,Single,0.60596,37,37,0.44633,0.76558
1989,Berlin,No migration background,Married,0.40249,110,164,0.32720,0.47777
1989,Berlin,No migration background,Single,0.25518,54,164,0.18825,0.32211
1989,Berlin,Direct migration background,Married,0.61886,70,70,0.50427,0.73346
1990,Schleswig-Holstein,No migration background,Married,0.56472,144,202,0.49618,0.63326
1990,Schleswig-Holstein,No migration background,Single,0.23320,58,202,0.17474,0.29166
1990,Hamburg,No migration background,Married,0.35199,49,83,0.24862,0.45536
1990,Hamburg,No migration background,Single,0.27624,34,83,0.17946,0.37302
1990,Hamburg,Direct migration background,Married,0.66029,31,31,0.49082,0.82977
1990,Lower Saxony,No migration background,Married,0.58484,486,790,0.55046,0.61922
1990,Lower Saxony,No migration background,Single,0.24325,204,790,0.21331,0.27319
1990,Lower Saxony,No migration background,Divorced,0.05576,41,790,0.03975,0.07177
1990,Lower Saxony,No migration background,Widowed,0.09995,59,790,0.07902,0.12088
1990,Lower Saxony,Direct migration background,Married,0.60362,106,106,0.51006,0.69719
1990,Bremen,No migration background,Married,0.54332,53,53,0.40793,0.67871
1990,North Rhine-Westphalia,No migration background,Married,0.57295,1116,1774,0.54993,0.59598
1990,North Rhine-Westphalia,No migration background,Single,0.24711,442,1774,0.22703,0.26719
1990,North Rhine-Westphalia,No migration background,Divorced,0.05683,80,1774,0.04606,0.06761
1990,North Rhine-Westphalia,No migration background,Widowed,0.10737,136,1774,0.09296,0.12178
1990,North Rhine-Westphalia,Direct migration background,Married,0.66019,481,636,0.62334,0.69703
1990,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.05598,36,636,0.03810,0.07386
1990,North Rhine-Westphalia,Direct migration background,Single,0.15890,119,636,0.13046,0.18733
1990,North Rhine-Westphalia,Indirect migration background,Single,0.79000,63,63,0.68861,0.89139
1990,Hesse,No migration background,Married,0.58005,360,564,0.53928,0.62082
1990,Hesse,No migration background,Single,0.24460,159,564,0.20910,0.28011
1990,Hesse,No migration background,Widowed,0.10944,45,564,0.08365,0.13523
1990,Hesse,Direct migration background,Married,0.75096,277,320,0.70350,0.79842
1990,Hesse,Direct migration background,Single,0.10170,43,320,0.06853,0.13487
1990,"Rhineland-Palatinate, Saarland",No migration background,Married,0.57959,338,505,0.53649,0.62268
1990,"Rhineland-Palatinate, Saarland",No migration background,Single,0.20268,106,505,0.16759,0.23778
1990,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14087,61,505,0.11050,0.17124
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.68287,82,82,0.58152,0.78421
1990,Baden-Wuerttemberg,No migration background,Married,0.58678,655,1023,0.55659,0.61697
1990,Baden-Wuerttemberg,No migration background,Single,0.24810,257,1023,0.22162,0.27458
1990,Baden-Wuerttemberg,No migration background,Divorced,0.05079,38,1023,0.03733,0.06425
1990,Baden-Wuerttemberg,No migration background,Widowed,0.09968,73,1023,0.08132,0.11805
1990,Baden-Wuerttemberg,Direct migration background,Married,0.69155,508,614,0.65498,0.72811
1990,Baden-Wuerttemberg,Direct migration background,Single,0.14743,106,614,0.11937,0.17550
1990,Baden-Wuerttemberg,Indirect migration background,Single,0.72455,61,61,0.61151,0.83759
1990,Bavaria,No migration background,Married,0.55480,711,1171,0.52632,0.58328
1990,Bavaria,No migration background,Single,0.26173,317,1171,0.23654,0.28692
1990,Bavaria,No migration background,Divorced,0.05512,46,1171,0.04205,0.06820
1990,Bavaria,No migration background,Widowed,0.11108,97,1171,0.09307,0.12909
1990,Bavaria,Direct migration background,Married,0.75650,289,335,0.71047,0.80253
1990,Bavaria,Direct migration background,Single,0.14591,46,335,0.10805,0.18377
1990,Bavaria,Indirect migration background,Single,0.65925,38,38,0.50652,0.81197
1990,Berlin,No migration background,Married,0.43677,275,485,0.39258,0.48096
1990,Berlin,No migration background,Single,0.27977,124,485,0.23978,0.31976
1990,Berlin,No migration background,Divorced,0.12116,51,485,0.09208,0.15023
1990,Berlin,No migration background,Widowed,0.13307,35,485,0.10281,0.16333
1990,Berlin,Direct migration background,Married,0.65386,81,81,0.54961,0.75811
1990,Brandenburg,No migration background,Married,0.61763,484,702,0.58166,0.65361
1990,Brandenburg,No migration background,Single,0.21670,138,702,0.18620,0.24720
1990,Brandenburg,No migration background,Divorced,0.08192,46,702,0.06162,0.10222
1990,Brandenburg,No migration background,Widowed,0.07743,34,702,0.05764,0.09721
1990,Mecklenburg-Western Pomerania,No migration background,Married,0.61195,329,439,0.56631,0.65759
1990,Mecklenburg-Western Pomerania,No migration background,Single,0.23454,110,439,0.19486,0.27422
1990,Saxony,No migration background,Married,0.65727,921,1285,0.63131,0.68324
1990,Saxony,No migration background,Single,0.16337,203,1285,0.14315,0.18360
1990,Saxony,No migration background,Divorced,0.05944,68,1285,0.04651,0.07238
1990,Saxony,No migration background,Widowed,0.11137,93,1285,0.09416,0.12858
1990,Saxony,Direct migration background,Married,0.79283,34,34,0.65455,0.93111
1990,Saxony-Anhalt,No migration background,Married,0.62101,538,773,0.58679,0.65524
1990,Saxony-Anhalt,No migration background,Single,0.16833,128,773,0.14194,0.19473
1990,Saxony-Anhalt,No migration background,Divorced,0.10150,57,773,0.08020,0.12280
1990,Saxony-Anhalt,No migration background,Widowed,0.10252,50,773,0.08112,0.12392
1990,Thuringa,No migration background,Married,0.65097,505,716,0.61603,0.68591
1990,Thuringa,No migration background,Single,0.18992,124,716,0.16117,0.21868
1990,Thuringa,No migration background,Divorced,0.07853,48,716,0.05881,0.09825
