year,regtyp,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Rural regions,female,Divorced,0.05808,133,2307,0.04853,0.06763
1992,Rural regions,female,Widowed,0.13790,239,2307,0.12382,0.15197
1993,Urban regions,male,Married,0.50112,2721,4196,0.48599,0.51625
1993,Urban regions,male,"Married, living apart",0.02142,103,4196,0.01704,0.02580
1993,Urban regions,male,Single,0.21921,1124,4196,0.20669,0.23173
1993,Urban regions,male,Divorced,0.04321,159,4196,0.03706,0.04937
1993,Urban regions,male,Widowed,0.02889,89,4196,0.02382,0.03396
1993,Urban regions,female,Married,0.45486,2735,4411,0.44017,0.46956
1993,Urban regions,female,"Married, living apart",0.01783,97,4411,0.01392,0.02173
1993,Urban regions,female,Single,0.15836,872,4411,0.14759,0.16914
1993,Urban regions,female,Divorced,0.06826,284,4411,0.06081,0.07570
1993,Urban regions,female,Widowed,0.13849,423,4411,0.12829,0.14868
1993,Rural regions,male,Married,0.52231,1457,2169,0.50129,0.54334
1993,Rural regions,male,"Married, living apart",0.01281,34,2169,0.00808,0.01755
1993,Rural regions,male,Single,0.20843,544,2169,0.19133,0.22553
1993,Rural regions,male,Divorced,0.04481,82,2169,0.03610,0.05352
1993,Rural regions,male,Widowed,0.02783,52,2169,0.02090,0.03475
1993,Rural regions,female,Married,0.46710,1469,2325,0.44682,0.48739
1993,Rural regions,female,"Married, living apart",0.01307,39,2325,0.00846,0.01769
1993,Rural regions,female,Single,0.13438,425,2325,0.12051,0.14824
1993,Rural regions,female,Divorced,0.05874,134,2325,0.04918,0.06830
1993,Rural regions,female,Widowed,0.14552,258,2325,0.13118,0.15985
1994,Urban regions,male,Married,0.50242,2654,4091,0.48710,0.51775
1994,Urban regions,male,"Married, living apart",0.02181,106,4091,0.01734,0.02629
1994,Urban regions,male,Single,0.21249,1083,4091,0.19995,0.22503
1994,Urban regions,male,Divorced,0.04403,158,4091,0.03774,0.05031
1994,Urban regions,male,Widowed,0.03110,90,4091,0.02578,0.03642
1994,Urban regions,female,Married,0.45263,2688,4389,0.43790,0.46736
1994,Urban regions,female,"Married, living apart",0.01933,94,4389,0.01526,0.02341
1994,Urban regions,female,Single,0.16242,894,4389,0.15151,0.17333
1994,Urban regions,female,Divorced,0.06883,290,4389,0.06134,0.07632
1994,Urban regions,female,Widowed,0.13695,423,4389,0.12677,0.14712
1994,Rural regions,male,Married,0.51994,1421,2124,0.49869,0.54120
1994,Rural regions,male,"Married, living apart",0.01406,40,2124,0.00905,0.01906
1994,Rural regions,male,Single,0.20304,530,2124,0.18593,0.22015
1994,Rural regions,male,Divorced,0.04480,85,2124,0.03600,0.05360
1994,Rural regions,male,Widowed,0.02703,48,2124,0.02013,0.03392
1994,Rural regions,female,Married,0.46898,1433,2269,0.44845,0.48952
1994,Rural regions,female,"Married, living apart",0.01203,33,2269,0.00754,0.01651
1994,Rural regions,female,Single,0.13095,424,2269,0.11707,0.14484
1994,Rural regions,female,Divorced,0.06149,133,2269,0.05161,0.07138
1994,Rural regions,female,Widowed,0.14452,246,2269,0.13005,0.15899
1995,Urban regions,male,Married,0.50484,2737,4203,0.48972,0.51995
1995,Urban regions,male,"Married, living apart",0.01883,99,4203,0.01472,0.02294
1995,Urban regions,male,Single,0.21181,1107,4203,0.19946,0.22417
1995,Urban regions,male,Divorced,0.04610,169,4203,0.03976,0.05244
1995,Urban regions,male,Widowed,0.02942,91,4203,0.02431,0.03453
1995,Urban regions,female,Married,0.44941,2769,4533,0.43493,0.46390
1995,Urban regions,female,"Married, living apart",0.01657,95,4533,0.01285,0.02029
1995,Urban regions,female,Single,0.16530,938,4533,0.15448,0.17611
1995,Urban regions,female,Divorced,0.07117,304,4533,0.06368,0.07865
1995,Urban regions,female,Widowed,0.13870,427,4533,0.12864,0.14876
1995,Rural regions,male,Married,0.51601,1461,2181,0.49503,0.53699
1995,Rural regions,male,Single,0.20389,568,2181,0.18697,0.22080
1995,Rural regions,male,Divorced,0.04755,100,2181,0.03861,0.05648
1995,Rural regions,male,Widowed,0.02905,52,2181,0.02200,0.03610
1995,Rural regions,female,Married,0.46798,1478,2341,0.44776,0.48819
1995,Rural regions,female,"Married, living apart",0.01043,32,2341,0.00631,0.01454
1995,Rural regions,female,Single,0.12394,432,2341,0.11058,0.13729
1995,Rural regions,female,Divorced,0.06906,157,2341,0.05879,0.07934
1995,Rural regions,female,Widowed,0.14176,242,2341,0.12763,0.15590
1996,Urban regions,male,Married,0.50424,2650,4104,0.48894,0.51954
1996,Urban regions,male,"Married, living apart",0.02283,111,4104,0.01826,0.02740
1996,Urban regions,male,Single,0.21179,1100,4104,0.19929,0.22430
1996,Urban regions,male,Divorced,0.04655,164,4104,0.04011,0.05300
1996,Urban regions,male,Widowed,0.02560,79,4104,0.02077,0.03043
1996,Urban regions,female,Married,0.44764,2701,4439,0.43301,0.46227
1996,Urban regions,female,"Married, living apart",0.01829,105,4439,0.01435,0.02223
1996,Urban regions,female,Single,0.16753,930,4439,0.15655,0.17852
1996,Urban regions,female,Divorced,0.06950,285,4439,0.06202,0.07698
1996,Urban regions,female,Widowed,0.13712,418,4439,0.12700,0.14724
1996,Rural regions,male,Married,0.50830,1415,2189,0.48735,0.52925
1996,Rural regions,male,"Married, living apart",0.01519,35,2189,0.01007,0.02032
1996,Rural regions,male,Single,0.21154,585,2189,0.19443,0.22865
1996,Rural regions,male,Divorced,0.04618,101,2189,0.03738,0.05497
1996,Rural regions,male,Widowed,0.02917,53,2189,0.02212,0.03622
1996,Rural regions,female,Married,0.45810,1433,2316,0.43780,0.47840
1996,Rural regions,female,"Married, living apart",0.01073,36,2316,0.00653,0.01492
1996,Rural regions,female,Single,0.13623,448,2316,0.12225,0.15020
1996,Rural regions,female,Divorced,0.06645,152,2316,0.05630,0.07659
1996,Rural regions,female,Widowed,0.14992,247,2316,0.13538,0.16447
1997,Urban regions,male,Married,0.50072,2577,4056,0.48533,0.51611
1997,Urban regions,male,"Married, living apart",0.02323,111,4056,0.01860,0.02787
1997,Urban regions,male,Single,0.21266,1113,4056,0.20007,0.22526
1997,Urban regions,male,Divorced,0.05125,182,4056,0.04446,0.05803
1997,Urban regions,male,Widowed,0.02552,73,4056,0.02067,0.03037
1997,Urban regions,female,Married,0.43944,2610,4333,0.42466,0.45422
1997,Urban regions,female,"Married, living apart",0.02452,117,4333,0.01992,0.02913
1997,Urban regions,female,Single,0.17186,915,4333,0.16062,0.18309
1997,Urban regions,female,Divorced,0.06917,276,4333,0.06162,0.07673
1997,Urban regions,female,Widowed,0.13694,415,4333,0.12670,0.14717
1997,Rural regions,male,Married,0.51060,1385,2152,0.48948,0.53173
1997,Rural regions,male,"Married, living apart",0.01715,36,2152,0.01166,0.02263
1997,Rural regions,male,Single,0.21067,579,2152,0.19343,0.22790
1997,Rural regions,male,Divorced,0.04537,101,2152,0.03657,0.05416
1997,Rural regions,male,Widowed,0.02786,51,2152,0.02090,0.03481
1997,Rural regions,female,Married,0.44864,1402,2286,0.42825,0.46903
1997,Rural regions,female,"Married, living apart",0.01483,44,2286,0.00987,0.01978
1997,Rural regions,female,Single,0.13506,440,2286,0.12105,0.14907
1997,Rural regions,female,Divorced,0.07662,160,2286,0.06572,0.08753
1997,Rural regions,female,Widowed,0.14397,240,2286,0.12958,0.15837
1998,Urban regions,male,Married,0.49805,2812,4474,0.48340,0.51271
1998,Urban regions,male,"Married, living apart",0.02456,120,4474,0.02003,0.02910
1998,Urban regions,male,Single,0.22018,1235,4474,0.20803,0.23232
1998,Urban regions,male,Divorced,0.04968,214,4474,0.04332,0.05605
1998,Urban regions,male,Widowed,0.02804,93,4474,0.02320,0.03288
1998,Urban regions,female,Married,0.43792,2855,4814,0.42390,0.45194
1998,Urban regions,female,"Married, living apart",0.02487,132,4814,0.02047,0.02928
1998,Urban regions,female,Single,0.17087,1011,4814,0.16024,0.18151
1998,Urban regions,female,Divorced,0.07560,344,4814,0.06813,0.08306
1998,Urban regions,female,Widowed,0.13219,472,4814,0.12262,0.14176
1998,Rural regions,male,Married,0.51853,1551,2414,0.49860,0.53847
1998,Rural regions,male,"Married, living apart",0.01195,31,2414,0.00761,0.01628
1998,Rural regions,male,Single,0.20613,656,2414,0.18998,0.22227
1998,Rural regions,male,Divorced,0.04331,116,2414,0.03519,0.05143
1998,Rural regions,male,Widowed,0.02980,60,2414,0.02301,0.03658
1998,Rural regions,female,Married,0.46388,1570,2535,0.44446,0.48330
1998,Rural regions,female,"Married, living apart",0.01554,47,2535,0.01072,0.02036
1998,Rural regions,female,Single,0.14027,493,2535,0.12675,0.15380
1998,Rural regions,female,Divorced,0.06774,168,2535,0.05795,0.07752
1998,Rural regions,female,Widowed,0.13242,257,2535,0.11922,0.14562
1999,Urban regions,male,Married,0.49298,2674,4291,0.47802,0.50794
1999,Urban regions,male,"Married, living apart",0.02218,104,4291,0.01777,0.02659
1999,Urban regions,male,Single,0.22438,1191,4291,0.21189,0.23686
1999,Urban regions,male,Divorced,0.05681,234,4291,0.04988,0.06373
1999,Urban regions,male,Widowed,0.02792,88,4291,0.02299,0.03285
1999,Urban regions,female,Married,0.43365,2707,4603,0.41933,0.44797
1999,Urban regions,female,"Married, living apart",0.02450,129,4603,0.02004,0.02897
1999,Urban regions,female,Single,0.17406,994,4603,0.16310,0.18501
1999,Urban regions,female,Divorced,0.07647,332,4603,0.06879,0.08415
1999,Urban regions,female,Widowed,0.13136,441,4603,0.12160,0.14112
1999,Rural regions,male,Married,0.51133,1461,2318,0.49098,0.53168
1999,Rural regions,male,"Married, living apart",0.01488,39,2318,0.00995,0.01981
1999,Rural regions,male,Single,0.20770,634,2318,0.19119,0.22422
1999,Rural regions,male,Divorced,0.04747,120,2318,0.03881,0.05612
1999,Rural regions,male,Widowed,0.03020,64,2318,0.02323,0.03717
1999,Rural regions,female,Married,0.45210,1478,2462,0.43244,0.47177
1999,Rural regions,female,"Married, living apart",0.01558,47,2462,0.01069,0.02047
1999,Rural regions,female,Single,0.14753,511,2462,0.13352,0.16155
1999,Rural regions,female,Divorced,0.07663,182,2462,0.06612,0.08714
1999,Rural regions,female,Widowed,0.13307,244,2462,0.11965,0.14649
2000,Urban regions,male,Married,0.49801,4840,7533,0.48672,0.50931
2000,Urban regions,male,"Married, living apart",0.01976,167,7533,0.01661,0.02290
2000,Urban regions,male,Single,0.22137,1946,7533,0.21199,0.23074
2000,Urban regions,male,Divorced,0.05066,392,7533,0.04571,0.05561
2000,Urban regions,male,Widowed,0.02884,188,7533,0.02506,0.03262
2000,Urban regions,female,Married,0.45306,4897,8214,0.44229,0.46382
2000,Urban regions,female,"Married, living apart",0.02031,197,8214,0.01726,0.02337
2000,Urban regions,female,Single,0.17157,1688,8214,0.16342,0.17973
2000,Urban regions,female,Divorced,0.07135,596,8214,0.06579,0.07692
2000,Urban regions,female,Widowed,0.12288,836,8214,0.11578,0.12998
2000,Rural regions,male,Married,0.50755,2607,4048,0.49214,0.52295
2000,Rural regions,male,"Married, living apart",0.01374,65,4048,0.01016,0.01733
2000,Rural regions,male,Single,0.21367,1046,4048,0.20104,0.22629
2000,Rural regions,male,Divorced,0.04789,208,4048,0.04131,0.05446
2000,Rural regions,male,Widowed,0.03357,122,4048,0.02802,0.03912
2000,Rural regions,female,Married,0.46896,2631,4310,0.45406,0.48386
2000,Rural regions,female,"Married, living apart",0.01328,72,4310,0.00986,0.01670
2000,Rural regions,female,Single,0.15426,861,4310,0.14347,0.16504
2000,Rural regions,female,Divorced,0.07042,304,4310,0.06278,0.07806
2000,Rural regions,female,Widowed,0.12444,442,4310,0.11458,0.13429
2001,Urban regions,male,Married,0.48838,4360,6838,0.47653,0.50023
2001,Urban regions,male,"Married, living apart",0.02022,159,6838,0.01689,0.02356
2001,Urban regions,male,Single,0.22763,1783,6838,0.21769,0.23757
2001,Urban regions,male,Divorced,0.05373,362,6838,0.04838,0.05907
2001,Urban regions,male,Widowed,0.02755,174,6838,0.02367,0.03143
2001,Urban regions,female,Married,0.44382,4410,7498,0.43258,0.45507
2001,Urban regions,female,"Married, living apart",0.02050,178,7498,0.01729,0.02370
2001,Urban regions,female,Single,0.17761,1594,7498,0.16896,0.18626
2001,Urban regions,female,Divorced,0.07719,578,7498,0.07115,0.08323
2001,Urban regions,female,Widowed,0.12019,738,7498,0.11283,0.12755
2001,Rural regions,male,Married,0.50747,2350,3687,0.49133,0.52361
2001,Rural regions,male,"Married, living apart",0.01641,67,3687,0.01231,0.02051
2001,Rural regions,male,Single,0.21783,956,3687,0.20451,0.23116
2001,Rural regions,male,Divorced,0.04917,192,3687,0.04219,0.05615
2001,Rural regions,male,Widowed,0.03761,122,3687,0.03147,0.04375
2001,Rural regions,female,Married,0.46522,2371,3898,0.44956,0.48088
2001,Rural regions,female,"Married, living apart",0.01526,71,3898,0.01141,0.01911
2001,Rural regions,female,Single,0.15446,782,3898,0.14312,0.16581
2001,Rural regions,female,Divorced,0.07319,279,3898,0.06502,0.08137
2001,Rural regions,female,Widowed,0.12331,395,3898,0.11298,0.13363
2002,Urban regions,male,Married,0.49151,4749,7367,0.48010,0.50293
2002,Urban regions,male,"Married, living apart",0.01986,163,7367,0.01668,0.02305
2002,Urban regions,male,Single,0.22573,1869,7367,0.21619,0.23528
2002,Urban regions,male,Divorced,0.05573,406,7367,0.05049,0.06097
2002,Urban regions,male,Widowed,0.02772,180,7367,0.02397,0.03147
2002,Urban regions,female,Married,0.44441,4783,7936,0.43347,0.45534
2002,Urban regions,female,"Married, living apart",0.01974,164,7936,0.01668,0.02281
2002,Urban regions,female,Single,0.17815,1682,7936,0.16973,0.18657
2002,Urban regions,female,Divorced,0.07908,589,7936,0.07314,0.08502
2002,Urban regions,female,Widowed,0.12017,718,7936,0.11302,0.12732
2002,Rural regions,male,Married,0.49429,2367,3760,0.47831,0.51027
2002,Rural regions,male,"Married, living apart",0.01651,78,3760,0.01244,0.02059
2002,Rural regions,male,Single,0.22799,993,3760,0.21458,0.24141
2002,Rural regions,male,Divorced,0.05414,204,3760,0.04690,0.06137
2002,Rural regions,male,Widowed,0.03367,118,3760,0.02790,0.03943
2002,Rural regions,female,Married,0.45434,2392,3963,0.43884,0.46985
2002,Rural regions,female,"Married, living apart",0.01553,73,3963,0.01168,0.01938
2002,Rural regions,female,Single,0.16674,821,3963,0.15513,0.17834
2002,Rural regions,female,Divorced,0.07611,287,3963,0.06786,0.08437
2002,Rural regions,female,Widowed,0.12256,390,3963,0.11235,0.13277
2003,Urban regions,male,Married,0.47938,4476,7089,0.46775,0.49101
2003,Urban regions,male,"Married, living apart",0.02319,183,7089,0.01969,0.02670
2003,Urban regions,male,Single,0.23441,1851,7089,0.22455,0.24428
2003,Urban regions,male,Divorced,0.05861,398,7089,0.05314,0.06408
2003,Urban regions,male,Widowed,0.02786,181,7089,0.02403,0.03169
2003,Urban regions,female,Married,0.43780,4536,7675,0.42670,0.44890
2003,Urban regions,female,"Married, living apart",0.01998,171,7675,0.01685,0.02311
2003,Urban regions,female,Single,0.18153,1682,7675,0.17291,0.19016
2003,Urban regions,female,Divorced,0.08241,585,7675,0.07626,0.08857
2003,Urban regions,female,Widowed,0.11812,701,7675,0.11090,0.12534
2003,Rural regions,male,Married,0.49059,2232,3588,0.47423,0.50695
2003,Rural regions,male,"Married, living apart",0.01647,72,3588,0.01231,0.02064
2003,Rural regions,male,Single,0.22892,953,3588,0.21517,0.24267
2003,Rural regions,male,Divorced,0.05621,212,3588,0.04867,0.06375
2003,Rural regions,male,Widowed,0.03633,119,3588,0.03021,0.04246
2003,Rural regions,female,Married,0.45431,2254,3814,0.43850,0.47011
2003,Rural regions,female,"Married, living apart",0.01543,79,3814,0.01152,0.01934
2003,Rural regions,female,Single,0.17276,828,3814,0.16076,0.18476
2003,Rural regions,female,Divorced,0.07359,269,3814,0.06530,0.08188
2003,Rural regions,female,Widowed,0.12546,384,3814,0.11494,0.13597
2004,Urban regions,male,Married,0.47476,4311,6879,0.46296,0.48656
2004,Urban regions,male,"Married, living apart",0.02467,174,6879,0.02100,0.02833
2004,Urban regions,male,Single,0.24090,1835,6879,0.23080,0.25101
2004,Urban regions,male,Divorced,0.06087,396,6879,0.05522,0.06652
2004,Urban regions,male,Widowed,0.02500,163,6879,0.02131,0.02869
2004,Urban regions,female,Married,0.43117,4378,7497,0.41996,0.44238
2004,Urban regions,female,"Married, living apart",0.01956,167,7497,0.01643,0.02270
2004,Urban regions,female,Single,0.18662,1681,7497,0.17780,0.19544
2004,Urban regions,female,Divorced,0.08782,593,7497,0.08141,0.09423
2004,Urban regions,female,Widowed,0.11757,678,7497,0.11028,0.12486
2004,Rural regions,male,Married,0.48836,2142,3501,0.47180,0.50492
2004,Rural regions,male,"Married, living apart",0.01798,70,3501,0.01358,0.02238
2004,Rural regions,male,Single,0.24014,963,3501,0.22599,0.25429
2004,Rural regions,male,Divorced,0.05565,209,3501,0.04805,0.06324
2004,Rural regions,male,Widowed,0.03499,117,3501,0.02890,0.04107
2004,Rural regions,female,Married,0.44746,2184,3735,0.43151,0.46341
2004,Rural regions,female,"Married, living apart",0.01746,74,3735,0.01326,0.02166
2004,Rural regions,female,Single,0.18227,828,3735,0.16989,0.19465
2004,Rural regions,female,Divorced,0.07374,271,3735,0.06535,0.08212
2004,Rural regions,female,Widowed,0.12517,378,3735,0.11455,0.13578
2005,Urban regions,male,Married,0.46592,4066,6572,0.45386,0.47798
2005,Urban regions,male,"Married, living apart",0.02369,164,6572,0.02001,0.02737
2005,Urban regions,male,Single,0.25682,1797,6572,0.24626,0.26738
2005,Urban regions,male,Divorced,0.05931,377,6572,0.05360,0.06502
2005,Urban regions,male,Widowed,0.02562,168,6572,0.02180,0.02944
2005,Urban regions,female,Married,0.42651,4125,7211,0.41509,0.43793
2005,Urban regions,female,"Married, living apart",0.02211,181,7211,0.01871,0.02550
2005,Urban regions,female,Single,0.19794,1663,7211,0.18874,0.20713
2005,Urban regions,female,Divorced,0.09126,586,7211,0.08461,0.09790
2005,Urban regions,female,Widowed,0.11222,656,7211,0.10494,0.11951
2005,Rural regions,male,Married,0.48197,2034,3327,0.46499,0.49895
2005,Rural regions,male,"Married, living apart",0.01745,65,3327,0.01300,0.02190
2005,Rural regions,male,Single,0.24850,906,3327,0.23381,0.26319
2005,Rural regions,male,Divorced,0.05854,209,3327,0.05056,0.06652
