year,quintil_oecd,regtyp,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,3rd Quintile,Urban regions,Married,0.58537,1112,1700,0.56194,0.60880
1985,3rd Quintile,Urban regions,Single,0.26137,434,1700,0.24048,0.28226
1985,3rd Quintile,Urban regions,Divorced,0.04416,63,1700,0.03439,0.05393
1985,3rd Quintile,Urban regions,Widowed,0.09552,91,1700,0.08154,0.10950
1985,3rd Quintile,Rural regions,Married,0.61974,315,467,0.57567,0.66382
1985,3rd Quintile,Rural regions,Single,0.23701,114,467,0.19840,0.27562
1985,3rd Quintile,Rural regions,Widowed,0.11642,38,467,0.08730,0.14554
1985,4th Quintile,Urban regions,Married,0.57684,1138,1810,0.55407,0.59961
1985,4th Quintile,Urban regions,"Married, living apart",0.01590,34,1810,0.01013,0.02166
1985,4th Quintile,Urban regions,Single,0.27225,466,1810,0.25174,0.29276
1985,4th Quintile,Urban regions,Divorced,0.04611,71,1810,0.03645,0.05578
1985,4th Quintile,Urban regions,Widowed,0.08890,101,1810,0.07578,0.10201
1985,4th Quintile,Rural regions,Married,0.66734,276,389,0.62046,0.71423
1985,4th Quintile,Rural regions,Single,0.20517,82,389,0.16499,0.24535
1985,4th Quintile,Rural regions,Widowed,0.10183,31,389,0.07174,0.13192
1985,5th Quintile,Urban regions,Married,0.63955,1181,1711,0.61679,0.66231
1985,5th Quintile,Urban regions,Single,0.21676,371,1711,0.19723,0.23629
1985,5th Quintile,Urban regions,Divorced,0.04820,66,1711,0.03805,0.05836
1985,5th Quintile,Urban regions,Widowed,0.07895,93,1711,0.06617,0.09173
1985,5th Quintile,Rural regions,Married,0.62099,283,392,0.57290,0.66907
1985,5th Quintile,Rural regions,Single,0.24328,109,392,0.20075,0.28581
1986,1st Quintile,Urban regions,Married,0.47236,960,1626,0.44809,0.49664
1986,1st Quintile,Urban regions,"Married, living apart",0.02895,45,1626,0.02080,0.03711
1986,1st Quintile,Urban regions,Single,0.24689,403,1626,0.22592,0.26786
1986,1st Quintile,Urban regions,Divorced,0.06449,77,1626,0.05255,0.07644
1986,1st Quintile,Urban regions,Widowed,0.18730,141,1626,0.16833,0.20627
1986,1st Quintile,Rural regions,Married,0.52385,276,422,0.47614,0.57156
1986,1st Quintile,Rural regions,Single,0.24388,102,422,0.20286,0.28490
1986,1st Quintile,Rural regions,Widowed,0.16862,44,422,0.13286,0.20439
1986,2nd Quintile,Urban regions,Married,0.61742,1088,1570,0.59337,0.64147
1986,2nd Quintile,Urban regions,Single,0.19568,342,1570,0.17605,0.21531
1986,2nd Quintile,Urban regions,Divorced,0.03415,38,1570,0.02516,0.04314
1986,2nd Quintile,Urban regions,Widowed,0.14144,102,1570,0.12419,0.15868
1986,2nd Quintile,Rural regions,Married,0.62257,338,476,0.57897,0.66616
1986,2nd Quintile,Rural regions,Single,0.21548,106,476,0.17850,0.25245
1986,2nd Quintile,Rural regions,Widowed,0.10933,32,476,0.08127,0.13739
1986,3rd Quintile,Urban regions,Married,0.56860,1019,1644,0.54465,0.59255
1986,3rd Quintile,Urban regions,"Married, living apart",0.01823,43,1644,0.01176,0.02470
1986,3rd Quintile,Urban regions,Single,0.24940,417,1644,0.22847,0.27032
1986,3rd Quintile,Urban regions,Divorced,0.05675,69,1644,0.04556,0.06793
1986,3rd Quintile,Urban regions,Widowed,0.10702,96,1644,0.09207,0.12197
1986,3rd Quintile,Rural regions,Married,0.63552,301,448,0.59090,0.68013
1986,3rd Quintile,Rural regions,Single,0.23746,112,448,0.19801,0.27691
1986,3rd Quintile,Rural regions,Widowed,0.11183,35,448,0.08261,0.14105
1986,4th Quintile,Urban regions,Married,0.57131,1098,1785,0.54834,0.59427
1986,4th Quintile,Urban regions,"Married, living apart",0.02380,48,1785,0.01673,0.03087
1986,4th Quintile,Urban regions,Single,0.27784,481,1785,0.25705,0.29863
1986,4th Quintile,Urban regions,Divorced,0.04926,76,1785,0.03922,0.05930
1986,4th Quintile,Urban regions,Widowed,0.07779,82,1785,0.06536,0.09022
1986,4th Quintile,Rural regions,Married,0.61708,277,380,0.56815,0.66602
1986,4th Quintile,Rural regions,Single,0.23065,103,380,0.18824,0.27306
1986,5th Quintile,Urban regions,Married,0.63484,1131,1692,0.61189,0.65779
1986,5th Quintile,Urban regions,"Married, living apart",0.02495,41,1692,0.01751,0.03238
1986,5th Quintile,Urban regions,Single,0.22850,382,1692,0.20848,0.24851
1986,5th Quintile,Urban regions,Divorced,0.04187,62,1692,0.03232,0.05141
1986,5th Quintile,Urban regions,Widowed,0.06985,76,1692,0.05771,0.08200
1986,5th Quintile,Rural regions,Married,0.61308,251,356,0.56242,0.66375
1986,5th Quintile,Rural regions,Single,0.25613,105,356,0.21072,0.30153
1987,1st Quintile,Urban regions,Married,0.45683,897,1564,0.43213,0.48152
1987,1st Quintile,Urban regions,"Married, living apart",0.02186,36,1564,0.01461,0.02911
1987,1st Quintile,Urban regions,Single,0.22621,385,1564,0.20547,0.24695
1987,1st Quintile,Urban regions,Divorced,0.08898,95,1564,0.07486,0.10309
1987,1st Quintile,Urban regions,Widowed,0.20613,151,1564,0.18607,0.22618
1987,1st Quintile,Rural regions,Married,0.55316,295,441,0.50671,0.59962
1987,1st Quintile,Rural regions,Single,0.22224,104,441,0.18339,0.26108
1987,1st Quintile,Rural regions,Widowed,0.14860,42,441,0.11536,0.18184
1987,2nd Quintile,Urban regions,Married,0.60199,1064,1577,0.57782,0.62615
1987,2nd Quintile,Urban regions,Single,0.19893,348,1577,0.17922,0.21864
1987,2nd Quintile,Urban regions,Divorced,0.04892,54,1577,0.03827,0.05956
1987,2nd Quintile,Urban regions,Widowed,0.14091,111,1577,0.12373,0.15809
1987,2nd Quintile,Rural regions,Married,0.62322,305,446,0.57819,0.66824
1987,2nd Quintile,Rural regions,Single,0.21615,106,446,0.17791,0.25439
1987,2nd Quintile,Rural regions,Widowed,0.11605,35,446,0.08629,0.14581
1987,3rd Quintile,Urban regions,Married,0.58528,1039,1632,0.56137,0.60920
1987,3rd Quintile,Urban regions,"Married, living apart",0.02244,40,1632,0.01525,0.02963
1987,3rd Quintile,Urban regions,Single,0.24394,404,1632,0.22310,0.26478
1987,3rd Quintile,Urban regions,Divorced,0.03476,49,1632,0.02587,0.04365
1987,3rd Quintile,Urban regions,Widowed,0.11358,100,1632,0.09818,0.12898
1987,3rd Quintile,Rural regions,Married,0.60948,298,450,0.56435,0.65461
1987,3rd Quintile,Rural regions,Single,0.22873,113,450,0.18988,0.26758
1987,3rd Quintile,Rural regions,Widowed,0.12116,39,450,0.09097,0.15134
1987,4th Quintile,Urban regions,Married,0.60563,1096,1733,0.58261,0.62864
1987,4th Quintile,Urban regions,"Married, living apart",0.01481,40,1733,0.00912,0.02050
1987,4th Quintile,Urban regions,Single,0.26114,452,1733,0.24046,0.28183
1987,4th Quintile,Urban regions,Divorced,0.05311,79,1733,0.04255,0.06368
1987,4th Quintile,Urban regions,Widowed,0.06531,66,1733,0.05367,0.07694
1987,4th Quintile,Rural regions,Married,0.68903,286,385,0.64273,0.73533
1987,4th Quintile,Rural regions,Single,0.20654,99,385,0.16605,0.24703
1987,5th Quintile,Urban regions,Married,0.60859,1103,1711,0.58546,0.63173
1987,5th Quintile,Urban regions,"Married, living apart",0.02626,48,1711,0.01868,0.03384
1987,5th Quintile,Urban regions,Single,0.24450,408,1711,0.22413,0.26487
1987,5th Quintile,Urban regions,Divorced,0.05020,71,1711,0.03985,0.06055
1987,5th Quintile,Urban regions,Widowed,0.07044,81,1711,0.05832,0.08257
1987,5th Quintile,Rural regions,Married,0.60704,244,343,0.55527,0.65880
1987,5th Quintile,Rural regions,Single,0.26019,99,343,0.21369,0.30669
1988,1st Quintile,Urban regions,Married,0.47969,916,1537,0.45470,0.50467
1988,1st Quintile,Urban regions,"Married, living apart",0.02666,38,1537,0.01860,0.03472
1988,1st Quintile,Urban regions,Single,0.23181,365,1537,0.21071,0.25291
1988,1st Quintile,Urban regions,Divorced,0.09263,94,1537,0.07813,0.10712
1988,1st Quintile,Urban regions,Widowed,0.16922,124,1537,0.15046,0.18797
1988,1st Quintile,Rural regions,Married,0.56290,282,406,0.51459,0.61121
1988,1st Quintile,Rural regions,Single,0.19224,84,406,0.15387,0.23062
1988,1st Quintile,Rural regions,Widowed,0.15313,40,406,0.11806,0.18821
1988,2nd Quintile,Urban regions,Married,0.58483,1033,1565,0.56041,0.60925
1988,2nd Quintile,Urban regions,"Married, living apart",0.01850,33,1565,0.01182,0.02518
1988,2nd Quintile,Urban regions,Single,0.18472,324,1565,0.16549,0.20395
1988,2nd Quintile,Urban regions,Divorced,0.04789,52,1565,0.03730,0.05847
1988,2nd Quintile,Urban regions,Widowed,0.16407,123,1565,0.14572,0.18243
1988,2nd Quintile,Rural regions,Married,0.66120,290,405,0.61505,0.70736
1988,2nd Quintile,Rural regions,Single,0.17919,81,405,0.14179,0.21659
1988,2nd Quintile,Rural regions,Widowed,0.13071,34,405,0.09784,0.16358
1988,3rd Quintile,Urban regions,Married,0.57165,981,1578,0.54723,0.59607
1988,3rd Quintile,Urban regions,"Married, living apart",0.02482,48,1578,0.01714,0.03249
1988,3rd Quintile,Urban regions,Single,0.26542,412,1578,0.24363,0.28721
1988,3rd Quintile,Urban regions,Divorced,0.03820,47,1578,0.02874,0.04766
1988,3rd Quintile,Urban regions,Widowed,0.09991,90,1578,0.08511,0.11471
1988,3rd Quintile,Rural regions,Married,0.60557,260,379,0.55630,0.65484
1988,3rd Quintile,Rural regions,Single,0.26618,119,379,0.22162,0.31073
1988,4th Quintile,Urban regions,Married,0.59663,1027,1610,0.57266,0.62060
1988,4th Quintile,Urban regions,"Married, living apart",0.02392,43,1610,0.01646,0.03139
1988,4th Quintile,Urban regions,Single,0.24975,404,1610,0.22859,0.27090
1988,4th Quintile,Urban regions,Divorced,0.05091,62,1610,0.04017,0.06165
1988,4th Quintile,Urban regions,Widowed,0.07879,74,1610,0.06563,0.09196
1988,4th Quintile,Rural regions,Married,0.62574,295,413,0.57901,0.67247
1988,4th Quintile,Rural regions,Single,0.25867,118,413,0.21639,0.30096
1988,5th Quintile,Urban regions,Married,0.60669,1023,1611,0.58283,0.63055
1988,5th Quintile,Urban regions,"Married, living apart",0.02423,41,1611,0.01672,0.03174
1988,5th Quintile,Urban regions,Single,0.24936,394,1611,0.22823,0.27050
1988,5th Quintile,Urban regions,Divorced,0.05372,77,1611,0.04271,0.06474
1988,5th Quintile,Urban regions,Widowed,0.06599,76,1611,0.05386,0.07812
1988,5th Quintile,Rural regions,Married,0.61887,211,296,0.56345,0.67429
1988,5th Quintile,Rural regions,Single,0.24965,85,296,0.20026,0.29904
1989,1st Quintile,Urban regions,Married,0.45546,901,1545,0.43062,0.48031
1989,1st Quintile,Urban regions,"Married, living apart",0.02261,36,1545,0.01519,0.03002
1989,1st Quintile,Urban regions,Single,0.23862,381,1545,0.21736,0.25988
1989,1st Quintile,Urban regions,Divorced,0.08746,86,1545,0.07337,0.10155
1989,1st Quintile,Urban regions,Widowed,0.19585,141,1545,0.17605,0.21565
1989,1st Quintile,Rural regions,Married,0.53253,243,359,0.48085,0.58422
1989,1st Quintile,Rural regions,Single,0.21495,81,359,0.17240,0.25750
1989,1st Quintile,Rural regions,Widowed,0.15545,35,359,0.11791,0.19298
1989,2nd Quintile,Urban regions,Married,0.56804,976,1546,0.54334,0.59274
1989,2nd Quintile,Urban regions,"Married, living apart",0.01887,33,1546,0.01209,0.02566
1989,2nd Quintile,Urban regions,Single,0.21439,364,1546,0.19393,0.23486
1989,2nd Quintile,Urban regions,Divorced,0.05549,62,1546,0.04407,0.06690
1989,2nd Quintile,Urban regions,Widowed,0.14321,111,1546,0.12574,0.16068
1989,2nd Quintile,Rural regions,Married,0.63711,282,367,0.58784,0.68637
1989,2nd Quintile,Rural regions,Single,0.19141,85,367,0.15110,0.23171
1989,3rd Quintile,Urban regions,Married,0.59764,962,1492,0.57275,0.62253
1989,3rd Quintile,Urban regions,"Married, living apart",0.02134,33,1492,0.01400,0.02867
1989,3rd Quintile,Urban regions,Single,0.23037,350,1492,0.20900,0.25174
1989,3rd Quintile,Urban regions,Divorced,0.04774,53,1492,0.03691,0.05856
1989,3rd Quintile,Urban regions,Widowed,0.10292,94,1492,0.08749,0.11834
1989,3rd Quintile,Rural regions,Married,0.64131,261,356,0.59142,0.69120
1989,3rd Quintile,Rural regions,Single,0.21034,95,356,0.16795,0.25274
1989,4th Quintile,Urban regions,Married,0.57010,968,1583,0.54571,0.59450
1989,4th Quintile,Urban regions,"Married, living apart",0.02769,43,1583,0.01961,0.03578
1989,4th Quintile,Urban regions,Single,0.27919,442,1583,0.25708,0.30130
1989,4th Quintile,Urban regions,Divorced,0.04619,60,1583,0.03585,0.05653
1989,4th Quintile,Urban regions,Widowed,0.07682,70,1583,0.06370,0.08995
1989,4th Quintile,Rural regions,Married,0.61074,269,385,0.56197,0.65951
1989,4th Quintile,Rural regions,Single,0.26870,116,385,0.22436,0.31303
1989,5th Quintile,Urban regions,Married,0.61868,982,1532,0.59435,0.64301
1989,5th Quintile,Urban regions,"Married, living apart",0.02978,44,1532,0.02127,0.03830
1989,5th Quintile,Urban regions,Single,0.22943,351,1532,0.20837,0.25049
1989,5th Quintile,Urban regions,Divorced,0.05935,83,1532,0.04751,0.07118
1989,5th Quintile,Urban regions,Widowed,0.06276,72,1532,0.05061,0.07490
1989,5th Quintile,Rural regions,Married,0.64535,215,298,0.59094,0.69976
1989,5th Quintile,Rural regions,Single,0.24550,83,298,0.19656,0.29445
1990,1st Quintile,Urban regions,Married,0.48556,897,1477,0.46006,0.51106
1990,1st Quintile,Urban regions,"Married, living apart",0.02268,36,1477,0.01508,0.03027
1990,1st Quintile,Urban regions,Single,0.22522,342,1477,0.20391,0.24653
1990,1st Quintile,Urban regions,Divorced,0.08794,80,1477,0.07349,0.10239
1990,1st Quintile,Urban regions,Widowed,0.17861,122,1477,0.15906,0.19815
1990,1st Quintile,Rural regions,Married,0.55890,275,397,0.50999,0.60780
1990,1st Quintile,Rural regions,Single,0.19429,81,397,0.15532,0.23325
1990,1st Quintile,Rural regions,Widowed,0.16001,41,397,0.12390,0.19612
1990,2nd Quintile,Urban regions,Married,0.59409,970,1488,0.56913,0.61905
1990,2nd Quintile,Urban regions,"Married, living apart",0.02339,34,1488,0.01571,0.03107
1990,2nd Quintile,Urban regions,Single,0.20995,324,1488,0.18925,0.23065
1990,2nd Quintile,Urban regions,Divorced,0.04993,56,1488,0.03886,0.06100
1990,2nd Quintile,Urban regions,Widowed,0.12264,104,1488,0.10597,0.13931
1990,2nd Quintile,Rural regions,Married,0.62076,264,359,0.57050,0.67102
1990,2nd Quintile,Rural regions,Single,0.21962,95,359,0.17673,0.26250
1990,3rd Quintile,Urban regions,Married,0.59763,996,1543,0.57315,0.62211
1990,3rd Quintile,Urban regions,"Married, living apart",0.01861,40,1543,0.01186,0.02535
1990,3rd Quintile,Urban regions,Single,0.22924,356,1543,0.20826,0.25022
1990,3rd Quintile,Urban regions,Divorced,0.05124,59,1543,0.04023,0.06224
1990,3rd Quintile,Urban regions,Widowed,0.10328,92,1543,0.08809,0.11847
1990,3rd Quintile,Rural regions,Married,0.57728,222,305,0.52175,0.63281
1990,3rd Quintile,Rural regions,Single,0.23456,83,305,0.18692,0.28219
1990,4th Quintile,Urban regions,Married,0.54809,891,1454,0.52250,0.57368
1990,4th Quintile,Urban regions,Single,0.28154,413,1454,0.25841,0.30466
1990,4th Quintile,Urban regions,Divorced,0.06937,70,1454,0.05630,0.08243
1990,4th Quintile,Urban regions,Widowed,0.08579,80,1454,0.07139,0.10019
1990,4th Quintile,Rural regions,Married,0.59240,286,417,0.54518,0.63962
1990,4th Quintile,Rural regions,Single,0.27152,131,417,0.22878,0.31426
1990,5th Quintile,Urban regions,Married,0.59804,940,1511,0.57331,0.62277
1990,5th Quintile,Urban regions,"Married, living apart",0.02387,34,1511,0.01617,0.03157
1990,5th Quintile,Urban regions,Single,0.25365,381,1511,0.23171,0.27560
1990,5th Quintile,Urban regions,Divorced,0.06199,83,1511,0.04983,0.07415
1990,5th Quintile,Urban regions,Widowed,0.06244,73,1511,0.05024,0.07465
1990,5th Quintile,Rural regions,Married,0.66631,214,284,0.61137,0.72125
1990,5th Quintile,Rural regions,Single,0.22613,70,284,0.17739,0.27487
1991,1st Quintile,Urban regions,Married,0.45682,819,1418,0.43089,0.48276
1991,1st Quintile,Urban regions,"Married, living apart",0.03325,48,1418,0.02392,0.04259
1991,1st Quintile,Urban regions,Single,0.22191,338,1418,0.20028,0.24355
1991,1st Quintile,Urban regions,Divorced,0.09359,86,1418,0.07843,0.10876
1991,1st Quintile,Urban regions,Widowed,0.19442,127,1418,0.17381,0.21502
1991,1st Quintile,Rural regions,Married,0.49878,253,385,0.44877,0.54879
1991,1st Quintile,Rural regions,Single,0.23153,93,385,0.18934,0.27372
1991,1st Quintile,Rural regions,Widowed,0.15279,39,385,0.11680,0.18878
1991,2nd Quintile,Urban regions,Married,0.58645,990,1488,0.56142,0.61148
1991,2nd Quintile,Urban regions,"Married, living apart",0.02231,32,1488,0.01481,0.02982
1991,2nd Quintile,Urban regions,Single,0.19540,307,1488,0.17525,0.21556
1991,2nd Quintile,Urban regions,Divorced,0.04851,52,1488,0.03759,0.05943
1991,2nd Quintile,Urban regions,Widowed,0.14732,107,1488,0.12931,0.16534
1991,2nd Quintile,Rural regions,Married,0.58462,260,384,0.53527,0.63398
1991,2nd Quintile,Rural regions,Single,0.21104,93,384,0.17018,0.25191
1991,2nd Quintile,Rural regions,Widowed,0.14256,31,384,0.10754,0.17757
1991,3rd Quintile,Urban regions,Married,0.60393,985,1470,0.57891,0.62894
1991,3rd Quintile,Urban regions,Single,0.22132,330,1470,0.20010,0.24255
1991,3rd Quintile,Urban regions,Divorced,0.05742,65,1470,0.04552,0.06931
1991,3rd Quintile,Urban regions,Widowed,0.10118,90,1470,0.08576,0.11660
1991,3rd Quintile,Rural regions,Married,0.64530,252,356,0.59553,0.69507
1991,3rd Quintile,Rural regions,Single,0.26177,104,356,0.21604,0.30750
1991,4th Quintile,Urban regions,Married,0.58144,906,1444,0.55599,0.60689
1991,4th Quintile,Urban regions,Single,0.25638,390,1444,0.23385,0.27891
1991,4th Quintile,Urban regions,Divorced,0.06678,75,1444,0.05390,0.07966
1991,4th Quintile,Urban regions,Widowed,0.07726,73,1444,0.06349,0.09104
1991,4th Quintile,Rural regions,Married,0.60277,293,448,0.55741,0.64813
1991,4th Quintile,Rural regions,Single,0.24406,123,448,0.20424,0.28388
1991,4th Quintile,Rural regions,Widowed,0.08504,32,448,0.05918,0.11090
1991,5th Quintile,Urban regions,Married,0.59440,967,1543,0.56989,0.61890
1991,5th Quintile,Urban regions,"Married, living apart",0.02990,43,1543,0.02140,0.03840
1991,5th Quintile,Urban regions,Single,0.25381,388,1543,0.23209,0.27553
1991,5th Quintile,Urban regions,Divorced,0.06181,79,1543,0.04979,0.07383
1991,5th Quintile,Urban regions,Widowed,0.06008,66,1543,0.04822,0.07194
1991,5th Quintile,Rural regions,Married,0.67128,200,270,0.61514,0.72742
1991,5th Quintile,Rural regions,Single,0.21742,70,270,0.16813,0.26672
1992,1st Quintile,Urban regions,Married,0.45298,788,1403,0.42693,0.47904
1992,1st Quintile,Urban regions,"Married, living apart",0.02398,36,1403,0.01598,0.03199
1992,1st Quintile,Urban regions,Single,0.22419,326,1403,0.20236,0.24602
1992,1st Quintile,Urban regions,Divorced,0.11650,113,1403,0.09970,0.13329
1992,1st Quintile,Urban regions,Widowed,0.18235,140,1403,0.16214,0.20256
1992,1st Quintile,Rural regions,Married,0.52810,821,1298,0.50093,0.55527
1992,1st Quintile,Rural regions,Single,0.20717,244,1298,0.18511,0.22922
1992,1st Quintile,Rural regions,Divorced,0.07834,91,1298,0.06371,0.09296
1992,1st Quintile,Rural regions,Widowed,0.16977,142,1298,0.14934,0.19020
1992,2nd Quintile,Urban regions,Married,0.60736,1142,1675,0.58396,0.63075
1992,2nd Quintile,Urban regions,"Married, living apart",0.02073,32,1675,0.01390,0.02755
1992,2nd Quintile,Urban regions,Single,0.18579,327,1675,0.16716,0.20443
1992,2nd Quintile,Urban regions,Divorced,0.05283,68,1675,0.04211,0.06355
1992,2nd Quintile,Urban regions,Widowed,0.13329,106,1675,0.11701,0.14957
1992,2nd Quintile,Rural regions,Married,0.63370,804,1157,0.60593,0.66148
1992,2nd Quintile,Rural regions,Single,0.20516,237,1157,0.18188,0.22844
1992,2nd Quintile,Rural regions,Divorced,0.06057,54,1157,0.04682,0.07432
1992,2nd Quintile,Rural regions,Widowed,0.09620,62,1157,0.07920,0.11320
1992,3rd Quintile,Urban regions,Married,0.57456,1132,1724,0.55121,0.59790
1992,3rd Quintile,Urban regions,Single,0.22621,393,1724,0.20646,0.24597
1992,3rd Quintile,Urban regions,Divorced,0.06284,88,1724,0.05139,0.07430
1992,3rd Quintile,Urban regions,Widowed,0.11920,111,1724,0.10390,0.13450
1992,3rd Quintile,Rural regions,Married,0.65243,616,869,0.62075,0.68411
1992,3rd Quintile,Rural regions,Single,0.20936,211,869,0.18230,0.23643
1992,3rd Quintile,Rural regions,Widowed,0.08401,42,869,0.06556,0.10247
1992,4th Quintile,Urban regions,Married,0.59584,1202,1881,0.57366,0.61802
1992,4th Quintile,Urban regions,"Married, living apart",0.01933,43,1881,0.01311,0.02556
1992,4th Quintile,Urban regions,Single,0.25245,478,1881,0.23282,0.27209
1992,4th Quintile,Urban regions,Divorced,0.05610,74,1881,0.04569,0.06650
1992,4th Quintile,Urban regions,Widowed,0.07628,84,1881,0.06428,0.08828
1992,4th Quintile,Rural regions,Married,0.62842,474,643,0.59104,0.66580
1992,4th Quintile,Rural regions,Single,0.24084,169,643,0.20777,0.27392
1992,5th Quintile,Urban regions,Married,0.61220,1255,1954,0.59059,0.63381
1992,5th Quintile,Urban regions,"Married, living apart",0.02559,40,1954,0.01858,0.03259
1992,5th Quintile,Urban regions,Single,0.23556,467,1954,0.21674,0.25438
1992,5th Quintile,Urban regions,Divorced,0.06513,108,1954,0.05418,0.07607
1992,5th Quintile,Urban regions,Widowed,0.06152,84,1954,0.05087,0.07218
1992,5th Quintile,Rural regions,Married,0.66198,292,395,0.61528,0.70869
1992,5th Quintile,Rural regions,Single,0.22543,103,395,0.18417,0.26669
1993,1st Quintile,Urban regions,Married,0.46519,814,1439,0.43941,0.49097
1993,1st Quintile,Urban regions,"Married, living apart",0.02874,42,1439,0.02011,0.03738
1993,1st Quintile,Urban regions,Single,0.24064,348,1439,0.21854,0.26273
1993,1st Quintile,Urban regions,Divorced,0.10185,108,1439,0.08621,0.11748
1993,1st Quintile,Urban regions,Widowed,0.16359,127,1439,0.14447,0.18271
1993,1st Quintile,Rural regions,Married,0.49374,676,1128,0.46455,0.52293
1993,1st Quintile,Rural regions,Single,0.20857,243,1128,0.18485,0.23229
1993,1st Quintile,Rural regions,Divorced,0.08795,82,1128,0.07142,0.10449
1993,1st Quintile,Rural regions,Widowed,0.18959,127,1128,0.16670,0.21247
1993,2nd Quintile,Urban regions,Married,0.58295,1114,1668,0.55928,0.60662
1993,2nd Quintile,Urban regions,"Married, living apart",0.02273,36,1668,0.01558,0.02988
1993,2nd Quintile,Urban regions,Single,0.19115,325,1668,0.17228,0.21003
1993,2nd Quintile,Urban regions,Divorced,0.06047,73,1668,0.04903,0.07191
1993,2nd Quintile,Urban regions,Widowed,0.14270,120,1668,0.12591,0.15949
1993,2nd Quintile,Rural regions,Married,0.63820,799,1157,0.61050,0.66590
1993,2nd Quintile,Rural regions,Single,0.18504,224,1157,0.16265,0.20742
1993,2nd Quintile,Rural regions,Divorced,0.06052,52,1157,0.04677,0.07426
1993,2nd Quintile,Rural regions,Widowed,0.10843,82,1157,0.09050,0.12635
1993,3rd Quintile,Urban regions,Married,0.60359,1113,1709,0.58039,0.62679
1993,3rd Quintile,Urban regions,"Married, living apart",0.01824,38,1709,0.01189,0.02458
1993,3rd Quintile,Urban regions,Single,0.21503,389,1709,0.19554,0.23451
1993,3rd Quintile,Urban regions,Divorced,0.05886,72,1709,0.04770,0.07003
1993,3rd Quintile,Urban regions,Widowed,0.10428,97,1709,0.08979,0.11878
1993,3rd Quintile,Rural regions,Married,0.63369,645,952,0.60307,0.66431
1993,3rd Quintile,Rural regions,Single,0.21640,224,952,0.19023,0.24257
