year,age_gr,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Widowed,0.01137,34,3268,0.00774,0.01501
1986,46-65 y.,Married,0.78175,2693,3228,0.76750,0.79600
1986,46-65 y.,"Married, living apart",0.01909,71,3228,0.01437,0.02381
1986,46-65 y.,Single,0.04614,104,3228,0.03890,0.05338
1986,46-65 y.,Divorced,0.06571,155,3228,0.05717,0.07426
1986,46-65 y.,Widowed,0.08731,205,3228,0.07757,0.09705
1986,66 and older,Married,0.42894,518,990,0.39809,0.45978
1986,66 and older,Single,0.06208,57,990,0.04704,0.07712
1986,66 and older,Widowed,0.46654,415,990,0.43545,0.49763
1987,17-29 y.,Married,0.25391,831,3004,0.23834,0.26948
1987,17-29 y.,"Married, living apart",0.01210,51,3004,0.00819,0.01602
1987,17-29 y.,Single,0.71789,2087,3004,0.70180,0.73399
1987,17-29 y.,Divorced,0.01445,35,3004,0.01018,0.01871
1987,30-45 y.,Married,0.76226,2593,3168,0.74744,0.77709
1987,30-45 y.,"Married, living apart",0.02404,82,3168,0.01871,0.02938
1987,30-45 y.,Single,0.13285,285,3168,0.12103,0.14467
1987,30-45 y.,Divorced,0.07042,176,3168,0.06150,0.07933
1987,30-45 y.,Widowed,0.01043,32,3168,0.00689,0.01397
1987,46-65 y.,Married,0.77410,2655,3208,0.75963,0.78858
1987,46-65 y.,"Married, living apart",0.02293,84,3208,0.01775,0.02811
1987,46-65 y.,Single,0.04625,95,3208,0.03898,0.05352
1987,46-65 y.,Divorced,0.07150,168,3208,0.06258,0.08042
1987,46-65 y.,Widowed,0.08522,206,3208,0.07556,0.09489
1987,66 and older,Married,0.44395,548,1061,0.41404,0.47386
1987,66 and older,Single,0.05676,54,1061,0.04283,0.07069
1987,66 and older,Divorced,0.03744,35,1061,0.02601,0.04886
1987,66 and older,Widowed,0.45599,424,1061,0.42601,0.48598
1988,17-29 y.,Married,0.24409,812,2840,0.22829,0.25989
1988,17-29 y.,"Married, living apart",0.01776,59,2840,0.01290,0.02261
1988,17-29 y.,Single,0.72360,1969,2840,0.70715,0.74005
1988,30-45 y.,Married,0.74285,2388,2952,0.72708,0.75862
1988,30-45 y.,"Married, living apart",0.02943,86,2952,0.02333,0.03553
1988,30-45 y.,Single,0.14291,279,2952,0.13028,0.15554
1988,30-45 y.,Divorced,0.07388,164,2952,0.06444,0.08332
1988,30-45 y.,Widowed,0.01092,35,2952,0.00717,0.01467
1988,46-65 y.,Married,0.77485,2576,3111,0.76017,0.78953
1988,46-65 y.,"Married, living apart",0.02677,89,3111,0.02110,0.03244
1988,46-65 y.,Single,0.04584,89,3111,0.03849,0.05319
1988,46-65 y.,Divorced,0.06938,161,3111,0.06045,0.07831
1988,46-65 y.,Widowed,0.08316,196,3111,0.07346,0.09287
1988,66 and older,Married,0.45642,542,1026,0.42593,0.48691
1988,66 and older,Single,0.05546,50,1026,0.04144,0.06947
1988,66 and older,Divorced,0.03907,35,1026,0.02721,0.05094
1988,66 and older,Widowed,0.44042,399,1026,0.41003,0.47081
1989,17-29 y.,Married,0.23933,805,2823,0.22358,0.25507
1989,17-29 y.,"Married, living apart",0.01608,48,2823,0.01144,0.02073
1989,17-29 y.,Single,0.72593,1937,2823,0.70948,0.74239
1989,17-29 y.,Divorced,0.01760,33,2823,0.01274,0.02245
1989,30-45 y.,Married,0.74371,2280,2842,0.72765,0.75976
1989,30-45 y.,"Married, living apart",0.03072,80,2842,0.02438,0.03707
1989,30-45 y.,Single,0.13597,272,2842,0.12337,0.14858
1989,30-45 y.,Divorced,0.07906,176,2842,0.06913,0.08898
1989,30-45 y.,Widowed,0.01054,34,2842,0.00679,0.01430
1989,46-65 y.,Married,0.76711,2452,2981,0.75194,0.78229
1989,46-65 y.,"Married, living apart",0.02819,86,2981,0.02225,0.03413
1989,46-65 y.,Single,0.04924,93,2981,0.04147,0.05701
1989,46-65 y.,Divorced,0.07375,162,2981,0.06437,0.08313
1989,46-65 y.,Widowed,0.08170,188,2981,0.07187,0.09154
1989,66 and older,Married,0.44996,522,1002,0.41914,0.48078
1989,66 and older,Single,0.05272,46,1002,0.03888,0.06657
1989,66 and older,Divorced,0.04022,35,1002,0.02805,0.05239
1989,66 and older,Widowed,0.44950,399,1002,0.41869,0.48032
1990,17-29 y.,Married,0.26612,1245,3852,0.25217,0.28008
1990,17-29 y.,"Married, living apart",0.01071,51,3852,0.00746,0.01396
1990,17-29 y.,Single,0.69966,2484,3852,0.68518,0.71414
1990,17-29 y.,Divorced,0.02310,72,3852,0.01835,0.02784
1990,30-45 y.,Married,0.73910,3508,4305,0.72598,0.75222
1990,30-45 y.,"Married, living apart",0.02278,80,4305,0.01833,0.02724
1990,30-45 y.,Single,0.14113,382,4305,0.13073,0.15153
1990,30-45 y.,Divorced,0.08934,292,4305,0.08082,0.09787
1990,30-45 y.,Widowed,0.00764,43,4305,0.00504,0.01024
1990,46-65 y.,Married,0.76650,3516,4260,0.75380,0.77921
1990,46-65 y.,"Married, living apart",0.02131,91,4260,0.01697,0.02564
1990,46-65 y.,Single,0.05166,132,4260,0.04502,0.05831
1990,46-65 y.,Divorced,0.08460,280,4260,0.07624,0.09295
1990,46-65 y.,Widowed,0.07593,241,4260,0.06798,0.08389
1990,66 and older,Married,0.44583,743,1449,0.42022,0.47143
1990,66 and older,Single,0.04861,63,1449,0.03754,0.05969
1990,66 and older,Divorced,0.04559,54,1449,0.03484,0.05633
1990,66 and older,Widowed,0.45132,589,1449,0.42569,0.47695
1991,17-29 y.,Married,0.25830,1150,3691,0.24418,0.27242
1991,17-29 y.,"Married, living apart",0.01759,58,3691,0.01335,0.02183
1991,17-29 y.,Single,0.70168,2428,3691,0.68692,0.71644
1991,17-29 y.,Divorced,0.02109,55,3691,0.01645,0.02572
1991,30-45 y.,Married,0.73606,3505,4314,0.72290,0.74921
1991,30-45 y.,"Married, living apart",0.02175,73,4314,0.01740,0.02610
1991,30-45 y.,Single,0.14335,397,4314,0.13289,0.15381
1991,30-45 y.,Divorced,0.09179,301,4314,0.08317,0.10040
1991,30-45 y.,Widowed,0.00705,38,4314,0.00455,0.00955
1991,46-65 y.,Married,0.76289,3411,4132,0.74992,0.77586
1991,46-65 y.,"Married, living apart",0.02292,91,4132,0.01836,0.02749
1991,46-65 y.,Single,0.05082,123,4132,0.04413,0.05752
1991,46-65 y.,Divorced,0.08868,275,4132,0.08001,0.09735
1991,46-65 y.,Widowed,0.07468,232,4132,0.06666,0.08270
1991,66 and older,Married,0.44993,758,1431,0.42414,0.47571
1991,66 and older,Single,0.04673,57,1431,0.03579,0.05767
1991,66 and older,Divorced,0.04012,49,1431,0.02995,0.05029
1991,66 and older,Widowed,0.45478,567,1431,0.42897,0.48059
1992,17-29 y.,Married,0.24375,1059,3571,0.22967,0.25783
1992,17-29 y.,"Married, living apart",0.01424,53,3571,0.01035,0.01813
1992,17-29 y.,Single,0.71864,2395,3571,0.70389,0.73339
1992,17-29 y.,Divorced,0.02276,64,3571,0.01787,0.02766
1992,30-45 y.,Married,0.73556,3433,4261,0.72232,0.74880
1992,30-45 y.,"Married, living apart",0.02396,84,4261,0.01937,0.02855
1992,30-45 y.,Single,0.14606,418,4261,0.13546,0.15667
1992,30-45 y.,Divorced,0.08522,285,4261,0.07683,0.09360
1992,30-45 y.,Widowed,0.00920,41,4261,0.00633,0.01207
1992,46-65 y.,Married,0.76959,3343,4031,0.75658,0.78259
1992,46-65 y.,"Married, living apart",0.02054,81,4031,0.01616,0.02492
1992,46-65 y.,Single,0.04812,113,4031,0.04152,0.05473
1992,46-65 y.,Divorced,0.08967,268,4031,0.08085,0.09849
1992,46-65 y.,Widowed,0.07208,226,4031,0.06409,0.08006
1992,66 and older,Married,0.45432,770,1433,0.42853,0.48011
1992,66 and older,Single,0.04452,55,1433,0.03383,0.05520
1992,66 and older,Divorced,0.04270,53,1433,0.03223,0.05317
1992,66 and older,Widowed,0.44659,555,1433,0.42084,0.47234
1993,17-29 y.,Married,0.23435,1008,3480,0.22028,0.24843
1993,17-29 y.,"Married, living apart",0.01626,61,3480,0.01206,0.02046
1993,17-29 y.,Single,0.72813,2358,3480,0.71335,0.74292
1993,17-29 y.,Divorced,0.02079,53,3480,0.01605,0.02553
1993,30-45 y.,Married,0.73051,3324,4198,0.71709,0.74394
1993,30-45 y.,"Married, living apart",0.03028,109,4198,0.02510,0.03547
1993,30-45 y.,Single,0.14512,444,4198,0.13447,0.15578
1993,30-45 y.,Divorced,0.08547,282,4198,0.07701,0.09393
1993,30-45 y.,Widowed,0.00861,39,4198,0.00582,0.01141
1993,46-65 y.,Married,0.76552,3259,3950,0.75230,0.77873
1993,46-65 y.,"Married, living apart",0.02317,91,3950,0.01848,0.02786
1993,46-65 y.,Single,0.04639,106,3950,0.03983,0.05296
1993,46-65 y.,Divorced,0.08891,264,3950,0.08003,0.09779
1993,46-65 y.,Widowed,0.07601,230,3950,0.06774,0.08428
1993,66 and older,Married,0.45983,791,1459,0.43425,0.48541
1993,66 and older,Single,0.04613,57,1459,0.03536,0.05689
1993,66 and older,Divorced,0.05128,60,1459,0.03995,0.06260
1993,66 and older,Widowed,0.43348,551,1459,0.40804,0.45891
1994,17-29 y.,Married,0.24160,954,3343,0.22709,0.25612
1994,17-29 y.,"Married, living apart",0.01490,53,3343,0.01079,0.01900
1994,17-29 y.,Single,0.72892,2286,3343,0.71385,0.74399
1994,17-29 y.,Divorced,0.01444,50,3343,0.01039,0.01848
1994,30-45 y.,Married,0.71587,3227,4148,0.70214,0.72960
1994,30-45 y.,"Married, living apart",0.03166,121,4148,0.02633,0.03698
1994,30-45 y.,Single,0.15448,477,4148,0.14348,0.16548
1994,30-45 y.,Divorced,0.09053,288,4148,0.08180,0.09926
1994,30-45 y.,Widowed,0.00746,35,4148,0.00484,0.01008
1994,46-65 y.,Married,0.76998,3224,3889,0.75675,0.78321
1994,46-65 y.,"Married, living apart",0.02129,82,3889,0.01676,0.02583
1994,46-65 y.,Single,0.05115,111,3889,0.04422,0.05807
1994,46-65 y.,Divorced,0.08924,266,3889,0.08028,0.09820
1994,46-65 y.,Widowed,0.06834,206,3889,0.06041,0.07627
1994,66 and older,Married,0.44624,791,1475,0.42087,0.47162
1994,66 and older,Single,0.04678,57,1475,0.03600,0.05756
1994,66 and older,Divorced,0.05335,62,1475,0.04188,0.06482
1994,66 and older,Widowed,0.43735,565,1475,0.41203,0.46268
1995,17-29 y.,Married,0.24112,944,3353,0.22664,0.25560
1995,17-29 y.,"Married, living apart",0.01325,42,3353,0.00937,0.01712
1995,17-29 y.,Single,0.72691,2316,3353,0.71183,0.74199
1995,17-29 y.,Divorced,0.01854,51,3353,0.01397,0.02311
1995,30-45 y.,Married,0.70133,3385,4440,0.68786,0.71479
1995,30-45 y.,"Married, living apart",0.02736,116,4440,0.02256,0.03216
1995,30-45 y.,Single,0.16988,560,4440,0.15883,0.18093
1995,30-45 y.,Divorced,0.09182,337,4440,0.08332,0.10031
1995,30-45 y.,Widowed,0.00962,42,4440,0.00675,0.01249
1995,46-65 y.,Married,0.76354,3295,3967,0.75032,0.77677
1995,46-65 y.,"Married, living apart",0.01962,80,3967,0.01530,0.02394
1995,46-65 y.,Single,0.05150,111,3967,0.04462,0.05838
1995,46-65 y.,Divorced,0.09395,274,3967,0.08487,0.10303
1995,46-65 y.,Widowed,0.07139,207,3967,0.06338,0.07940
1995,66 and older,Married,0.46026,821,1508,0.43510,0.48543
1995,66 and older,Single,0.04857,58,1508,0.03771,0.05942
1995,66 and older,Divorced,0.05691,68,1508,0.04521,0.06861
1995,66 and older,Widowed,0.42407,561,1508,0.39912,0.44902
1996,17-29 y.,Married,0.23514,822,3162,0.22036,0.24992
1996,17-29 y.,"Married, living apart",0.01369,46,3162,0.00964,0.01774
1996,17-29 y.,Single,0.73879,2258,3162,0.72348,0.75411
1996,17-29 y.,Divorced,0.01226,36,3162,0.00842,0.01609
1996,30-45 y.,Married,0.68323,3303,4435,0.66954,0.69692
1996,30-45 y.,"Married, living apart",0.03047,138,4435,0.02541,0.03553
1996,30-45 y.,Single,0.18614,627,4435,0.17468,0.19760
1996,30-45 y.,Divorced,0.09228,331,4435,0.08376,0.10080
1996,30-45 y.,Widowed,0.00788,36,4435,0.00528,0.01048
1996,46-65 y.,Married,0.74624,3206,3902,0.73259,0.75990
1996,46-65 y.,"Married, living apart",0.02481,89,3902,0.01993,0.02969
1996,46-65 y.,Single,0.05896,123,3902,0.05157,0.06635
1996,46-65 y.,Divorced,0.09106,259,3902,0.08203,0.10009
1996,46-65 y.,Widowed,0.07893,225,3902,0.07047,0.08739
1996,66 and older,Married,0.48153,868,1534,0.45652,0.50655
1996,66 and older,Single,0.04723,55,1534,0.03661,0.05785
1996,66 and older,Divorced,0.05758,76,1534,0.04592,0.06924
1996,66 and older,Widowed,0.40144,535,1534,0.37690,0.42598
1997,17-29 y.,Married,0.22346,742,3027,0.20862,0.23830
1997,17-29 y.,"Married, living apart",0.01631,42,3027,0.01180,0.02083
1997,17-29 y.,Single,0.75103,2206,3027,0.73563,0.76644
1997,17-29 y.,Divorced,0.00906,37,3027,0.00568,0.01244
1997,30-45 y.,Married,0.67338,3193,4365,0.65946,0.68729
1997,30-45 y.,"Married, living apart",0.03529,147,4365,0.02981,0.04076
1997,30-45 y.,Single,0.19115,666,4365,0.17949,0.20282
1997,30-45 y.,Divorced,0.09227,326,4365,0.08368,0.10085
1997,30-45 y.,Widowed,0.00791,33,4365,0.00528,0.01054
1997,46-65 y.,Married,0.73432,3125,3853,0.72037,0.74827
1997,46-65 y.,"Married, living apart",0.03183,104,3853,0.02629,0.03737
1997,46-65 y.,Single,0.06030,121,3853,0.05278,0.06782
1997,46-65 y.,Divorced,0.09807,276,3853,0.08868,0.10746
1997,46-65 y.,Widowed,0.07548,227,3853,0.06714,0.08382
1997,66 and older,Married,0.48293,914,1567,0.45818,0.50768
1997,66 and older,Single,0.04942,55,1567,0.03868,0.06015
1997,66 and older,Divorced,0.06576,80,1567,0.05349,0.07804
1997,66 and older,Widowed,0.39099,518,1567,0.36683,0.41516
1998,17-29 y.,Married,0.19529,701,3162,0.18147,0.20911
1998,17-29 y.,"Married, living apart",0.01488,41,3162,0.01066,0.01910
1998,17-29 y.,Single,0.77990,2383,3162,0.76546,0.79434
1998,17-29 y.,Divorced,0.00980,37,3162,0.00636,0.01323
1998,30-45 y.,Married,0.67159,3451,4797,0.65830,0.68488
1998,30-45 y.,"Married, living apart",0.03735,163,4797,0.03198,0.04271
1998,30-45 y.,Single,0.19218,799,4797,0.18102,0.20333
1998,30-45 y.,Divorced,0.09233,384,4797,0.08414,0.10052
1998,46-65 y.,Married,0.74528,3559,4393,0.73239,0.75816
1998,46-65 y.,"Married, living apart",0.02954,107,4393,0.02453,0.03455
1998,46-65 y.,Single,0.05731,145,4393,0.05043,0.06418
1998,46-65 y.,Divorced,0.10170,334,4393,0.09276,0.11064
1998,46-65 y.,Widowed,0.06617,248,4393,0.05882,0.07352
1998,66 and older,Married,0.49140,1077,1835,0.46852,0.51428
1998,66 and older,Single,0.04855,68,1835,0.03871,0.05839
1998,66 and older,Divorced,0.05604,87,1835,0.04552,0.06657
1998,66 and older,Widowed,0.39275,603,1835,0.37040,0.41510
1999,17-29 y.,Married,0.18172,617,2972,0.16785,0.19558
1999,17-29 y.,"Married, living apart",0.01543,36,2972,0.01100,0.01987
1999,17-29 y.,Single,0.79192,2284,2972,0.77733,0.80652
1999,17-29 y.,Divorced,0.01079,35,2972,0.00708,0.01451
1999,30-45 y.,Married,0.64602,3260,4713,0.63237,0.65968
1999,30-45 y.,"Married, living apart",0.03718,163,4713,0.03178,0.04258
1999,30-45 y.,Single,0.20783,846,4713,0.19624,0.21942
1999,30-45 y.,Divorced,0.10170,413,4713,0.09307,0.11033
1999,30-45 y.,Widowed,0.00727,31,4713,0.00484,0.00970
1999,46-65 y.,Married,0.74299,3387,4189,0.72976,0.75623
1999,46-65 y.,"Married, living apart",0.02609,99,4189,0.02126,0.03092
1999,46-65 y.,Single,0.05859,134,4189,0.05148,0.06570
1999,46-65 y.,Divorced,0.10704,330,4189,0.09768,0.11641
1999,46-65 y.,Widowed,0.06528,239,4189,0.05780,0.07276
1999,66 and older,Married,0.49451,1056,1778,0.47127,0.51776
1999,66 and older,Single,0.04959,66,1778,0.03950,0.05969
1999,66 and older,Divorced,0.05917,90,1778,0.04820,0.07014
1999,66 and older,Widowed,0.38306,566,1778,0.36046,0.40567
2000,17-29 y.,Married,0.17136,815,4576,0.16045,0.18228
2000,17-29 y.,"Married, living apart",0.00951,41,4576,0.00670,0.01232
2000,17-29 y.,Single,0.80539,3674,4576,0.79391,0.81686
2000,17-29 y.,Divorced,0.01349,46,4576,0.01015,0.01683
2000,30-45 y.,Married,0.66643,5799,8165,0.65620,0.67666
2000,30-45 y.,"Married, living apart",0.03048,240,8165,0.02675,0.03421
2000,30-45 y.,Single,0.21074,1432,8165,0.20190,0.21959
2000,30-45 y.,Divorced,0.08704,650,8165,0.08092,0.09315
2000,30-45 y.,Widowed,0.00531,44,8165,0.00374,0.00689
2000,46-65 y.,Married,0.74600,6194,7766,0.73632,0.75569
2000,46-65 y.,"Married, living apart",0.02636,180,7766,0.02280,0.02993
2000,46-65 y.,Single,0.06052,313,7766,0.05522,0.06582
2000,46-65 y.,Divorced,0.10547,650,7766,0.09864,0.11231
2000,46-65 y.,Widowed,0.06164,429,7766,0.05629,0.06699
2000,66 and older,Married,0.52683,2167,3596,0.51051,0.54315
2000,66 and older,"Married, living apart",0.01120,40,3596,0.00776,0.01464
2000,66 and older,Single,0.04338,122,3596,0.03672,0.05004
2000,66 and older,Divorced,0.05156,154,3596,0.04433,0.05878
2000,66 and older,Widowed,0.36703,1113,3596,0.35127,0.38278
2001,17-29 y.,Married,0.15447,665,4096,0.14340,0.16554
2001,17-29 y.,"Married, living apart",0.00998,34,4096,0.00694,0.01303
2001,17-29 y.,Single,0.82324,3364,4096,0.81155,0.83492
2001,17-29 y.,Divorced,0.01191,33,4096,0.00859,0.01524
2001,30-45 y.,Married,0.64606,5129,7328,0.63511,0.65701
2001,30-45 y.,"Married, living apart",0.03195,225,7328,0.02793,0.03598
2001,30-45 y.,Single,0.22554,1334,7328,0.21597,0.23511
2001,30-45 y.,Divorced,0.09210,604,7328,0.08547,0.09872
2001,30-45 y.,Widowed,0.00435,36,7328,0.00284,0.00585
2001,46-65 y.,Married,0.73139,5610,7095,0.72107,0.74170
2001,46-65 y.,"Married, living apart",0.02748,174,7095,0.02368,0.03129
2001,46-65 y.,Single,0.06833,306,7095,0.06246,0.07420
2001,46-65 y.,Divorced,0.11254,623,7095,0.10519,0.11990
2001,46-65 y.,Widowed,0.06026,382,7095,0.05472,0.06579
2001,66 and older,Married,0.53530,2087,3399,0.51853,0.55207
2001,66 and older,"Married, living apart",0.01220,42,3399,0.00851,0.01589
2001,66 and older,Single,0.04362,111,3399,0.03675,0.05048
2001,66 and older,Divorced,0.05368,151,3399,0.04611,0.06126
2001,66 and older,Widowed,0.35520,1008,3399,0.33911,0.37129
2002,17-29 y.,Married,0.13512,536,4109,0.12466,0.14557
2002,17-29 y.,Single,0.84548,3539,4109,0.83443,0.85653
2002,17-29 y.,Divorced,0.01117,34,4109,0.00796,0.01438
2002,30-45 y.,Married,0.64066,5179,7440,0.62975,0.65156
2002,30-45 y.,"Married, living apart",0.03037,222,7440,0.02647,0.03427
2002,30-45 y.,Single,0.22811,1385,7440,0.21857,0.23764
2002,30-45 y.,Divorced,0.09520,613,7440,0.08853,0.10187
2002,30-45 y.,Widowed,0.00567,41,7440,0.00396,0.00737
2002,46-65 y.,Married,0.72417,6305,7854,0.71429,0.73406
2002,46-65 y.,"Married, living apart",0.02771,178,7854,0.02408,0.03134
2002,46-65 y.,Single,0.07265,328,7854,0.06691,0.07839
2002,46-65 y.,Divorced,0.11900,679,7854,0.11184,0.12616
2002,46-65 y.,Widowed,0.05647,364,7854,0.05136,0.06158
2002,66 and older,Married,0.54501,2271,3591,0.52872,0.56130
2002,66 and older,"Married, living apart",0.01364,48,3591,0.00985,0.01744
2002,66 and older,Single,0.04362,113,3591,0.03694,0.05030
2002,66 and older,Divorced,0.05368,160,3591,0.04631,0.06105
2002,66 and older,Widowed,0.34405,999,3591,0.32851,0.35959
2003,17-29 y.,Married,0.13193,473,3974,0.12140,0.14245
2003,17-29 y.,Single,0.84642,3466,3974,0.83521,0.85763
2003,17-29 y.,Divorced,0.01253,35,3974,0.00907,0.01599
2003,30-45 y.,Married,0.62876,4698,6937,0.61739,0.64013
2003,30-45 y.,"Married, living apart",0.03418,238,6937,0.02991,0.03846
2003,30-45 y.,Single,0.23847,1399,6937,0.22844,0.24850
2003,30-45 y.,Divorced,0.09317,569,6937,0.08633,0.10001
2003,30-45 y.,Widowed,0.00541,33,6937,0.00369,0.00714
2003,46-65 y.,Married,0.71021,6006,7572,0.69999,0.72043
2003,46-65 y.,"Married, living apart",0.02891,184,7572,0.02514,0.03269
2003,46-65 y.,Single,0.07879,341,7572,0.07272,0.08486
2003,46-65 y.,Divorced,0.12696,691,7572,0.11946,0.13446
2003,46-65 y.,Widowed,0.05512,350,7572,0.04998,0.06026
2003,66 and older,Married,0.55039,2321,3650,0.53425,0.56653
2003,66 and older,"Married, living apart",0.01364,53,3650,0.00988,0.01741
2003,66 and older,Single,0.04207,108,3650,0.03556,0.04859
2003,66 and older,Divorced,0.05645,169,3650,0.04896,0.06394
2003,66 and older,Widowed,0.33744,999,3650,0.32209,0.35278
2004,17-29 y.,Married,0.11268,435,3933,0.10280,0.12257
2004,17-29 y.,Single,0.86936,3465,3933,0.85882,0.87989
2004,17-29 y.,Divorced,0.00973,33,3933,0.00666,0.01280
2004,30-45 y.,Married,0.61287,4350,6529,0.60106,0.62469
2004,30-45 y.,"Married, living apart",0.03759,216,6529,0.03298,0.04221
2004,30-45 y.,Single,0.25058,1390,6529,0.24007,0.26110
2004,30-45 y.,Divorced,0.09331,538,6529,0.08626,0.10037
2004,30-45 y.,Widowed,0.00564,35,6529,0.00382,0.00745
2004,46-65 y.,Married,0.70611,5802,7365,0.69571,0.71651
2004,46-65 y.,"Married, living apart",0.02902,193,7365,0.02518,0.03285
2004,46-65 y.,Single,0.07750,336,7365,0.07139,0.08360
2004,46-65 y.,Divorced,0.13365,704,7365,0.12588,0.14143
2004,46-65 y.,Widowed,0.05372,330,7365,0.04857,0.05887
2004,66 and older,Married,0.55836,2428,3760,0.54249,0.57424
2004,66 and older,"Married, living apart",0.01431,52,3760,0.01051,0.01810
2004,66 and older,Single,0.04489,116,3760,0.03827,0.05151
2004,66 and older,Divorced,0.06310,194,3760,0.05532,0.07087
2004,66 and older,Widowed,0.31934,970,3760,0.30444,0.33425
2005,17-29 y.,Married,0.10865,399,3796,0.09875,0.11855
2005,17-29 y.,Single,0.87213,3366,3796,0.86150,0.88275
2005,17-29 y.,Divorced,0.00952,31,3796,0.00643,0.01261
2005,30-45 y.,Married,0.60077,3970,6088,0.58847,0.61307
2005,30-45 y.,"Married, living apart",0.03768,200,6088,0.03290,0.04246
2005,30-45 y.,Single,0.25352,1344,6088,0.24259,0.26445
2005,30-45 y.,Divorced,0.10222,536,6088,0.09461,0.10983
2005,30-45 y.,Widowed,0.00582,38,6088,0.00391,0.00773
2005,46-65 y.,Married,0.70486,5502,7016,0.69419,0.71554
2005,46-65 y.,"Married, living apart",0.02945,191,7016,0.02550,0.03341
2005,46-65 y.,Single,0.08220,336,7016,0.07578,0.08863
2005,46-65 y.,Divorced,0.13539,687,7016,0.12738,0.14339
2005,46-65 y.,Widowed,0.04810,300,7016,0.04309,0.05310
2005,66 and older,Married,0.56048,2428,3766,0.54463,0.57634
2005,66 and older,"Married, living apart",0.01553,56,3766,0.01158,0.01948
2005,66 and older,Single,0.04563,121,3766,0.03896,0.05229
2005,66 and older,Divorced,0.06239,190,3766,0.05466,0.07012
2005,66 and older,Widowed,0.31597,971,3766,0.30112,0.33082
2006,17-29 y.,Married,0.11300,426,3962,0.10314,0.12286
2006,17-29 y.,Single,0.87138,3505,3962,0.86095,0.88181
2006,17-29 y.,Divorced,0.00922,31,3962,0.00625,0.01220
2006,30-45 y.,Married,0.60297,4093,6280,0.59087,0.61508
2006,30-45 y.,"Married, living apart",0.03755,205,6280,0.03285,0.04226
2006,30-45 y.,Single,0.25731,1399,6280,0.24650,0.26812
2006,30-45 y.,Divorced,0.09660,544,6280,0.08929,0.10391
2006,30-45 y.,Widowed,0.00557,39,6280,0.00373,0.00741
2006,46-65 y.,Married,0.69031,5850,7576,0.67990,0.70072
