year,migback,regtyp,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,Urban regions,Single,0.15184,466,2462,0.13766,0.16602
1986,Direct migration background,Urban regions,Divorced,0.03948,63,2462,0.03178,0.04717
1986,Direct migration background,Urban regions,Widowed,0.06391,54,2462,0.05424,0.07357
1986,Direct migration background,Rural regions,Married,0.63441,268,328,0.58221,0.68661
1986,Direct migration background,Rural regions,Single,0.15195,60,328,0.11304,0.19086
1986,Indirect migration background,Urban regions,Single,0.09003,104,104,0.03475,0.14531
1987,No migration background,Urban regions,Married,0.48506,3405,5651,0.47203,0.49809
1987,No migration background,Urban regions,"Married, living apart",0.01399,89,5651,0.01093,0.01705
1987,No migration background,Urban regions,Single,0.21099,1437,5651,0.20035,0.22162
1987,No migration background,Urban regions,Divorced,0.04752,271,5651,0.04198,0.05307
1987,No migration background,Urban regions,Widowed,0.10393,449,5651,0.09597,0.11189
1987,No migration background,Rural regions,Married,0.50138,1146,1797,0.47826,0.52451
1987,No migration background,Rural regions,Single,0.18885,445,1797,0.17075,0.20695
1987,No migration background,Rural regions,Divorced,0.03345,58,1797,0.02513,0.04177
1987,No migration background,Rural regions,Widowed,0.09210,148,1797,0.07872,0.10547
1987,Direct migration background,Urban regions,Married,0.63912,1765,2443,0.62007,0.65817
1987,Direct migration background,Urban regions,"Married, living apart",0.03815,98,2443,0.03056,0.04575
1987,Direct migration background,Urban regions,Single,0.14303,449,2443,0.12914,0.15691
1987,Direct migration background,Urban regions,Divorced,0.04595,73,2443,0.03765,0.05426
1987,Direct migration background,Urban regions,Widowed,0.06622,58,2443,0.05635,0.07608
1987,Direct migration background,Rural regions,Married,0.66561,276,337,0.61516,0.71605
1987,Direct migration background,Rural regions,Single,0.15119,61,337,0.11289,0.18950
1987,Indirect migration background,Urban regions,Single,0.08862,114,114,0.03622,0.14102
1988,No migration background,Urban regions,Married,0.48187,3256,5385,0.46852,0.49521
1988,No migration background,Urban regions,"Married, living apart",0.01908,106,5385,0.01543,0.02274
1988,No migration background,Urban regions,Single,0.21071,1344,5385,0.19982,0.22161
1988,No migration background,Urban regions,Divorced,0.04775,253,5385,0.04205,0.05345
1988,No migration background,Urban regions,Widowed,0.10134,426,5385,0.09328,0.10941
1988,No migration background,Rural regions,Married,0.50163,1073,1671,0.47765,0.52561
1988,No migration background,Rural regions,Single,0.19112,412,1671,0.17226,0.20998
1988,No migration background,Rural regions,Divorced,0.03062,49,1671,0.02236,0.03888
1988,No migration background,Rural regions,Widowed,0.09036,137,1671,0.07661,0.10411
1988,Direct migration background,Urban regions,Married,0.63988,1690,2329,0.62038,0.65938
1988,Direct migration background,Urban regions,"Married, living apart",0.03684,96,2329,0.02919,0.04449
1988,Direct migration background,Urban regions,Single,0.14341,411,2329,0.12917,0.15765
1988,Direct migration background,Urban regions,Divorced,0.05273,72,2329,0.04365,0.06180
1988,Direct migration background,Urban regions,Widowed,0.06545,60,2329,0.05541,0.07550
1988,Direct migration background,Rural regions,Married,0.66924,258,310,0.61678,0.72170
1988,Direct migration background,Rural regions,Single,0.13481,52,310,0.09673,0.17289
1988,Indirect migration background,Urban regions,Married,0.03556,34,179,0.00835,0.06276
1988,Indirect migration background,Urban regions,Single,0.10997,145,179,0.06401,0.15593
1989,No migration background,Urban regions,Married,0.47596,3078,5210,0.46239,0.48952
1989,No migration background,Urban regions,"Married, living apart",0.02036,112,5210,0.01653,0.02420
1989,No migration background,Urban regions,Single,0.21257,1331,5210,0.20146,0.22368
1989,No migration background,Urban regions,Divorced,0.05064,261,5210,0.04469,0.05660
1989,No migration background,Urban regions,Widowed,0.10300,428,5210,0.09474,0.11125
1989,No migration background,Rural regions,Married,0.50095,1019,1589,0.47636,0.52555
1989,No migration background,Rural regions,Single,0.18875,388,1589,0.16950,0.20799
1989,No migration background,Rural regions,Divorced,0.03760,54,1589,0.02824,0.04696
1989,No migration background,Rural regions,Widowed,0.08843,128,1589,0.07446,0.10239
1989,Direct migration background,Urban regions,Married,0.65751,1673,2267,0.63797,0.67705
1989,Direct migration background,Urban regions,"Married, living apart",0.03013,75,2267,0.02309,0.03716
1989,Direct migration background,Urban regions,Single,0.14207,383,2267,0.12769,0.15644
1989,Direct migration background,Urban regions,Divorced,0.05405,76,2267,0.04474,0.06336
1989,Direct migration background,Urban regions,Widowed,0.06403,60,2267,0.05395,0.07411
1989,Direct migration background,Rural regions,Married,0.67030,244,290,0.61610,0.72450
1989,Direct migration background,Rural regions,Single,0.13504,46,290,0.09564,0.17444
1989,Indirect migration background,Urban regions,Married,0.03619,38,212,0.01099,0.06139
1989,Indirect migration background,Urban regions,Single,0.12993,174,212,0.08457,0.17530
1990,No migration background,Urban regions,Married,0.47168,3964,6457,0.45950,0.48386
1990,No migration background,Urban regions,"Married, living apart",0.01505,103,6457,0.01208,0.01802
1990,No migration background,Urban regions,Single,0.20766,1522,6457,0.19777,0.21756
1990,No migration background,Urban regions,Divorced,0.05667,368,6457,0.05103,0.06231
1990,No migration background,Urban regions,Widowed,0.09502,500,6457,0.08787,0.10217
1990,No migration background,Rural regions,Married,0.49885,2938,4372,0.48403,0.51367
1990,No migration background,Rural regions,"Married, living apart",0.00810,36,4372,0.00545,0.01076
1990,No migration background,Rural regions,Single,0.17449,885,4372,0.16324,0.18574
1990,No migration background,Rural regions,Divorced,0.04880,223,4372,0.04242,0.05519
1990,No migration background,Rural regions,Widowed,0.08269,290,4372,0.07452,0.09085
1990,Direct migration background,Urban regions,Married,0.66475,1676,2254,0.64525,0.68424
1990,Direct migration background,Urban regions,"Married, living apart",0.03251,78,2254,0.02518,0.03983
1990,Direct migration background,Urban regions,Single,0.14214,359,2254,0.12772,0.15656
1990,Direct migration background,Urban regions,Divorced,0.05909,78,2254,0.04935,0.06883
1990,Direct migration background,Urban regions,Widowed,0.05912,63,2254,0.04938,0.06886
1990,Direct migration background,Rural regions,Married,0.66795,319,370,0.61989,0.71600
1990,Direct migration background,Rural regions,Single,0.12171,51,370,0.08835,0.15507
1990,Indirect migration background,Urban regions,Married,0.04325,45,245,0.01773,0.06878
1990,Indirect migration background,Urban regions,Single,0.13182,200,245,0.08937,0.17427
1990,Indirect migration background,Rural regions,Single,0.12866,32,32,0.01079,0.24652
1991,No migration background,Urban regions,Married,0.47000,3863,6261,0.45763,0.48236
1991,No migration background,Urban regions,"Married, living apart",0.01728,107,6261,0.01405,0.02051
1991,No migration background,Urban regions,Single,0.19942,1445,6261,0.18952,0.20932
1991,No migration background,Urban regions,Divorced,0.05933,372,6261,0.05347,0.06518
1991,No migration background,Urban regions,Widowed,0.09847,474,6261,0.09109,0.10585
1991,No migration background,Rural regions,Married,0.49932,2848,4262,0.48430,0.51433
1991,No migration background,Rural regions,"Married, living apart",0.00893,34,4262,0.00610,0.01175
1991,No migration background,Rural regions,Single,0.18004,899,4262,0.16851,0.19158
1991,No migration background,Rural regions,Divorced,0.04871,200,4262,0.04224,0.05517
1991,No migration background,Rural regions,Widowed,0.08410,281,4262,0.07576,0.09243
1991,Direct migration background,Urban regions,Married,0.68340,1675,2211,0.66401,0.70280
1991,Direct migration background,Urban regions,"Married, living apart",0.03133,73,2211,0.02407,0.03860
1991,Direct migration background,Urban regions,Single,0.13353,323,2211,0.11935,0.14771
1991,Direct migration background,Urban regions,Divorced,0.05776,79,2211,0.04803,0.06748
1991,Direct migration background,Urban regions,Widowed,0.06097,61,2211,0.05100,0.07095
1991,Direct migration background,Rural regions,Married,0.68867,316,363,0.64097,0.73637
1991,Direct migration background,Rural regions,Single,0.11055,47,363,0.07825,0.14285
1991,Indirect migration background,Urban regions,Married,0.04294,52,290,0.01957,0.06632
1991,Indirect migration background,Urban regions,Single,0.15179,238,290,0.11042,0.19316
1991,Indirect migration background,Rural regions,Single,0.15868,38,38,0.04094,0.27641
1992,No migration background,Urban regions,Married,0.47388,3821,6185,0.46144,0.48633
1992,No migration background,Urban regions,"Married, living apart",0.01707,110,6185,0.01384,0.02030
1992,No migration background,Urban regions,Single,0.19520,1421,6185,0.18532,0.20508
1992,No migration background,Urban regions,Divorced,0.05925,374,6185,0.05336,0.06513
1992,No migration background,Urban regions,Widowed,0.09638,459,6185,0.08903,0.10374
1992,No migration background,Rural regions,Married,0.49714,2683,4056,0.48175,0.51253
1992,No migration background,Rural regions,"Married, living apart",0.00835,33,4056,0.00555,0.01115
1992,No migration background,Rural regions,Single,0.18030,876,4056,0.16847,0.19213
1992,No migration background,Rural regions,Divorced,0.04873,195,4056,0.04210,0.05535
1992,No migration background,Rural regions,Widowed,0.08521,269,4056,0.07662,0.09380
1992,Direct migration background,Urban regions,Married,0.69720,1637,2140,0.67773,0.71668
1992,Direct migration background,Urban regions,"Married, living apart",0.03120,69,2140,0.02383,0.03856
1992,Direct migration background,Urban regions,Single,0.13379,298,2140,0.11936,0.14822
1992,Direct migration background,Urban regions,Divorced,0.05567,71,2140,0.04595,0.06539
1992,Direct migration background,Urban regions,Widowed,0.06135,65,2140,0.05118,0.07152
1992,Direct migration background,Rural regions,Married,0.69775,312,353,0.64977,0.74572
1992,Direct migration background,Rural regions,Single,0.09492,41,353,0.06430,0.12554
1992,Indirect migration background,Urban regions,Married,0.04758,61,334,0.02472,0.07045
1992,Indirect migration background,Urban regions,Single,0.19115,273,334,0.14892,0.23338
1992,Indirect migration background,Rural regions,Single,0.20403,47,47,0.08757,0.32049
1993,No migration background,Urban regions,Married,0.47498,3798,6150,0.46250,0.48746
1993,No migration background,Urban regions,"Married, living apart",0.01812,120,6150,0.01479,0.02145
1993,No migration background,Urban regions,Single,0.19155,1416,6150,0.18172,0.20139
1993,No migration background,Urban regions,Divorced,0.05964,368,6150,0.05372,0.06556
1993,No migration background,Urban regions,Widowed,0.09376,448,6150,0.08647,0.10104
1993,No migration background,Rural regions,Married,0.49232,2602,4008,0.47684,0.50780
1993,No migration background,Rural regions,"Married, living apart",0.01156,52,4008,0.00825,0.01487
1993,No migration background,Rural regions,Single,0.17331,874,4008,0.16159,0.18503
1993,No migration background,Rural regions,Divorced,0.05098,196,4008,0.04417,0.05779
1993,No migration background,Rural regions,Widowed,0.09129,284,4008,0.08237,0.10020
1993,Direct migration background,Urban regions,Married,0.69667,1580,2066,0.67684,0.71649
1993,Direct migration background,Urban regions,"Married, living apart",0.03697,74,2066,0.02883,0.04511
1993,Direct migration background,Urban regions,Single,0.14338,280,2066,0.12826,0.15849
1993,Direct migration background,Urban regions,Divorced,0.05092,69,2066,0.04144,0.06040
1993,Direct migration background,Urban regions,Widowed,0.05810,63,2066,0.04801,0.06819
1993,Direct migration background,Rural regions,Married,0.68545,311,348,0.63660,0.73431
1993,Direct migration background,Rural regions,Single,0.08708,37,348,0.05741,0.11674
1993,Indirect migration background,Urban regions,Married,0.05854,78,378,0.03484,0.08223
1993,Indirect migration background,Urban regions,Single,0.22973,300,378,0.18727,0.27220
1993,Indirect migration background,Rural regions,Single,0.25013,58,58,0.13770,0.36256
1994,No migration background,Urban regions,Married,0.47358,3723,6090,0.46103,0.48612
1994,No migration background,Urban regions,"Married, living apart",0.01875,128,6090,0.01534,0.02216
1994,No migration background,Urban regions,Single,0.19167,1426,6090,0.18178,0.20156
1994,No migration background,Urban regions,Divorced,0.05995,369,6090,0.05398,0.06591
1994,No migration background,Urban regions,Widowed,0.09414,444,6090,0.08680,0.10147
1994,No migration background,Rural regions,Married,0.49325,2547,3936,0.47763,0.50887
1994,No migration background,Rural regions,"Married, living apart",0.01308,62,3936,0.00953,0.01664
1994,No migration background,Rural regions,Single,0.16821,862,3936,0.15653,0.17990
1994,No migration background,Rural regions,Divorced,0.05074,195,3936,0.04389,0.05760
1994,No migration background,Rural regions,Widowed,0.08910,270,3936,0.08020,0.09801
1994,Direct migration background,Urban regions,Married,0.70683,1533,1974,0.68675,0.72692
1994,Direct migration background,Urban regions,"Married, living apart",0.03621,61,1974,0.02797,0.04446
1994,Direct migration background,Urban regions,Single,0.12599,241,1974,0.11135,0.14063
1994,Direct migration background,Urban regions,Divorced,0.05603,71,1974,0.04589,0.06618
1994,Direct migration background,Urban regions,Widowed,0.06314,68,1974,0.05241,0.07387
1994,Direct migration background,Rural regions,Married,0.67393,291,327,0.62305,0.72482
1994,Direct migration background,Rural regions,Single,0.09111,36,327,0.05987,0.12235
1994,Indirect migration background,Urban regions,Married,0.05605,86,396,0.03336,0.07873
1994,Indirect migration background,Urban regions,Single,0.24150,310,396,0.19929,0.28371
1994,Indirect migration background,Rural regions,Single,0.26755,56,56,0.15056,0.38455
1995,No migration background,Urban regions,Married,0.47001,3627,6002,0.45738,0.48263
1995,No migration background,Urban regions,"Married, living apart",0.01657,128,6002,0.01334,0.01980
1995,No migration background,Urban regions,Single,0.19326,1431,6002,0.18327,0.20325
1995,No migration background,Urban regions,Divorced,0.06301,382,6002,0.05686,0.06915
1995,No migration background,Urban regions,Widowed,0.09626,434,6002,0.08879,0.10372
1995,No migration background,Rural regions,Married,0.49213,2573,3999,0.47663,0.50762
1995,No migration background,Rural regions,"Married, living apart",0.01132,49,3999,0.00804,0.01460
1995,No migration background,Rural regions,Single,0.16364,880,3999,0.15217,0.17511
1995,No migration background,Rural regions,Divorced,0.05787,233,3999,0.05063,0.06510
1995,No migration background,Rural regions,Widowed,0.08880,264,3999,0.07998,0.09762
1995,Direct migration background,Urban regions,Married,0.66559,1782,2309,0.64634,0.68483
1995,Direct migration background,Urban regions,"Married, living apart",0.02947,63,2309,0.02257,0.03637
1995,Direct migration background,Urban regions,Single,0.13935,301,2309,0.12522,0.15348
1995,Direct migration background,Urban regions,Divorced,0.05308,80,2309,0.04393,0.06222
1995,Direct migration background,Urban regions,Widowed,0.05559,83,2309,0.04624,0.06494
1995,Direct migration background,Rural regions,Married,0.62178,350,410,0.57478,0.66877
1995,Direct migration background,Rural regions,Single,0.12425,60,410,0.09228,0.15622
1995,Indirect migration background,Urban regions,Married,0.06465,97,410,0.04082,0.08848
1995,Indirect migration background,Urban regions,Single,0.24056,313,410,0.19914,0.28199
1995,Indirect migration background,Rural regions,Single,0.25672,60,60,0.14526,0.36819
1996,No migration background,Urban regions,Married,0.47011,3591,5950,0.45742,0.48279
1996,No migration background,Urban regions,"Married, living apart",0.01997,139,5950,0.01642,0.02353
1996,No migration background,Urban regions,Single,0.19505,1438,5950,0.18498,0.20512
1996,No migration background,Urban regions,Divorced,0.06281,371,5950,0.05665,0.06898
1996,No migration background,Urban regions,Widowed,0.09205,411,5950,0.08471,0.09940
1996,No migration background,Rural regions,Married,0.48432,2491,3958,0.46875,0.49989
1996,No migration background,Rural regions,"Married, living apart",0.01238,58,3958,0.00893,0.01583
1996,No migration background,Rural regions,Single,0.17369,909,3958,0.16189,0.18550
1996,No migration background,Rural regions,Divorced,0.05674,230,3958,0.04953,0.06394
1996,No migration background,Rural regions,Widowed,0.09196,270,3958,0.08295,0.10096
1996,Direct migration background,Urban regions,Married,0.66784,1651,2140,0.64788,0.68780
1996,Direct migration background,Urban regions,"Married, living apart",0.03060,71,2140,0.02330,0.03790
1996,Direct migration background,Urban regions,Single,0.13541,265,2140,0.12091,0.14992
1996,Direct migration background,Urban regions,Divorced,0.05147,69,2140,0.04211,0.06084
1996,Direct migration background,Urban regions,Widowed,0.06148,84,2140,0.05130,0.07166
1996,Direct migration background,Rural regions,Married,0.60131,336,393,0.55284,0.64978
1996,Direct migration background,Rural regions,Single,0.12954,57,393,0.09630,0.16278
1996,Indirect migration background,Urban regions,Married,0.07273,109,436,0.04832,0.09713
1996,Indirect migration background,Urban regions,Single,0.23957,327,436,0.19946,0.27968
1996,Indirect migration background,Rural regions,Single,0.28288,67,67,0.17421,0.39154
1997,No migration background,Urban regions,Married,0.46248,3496,5866,0.44972,0.47524
1997,No migration background,Urban regions,"Married, living apart",0.02217,145,5866,0.01840,0.02594
1997,No migration background,Urban regions,Single,0.19863,1441,5866,0.18842,0.20884
1997,No migration background,Urban regions,Divorced,0.06609,383,5866,0.05973,0.07245
1997,No migration background,Urban regions,Widowed,0.09200,401,5866,0.08460,0.09939
1997,No migration background,Rural regions,Married,0.48166,2455,3924,0.46602,0.49729
1997,No migration background,Rural regions,"Married, living apart",0.01559,67,3924,0.01172,0.01947
1997,No migration background,Rural regions,Single,0.17346,906,3924,0.16161,0.18530
1997,No migration background,Rural regions,Divorced,0.06004,235,3924,0.05261,0.06747
1997,No migration background,Rural regions,Widowed,0.08836,261,3924,0.07948,0.09724
1997,Direct migration background,Urban regions,Married,0.67585,1577,2042,0.65554,0.69616
1997,Direct migration background,Urban regions,"Married, living apart",0.04123,76,2042,0.03260,0.04985
1997,Direct migration background,Urban regions,Single,0.12165,242,2042,0.10746,0.13583
1997,Direct migration background,Urban regions,Divorced,0.04730,63,2042,0.03809,0.05651
1997,Direct migration background,Urban regions,Widowed,0.06144,84,2042,0.05102,0.07186
1997,Direct migration background,Rural regions,Married,0.59693,313,362,0.54633,0.64753
1997,Direct migration background,Rural regions,Single,0.11666,49,362,0.08354,0.14977
1997,Indirect migration background,Urban regions,Married,0.07809,114,459,0.05352,0.10267
1997,Indirect migration background,Urban regions,Single,0.26699,345,459,0.22648,0.30751
1997,Indirect migration background,Rural regions,Single,0.26972,64,64,0.16013,0.37931
1998,No migration background,Urban regions,Married,0.46285,4020,6800,0.45100,0.47470
1998,No migration background,Urban regions,"Married, living apart",0.02391,169,6800,0.02028,0.02754
1998,No migration background,Urban regions,Single,0.20051,1665,6800,0.19099,0.21002
1998,No migration background,Urban regions,Divorced,0.06838,470,6800,0.06238,0.07438
1998,No migration background,Urban regions,Widowed,0.09140,476,6800,0.08455,0.09824
1998,No migration background,Rural regions,Married,0.49438,2796,4443,0.47968,0.50908
1998,No migration background,Rural regions,"Married, living apart",0.01265,62,4443,0.00936,0.01593
1998,No migration background,Rural regions,Single,0.17429,1035,4443,0.16313,0.18545
1998,No migration background,Rural regions,Divorced,0.05644,264,4443,0.04966,0.06323
1998,No migration background,Rural regions,Widowed,0.08237,286,4443,0.07429,0.09046
1998,Direct migration background,Urban regions,Married,0.66961,1521,1985,0.64891,0.69030
1998,Direct migration background,Urban regions,"Married, living apart",0.03764,71,1985,0.02927,0.04602
1998,Direct migration background,Urban regions,Single,0.11938,229,1985,0.10512,0.13365
1998,Direct migration background,Urban regions,Divorced,0.05642,77,1985,0.04626,0.06657
1998,Direct migration background,Urban regions,Widowed,0.06048,87,1985,0.04999,0.07097
1998,Direct migration background,Rural regions,Married,0.63225,306,382,0.58383,0.68067
1998,Direct migration background,Rural regions,Single,0.10655,45,382,0.07557,0.13753
1998,Direct migration background,Rural regions,Widowed,0.11745,31,382,0.08512,0.14978
1998,Indirect migration background,Urban regions,Married,0.09047,126,478,0.06473,0.11621
1998,Indirect migration background,Urban regions,Single,0.28919,352,478,0.24851,0.32988
1998,Indirect migration background,Rural regions,Single,0.26423,69,69,0.15943,0.36903
1999,No migration background,Urban regions,Married,0.45842,3825,6534,0.44634,0.47050
1999,No migration background,Urban regions,"Married, living apart",0.02162,153,6534,0.01810,0.02515
1999,No migration background,Urban regions,Single,0.20502,1632,6534,0.19523,0.21481
1999,No migration background,Urban regions,Divorced,0.07243,474,6534,0.06614,0.07871
1999,No migration background,Urban regions,Widowed,0.09117,450,6534,0.08419,0.09815
1999,No migration background,Rural regions,Married,0.48275,2656,4332,0.46786,0.49763
1999,No migration background,Rural regions,"Married, living apart",0.01519,74,4332,0.01155,0.01883
1999,No migration background,Rural regions,Single,0.18202,1046,4332,0.17053,0.19351
1999,No migration background,Rural regions,Divorced,0.06231,278,4332,0.05511,0.06950
1999,No migration background,Rural regions,Widowed,0.08324,278,4332,0.07501,0.09147
1999,Direct migration background,Urban regions,Married,0.67657,1421,1843,0.65521,0.69793
1999,Direct migration background,Urban regions,"Married, living apart",0.03899,66,1843,0.03015,0.04783
1999,Direct migration background,Urban regions,Single,0.11268,201,1843,0.09824,0.12712
1999,Direct migration background,Urban regions,Divorced,0.06148,78,1843,0.05051,0.07245
1999,Direct migration background,Urban regions,Widowed,0.06024,77,1843,0.04937,0.07110
1999,Direct migration background,Rural regions,Married,0.65355,266,300,0.59962,0.70749
1999,Direct migration background,Rural regions,Single,0.07946,34,300,0.04881,0.11012
1999,Indirect migration background,Urban regions,Married,0.09325,135,487,0.06740,0.11910
1999,Indirect migration background,Urban regions,Single,0.29611,352,487,0.25552,0.33670
1999,Indirect migration background,Rural regions,Single,0.22885,65,65,0.12593,0.33177
2000,No migration background,Urban regions,Married,0.47563,7471,12312,0.46681,0.48445
2000,No migration background,Urban regions,"Married, living apart",0.01966,268,12312,0.01720,0.02211
2000,No migration background,Urban regions,Single,0.20047,2828,12312,0.19339,0.20754
2000,No migration background,Urban regions,Divorced,0.06625,844,12312,0.06186,0.07065
2000,No migration background,Urban regions,Widowed,0.08788,901,12312,0.08287,0.09288
2000,No migration background,Rural regions,Married,0.48881,4777,7670,0.47762,0.49999
2000,No migration background,Rural regions,"Married, living apart",0.01366,125,7670,0.01106,0.01626
2000,No migration background,Rural regions,Single,0.18828,1764,7670,0.17953,0.19703
2000,No migration background,Rural regions,Divorced,0.06015,480,7670,0.05483,0.06547
2000,No migration background,Rural regions,Widowed,0.08147,524,7670,0.07535,0.08759
2000,Direct migration background,Urban regions,Married,0.65000,2059,2729,0.63211,0.66790
2000,Direct migration background,Urban regions,"Married, living apart",0.02896,84,2729,0.02266,0.03525
2000,Direct migration background,Urban regions,Single,0.13259,344,2729,0.11986,0.14531
2000,Direct migration background,Urban regions,Divorced,0.05674,126,2729,0.04806,0.06542
2000,Direct migration background,Urban regions,Widowed,0.05004,116,2729,0.04186,0.05822
2000,Direct migration background,Rural regions,Married,0.64519,430,536,0.60464,0.68573
2000,Direct migration background,Rural regions,Single,0.10631,68,536,0.08019,0.13243
2000,Direct migration background,Rural regions,Widowed,0.08530,38,536,0.06163,0.10897
2000,Indirect migration background,Urban regions,Married,0.11463,207,669,0.09047,0.13879
2000,Indirect migration background,Urban regions,Single,0.27125,462,669,0.23754,0.30497
2000,Indirect migration background,Rural regions,Married,0.08706,31,106,0.03313,0.14098
2000,Indirect migration background,Rural regions,Single,0.20577,75,106,0.12844,0.28310
2001,No migration background,Urban regions,Married,0.46635,6755,11268,0.45714,0.47556
2001,No migration background,Urban regions,"Married, living apart",0.02043,253,11268,0.01782,0.02305
2001,No migration background,Urban regions,Single,0.20704,2657,11268,0.19956,0.21452
2001,No migration background,Urban regions,Divorced,0.07106,802,11268,0.06632,0.07580
2001,No migration background,Urban regions,Widowed,0.08520,801,11268,0.08004,0.09035
2001,No migration background,Rural regions,Married,0.48824,4312,6973,0.47651,0.49997
2001,No migration background,Rural regions,"Married, living apart",0.01500,123,6973,0.01214,0.01785
2001,No migration background,Rural regions,Single,0.19178,1612,6973,0.18254,0.20102
2001,No migration background,Rural regions,Divorced,0.06295,443,6973,0.05724,0.06865
2001,No migration background,Rural regions,Widowed,0.08298,483,6973,0.07651,0.08946
2001,Direct migration background,Urban regions,Married,0.65337,1808,2404,0.63435,0.67240
2001,Direct migration background,Urban regions,"Married, living apart",0.02769,72,2404,0.02113,0.03425
2001,Direct migration background,Urban regions,Single,0.14295,300,2404,0.12896,0.15695
2001,Direct migration background,Urban regions,Divorced,0.06217,120,2404,0.05251,0.07182
2001,Direct migration background,Urban regions,Widowed,0.05122,104,2404,0.04240,0.06003
2001,Direct migration background,Rural regions,Married,0.63517,378,473,0.59174,0.67860
2001,Direct migration background,Rural regions,Single,0.11220,63,473,0.08373,0.14067
2001,Direct migration background,Rural regions,Widowed,0.08790,32,473,0.06235,0.11344
2001,Indirect migration background,Urban regions,Married,0.11744,207,627,0.09222,0.14266
2001,Indirect migration background,Urban regions,Single,0.25527,420,627,0.22112,0.28943
2001,Indirect migration background,Rural regions,Married,0.09103,31,94,0.03257,0.14949
2001,Indirect migration background,Rural regions,Single,0.15887,63,94,0.08457,0.23316
2002,No migration background,Urban regions,Married,0.46746,7594,12317,0.45865,0.47627
2002,No migration background,Urban regions,"Married, living apart",0.01898,238,12317,0.01657,0.02139
2002,No migration background,Urban regions,Single,0.20593,2835,12317,0.19878,0.21307
2002,No migration background,Urban regions,Divorced,0.07369,858,12317,0.06908,0.07831
2002,No migration background,Urban regions,Widowed,0.08567,792,12317,0.08073,0.09061
2002,No migration background,Rural regions,Married,0.47656,4373,7143,0.46498,0.48815
2002,No migration background,Rural regions,"Married, living apart",0.01499,138,7143,0.01217,0.01781
2002,No migration background,Rural regions,Single,0.20292,1697,7143,0.19359,0.21225
2002,No migration background,Rural regions,Divorced,0.06653,463,7143,0.06075,0.07231
2002,No migration background,Rural regions,Widowed,0.08104,472,7143,0.07471,0.08737
2002,Direct migration background,Urban regions,Married,0.65385,1718,2314,0.63446,0.67324
2002,Direct migration background,Urban regions,"Married, living apart",0.03298,78,2314,0.02570,0.04026
2002,Direct migration background,Urban regions,Single,0.14705,300,2314,0.13262,0.16148
2002,Direct migration background,Urban regions,Divorced,0.06217,116,2314,0.05233,0.07201
2002,Direct migration background,Urban regions,Widowed,0.05046,102,2314,0.04154,0.05938
2002,Direct migration background,Rural regions,Married,0.62843,357,446,0.58353,0.67333
2002,Direct migration background,Rural regions,Single,0.11168,55,446,0.08242,0.14095
2002,Direct migration background,Rural regions,Widowed,0.08641,34,446,0.06031,0.11252
2002,Indirect migration background,Urban regions,Married,0.12252,220,636,0.09702,0.14802
2002,Indirect migration background,Urban regions,Single,0.25445,416,636,0.22058,0.28833
