year,migback,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Direct migration background,West,"Married, living apart",0.03536,94,2530,0.02816,0.04256
1990,Direct migration background,West,Single,0.14240,400,2530,0.12878,0.15602
1990,Direct migration background,West,Divorced,0.06036,86,2530,0.05108,0.06965
1990,Direct migration background,West,Widowed,0.05276,64,2530,0.04405,0.06148
1990,Direct migration background,East,Married,0.67119,109,109,0.58259,0.75979
1990,Indirect migration background,West,Married,0.04331,52,283,0.01955,0.06707
1990,Indirect migration background,West,Single,0.13680,231,283,0.09669,0.17691
1991,No migration background,West,Married,0.47339,4003,6617,0.46135,0.48542
1991,No migration background,West,"Married, living apart",0.01786,127,6617,0.01467,0.02105
1991,No migration background,West,Single,0.20177,1619,6617,0.19210,0.21144
1991,No migration background,West,Divorced,0.05329,340,6617,0.04788,0.05870
1991,No migration background,West,Widowed,0.09799,528,6617,0.09082,0.10515
1991,No migration background,East,Married,0.50246,2770,3981,0.48693,0.51799
1991,No migration background,East,Single,0.16087,740,3981,0.14946,0.17228
1991,No migration background,East,Divorced,0.06378,239,3981,0.05619,0.07138
1991,No migration background,East,Widowed,0.07806,232,3981,0.06973,0.08640
1991,Direct migration background,West,Married,0.68324,1881,2483,0.66494,0.70155
1991,Direct migration background,West,"Married, living apart",0.03537,89,2483,0.02810,0.04263
1991,Direct migration background,West,Single,0.13385,362,2483,0.12046,0.14725
1991,Direct migration background,West,Divorced,0.05582,87,2483,0.04679,0.06485
1991,Direct migration background,West,Widowed,0.05763,64,2483,0.04847,0.06680
1991,Direct migration background,East,Married,0.69125,110,110,0.60452,0.77798
1991,Indirect migration background,West,Married,0.04199,59,333,0.02041,0.06356
1991,Indirect migration background,West,Single,0.15795,274,333,0.11872,0.19717
1992,No migration background,West,Married,0.47681,3998,6538,0.46470,0.48892
1992,No migration background,West,"Married, living apart",0.01683,120,6538,0.01371,0.01995
1992,No migration background,West,Single,0.19464,1551,6538,0.18504,0.20424
1992,No migration background,West,Divorced,0.05422,356,6538,0.04873,0.05970
1992,No migration background,West,Widowed,0.09720,513,6538,0.09002,0.10438
1992,No migration background,East,Married,0.49859,2585,3798,0.48269,0.51449
1992,No migration background,East,Single,0.17356,771,3798,0.16151,0.18561
1992,No migration background,East,Divorced,0.06034,220,3798,0.05276,0.06791
1992,No migration background,East,Widowed,0.07612,222,3798,0.06768,0.08455
1992,Direct migration background,West,Married,0.69805,1840,2406,0.67970,0.71639
1992,Direct migration background,West,"Married, living apart",0.03543,87,2406,0.02804,0.04282
1992,Direct migration background,West,Single,0.13151,331,2406,0.11800,0.14502
1992,Direct migration background,West,Divorced,0.05534,79,2406,0.04620,0.06448
1992,Direct migration background,West,Widowed,0.05949,69,2406,0.05004,0.06894
1992,Direct migration background,East,Married,0.68178,109,109,0.59393,0.76963
1992,Indirect migration background,West,Married,0.04859,72,383,0.02703,0.07015
1992,Indirect migration background,West,Single,0.19411,311,383,0.15445,0.23377
1993,No migration background,West,Married,0.47648,3964,6477,0.46431,0.48864
1993,No migration background,West,"Married, living apart",0.01803,127,6477,0.01479,0.02127
1993,No migration background,West,Single,0.18965,1523,6477,0.18010,0.19919
1993,No migration background,West,Divorced,0.05559,350,6477,0.05001,0.06117
1993,No migration background,West,Widowed,0.09793,513,6477,0.09069,0.10517
1993,No migration background,East,Married,0.49585,2436,3681,0.47969,0.51200
1993,No migration background,East,"Married, living apart",0.00858,45,3681,0.00560,0.01156
1993,No migration background,East,Single,0.17074,767,3681,0.15859,0.18290
1993,No migration background,East,Divorced,0.06059,214,3681,0.05288,0.06830
1993,No migration background,East,Widowed,0.07570,219,3681,0.06715,0.08424
1993,Direct migration background,West,Married,0.69707,1791,2342,0.67846,0.71569
1993,Direct migration background,West,"Married, living apart",0.03833,90,2342,0.03055,0.04611
1993,Direct migration background,West,Single,0.13800,311,2342,0.12403,0.15197
1993,Direct migration background,West,Divorced,0.05896,82,2342,0.04941,0.06850
1993,Direct migration background,West,Widowed,0.05267,68,2342,0.04362,0.06172
1993,Direct migration background,East,Married,0.66313,100,100,0.57003,0.75623
1993,Indirect migration background,West,Married,0.06029,90,436,0.03792,0.08266
1993,Indirect migration background,West,Single,0.23197,346,436,0.19231,0.27164
1994,No migration background,West,Married,0.47524,3909,6409,0.46301,0.48747
1994,No migration background,West,"Married, living apart",0.01834,135,6409,0.01506,0.02163
1994,No migration background,West,Single,0.18772,1511,6409,0.17816,0.19728
1994,No migration background,West,Divorced,0.05574,354,6409,0.05012,0.06135
1994,No migration background,West,Widowed,0.09712,500,6409,0.08987,0.10437
1994,No migration background,East,Married,0.49756,2361,3617,0.48127,0.51386
1994,No migration background,East,"Married, living apart",0.01159,55,3617,0.00810,0.01508
1994,No migration background,East,Single,0.16997,777,3617,0.15773,0.18221
1994,No migration background,East,Divorced,0.06079,210,3617,0.05300,0.06858
1994,No migration background,East,Widowed,0.07602,214,3617,0.06738,0.08466
1994,Direct migration background,West,Married,0.70481,1720,2215,0.68581,0.72381
1994,Direct migration background,West,"Married, living apart",0.03559,72,2215,0.02787,0.04331
1994,Direct migration background,West,Single,0.12172,267,2215,0.10810,0.13534
1994,Direct migration background,West,Divorced,0.06738,85,2215,0.05694,0.07783
1994,Direct migration background,West,Widowed,0.05941,71,2215,0.04956,0.06925
1994,Direct migration background,East,Married,0.65472,104,104,0.56290,0.74655
1994,Indirect migration background,West,Married,0.05928,101,454,0.03753,0.08102
1994,Indirect migration background,West,Single,0.24534,353,454,0.20572,0.28497
1995,No migration background,West,Married,0.47271,3937,6466,0.46054,0.48488
1995,No migration background,West,"Married, living apart",0.01639,135,6466,0.01329,0.01948
1995,No migration background,West,Single,0.18579,1519,6466,0.17631,0.19527
1995,No migration background,West,Divorced,0.05916,386,6466,0.05340,0.06491
1995,No migration background,West,Widowed,0.09852,489,6466,0.09125,0.10578
1995,No migration background,East,Married,0.49512,2263,3535,0.47863,0.51160
1995,No migration background,East,"Married, living apart",0.00900,42,3535,0.00589,0.01211
1995,No migration background,East,Single,0.17327,792,3535,0.16079,0.18575
1995,No migration background,East,Divorced,0.06859,229,3535,0.06025,0.07692
1995,No migration background,East,Widowed,0.07655,209,3535,0.06778,0.08531
1995,Direct migration background,West,Married,0.65820,2032,2638,0.64010,0.67631
1995,Direct migration background,West,"Married, living apart",0.02781,72,2638,0.02154,0.03409
1995,Direct migration background,West,Single,0.13984,350,2638,0.12661,0.15308
1995,Direct migration background,West,Divorced,0.05820,94,2638,0.04926,0.06713
1995,Direct migration background,West,Widowed,0.05293,90,2638,0.04438,0.06148
1995,Direct migration background,East,Married,0.64190,100,100,0.54745,0.73634
1995,Indirect migration background,West,Married,0.06383,111,472,0.04175,0.08591
1995,Indirect migration background,West,Single,0.24417,361,472,0.20537,0.28297
1996,No migration background,West,Married,0.47001,3859,6383,0.45776,0.48225
1996,No migration background,West,"Married, living apart",0.01913,145,6383,0.01577,0.02249
1996,No migration background,West,Single,0.18930,1524,6383,0.17969,0.19892
1996,No migration background,West,Divorced,0.06023,386,6383,0.05439,0.06607
1996,No migration background,West,Widowed,0.09597,469,6383,0.08874,0.10320
1996,No migration background,East,Married,0.49268,2223,3525,0.47617,0.50919
1996,No migration background,East,"Married, living apart",0.01117,52,3525,0.00770,0.01464
1996,No migration background,East,Single,0.18248,823,3525,0.16973,0.19523
1996,No migration background,East,Divorced,0.06266,215,3525,0.05466,0.07066
1996,No migration background,East,Widowed,0.07772,212,3525,0.06888,0.08656
1996,Direct migration background,West,Married,0.65828,1891,2458,0.63952,0.67703
1996,Direct migration background,West,"Married, living apart",0.03018,83,2458,0.02341,0.03694
1996,Direct migration background,West,Single,0.13784,312,2458,0.12421,0.15147
1996,Direct migration background,West,Divorced,0.05380,82,2458,0.04488,0.06272
1996,Direct migration background,West,Widowed,0.06026,90,2458,0.05085,0.06967
1996,Direct migration background,East,Married,0.60797,96,96,0.50979,0.70614
1996,Indirect migration background,West,Married,0.07195,126,506,0.04941,0.09449
1996,Indirect migration background,West,Single,0.24721,380,506,0.20959,0.28484
1997,No migration background,West,Married,0.46417,3804,6307,0.45187,0.47648
1997,No migration background,West,"Married, living apart",0.02125,151,6307,0.01769,0.02480
1997,No migration background,West,Single,0.18923,1497,6307,0.17957,0.19890
1997,No migration background,West,Divorced,0.06363,397,6307,0.05761,0.06966
1997,No migration background,West,Widowed,0.09515,458,6307,0.08791,0.10239
1997,No migration background,East,Married,0.48626,2147,3484,0.46966,0.50286
1997,No migration background,East,"Married, living apart",0.01516,61,3484,0.01110,0.01922
1997,No migration background,East,Single,0.19374,851,3484,0.18062,0.20687
1997,No migration background,East,Divorced,0.06547,221,3484,0.05725,0.07368
1997,No migration background,East,Widowed,0.07467,204,3484,0.06594,0.08340
1997,Direct migration background,West,Married,0.66526,1803,2341,0.64614,0.68438
1997,Direct migration background,West,"Married, living apart",0.03997,88,2341,0.03203,0.04791
1997,Direct migration background,West,Single,0.12283,282,2341,0.10953,0.13613
1997,Direct migration background,West,Divorced,0.05518,79,2341,0.04593,0.06443
1997,Direct migration background,West,Widowed,0.06014,89,2341,0.05051,0.06978
1997,Direct migration background,East,Married,0.59814,87,87,0.49452,0.70176
1997,Indirect migration background,West,Married,0.07757,130,523,0.05463,0.10052
1997,Indirect migration background,West,Single,0.26726,393,523,0.22929,0.30522
1998,No migration background,West,Married,0.46957,4531,7520,0.45829,0.48085
1998,No migration background,West,"Married, living apart",0.02137,169,7520,0.01810,0.02464
1998,No migration background,West,Single,0.19118,1786,7520,0.18229,0.20006
1998,No migration background,West,Divorced,0.06340,486,7520,0.05789,0.06891
1998,No migration background,West,Widowed,0.09263,548,7520,0.08608,0.09918
1998,No migration background,East,Married,0.48858,2285,3723,0.47252,0.50464
1998,No migration background,East,"Married, living apart",0.01522,62,3723,0.01128,0.01915
1998,No migration background,East,Single,0.19251,914,3723,0.17984,0.20517
1998,No migration background,East,Divorced,0.06734,248,3723,0.05929,0.07539
1998,No migration background,East,Widowed,0.07273,214,3723,0.06439,0.08108
1998,Direct migration background,West,Married,0.66847,1749,2281,0.64914,0.68779
1998,Direct migration background,West,"Married, living apart",0.03666,83,2281,0.02894,0.04437
1998,Direct migration background,West,Single,0.11857,265,2281,0.10530,0.13184
1998,Direct migration background,West,Divorced,0.05855,90,2281,0.04892,0.06819
1998,Direct migration background,West,Widowed,0.06019,94,2281,0.05042,0.06995
1998,Direct migration background,East,Married,0.57055,78,78,0.45998,0.68111
1998,Indirect migration background,West,Married,0.08756,142,543,0.06377,0.11136
1998,Indirect migration background,West,Single,0.28210,401,543,0.24421,0.31998
1999,No migration background,West,Married,0.46510,4304,7213,0.45359,0.47661
1999,No migration background,West,"Married, living apart",0.01993,161,7213,0.01670,0.02316
1999,No migration background,West,Single,0.19537,1744,7213,0.18622,0.20452
1999,No migration background,West,Divorced,0.06740,494,7213,0.06161,0.07319
1999,No migration background,West,Widowed,0.09141,510,7213,0.08476,0.09807
1999,No migration background,East,Married,0.47294,2177,3653,0.45674,0.48913
1999,No migration background,East,"Married, living apart",0.01751,66,3653,0.01325,0.02176
1999,No migration background,East,Single,0.20350,934,3653,0.19045,0.21656
1999,No migration background,East,Divorced,0.07462,258,3653,0.06610,0.08315
1999,No migration background,East,Widowed,0.07755,218,3653,0.06887,0.08622
1999,Direct migration background,West,Married,0.67929,1617,2095,0.65930,0.69929
1999,Direct migration background,West,"Married, living apart",0.03689,75,2095,0.02882,0.04497
1999,Direct migration background,West,Single,0.10749,227,2095,0.09423,0.12076
1999,Direct migration background,West,Divorced,0.06449,93,2095,0.05397,0.07502
1999,Direct migration background,West,Widowed,0.05952,83,2095,0.04938,0.06965
1999,Direct migration background,East,Married,0.55325,70,70,0.43595,0.67056
1999,Indirect migration background,West,Married,0.09019,150,549,0.06621,0.11418
1999,Indirect migration background,West,Single,0.28497,399,549,0.24717,0.32276
2000,No migration background,West,Married,0.48379,8925,14308,0.47561,0.49198
2000,No migration background,West,"Married, living apart",0.01818,290,14308,0.01599,0.02037
2000,No migration background,West,Single,0.19427,3165,14308,0.18779,0.20075
2000,No migration background,West,Divorced,0.05953,880,14308,0.05566,0.06341
2000,No migration background,West,Widowed,0.08655,1048,14308,0.08195,0.09116
2000,No migration background,East,Married,0.46738,3323,5674,0.45440,0.48037
2000,No migration background,East,"Married, living apart",0.01533,103,5674,0.01214,0.01853
2000,No migration background,East,Single,0.20320,1427,5674,0.19273,0.21367
2000,No migration background,East,Divorced,0.08065,444,5674,0.07357,0.08774
2000,No migration background,East,Widowed,0.08233,377,5674,0.07518,0.08949
2000,Direct migration background,West,Married,0.65375,2393,3156,0.63715,0.67036
2000,Direct migration background,West,"Married, living apart",0.02725,91,3156,0.02157,0.03293
2000,Direct migration background,West,Single,0.12836,395,3156,0.11669,0.14003
2000,Direct migration background,West,Divorced,0.05769,147,3156,0.04955,0.06582
2000,Direct migration background,West,Widowed,0.05031,130,3156,0.04269,0.05794
2000,Direct migration background,East,Married,0.55162,96,96,0.45161,0.65163
2000,Indirect migration background,West,Married,0.11151,233,752,0.08900,0.13402
2000,Indirect migration background,West,Single,0.25962,519,752,0.22826,0.29098
2001,No migration background,West,Married,0.47645,7982,12952,0.46784,0.48505
2001,No migration background,West,"Married, living apart",0.01909,277,12952,0.01674,0.02145
2001,No migration background,West,Single,0.19940,2916,12952,0.19251,0.20628
2001,No migration background,West,Divorced,0.06454,841,12952,0.06031,0.06878
2001,No migration background,West,Widowed,0.08471,936,12952,0.07991,0.08950
2001,No migration background,East,Married,0.46462,3085,5289,0.45117,0.47806
2001,No migration background,East,"Married, living apart",0.01659,99,5289,0.01314,0.02003
2001,No migration background,East,Single,0.21048,1353,5289,0.19949,0.22147
2001,No migration background,East,Divorced,0.08189,404,5289,0.07450,0.08928
2001,No migration background,East,Widowed,0.08343,348,5289,0.07597,0.09088
2001,Direct migration background,West,Married,0.65417,2108,2794,0.63653,0.67181
2001,Direct migration background,West,"Married, living apart",0.02982,85,2794,0.02351,0.03613
2001,Direct migration background,West,Single,0.13603,346,2794,0.12332,0.14874
2001,Direct migration background,West,Divorced,0.06155,138,2794,0.05263,0.07046
2001,Direct migration background,West,Widowed,0.05236,117,2794,0.04410,0.06062
2001,Direct migration background,East,Married,0.55218,78,78,0.44111,0.66325
2001,Indirect migration background,West,Married,0.11455,235,699,0.09092,0.13818
2001,Indirect migration background,West,Single,0.23724,464,699,0.20568,0.26880
2002,No migration background,West,Married,0.47545,8915,14169,0.46723,0.48367
2002,No migration background,West,"Married, living apart",0.01754,270,14169,0.01537,0.01970
2002,No migration background,West,Single,0.19925,3151,14169,0.19268,0.20583
2002,No migration background,West,Divorced,0.06744,916,14169,0.06331,0.07157
2002,No migration background,West,Widowed,0.08450,917,14169,0.07992,0.08908
2002,No migration background,East,Married,0.45292,3052,5291,0.43951,0.46634
2002,No migration background,East,"Married, living apart",0.01777,106,5291,0.01421,0.02133
2002,No migration background,East,Single,0.22558,1381,5291,0.21432,0.23685
2002,No migration background,East,Divorced,0.08500,405,5291,0.07749,0.09252
2002,No migration background,East,Widowed,0.08242,347,5291,0.07501,0.08983
2002,Direct migration background,West,Married,0.65398,2002,2682,0.63597,0.67199
2002,Direct migration background,West,"Married, living apart",0.03492,89,2682,0.02797,0.04186
2002,Direct migration background,West,Single,0.13827,339,2682,0.12521,0.15134
2002,Direct migration background,West,Divorced,0.06343,136,2682,0.05420,0.07266
2002,Direct migration background,West,Widowed,0.05176,116,2682,0.04337,0.06015
2002,Direct migration background,East,Married,0.53630,73,73,0.42111,0.65149
2002,Indirect migration background,West,Married,0.11698,245,706,0.09325,0.14070
2002,Indirect migration background,West,Single,0.24260,461,706,0.21095,0.27424
2003,No migration background,West,Married,0.46711,8374,13561,0.45871,0.47551
2003,No migration background,West,"Married, living apart",0.01901,293,13561,0.01671,0.02131
2003,No migration background,West,Single,0.20414,3094,13561,0.19735,0.21092
2003,No migration background,West,Divorced,0.06951,896,13561,0.06523,0.07379
2003,No migration background,West,Widowed,0.08509,904,13561,0.08039,0.08978
2003,No migration background,East,Married,0.44677,2942,5209,0.43326,0.46027
2003,No migration background,East,"Married, living apart",0.01990,110,5209,0.01610,0.02369
2003,No migration background,East,Single,0.23423,1412,5209,0.22272,0.24573
2003,No migration background,East,Divorced,0.08495,399,5209,0.07737,0.09252
2003,No migration background,East,Widowed,0.08270,346,5209,0.07522,0.09018
2003,Direct migration background,West,Married,0.65508,1864,2515,0.63650,0.67366
2003,Direct migration background,West,"Married, living apart",0.03214,85,2515,0.02524,0.03903
2003,Direct migration background,West,Single,0.13870,317,2515,0.12519,0.15221
2003,Direct migration background,West,Divorced,0.07117,138,2515,0.06112,0.08122
2003,Direct migration background,West,Widowed,0.05073,111,2515,0.04215,0.05931
2003,Direct migration background,East,Married,0.58256,70,70,0.46621,0.69892
2003,Indirect migration background,West,Married,0.12139,243,701,0.09719,0.14558
2003,Indirect migration background,West,Single,0.25161,458,701,0.21947,0.28376
2004,No migration background,West,Married,0.46192,8065,13190,0.45341,0.47043
2004,No migration background,West,"Married, living apart",0.01974,280,13190,0.01737,0.02212
2004,No migration background,West,Single,0.20828,3063,13190,0.20135,0.21521
2004,No migration background,West,Divorced,0.07372,910,13190,0.06926,0.07818
2004,No migration background,West,Widowed,0.08334,872,13190,0.07862,0.08806
2004,No migration background,East,Married,0.43686,2838,5088,0.42323,0.45049
2004,No migration background,East,"Married, living apart",0.02275,107,5088,0.01866,0.02685
2004,No migration background,East,Single,0.24487,1409,5088,0.23305,0.25669
2004,No migration background,East,Divorced,0.08776,400,5088,0.07998,0.09553
2004,No migration background,East,Widowed,0.08128,334,5088,0.07377,0.08879
2004,Direct migration background,West,Married,0.65763,1790,2435,0.63878,0.67648
2004,Direct migration background,West,"Married, living apart",0.03253,82,2435,0.02548,0.03958
2004,Direct migration background,West,Single,0.14556,323,2435,0.13154,0.15957
2004,Direct migration background,West,Divorced,0.06815,129,2435,0.05814,0.07816
2004,Direct migration background,West,Widowed,0.05380,111,2435,0.04483,0.06276
2004,Direct migration background,East,Married,0.61586,70,70,0.50109,0.73063
2004,Indirect migration background,West,Married,0.12280,248,722,0.09884,0.14676
2004,Indirect migration background,West,Single,0.27875,474,722,0.24602,0.31148
2005,No migration background,West,Married,0.45370,7589,12602,0.44501,0.46239
2005,No migration background,West,"Married, living apart",0.02015,275,12602,0.01770,0.02261
2005,No migration background,West,Single,0.22098,2992,12602,0.21373,0.22822
2005,No migration background,West,Divorced,0.07568,895,12602,0.07107,0.08030
2005,No migration background,West,Widowed,0.08046,851,12602,0.07571,0.08520
2005,No migration background,East,Married,0.43000,2718,4903,0.41614,0.44386
2005,No migration background,East,"Married, living apart",0.01820,94,4903,0.01446,0.02195
2005,No migration background,East,Single,0.25680,1365,4903,0.24457,0.26903
2005,No migration background,East,Divorced,0.09115,396,4903,0.08309,0.09921
2005,No migration background,East,Widowed,0.07792,330,4903,0.07042,0.08542
2005,Direct migration background,West,Married,0.66582,1664,2268,0.64640,0.68524
2005,Direct migration background,West,"Married, living apart",0.03901,90,2268,0.03104,0.04698
2005,Direct migration background,West,Single,0.14196,287,2268,0.12760,0.15633
2005,Direct migration background,West,Divorced,0.06624,117,2268,0.05600,0.07648
2005,Direct migration background,West,Widowed,0.05166,110,2268,0.04255,0.06077
2005,Direct migration background,East,Married,0.58692,68,68,0.46902,0.70482
2005,Indirect migration background,West,Married,0.13111,256,741,0.10679,0.15543
2005,Indirect migration background,West,Single,0.30553,485,741,0.27234,0.33872
2006,No migration background,West,Married,0.44920,8348,13814,0.44090,0.45749
2006,No migration background,West,"Married, living apart",0.02065,299,13814,0.01828,0.02302
2006,No migration background,West,Single,0.22030,3182,13814,0.21339,0.22721
2006,No migration background,West,Divorced,0.07779,1005,13814,0.07332,0.08225
2006,No migration background,West,Widowed,0.08380,980,13814,0.07918,0.08842
2006,No migration background,East,Married,0.43051,2889,5214,0.41707,0.44395
2006,No migration background,East,"Married, living apart",0.01821,93,5214,0.01458,0.02184
2006,No migration background,East,Single,0.26135,1423,5214,0.24943,0.27328
2006,No migration background,East,Divorced,0.09428,444,5214,0.08635,0.10221
2006,No migration background,East,Widowed,0.07909,365,5214,0.07176,0.08642
2006,Direct migration background,West,Married,0.66042,1646,2275,0.64096,0.67989
2006,Direct migration background,West,"Married, living apart",0.04393,100,2275,0.03551,0.05236
2006,Direct migration background,West,Single,0.14025,285,2275,0.12598,0.15453
2006,Direct migration background,West,Divorced,0.06922,134,2275,0.05879,0.07965
2006,Direct migration background,West,Widowed,0.04966,110,2275,0.04073,0.05859
2006,Direct migration background,East,Married,0.55880,74,74,0.44489,0.67270
2006,Indirect migration background,West,Married,0.14193,271,764,0.11717,0.16669
2006,Indirect migration background,West,Single,0.30811,493,764,0.27535,0.34087
2006,Indirect migration background,East,Single,0.39989,33,33,0.23015,0.56962
2007,No migration background,West,Married,0.44785,7774,12927,0.43928,0.45643
2007,No migration background,West,"Married, living apart",0.01959,283,12927,0.01720,0.02198
2007,No migration background,West,Single,0.22682,3002,12927,0.21960,0.23404
2007,No migration background,West,Divorced,0.07893,970,12927,0.07428,0.08357
2007,No migration background,West,Widowed,0.08143,898,12927,0.07672,0.08615
2007,No migration background,East,Married,0.43020,2723,4954,0.41641,0.44398
2007,No migration background,East,"Married, living apart",0.01761,78,4954,0.01395,0.02128
2007,No migration background,East,Single,0.27413,1387,4954,0.26171,0.28655
2007,No migration background,East,Divorced,0.09432,431,4954,0.08618,0.10246
2007,No migration background,East,Widowed,0.07406,335,4954,0.06677,0.08135
2007,Direct migration background,West,Married,0.65643,1470,2042,0.63582,0.67703
2007,Direct migration background,West,"Married, living apart",0.04807,91,2042,0.03879,0.05735
2007,Direct migration background,West,Single,0.13757,256,2042,0.12263,0.15252
2007,Direct migration background,West,Divorced,0.07782,122,2042,0.06619,0.08944
2007,Direct migration background,West,Widowed,0.05172,103,2042,0.04212,0.06133
2007,Direct migration background,East,Married,0.59792,63,63,0.47587,0.71997
