year,age_gr,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,30-45 y.,No migration background,Single,0.14243,240,2075,0.12739,0.15748
1987,30-45 y.,No migration background,Divorced,0.07250,139,2075,0.06134,0.08366
1987,30-45 y.,Direct migration background,Married,0.81515,925,1043,0.79158,0.83872
1987,30-45 y.,Direct migration background,"Married, living apart",0.04315,38,1043,0.03081,0.05549
1987,30-45 y.,Direct migration background,Single,0.07513,44,1043,0.05913,0.09114
1987,30-45 y.,Direct migration background,Divorced,0.05894,36,1043,0.04464,0.07324
1987,46-65 y.,No migration background,Married,0.77387,1859,2286,0.75672,0.79102
1987,46-65 y.,No migration background,"Married, living apart",0.01852,38,2286,0.01299,0.02405
1987,46-65 y.,No migration background,Single,0.05013,85,2286,0.04118,0.05908
1987,46-65 y.,No migration background,Divorced,0.07239,133,2286,0.06176,0.08301
1987,46-65 y.,No migration background,Widowed,0.08509,171,2286,0.07365,0.09653
1987,46-65 y.,Direct migration background,Married,0.79128,789,901,0.76473,0.81783
1987,46-65 y.,Direct migration background,"Married, living apart",0.04970,45,901,0.03550,0.06390
1987,46-65 y.,Direct migration background,Divorced,0.06035,33,901,0.04479,0.07591
1987,46-65 y.,Direct migration background,Widowed,0.08571,34,901,0.06742,0.10399
1987,66 and older,No migration background,Married,0.44720,521,1003,0.41641,0.47798
1987,66 and older,No migration background,Single,0.05418,49,1003,0.04016,0.06820
1987,66 and older,No migration background,Divorced,0.03765,32,1003,0.02587,0.04944
1987,66 and older,No migration background,Widowed,0.45483,401,1003,0.42400,0.48566
1988,17-29 y.,No migration background,Married,0.22552,469,1870,0.20658,0.24447
1988,17-29 y.,No migration background,Single,0.74279,1401,1870,0.72297,0.76260
1988,17-29 y.,Direct migration background,Married,0.45524,322,760,0.41981,0.49067
1988,17-29 y.,Direct migration background,"Married, living apart",0.03218,35,760,0.01963,0.04474
1988,17-29 y.,Direct migration background,Single,0.50144,403,760,0.46587,0.53701
1988,17-29 y.,Indirect migration background,Single,0.88637,165,165,0.83779,0.93494
1988,30-45 y.,No migration background,Married,0.73574,1566,1979,0.71631,0.75518
1988,30-45 y.,No migration background,"Married, living apart",0.02797,54,1979,0.02071,0.03524
1988,30-45 y.,No migration background,Single,0.15070,230,1979,0.13493,0.16647
1988,30-45 y.,No migration background,Divorced,0.07466,129,1979,0.06308,0.08624
1988,30-45 y.,Direct migration background,Married,0.79057,808,920,0.76426,0.81688
1988,30-45 y.,Direct migration background,"Married, living apart",0.03944,31,920,0.02686,0.05202
1988,30-45 y.,Direct migration background,Single,0.09135,48,920,0.07272,0.10998
1988,30-45 y.,Direct migration background,Divorced,0.06738,33,920,0.05118,0.08359
1988,46-65 y.,No migration background,Married,0.77601,1787,2196,0.75856,0.79345
1988,46-65 y.,No migration background,"Married, living apart",0.02317,43,2196,0.01687,0.02946
1988,46-65 y.,No migration background,Single,0.04972,80,2196,0.04062,0.05881
1988,46-65 y.,No migration background,Divorced,0.06814,124,2196,0.05760,0.07868
1988,46-65 y.,No migration background,Widowed,0.08297,162,2196,0.07143,0.09451
1988,46-65 y.,Direct migration background,Married,0.78032,783,896,0.75319,0.80744
1988,46-65 y.,Direct migration background,"Married, living apart",0.04891,45,896,0.03478,0.06304
1988,46-65 y.,Direct migration background,Divorced,0.07138,34,896,0.05451,0.08824
1988,46-65 y.,Direct migration background,Widowed,0.08704,34,896,0.06857,0.10551
1988,66 and older,No migration background,Married,0.45587,507,961,0.42436,0.48738
1988,66 and older,No migration background,Single,0.05260,45,961,0.03848,0.06672
1988,66 and older,No migration background,Divorced,0.03957,32,961,0.02723,0.05190
1988,66 and older,No migration background,Widowed,0.44290,377,961,0.41148,0.47432
1988,66 and older,Direct migration background,Married,0.48999,35,35,0.32195,0.65802
1989,17-29 y.,No migration background,Married,0.21816,449,1818,0.19917,0.23715
1989,17-29 y.,No migration background,Single,0.74597,1369,1818,0.72595,0.76598
1989,17-29 y.,Direct migration background,Married,0.47068,333,704,0.43378,0.50758
1989,17-29 y.,Direct migration background,Single,0.49788,371,704,0.46092,0.53484
1989,17-29 y.,Indirect migration background,Single,0.90218,197,197,0.86060,0.94377
1989,30-45 y.,No migration background,Married,0.73443,1504,1925,0.71469,0.75416
1989,30-45 y.,No migration background,"Married, living apart",0.03091,57,1925,0.02318,0.03864
1989,30-45 y.,No migration background,Single,0.14378,227,1925,0.12810,0.15946
1989,30-45 y.,No migration background,Divorced,0.08045,137,1925,0.06829,0.09260
1989,30-45 y.,Direct migration background,Married,0.80392,760,842,0.77709,0.83075
1989,30-45 y.,Direct migration background,Single,0.08486,44,842,0.06602,0.10369
1989,30-45 y.,Direct migration background,Divorced,0.06982,38,842,0.05260,0.08705
1989,46-65 y.,No migration background,Married,0.76739,1664,2066,0.74916,0.78561
1989,46-65 y.,No migration background,"Married, living apart",0.02404,42,2066,0.01744,0.03065
1989,46-65 y.,No migration background,Single,0.05327,82,2066,0.04358,0.06296
1989,46-65 y.,No migration background,Divorced,0.07261,123,2066,0.06142,0.08381
1989,46-65 y.,No migration background,Widowed,0.08269,155,2066,0.07081,0.09456
1989,46-65 y.,Direct migration background,Married,0.77987,782,893,0.75268,0.80706
1989,46-65 y.,Direct migration background,"Married, living apart",0.05194,43,893,0.03738,0.06650
1989,46-65 y.,Direct migration background,Divorced,0.07325,35,893,0.05615,0.09035
1989,46-65 y.,Direct migration background,Widowed,0.07733,33,893,0.05980,0.09486
1989,66 and older,No migration background,Married,0.44566,480,931,0.41372,0.47761
1989,66 and older,No migration background,Single,0.05006,41,931,0.03604,0.06407
1989,66 and older,No migration background,Divorced,0.04119,32,931,0.02842,0.05396
1989,66 and older,No migration background,Widowed,0.45503,378,931,0.42303,0.48704
1989,66 and older,Direct migration background,Married,0.54354,42,42,0.39107,0.69601
1990,17-29 y.,No migration background,Married,0.25309,895,2866,0.23717,0.26901
1990,17-29 y.,No migration background,Single,0.71384,1910,2866,0.69729,0.73039
1990,17-29 y.,No migration background,Divorced,0.02434,61,2866,0.01870,0.02998
1990,17-29 y.,Direct migration background,Married,0.44377,319,665,0.40598,0.48156
1990,17-29 y.,Direct migration background,Single,0.50269,346,665,0.46466,0.54072
1990,17-29 y.,Indirect migration background,Married,0.13629,31,259,0.09442,0.17815
1990,17-29 y.,Indirect migration background,Single,0.85320,228,259,0.81001,0.89638
1990,30-45 y.,No migration background,Married,0.73323,2738,3381,0.71832,0.74814
1990,30-45 y.,No migration background,"Married, living apart",0.02245,60,3381,0.01745,0.02744
1990,30-45 y.,No migration background,Single,0.14702,334,3381,0.13508,0.15896
1990,30-45 y.,No migration background,Divorced,0.09033,249,3381,0.08066,0.09999
1990,30-45 y.,Direct migration background,Married,0.78621,754,842,0.75850,0.81392
1990,30-45 y.,Direct migration background,Single,0.09411,46,842,0.07438,0.11384
1990,30-45 y.,Direct migration background,Divorced,0.08084,42,842,0.06242,0.09926
1990,46-65 y.,No migration background,Married,0.76416,2653,3260,0.74959,0.77874
1990,46-65 y.,No migration background,"Married, living apart",0.01741,44,3260,0.01292,0.02190
1990,46-65 y.,No migration background,Single,0.05581,118,3260,0.04792,0.06369
1990,46-65 y.,No migration background,Divorced,0.08528,239,3260,0.07569,0.09487
1990,46-65 y.,No migration background,Widowed,0.07734,206,3260,0.06817,0.08651
1990,46-65 y.,Direct migration background,Married,0.78840,857,976,0.76276,0.81404
1990,46-65 y.,Direct migration background,"Married, living apart",0.04930,47,976,0.03571,0.06289
1990,46-65 y.,Direct migration background,Divorced,0.07448,38,976,0.05800,0.09096
1990,46-65 y.,Direct migration background,Widowed,0.06476,34,976,0.04931,0.08020
1990,66 and older,No migration background,Married,0.44030,678,1342,0.41373,0.46687
1990,66 and older,No migration background,Single,0.04616,57,1342,0.03493,0.05739
1990,66 and older,No migration background,Divorced,0.04503,49,1342,0.03393,0.05613
1990,66 and older,No migration background,Widowed,0.45931,558,1342,0.43264,0.48599
1990,66 and older,Direct migration background,Married,0.55886,65,65,0.43721,0.68051
1991,17-29 y.,No migration background,Married,0.24328,782,2713,0.22713,0.25943
1991,17-29 y.,No migration background,"Married, living apart",0.01675,31,2713,0.01192,0.02158
1991,17-29 y.,No migration background,Single,0.71617,1852,2713,0.69920,0.73313
1991,17-29 y.,No migration background,Divorced,0.02247,48,2713,0.01689,0.02805
1991,17-29 y.,Direct migration background,Married,0.47054,332,636,0.43172,0.50937
1991,17-29 y.,Direct migration background,Single,0.48572,304,636,0.44685,0.52459
1991,17-29 y.,Indirect migration background,Married,0.10226,36,308,0.06837,0.13616
1991,17-29 y.,Indirect migration background,Single,0.88184,272,308,0.84573,0.91795
1991,30-45 y.,No migration background,Married,0.72531,2764,3428,0.71037,0.74026
1991,30-45 y.,No migration background,"Married, living apart",0.02220,58,3428,0.01727,0.02713
1991,30-45 y.,No migration background,Single,0.15199,349,3428,0.13997,0.16401
1991,30-45 y.,No migration background,Divorced,0.09386,257,3428,0.08410,0.10363
1991,30-45 y.,Direct migration background,Married,0.82025,723,812,0.79383,0.84668
1991,30-45 y.,Direct migration background,Single,0.07560,46,812,0.05741,0.09379
1991,30-45 y.,Direct migration background,Divorced,0.07499,43,812,0.05686,0.09312
1991,46-65 y.,No migration background,Married,0.75935,2543,3122,0.74436,0.77435
1991,46-65 y.,No migration background,"Married, living apart",0.01815,42,3122,0.01347,0.02284
1991,46-65 y.,No migration background,Single,0.05383,107,3122,0.04591,0.06175
1991,46-65 y.,No migration background,Divorced,0.09012,229,3122,0.08007,0.10016
1991,46-65 y.,No migration background,Widowed,0.07855,201,3122,0.06911,0.08798
1991,46-65 y.,Direct migration background,Married,0.78931,862,985,0.76383,0.81479
1991,46-65 y.,Direct migration background,"Married, living apart",0.05432,49,985,0.04015,0.06848
1991,46-65 y.,Direct migration background,Divorced,0.07409,43,985,0.05772,0.09045
1991,46-65 y.,Direct migration background,Widowed,0.05041,31,985,0.03674,0.06408
1991,66 and older,No migration background,Married,0.44597,684,1309,0.41904,0.47291
1991,66 and older,No migration background,Single,0.04408,51,1309,0.03295,0.05520
1991,66 and older,No migration background,Divorced,0.04090,45,1309,0.03016,0.05163
1991,66 and older,No migration background,Widowed,0.46067,529,1309,0.43366,0.48768
1991,66 and older,Direct migration background,Married,0.52505,74,111,0.43172,0.61837
1991,66 and older,Direct migration background,Widowed,0.37619,37,111,0.28566,0.46672
1992,17-29 y.,No migration background,Married,0.22594,680,2574,0.20978,0.24209
1992,17-29 y.,No migration background,"Married, living apart",0.01353,32,2574,0.00907,0.01800
1992,17-29 y.,No migration background,Single,0.73555,1808,2574,0.71851,0.75259
1992,17-29 y.,No migration background,Divorced,0.02449,54,2574,0.01851,0.03046
1992,17-29 y.,Direct migration background,Married,0.48177,332,603,0.44185,0.52168
1992,17-29 y.,Direct migration background,Single,0.47949,271,603,0.43958,0.51940
1992,17-29 y.,Indirect migration background,Married,0.11037,47,363,0.07809,0.14265
1992,17-29 y.,Indirect migration background,Single,0.87070,316,363,0.83614,0.90527
1992,30-45 y.,No migration background,Married,0.72574,2734,3414,0.71078,0.74071
1992,30-45 y.,No migration background,"Married, living apart",0.02369,63,3414,0.01859,0.02880
1992,30-45 y.,No migration background,Single,0.15513,367,3414,0.14298,0.16728
1992,30-45 y.,No migration background,Divorced,0.08640,250,3414,0.07697,0.09582
1992,30-45 y.,Direct migration background,Married,0.81277,679,761,0.78503,0.84050
1992,30-45 y.,Direct migration background,Single,0.07439,48,761,0.05574,0.09305
1992,30-45 y.,Direct migration background,Divorced,0.07550,34,761,0.05671,0.09428
1992,46-65 y.,No migration background,Married,0.76690,2484,3028,0.75183,0.78196
1992,46-65 y.,No migration background,"Married, living apart",0.01634,35,3028,0.01182,0.02085
1992,46-65 y.,No migration background,Single,0.05085,97,3028,0.04302,0.05868
1992,46-65 y.,No migration background,Divorced,0.09131,222,3028,0.08105,0.10157
1992,46-65 y.,No migration background,Widowed,0.07461,190,3028,0.06525,0.08397
1992,46-65 y.,Direct migration background,Married,0.78996,853,978,0.76441,0.81550
1992,46-65 y.,Direct migration background,"Married, living apart",0.04644,46,978,0.03324,0.05964
1992,46-65 y.,Direct migration background,Divorced,0.07386,43,978,0.05746,0.09026
1992,46-65 y.,Direct migration background,Widowed,0.05760,36,978,0.04299,0.07221
1992,66 and older,No migration background,Married,0.44844,685,1298,0.42138,0.47551
1992,66 and older,No migration background,Single,0.04285,50,1298,0.03182,0.05387
1992,66 and older,No migration background,Divorced,0.04496,50,1298,0.03368,0.05623
1992,66 and older,No migration background,Widowed,0.45265,513,1298,0.42556,0.47974
1992,66 and older,Direct migration background,Married,0.54443,85,126,0.45712,0.63174
1992,66 and older,Direct migration background,Widowed,0.36454,41,126,0.28017,0.44892
1993,17-29 y.,No migration background,Married,0.21665,626,2477,0.20042,0.23288
1993,17-29 y.,No migration background,"Married, living apart",0.01541,35,2477,0.01056,0.02026
1993,17-29 y.,No migration background,Single,0.74392,1770,2477,0.72673,0.76111
1993,17-29 y.,No migration background,Divorced,0.02346,46,2477,0.01750,0.02942
1993,17-29 y.,Direct migration background,Married,0.46628,320,560,0.42493,0.50764
1993,17-29 y.,Direct migration background,Single,0.50282,240,560,0.46137,0.54427
1993,17-29 y.,Indirect migration background,Married,0.11721,62,410,0.08603,0.14838
1993,17-29 y.,Indirect migration background,Single,0.86015,348,410,0.82653,0.89376
1993,30-45 y.,No migration background,Married,0.72142,2668,3383,0.70631,0.73652
1993,30-45 y.,No migration background,"Married, living apart",0.03065,89,3383,0.02484,0.03645
1993,30-45 y.,No migration background,Single,0.15128,378,3383,0.13920,0.16336
1993,30-45 y.,No migration background,Divorced,0.08868,248,3383,0.07910,0.09827
1993,30-45 y.,Direct migration background,Married,0.80832,633,723,0.77960,0.83703
1993,30-45 y.,Direct migration background,Single,0.09191,57,723,0.07084,0.11299
1993,30-45 y.,Direct migration background,Divorced,0.06161,33,723,0.04407,0.07915
1993,46-65 y.,No migration background,Married,0.76479,2418,2954,0.74949,0.78009
1993,46-65 y.,No migration background,"Married, living apart",0.01727,38,2954,0.01257,0.02197
1993,46-65 y.,No migration background,Single,0.04984,91,2954,0.04200,0.05769
1993,46-65 y.,No migration background,Divorced,0.08869,214,2954,0.07843,0.09894
1993,46-65 y.,No migration background,Widowed,0.07941,193,2954,0.06965,0.08916
1993,46-65 y.,Direct migration background,Married,0.77379,835,972,0.74748,0.80011
1993,46-65 y.,Direct migration background,"Married, living apart",0.05669,53,972,0.04215,0.07124
1993,46-65 y.,Direct migration background,Divorced,0.08407,47,972,0.06661,0.10152
1993,46-65 y.,Direct migration background,Widowed,0.05788,37,972,0.04319,0.07257
1993,66 and older,No migration background,Married,0.44939,688,1305,0.42239,0.47639
1993,66 and older,No migration background,Single,0.04442,51,1305,0.03324,0.05560
1993,66 and older,No migration background,Divorced,0.05222,56,1305,0.04014,0.06429
1993,66 and older,No migration background,Widowed,0.44556,510,1305,0.41858,0.47253
1993,66 and older,Direct migration background,Married,0.59266,103,143,0.51184,0.67347
1993,66 and older,Direct migration background,Widowed,0.29194,40,143,0.21716,0.36673
1994,17-29 y.,No migration background,Married,0.22006,583,2384,0.20342,0.23669
1994,17-29 y.,No migration background,"Married, living apart",0.01408,32,2384,0.00935,0.01881
1994,17-29 y.,No migration background,Single,0.75046,1729,2384,0.73308,0.76783
1994,17-29 y.,No migration background,Divorced,0.01524,40,2384,0.01033,0.02016
1994,17-29 y.,Direct migration background,Married,0.52258,302,503,0.47889,0.56628
1994,17-29 y.,Direct migration background,Single,0.44704,201,503,0.40355,0.49054
1994,17-29 y.,Indirect migration background,Married,0.10987,69,425,0.08010,0.13964
1994,17-29 y.,Indirect migration background,Single,0.86197,356,425,0.82914,0.89480
1994,30-45 y.,No migration background,Married,0.70500,2596,3369,0.68960,0.72040
1994,30-45 y.,No migration background,"Married, living apart",0.02985,101,3369,0.02410,0.03560
1994,30-45 y.,No migration background,Single,0.16396,417,3369,0.15146,0.17647
1994,30-45 y.,No migration background,Divorced,0.09453,255,3369,0.08465,0.10441
1994,30-45 y.,Direct migration background,Married,0.80614,604,686,0.77653,0.83574
1994,30-45 y.,Direct migration background,Single,0.08241,51,686,0.06182,0.10301
1994,30-45 y.,Direct migration background,Divorced,0.06091,31,686,0.04300,0.07882
1994,46-65 y.,No migration background,Married,0.77048,2412,2928,0.75524,0.78571
1994,46-65 y.,No migration background,"Married, living apart",0.01835,43,2928,0.01349,0.02322
1994,46-65 y.,No migration background,Single,0.05412,91,2928,0.04593,0.06232
1994,46-65 y.,No migration background,Divorced,0.08525,211,2928,0.07513,0.09537
1994,46-65 y.,No migration background,Widowed,0.07179,171,2928,0.06244,0.08115
1994,46-65 y.,Direct migration background,Married,0.77183,806,932,0.74488,0.79879
1994,46-65 y.,Direct migration background,"Married, living apart",0.03780,39,932,0.02555,0.05006
1994,46-65 y.,Direct migration background,Divorced,0.10465,52,932,0.08498,0.12431
1994,46-65 y.,Direct migration background,Widowed,0.05024,35,932,0.03621,0.06428
1994,66 and older,No migration background,Married,0.43692,679,1305,0.41000,0.46384
1994,66 and older,No migration background,Single,0.04521,51,1305,0.03393,0.05648
1994,66 and older,No migration background,Divorced,0.05508,58,1305,0.04270,0.06746
1994,66 and older,No migration background,Widowed,0.44790,517,1305,0.42091,0.47489
1994,66 and older,Direct migration background,Married,0.55280,112,159,0.47527,0.63033
1994,66 and older,Direct migration background,Widowed,0.32818,47,159,0.25496,0.40139
1995,17-29 y.,No migration background,Married,0.21805,553,2309,0.20120,0.23489
1995,17-29 y.,No migration background,"Married, living apart",0.01427,31,2309,0.00943,0.01911
1995,17-29 y.,No migration background,Single,0.74607,1682,2309,0.72831,0.76383
1995,17-29 y.,No migration background,Divorced,0.02145,43,2309,0.01554,0.02737
1995,17-29 y.,Direct migration background,Married,0.45277,318,592,0.41264,0.49290
1995,17-29 y.,Direct migration background,Single,0.53101,274,592,0.49078,0.57124
1995,17-29 y.,Indirect migration background,Married,0.10593,73,433,0.07691,0.13495
1995,17-29 y.,Indirect migration background,Single,0.87607,360,433,0.84500,0.90714
1995,30-45 y.,No migration background,Married,0.68448,2567,3441,0.66895,0.70001
1995,30-45 y.,No migration background,"Married, living apart",0.02690,96,3441,0.02149,0.03231
1995,30-45 y.,No migration background,Single,0.18393,488,3441,0.17098,0.19687
1995,30-45 y.,No migration background,Divorced,0.09559,290,3441,0.08576,0.10542
1995,30-45 y.,Direct migration background,Married,0.79747,785,890,0.77105,0.82389
1995,30-45 y.,Direct migration background,Single,0.08972,61,890,0.07094,0.10851
1995,30-45 y.,Direct migration background,Divorced,0.06849,44,890,0.05188,0.08509
1995,30-45 y.,Indirect migration background,Married,0.70215,33,33,0.54370,0.86060
1995,46-65 y.,No migration background,Married,0.76155,2398,2915,0.74608,0.77703
1995,46-65 y.,No migration background,"Married, living apart",0.01633,40,2915,0.01173,0.02093
1995,46-65 y.,No migration background,Single,0.05594,92,2915,0.04760,0.06429
1995,46-65 y.,No migration background,Divorced,0.09206,218,2915,0.08157,0.10256
1995,46-65 y.,No migration background,Widowed,0.07411,167,2915,0.06460,0.08362
1995,46-65 y.,Direct migration background,Married,0.77689,891,1023,0.75136,0.80242
1995,46-65 y.,Direct migration background,"Married, living apart",0.03703,40,1023,0.02545,0.04860
1995,46-65 y.,Direct migration background,Divorced,0.09874,52,1023,0.08045,0.11703
1995,46-65 y.,Direct migration background,Widowed,0.05824,40,1023,0.04388,0.07260
1995,66 and older,No migration background,Married,0.44618,682,1296,0.41910,0.47325
1995,66 and older,No migration background,Single,0.04551,49,1296,0.03416,0.05686
1995,66 and older,No migration background,Divorced,0.06011,64,1296,0.04716,0.07305
1995,66 and older,No migration background,Widowed,0.43884,501,1296,0.41181,0.46587
1995,66 and older,Direct migration background,Married,0.59596,138,197,0.52726,0.66466
1995,66 and older,Direct migration background,Widowed,0.29826,59,197,0.23422,0.36231
1996,17-29 y.,No migration background,Married,0.20356,461,2139,0.18649,0.22063
1996,17-29 y.,No migration background,Single,0.76888,1647,2139,0.75101,0.78675
1996,17-29 y.,No migration background,Divorced,0.01417,31,2139,0.00916,0.01919
1996,17-29 y.,Direct migration background,Married,0.48175,284,519,0.43872,0.52478
1996,17-29 y.,Direct migration background,Single,0.49567,235,519,0.45261,0.53873
1996,17-29 y.,Indirect migration background,Married,0.12875,77,453,0.09787,0.15963
1996,17-29 y.,Indirect migration background,Single,0.85345,376,453,0.82084,0.88605
1996,30-45 y.,No migration background,Married,0.66605,2535,3491,0.65040,0.68170
1996,30-45 y.,No migration background,"Married, living apart",0.02904,110,3491,0.02347,0.03461
1996,30-45 y.,No migration background,Single,0.20108,555,3491,0.18778,0.21437
1996,30-45 y.,No migration background,Divorced,0.09660,291,3491,0.08680,0.10640
1996,30-45 y.,Direct migration background,Married,0.78944,724,818,0.76148,0.81740
1996,30-45 y.,Direct migration background,Single,0.09377,56,818,0.07378,0.11375
1996,30-45 y.,Direct migration background,Divorced,0.06485,38,818,0.04797,0.08174
1996,30-45 y.,Indirect migration background,Married,0.67621,44,44,0.53635,0.81607
