year,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Married,0.44287,16550,28155,0.43707,0.44867
2012,"Married, living apart",0.02008,723,28155,0.01844,0.02172
2012,Single,0.24085,6736,28155,0.23585,0.24584
2012,Divorced,0.07983,2609,28155,0.07667,0.08300
2012,Widowed,0.06625,1537,28155,0.06334,0.06915
2013,Married,0.43926,18191,31165,0.43375,0.44477
2013,"Married, living apart",0.02087,834,31165,0.01928,0.02245
2013,Single,0.24318,7824,31165,0.23841,0.24794
2013,Divorced,0.08093,2788,31165,0.07791,0.08396
2013,Widowed,0.06718,1528,31165,0.06440,0.06996
2014,Married,0.43487,16038,27644,0.42903,0.44071
2014,"Married, living apart",0.02239,714,27644,0.02064,0.02413
2014,Single,0.24553,6980,27644,0.24045,0.25060
2014,Divorced,0.08223,2465,27644,0.07899,0.08547
2014,Widowed,0.06759,1447,27644,0.06463,0.07055
2015,Married,0.42690,15663,27217,0.42103,0.43278
2015,"Married, living apart",0.02163,694,27217,0.01990,0.02336
2015,Single,0.25043,7045,27217,0.24528,0.25558
2015,Divorced,0.08597,2426,27217,0.08264,0.08930
2015,Widowed,0.06733,1389,27217,0.06436,0.07031
2016,Married,0.42369,16145,27943,0.41789,0.42948
2016,"Married, living apart",0.02174,876,27943,0.02003,0.02345
2016,Single,0.25372,7223,27943,0.24862,0.25883
2016,Divorced,0.08604,2322,27943,0.08275,0.08933
2016,Widowed,0.06631,1377,27943,0.06340,0.06923
2017,Married,0.42104,17913,31240,0.41557,0.42652
2017,"Married, living apart",0.02206,957,31240,0.02043,0.02369
2017,Single,0.25382,8387,31240,0.24899,0.25864
2017,Divorced,0.08670,2550,31240,0.08358,0.08983
2017,Widowed,0.06547,1433,31240,0.06273,0.06821
2018,Married,0.42408,16844,29882,0.41848,0.42969
2018,"Married, living apart",0.02290,909,29882,0.02121,0.02460
2018,Single,0.25186,8134,29882,0.24694,0.25678
2018,Divorced,0.08847,2579,29882,0.08525,0.09169
2018,Widowed,0.06493,1416,29882,0.06214,0.06773
2019,Married,0.41888,16922,29475,0.41325,0.42451
2019,"Married, living apart",0.02315,890,29475,0.02143,0.02487
2019,Single,0.25023,7630,29475,0.24529,0.25518
2019,Divorced,0.09022,2673,29475,0.08695,0.09349
2019,Widowed,0.06373,1360,29475,0.06095,0.06652
2020,Married,0.41639,15899,28868,0.41070,0.42207
2020,"Married, living apart",0.02172,949,28868,0.02004,0.02341
2020,Single,0.25762,8196,28868,0.25257,0.26266
2020,Divorced,0.08752,2554,28868,0.08426,0.09078
2020,Widowed,0.06000,1270,28868,0.05726,0.06274
2021,Married,0.40557,10595,19201,0.39862,0.41251
2021,"Married, living apart",0.02015,593,19201,0.01816,0.02213
2021,Single,0.25913,5308,19201,0.25294,0.26533
2021,Divorced,0.08906,1800,19201,0.08503,0.09309
2021,Widowed,0.05996,905,19201,0.05660,0.06332
2022,Married,0.41485,14633,27918,0.40907,0.42063
2022,"Married, living apart",0.01830,786,27918,0.01672,0.01987
2022,Single,0.25038,9128,27918,0.24530,0.25546
2022,Divorced,0.08458,2292,27918,0.08132,0.08784
2022,Widowed,0.05821,1079,27918,0.05546,0.06096
