year,bula_h,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,Lower Secondary Level,Married,0.57549,217,305,0.51993,0.63105
1984,Hesse,Lower Secondary Level,Single,0.21068,88,305,0.16483,0.25652
1984,Hesse,Upper Secondary Level,Married,0.64100,401,526,0.59997,0.68204
1984,Hesse,Upper Secondary Level,Single,0.21841,125,526,0.18307,0.25375
1984,Hesse,First Stage of Tertiary Education,Married,0.86344,45,45,0.76198,0.96491
1984,Hesse,Second Stage of Tertiary Education,Married,0.60015,60,60,0.47515,0.72515
1984,"Rhineland-Palatinate, Saarland",Primary Level,Married,0.55509,46,46,0.40989,0.70029
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.51821,170,288,0.46040,0.57602
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.20930,67,288,0.16224,0.25637
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.23826,51,288,0.18897,0.28755
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.67537,272,349,0.62618,0.72457
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.18888,77,349,0.14775,0.23000
1984,Baden-Wuerttemberg,Pre-primary Level,Single,0.96834,35,35,0.90949,1.02720
1984,Baden-Wuerttemberg,Primary Level,Married,0.65954,229,229,0.59803,0.72105
1984,Baden-Wuerttemberg,Lower Secondary Level,Married,0.52542,420,655,0.48715,0.56369
1984,Baden-Wuerttemberg,Lower Secondary Level,Single,0.22277,163,655,0.19088,0.25466
1984,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.18657,72,655,0.15671,0.21642
1984,Baden-Wuerttemberg,Upper Secondary Level,Married,0.63286,625,890,0.60117,0.66455
1984,Baden-Wuerttemberg,Upper Secondary Level,Single,0.23156,220,890,0.20383,0.25929
1984,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.08008,45,890,0.06224,0.09792
1984,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.51971,35,35,0.35177,0.68765
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.70562,87,87,0.60929,0.80195
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.77059,100,100,0.68776,0.85341
1984,Bavaria,Primary Level,Married,0.49481,78,78,0.38313,0.60648
1984,Bavaria,Lower Secondary Level,Married,0.52750,353,564,0.48626,0.56874
1984,Bavaria,Lower Secondary Level,Single,0.24986,144,564,0.21410,0.28562
1984,Bavaria,Lower Secondary Level,Widowed,0.18415,67,564,0.15213,0.21617
1984,Bavaria,Upper Secondary Level,Married,0.66343,716,1024,0.63448,0.69239
1984,Bavaria,Upper Secondary Level,Single,0.22379,232,1024,0.19825,0.24933
1984,Bavaria,Upper Secondary Level,Divorced,0.03438,31,1024,0.02322,0.04555
1984,Bavaria,Upper Secondary Level,Widowed,0.06838,45,1024,0.05291,0.08385
1984,Bavaria,Post-secondary Non-tertiary Level,Married,0.64274,39,39,0.49038,0.79510
1984,Bavaria,First Stage of Tertiary Education,Married,0.71836,99,99,0.62931,0.80742
1984,Bavaria,Second Stage of Tertiary Education,Married,0.70875,116,116,0.62571,0.79179
1984,Berlin,Lower Secondary Level,Married,0.49986,54,54,0.36525,0.63448
1984,Berlin,Upper Secondary Level,Married,0.47093,108,143,0.38883,0.55303
1984,Berlin,Upper Secondary Level,Single,0.20015,35,143,0.13434,0.26596
1985,Schleswig-Holstein,Lower Secondary Level,Married,0.49137,44,44,0.34194,0.64080
1985,Schleswig-Holstein,Upper Secondary Level,Married,0.61226,130,172,0.53923,0.68529
1985,Schleswig-Holstein,Upper Secondary Level,Single,0.21357,42,172,0.15214,0.27500
1985,Hamburg,Lower Secondary Level,Married,0.40966,32,32,0.23654,0.58278
1985,Hamburg,Upper Secondary Level,Married,0.49915,83,83,0.39093,0.60737
1985,Lower Saxony,Primary Level,Married,0.54223,37,37,0.37948,0.70498
1985,Lower Saxony,Lower Secondary Level,Married,0.49180,168,296,0.43475,0.54885
1985,Lower Saxony,Lower Secondary Level,Single,0.26969,85,296,0.21905,0.32033
1985,Lower Saxony,Lower Secondary Level,Widowed,0.19668,43,296,0.15132,0.24204
1985,Lower Saxony,Upper Secondary Level,Married,0.67948,380,494,0.63828,0.72067
1985,Lower Saxony,Upper Secondary Level,Single,0.20594,114,494,0.17024,0.24164
1985,Lower Saxony,First Stage of Tertiary Education,Married,0.65631,51,51,0.52467,0.78796
1985,Lower Saxony,Second Stage of Tertiary Education,Married,0.72012,58,58,0.60357,0.83667
1985,Bremen,Upper Secondary Level,Married,0.59166,43,43,0.44300,0.74031
1985,North Rhine-Westphalia,Pre-primary Level,Single,0.99403,61,61,0.97454,1.01352
1985,North Rhine-Westphalia,Primary Level,Married,0.65381,209,209,0.58915,0.71847
1985,North Rhine-Westphalia,Lower Secondary Level,Married,0.51380,438,723,0.47734,0.55026
1985,North Rhine-Westphalia,Lower Secondary Level,Single,0.25993,212,723,0.22793,0.29192
1985,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.17611,73,723,0.14833,0.20390
1985,North Rhine-Westphalia,Upper Secondary Level,Married,0.62586,934,1372,0.60025,0.65148
1985,North Rhine-Westphalia,Upper Secondary Level,Single,0.18921,282,1372,0.16848,0.20994
1985,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.05674,66,1372,0.04450,0.06899
1985,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.10959,90,1372,0.09306,0.12613
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.53742,53,53,0.40190,0.67294
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.72458,116,116,0.64293,0.80623
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.61018,144,201,0.54259,0.67777
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.27026,57,201,0.20871,0.33181
1985,Hesse,Primary Level,Married,0.42964,68,68,0.31111,0.54818
1985,Hesse,Lower Secondary Level,Married,0.56112,199,283,0.50320,0.61904
1985,Hesse,Lower Secondary Level,Single,0.22134,84,283,0.17289,0.26980
1985,Hesse,Upper Secondary Level,Married,0.64091,356,461,0.59707,0.68475
1985,Hesse,Upper Secondary Level,Single,0.20150,105,461,0.16484,0.23816
1985,Hesse,First Stage of Tertiary Education,Married,0.80807,44,44,0.69036,0.92578
1985,Hesse,Second Stage of Tertiary Education,Married,0.67452,66,66,0.56061,0.78843
1985,"Rhineland-Palatinate, Saarland",Primary Level,Married,0.40564,36,36,0.24297,0.56832
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.51352,151,259,0.45253,0.57451
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.20786,62,259,0.15835,0.25738
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.25114,46,259,0.19822,0.30406
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.66895,244,315,0.61690,0.72100
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.18016,71,315,0.13765,0.22267
1985,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.89503,32,32,0.78712,1.00293
1985,Baden-Wuerttemberg,Primary Level,Married,0.60203,201,201,0.53419,0.66986
1985,Baden-Wuerttemberg,Lower Secondary Level,Married,0.49726,357,570,0.45617,0.53834
1985,Baden-Wuerttemberg,Lower Secondary Level,Single,0.24560,154,570,0.21023,0.28097
1985,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.18428,59,570,0.15242,0.21614
1985,Baden-Wuerttemberg,Upper Secondary Level,Married,0.62425,566,816,0.59100,0.65750
1985,Baden-Wuerttemberg,Upper Secondary Level,Single,0.23899,215,816,0.20971,0.26827
1985,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.07437,35,816,0.05636,0.09238
1985,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.47816,32,32,0.30232,0.65401
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.66757,80,80,0.56369,0.77145
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.77013,92,92,0.68368,0.85658
1985,Bavaria,Primary Level,Married,0.48834,62,62,0.36290,0.61378
1985,Bavaria,Lower Secondary Level,Married,0.50356,316,512,0.46020,0.54691
1985,Bavaria,Lower Secondary Level,Single,0.26236,136,512,0.22422,0.30050
1985,Bavaria,Lower Secondary Level,Widowed,0.18352,60,512,0.14996,0.21709
1985,Bavaria,Upper Secondary Level,Married,0.65686,651,907,0.62594,0.68777
1985,Bavaria,Upper Secondary Level,Single,0.23287,217,907,0.20535,0.26039
1985,Bavaria,Upper Secondary Level,Widowed,0.06742,39,907,0.05109,0.08375
1985,Bavaria,Post-secondary Non-tertiary Level,Married,0.64558,34,34,0.48238,0.80879
1985,Bavaria,First Stage of Tertiary Education,Married,0.69492,90,90,0.59926,0.79059
1985,Bavaria,Second Stage of Tertiary Education,Married,0.70974,110,110,0.62453,0.79495
1985,Berlin,Lower Secondary Level,Married,0.44428,45,45,0.29746,0.59110
1985,Berlin,Upper Secondary Level,Married,0.45103,97,97,0.35149,0.55057
1986,Schleswig-Holstein,Lower Secondary Level,Married,0.54105,42,42,0.38851,0.69358
1986,Schleswig-Holstein,Upper Secondary Level,Married,0.59093,118,160,0.51451,0.66735
1986,Schleswig-Holstein,Upper Secondary Level,Single,0.23736,42,160,0.17122,0.30349
1986,Hamburg,Upper Secondary Level,Married,0.45478,73,73,0.33976,0.56980
1986,Lower Saxony,Primary Level,Married,0.50779,36,36,0.34216,0.67342
1986,Lower Saxony,Lower Secondary Level,Married,0.47709,156,303,0.42076,0.53342
1986,Lower Saxony,Lower Secondary Level,Single,0.30543,108,303,0.25348,0.35738
1986,Lower Saxony,Lower Secondary Level,Widowed,0.17793,39,303,0.13479,0.22106
1986,Lower Saxony,Upper Secondary Level,Married,0.67107,370,484,0.62917,0.71297
1986,Lower Saxony,Upper Secondary Level,Single,0.21079,114,484,0.17442,0.24717
1986,Lower Saxony,First Stage of Tertiary Education,Married,0.65292,49,49,0.51825,0.78759
1986,Lower Saxony,Second Stage of Tertiary Education,Married,0.69348,61,61,0.57682,0.81014
1986,Bremen,Upper Secondary Level,Married,0.58947,41,41,0.43702,0.74192
1986,North Rhine-Westphalia,Primary Level,Married,0.65138,197,229,0.58952,0.71323
1986,North Rhine-Westphalia,Primary Level,Single,0.22667,32,229,0.17233,0.28102
1986,North Rhine-Westphalia,Lower Secondary Level,Married,0.53675,416,670,0.49896,0.57453
1986,North Rhine-Westphalia,Lower Secondary Level,Single,0.24533,188,670,0.21273,0.27794
1986,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.17364,66,670,0.14493,0.20234
1986,North Rhine-Westphalia,Upper Secondary Level,Married,0.61745,892,1352,0.59154,0.64337
1986,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02737,35,1352,0.01867,0.03607
1986,North Rhine-Westphalia,Upper Secondary Level,Single,0.19511,282,1352,0.17398,0.21624
1986,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.05136,58,1352,0.03959,0.06313
1986,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.10871,85,1352,0.09211,0.12530
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.54496,53,53,0.40961,0.68031
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.68702,108,108,0.59916,0.77489
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.61119,144,193,0.54224,0.68015
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.23949,49,193,0.17912,0.29985
1986,Hesse,Primary Level,Married,0.42563,59,59,0.29838,0.55288
1986,Hesse,Lower Secondary Level,Married,0.56095,180,260,0.50051,0.62139
1986,Hesse,Lower Secondary Level,Single,0.23920,80,260,0.18724,0.29115
1986,Hesse,Upper Secondary Level,Married,0.61264,316,414,0.56566,0.65962
1986,Hesse,Upper Secondary Level,Single,0.21602,98,414,0.17633,0.25570
1986,Hesse,First Stage of Tertiary Education,Married,0.82892,41,41,0.71222,0.94562
1986,Hesse,Second Stage of Tertiary Education,Married,0.70466,68,68,0.59542,0.81390
1986,"Rhineland-Palatinate, Saarland",Primary Level,Married,0.39237,32,32,0.22048,0.56426
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.49571,145,249,0.43348,0.55793
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.21442,64,249,0.16334,0.26550
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.24036,40,249,0.18718,0.29354
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.63514,240,323,0.58256,0.68772
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.19843,83,323,0.15486,0.24199
1986,Baden-Wuerttemberg,Primary Level,Married,0.60358,179,179,0.53171,0.67544
1986,Baden-Wuerttemberg,Lower Secondary Level,Married,0.48991,340,562,0.44854,0.53127
1986,Baden-Wuerttemberg,Lower Secondary Level,Single,0.26198,169,562,0.22559,0.29836
1986,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.17957,53,562,0.14780,0.21133
1986,Baden-Wuerttemberg,Upper Secondary Level,Married,0.63850,559,802,0.60522,0.67177
1986,Baden-Wuerttemberg,Upper Secondary Level,Single,0.23205,210,802,0.20281,0.26128
1986,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.07077,33,802,0.05301,0.08853
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.71613,77,77,0.61476,0.81750
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.78345,95,95,0.70018,0.86672
1986,Bavaria,Primary Level,Married,0.47152,55,55,0.33837,0.60466
1986,Bavaria,Lower Secondary Level,Married,0.51769,294,471,0.47252,0.56287
1986,Bavaria,Lower Secondary Level,Single,0.24308,123,471,0.20430,0.28186
1986,Bavaria,Lower Secondary Level,Widowed,0.19318,54,471,0.15749,0.22887
1986,Bavaria,Upper Secondary Level,Married,0.62383,586,838,0.59101,0.65665
1986,Bavaria,Upper Secondary Level,Single,0.23645,211,838,0.20767,0.26524
1986,Bavaria,Upper Secondary Level,Widowed,0.07834,41,838,0.06014,0.09655
1986,Bavaria,First Stage of Tertiary Education,Married,0.69925,82,82,0.59938,0.79912
1986,Bavaria,Second Stage of Tertiary Education,Married,0.68719,106,106,0.59850,0.77587
1986,Berlin,Lower Secondary Level,Married,0.39968,39,39,0.24394,0.55543
1986,Berlin,Upper Secondary Level,Married,0.43448,95,130,0.34894,0.52002
1986,Berlin,Upper Secondary Level,Single,0.24853,35,130,0.17395,0.32311
1987,Schleswig-Holstein,Lower Secondary Level,Married,0.52818,38,38,0.36732,0.68903
1987,Schleswig-Holstein,Upper Secondary Level,Married,0.61421,121,163,0.53925,0.68917
1987,Schleswig-Holstein,Upper Secondary Level,Single,0.22900,42,163,0.16430,0.29371
1987,Hamburg,Upper Secondary Level,Married,0.46929,69,69,0.35067,0.58791
1987,Lower Saxony,Primary Level,Married,0.62602,39,39,0.47217,0.77986
1987,Lower Saxony,Lower Secondary Level,Married,0.50773,151,284,0.44949,0.56598
1987,Lower Saxony,Lower Secondary Level,Single,0.24875,93,284,0.19838,0.29911
1987,Lower Saxony,Lower Secondary Level,Widowed,0.19955,40,284,0.15299,0.24612
1987,Lower Saxony,Upper Secondary Level,Married,0.64300,369,501,0.60101,0.68500
1987,Lower Saxony,Upper Secondary Level,Single,0.23842,132,501,0.20107,0.27577
1987,Lower Saxony,First Stage of Tertiary Education,Married,0.66684,49,49,0.53350,0.80018
1987,Lower Saxony,Second Stage of Tertiary Education,Married,0.63803,55,55,0.50986,0.76621
1987,Bremen,Upper Secondary Level,Married,0.57018,36,36,0.40617,0.73419
1987,North Rhine-Westphalia,Pre-primary Level,Single,0.99483,79,79,0.97892,1.01074
1987,North Rhine-Westphalia,Primary Level,Married,0.71096,187,187,0.64581,0.77610
1987,North Rhine-Westphalia,Lower Secondary Level,Married,0.53514,399,646,0.49665,0.57363
1987,North Rhine-Westphalia,Lower Secondary Level,Single,0.22280,181,646,0.19069,0.25492
1987,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.18348,66,646,0.15360,0.21335
1987,North Rhine-Westphalia,Upper Secondary Level,Married,0.60728,880,1313,0.58086,0.63371
1987,North Rhine-Westphalia,Upper Secondary Level,Single,0.19810,276,1313,0.17653,0.21966
1987,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.06408,68,1313,0.05083,0.07733
1987,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.11293,89,1313,0.09581,0.13006
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.49480,53,53,0.35891,0.63070
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.71060,110,110,0.62547,0.79574
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.60122,146,195,0.53232,0.67013
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.25623,49,195,0.19480,0.31766
1987,Hesse,Primary Level,Married,0.46899,63,63,0.34477,0.59321
1987,Hesse,Lower Secondary Level,Married,0.57838,178,254,0.51753,0.63923
1987,Hesse,Lower Secondary Level,Single,0.20350,76,254,0.15389,0.25311
1987,Hesse,Upper Secondary Level,Married,0.63224,328,426,0.58639,0.67808
1987,Hesse,Upper Secondary Level,Single,0.20922,98,426,0.17055,0.24789
1987,Hesse,First Stage of Tertiary Education,Married,0.80080,39,39,0.67381,0.92779
1987,Hesse,Second Stage of Tertiary Education,Married,0.68229,65,65,0.56822,0.79636
1987,"Rhineland-Palatinate, Saarland",Primary Level,Married,0.48576,32,32,0.30982,0.66170
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.49317,143,247,0.43069,0.55564
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.20362,63,247,0.15330,0.25395
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.24915,41,247,0.19510,0.30320
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.63312,240,325,0.58065,0.68560
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.20552,85,325,0.16152,0.24952
1987,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.89134,34,34,0.78516,0.99752
1987,Baden-Wuerttemberg,Primary Level,Married,0.58973,175,175,0.51664,0.66281
1987,Baden-Wuerttemberg,Lower Secondary Level,Married,0.49238,337,566,0.45116,0.53361
1987,Baden-Wuerttemberg,Lower Secondary Level,Single,0.25579,173,566,0.21982,0.29177
1987,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.18739,56,566,0.15521,0.21957
1987,Baden-Wuerttemberg,Upper Secondary Level,Married,0.65628,561,760,0.62249,0.69007
1987,Baden-Wuerttemberg,Upper Secondary Level,Single,0.22966,199,760,0.19974,0.25959
1987,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.46737,31,31,0.28883,0.64591
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.66768,73,73,0.55888,0.77649
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.76631,89,89,0.67789,0.85472
1987,Bavaria,Primary Level,Married,0.59900,51,51,0.46316,0.73485
1987,Bavaria,Lower Secondary Level,Married,0.53709,274,445,0.49071,0.58347
1987,Bavaria,Lower Secondary Level,Single,0.22092,120,445,0.18233,0.25951
1987,Bavaria,Lower Secondary Level,Widowed,0.19287,51,445,0.15617,0.22957
1987,Bavaria,Upper Secondary Level,Married,0.61182,568,858,0.57919,0.64445
1987,Bavaria,Upper Secondary Level,Single,0.24082,212,858,0.21219,0.26945
1987,Bavaria,Upper Secondary Level,Divorced,0.05356,35,858,0.03849,0.06863
1987,Bavaria,Upper Secondary Level,Widowed,0.07572,43,858,0.05800,0.09343
1987,Bavaria,Post-secondary Non-tertiary Level,Married,0.76982,32,32,0.62163,0.91800
1987,Bavaria,First Stage of Tertiary Education,Married,0.71339,74,74,0.60966,0.81712
1987,Bavaria,Second Stage of Tertiary Education,Married,0.63556,99,99,0.54027,0.73084
1987,Berlin,Lower Secondary Level,Married,0.37240,39,39,0.21868,0.52611
1987,Berlin,Upper Secondary Level,Married,0.45498,99,133,0.37003,0.53993
1987,Berlin,Upper Secondary Level,Single,0.24415,34,133,0.17086,0.31743
1988,Schleswig-Holstein,Lower Secondary Level,Married,0.56042,38,38,0.40049,0.72035
1988,Schleswig-Holstein,Upper Secondary Level,Married,0.63626,125,160,0.56148,0.71103
1988,Schleswig-Holstein,Upper Secondary Level,Single,0.20017,35,160,0.13798,0.26237
1988,Hamburg,Upper Secondary Level,Married,0.50733,60,60,0.37975,0.63490
1988,Lower Saxony,Primary Level,Married,0.65016,37,37,0.49437,0.80596
1988,Lower Saxony,Lower Secondary Level,Married,0.51543,141,260,0.45456,0.57629
1988,Lower Saxony,Lower Secondary Level,Single,0.22318,82,260,0.17247,0.27389
1988,Lower Saxony,Lower Secondary Level,Widowed,0.19865,37,260,0.15006,0.24725
1988,Lower Saxony,Upper Secondary Level,Married,0.65073,355,468,0.60750,0.69397
1988,Lower Saxony,Upper Secondary Level,Single,0.22292,113,468,0.18517,0.26067
1988,Lower Saxony,First Stage of Tertiary Education,Married,0.62102,46,46,0.47927,0.76276
1988,Lower Saxony,Second Stage of Tertiary Education,Married,0.59506,52,52,0.46034,0.72978
1988,Bremen,Upper Secondary Level,Married,0.65380,37,37,0.49839,0.80921
1988,North Rhine-Westphalia,Primary Level,Married,0.71569,163,163,0.64623,0.78515
1988,North Rhine-Westphalia,Lower Secondary Level,Married,0.51537,370,619,0.47597,0.55478
1988,North Rhine-Westphalia,Lower Secondary Level,Single,0.23738,185,619,0.20383,0.27093
1988,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.19152,64,619,0.16049,0.22254
1988,North Rhine-Westphalia,Upper Secondary Level,Married,0.60417,845,1250,0.57705,0.63130
1988,North Rhine-Westphalia,Upper Secondary Level,Single,0.20057,261,1250,0.17836,0.22277
1988,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.06457,60,1250,0.05094,0.07820
1988,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.11057,84,1250,0.09318,0.12796
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.43033,50,50,0.29170,0.56897
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.74454,110,110,0.66266,0.82641
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.60387,137,184,0.53300,0.67473
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.26363,47,184,0.19979,0.32747
1988,Hesse,Primary Level,Married,0.50780,63,63,0.38336,0.63225
1988,Hesse,Lower Secondary Level,Married,0.60586,179,249,0.54504,0.66668
1988,Hesse,Lower Secondary Level,Single,0.17622,70,249,0.12880,0.22364
1988,Hesse,Upper Secondary Level,Married,0.61198,306,401,0.56423,0.65974
1988,Hesse,Upper Secondary Level,Single,0.22500,95,401,0.18408,0.26592
1988,Hesse,First Stage of Tertiary Education,Married,0.88393,39,39,0.78209,0.98578
1988,Hesse,Second Stage of Tertiary Education,Married,0.67858,59,59,0.55839,0.79877
1988,"Rhineland-Palatinate, Saarland",Primary Level,Married,0.46307,32,32,0.28754,0.63860
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.53685,139,228,0.47199,0.60172
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.17639,55,228,0.12681,0.22598
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.22869,34,228,0.17405,0.28333
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.62372,236,319,0.57048,0.67697
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.21194,83,319,0.16702,0.25685
1988,Baden-Wuerttemberg,Primary Level,Married,0.59255,165,165,0.51734,0.66775
1988,Baden-Wuerttemberg,Lower Secondary Level,Married,0.49241,323,545,0.45039,0.53442
1988,Baden-Wuerttemberg,Lower Secondary Level,Single,0.25929,172,545,0.22246,0.29612
1988,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.18131,50,545,0.14894,0.21369
1988,Baden-Wuerttemberg,Upper Secondary Level,Married,0.65158,545,738,0.61718,0.68598
1988,Baden-Wuerttemberg,Upper Secondary Level,Single,0.23175,193,738,0.20129,0.26221
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.68103,73,73,0.57337,0.78868
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.75670,83,83,0.66383,0.84957
1988,Bavaria,Primary Level,Married,0.67025,51,51,0.53993,0.80056
