year,quintil_oecd,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,4th Quintile,West,Divorced,0.04777,87,2156,0.03877,0.05678
1987,4th Quintile,West,Widowed,0.06468,86,2156,0.05430,0.07507
1987,5th Quintile,West,Married,0.60830,1347,2091,0.58737,0.62922
1987,5th Quintile,West,"Married, living apart",0.02231,51,2091,0.01598,0.02864
1987,5th Quintile,West,Single,0.24750,507,2091,0.22900,0.26600
1987,5th Quintile,West,Divorced,0.05055,84,2091,0.04116,0.05994
1987,5th Quintile,West,Widowed,0.07134,102,2091,0.06031,0.08238
1988,1st Quintile,West,Married,0.50288,1198,1973,0.48082,0.52495
1988,1st Quintile,West,"Married, living apart",0.02736,50,1973,0.02016,0.03456
1988,1st Quintile,West,Single,0.22078,449,1973,0.20247,0.23909
1988,1st Quintile,West,Divorced,0.08424,112,1973,0.07198,0.09650
1988,1st Quintile,West,Widowed,0.16473,164,1973,0.14836,0.18110
1988,2nd Quintile,West,Married,0.60327,1323,1983,0.58173,0.62481
1988,2nd Quintile,West,"Married, living apart",0.01609,38,1983,0.01055,0.02162
1988,2nd Quintile,West,Single,0.18338,405,1983,0.16635,0.20042
1988,2nd Quintile,West,Divorced,0.04125,60,1983,0.03249,0.05000
1988,2nd Quintile,West,Widowed,0.15602,157,1983,0.14004,0.17199
1988,3rd Quintile,West,Married,0.57968,1241,2004,0.55807,0.60130
1988,3rd Quintile,West,"Married, living apart",0.02085,56,2004,0.01460,0.02711
1988,3rd Quintile,West,Single,0.26560,531,2004,0.24626,0.28494
1988,3rd Quintile,West,Divorced,0.03515,56,2004,0.02708,0.04321
1988,3rd Quintile,West,Widowed,0.09872,120,2004,0.08565,0.11178
1988,4th Quintile,West,Married,0.60366,1322,2064,0.58255,0.62477
1988,4th Quintile,West,"Married, living apart",0.02283,54,2064,0.01639,0.02928
1988,4th Quintile,West,Single,0.25190,522,2064,0.23317,0.27063
1988,4th Quintile,West,Divorced,0.04659,72,2064,0.03750,0.05569
1988,4th Quintile,West,Widowed,0.07501,94,2064,0.06365,0.08638
1988,5th Quintile,West,Married,0.60891,1234,1942,0.58720,0.63062
1988,5th Quintile,West,"Married, living apart",0.02150,45,1942,0.01504,0.02795
1988,5th Quintile,West,Single,0.24942,479,1942,0.23017,0.26867
1988,5th Quintile,West,Divorced,0.05148,87,1942,0.04165,0.06132
1988,5th Quintile,West,Widowed,0.06869,97,1942,0.05744,0.07995
1989,1st Quintile,West,Married,0.47493,1144,1929,0.45264,0.49722
1989,1st Quintile,West,"Married, living apart",0.02196,45,1929,0.01542,0.02850
1989,1st Quintile,West,Single,0.23264,462,1929,0.21378,0.25150
1989,1st Quintile,West,Divorced,0.08483,102,1929,0.07239,0.09726
1989,1st Quintile,West,Widowed,0.18565,176,1929,0.16829,0.20300
1989,2nd Quintile,West,Married,0.58568,1258,1965,0.56390,0.60747
1989,2nd Quintile,West,"Married, living apart",0.01708,39,1965,0.01135,0.02282
1989,2nd Quintile,West,Single,0.20852,449,1965,0.19055,0.22649
1989,2nd Quintile,West,Divorced,0.05481,80,1965,0.04474,0.06488
1989,2nd Quintile,West,Widowed,0.13390,139,1965,0.11884,0.14896
1989,3rd Quintile,West,Married,0.60784,1223,1895,0.58585,0.62983
1989,3rd Quintile,West,"Married, living apart",0.01784,37,1895,0.01188,0.02380
1989,3rd Quintile,West,Single,0.22569,445,1895,0.20687,0.24452
1989,3rd Quintile,West,Divorced,0.04639,68,1895,0.03692,0.05587
1989,3rd Quintile,West,Widowed,0.10223,122,1895,0.08859,0.11588
1989,4th Quintile,West,Married,0.57931,1237,2009,0.55771,0.60090
1989,4th Quintile,West,"Married, living apart",0.02685,54,2009,0.01978,0.03392
1989,4th Quintile,West,Single,0.27681,558,2009,0.25724,0.29638
1989,4th Quintile,West,Divorced,0.03943,64,2009,0.03091,0.04794
1989,4th Quintile,West,Widowed,0.07761,96,2009,0.06591,0.08931
1989,5th Quintile,West,Married,0.62359,1197,1860,0.60157,0.64562
1989,5th Quintile,West,"Married, living apart",0.02625,48,1860,0.01898,0.03352
1989,5th Quintile,West,Single,0.23239,434,1860,0.21319,0.25159
1989,5th Quintile,West,Divorced,0.05485,92,1860,0.04450,0.06520
1989,5th Quintile,West,Widowed,0.06292,89,1860,0.05188,0.07396
1990,1st Quintile,West,Married,0.50605,1172,1903,0.48358,0.52851
1990,1st Quintile,West,"Married, living apart",0.02023,46,1903,0.01390,0.02656
1990,1st Quintile,West,Single,0.21658,423,1903,0.19806,0.23509
1990,1st Quintile,West,Divorced,0.08374,99,1903,0.07129,0.09619
1990,1st Quintile,West,Widowed,0.17341,163,1903,0.15640,0.19043
1990,2nd Quintile,West,Married,0.60065,1234,1889,0.57856,0.62275
1990,2nd Quintile,West,"Married, living apart",0.02123,40,1889,0.01472,0.02773
1990,2nd Quintile,West,Single,0.21233,419,1889,0.19388,0.23078
1990,2nd Quintile,West,Divorced,0.05323,72,1889,0.04310,0.06335
1990,2nd Quintile,West,Widowed,0.11257,124,1889,0.09831,0.12682
1990,3rd Quintile,West,Married,0.59341,1218,1895,0.57129,0.61553
1990,3rd Quintile,West,"Married, living apart",0.01844,45,1895,0.01238,0.02450
1990,3rd Quintile,West,Single,0.23034,439,1895,0.21138,0.24930
1990,3rd Quintile,West,Divorced,0.05334,72,1895,0.04322,0.06346
1990,3rd Quintile,West,Widowed,0.10446,121,1895,0.09069,0.11824
1990,4th Quintile,West,Married,0.55886,1177,1943,0.53677,0.58094
1990,4th Quintile,West,"Married, living apart",0.01704,36,1943,0.01128,0.02280
1990,4th Quintile,West,Single,0.27910,544,1943,0.25915,0.29905
1990,4th Quintile,West,Divorced,0.05883,79,1943,0.04836,0.06929
1990,4th Quintile,West,Widowed,0.08617,107,1943,0.07369,0.09865
1990,5th Quintile,West,Married,0.61030,1154,1827,0.58793,0.63267
1990,5th Quintile,West,"Married, living apart",0.02134,39,1827,0.01471,0.02796
1990,5th Quintile,West,Single,0.24871,451,1827,0.22889,0.26854
1990,5th Quintile,West,Divorced,0.05778,94,1827,0.04708,0.06848
1990,5th Quintile,West,Widowed,0.06187,89,1827,0.05082,0.07293
1991,1st Quintile,West,Married,0.46884,1072,1842,0.44605,0.49164
1991,1st Quintile,West,"Married, living apart",0.02885,58,1842,0.02120,0.03649
1991,1st Quintile,West,Single,0.22467,431,1842,0.20560,0.24374
1991,1st Quintile,West,Divorced,0.09515,115,1842,0.08174,0.10855
1991,1st Quintile,West,Widowed,0.18249,166,1842,0.16485,0.20013
1991,2nd Quintile,West,Married,0.58600,1250,1893,0.56381,0.60820
1991,2nd Quintile,West,"Married, living apart",0.02197,41,1893,0.01537,0.02858
1991,2nd Quintile,West,Single,0.19924,400,1893,0.18124,0.21723
1991,2nd Quintile,West,Divorced,0.04664,64,1893,0.03713,0.05614
1991,2nd Quintile,West,Widowed,0.14616,138,1893,0.13024,0.16207
1991,3rd Quintile,West,Married,0.61303,1237,1882,0.59102,0.63504
1991,3rd Quintile,West,"Married, living apart",0.01516,31,1882,0.00964,0.02068
1991,3rd Quintile,West,Single,0.23023,434,1882,0.21120,0.24925
1991,3rd Quintile,West,Divorced,0.05310,75,1882,0.04297,0.06324
1991,3rd Quintile,West,Widowed,0.08848,105,1882,0.07565,0.10131
1991,4th Quintile,West,Married,0.58699,1199,1944,0.56510,0.60888
1991,4th Quintile,West,"Married, living apart",0.02043,41,1944,0.01414,0.02672
1991,4th Quintile,West,Single,0.25317,513,1944,0.23384,0.27251
1991,4th Quintile,West,Divorced,0.06012,86,1944,0.04955,0.07069
1991,4th Quintile,West,Widowed,0.07929,105,1944,0.06727,0.09130
1991,5th Quintile,West,Married,0.60790,1167,1844,0.58561,0.63019
1991,5th Quintile,West,"Married, living apart",0.02834,49,1844,0.02077,0.03592
1991,5th Quintile,West,Single,0.24742,458,1844,0.22772,0.26712
1991,5th Quintile,West,Divorced,0.05804,91,1844,0.04736,0.06871
1991,5th Quintile,West,Widowed,0.05830,79,1844,0.04761,0.06900
1992,1st Quintile,West,Married,0.44961,660,1171,0.42111,0.47812
1992,1st Quintile,West,"Married, living apart",0.03477,45,1171,0.02427,0.04527
1992,1st Quintile,West,Single,0.22465,272,1171,0.20073,0.24856
1992,1st Quintile,West,Divorced,0.10492,79,1171,0.08736,0.12248
1992,1st Quintile,West,Widowed,0.18605,115,1171,0.16375,0.20835
1992,1st Quintile,East,Married,0.52983,979,1589,0.50528,0.55438
1992,1st Quintile,East,Single,0.20683,309,1589,0.18691,0.22676
1992,1st Quintile,East,Divorced,0.09132,128,1589,0.07715,0.10549
1992,1st Quintile,East,Widowed,0.16735,173,1589,0.14899,0.18571
1992,2nd Quintile,West,Married,0.59539,1096,1653,0.57173,0.61906
1992,2nd Quintile,West,"Married, living apart",0.01898,35,1653,0.01240,0.02556
1992,2nd Quintile,West,Single,0.18414,335,1653,0.16545,0.20283
1992,2nd Quintile,West,Divorced,0.05393,65,1653,0.04304,0.06483
1992,2nd Quintile,West,Widowed,0.14755,122,1653,0.13045,0.16465
1992,2nd Quintile,East,Married,0.66915,872,1213,0.64266,0.69564
1992,2nd Quintile,East,Single,0.21437,236,1213,0.19126,0.23747
1992,2nd Quintile,East,Divorced,0.05938,58,1213,0.04608,0.07269
1992,2nd Quintile,East,Widowed,0.05260,47,1213,0.04003,0.06516
1992,3rd Quintile,West,Married,0.57929,1243,1960,0.55743,0.60116
1992,3rd Quintile,West,"Married, living apart",0.01471,32,1960,0.00938,0.02004
1992,3rd Quintile,West,Single,0.22232,455,1960,0.20391,0.24074
1992,3rd Quintile,West,Divorced,0.05941,93,1960,0.04894,0.06988
1992,3rd Quintile,West,Widowed,0.12426,137,1960,0.10966,0.13887
1992,3rd Quintile,East,Married,0.70684,517,668,0.67229,0.74139
1992,3rd Quintile,East,Single,0.21032,151,668,0.17939,0.24125
1992,4th Quintile,West,Married,0.59585,1459,2289,0.57574,0.61596
1992,4th Quintile,West,"Married, living apart",0.02203,55,2289,0.01602,0.02805
1992,4th Quintile,West,Single,0.25349,582,2289,0.23566,0.27131
1992,4th Quintile,West,Divorced,0.05331,84,2289,0.04411,0.06252
1992,4th Quintile,West,Widowed,0.07532,109,2289,0.06451,0.08614
1992,4th Quintile,East,Married,0.72406,224,292,0.67270,0.77542
1992,4th Quintile,East,Single,0.19633,68,292,0.15069,0.24197
1992,5th Quintile,West,Married,0.61917,1452,2263,0.59916,0.63918
1992,5th Quintile,West,"Married, living apart",0.02317,43,2263,0.01697,0.02937
1992,5th Quintile,West,Single,0.23466,548,2263,0.21719,0.25212
1992,5th Quintile,West,Divorced,0.06103,120,2263,0.05117,0.07090
1992,5th Quintile,West,Widowed,0.06196,100,2263,0.05203,0.07190
1992,5th Quintile,East,Married,0.68138,103,103,0.59096,0.77181
1993,1st Quintile,West,Married,0.46811,821,1425,0.44219,0.49403
1993,1st Quintile,West,"Married, living apart",0.03142,50,1425,0.02236,0.04048
1993,1st Quintile,West,Single,0.22801,332,1425,0.20622,0.24980
1993,1st Quintile,West,Divorced,0.09577,90,1425,0.08049,0.11106
1993,1st Quintile,West,Widowed,0.17669,132,1425,0.15688,0.19650
1993,1st Quintile,East,Married,0.49310,669,1150,0.46420,0.52201
1993,1st Quintile,East,Single,0.22548,259,1150,0.20131,0.24964
1993,1st Quintile,East,Divorced,0.09632,100,1150,0.07926,0.11338
1993,1st Quintile,East,Widowed,0.17092,122,1150,0.14915,0.19268
1993,2nd Quintile,West,Married,0.57841,1081,1630,0.55443,0.60240
1993,2nd Quintile,West,"Married, living apart",0.02258,38,1630,0.01537,0.02980
1993,2nd Quintile,West,Single,0.18953,324,1630,0.17049,0.20856
1993,2nd Quintile,West,Divorced,0.05900,62,1630,0.04756,0.07044
1993,2nd Quintile,West,Widowed,0.15047,125,1630,0.13311,0.16783
1993,2nd Quintile,East,Married,0.65763,832,1197,0.63073,0.68452
1993,2nd Quintile,East,Single,0.18747,225,1197,0.16535,0.20959
1993,2nd Quintile,East,Divorced,0.06369,63,1197,0.04985,0.07753
1993,2nd Quintile,East,Widowed,0.08569,77,1197,0.06983,0.10156
1993,3rd Quintile,West,Married,0.59923,1192,1861,0.57696,0.62150
1993,3rd Quintile,West,"Married, living apart",0.01818,43,1861,0.01211,0.02425
1993,3rd Quintile,West,Single,0.21493,433,1861,0.19626,0.23360
1993,3rd Quintile,West,Divorced,0.05970,80,1861,0.04893,0.07047
1993,3rd Quintile,West,Widowed,0.10796,113,1861,0.09386,0.12207
1993,3rd Quintile,East,Married,0.67210,566,746,0.63839,0.70581
1993,3rd Quintile,East,Single,0.21775,180,746,0.18811,0.24739
1993,4th Quintile,West,Married,0.59117,1323,2135,0.57031,0.61203
1993,4th Quintile,West,"Married, living apart",0.02065,43,2135,0.01461,0.02668
1993,4th Quintile,West,Single,0.24719,562,2135,0.22889,0.26549
1993,4th Quintile,West,Divorced,0.05891,90,2135,0.04892,0.06889
1993,4th Quintile,West,Widowed,0.08209,117,2135,0.07044,0.09374
1993,4th Quintile,East,Married,0.73565,351,443,0.69453,0.77676
1993,4th Quintile,East,Single,0.18114,92,443,0.14524,0.21705
1993,5th Quintile,West,Married,0.62035,1428,2219,0.60015,0.64055
1993,5th Quintile,West,"Married, living apart",0.02705,52,2219,0.02030,0.03380
1993,5th Quintile,West,Single,0.23485,529,2219,0.21721,0.25249
1993,5th Quintile,West,Divorced,0.05846,115,2219,0.04870,0.06823
1993,5th Quintile,West,Widowed,0.05929,95,2219,0.04946,0.06912
1993,5th Quintile,East,Married,0.65442,119,119,0.56861,0.74022
1994,1st Quintile,West,Married,0.49023,927,1553,0.46536,0.51510
1994,1st Quintile,West,"Married, living apart",0.03444,52,1553,0.02537,0.04352
1994,1st Quintile,West,Single,0.20974,334,1553,0.18948,0.22999
1994,1st Quintile,West,Divorced,0.09926,104,1553,0.08438,0.11413
1994,1st Quintile,West,Widowed,0.16634,136,1553,0.14781,0.18486
1994,1st Quintile,East,Married,0.46160,521,941,0.42973,0.49347
1994,1st Quintile,East,Single,0.24131,225,941,0.21395,0.26866
1994,1st Quintile,East,Divorced,0.12069,102,941,0.09986,0.14152
1994,1st Quintile,East,Widowed,0.15178,93,941,0.12884,0.17472
1994,2nd Quintile,West,Married,0.58555,1054,1589,0.56132,0.60978
1994,2nd Quintile,West,"Married, living apart",0.01729,33,1589,0.01088,0.02371
1994,2nd Quintile,West,Single,0.19624,322,1589,0.17671,0.21577
1994,2nd Quintile,West,Divorced,0.06121,65,1589,0.04942,0.07300
1994,2nd Quintile,West,Widowed,0.13970,115,1589,0.12265,0.15676
1994,2nd Quintile,East,Married,0.66649,756,1066,0.63818,0.69481
1994,2nd Quintile,East,Single,0.16043,191,1066,0.13839,0.18247
1994,2nd Quintile,East,Divorced,0.04926,41,1066,0.03626,0.06226
1994,2nd Quintile,East,Widowed,0.11509,78,1066,0.09592,0.13425
1994,3rd Quintile,West,Married,0.60124,1191,1818,0.57872,0.62375
1994,3rd Quintile,West,"Married, living apart",0.01593,32,1818,0.01017,0.02169
1994,3rd Quintile,West,Single,0.21877,419,1818,0.19977,0.23778
1994,3rd Quintile,West,Divorced,0.04925,64,1818,0.03930,0.05920
1994,3rd Quintile,West,Widowed,0.11481,112,1818,0.10015,0.12947
1994,3rd Quintile,East,Married,0.66035,608,885,0.62913,0.69157
1994,3rd Quintile,East,Single,0.20521,198,885,0.17858,0.23183
1994,3rd Quintile,East,Divorced,0.05214,36,885,0.03749,0.06680
1994,3rd Quintile,East,Widowed,0.07150,43,885,0.05451,0.08848
1994,4th Quintile,West,Married,0.58674,1217,1991,0.56510,0.60837
1994,4th Quintile,West,"Married, living apart",0.02239,40,1991,0.01589,0.02889
1994,4th Quintile,West,Single,0.24938,540,1991,0.23037,0.26839
1994,4th Quintile,West,Divorced,0.06095,87,1991,0.05044,0.07146
1994,4th Quintile,West,Widowed,0.08054,107,1991,0.06859,0.09250
1994,4th Quintile,East,Married,0.66592,367,499,0.62450,0.70735
1994,4th Quintile,East,Single,0.22234,132,499,0.18581,0.25886
1994,5th Quintile,West,Married,0.61317,1339,2141,0.59253,0.63380
1994,5th Quintile,West,"Married, living apart",0.02914,59,2141,0.02201,0.03627
1994,5th Quintile,West,Single,0.22857,515,2141,0.21078,0.24636
1994,5th Quintile,West,Divorced,0.06611,126,2141,0.05559,0.07664
1994,5th Quintile,West,Widowed,0.06301,102,2141,0.05272,0.07331
1994,5th Quintile,East,Married,0.73688,214,267,0.68397,0.78980
1994,5th Quintile,East,Single,0.19697,53,267,0.14917,0.24476
1995,1st Quintile,West,Married,0.49872,1066,1751,0.47530,0.52215
1995,1st Quintile,West,"Married, living apart",0.03290,58,1751,0.02454,0.04125
1995,1st Quintile,West,Single,0.23099,384,1751,0.21124,0.25074
1995,1st Quintile,West,Divorced,0.09551,113,1751,0.08174,0.10929
1995,1st Quintile,West,Widowed,0.14187,130,1751,0.12553,0.15822
1995,1st Quintile,East,Married,0.43337,399,769,0.39832,0.46841
1995,1st Quintile,East,Single,0.24326,203,769,0.21292,0.27361
1995,1st Quintile,East,Divorced,0.16584,106,769,0.13954,0.19215
1995,1st Quintile,East,Widowed,0.13583,61,769,0.11160,0.16006
1995,2nd Quintile,West,Married,0.58207,1216,1840,0.55953,0.60462
1995,2nd Quintile,West,"Married, living apart",0.02127,40,1840,0.01467,0.02786
1995,2nd Quintile,West,Single,0.19127,389,1840,0.17329,0.20924
1995,2nd Quintile,West,Divorced,0.06581,71,1840,0.05448,0.07714
1995,2nd Quintile,West,Widowed,0.13959,124,1840,0.12375,0.15543
1995,2nd Quintile,East,Married,0.63903,708,1032,0.60972,0.66835
1995,2nd Quintile,East,Single,0.16719,194,1032,0.14442,0.18997
1995,2nd Quintile,East,Divorced,0.05413,44,1032,0.04032,0.06795
1995,2nd Quintile,East,Widowed,0.12892,86,1032,0.10847,0.14938
1995,3rd Quintile,West,Married,0.58807,1211,1866,0.56573,0.61041
1995,3rd Quintile,West,"Married, living apart",0.01360,32,1866,0.00835,0.01886
1995,3rd Quintile,West,Single,0.22200,435,1866,0.20314,0.24086
1995,3rd Quintile,West,Divorced,0.05331,76,1866,0.04311,0.06350
1995,3rd Quintile,West,Widowed,0.12302,112,1866,0.10811,0.13793
1995,3rd Quintile,East,Married,0.64443,575,853,0.61229,0.67658
1995,3rd Quintile,East,Single,0.21592,193,853,0.18829,0.24354
1995,3rd Quintile,East,Divorced,0.05690,40,853,0.04134,0.07245
1995,3rd Quintile,East,Widowed,0.07765,45,853,0.05968,0.09562
1995,4th Quintile,West,Married,0.60240,1219,1990,0.58090,0.62391
1995,4th Quintile,West,"Married, living apart",0.01923,41,1990,0.01319,0.02526
1995,4th Quintile,West,Single,0.22755,518,1990,0.20913,0.24598
1995,4th Quintile,West,Divorced,0.07523,112,1990,0.06363,0.08682
1995,4th Quintile,West,Widowed,0.07559,100,1990,0.06397,0.08721
1995,4th Quintile,East,Married,0.64913,445,638,0.61207,0.68619
1995,4th Quintile,East,Single,0.22452,162,638,0.19212,0.25692
1995,4th Quintile,East,Divorced,0.06855,31,638,0.04893,0.08817
1995,5th Quintile,West,Married,0.61605,1368,2140,0.59544,0.63667
1995,5th Quintile,West,"Married, living apart",0.01987,38,2140,0.01395,0.02578
1995,5th Quintile,West,Single,0.23236,503,2140,0.21446,0.25026
1995,5th Quintile,West,Divorced,0.05818,117,2140,0.04826,0.06810
1995,5th Quintile,West,Widowed,0.07354,114,2140,0.06248,0.08460
1995,5th Quintile,East,Married,0.73593,238,301,0.68605,0.78582
1995,5th Quintile,East,Single,0.18027,63,301,0.13677,0.22377
1996,1st Quintile,West,Married,0.48261,1079,1798,0.45950,0.50571
1996,1st Quintile,West,"Married, living apart",0.04210,70,1798,0.03281,0.05138
1996,1st Quintile,West,Single,0.23035,401,1798,0.21088,0.24982
1996,1st Quintile,West,Divorced,0.08537,106,1798,0.07245,0.09829
1996,1st Quintile,West,Widowed,0.15957,142,1798,0.14264,0.17651
1996,1st Quintile,East,Married,0.40290,378,755,0.36789,0.43791
1996,1st Quintile,East,Single,0.28901,223,755,0.25665,0.32136
1996,1st Quintile,East,Divorced,0.15739,96,755,0.13139,0.18338
1996,1st Quintile,East,Widowed,0.12806,58,755,0.10420,0.15191
1996,2nd Quintile,West,Married,0.58726,1135,1695,0.56382,0.61071
1996,2nd Quintile,West,"Married, living apart",0.01831,38,1695,0.01193,0.02470
1996,2nd Quintile,West,Single,0.19012,331,1695,0.17144,0.20881
1996,2nd Quintile,West,Divorced,0.06943,76,1695,0.05733,0.08154
1996,2nd Quintile,West,Widowed,0.13487,115,1695,0.11860,0.15114
1996,2nd Quintile,East,Married,0.61710,603,920,0.58567,0.64853
1996,2nd Quintile,East,Single,0.19626,194,920,0.17059,0.22194
1996,2nd Quintile,East,Divorced,0.04860,50,920,0.03470,0.06250
1996,2nd Quintile,East,Widowed,0.12504,73,920,0.10366,0.14643
1996,3rd Quintile,West,Married,0.60581,1163,1748,0.58290,0.62873
