year,sampreg,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,West,female,Divorced,0.05247,246,5039,0.04631,0.05862
1988,West,female,Widowed,0.14831,521,5039,0.13850,0.15813
1989,West,male,Married,0.50733,3029,4759,0.49313,0.52154
1989,West,male,"Married, living apart",0.02044,126,4759,0.01642,0.02447
1989,West,male,Single,0.23112,1343,4759,0.21914,0.24310
1989,West,male,Divorced,0.03535,150,4759,0.03010,0.04059
1989,West,male,Widowed,0.03166,111,4759,0.02668,0.03663
1989,West,female,Married,0.45808,3030,4900,0.44413,0.47203
1989,West,female,"Married, living apart",0.01682,97,4900,0.01322,0.02042
1989,West,female,Single,0.16612,1005,4900,0.15570,0.17654
1989,West,female,Divorced,0.05673,256,4900,0.05025,0.06321
1989,West,female,Widowed,0.14850,512,4900,0.13854,0.15845
1990,West,male,Married,0.49814,2958,4661,0.48378,0.51249
1990,West,male,"Married, living apart",0.01777,115,4661,0.01397,0.02156
1990,West,male,Single,0.23630,1310,4661,0.22410,0.24850
1990,West,male,Divorced,0.04196,166,4661,0.03620,0.04772
1990,West,male,Widowed,0.02992,112,4661,0.02503,0.03481
1990,West,female,Married,0.46139,2997,4799,0.44729,0.47550
1990,West,female,"Married, living apart",0.01504,91,4799,0.01159,0.01848
1990,West,female,Single,0.16440,968,4799,0.15391,0.17489
1990,West,female,Divorced,0.05939,250,4799,0.05270,0.06608
1990,West,female,Widowed,0.14288,493,4799,0.13298,0.15279
1990,East,male,Married,0.50917,1520,2092,0.48774,0.53060
1990,East,male,Single,0.17577,429,2092,0.15946,0.19209
1990,East,male,Divorced,0.05039,94,2092,0.04102,0.05977
1990,East,male,Widowed,0.02530,49,2092,0.01857,0.03203
1990,East,female,Married,0.47247,1537,2302,0.45207,0.49287
1990,East,female,Single,0.12589,354,2302,0.11233,0.13944
1990,East,female,Divorced,0.07167,188,2302,0.06113,0.08221
1990,East,female,Widowed,0.11960,223,2302,0.10634,0.13286
1991,West,male,Married,0.49839,2961,4654,0.48402,0.51275
1991,West,male,"Married, living apart",0.01994,121,4654,0.01592,0.02395
1991,West,male,Single,0.22569,1293,4654,0.21368,0.23770
1991,West,male,Divorced,0.04257,174,4654,0.03676,0.04837
1991,West,male,Widowed,0.02993,105,4654,0.02503,0.03482
1991,West,female,Married,0.45334,2982,4790,0.43924,0.46744
1991,West,female,"Married, living apart",0.01805,99,4790,0.01428,0.02182
1991,West,female,Single,0.16173,962,4790,0.15131,0.17216
1991,West,female,Divorced,0.05989,259,4790,0.05317,0.06661
1991,West,female,Widowed,0.14531,488,4790,0.13533,0.15530
1991,East,male,Married,0.52654,1431,1972,0.50450,0.54859
1991,East,male,Single,0.18528,412,1972,0.16813,0.20244
1991,East,male,Divorced,0.05184,82,1972,0.04205,0.06163
1991,East,male,Widowed,0.02775,47,1972,0.02050,0.03500
1991,East,female,Married,0.48557,1450,2153,0.46445,0.50668
1991,East,female,Single,0.13018,338,2153,0.11596,0.14440
1991,East,female,Divorced,0.07383,165,2153,0.06278,0.08488
1991,East,female,Widowed,0.12863,200,2153,0.11449,0.14278
1992,West,male,Married,0.50189,2929,4571,0.48739,0.51639
1992,West,male,"Married, living apart",0.02054,111,4571,0.01642,0.02465
1992,West,male,Single,0.22171,1256,4571,0.20966,0.23375
1992,West,male,Divorced,0.04235,175,4571,0.03651,0.04819
1992,West,male,Widowed,0.02902,100,4571,0.02415,0.03389
1992,West,female,Married,0.45849,2981,4768,0.44434,0.47263
1992,West,female,"Married, living apart",0.01588,100,4768,0.01234,0.01943
1992,West,female,Single,0.15585,937,4768,0.14556,0.16615
1992,West,female,Divorced,0.06156,267,4768,0.05474,0.06839
1992,West,female,Widowed,0.14517,483,4768,0.13517,0.15517
1992,East,male,Married,0.53164,1342,1880,0.50908,0.55421
1992,East,male,Single,0.19738,423,1880,0.17938,0.21537
1992,East,male,Divorced,0.04234,66,1880,0.03323,0.05144
1992,East,male,Widowed,0.02883,49,1880,0.02127,0.03640
1992,East,female,Married,0.47307,1353,2073,0.45157,0.49456
1992,East,female,Single,0.14375,365,2073,0.12864,0.15885
1992,East,female,Divorced,0.07597,162,2073,0.06456,0.08738
1992,East,female,Widowed,0.12551,193,2073,0.11124,0.13977
1993,West,male,Married,0.50241,2913,4546,0.48788,0.51695
1993,West,male,"Married, living apart",0.02132,117,4546,0.01712,0.02552
1993,West,male,Single,0.22045,1246,4546,0.20840,0.23251
1993,West,male,Divorced,0.04325,173,4546,0.03734,0.04917
1993,West,male,Widowed,0.02867,97,4546,0.02382,0.03353
1993,West,female,Married,0.45614,2932,4726,0.44194,0.47034
1993,West,female,"Married, living apart",0.01837,110,4726,0.01454,0.02219
1993,West,female,Single,0.15342,934,4726,0.14314,0.16369
1993,West,female,Divorced,0.06327,265,4726,0.05633,0.07021
1993,West,female,Widowed,0.14425,485,4726,0.13423,0.15427
1993,East,male,Married,0.52902,1265,1799,0.50595,0.55209
1993,East,male,Single,0.19741,422,1799,0.17901,0.21581
1993,East,male,Divorced,0.04555,68,1799,0.03591,0.05519
1993,East,male,Widowed,0.02809,44,1799,0.02045,0.03572
1993,East,female,Married,0.46903,1272,1984,0.44706,0.49099
1993,East,female,Single,0.14013,363,1984,0.12485,0.15541
1993,East,female,Divorced,0.07281,153,1984,0.06137,0.08425
1993,East,female,Widowed,0.12703,196,1984,0.11237,0.14169
1994,West,male,Married,0.50278,2844,4419,0.48804,0.51753
1994,West,male,"Married, living apart",0.02089,116,4419,0.01667,0.02511
1994,West,male,Single,0.21344,1190,4419,0.20136,0.22553
1994,West,male,Divorced,0.04413,174,4419,0.03807,0.05018
1994,West,male,Widowed,0.03029,95,4419,0.02524,0.03535
1994,West,female,Married,0.45414,2886,4679,0.43987,0.46841
1994,West,female,"Married, living apart",0.01896,101,4679,0.01505,0.02287
1994,West,female,Single,0.15506,941,4679,0.14469,0.16543
1994,West,female,Divorced,0.06455,274,4679,0.05751,0.07159
1994,West,female,Widowed,0.14189,477,4679,0.13189,0.15189
1994,East,male,Married,0.52837,1231,1766,0.50508,0.55166
1994,East,male,Single,0.19389,423,1766,0.17544,0.21233
1994,East,male,Divorced,0.04484,69,1766,0.03518,0.05449
1994,East,male,Widowed,0.02795,43,1766,0.02026,0.03564
1994,East,female,Married,0.47237,1235,1953,0.45022,0.49452
1994,East,female,Single,0.14249,377,1953,0.12699,0.15800
1994,East,female,Divorced,0.07455,149,1953,0.06290,0.08620
1994,East,female,Widowed,0.12893,192,1953,0.11406,0.14380
1995,West,male,Married,0.50314,3018,4658,0.48878,0.51751
1995,West,male,"Married, living apart",0.01844,105,4658,0.01458,0.02230
1995,West,male,Single,0.21249,1245,4658,0.20074,0.22424
1995,West,male,Divorced,0.04596,193,4658,0.03994,0.05197
1995,West,male,Widowed,0.02912,97,4658,0.02429,0.03395
1995,West,female,Married,0.45292,3062,4933,0.43903,0.46682
1995,West,female,"Married, living apart",0.01598,104,4933,0.01248,0.01948
1995,West,female,Single,0.15361,985,4933,0.14355,0.16368
1995,West,female,Divorced,0.06683,299,4933,0.05986,0.07380
1995,West,female,Widowed,0.14230,483,4933,0.13255,0.15205
1995,East,male,Married,0.53045,1180,1732,0.50694,0.55396
1995,East,male,Single,0.19585,430,1732,0.17715,0.21454
1995,East,male,Divorced,0.04909,76,1732,0.03891,0.05927
1995,East,male,Widowed,0.03006,46,1732,0.02201,0.03810
1995,East,female,Married,0.46533,1185,1918,0.44300,0.48766
1995,East,female,Single,0.14591,385,1918,0.13011,0.16171
1995,East,female,Divorced,0.08578,162,1918,0.07324,0.09831
1995,East,female,Widowed,0.12877,186,1918,0.11378,0.14377
1996,West,male,Married,0.50065,2909,4537,0.48610,0.51521
1996,West,male,"Married, living apart",0.02295,123,4537,0.01859,0.02730
1996,West,male,Single,0.21338,1231,4537,0.20145,0.22530
1996,West,male,Divorced,0.04675,188,4537,0.04061,0.05290
1996,West,male,Widowed,0.02582,86,4537,0.02121,0.03044
1996,West,female,Married,0.44830,2967,4827,0.43427,0.46233
1996,West,female,"Married, living apart",0.01654,110,4827,0.01294,0.02014
1996,West,female,Single,0.15863,985,4827,0.14832,0.16893
1996,West,female,Divorced,0.06609,290,4827,0.05908,0.07310
1996,West,female,Widowed,0.14313,475,4827,0.13325,0.15301
1996,East,male,Married,0.52630,1156,1733,0.50279,0.54982
1996,East,male,Single,0.20460,454,1733,0.18560,0.22359
1996,East,male,Divorced,0.04507,77,1733,0.03530,0.05485
1996,East,male,Widowed,0.03055,46,1733,0.02244,0.03865
1996,East,female,Married,0.46201,1167,1928,0.43975,0.48427
1996,East,female,"Married, living apart",0.01334,31,1928,0.00822,0.01846
1996,East,female,Single,0.15418,393,1928,0.13805,0.17030
1996,East,female,Divorced,0.07905,147,1928,0.06701,0.09110
1996,East,female,Widowed,0.13245,190,1928,0.11732,0.14759
1997,West,male,Married,0.49976,2847,4463,0.48509,0.51443
1997,West,male,"Married, living apart",0.02327,121,4463,0.01884,0.02769
1997,West,male,Single,0.20977,1211,4463,0.19782,0.22172
1997,West,male,Divorced,0.05048,203,4463,0.04405,0.05690
1997,West,male,Widowed,0.02589,81,4463,0.02123,0.03055
1997,West,female,Married,0.43981,2890,4731,0.42567,0.45396
1997,West,female,"Married, living apart",0.02244,124,4731,0.01822,0.02666
1997,West,female,Single,0.16066,961,4731,0.15019,0.17112
1997,West,female,Divorced,0.06835,287,4731,0.06116,0.07554
1997,West,female,Widowed,0.14131,469,4731,0.13139,0.15124
1997,East,male,Married,0.52125,1115,1719,0.49762,0.54487
1997,East,male,Single,0.22184,481,1719,0.20219,0.24148
1997,East,male,Divorced,0.04482,80,1719,0.03504,0.05461
1997,East,male,Widowed,0.02778,43,1719,0.02001,0.03555
1997,East,female,Married,0.45261,1122,1889,0.43016,0.47506
1997,East,female,"Married, living apart",0.01734,37,1889,0.01145,0.02323
1997,East,female,Single,0.16001,395,1889,0.14347,0.17654
1997,East,female,Divorced,0.08510,149,1889,0.07251,0.09768
1997,East,female,Widowed,0.12954,186,1889,0.11439,0.14469
1998,West,male,Married,0.50074,3182,5018,0.48691,0.51458
1998,West,male,"Married, living apart",0.02226,125,5018,0.01818,0.02635
1998,West,male,Single,0.21531,1372,5018,0.20394,0.22669
1998,West,male,Divorced,0.04738,237,5018,0.04150,0.05326
1998,West,male,Widowed,0.02766,102,5018,0.02312,0.03220
1998,West,female,Married,0.44417,3240,5354,0.43086,0.45748
1998,West,female,"Married, living apart",0.02272,139,5354,0.01873,0.02671
1998,West,female,Single,0.16032,1080,5354,0.15049,0.17014
1998,West,female,Divorced,0.07084,353,5354,0.06396,0.07771
1998,West,female,Widowed,0.13477,542,5354,0.12562,0.14392
1998,East,male,Married,0.52074,1181,1844,0.49793,0.54354
1998,East,male,Single,0.21752,519,1844,0.19869,0.23636
1998,East,male,Divorced,0.04889,93,1844,0.03905,0.05874
1998,East,male,Widowed,0.03261,51,1844,0.02450,0.04072
1998,East,female,Married,0.45445,1185,1995,0.43259,0.47630
1998,East,female,"Married, living apart",0.01853,40,1995,0.01261,0.02445
1998,East,female,Single,0.16503,424,1995,0.14874,0.18132
1998,East,female,Divorced,0.08286,159,1995,0.07076,0.09496
1998,East,female,Widowed,0.12153,187,1995,0.10719,0.13588
1999,West,male,Married,0.49704,3010,4791,0.48288,0.51120
1999,West,male,"Married, living apart",0.02104,116,4791,0.01698,0.02511
1999,West,male,Single,0.21774,1314,4791,0.20605,0.22943
1999,West,male,Divorced,0.05279,253,4791,0.04646,0.05912
1999,West,male,Widowed,0.02745,98,4791,0.02282,0.03208
1999,West,female,Married,0.43998,3061,5100,0.42635,0.45360
1999,West,female,"Married, living apart",0.02201,134,5100,0.01799,0.02604
1999,West,female,Single,0.16307,1056,5100,0.15293,0.17321
1999,West,female,Divorced,0.07383,352,5100,0.06666,0.08101
1999,West,female,Widowed,0.13247,497,5100,0.12317,0.14178
1999,East,male,Married,0.50609,1125,1791,0.48293,0.52925
1999,East,male,Single,0.22541,511,1791,0.20605,0.24477
1999,East,male,Divorced,0.05870,101,1791,0.04781,0.06959
1999,East,male,Widowed,0.03382,54,1791,0.02544,0.04219
1999,East,female,Married,0.43707,1124,1965,0.41513,0.45901
1999,East,female,"Married, living apart",0.02034,42,1965,0.01410,0.02658
1999,East,female,Single,0.17749,449,1965,0.16060,0.19439
1999,East,female,Divorced,0.08838,162,1965,0.07582,0.10093
1999,East,female,Widowed,0.12938,188,1965,0.11454,0.14422
2000,West,male,Married,0.50270,5743,8783,0.49225,0.51316
2000,West,male,"Married, living apart",0.01819,182,8783,0.01539,0.02098
2000,West,male,Single,0.21578,2208,8783,0.20718,0.22439
2000,West,male,Divorced,0.04653,425,8783,0.04212,0.05093
2000,West,male,Widowed,0.02935,225,8783,0.02582,0.03288
2000,West,female,Married,0.46199,5808,9474,0.45195,0.47203
2000,West,female,"Married, living apart",0.01896,211,9474,0.01621,0.02171
2000,West,female,Single,0.16455,1871,9474,0.15708,0.17201
2000,West,female,Divorced,0.06559,623,9474,0.06060,0.07057
2000,West,female,Widowed,0.12153,961,9474,0.11496,0.12811
2000,East,male,Married,0.49381,1704,2798,0.47528,0.51234
2000,East,male,"Married, living apart",0.01625,50,2798,0.01157,0.02094
2000,East,male,Single,0.23271,784,2798,0.21705,0.24837
2000,East,male,Divorced,0.06415,175,2798,0.05507,0.07323
2000,East,male,Widowed,0.03482,85,2798,0.02803,0.04162
2000,East,female,Married,0.44131,1720,3050,0.42369,0.45894
2000,East,female,"Married, living apart",0.01434,58,3050,0.01012,0.01856
2000,East,female,Single,0.17274,678,3050,0.15932,0.18616
2000,East,female,Divorced,0.09460,277,3050,0.08421,0.10499
2000,East,female,Widowed,0.13130,317,3050,0.11931,0.14329
2001,West,male,Married,0.49547,5130,7902,0.48445,0.50650
2001,West,male,"Married, living apart",0.01912,177,7902,0.01610,0.02214
2001,West,male,Single,0.22055,1992,7902,0.21141,0.22969
2001,West,male,Divorced,0.04938,396,7902,0.04460,0.05416
2001,West,male,Widowed,0.02859,207,7902,0.02492,0.03227
2001,West,female,Married,0.45310,5195,8584,0.44257,0.46363
2001,West,female,"Married, living apart",0.01991,197,8584,0.01696,0.02287
2001,West,female,Single,0.16806,1734,8584,0.16015,0.17598
2001,West,female,Divorced,0.07132,604,8584,0.06588,0.07676
2001,West,female,Widowed,0.11947,854,8584,0.11261,0.12634
2001,East,male,Married,0.48984,1580,2623,0.47070,0.50897
2001,East,male,"Married, living apart",0.01853,49,2623,0.01337,0.02370
2001,East,male,Single,0.24229,747,2623,0.22589,0.25869
2001,East,male,Divorced,0.06527,158,2623,0.05581,0.07472
2001,East,male,Widowed,0.04041,89,2623,0.03288,0.04795
2001,East,female,Married,0.43925,1586,2812,0.42090,0.45760
2001,East,female,"Married, living apart",0.01413,52,2812,0.00977,0.01849
2001,East,female,Single,0.18039,642,2812,0.16617,0.19460
2001,East,female,Divorced,0.09642,253,2812,0.08551,0.10733
2001,East,female,Widowed,0.12871,279,2812,0.11633,0.14109
2002,West,male,Married,0.49620,5555,8494,0.48557,0.50683
2002,West,male,"Married, living apart",0.01819,182,8494,0.01534,0.02103
2002,West,male,Single,0.21970,2105,8494,0.21089,0.22850
2002,West,male,Divorced,0.05187,447,8494,0.04715,0.05658
2002,West,male,Widowed,0.02731,205,8494,0.02385,0.03078
2002,West,female,Married,0.45134,5607,9103,0.44111,0.46156
2002,West,female,"Married, living apart",0.01953,189,9103,0.01669,0.02238
2002,West,female,Single,0.16986,1846,9103,0.16214,0.17757
2002,West,female,Divorced,0.07373,628,9103,0.06836,0.07909
2002,West,female,Widowed,0.11949,833,9103,0.11283,0.12616
2002,East,male,Married,0.47536,1561,2633,0.45629,0.49444
2002,East,male,"Married, living apart",0.02153,59,2633,0.01599,0.02708
2002,East,male,Single,0.25673,757,2633,0.24004,0.27341
2002,East,male,Divorced,0.07027,163,2633,0.06051,0.08004
2002,East,male,Widowed,0.03992,93,2633,0.03244,0.04740
2002,East,female,Married,0.43066,1568,2796,0.41230,0.44902
2002,East,female,"Married, living apart",0.01332,48,2796,0.00907,0.01757
2002,East,female,Single,0.19543,657,2796,0.18073,0.21013
2002,East,female,Divorced,0.09794,248,2796,0.08692,0.10896
2002,East,female,Widowed,0.12739,275,2796,0.11503,0.13975
2003,West,male,Married,0.48734,5199,8092,0.47644,0.49823
2003,West,male,"Married, living apart",0.02028,195,8092,0.01721,0.02335
2003,West,male,Single,0.22631,2049,8092,0.21719,0.23543
2003,West,male,Divorced,0.05411,441,8092,0.04918,0.05904
2003,West,male,Widowed,0.02858,208,8092,0.02495,0.03221
2003,West,female,Married,0.44612,5282,8730,0.43569,0.45655
2003,West,female,"Married, living apart",0.01947,199,8730,0.01657,0.02236
2003,West,female,Single,0.17282,1820,8730,0.16489,0.18076
2003,West,female,Divorced,0.07646,617,8730,0.07088,0.08203
2003,West,female,Widowed,0.11852,812,8730,0.11174,0.12530
2003,East,male,Married,0.46331,1509,2585,0.44408,0.48254
2003,East,male,"Married, living apart",0.02459,60,2585,0.01861,0.03056
2003,East,male,Single,0.26099,755,2585,0.24406,0.27792
2003,East,male,Divorced,0.07448,169,2585,0.06435,0.08460
2003,East,male,Widowed,0.03924,92,2585,0.03176,0.04673
2003,East,female,Married,0.42861,1508,2759,0.41014,0.44708
2003,East,female,"Married, living apart",0.01434,51,2759,0.00991,0.01878
2003,East,female,Single,0.20614,690,2759,0.19104,0.22124
2003,East,female,Divorced,0.09426,237,2759,0.08335,0.10516
2003,East,female,Widowed,0.12921,273,2759,0.11670,0.14173
2004,West,male,Married,0.48421,5005,7878,0.47317,0.49524
2004,West,male,"Married, living apart",0.02202,190,7878,0.01878,0.02526
2004,West,male,Single,0.23439,2056,7878,0.22503,0.24374
2004,West,male,Divorced,0.05503,433,7878,0.05000,0.06007
2004,West,male,Widowed,0.02564,194,7878,0.02215,0.02913
2004,West,female,Married,0.44030,5098,8511,0.42975,0.45085
2004,West,female,"Married, living apart",0.01869,186,8511,0.01582,0.02157
2004,West,female,Single,0.17749,1804,8511,0.16937,0.18560
2004,West,female,Divorced,0.08075,630,8511,0.07497,0.08654
2004,West,female,Widowed,0.11902,793,8511,0.11214,0.12590
2004,East,male,Married,0.45554,1448,2502,0.43602,0.47506
2004,East,male,"Married, living apart",0.02505,54,2502,0.01892,0.03117
2004,East,male,Single,0.26915,742,2502,0.25177,0.28653
2004,East,male,Divorced,0.07827,172,2502,0.06774,0.08879
2004,East,male,Widowed,0.03946,86,2502,0.03183,0.04710
2004,East,female,Married,0.41767,1464,2721,0.39914,0.43620
2004,East,female,"Married, living apart",0.01985,55,2721,0.01461,0.02510
2004,East,female,Single,0.22129,705,2721,0.20569,0.23689
2004,East,female,Divorced,0.09567,234,2721,0.08462,0.10672
2004,East,female,Widowed,0.12428,263,2721,0.11189,0.13668
2005,West,male,Married,0.47692,4713,7476,0.46559,0.48824
2005,West,male,"Married, living apart",0.02239,185,7476,0.01903,0.02574
2005,West,male,Single,0.24733,1972,7476,0.23755,0.25712
2005,West,male,Divorced,0.05375,412,7476,0.04864,0.05887
2005,West,male,Widowed,0.02506,194,7476,0.02151,0.02860
2005,West,female,Married,0.43538,4796,8185,0.42463,0.44612
2005,West,female,"Married, living apart",0.02103,196,8185,0.01792,0.02413
2005,West,female,Single,0.18855,1792,8185,0.18008,0.19702
2005,West,female,Divorced,0.08474,629,8185,0.07870,0.09077
2005,West,female,Widowed,0.11393,772,8185,0.10705,0.12082
2005,East,male,Married,0.44418,1387,2423,0.42439,0.46397
2005,East,male,"Married, living apart",0.01877,44,2423,0.01337,0.02418
2005,East,male,Single,0.28511,731,2423,0.26713,0.30309
2005,East,male,Divorced,0.08296,174,2423,0.07197,0.09394
2005,East,male,Widowed,0.03763,87,2423,0.03005,0.04521
2005,East,female,Married,0.41536,1403,2614,0.39646,0.43425
2005,East,female,"Married, living apart",0.01754,52,2614,0.01251,0.02258
2005,East,female,Single,0.22747,672,2614,0.21140,0.24355
2005,East,female,Divorced,0.09869,229,2614,0.08725,0.11012
2005,East,female,Widowed,0.11930,258,2614,0.10688,0.13173
2006,West,male,Married,0.47165,5091,8047,0.46075,0.48256
2006,West,male,"Married, living apart",0.02252,193,8047,0.01928,0.02576
2006,West,male,Single,0.24499,2051,8047,0.23560,0.25439
2006,West,male,Divorced,0.05951,478,8047,0.05434,0.06468
2006,West,male,Widowed,0.02898,234,8047,0.02531,0.03265
2006,West,female,Married,0.43125,5174,8854,0.42094,0.44157
2006,West,female,"Married, living apart",0.02323,221,8854,0.02009,0.02636
2006,West,female,Single,0.19047,1909,8854,0.18229,0.19865
2006,West,female,Divorced,0.08301,690,8854,0.07726,0.08876
2006,West,female,Widowed,0.11399,860,8854,0.10737,0.12061
2006,East,male,Married,0.44241,1473,2581,0.42324,0.46157
2006,East,male,"Married, living apart",0.01805,40,2581,0.01291,0.02319
2006,East,male,Single,0.29241,776,2581,0.27486,0.30996
2006,East,male,Divorced,0.08527,197,2581,0.07449,0.09605
2006,East,male,Widowed,0.03627,95,2581,0.02906,0.04349
2006,East,female,Married,0.41551,1496,2785,0.39721,0.43382
2006,East,female,"Married, living apart",0.01733,54,2785,0.01249,0.02218
2006,East,female,Single,0.23095,696,2785,0.21530,0.24661
2006,East,female,Divorced,0.10266,256,2785,0.09139,0.11394
2006,East,female,Widowed,0.12122,283,2785,0.10909,0.13334
2007,West,male,Married,0.47017,4710,7496,0.45887,0.48147
2007,West,male,"Married, living apart",0.01974,173,7496,0.01660,0.02289
2007,West,male,Single,0.25168,1945,7496,0.24186,0.26151
2007,West,male,Divorced,0.06102,455,7496,0.05560,0.06644
2007,West,male,Widowed,0.02798,213,7496,0.02424,0.03171
2007,West,female,Married,0.43039,4790,8264,0.41971,0.44106
2007,West,female,"Married, living apart",0.02493,218,8264,0.02157,0.02830
2007,West,female,Single,0.19449,1796,8264,0.18596,0.20303
2007,West,female,Divorced,0.08546,669,8264,0.07944,0.09149
2007,West,female,Widowed,0.11131,791,8264,0.10453,0.11809
2007,East,male,Married,0.44025,1389,2456,0.42061,0.45989
2007,East,male,"Married, living apart",0.01780,32,2456,0.01257,0.02303
2007,East,male,Single,0.30445,755,2456,0.28624,0.32265
2007,East,male,Divorced,0.08458,190,2456,0.07357,0.09558
2007,East,male,Widowed,0.03321,90,2456,0.02612,0.04030
2007,East,female,Married,0.41650,1401,2633,0.39766,0.43533
2007,East,female,"Married, living apart",0.01647,47,2633,0.01161,0.02134
2007,East,female,Single,0.24540,678,2633,0.22896,0.26184
2007,East,female,Divorced,0.10435,250,2633,0.09267,0.11603
2007,East,female,Widowed,0.11483,257,2633,0.10265,0.12702
2008,West,male,Married,0.46603,4393,7007,0.45435,0.47771
2008,West,male,"Married, living apart",0.02125,171,7007,0.01787,0.02462
2008,West,male,Single,0.25808,1812,7007,0.24784,0.26833
2008,West,male,Divorced,0.06144,420,7007,0.05582,0.06707
2008,West,male,Widowed,0.02867,211,7007,0.02476,0.03257
2008,West,female,Married,0.42590,4455,7756,0.41490,0.43691
2008,West,female,"Married, living apart",0.02321,202,7756,0.01986,0.02656
2008,West,female,Single,0.20309,1695,7756,0.19413,0.21204
2008,West,female,Divorced,0.08616,636,7756,0.07992,0.09241
2008,West,female,Widowed,0.11437,768,7756,0.10729,0.12146
2008,East,male,Married,0.43463,1324,2301,0.41438,0.45489
2008,East,male,Single,0.30788,707,2301,0.28901,0.32674
2008,East,male,Divorced,0.08865,185,2301,0.07704,0.10027
2008,East,male,Widowed,0.03231,85,2301,0.02508,0.03953
2008,East,female,Married,0.41562,1331,2479,0.39621,0.43502
2008,East,female,"Married, living apart",0.01348,35,2479,0.00894,0.01801
2008,East,female,Single,0.24386,620,2479,0.22695,0.26077
2008,East,female,Divorced,0.10496,247,2479,0.09290,0.11703
2008,East,female,Widowed,0.11215,246,2479,0.09973,0.12458
2009,West,male,Married,0.46023,4001,6528,0.44814,0.47232
2009,West,male,"Married, living apart",0.02371,173,6528,0.02002,0.02740
2009,West,male,Single,0.26833,1738,6528,0.25758,0.27908
2009,West,male,Divorced,0.06186,415,6528,0.05601,0.06770
2009,West,male,Widowed,0.02869,201,6528,0.02464,0.03274
2009,West,female,Married,0.42420,4078,7155,0.41274,0.43565
2009,West,female,"Married, living apart",0.02180,179,7155,0.01842,0.02518
2009,West,female,Single,0.20870,1570,7155,0.19928,0.21811
2009,West,female,Divorced,0.08525,600,7155,0.07877,0.09172
2009,West,female,Widowed,0.11469,728,7155,0.10730,0.12207
2009,East,male,Married,0.44355,1268,2176,0.42267,0.46443
