year,bula_h,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Hesse,3rd Quintile,Single,0.19313,45,183,0.13578,0.25048
1985,Hesse,4th Quintile,Married,0.51609,154,213,0.44882,0.58336
1985,Hesse,4th Quintile,Single,0.23747,59,213,0.18019,0.29475
1985,Hesse,5th Quintile,Married,0.63685,163,212,0.57196,0.70174
1985,Hesse,5th Quintile,Single,0.18234,49,212,0.13024,0.23444
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Married,0.44575,116,116,0.35490,0.53660
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Married,0.56280,88,88,0.45856,0.66703
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Married,0.53463,116,166,0.45852,0.61074
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Single,0.21939,50,166,0.15624,0.28253
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Married,0.50264,95,138,0.41891,0.58636
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Single,0.25610,43,138,0.18301,0.32919
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Married,0.58405,81,81,0.47604,0.69206
1985,Baden-Wuerttemberg,1st Quintile,Married,0.34673,248,363,0.29770,0.39576
1985,Baden-Wuerttemberg,1st Quintile,Single,0.18468,82,363,0.14471,0.22466
1985,Baden-Wuerttemberg,1st Quintile,Widowed,0.14880,33,363,0.11214,0.18547
1985,Baden-Wuerttemberg,2nd Quintile,Married,0.45138,271,369,0.40053,0.50222
1985,Baden-Wuerttemberg,2nd Quintile,Single,0.19295,98,369,0.15263,0.23327
1985,Baden-Wuerttemberg,3rd Quintile,Married,0.49651,315,425,0.44892,0.54410
1985,Baden-Wuerttemberg,3rd Quintile,Single,0.19919,110,425,0.16117,0.23720
1985,Baden-Wuerttemberg,4th Quintile,Married,0.50243,271,373,0.45162,0.55324
1985,Baden-Wuerttemberg,4th Quintile,Single,0.21822,102,373,0.17625,0.26020
1985,Baden-Wuerttemberg,5th Quintile,Married,0.56142,233,318,0.50679,0.61604
1985,Baden-Wuerttemberg,5th Quintile,Single,0.22320,85,318,0.17736,0.26904
1985,Bavaria,1st Quintile,Married,0.37743,187,255,0.31782,0.43705
1985,Bavaria,1st Quintile,Single,0.19732,68,255,0.14838,0.24627
1985,Bavaria,2nd Quintile,Married,0.48272,275,356,0.43074,0.53470
1985,Bavaria,2nd Quintile,Single,0.15723,81,356,0.11937,0.19510
1985,Bavaria,3rd Quintile,Married,0.50128,245,338,0.44790,0.55466
1985,Bavaria,3rd Quintile,Single,0.22011,93,338,0.17588,0.26435
1985,Bavaria,4th Quintile,Married,0.56872,261,351,0.51683,0.62060
1985,Bavaria,4th Quintile,Single,0.21201,90,351,0.16919,0.25483
1985,Bavaria,5th Quintile,Married,0.59437,301,405,0.54649,0.64225
1985,Bavaria,5th Quintile,Single,0.21383,104,405,0.17385,0.25382
1985,Berlin,2nd Quintile,Married,0.29919,34,34,0.14296,0.45542
1985,Berlin,3rd Quintile,Married,0.33232,39,39,0.18255,0.48209
1985,Berlin,4th Quintile,Married,0.42823,43,43,0.27858,0.57788
1985,Berlin,5th Quintile,Married,0.53002,61,61,0.40373,0.65631
1986,Schleswig-Holstein,1st Quintile,Married,0.43676,31,31,0.25927,0.61424
1986,Schleswig-Holstein,2nd Quintile,Married,0.49199,56,56,0.35986,0.62411
1986,Schleswig-Holstein,3rd Quintile,Married,0.53241,39,39,0.37377,0.69105
1986,Schleswig-Holstein,4th Quintile,Married,0.40939,32,32,0.23629,0.58249
1986,Schleswig-Holstein,5th Quintile,Married,0.54301,43,43,0.39236,0.69367
1986,Hamburg,5th Quintile,Married,0.51914,37,37,0.35593,0.68236
1986,Lower Saxony,1st Quintile,Married,0.42309,137,207,0.35563,0.49056
1986,Lower Saxony,1st Quintile,Single,0.22622,70,207,0.16909,0.28336
1986,Lower Saxony,2nd Quintile,Married,0.47746,138,191,0.40643,0.54848
1986,Lower Saxony,2nd Quintile,Single,0.18331,53,191,0.12829,0.23832
1986,Lower Saxony,3rd Quintile,Married,0.50166,135,201,0.43237,0.57096
1986,Lower Saxony,3rd Quintile,Single,0.25001,66,201,0.18999,0.31002
1986,Lower Saxony,4th Quintile,Married,0.54093,131,190,0.46988,0.61197
1986,Lower Saxony,4th Quintile,Single,0.23472,59,190,0.17429,0.29514
1986,Lower Saxony,5th Quintile,Married,0.56405,145,197,0.49463,0.63347
1986,Lower Saxony,5th Quintile,Single,0.23220,52,197,0.17308,0.29131
1986,North Rhine-Westphalia,1st Quintile,Married,0.37096,384,585,0.33178,0.41014
1986,North Rhine-Westphalia,1st Quintile,Single,0.19620,151,585,0.16399,0.22841
1986,North Rhine-Westphalia,1st Quintile,Widowed,0.12886,50,585,0.10168,0.15603
1986,North Rhine-Westphalia,2nd Quintile,Married,0.50371,373,495,0.45962,0.54780
1986,North Rhine-Westphalia,2nd Quintile,Single,0.15850,122,495,0.12629,0.19071
1986,North Rhine-Westphalia,3rd Quintile,Married,0.49471,357,487,0.45026,0.53916
1986,North Rhine-Westphalia,3rd Quintile,Single,0.18393,130,487,0.14949,0.21838
1986,North Rhine-Westphalia,4th Quintile,Married,0.53330,364,516,0.49021,0.57638
1986,North Rhine-Westphalia,4th Quintile,Single,0.22163,152,516,0.18576,0.25750
1986,North Rhine-Westphalia,5th Quintile,Married,0.53162,349,478,0.48684,0.57641
1986,North Rhine-Westphalia,5th Quintile,Single,0.21374,129,478,0.17695,0.25052
1986,Hesse,1st Quintile,Married,0.35067,132,194,0.28335,0.41799
1986,Hesse,1st Quintile,Single,0.22332,62,194,0.16456,0.28208
1986,Hesse,2nd Quintile,Married,0.52863,140,179,0.45530,0.60196
1986,Hesse,2nd Quintile,Single,0.15365,39,179,0.10068,0.20663
1986,Hesse,3rd Quintile,Married,0.52391,97,97,0.42400,0.62381
1986,Hesse,4th Quintile,Married,0.50940,165,226,0.44408,0.57473
1986,Hesse,4th Quintile,Single,0.23966,61,226,0.18389,0.29544
1986,Hesse,5th Quintile,Married,0.65318,156,207,0.58818,0.71817
1986,Hesse,5th Quintile,Single,0.19823,51,207,0.14379,0.25267
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Married,0.42518,96,127,0.33886,0.51151
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Single,0.13027,31,127,0.07150,0.18905
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Married,0.53617,121,121,0.44695,0.62540
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Married,0.52281,104,145,0.44123,0.60439
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Single,0.21582,41,145,0.14863,0.28301
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Married,0.47532,83,130,0.38914,0.56150
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Single,0.28222,47,130,0.20455,0.35989
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Married,0.56763,80,114,0.47629,0.65898
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Single,0.23273,34,114,0.15482,0.31064
1986,Baden-Wuerttemberg,1st Quintile,Married,0.33276,199,311,0.28030,0.38521
1986,Baden-Wuerttemberg,1st Quintile,Single,0.18301,81,311,0.13996,0.22605
1986,Baden-Wuerttemberg,1st Quintile,Widowed,0.16821,31,311,0.12657,0.20985
1986,Baden-Wuerttemberg,2nd Quintile,Married,0.49355,300,397,0.44431,0.54279
1986,Baden-Wuerttemberg,2nd Quintile,Single,0.17758,97,397,0.13994,0.21522
1986,Baden-Wuerttemberg,3rd Quintile,Married,0.46445,269,381,0.41430,0.51459
1986,Baden-Wuerttemberg,3rd Quintile,Single,0.21013,112,381,0.16917,0.25109
1986,Baden-Wuerttemberg,4th Quintile,Married,0.52991,268,374,0.47926,0.58057
1986,Baden-Wuerttemberg,4th Quintile,Single,0.22795,106,374,0.18537,0.27052
1986,Baden-Wuerttemberg,5th Quintile,Married,0.59918,258,346,0.54746,0.65089
1986,Baden-Wuerttemberg,5th Quintile,Single,0.20070,88,346,0.15844,0.24297
1986,Bavaria,1st Quintile,Married,0.41181,180,239,0.34928,0.47434
1986,Bavaria,1st Quintile,Single,0.16846,59,239,0.12091,0.21601
1986,Bavaria,2nd Quintile,Married,0.48517,229,292,0.42775,0.54260
1986,Bavaria,2nd Quintile,Single,0.13955,63,292,0.09974,0.17937
1986,Bavaria,3rd Quintile,Married,0.47977,249,360,0.42809,0.53145
1986,Bavaria,3rd Quintile,Single,0.23153,111,360,0.18789,0.27516
1986,Bavaria,4th Quintile,Married,0.51671,240,343,0.46375,0.56968
1986,Bavaria,4th Quintile,Single,0.24075,103,343,0.19544,0.28607
1986,Bavaria,5th Quintile,Married,0.57609,260,347,0.52402,0.62816
1986,Bavaria,5th Quintile,Single,0.20430,87,347,0.16182,0.24679
1986,Berlin,1st Quintile,Married,0.21010,31,31,0.06432,0.35588
1986,Berlin,3rd Quintile,Married,0.33473,34,34,0.17372,0.49574
1986,Berlin,4th Quintile,Married,0.41657,48,48,0.27563,0.55752
1986,Berlin,5th Quintile,Married,0.53065,48,48,0.38797,0.67333
1987,Schleswig-Holstein,1st Quintile,Married,0.39472,36,36,0.23279,0.55666
1987,Schleswig-Holstein,2nd Quintile,Married,0.51011,51,51,0.37154,0.64867
1987,Schleswig-Holstein,3rd Quintile,Married,0.51357,41,41,0.35867,0.66846
1987,Schleswig-Holstein,4th Quintile,Married,0.51240,34,34,0.34186,0.68294
1987,Schleswig-Holstein,5th Quintile,Married,0.53447,41,41,0.37989,0.68906
1987,Hamburg,5th Quintile,Married,0.46475,33,33,0.29194,0.63756
1987,Lower Saxony,1st Quintile,Married,0.43036,141,210,0.36323,0.49748
1987,Lower Saxony,1st Quintile,Single,0.20354,69,210,0.14895,0.25813
1987,Lower Saxony,2nd Quintile,Married,0.44524,118,173,0.37096,0.51951
1987,Lower Saxony,2nd Quintile,Single,0.20573,55,173,0.14532,0.26615
1987,Lower Saxony,3rd Quintile,Married,0.50847,132,189,0.43701,0.57993
1987,Lower Saxony,3rd Quintile,Single,0.23633,57,189,0.17560,0.29706
1987,Lower Saxony,4th Quintile,Married,0.57671,153,211,0.50988,0.64353
1987,Lower Saxony,4th Quintile,Single,0.20666,58,211,0.15189,0.26142
1987,Lower Saxony,5th Quintile,Married,0.55417,138,193,0.48386,0.62448
1987,Lower Saxony,5th Quintile,Single,0.23137,55,193,0.17171,0.29102
1987,North Rhine-Westphalia,1st Quintile,Married,0.35998,371,616,0.32204,0.39791
1987,North Rhine-Westphalia,1st Quintile,Single,0.20092,161,616,0.16925,0.23259
1987,North Rhine-Westphalia,1st Quintile,Divorced,0.06737,34,616,0.04756,0.08718
1987,North Rhine-Westphalia,1st Quintile,Widowed,0.13978,50,616,0.11238,0.16719
1987,North Rhine-Westphalia,2nd Quintile,Married,0.46829,378,551,0.42658,0.50999
1987,North Rhine-Westphalia,2nd Quintile,Single,0.15969,132,551,0.12907,0.19030
1987,North Rhine-Westphalia,2nd Quintile,Widowed,0.10248,41,551,0.07714,0.12783
1987,North Rhine-Westphalia,3rd Quintile,Married,0.49401,341,512,0.45066,0.53736
1987,North Rhine-Westphalia,3rd Quintile,Single,0.18962,140,512,0.15563,0.22361
1987,North Rhine-Westphalia,3rd Quintile,Widowed,0.08745,31,512,0.06296,0.11195
1987,North Rhine-Westphalia,4th Quintile,Married,0.57075,343,456,0.52527,0.61623
1987,North Rhine-Westphalia,4th Quintile,Single,0.19992,113,456,0.16317,0.23667
1987,North Rhine-Westphalia,5th Quintile,Married,0.52308,362,490,0.47881,0.56735
1987,North Rhine-Westphalia,5th Quintile,Single,0.21367,128,490,0.17734,0.25001
1987,Hesse,1st Quintile,Married,0.36560,128,181,0.29524,0.43596
1987,Hesse,1st Quintile,Single,0.18178,53,181,0.12544,0.23813
1987,Hesse,2nd Quintile,Married,0.52201,132,174,0.44757,0.59644
1987,Hesse,2nd Quintile,Single,0.17978,42,174,0.12256,0.23701
1987,Hesse,3rd Quintile,Married,0.56195,130,164,0.48578,0.63812
1987,Hesse,3rd Quintile,Single,0.13791,34,164,0.08498,0.19085
1987,Hesse,4th Quintile,Married,0.58360,172,229,0.51961,0.64758
1987,Hesse,4th Quintile,Single,0.19878,57,229,0.14698,0.25058
1987,Hesse,5th Quintile,Married,0.56122,135,193,0.49103,0.63142
1987,Hesse,5th Quintile,Single,0.24443,58,193,0.18364,0.30521
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Married,0.41881,96,96,0.31960,0.51803
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Married,0.54589,110,145,0.46456,0.62721
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Single,0.16248,35,145,0.10223,0.22273
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Married,0.47007,98,149,0.38966,0.55048
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Single,0.24056,51,149,0.17170,0.30942
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Married,0.56694,93,133,0.48241,0.65147
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Single,0.20956,40,133,0.14013,0.27899
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Married,0.55725,84,118,0.46724,0.64725
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Single,0.24095,34,118,0.16345,0.31844
1987,Baden-Wuerttemberg,1st Quintile,Married,0.32457,170,247,0.26606,0.38308
1987,Baden-Wuerttemberg,1st Quintile,Single,0.17642,77,247,0.12879,0.22405
1987,Baden-Wuerttemberg,2nd Quintile,Married,0.50356,306,387,0.45368,0.55344
1987,Baden-Wuerttemberg,2nd Quintile,Single,0.14822,81,387,0.11277,0.18367
1987,Baden-Wuerttemberg,3rd Quintile,Married,0.47506,267,364,0.42369,0.52643
1987,Baden-Wuerttemberg,3rd Quintile,Single,0.18570,97,364,0.14570,0.22570
1987,Baden-Wuerttemberg,4th Quintile,Married,0.52327,279,412,0.47498,0.57156
1987,Baden-Wuerttemberg,4th Quintile,Single,0.24749,133,412,0.20577,0.28921
1987,Baden-Wuerttemberg,5th Quintile,Married,0.58029,256,341,0.52783,0.63275
1987,Baden-Wuerttemberg,5th Quintile,Single,0.20915,85,341,0.16591,0.25238
1987,Bavaria,1st Quintile,Married,0.40741,179,269,0.34858,0.46624
1987,Bavaria,1st Quintile,Single,0.14482,57,269,0.10269,0.18695
1987,Bavaria,1st Quintile,Widowed,0.15247,33,269,0.10943,0.19551
1987,Bavaria,2nd Quintile,Married,0.48903,222,296,0.43199,0.54608
1987,Bavaria,2nd Quintile,Single,0.14822,74,296,0.10768,0.18877
1987,Bavaria,3rd Quintile,Married,0.48088,238,332,0.42706,0.53471
1987,Bavaria,3rd Quintile,Single,0.21195,94,332,0.16793,0.25598
1987,Bavaria,4th Quintile,Married,0.53015,220,315,0.47495,0.58536
1987,Bavaria,4th Quintile,Single,0.23355,95,315,0.18676,0.28035
1987,Bavaria,5th Quintile,Married,0.56286,245,340,0.51006,0.61567
1987,Bavaria,5th Quintile,Single,0.22009,95,340,0.17598,0.26419
1987,Berlin,3rd Quintile,Married,0.37178,54,54,0.24167,0.50189
1987,Berlin,4th Quintile,Married,0.42263,48,48,0.28140,0.56385
1987,Berlin,5th Quintile,Married,0.48738,43,43,0.33621,0.63855
1988,Schleswig-Holstein,1st Quintile,Married,0.41666,36,36,0.25333,0.58000
1988,Schleswig-Holstein,2nd Quintile,Married,0.48230,49,49,0.34094,0.62366
1988,Schleswig-Holstein,3rd Quintile,Married,0.51821,45,45,0.37056,0.66585
1988,Schleswig-Holstein,4th Quintile,Married,0.56698,40,40,0.41147,0.72249
1988,Schleswig-Holstein,5th Quintile,Married,0.57691,39,39,0.41982,0.73399
1988,Lower Saxony,1st Quintile,Married,0.44015,129,177,0.36681,0.51349
1988,Lower Saxony,1st Quintile,Single,0.16102,48,177,0.10672,0.21533
1988,Lower Saxony,2nd Quintile,Married,0.51155,131,171,0.43641,0.58669
1988,Lower Saxony,2nd Quintile,Single,0.13567,40,171,0.08420,0.18715
1988,Lower Saxony,3rd Quintile,Married,0.47755,101,162,0.40039,0.55470
1988,Lower Saxony,3rd Quintile,Single,0.30084,61,162,0.23000,0.37168
1988,Lower Saxony,4th Quintile,Married,0.53549,155,216,0.46883,0.60216
1988,Lower Saxony,4th Quintile,Single,0.21076,61,216,0.15625,0.26528
1988,Lower Saxony,5th Quintile,Married,0.52682,130,189,0.45545,0.59819
1988,Lower Saxony,5th Quintile,Single,0.25892,59,189,0.19630,0.32154
1988,North Rhine-Westphalia,1st Quintile,Married,0.36362,380,624,0.32584,0.40139
1988,North Rhine-Westphalia,1st Quintile,Single,0.19565,161,624,0.16450,0.22681
1988,North Rhine-Westphalia,1st Quintile,Divorced,0.05862,35,624,0.04018,0.07707
1988,North Rhine-Westphalia,1st Quintile,Widowed,0.12722,48,624,0.10106,0.15339
1988,North Rhine-Westphalia,2nd Quintile,Married,0.47432,360,519,0.43131,0.51732
1988,North Rhine-Westphalia,2nd Quintile,Single,0.16681,125,519,0.13470,0.19891
1988,North Rhine-Westphalia,2nd Quintile,Widowed,0.10178,34,519,0.07574,0.12781
1988,North Rhine-Westphalia,3rd Quintile,Married,0.47958,296,450,0.43337,0.52579
1988,North Rhine-Westphalia,3rd Quintile,Single,0.19139,121,450,0.15500,0.22777
1988,North Rhine-Westphalia,3rd Quintile,Widowed,0.08785,33,450,0.06167,0.11404
1988,North Rhine-Westphalia,4th Quintile,Married,0.53813,322,445,0.49176,0.58451
1988,North Rhine-Westphalia,4th Quintile,Single,0.21678,123,445,0.17845,0.25510
1988,North Rhine-Westphalia,5th Quintile,Married,0.54443,340,467,0.49921,0.58965
