,Unnamed: 0,year,age_gr,pgisced97,ple0015,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
48,48,2011,46-65 y.,Upper Secondary Level,No,0.95156,3923,20313,0.92556,0.97818
49,49,2011,46-65 y.,Post-secondary Non-tertiary Level,No,1.0,372,20313,0.90384,1.0941
50,50,2011,46-65 y.,First Stage of Tertiary Education,No,1.0,622,20313,0.92261,1.08534
51,51,2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.04501,97,20313,0.03659,0.0538
52,52,2011,46-65 y.,Second Stage of Tertiary Education,No,0.95499,1891,20313,0.91058,0.9988
53,53,2011,66 and older,Primary Level,No,1.0,57,20313,0.87249,1.1601
54,54,2011,66 and older,Lower Secondary Level,Yes,0.06235,53,20313,0.04983,0.07588
55,55,2011,66 and older,Lower Secondary Level,No,0.93765,765,20313,0.89131,0.99202
56,56,2011,66 and older,Upper Secondary Level,Yes,0.10023,243,20313,0.09135,0.1095
57,57,2011,66 and older,Upper Secondary Level,No,0.89977,2396,20313,0.87619,0.92785
58,58,2011,66 and older,Post-secondary Non-tertiary Level,No,1.0,110,20313,0.87587,1.16408
59,59,2011,66 and older,First Stage of Tertiary Education,Yes,0.08647,39,20313,0.06441,0.11108
60,60,2011,66 and older,First Stage of Tertiary Education,No,0.91353,339,20313,0.83918,0.99647
61,61,2011,66 and older,Second Stage of Tertiary Education,Yes,0.12017,122,20313,0.1012,0.13802
62,62,2011,66 and older,Second Stage of Tertiary Education,No,0.87983,965,20313,0.83274,0.92744
63,63,2013,17-29 y.,Pre-primary Level,No,1.0,259,18460,0.85937,1.14318
64,64,2013,17-29 y.,Primary Level,No,1.0,33,18460,0.69801,1.25421
65,65,2013,17-29 y.,Lower Secondary Level,No,1.0,379,18460,0.88666,1.10885
66,66,2013,17-29 y.,Upper Secondary Level,No,1.0,1119,18460,0.94192,1.06452
67,67,2013,17-29 y.,Post-secondary Non-tertiary Level,No,1.0,164,18460,0.87572,1.1204
68,68,2013,17-29 y.,First Stage of Tertiary Education,No,1.0,44,18460,0.67216,1.39008
69,69,2013,17-29 y.,Second Stage of Tertiary Education,No,1.0,304,18460,0.89012,1.10469
70,70,2013,30-45 y.,Primary Level,No,1.0,52,18460,0.71748,1.3744
71,71,2013,30-45 y.,Lower Secondary Level,No,1.0,276,18460,0.87728,1.13932
72,72,2013,30-45 y.,Upper Secondary Level,No,1.0,1870,18460,0.94913,1.0556
73,73,2013,30-45 y.,Post-secondary Non-tertiary Level,No,1.0,399,18460,0.89209,1.1326
74,74,2013,30-45 y.,First Stage of Tertiary Education,No,1.0,297,18460,0.87289,1.13482
75,75,2013,30-45 y.,Second Stage of Tertiary Education,No,1.0,1103,18460,0.93067,1.06202
76,76,2013,46-65 y.,Primary Level,No,1.0,56,18460,0.82394,1.17954
77,77,2013,46-65 y.,Lower Secondary Level,No,1.0,436,18460,0.91652,1.09096
78,78,2013,46-65 y.,Upper Secondary Level,Yes,0.06182,211,18460,0.05512,0.06907
79,79,2013,46-65 y.,Upper Secondary Level,No,0.93818,3645,18460,0.91226,0.96267
80,80,2013,46-65 y.,Post-secondary Non-tertiary Level,No,1.0,389,18460,0.90008,1.08678
81,81,2013,46-65 y.,First Stage of Tertiary Education,Yes,0.0539,38,18460,0.03388,0.07284
82,82,2013,46-65 y.,First Stage of Tertiary Education,No,0.9461,596,18460,0.85732,1.01848
83,83,2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.05171,108,18460,0.04178,0.06156
84,84,2013,46-65 y.,Second Stage of Tertiary Education,No,0.94829,1786,18460,0.90273,0.99129
85,85,2013,66 and older,Primary Level,No,1.0,43,18460,0.78384,1.22544
86,86,2013,66 and older,Lower Secondary Level,Yes,0.09901,64,18460,0.08522,0.11698
87,87,2013,66 and older,Lower Secondary Level,No,0.90099,661,18460,0.85531,0.94955
88,88,2013,66 and older,Upper Secondary Level,Yes,0.12203,293,18460,0.11086,0.13278
89,89,2013,66 and older,Upper Secondary Level,No,0.87797,2241,18460,0.85411,0.9055
90,90,2013,66 and older,Post-secondary Non-tertiary Level,No,1.0,99,18460,0.84694,1.16701
91,91,2013,66 and older,First Stage of Tertiary Education,Yes,0.10912,38,18460,0.08285,0.13376
92,92,2013,66 and older,First Stage of Tertiary Education,No,0.89088,308,18460,0.80408,0.9768
93,93,2013,66 and older,Second Stage of Tertiary Education,Yes,0.14447,152,18460,0.12402,0.16329
94,94,2013,66 and older,Second Stage of Tertiary Education,No,0.85553,997,18460,0.81611,0.89751
95,95,2015,17-29 y.,Pre-primary Level,No,1.0,350,24309,0.88405,1.14453
96,96,2015,17-29 y.,Primary Level,No,1.0,81,24309,0.79717,1.31193
97,97,2015,17-29 y.,Lower Secondary Level,No,1.0,779,24309,0.90417,1.09698
98,98,2015,17-29 y.,Upper Secondary Level,No,1.0,1572,24309,0.9479,1.06575
99,99,2015,17-29 y.,Post-secondary Non-tertiary Level,No,1.0,219,24309,0.85824,1.15431
100,100,2015,17-29 y.,First Stage of Tertiary Education,No,1.0,60,24309,0.76368,1.28895
101,101,2015,17-29 y.,Second Stage of Tertiary Education,No,1.0,364,24309,0.88646,1.1268
102,102,2015,30-45 y.,Primary Level,No,1.0,156,24309,0.79128,1.20938
103,103,2015,30-45 y.,Lower Secondary Level,No,1.0,623,24309,0.88237,1.11186
104,104,2015,30-45 y.,Upper Secondary Level,Yes,0.01913,48,24309,0.01238,0.02726
105,105,2015,30-45 y.,Upper Secondary Level,No,0.98087,3168,24309,0.93016,1.02471
106,106,2015,30-45 y.,Post-secondary Non-tertiary Level,No,1.0,890,24309,0.91584,1.10287
107,107,2015,30-45 y.,First Stage of Tertiary Education,No,1.0,382,24309,0.87844,1.1661
108,108,2015,30-45 y.,Second Stage of Tertiary Education,No,1.0,1977,24309,0.94019,1.06427
109,109,2015,46-65 y.,Primary Level,No,1.0,121,24309,0.83212,1.19627
110,110,2015,46-65 y.,Lower Secondary Level,Yes,0.07009,39,24309,0.05176,0.0906
111,111,2015,46-65 y.,Lower Secondary Level,No,0.92991,572,24309,0.84578,1.01085
112,112,2015,46-65 y.,Upper Secondary Level,Yes,0.06278,217,24309,0.05537,0.07119
113,113,2015,46-65 y.,Upper Secondary Level,No,0.93722,4110,24309,0.9068,0.97145
114,114,2015,46-65 y.,Post-secondary Non-tertiary Level,No,1.0,671,24309,0.91477,1.084
115,115,2015,46-65 y.,First Stage of Tertiary Education,Yes,0.0507,41,24309,0.03131,0.07017
116,116,2015,46-65 y.,First Stage of Tertiary Education,No,0.9493,698,24309,0.87259,1.03319
117,117,2015,46-65 y.,Second Stage of Tertiary Education,Yes,0.04851,107,24309,0.03801,0.06109
118,118,2015,46-65 y.,Second Stage of Tertiary Education,No,0.95149,2226,24309,0.90572,0.99441
119,119,2015,66 and older,Primary Level,No,1.0,37,24309,0.74121,1.28044
120,120,2015,66 and older,Lower Secondary Level,Yes,0.07276,47,24309,0.06024,0.08816
121,121,2015,66 and older,Lower Secondary Level,No,0.92724,600,24309,0.86794,0.97913
122,122,2015,66 and older,Upper Secondary Level,Yes,0.12478,310,24309,0.11519,0.13695
123,123,2015,66 and older,Upper Secondary Level,No,0.87522,2213,24309,0.84886,0.8996
124,124,2015,66 and older,Post-secondary Non-tertiary Level,No,1.0,113,24309,0.83645,1.15612
125,125,2015,66 and older,First Stage of Tertiary Education,Yes,0.14988,46,24309,0.10904,0.19142
126,126,2015,66 and older,First Stage of Tertiary Education,No,0.85012,294,24309,0.7621,0.93134
127,127,2015,66 and older,Second Stage of Tertiary Education,Yes,0.15479,179,24309,0.13281,0.17946
128,128,2015,66 and older,Second Stage of Tertiary Education,No,0.84521,999,24309,0.79822,0.88878
129,129,2017,17-29 y.,Pre-primary Level,No,1.0,408,25829,0.86092,1.11712
130,130,2017,17-29 y.,Primary Level,No,1.0,77,25829,0.74975,1.25508
131,131,2017,17-29 y.,Lower Secondary Level,No,1.0,773,25829,0.90303,1.0839
132,132,2017,17-29 y.,Upper Secondary Level,No,1.0,1783,25829,0.94298,1.05183
133,133,2017,17-29 y.,Post-secondary Non-tertiary Level,No,1.0,310,25829,0.90367,1.10961
134,134,2017,17-29 y.,First Stage of Tertiary Education,No,1.0,61,25829,0.73657,1.34678
135,135,2017,17-29 y.,Second Stage of Tertiary Education,No,1.0,471,25829,0.91309,1.08656
136,136,2017,30-45 y.,Primary Level,No,1.0,178,25829,0.85454,1.15342
137,137,2017,30-45 y.,Lower Secondary Level,No,1.0,647,25829,0.89833,1.12496
138,138,2017,30-45 y.,Upper Secondary Level,Yes,0.01491,54,25829,0.01013,0.02093
139,139,2017,30-45 y.,Upper Secondary Level,No,0.98509,2877,25829,0.93793,1.03879
140,140,2017,30-45 y.,Post-secondary Non-tertiary Level,No,1.0,897,25829,0.90225,1.08448
141,141,2017,30-45 y.,First Stage of Tertiary Education,No,1.0,345,25829,0.88513,1.12133
142,142,2017,30-45 y.,Second Stage of Tertiary Education,No,1.0,2131,25829,0.94788,1.05429
143,143,2017,46-65 y.,Primary Level,No,1.0,144,25829,0.82863,1.17285
144,144,2017,46-65 y.,Lower Secondary Level,Yes,0.03693,32,25829,0.02776,0.04677
145,145,2017,46-65 y.,Lower Secondary Level,No,0.96307,669,25829,0.89325,1.03028
146,146,2017,46-65 y.,Upper Secondary Level,Yes,0.06033,245,25829,0.05259,0.06927
147,147,2017,46-65 y.,Upper Secondary Level,No,0.93967,4553,25829,0.91094,0.96676
148,148,2017,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.06728,43,25829,0.04727,0.09016
149,149,2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.93272,810,25829,0.86143,1.0151
150,150,2017,46-65 y.,First Stage of Tertiary Education,Yes,0.04647,43,25829,0.0334,0.06449
151,151,2017,46-65 y.,First Stage of Tertiary Education,No,0.95353,743,25829,0.88592,1.02748
152,152,2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.05278,139,25829,0.04451,0.06153
153,153,2017,46-65 y.,Second Stage of Tertiary Education,No,0.94722,2490,25829,0.90713,0.98404
154,154,2017,66 and older,Primary Level,No,1.0,40,25829,0.68426,1.38222
155,155,2017,66 and older,Lower Secondary Level,Yes,0.08067,46,25829,0.05917,0.1019
156,156,2017,66 and older,Lower Secondary Level,No,0.91933,559,25829,0.86298,0.97823
157,157,2017,66 and older,Upper Secondary Level,Yes,0.12701,314,25829,0.11585,0.13824
158,158,2017,66 and older,Upper Secondary Level,No,0.87299,2234,25829,0.84077,0.9017
159,159,2017,66 and older,Post-secondary Non-tertiary Level,No,1.0,116,25829,0.82427,1.17579
160,160,2017,66 and older,First Stage of Tertiary Education,Yes,0.149,58,25829,0.11886,0.18797
161,161,2017,66 and older,First Stage of Tertiary Education,No,0.851,284,25829,0.76675,0.94126
162,162,2017,66 and older,Second Stage of Tertiary Education,Yes,0.16839,192,25829,0.14521,0.19715
163,163,2017,66 and older,Second Stage of Tertiary Education,No,0.83161,1063,25829,0.78631,0.87897
164,164,2019,17-29 y.,Pre-primary Level,No,1.0,331,25051,0.84743,1.15386
165,165,2019,17-29 y.,Primary Level,No,1.0,74,25051,0.69535,1.34712
166,166,2019,17-29 y.,Lower Secondary Level,No,1.0,689,25051,0.91223,1.10973
167,167,2019,17-29 y.,Upper Secondary Level,No,1.0,1549,25051,0.93092,1.06161
168,168,2019,17-29 y.,Post-secondary Non-tertiary Level,No,1.0,284,25051,0.88965,1.12196
169,169,2019,17-29 y.,First Stage of Tertiary Education,No,1.0,63,25051,0.71747,1.31379
170,170,2019,17-29 y.,Second Stage of Tertiary Education,No,1.0,447,25051,0.90082,1.13121
171,171,2019,30-45 y.,Primary Level,No,1.0,146,25051,0.80419,1.18592
172,172,2019,30-45 y.,Lower Secondary Level,No,1.0,515,25051,0.88832,1.18659
173,173,2019,30-45 y.,Upper Secondary Level,Yes,0.02162,54,25051,0.01555,0.03027
174,174,2019,30-45 y.,Upper Secondary Level,No,0.97838,2313,25051,0.92128,1.03603
175,175,2019,30-45 y.,Post-secondary Non-tertiary Level,No,1.0,775,25051,0.90062,1.10114
176,176,2019,30-45 y.,First Stage of Tertiary Education,No,1.0,350,25051,0.83472,1.19967
177,177,2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.01097,36,25051,0.00724,0.01542
178,178,2019,30-45 y.,Second Stage of Tertiary Education,No,0.98903,1993,25051,0.93416,1.05342
179,179,2019,46-65 y.,Primary Level,No,1.0,129,25051,0.8219,1.20865
180,180,2019,46-65 y.,Lower Secondary Level,Yes,0.04149,32,25051,0.02894,0.05627
181,181,2019,46-65 y.,Lower Secondary Level,No,0.95851,621,25051,0.85779,1.04957
182,182,2019,46-65 y.,Upper Secondary Level,Yes,0.06546,260,25051,0.05573,0.07485
183,183,2019,46-65 y.,Upper Secondary Level,No,0.93454,4390,25051,0.90287,0.96586
184,184,2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.04262,42,25051,0.0261,0.05996
185,185,2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.95738,897,25051,0.8681,1.04077
186,186,2019,46-65 y.,First Stage of Tertiary Education,Yes,0.06518,48,25051,0.04427,0.08803
187,187,2019,46-65 y.,First Stage of Tertiary Education,No,0.93482,821,25051,0.85608,1.01757
188,188,2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.06229,189,25051,0.05061,0.07271
189,189,2019,46-65 y.,Second Stage of Tertiary Education,No,0.93771,2913,25051,0.88672,0.98333
190,190,2019,66 and older,Lower Secondary Level,Yes,0.08574,51,25051,0.06873,0.10404
191,191,2019,66 and older,Lower Secondary Level,No,0.91426,498,25051,0.85607,0.98611
192,192,2019,66 and older,Upper Secondary Level,Yes,0.13012,322,25051,0.11656,0.14348
193,193,2019,66 and older,Upper Secondary Level,No,0.86988,2247,25051,0.83445,0.90676
194,194,2019,66 and older,Post-secondary Non-tertiary Level,No,1.0,143,25051,0.80625,1.19086
195,195,2019,66 and older,First Stage of Tertiary Education,Yes,0.14934,62,25051,0.11155,0.19231
196,196,2019,66 and older,First Stage of Tertiary Education,No,0.85066,320,25051,0.75292,0.95377
197,197,2019,66 and older,Second Stage of Tertiary Education,Yes,0.16079,205,25051,0.13495,0.18857
198,198,2019,66 and older,Second Stage of Tertiary Education,No,0.83921,1242,25051,0.78601,0.8944
199,199,2021,17-29 y.,Pre-primary Level,No,1.0,189,18201,0.79342,1.22483
200,200,2021,17-29 y.,Primary Level,No,1.0,213,18201,0.80363,1.23195
201,201,2021,17-29 y.,Lower Secondary Level,No,1.0,541,18201,0.87193,1.1529
202,202,2021,17-29 y.,Upper Secondary Level,No,1.0,1165,18201,0.91895,1.07959
203,203,2021,17-29 y.,Post-secondary Non-tertiary Level,No,1.0,238,18201,0.83347,1.15765
204,204,2021,17-29 y.,First Stage of Tertiary Education,No,1.0,36,18201,0.70001,1.31501
205,205,2021,17-29 y.,Second Stage of Tertiary Education,No,1.0,516,18201,0.8969,1.11789
206,206,2021,30-45 y.,Primary Level,No,1.0,457,18201,0.76723,1.32534
207,207,2021,30-45 y.,Lower Secondary Level,No,1.0,465,18201,0.82603,1.17519
208,208,2021,30-45 y.,Upper Secondary Level,Yes,0.02648,35,18201,0.0143,0.04337
209,209,2021,30-45 y.,Upper Secondary Level,No,0.97352,1494,18201,0.90229,1.04448
210,210,2021,30-45 y.,Post-secondary Non-tertiary Level,No,1.0,535,18201,0.88669,1.14407
211,211,2021,30-45 y.,First Stage of Tertiary Education,No,1.0,190,18201,0.8149,1.19515
212,212,2021,30-45 y.,Second Stage of Tertiary Education,No,1.0,1718,18201,0.9178,1.07004
213,213,2021,46-65 y.,Primary Level,No,1.0,216,18201,0.72771,1.30325
214,214,2021,46-65 y.,Lower Secondary Level,No,1.0,394,18201,0.8769,1.14369
215,215,2021,46-65 y.,Upper Secondary Level,Yes,0.07587,177,18201,0.06225,0.09113
216,216,2021,46-65 y.,Upper Secondary Level,No,0.92413,2705,18201,0.87809,0.96751
217,217,2021,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.03341,36,18201,0.01772,0.05358
218,218,2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.96659,651,18201,0.85778,1.05291
219,219,2021,46-65 y.,First Stage of Tertiary Education,No,1.0,476,18201,0.88288,1.12667
220,220,2021,46-65 y.,Second Stage of Tertiary Education,Yes,0.04969,129,18201,0.04048,0.05865
221,221,2021,46-65 y.,Second Stage of Tertiary Education,No,0.95031,2146,18201,0.89572,1.00316
222,222,2021,66 and older,Lower Secondary Level,Yes,0.11807,35,18201,0.08611,0.15423
223,223,2021,66 and older,Lower Secondary Level,No,0.88193,271,18201,0.7767,0.98818
224,224,2021,66 and older,Upper Secondary Level,Yes,0.16882,246,18201,0.14902,0.18546
225,225,2021,66 and older,Upper Secondary Level,No,0.83118,1463,18201,0.79381,0.87038
226,226,2021,66 and older,Post-secondary Non-tertiary Level,No,1.0,103,18201,0.80811,1.26946
227,227,2021,66 and older,First Stage of Tertiary Education,Yes,0.17316,53,18201,0.1149,0.23148
228,228,2021,66 and older,First Stage of Tertiary Education,No,0.82684,206,18201,0.68973,0.94947
229,229,2021,66 and older,Second Stage of Tertiary Education,Yes,0.17093,166,18201,0.13888,0.20531
230,230,2021,66 and older,Second Stage of Tertiary Education,No,0.82907,936,18201,0.7644,0.89332
