year,pgisced97,sampreg,ple0015,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Upper Secondary Level,West,Yes,0.06448124910201787,401,18519,0.06438164259093547,0.06458085561310027
2013,Upper Secondary Level,West,No,0.9355187508979821,6649,18519,0.9354191443868997,0.9356183574090645
2013,Upper Secondary Level,East,Yes,0.06465233863173878,130,18519,0.06445756946825075,0.0648471077952268
2013,Upper Secondary Level,East,No,0.9353476613682612,2226,18519,0.9351528922047732,0.9355424305317492
2013,Post-secondary Non-tertiary Level,West,Yes,0.04964132337936536,44,18519,0.04939769119252757,0.04988495556620315
2013,Post-secondary Non-tertiary Level,West,No,0.9503586766206348,883,18519,0.950115044433797,0.9506023088074725
2013,Post-secondary Non-tertiary Level,East,No,1.0,168,18519,1.0,1.0
2013,First Stage of Tertiary Education,West,Yes,0.05508651895052868,54,18519,0.05482826919980705,0.0553447687012503
2013,First Stage of Tertiary Education,West,No,0.9449134810494714,899,18519,0.9446552312987497,0.945171730800193
2013,First Stage of Tertiary Education,East,No,1.0,346,18519,1.0,1.0
2013,Second Stage of Tertiary Education,West,Yes,0.054314324174606916,188,18519,0.05416767809551034,0.05446097025370349
2013,Second Stage of Tertiary Education,West,No,0.9456856758253931,3072,18519,0.9455390297462966,0.9458323219044896
2013,Second Stage of Tertiary Education,East,Yes,0.08300817420951413,88,18519,0.08266416788451623,0.08335218053451203
2013,Second Stage of Tertiary Education,East,No,0.9169918257904859,1118,18519,0.916647819465488,0.9173358321154838
2015,Pre-primary Level,West,No,1.0,296,24365,1.0,1.0
2015,Pre-primary Level,East,No,1.0,54,24365,1.0,1.0
2015,Primary Level,West,No,1.0,348,24365,1.0,1.0
2015,Primary Level,East,No,1.0,47,24365,1.0,1.0
2015,Lower Secondary Level,West,Yes,0.04673601623784153,85,24365,0.04657376728447772,0.04689826519120534
2015,Lower Secondary Level,West,No,0.9532639837621585,2244,24365,0.9531017348087947,0.9534262327155223
2015,Lower Secondary Level,East,No,1.0,330,24365,1.0,1.0
2015,Upper Secondary Level,West,Yes,0.06293456622990853,453,24365,0.06284128844936078,0.06302784401045629
2015,Upper Secondary Level,West,No,0.9370654337700914,8507,24365,0.9369721559895436,0.9371587115506392
2015,Upper Secondary Level,East,Yes,0.06512604519748695,131,24365,0.06493541127025272,0.06531667912472118
2015,Upper Secondary Level,East,No,0.9348739548025131,2556,24365,0.9346833208752788,0.9350645887297474
2015,Post-secondary Non-tertiary Level,West,Yes,0.043369675209530584,53,24365,0.043175306988823124,0.04356404343023804
2015,Post-secondary Non-tertiary Level,West,No,0.9566303247904693,1624,24365,0.9564359565697618,0.9568246930111768
2015,Post-secondary Non-tertiary Level,East,No,1.0,269,24365,1.0,1.0
2015,First Stage of Tertiary Education,West,Yes,0.06001947991714209,61,24365,0.05976776600332527,0.060271193830958913
2015,First Stage of Tertiary Education,West,No,0.9399805200828578,1066,24365,0.939728806169041,0.9402322339966747
2015,First Stage of Tertiary Education,East,No,1.0,368,24365,1.0,1.0
2015,Second Stage of Tertiary Education,West,Yes,0.052435316038232316,214,24365,0.052307215169121644,0.05256341690734299
2015,Second Stage of Tertiary Education,West,No,0.9475646839617677,4293,24365,0.9474365830926571,0.9476927848308784
2015,Second Stage of Tertiary Education,East,Yes,0.0757072952561068,93,24365,0.07539280855045102,0.07602178196176257
2015,Second Stage of Tertiary Education,East,No,0.9242927047438934,1273,24365,0.9239782180382375,0.9246071914495492
2017,Pre-primary Level,West,No,1.0,344,25868,1.0,1.0
2017,Pre-primary Level,East,No,1.0,66,25868,1.0,1.0
2017,Primary Level,West,No,1.0,392,25868,1.0,1.0
2017,Primary Level,East,No,1.0,47,25868,1.0,1.0
2017,Lower Secondary Level,West,Yes,0.0408615605078235,77,25868,0.0407118339056232,0.041011287110023796
2017,Lower Secondary Level,West,No,0.9591384394921765,2286,25868,0.9589887128899762,0.9592881660943767
2017,Lower Secondary Level,East,No,1.0,362,25868,1.0,1.0
2017,Upper Secondary Level,West,Yes,0.06161050746275639,491,25868,0.06151831338196795,0.06170270154354483
2017,Upper Secondary Level,West,No,0.9383894925372436,8734,25868,0.9382972984564552,0.938481686618032
2017,Upper Secondary Level,East,Yes,0.06312361968953087,130,25868,0.06293234727146775,0.06331489210759399
2017,Upper Secondary Level,East,No,0.936876380310469,2713,25868,0.9366851078924059,0.9370676527285322
2017,Post-secondary Non-tertiary Level,West,Yes,0.04508478241846705,72,25868,0.04489460978432944,0.04527495505260466
2017,Post-secondary Non-tertiary Level,West,No,0.9549152175815329,1812,25868,0.9547250449473953,0.9551053902156704
2017,Post-secondary Non-tertiary Level,East,No,1.0,321,25868,1.0,1.0
2017,First Stage of Tertiary Education,West,Yes,0.05928445591649242,73,25868,0.059030776265563516,0.05953813556742133
2017,First Stage of Tertiary Education,West,No,0.9407155440835077,1065,25868,0.9404618644325787,0.9409692237344366
2017,First Stage of Tertiary Education,East,No,1.0,368,25868,1.0,1.0
2017,Second Stage of Tertiary Education,West,Yes,0.05676899827261679,264,25868,0.0566410958241394,0.056896900721094185
2017,Second Stage of Tertiary Education,West,No,0.9432310017273833,4818,25868,0.9431030992789059,0.9433589041758607
2017,Second Stage of Tertiary Education,East,Yes,0.07592743885006628,96,25868,0.07561415686817012,0.07624072083196244
2017,Second Stage of Tertiary Education,East,No,0.9240725611499339,1337,25868,0.9237592791680377,0.92438584313183
2019,Pre-primary Level,West,No,1.0,278,25034,1.0,1.0
2019,Pre-primary Level,East,No,1.0,53,25034,1.0,1.0
2019,Primary Level,West,No,1.0,334,25034,1.0,1.0
2019,Primary Level,East,No,1.0,44,25034,1.0,1.0
2019,Lower Secondary Level,West,Yes,0.045937153421915296,79,25034,0.045772907773289705,0.04610139907054089
2019,Lower Secondary Level,West,No,0.9540628465780847,1961,25034,0.9538986009294591,0.9542270922267103
2019,Lower Secondary Level,East,No,1.0,358,25034,1.0,1.0
2019,Upper Secondary Level,West,Yes,0.06822203253530965,502,25034,0.06812435747770028,0.06831970759291901
2019,Upper Secondary Level,West,No,0.9317779674646904,8000,25034,0.9316802924070811,0.9318756425222998
2019,Upper Secondary Level,East,Yes,0.06391663434503563,137,25034,0.06372150919826555,0.0641117594918057
2019,Upper Secondary Level,East,No,0.9360833656549644,2473,25034,0.9358882405081943,0.9362784908017345
2019,Post-secondary Non-tertiary Level,West,Yes,0.03857189301743106,67,25034,0.038400995585482565,0.038742790449379554
2019,Post-secondary Non-tertiary Level,West,No,0.961428106982569,1780,25034,0.9612572095506204,0.9615990044145175
2019,Post-secondary Non-tertiary Level,East,No,1.0,311,25034,1.0,1.0
2019,First Stage of Tertiary Education,West,Yes,0.06584655893397766,82,25034,0.0655804312006347,0.06611268666732062
2019,First Stage of Tertiary Education,West,No,0.9341534410660224,1143,25034,0.9338873133326794,0.9344195687993654
2019,First Stage of Tertiary Education,East,Yes,0.08481784531375561,31,25034,0.08427818862070194,0.08535750200680928
2019,First Stage of Tertiary Education,East,No,0.9151821546862444,409,25034,0.9146424979931908,0.9157218113792981
2019,Second Stage of Tertiary Education,West,Yes,0.060960092199337866,311,25034,0.06083152482478125,0.061088659573894484
2019,Second Stage of Tertiary Education,West,No,0.9390399078006622,5095,25034,0.9389113404261056,0.9391684751752187
2019,Second Stage of Tertiary Education,East,Yes,0.06024811623108096,115,25034,0.05997025878276867,0.06052597367939325
2019,Second Stage of Tertiary Education,East,No,0.939751883768919,1471,25034,0.9394740263206067,0.9400297412172314
2021,Pre-primary Level,West,No,1.0,156,18315,1.0,1.0
2021,Pre-primary Level,East,No,1.0,35,18315,1.0,1.0
2021,Primary Level,West,No,1.0,794,18315,1.0,1.0
2021,Primary Level,East,No,1.0,117,18315,1.0,1.0
2021,Lower Secondary Level,West,Yes,0.05869052204057527,63,18315,0.058494378785251405,0.05888666529589913
2021,Lower Secondary Level,West,No,0.9413094779594248,1424,18315,0.9411133347041009,0.9415056212147487
2021,Lower Secondary Level,East,No,1.0,247,18315,1.0,1.0
2021,Upper Secondary Level,West,Yes,0.08961744945068023,374,18315,0.08950536401681737,0.08972953488454309
2021,Upper Secondary Level,West,No,0.9103825505493196,5264,18315,0.9102704651154567,0.9104946359831825
2021,Upper Secondary Level,East,Yes,0.06903929367399549,95,18315,0.06883136246282547,0.0692472248851655
2021,Upper Secondary Level,East,No,0.9309607063260045,1563,18315,0.9307527751148345,0.9311686375371745
2021,Post-secondary Non-tertiary Level,West,Yes,0.039493072904453926,56,18315,0.03932731406425687,0.03965883174465098
2021,Post-secondary Non-tertiary Level,West,No,0.9605069270955461,1312,18315,0.960341168255349,0.9606726859357432
2021,Post-secondary Non-tertiary Level,East,No,1.0,215,18315,1.0,1.0
2021,First Stage of Tertiary Education,West,Yes,0.06657454303981893,56,18315,0.06630455740926963,0.06684452867036822
2021,First Stage of Tertiary Education,West,No,0.9334254569601811,674,18315,0.9331554713296318,0.9336954425907303
2021,First Stage of Tertiary Education,East,No,1.0,234,18315,1.0,1.0
2021,Second Stage of Tertiary Education,West,Yes,0.0585974891311446,241,18315,0.05847706171630865,0.05871791654598055
2021,Second Stage of Tertiary Education,West,No,0.9414025108688555,4216,18315,0.9412820834540195,0.9415229382836915
2021,Second Stage of Tertiary Education,East,Yes,0.06222376715255136,79,18315,0.0619510977113883,0.06249643659371442
2021,Second Stage of Tertiary Education,East,No,0.9377762328474487,1100,18315,0.9375035634062856,0.9380489022886118
