year,age_gr,sex,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,female,No,0.98137,4126,4206,0.97728,0.98546
2017,46-65 y.,male,Yes,0.03707,172,4621,0.03162,0.04252
2017,46-65 y.,male,No,0.96293,4449,4621,0.95748,0.96838
2017,46-65 y.,female,Yes,0.07401,341,5352,0.06699,0.08102
2017,46-65 y.,female,No,0.92599,5011,5352,0.91898,0.93301
2017,66 and older,male,Yes,0.14481,344,2452,0.13088,0.15874
2017,66 and older,male,No,0.85519,2108,2452,0.84126,0.86912
2017,66 and older,female,Yes,0.11853,299,2508,0.10588,0.13118
2017,66 and older,female,No,0.88147,2209,2508,0.86882,0.89412
2019,17-29 y.,male,No,0.99847,1865,1865,0.99669,1.00024
2019,17-29 y.,female,No,0.98950,1960,1960,0.98499,0.99401
2019,30-45 y.,male,Yes,0.00860,33,2702,0.00511,0.01208
2019,30-45 y.,male,No,0.99140,2669,2702,0.98792,0.99489
2019,30-45 y.,female,Yes,0.02664,83,3584,0.02137,0.03191
2019,30-45 y.,female,No,0.97336,3501,3584,0.96809,0.97863
2019,46-65 y.,male,Yes,0.04032,211,5088,0.03491,0.04573
2019,46-65 y.,male,No,0.95968,4877,5088,0.95427,0.96509
2019,46-65 y.,female,Yes,0.08000,370,5331,0.07272,0.08729
2019,46-65 y.,female,No,0.92000,4961,5331,0.91271,0.92728
2019,66 and older,male,Yes,0.14110,368,2621,0.12777,0.15443
2019,66 and older,male,No,0.85890,2253,2621,0.84557,0.87223
2019,66 and older,female,Yes,0.12328,302,2554,0.11053,0.13604
2019,66 and older,female,No,0.87672,2252,2554,0.86396,0.88947
2021,17-29 y.,male,No,0.99149,1617,1617,0.98701,0.99597
2021,17-29 y.,female,No,0.98999,1540,1540,0.98502,0.99497
2021,30-45 y.,male,No,0.99182,2419,2419,0.98823,0.99541
2021,30-45 y.,female,Yes,0.02862,66,2764,0.02240,0.03483
2021,30-45 y.,female,No,0.97138,2698,2764,0.96517,0.97760
2021,46-65 y.,male,Yes,0.04407,132,3433,0.03720,0.05094
2021,46-65 y.,male,No,0.95593,3301,3433,0.94906,0.96280
2021,46-65 y.,female,Yes,0.08122,289,3780,0.07251,0.08993
2021,46-65 y.,female,No,0.91878,3491,3780,0.91007,0.92749
2021,66 and older,male,Yes,0.16009,276,1791,0.14311,0.17708
2021,66 and older,male,No,0.83991,1515,1791,0.82292,0.85689
2021,66 and older,female,Yes,0.16413,245,1773,0.14688,0.18138
2021,66 and older,female,No,0.83587,1528,1773,0.81862,0.85312
