year,hhtyp,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Single parent,Owner,No,0.22096,48,189,0.16165,0.28027
2003,Single parent,Tenant,Yes,0.34386,186,505,0.30239,0.38533
2003,Single parent,Tenant,No,0.65484,319,505,0.61333,0.69634
2003,Couple with children,Owner,Yes,0.75131,1964,2489,0.73432,0.76829
2003,Couple with children,Owner,No,0.23556,525,2489,0.21889,0.25223
2003,Couple with children,Tenant,Yes,0.56416,950,1610,0.53993,0.58839
2003,Couple with children,Tenant,No,0.42950,660,1610,0.40531,0.45369
2003,Multi-generational household,Owner,Yes,0.65904,66,66,0.54380,0.77428
2003,Other Combinations,Owner,Yes,0.84865,52,52,0.75028,0.94701
2003,Other Combinations,Tenant,Yes,0.54181,34,34,0.37181,0.71181
2005,Single-person household,Owner,Yes,0.82936,670,803,0.80333,0.85540
2005,Single-person household,Owner,No,0.16395,133,803,0.13833,0.18957
2005,Single-person household,Tenant,Yes,0.63127,1288,2079,0.61053,0.65202
2005,Single-person household,Tenant,No,0.35899,791,2079,0.33836,0.37962
2005,Couple without children,Owner,Yes,0.88879,1762,1955,0.87485,0.90273
2005,Couple without children,Owner,No,0.10273,193,1955,0.08926,0.11619
2005,Couple without children,Tenant,Yes,0.70985,1239,1716,0.68837,0.73133
2005,Couple without children,Tenant,No,0.28571,477,1716,0.26433,0.30709
2005,Single parent,Owner,Yes,0.66386,134,196,0.59756,0.73017
2005,Single parent,Owner,No,0.32563,62,196,0.25986,0.39141
2005,Single parent,Tenant,Yes,0.31819,172,494,0.27707,0.35930
2005,Single parent,Tenant,No,0.67022,322,494,0.62872,0.71172
2005,Couple with children,Owner,Yes,0.71950,1733,2266,0.70100,0.73800
2005,Couple with children,Owner,No,0.26569,533,2266,0.24750,0.28388
2005,Couple with children,Tenant,Yes,0.51169,773,1406,0.48555,0.53783
2005,Couple with children,Tenant,No,0.47813,633,1406,0.45201,0.50425
2005,Multi-generational household,Owner,Yes,0.61726,53,53,0.48514,0.74937
2005,Other Combinations,Owner,Yes,0.87130,46,46,0.77346,0.96914
2005,Other Combinations,Tenant,Yes,0.63895,31,31,0.46708,0.81083
2007,Single-person household,Owner,Yes,0.82199,739,888,0.79681,0.84716
2007,Single-person household,Owner,No,0.16161,149,888,0.13739,0.18584
2007,Single-person household,Tenant,Yes,0.58930,1307,2195,0.56871,0.60988
2007,Single-person household,Tenant,No,0.40009,888,2195,0.37959,0.42059
2007,Couple without children,Owner,Yes,0.84230,1893,2156,0.82691,0.85769
2007,Couple without children,Owner,No,0.14445,263,2156,0.12961,0.15930
2007,Couple without children,Tenant,Yes,0.68951,1209,1694,0.66747,0.71155
2007,Couple without children,Tenant,No,0.30339,485,1694,0.28149,0.32528
2007,Single parent,Owner,Yes,0.68813,139,210,0.62533,0.75094
2007,Single parent,Owner,No,0.30758,71,210,0.24501,0.37014
2007,Single parent,Tenant,Yes,0.28924,155,500,0.24946,0.32902
2007,Single parent,Tenant,No,0.71076,345,500,0.67098,0.75054
2007,Couple with children,Owner,Yes,0.72389,1684,2207,0.70524,0.74255
2007,Couple with children,Owner,No,0.26244,523,2207,0.24408,0.28080
2007,Couple with children,Tenant,Yes,0.48706,709,1343,0.46032,0.51380
2007,Couple with children,Tenant,No,0.50822,634,1343,0.48147,0.53497
2007,Multi-generational household,Owner,Yes,0.78642,51,51,0.67283,0.90002
2007,Other Combinations,Owner,Yes,0.85167,44,44,0.74543,0.95791
2011,Single-person household,Owner,Yes,0.84866,912,1070,0.82718,0.87014
2011,Single-person household,Owner,No,0.14654,158,1070,0.12534,0.16774
2011,Single-person household,Tenant,Yes,0.57882,1446,2416,0.55913,0.59852
2011,Single-person household,Tenant,No,0.40817,970,2416,0.38857,0.42777
2011,Couple without children,Owner,Yes,0.86588,2232,2494,0.85250,0.87926
2011,Couple without children,Owner,No,0.12402,262,2494,0.11108,0.13695
2011,Couple without children,Tenant,Yes,0.74345,1386,1845,0.72351,0.76338
2011,Couple without children,Tenant,No,0.24684,459,1845,0.22716,0.26652
2011,Single parent,Owner,Yes,0.46750,157,222,0.40172,0.53328
2011,Single parent,Owner,No,0.20417,65,222,0.15103,0.25732
2011,Single parent,Tenant,Yes,0.16061,189,557,0.13009,0.19113
2011,Single parent,Tenant,No,0.30444,368,557,0.26619,0.34269
2011,Couple with children,Owner,Yes,0.68165,1647,2022,0.66134,0.70196
2011,Couple with children,Owner,No,0.15127,375,2022,0.13565,0.16689
2011,Couple with children,Tenant,Yes,0.42170,694,1205,0.39381,0.44960
2011,Couple with children,Tenant,No,0.29541,511,1205,0.26964,0.32118
2011,Multi-generational household,Owner,Yes,0.62693,38,38,0.47110,0.78276
2011,Other Combinations,Owner,Yes,0.58236,33,33,0.41149,0.75324
2013,Single-person household,Owner,Yes,0.81646,848,1042,0.79294,0.83998
2013,Single-person household,Owner,No,0.17298,194,1042,0.15000,0.19596
2013,Single-person household,Tenant,Yes,0.57442,1560,2657,0.55562,0.59323
2013,Single-person household,Tenant,No,0.40762,1097,2657,0.38893,0.42631
2013,Couple without children,Owner,Yes,0.88536,2256,2502,0.87288,0.89785
2013,Couple without children,Owner,No,0.10597,246,2502,0.09390,0.11803
2013,Couple without children,Tenant,Yes,0.72580,1499,2064,0.70655,0.74505
2013,Couple without children,Tenant,No,0.26185,565,2064,0.24288,0.28083
2013,Single parent,Owner,Yes,0.54019,172,243,0.47739,0.60298
2013,Single parent,Owner,No,0.17105,71,243,0.12361,0.21850
2013,Single parent,Tenant,Yes,0.19235,245,737,0.16387,0.22083
2013,Single parent,Tenant,No,0.39943,492,737,0.36405,0.43482
2013,Couple with children,Owner,Yes,0.68461,1705,2117,0.66481,0.70441
2013,Couple with children,Owner,No,0.15753,412,2117,0.14201,0.17305
2013,Couple with children,Tenant,Yes,0.44957,1019,2044,0.42800,0.47114
2013,Couple with children,Tenant,No,0.36019,1025,2044,0.33937,0.38100
2013,Multi-generational household,Owner,Yes,0.70497,49,49,0.57595,0.83399
2013,Multi-generational household,Tenant,No,0.62485,37,37,0.46669,0.78301
2013,Other Combinations,Owner,Yes,0.76164,75,75,0.66456,0.85872
2013,Other Combinations,Tenant,Yes,0.46698,102,241,0.40386,0.53010
2013,Other Combinations,Tenant,No,0.49424,139,241,0.43099,0.55750
2015,Single-person household,Owner,Yes,0.83730,828,979,0.81417,0.86043
2015,Single-person household,Owner,No,0.15137,151,979,0.12891,0.17383
2015,Single-person household,Tenant,Yes,0.58492,1521,2626,0.56607,0.60377
2015,Single-person household,Tenant,No,0.40707,1105,2626,0.38828,0.42587
2015,Couple without children,Owner,Yes,0.88998,2064,2294,0.87717,0.90279
2015,Couple without children,Owner,No,0.10312,230,2294,0.09067,0.11557
2015,Couple without children,Tenant,Yes,0.73942,1503,2059,0.72046,0.75839
2015,Couple without children,Tenant,No,0.25333,556,2059,0.23454,0.27212
2015,Single parent,Owner,Yes,0.69203,264,402,0.64684,0.73721
2015,Single parent,Owner,No,0.30097,138,402,0.25608,0.34587
2015,Single parent,Tenant,Yes,0.34767,437,1293,0.32170,0.37363
2015,Single parent,Tenant,No,0.64329,856,1293,0.61717,0.66941
2015,Couple with children,Owner,Yes,0.82675,2322,2890,0.81295,0.84055
2015,Couple with children,Owner,No,0.16728,568,2890,0.15367,0.18089
2015,Couple with children,Tenant,Yes,0.58269,1443,2735,0.56420,0.60117
2015,Couple with children,Tenant,No,0.40883,1292,2735,0.39040,0.42726
2015,Multi-generational household,Owner,Yes,0.70620,45,45,0.57160,0.84079
2015,Multi-generational household,Tenant,No,0.76684,55,55,0.65406,0.87962
2015,Other Combinations,Owner,Yes,0.84823,56,56,0.75340,0.94305
2015,Other Combinations,Tenant,Yes,0.57733,91,178,0.50456,0.65011
2015,Other Combinations,Tenant,No,0.41739,87,178,0.34474,0.49004
2016,Single-person household,Owner,Yes,0.87116,807,925,0.84956,0.89276
2016,Single-person household,Owner,No,0.11913,118,925,0.09824,0.14002
2016,Single-person household,Tenant,Yes,0.62164,1520,2440,0.60240,0.64089
2016,Single-person household,Tenant,No,0.36901,920,2440,0.34986,0.38816
2016,Couple without children,Owner,Yes,0.90961,2043,2211,0.89766,0.92157
2016,Couple without children,Owner,No,0.08422,168,2211,0.07264,0.09580
2016,Couple without children,Tenant,Yes,0.78949,1445,1862,0.77097,0.80802
2016,Couple without children,Tenant,No,0.20328,417,1862,0.18500,0.22157
2016,Single parent,Owner,Yes,0.76460,281,378,0.72177,0.80742
2016,Single parent,Owner,No,0.22920,97,378,0.18677,0.27163
2016,Single parent,Tenant,Yes,0.38235,441,1135,0.35407,0.41064
2016,Single parent,Tenant,No,0.61437,694,1135,0.58604,0.64270
2016,Couple with children,Owner,Yes,0.86329,2244,2656,0.85022,0.87636
2016,Couple with children,Owner,No,0.13573,412,2656,0.12270,0.14876
2016,Couple with children,Tenant,Yes,0.62859,1352,2321,0.60893,0.64825
2016,Couple with children,Tenant,No,0.36591,969,2321,0.34631,0.38551
2016,Multi-generational household,Owner,Yes,0.79029,42,42,0.66567,0.91490
2016,Multi-generational household,Tenant,No,0.47168,40,40,0.31500,0.62835
2016,Other Combinations,Owner,Yes,0.78549,42,42,0.65984,0.91114
2016,Other Combinations,Tenant,Yes,0.53557,72,142,0.45325,0.61790
2016,Other Combinations,Tenant,No,0.45730,70,142,0.37507,0.53952
2017,Single-person household,Owner,Yes,0.87554,886,1014,0.85521,0.89587
2017,Single-person household,Owner,No,0.11687,128,1014,0.09709,0.13666
2017,Single-person household,Tenant,Yes,0.63727,1818,3096,0.62033,0.65421
2017,Single-person household,Tenant,No,0.35693,1278,3096,0.34005,0.37381
2017,Couple without children,Owner,Yes,0.91945,2349,2517,0.90881,0.93008
2017,Couple without children,Owner,No,0.07380,168,2517,0.06358,0.08401
2017,Couple without children,Tenant,Yes,0.79778,1661,2138,0.78075,0.81481
2017,Couple without children,Tenant,No,0.19634,477,2138,0.17950,0.21319
2017,Single parent,Owner,Yes,0.76074,311,408,0.71930,0.80219
2017,Single parent,Owner,No,0.23639,97,408,0.19511,0.27767
2017,Single parent,Tenant,Yes,0.39722,472,1288,0.37048,0.42395
2017,Single parent,Tenant,No,0.60077,816,1288,0.57402,0.62753
2017,Couple with children,Owner,Yes,0.88581,2582,2943,0.87431,0.89730
2017,Couple with children,Owner,No,0.10784,361,2943,0.09663,0.11904
2017,Couple with children,Tenant,Yes,0.62543,1563,3463,0.60931,0.64155
2017,Couple with children,Tenant,No,0.36784,1900,3463,0.35178,0.38390
2017,Multi-generational household,Owner,Yes,0.77475,42,42,0.64687,0.90262
2017,Multi-generational household,Tenant,No,0.63336,61,61,0.51142,0.75529
2017,Other Combinations,Owner,Yes,0.86124,81,81,0.78549,0.93699
2017,Other Combinations,Tenant,Yes,0.51514,105,284,0.45692,0.57337
2017,Other Combinations,Tenant,No,0.45774,179,284,0.39969,0.51578
2018,Single-person household,Owner,Yes,0.89739,899,1003,0.87860,0.91618
2018,Single-person household,Owner,No,0.09456,104,1003,0.07645,0.11268
2018,Single-person household,Tenant,Yes,0.62201,1869,3434,0.60579,0.63823
2018,Single-person household,Tenant,No,0.37191,1565,3434,0.35574,0.38808
2018,Couple without children,Owner,Yes,0.92494,2281,2452,0.91450,0.93537
2018,Couple without children,Owner,No,0.06987,171,2452,0.05978,0.07996
2018,Couple without children,Tenant,Yes,0.76674,1600,2167,0.74893,0.78455
2018,Couple without children,Tenant,No,0.22679,567,2167,0.20915,0.24442
2018,Single parent,Owner,Yes,0.78664,301,383,0.74556,0.82772
2018,Single parent,Owner,No,0.21158,82,383,0.17063,0.25254
2018,Single parent,Tenant,Yes,0.41810,471,1353,0.39181,0.44439
2018,Single parent,Tenant,No,0.57388,882,1353,0.54752,0.60024
2018,Couple with children,Owner,Yes,0.87231,2389,2751,0.85984,0.88478
2018,Couple with children,Owner,No,0.12425,362,2751,0.11192,0.13658
2018,Couple with children,Tenant,Yes,0.61157,1509,3692,0.59584,0.62729
2018,Couple with children,Tenant,No,0.38243,2183,3692,0.36675,0.39811
2018,Multi-generational household,Owner,Yes,0.78136,44,44,0.65782,0.90490
2018,Multi-generational household,Tenant,No,0.55314,76,76,0.44062,0.66566
2018,Other Combinations,Owner,Yes,0.97400,82,82,0.93934,1.00866
2018,Other Combinations,Tenant,Yes,0.60065,100,321,0.54699,0.65431
2018,Other Combinations,Tenant,No,0.39798,221,321,0.34435,0.45161
2019,Single-person household,Owner,Yes,0.91910,1093,1183,0.90355,0.93464
2019,Single-person household,Owner,No,0.07610,90,1183,0.06098,0.09122
2019,Single-person household,Tenant,Yes,0.65939,1963,2949,0.64229,0.67650
2019,Single-person household,Tenant,No,0.32487,986,2949,0.30796,0.34178
2019,Couple without children,Owner,Yes,0.94448,2850,2975,0.93625,0.95271
2019,Couple without children,Owner,No,0.04969,125,2975,0.04188,0.05750
2019,Couple without children,Tenant,Yes,0.80790,1739,2107,0.79107,0.82472
2019,Couple without children,Tenant,No,0.18652,368,2107,0.16988,0.20315
2019,Single parent,Owner,Yes,0.81759,313,388,0.77912,0.85607
2019,Single parent,Owner,No,0.17316,75,388,0.13546,0.21086
2019,Single parent,Tenant,Yes,0.45044,492,1022,0.41992,0.48096
2019,Single parent,Tenant,No,0.52340,530,1022,0.49276,0.55403
2019,Couple with children,Owner,Yes,0.89641,2869,3152,0.88577,0.90705
2019,Couple with children,Owner,No,0.09987,283,3152,0.08940,0.11034
2019,Couple with children,Tenant,Yes,0.65703,1341,1990,0.63617,0.67790
2019,Couple with children,Tenant,No,0.30522,649,1990,0.28498,0.32546
2019,Multi-generational household,Owner,Yes,0.81675,47,47,0.70495,0.92855
2019,Other Combinations,Owner,Yes,0.92620,92,92,0.87249,0.97992
2019,Other Combinations,Tenant,Yes,0.61063,76,122,0.52374,0.69751
2019,Other Combinations,Tenant,No,0.31219,46,122,0.22962,0.39476
2021,Single-person household,Owner,Yes,0.88804,776,857,0.86692,0.90917
2021,Single-person household,Owner,No,0.09985,81,857,0.07977,0.11994
2021,Single-person household,Tenant,Yes,0.73638,1789,2648,0.71959,0.75316
2021,Single-person household,Tenant,No,0.25785,859,2648,0.24119,0.27452
2021,Couple without children,Owner,Yes,0.96053,1854,1922,0.95182,0.96923
2021,Couple without children,Owner,No,0.03823,68,1922,0.02965,0.04680
2021,Couple without children,Tenant,Yes,0.84767,1270,1553,0.82979,0.86555
2021,Couple without children,Tenant,No,0.14152,283,1553,0.12418,0.15886
2021,Single parent,Owner,Yes,0.76027,200,247,0.70692,0.81362
2021,Single parent,Owner,No,0.22846,47,247,0.17600,0.28093
2021,Single parent,Tenant,Yes,0.51401,360,768,0.47864,0.54939
2021,Single parent,Tenant,No,0.47992,408,768,0.44456,0.51527
2021,Couple with children,Owner,Yes,0.91409,1743,1892,0.90146,0.92672
2021,Couple with children,Owner,No,0.07778,149,1892,0.06571,0.08985
2021,Couple with children,Tenant,Yes,0.72581,1069,2094,0.70670,0.74492
2021,Couple with children,Tenant,No,0.26675,1025,2094,0.24780,0.28569
2021,Multi-generational household,Owner,Yes,0.75115,32,32,0.59895,0.90335
2021,Multi-generational household,Tenant,No,0.28780,31,31,0.12579,0.44981
2021,Other Combinations,Owner,Yes,0.93895,98,98,0.89130,0.98660
2021,Other Combinations,Tenant,Yes,0.64430,124,237,0.58322,0.70537
2021,Other Combinations,Tenant,No,0.32387,113,237,0.26417,0.38357
