year,hhtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Couple with children,Yes,0.76341,3684,6168,0.75281,0.77402
2016,Couple with children,No,0.23366,2484,6168,0.22310,0.24422
2016,Multi-generational household,Yes,0.68633,60,146,0.61080,0.76185
2016,Multi-generational household,No,0.31367,86,146,0.23815,0.38920
2016,Other Combinations,Yes,0.60017,133,378,0.55072,0.64962
2016,Other Combinations,No,0.37221,245,378,0.32341,0.42100
2017,Single-person household,Yes,0.71358,2711,4268,0.70002,0.72715
2017,Single-person household,No,0.28004,1557,4268,0.26657,0.29352
2017,Couple without children,Yes,0.87029,4013,4689,0.86067,0.87990
2017,Couple without children,No,0.12331,676,4689,0.11390,0.13273
2017,Single parent,Yes,0.50644,788,1756,0.48305,0.52983
2017,Single parent,No,0.49130,968,1756,0.46791,0.51469
2017,Couple with children,Yes,0.77797,4169,6795,0.76809,0.78786
2017,Couple with children,No,0.21552,2626,6795,0.20574,0.22529
2017,Multi-generational household,Yes,0.62767,68,162,0.55300,0.70234
2017,Multi-generational household,No,0.37221,94,162,0.29754,0.44688
2017,Other Combinations,Yes,0.63279,194,507,0.59079,0.67479
2017,Other Combinations,No,0.35005,313,507,0.30849,0.39161
2018,Single-person household,Yes,0.71248,2768,4437,0.69917,0.72580
2018,Single-person household,No,0.28079,1669,4437,0.26756,0.29401
2018,Couple without children,Yes,0.86061,3881,4619,0.85062,0.87060
2018,Couple without children,No,0.13367,738,4619,0.12386,0.14349
2018,Single parent,Yes,0.52866,772,1736,0.50518,0.55215
2018,Single parent,No,0.46519,964,1736,0.44172,0.48866
2018,Couple with children,Yes,0.76788,3898,6443,0.75757,0.77819
2018,Couple with children,No,0.22766,2545,6443,0.21742,0.23790
2018,Multi-generational household,Yes,0.62645,73,160,0.55126,0.70165
2018,Multi-generational household,No,0.37348,87,160,0.29829,0.44866
2018,Other Combinations,Yes,0.75476,182,407,0.71291,0.79661
2018,Other Combinations,No,0.24444,225,407,0.20263,0.28624
2019,Single-person household,Yes,0.74594,3056,4132,0.73266,0.75922
2019,Single-person household,No,0.24197,1076,4132,0.22891,0.25503
2019,Couple without children,Yes,0.88898,4589,5082,0.88035,0.89762
2019,Couple without children,No,0.10528,493,5082,0.09684,0.11372
2019,Single parent,Yes,0.55104,805,1410,0.52506,0.57701
2019,Single parent,No,0.42744,605,1410,0.40160,0.45327
2019,Couple with children,Yes,0.80166,4210,5142,0.79076,0.81256
2019,Couple with children,No,0.18115,932,5142,0.17062,0.19168
2019,Multi-generational household,Yes,0.71243,68,104,0.62501,0.79984
2019,Multi-generational household,No,0.26569,36,104,0.18039,0.35100
2019,Other Combinations,Yes,0.73766,168,221,0.67953,0.79579
2019,Other Combinations,No,0.21614,53,221,0.16175,0.27053
2021,Single-person household,Yes,0.78669,2565,3505,0.77313,0.80026
2021,Single-person household,No,0.20435,940,3505,0.19099,0.21770
2021,Couple without children,Yes,0.91584,3125,3476,0.90661,0.92507
2021,Couple without children,No,0.07912,351,3476,0.07015,0.08810
2021,Single parent,Yes,0.58715,560,1015,0.55685,0.61746
2021,Single parent,No,0.40523,455,1015,0.37501,0.43545
2021,Couple with children,Yes,0.83963,2813,3987,0.82824,0.85102
2021,Couple with children,No,0.15175,1174,3987,0.14061,0.16289
2021,Multi-generational household,Yes,0.72882,52,91,0.63697,0.82067
2021,Multi-generational household,No,0.26541,39,91,0.17419,0.35664
2021,Other Combinations,Yes,0.76663,222,342,0.72173,0.81152
2021,Other Combinations,No,0.20733,120,342,0.16430,0.25036
