year,regtyp,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,Tenant,Yes,0.57046,3194,5592,0.55748,0.58343
2013,Urban regions,Tenant,No,0.35732,2398,5592,0.34476,0.36988
2013,Rural regions,Owner,Yes,0.76601,1935,2344,0.74887,0.78315
2013,Rural regions,Owner,No,0.16258,409,2344,0.14764,0.17752
2013,Rural regions,Tenant,Yes,0.52566,1245,2202,0.50479,0.54652
2013,Rural regions,Tenant,No,0.39302,957,2202,0.37262,0.41343
2015,Urban regions,Owner,Yes,0.86060,3415,4026,0.84990,0.87130
2015,Urban regions,Owner,No,0.13240,611,4026,0.12193,0.14287
2015,Urban regions,Tenant,Yes,0.61199,3594,6305,0.59996,0.62402
2015,Urban regions,Tenant,No,0.38292,2711,6305,0.37092,0.39492
2015,Rural regions,Owner,Yes,0.82504,2164,2669,0.81062,0.83946
2015,Rural regions,Owner,No,0.16506,505,2669,0.15098,0.17915
2015,Rural regions,Tenant,Yes,0.56902,1424,2664,0.55021,0.58783
2015,Rural regions,Tenant,No,0.41607,1240,2664,0.39735,0.43479
2016,Urban regions,Owner,Yes,0.88944,3318,3757,0.87941,0.89947
2016,Urban regions,Owner,No,0.10517,439,3757,0.09536,0.11499
2016,Urban regions,Tenant,Yes,0.64491,3430,5577,0.63235,0.65747
2016,Urban regions,Tenant,No,0.34808,2147,5577,0.33558,0.36059
2016,Rural regions,Owner,Yes,0.85860,2141,2516,0.84499,0.87222
2016,Rural regions,Owner,No,0.13376,375,2516,0.12046,0.14707
2016,Rural regions,Tenant,Yes,0.63280,1416,2379,0.61342,0.65217
2016,Rural regions,Tenant,No,0.35771,963,2379,0.33844,0.37697
2017,Urban regions,Owner,Yes,0.89893,3815,4248,0.88987,0.90800
2017,Urban regions,Owner,No,0.09802,433,4248,0.08908,0.10697
2017,Urban regions,Tenant,Yes,0.65526,3979,7205,0.64429,0.66624
2017,Urban regions,Tenant,No,0.33988,3226,7205,0.32894,0.35082
2017,Rural regions,Owner,Yes,0.87323,2436,2783,0.86086,0.88559
2017,Rural regions,Owner,No,0.11336,347,2783,0.10158,0.12514
2017,Rural regions,Tenant,Yes,0.63835,1664,3149,0.62157,0.65514
2017,Rural regions,Tenant,No,0.35258,1485,3149,0.33589,0.36927
2018,Urban regions,Owner,Yes,0.90873,3684,4071,0.89988,0.91758
2018,Urban regions,Owner,No,0.08964,387,4071,0.08086,0.09841
2018,Urban regions,Tenant,Yes,0.64190,3977,7820,0.63127,0.65252
2018,Urban regions,Tenant,No,0.35139,3843,7820,0.34081,0.36198
2018,Rural regions,Owner,Yes,0.87504,2312,2659,0.86247,0.88761
2018,Rural regions,Owner,No,0.11258,347,2659,0.10056,0.12460
2018,Rural regions,Tenant,Yes,0.62315,1601,3252,0.60649,0.63981
2018,Rural regions,Tenant,No,0.37192,1651,3252,0.35531,0.38854
2019,Urban regions,Owner,Yes,0.92747,4428,4712,0.92006,0.93487
2019,Urban regions,Owner,No,0.06777,284,4712,0.06059,0.07495
2019,Urban regions,Tenant,Yes,0.68195,3871,5574,0.66972,0.69417
2019,Urban regions,Tenant,No,0.29919,1703,5574,0.28717,0.31121
2019,Rural regions,Owner,Yes,0.90508,2700,2983,0.89456,0.91560
2019,Rural regions,Owner,No,0.08978,283,2983,0.07952,0.10004
2019,Rural regions,Tenant,Yes,0.65497,1536,2356,0.63577,0.67417
2019,Rural regions,Tenant,No,0.32514,820,2356,0.30622,0.34406
2021,Urban regions,Owner,Yes,0.92632,2943,3125,0.91715,0.93548
2021,Urban regions,Owner,No,0.06772,182,3125,0.05891,0.07653
2021,Urban regions,Tenant,Yes,0.73971,3391,5436,0.72805,0.75138
2021,Urban regions,Tenant,No,0.25360,2045,5436,0.24203,0.26517
2021,Rural regions,Owner,Yes,0.90032,1775,1954,0.88703,0.91361
2021,Rural regions,Owner,No,0.09033,179,1954,0.07761,0.10304
2021,Rural regions,Tenant,Yes,0.73034,1269,1960,0.71069,0.74999
2021,Rural regions,Tenant,No,0.25841,691,1960,0.23903,0.27780
