year,age_gr,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,At least once per month,0.00018,52,535,-0.00097,0.00133
2018,46-65 y.,Seldom,0.00025,95,535,-0.00110,0.00160
2018,46-65 y.,Never,0.00158,351,535,-0.00179,0.00495
2019,17-29 y.,At least once per week,0.08720,472,4724,0.07915,0.09524
2019,17-29 y.,At least once per month,0.12485,567,4724,0.11542,0.13427
2019,17-29 y.,Seldom,0.30333,1431,4724,0.29022,0.31644
2019,17-29 y.,Never,0.40386,2254,4724,0.38986,0.41785
2019,30-45 y.,At least once per week,0.05702,596,7826,0.05188,0.06216
2019,30-45 y.,At least once per month,0.12542,809,7826,0.11808,0.13276
2019,30-45 y.,Seldom,0.33596,2374,7826,0.32549,0.34642
2019,30-45 y.,Never,0.47699,4047,7826,0.46592,0.48805
2019,46-65 y.,At least once per week,0.04974,601,10956,0.04567,0.05381
2019,46-65 y.,At least once per month,0.09928,1176,10956,0.09368,0.10488
2019,46-65 y.,Seldom,0.31217,3456,10956,0.30349,0.32084
2019,46-65 y.,Never,0.53347,5723,10956,0.52413,0.54281
2019,66 and older,At least once per week,0.02817,169,5157,0.02366,0.03269
2019,66 and older,At least once per month,0.05658,345,5157,0.05027,0.06288
2019,66 and older,Seldom,0.21640,1279,5157,0.20516,0.22764
2019,66 and older,Never,0.69130,3364,5157,0.67869,0.70391
