year,age_gr,regtyp,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,30-45 y.,Rural regions,Never,0.43602,1209,2498,0.41657,0.45547
2019,46-65 y.,Urban regions,At least once per week,0.05120,387,6932,0.04601,0.05639
2019,46-65 y.,Urban regions,At least once per month,0.09876,746,6932,0.09173,0.10578
2019,46-65 y.,Urban regions,Seldom,0.31060,2168,6932,0.29971,0.32150
2019,46-65 y.,Urban regions,Never,0.53596,3631,6932,0.52422,0.54770
2019,46-65 y.,Rural regions,At least once per week,0.04786,208,3827,0.04109,0.05462
2019,46-65 y.,Rural regions,At least once per month,0.10072,413,3827,0.09118,0.11026
2019,46-65 y.,Rural regions,Seldom,0.31720,1233,3827,0.30246,0.33195
2019,46-65 y.,Rural regions,Never,0.52558,1973,3827,0.50976,0.54140
2019,66 and older,Urban regions,At least once per week,0.02861,117,3217,0.02285,0.03437
2019,66 and older,Urban regions,At least once per month,0.05332,202,3217,0.04556,0.06109
2019,66 and older,Urban regions,Seldom,0.20826,762,3217,0.19423,0.22230
2019,66 and older,Urban regions,Never,0.70265,2136,3217,0.68686,0.71845
2019,66 and older,Rural regions,At least once per week,0.02812,52,1859,0.02061,0.03564
2019,66 and older,Rural regions,At least once per month,0.06406,140,1859,0.05292,0.07519
2019,66 and older,Rural regions,Seldom,0.23615,504,1859,0.21684,0.25546
2019,66 and older,Rural regions,Never,0.66306,1163,1859,0.64156,0.68455
