"plb0219","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ja, jede Woche","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2006","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","(noch) kein Abschluss","kein Migrationshintergrund","34","0.621486540135338","0.496664688224226","0.74630839204645"
"Nein, nie","2007","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Nein, nie","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Nein, nie","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","Hauptschule","kein Migrationshintergrund","1497","0.666475131665676","0.647011350172144","0.685938913159208"
"Nein, nie","2007","Hauptschule","direkter Migrationshintergrund","346","0.718046389086748","0.677709795031691","0.758382983141805"
"Nein, nie","2007","Hauptschule","indirekter Migrationshintergrund","118","0.753360940939233","0.686359829620897","0.82036205225757"
"Nein, nie","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","Realschule","kein Migrationshintergrund","2005","0.597402776580372","0.580555038561732","0.614250514599012"
"Nein, nie","2007","Realschule","direkter Migrationshintergrund","74","0.792335694062872","0.711612607052604","0.873058781073139"
"Nein, nie","2007","Realschule","indirekter Migrationshintergrund","91","0.673741813595134","0.59345579851072","0.754027828679547"
"Nein, nie","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","(Fach-)Abitur","kein Migrationshintergrund","716","0.620212551187656","0.592051695420154","0.648373406955159"
"Nein, nie","2007","(Fach-)Abitur","direkter Migrationshintergrund","137","0.633143349255698","0.568268048592338","0.698018649919058"
"Nein, nie","2007","(Fach-)Abitur","indirekter Migrationshintergrund","48","0.664111864292288","0.557222274414267","0.771001454170309"
"Nein, nie","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","AkademikerIn","kein Migrationshintergrund","1332","0.470609536309264","0.451662711605348","0.489556361013181"
"Nein, nie","2007","AkademikerIn","direkter Migrationshintergrund","124","0.5908952938723","0.524554698215154","0.657235889529446"
"Nein, nie","2007","AkademikerIn","indirekter Migrationshintergrund","48","0.612991577874216","0.501260465403741","0.724722690344691"
"Nein, nie","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","Hauptschule","kein Migrationshintergrund","127","0.0560063987161991","0.0465140325137101","0.0654987649186882"
"Ja, jede Woche","2007","Hauptschule","direkter Migrationshintergrund","20","","",""
"Ja, jede Woche","2007","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Ja, jede Woche","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","Realschule","kein Migrationshintergrund","169","0.0554550489435614","0.0475926612237188","0.063317436663404"
"Ja, jede Woche","2007","Realschule","direkter Migrationshintergrund","1","","",""
"Ja, jede Woche","2007","Realschule","indirekter Migrationshintergrund","5","","",""
"Ja, jede Woche","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","kein Migrationshintergrund","63","0.0541947750070672","0.0410581188690144","0.06733143114512"
"Ja, jede Woche","2007","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","AkademikerIn","kein Migrationshintergrund","283","0.105595462643243","0.0939298475175234","0.117261077768963"
"Ja, jede Woche","2007","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Ja, jede Woche","2007","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Ja, jede Woche","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","kein Migrationshintergrund","174","0.0785967420936967","0.0674871457599971","0.0897063384273963"
"Ja, alle 2 Wochen","2007","Hauptschule","direkter Migrationshintergrund","38","0.0882355775077065","0.0628084483018995","0.113662706713514"
"Ja, alle 2 Wochen","2007","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","Realschule","kein Migrationshintergrund","332","0.11071751114936","0.0999379613764416","0.121497060922279"
"Ja, alle 2 Wochen","2007","Realschule","direkter Migrationshintergrund","7","","",""
"Ja, alle 2 Wochen","2007","Realschule","indirekter Migrationshintergrund","7","","",""
"Ja, alle 2 Wochen","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","kein Migrationshintergrund","100","0.0975230259138552","0.0803092193713989","0.114736832456311"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","kein Migrationshintergrund","194","0.0807987894743544","0.0704539027531727","0.0911436761955361"
"Ja, alle 2 Wochen","2007","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","kein Migrationshintergrund","92","0.0398145558112237","0.0317427699539338","0.0478863416685137"
"Ja, alle 3-4 Wochen","2007","Hauptschule","direkter Migrationshintergrund","29","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","kein Migrationshintergrund","174","0.0578245186250092","0.0498059932717303","0.0658430439782882"
"Ja, alle 3-4 Wochen","2007","Realschule","direkter Migrationshintergrund","6","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","indirekter Migrationshintergrund","8","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","kein Migrationshintergrund","52","0.0537826967078546","0.0406932286154292","0.06687216480028"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","kein Migrationshintergrund","172","0.0671901638272416","0.0576870172708412","0.076693310383642"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Seltener","2007","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Seltener","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","Hauptschule","kein Migrationshintergrund","364","0.159107171713204","0.144006845227177","0.174207498199232"
"Seltener","2007","Hauptschule","direkter Migrationshintergrund","45","0.103587084153457","0.076269581143359","0.130904587163555"
"Seltener","2007","Hauptschule","indirekter Migrationshintergrund","17","","",""
