"plb0219","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","Westdeutschland","37","0.0901637293709289","0.0632792021994791","0.117048256542379"
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","Westdeutschland","354","0.0530995106658968","0.0478209411671637","0.0583780801646299"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","Ostdeutschland","133","0.0624658309524274","0.052706434566734","0.0722252273381208"
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","Westdeutschland","60","0.0525184478238189","0.0395180060346934","0.0655188896129444"
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Westdeutschland","1325","0.186417755067211","0.177249996197247","0.195585513937176"
"Seltener","2005","kein Migrationshintergrund","Ostdeutschland","457","0.187111216304136","0.171383211943229","0.202839220665043"
"Seltener","2005","direkter Migrationshintergrund","Westdeutschland","130","0.120137575884929","0.101189565840059","0.139085585929798"
"Seltener","2005","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Seltener","2005","indirekter Migrationshintergrund","Westdeutschland","51","0.116007417698103","0.0859485901662037","0.146066245230003"
"Seltener","2005","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2007","kein Migrationshintergrund","Westdeutschland","4302","0.603214795696966","0.591825418822744","0.614604172571188"
"Nein, nie","2007","kein Migrationshintergrund","Ostdeutschland","1408","0.55310418078645","0.533461584049239","0.572746777523661"
"Nein, nie","2007","direkter Migrationshintergrund","Westdeutschland","704","0.687944077213278","0.659634512836355","0.716253641590201"
"Nein, nie","2007","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"Nein, nie","2007","indirekter Migrationshintergrund","Westdeutschland","318","0.704921347403471","0.662875984938852","0.74696670986809"
"Nein, nie","2007","indirekter Migrationshintergrund","Ostdeutschland","19","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2007","kein Migrationshintergrund","Westdeutschland","502","0.0677068194967434","0.061857858880826","0.0735557801126608"
"Ja, jede Woche","2007","kein Migrationshintergrund","Ostdeutschland","152","0.0641980572728507","0.0545142709418405","0.073881843603861"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Westdeutschland","46","0.0404717974588458","0.0284312697307384","0.0525123251869533"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Westdeutschland","22","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Westdeutschland","543","0.0839984678470284","0.0775408845205036","0.0904560511735533"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Ostdeutschland","281","0.127222827923612","0.114057657183229","0.140387998663995"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Westdeutschland","86","0.0874452337757789","0.0701853469348153","0.104705120616742"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Westdeutschland","29","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Westdeutschland","365","0.0516320779285","0.0464805688886013","0.0567835869683988"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Ostdeutschland","137","0.0613467422438272","0.0518660372621264","0.0708274472255281"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Westdeutschland","66","0.0549255458820189","0.0410048608706679","0.06884623089337"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Westdeutschland","1376","0.193447839030762","0.184252147224092","0.202643530837432"
"Seltener","2007","kein Migrationshintergrund","Ostdeutschland","483","0.19412819177326","0.178501409169916","0.209754974376605"
"Seltener","2007","direkter Migrationshintergrund","Westdeutschland","127","0.129213345670078","0.108718248973516","0.149708442366641"
"Seltener","2007","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","2007","indirekter Migrationshintergrund","Westdeutschland","60","0.137546671422229","0.105794625245727","0.169298717598732"
"Seltener","2007","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2009","kein Migrationshintergrund","Westdeutschland","3750","0.588972522000846","0.57679877782957","0.601146266172121"
"Nein, nie","2009","kein Migrationshintergrund","Ostdeutschland","1263","0.544011218880242","0.523399488110213","0.56462294965027"
"Nein, nie","2009","direkter Migrationshintergrund","Westdeutschland","549","0.653167514982378","0.620767665091806","0.685567364872949"
"Nein, nie","2009","direkter Migrationshintergrund","Ostdeutschland","15","","",""
"Nein, nie","2009","indirekter Migrationshintergrund","Westdeutschland","276","0.645716160334236","0.599973655246521","0.691458665421952"
"Nein, nie","2009","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2009","kein Migrationshintergrund","Westdeutschland","432","0.0703972549265984","0.0640677784962597","0.0767267313569371"
"Ja, jede Woche","2009","kein Migrationshintergrund","Ostdeutschland","168","0.0728751273222041","0.0621181009417852","0.0836321537026229"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Westdeutschland","54","0.0739776546854228","0.0561607671602553","0.0917945422105904"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Westdeutschland","29","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Westdeutschland","518","0.0821036377737048","0.0753113003820163","0.0888959751653934"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Ostdeutschland","221","0.105307877165135","0.0926050411943253","0.118010713135946"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Westdeutschland","66","0.0828798792464132","0.0641122899314852","0.101647468561341"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Westdeutschland","36","0.0700261208110103","0.0456205564209328","0.0944316852010878"
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Westdeutschland","330","0.0517594605952449","0.0462780118692186","0.0572409093212711"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Ostdeutschland","146","0.0803177878531214","0.0690702304885996","0.0915653452176431"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Westdeutschland","48","0.0634509983899247","0.0468568370467352","0.0800451597331141"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Westdeutschland","24","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Westdeutschland","1245","0.206767124703606","0.196746787819979","0.216787461587234"
"Seltener","2009","kein Migrationshintergrund","Ostdeutschland","445","0.197487988779298","0.181012831535296","0.213963146023299"
"Seltener","2009","direkter Migrationshintergrund","Westdeutschland","112","0.126523952695862","0.103894049229017","0.149153856162706"
"Seltener","2009","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","2009","indirekter Migrationshintergrund","Westdeutschland","55","0.140606785639967","0.107362075860148","0.173851495419785"
"Seltener","2009","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2011","kein Migrationshintergrund","Westdeutschland","6368","0.604004770810872","0.594660541940608","0.613348999681135"
"Nein, nie","2011","kein Migrationshintergrund","Ostdeutschland","1917","0.561555768541188","0.544800506966344","0.578311030116033"
"Nein, nie","2011","direkter Migrationshintergrund","Westdeutschland","1124","0.677023174882036","0.654761866400626","0.699284483363447"
"Nein, nie","2011","direkter Migrationshintergrund","Ostdeutschland","24","","",""
"Nein, nie","2011","indirekter Migrationshintergrund","Westdeutschland","447","0.590237025604101","0.555180669264592","0.625293381943611"
"Nein, nie","2011","indirekter Migrationshintergrund","Ostdeutschland","29","","",""
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2011","kein Migrationshintergrund","Westdeutschland","760","0.0722524599691236","0.0673057148882218","0.0771992050500253"
"Ja, jede Woche","2011","kein Migrationshintergrund","Ostdeutschland","239","0.0697845975474354","0.0611812169088705","0.0783879781860003"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Westdeutschland","126","0.0720065224530025","0.0597003890058862","0.0843126559001188"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Westdeutschland","55","0.0604003502559279","0.0434187605002561","0.0773819400115997"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Westdeutschland","958","0.0868234694520496","0.0814435689402582","0.0922033699638411"
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Ostdeutschland","388","0.116948102480786","0.10609666458087","0.127799540380703"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Westdeutschland","167","0.0992006869984299","0.0849697137324342","0.113431660264426"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Westdeutschland","84","0.135212904065132","0.11083755386915","0.159588254261114"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Westdeutschland","575","0.0501721189488571","0.0460011977553462","0.054343040142368"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Ostdeutschland","235","0.0608968369193476","0.052821668204579","0.0689720056341162"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Westdeutschland","81","0.0460792329598143","0.036098279923062","0.0560601859965665"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Westdeutschland","55","0.0863596447049136","0.0663365936956742","0.106382695714153"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2011","kein Migrationshintergrund","Westdeutschland","1862","0.186747180819098","0.179301265003738","0.194193096634458"
"Seltener","2011","kein Migrationshintergrund","Ostdeutschland","590","0.190814694511242","0.177546021625935","0.204083367396549"
"Seltener","2011","direkter Migrationshintergrund","Westdeutschland","197","0.105690382706717","0.0910542976209694","0.120326467792465"
"Seltener","2011","direkter Migrationshintergrund","Ostdeutschland","8","","",""
"Seltener","2011","indirekter Migrationshintergrund","Westdeutschland","115","0.127790075369925","0.103991757092885","0.151588393646965"
"Seltener","2011","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
