"plb0219","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2007","Realschule","346","0.106907009305982","0.0966452273027364","0.117168791309228"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","130","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","215","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","5","0.0241918994106928","-0.00737592035964997","0.0557597191810355"
"Ja, alle 3-4 Wochen","2007","Hauptschule","128","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","188","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","76","0.0622586554030573","0.0497265110721351","0.0747907997339795"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","187","","",""
"Seltener","2007","(noch) kein Abschluss","12","","",""
"Seltener","2007","Hauptschule","426","0.145735409302945","0.132873578554613","0.158597240051278"
"Seltener","2007","Realschule","604","0.175368411975505","0.162739177636107","0.187997646314902"
"Seltener","2007","(Fach-)Abitur","242","","",""
"Seltener","2007","AkademikerIn","746","0.27158804041406","0.255537822334926","0.287638258493193"
"Nein, nie","2008","(noch) kein Abschluss","","","",""
"Nein, nie","2008","Hauptschule","","","",""
"Nein, nie","2008","Realschule","","","",""
"Nein, nie","2008","(Fach-)Abitur","","","",""
"Nein, nie","2008","AkademikerIn","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","Hauptschule","","","",""
"Ja, jede Woche","2008","Realschule","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","Realschule","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","","","",""
"Seltener","2008","(noch) kein Abschluss","","","",""
"Seltener","2008","Hauptschule","","","",""
"Seltener","2008","Realschule","","","",""
"Seltener","2008","(Fach-)Abitur","","","",""
"Seltener","2008","AkademikerIn","","","",""
"Nein, nie","2009","(noch) kein Abschluss","60","0.681064704077318","0.585307187593158","0.776822220561477"
"Nein, nie","2009","Hauptschule","1601","","",""
"Nein, nie","2009","Realschule","1932","","",""
"Nein, nie","2009","(Fach-)Abitur","792","0.615195931317846","0.588298735353004","0.642093127282688"
"Nein, nie","2009","AkademikerIn","1317","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","10","","",""
"Ja, jede Woche","2009","Hauptschule","129","","",""
"Ja, jede Woche","2009","Realschule","167","","",""
"Ja, jede Woche","2009","(Fach-)Abitur","71","0.058994669105072","0.0459695147436555","0.0720198234664884"
"Ja, jede Woche","2009","AkademikerIn","300","0.114809387165398","0.102685520404292","0.126933253926504"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","6","0.0379238732307289","-0.00132149939692439","0.0771692458583822"
"Ja, alle 2 Wochen","2009","Hauptschule","189","","",""
"Ja, alle 2 Wochen","2009","Realschule","326","0.105754998389097","0.0950089833500931","0.116501013428102"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","110","","",""
"Ja, alle 2 Wochen","2009","AkademikerIn","189","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","2","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","128","","",""
"Ja, alle 3-4 Wochen","2009","Realschule","157","","",""
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","69","0.0639423819475016","0.0504177284147065","0.0774670354802967"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","181","","",""
"Seltener","2009","(noch) kein Abschluss","13","","",""
"Seltener","2009","Hauptschule","365","0.155787235565726","0.141314476512717","0.170259994618736"
"Seltener","2009","Realschule","564","0.186970605028444","0.173346483075749","0.20059472698114"
"Seltener","2009","(Fach-)Abitur","215","","",""
"Seltener","2009","AkademikerIn","669","0.25766738934892","0.241034677869433","0.274300100828407"
"Nein, nie","2010","(noch) kein Abschluss","53","0.627362965072352","0.527471292988119","0.727254637156585"
"Nein, nie","2010","Hauptschule","686","0.646823256596972","0.618409923604005","0.675236589589938"
"Nein, nie","2010","Realschule","890","0.595655529257422","0.570959413977768","0.620351644537075"
"Nein, nie","2010","(Fach-)Abitur","395","0.559612081455924","0.522570903896803","0.596653259015046"
"Nein, nie","2010","AkademikerIn","507","0.464541401469275","0.435293368348297","0.493789434590253"
"Ja, jede Woche","2010","(noch) kein Abschluss","12","","",""
"Ja, jede Woche","2010","Hauptschule","59","0.0423827265196788","0.0304063966210392","0.0543590564183183"
"Ja, jede Woche","2010","Realschule","89","0.0569842070345334","0.0453190110881415","0.0686494029809252"
"Ja, jede Woche","2010","(Fach-)Abitur","53","0.0861833024322144","0.0652438820385848","0.107122722825844"
"Ja, jede Woche","2010","AkademikerIn","105","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","10","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","107","","",""
"Ja, alle 2 Wochen","2010","Realschule","176","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","81","0.112878545425141","0.0892671970475366","0.136489893802745"
"Ja, alle 2 Wochen","2010","AkademikerIn","136","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","6","0.0834361135724361","0.0263033488768664","0.140568878268006"
"Ja, alle 3-4 Wochen","2010","Hauptschule","71","0.0699337435823635","0.0547725409770511","0.085094946187676"
"Ja, alle 3-4 Wochen","2010","Realschule","93","0.0597470513115834","0.0478199230138814","0.0716741796092854"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","35","0.0535242282280435","0.0367302531952798","0.0703182032608072"
"Ja, alle 3-4 Wochen","2010","AkademikerIn","89","0.0742121630208939","0.0588407148602616","0.0895836111815261"
"Seltener","2010","(noch) kein Abschluss","9","0.0854267382283921","0.0276792633423889","0.143174213114395"
"Seltener","2010","Hauptschule","164","","",""
"Seltener","2010","Realschule","269","","",""
"Seltener","2010","(Fach-)Abitur","126","","",""
"Seltener","2010","AkademikerIn","280","","",""
"Nein, nie","2011","(noch) kein Abschluss","138","","",""
"Nein, nie","2011","Hauptschule","2571","","",""
"Nein, nie","2011","Realschule","3329","0.620540063198647","0.607522590242188","0.633557536155105"
"Nein, nie","2011","(Fach-)Abitur","1388","","",""
"Nein, nie","2011","AkademikerIn","2179","","",""
"Ja, jede Woche","2011","(noch) kein Abschluss","27","","",""
"Ja, jede Woche","2011","Hauptschule","223","","",""
"Ja, jede Woche","2011","Realschule","283","","",""
"Ja, jede Woche","2011","(Fach-)Abitur","130","","",""
"Ja, jede Woche","2011","AkademikerIn","492","0.103531599828128","0.0944542599096784","0.112608939746577"
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","19","","",""
"Ja, alle 2 Wochen","2011","Hauptschule","355","0.0937259027421589","0.0844933515113238","0.102958453972994"
"Ja, alle 2 Wochen","2011","Realschule","585","0.100854362332915","0.0927760401292699","0.108932684536561"
"Ja, alle 2 Wochen","2011","(Fach-)Abitur","234","","",""
"Ja, alle 2 Wochen","2011","AkademikerIn","363","0.0867295496594785","0.0783438772582577","0.0951152220606993"
"Ja, alle 3-4 Wochen","2011","(noch) kein Abschluss","12","","",""
"Ja, alle 3-4 Wochen","2011","Hauptschule","197","","",""
"Ja, alle 3-4 Wochen","2011","Realschule","301","0.0501718917414796","0.0443157503573234","0.0560280331256357"
"Ja, alle 3-4 Wochen","2011","(Fach-)Abitur","115","","",""
"Ja, alle 3-4 Wochen","2011","AkademikerIn","311","0.0632040783360879","0.0559538832859051","0.0704542733862707"
"Seltener","2011","(noch) kein Abschluss","26","","",""
"Seltener","2011","Hauptschule","482","0.122662344154773","0.112270296216263","0.133054392093283"
"Seltener","2011","Realschule","840","0.173053882476967","0.162905704244021","0.183202060709913"
"Seltener","2011","(Fach-)Abitur","396","0.189085375544297","0.172952107453318","0.205218643635276"
"Seltener","2011","AkademikerIn","982","0.23489057840146","0.222259244457905","0.247521912345016"
"Nein, nie","2012","(noch) kein Abschluss","50","0.490881159272143","0.393385524672537","0.588376793871748"
"Nein, nie","2012","Hauptschule","785","0.686059745820124","0.659318238489382","0.712801253150867"
"Nein, nie","2012","Realschule","1121","","",""
"Nein, nie","2012","(Fach-)Abitur","520","0.643536656217156","0.610674421385025","0.676398891049288"
"Nein, nie","2012","AkademikerIn","633","0.522705097374085","0.495212850822069","0.5501973439261"
"Ja, jede Woche","2012","(noch) kein Abschluss","17","","",""
"Ja, jede Woche","2012","Hauptschule","74","0.0688435910066825","0.0542546258228718","0.0834325561904931"
"Ja, jede Woche","2012","Realschule","97","0.0532338134033564","0.0426549210517539","0.063812705754959"
"Ja, jede Woche","2012","(Fach-)Abitur","52","0.0572381748416806","0.0412996951150211","0.07317665456834"
"Ja, jede Woche","2012","AkademikerIn","149","","",""
"Ja, alle 2 Wochen","2012","(noch) kein Abschluss","13","","",""
"Ja, alle 2 Wochen","2012","Hauptschule","113","","",""
"Ja, alle 2 Wochen","2012","Realschule","184","","",""
"Ja, alle 2 Wochen","2012","(Fach-)Abitur","90","0.123498912961124","0.100924794037518","0.146073031884729"
"Ja, alle 2 Wochen","2012","AkademikerIn","117","","",""
"Ja, alle 3-4 Wochen","2012","(noch) kein Abschluss","9","0.123010177275801","0.0589548575794967","0.187065496972106"
"Ja, alle 3-4 Wochen","2012","Hauptschule","53","0.0491610884800263","0.036703165840651","0.0616190111194016"
"Ja, alle 3-4 Wochen","2012","Realschule","99","0.0558456090994406","0.0450252651981131","0.066665953000768"
"Ja, alle 3-4 Wochen","2012","(Fach-)Abitur","49","0.0496285250828024","0.0347275258545387","0.0645295243110661"
"Ja, alle 3-4 Wochen","2012","AkademikerIn","91","0.0756286747614388","0.0610755939197971","0.0901817556030804"
"Seltener","2012","(noch) kein Abschluss","12","","",""
"Seltener","2012","Hauptschule","132","","",""
"Seltener","2012","Realschule","229","","",""
"Seltener","2012","(Fach-)Abitur","105","","",""
"Seltener","2012","AkademikerIn","278","","",""
"Nein, nie","2013","(noch) kein Abschluss","128","","",""
"Nein, nie","2013","Hauptschule","2241","","",""
"Nein, nie","2013","Realschule","3127","0.62131886881973","0.607837531800776","0.634800205838683"
"Nein, nie","2013","(Fach-)Abitur","1411","","",""
"Nein, nie","2013","AkademikerIn","2131","","",""
"Ja, jede Woche","2013","(noch) kein Abschluss","29","","",""
"Ja, jede Woche","2013","Hauptschule","201","","",""
"Ja, jede Woche","2013","Realschule","193","","",""
"Ja, jede Woche","2013","(Fach-)Abitur","119","","",""
"Ja, jede Woche","2013","AkademikerIn","441","0.0958586066627005","0.0868218733124494","0.104895340012952"
"Ja, alle 2 Wochen","2013","(noch) kein Abschluss","25","","",""
"Ja, alle 2 Wochen","2013","Hauptschule","359","0.10284391948534","0.0926711052160992","0.11301673375458"
"Ja, alle 2 Wochen","2013","Realschule","541","0.0992647033410099","0.090954055558038","0.107575351123982"
"Ja, alle 2 Wochen","2013","(Fach-)Abitur","217","","",""
"Ja, alle 2 Wochen","2013","AkademikerIn","311","0.0833700977355962","0.0748845496090089","0.0918556458621835"
"Ja, alle 3-4 Wochen","2013","(noch) kein Abschluss","15","","",""
"Ja, alle 3-4 Wochen","2013","Hauptschule","137","","",""
"Ja, alle 3-4 Wochen","2013","Realschule","268","","",""
"Ja, alle 3-4 Wochen","2013","(Fach-)Abitur","109","","",""
"Ja, alle 3-4 Wochen","2013","AkademikerIn","254","","",""
"Seltener","2013","(noch) kein Abschluss","18","","",""
"Seltener","2013","Hauptschule","487","0.151584497389589","0.139574317982277","0.1635946767969"
"Seltener","2013","Realschule","844","0.191837439710519","0.180893973287592","0.202780906133445"
"Seltener","2013","(Fach-)Abitur","354","0.182984466470513","0.166864125519717","0.199104807421309"
"Seltener","2013","AkademikerIn","940","0.243606419534997","0.230430042398501","0.256782796671494"
"Nein, nie","2014","(noch) kein Abschluss","","","",""
"Nein, nie","2014","Hauptschule","","","",""
"Nein, nie","2014","Realschule","","","",""
"Nein, nie","2014","(Fach-)Abitur","","","",""
"Nein, nie","2014","AkademikerIn","","","",""
"Ja, jede Woche","2014","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2014","Hauptschule","","","",""
"Ja, jede Woche","2014","Realschule","","","",""
"Ja, jede Woche","2014","(Fach-)Abitur","","","",""
"Ja, jede Woche","2014","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2014","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2014","Hauptschule","","","",""
"Ja, alle 2 Wochen","2014","Realschule","","","",""
"Ja, alle 2 Wochen","2014","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2014","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2014","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2014","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2014","Realschule","","","",""
"Ja, alle 3-4 Wochen","2014","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2014","AkademikerIn","","","",""
"Seltener","2014","(noch) kein Abschluss","","","",""
"Seltener","2014","Hauptschule","","","",""
"Seltener","2014","Realschule","","","",""
"Seltener","2014","(Fach-)Abitur","","","",""
"Seltener","2014","AkademikerIn","","","",""
"Nein, nie","2015","(noch) kein Abschluss","146","","",""
"Nein, nie","2015","Hauptschule","2195","","",""
"Nein, nie","2015","Realschule","2842","","",""
"Nein, nie","2015","(Fach-)Abitur","1559","","",""
"Nein, nie","2015","AkademikerIn","2106","","",""
"Ja, jede Woche","2015","(noch) kein Abschluss","22","","",""
"Ja, jede Woche","2015","Hauptschule","205","","",""
"Ja, jede Woche","2015","Realschule","198","","",""
"Ja, jede Woche","2015","(Fach-)Abitur","145","","",""
"Ja, jede Woche","2015","AkademikerIn","416","0.102161986753458","0.0928460027586435","0.111477970748273"
"Ja, alle 2 Wochen","2015","(noch) kein Abschluss","31","0.127479432807075","0.0844713583572215","0.170487507256928"
"Ja, alle 2 Wochen","2015","Hauptschule","366","0.106895552034925","0.0964294175788049","0.117361686491046"
"Ja, alle 2 Wochen","2015","Realschule","476","0.101636938339955","0.0927438417508148","0.110530034929095"
"Ja, alle 2 Wochen","2015","(Fach-)Abitur","254","","",""
"Ja, alle 2 Wochen","2015","AkademikerIn","327","0.0902460176151499","0.0814322604627725","0.0990597747675273"
"Ja, alle 3-4 Wochen","2015","(noch) kein Abschluss","9","0.0517195472453534","0.0231608851805412","0.0802782093101656"
"Ja, alle 3-4 Wochen","2015","Hauptschule","148","","",""
"Ja, alle 3-4 Wochen","2015","Realschule","216","","",""
"Ja, alle 3-4 Wochen","2015","(Fach-)Abitur","123","","",""
"Ja, alle 3-4 Wochen","2015","AkademikerIn","291","","",""
"Seltener","2015","(noch) kein Abschluss","23","","",""
"Seltener","2015","Hauptschule","434","0.140494602176545","0.128723707058249","0.15226549729484"
"Seltener","2015","Realschule","703","0.176682373906992","0.165457496709711","0.187907251104272"
"Seltener","2015","(Fach-)Abitur","416","0.192001355508322","0.176552500994032","0.207450210022612"
"Seltener","2015","AkademikerIn","920","0.227522764699357","0.214627200518617","0.240418328880096"
"Nein, nie","2016","(noch) kein Abschluss","","","",""
"Nein, nie","2016","Hauptschule","","","",""
"Nein, nie","2016","Realschule","","","",""
"Nein, nie","2016","(Fach-)Abitur","","","",""
"Nein, nie","2016","AkademikerIn","","","",""
"Ja, jede Woche","2016","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2016","Hauptschule","","","",""
"Ja, jede Woche","2016","Realschule","","","",""
"Ja, jede Woche","2016","(Fach-)Abitur","","","",""
"Ja, jede Woche","2016","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2016","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2016","Hauptschule","","","",""
"Ja, alle 2 Wochen","2016","Realschule","","","",""
"Ja, alle 2 Wochen","2016","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2016","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2016","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2016","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2016","Realschule","","","",""
"Ja, alle 3-4 Wochen","2016","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2016","AkademikerIn","","","",""
"Seltener","2016","(noch) kein Abschluss","","","",""
"Seltener","2016","Hauptschule","","","",""
"Seltener","2016","Realschule","","","",""
"Seltener","2016","(Fach-)Abitur","","","",""
"Seltener","2016","AkademikerIn","","","",""
"Nein, nie","2017","(noch) kein Abschluss","183","","",""
"Nein, nie","2017","Hauptschule","2330","","",""
"Nein, nie","2017","Realschule","3133","0.649580273654823","0.636064930893663","0.663095616415984"
"Nein, nie","2017","(Fach-)Abitur","1848","","",""
"Nein, nie","2017","AkademikerIn","2611","","",""
"Ja, jede Woche","2017","(noch) kein Abschluss","32","0.108895741307328","0.0734085242440313","0.144382958370626"
"Ja, jede Woche","2017","Hauptschule","199","","",""
"Ja, jede Woche","2017","Realschule","237","","",""
"Ja, jede Woche","2017","(Fach-)Abitur","209","","",""
"Ja, jede Woche","2017","AkademikerIn","409","0.0869333485413962","0.0787765899871481","0.0950901070956443"
"Ja, alle 2 Wochen","2017","(noch) kein Abschluss","37","0.108225970155811","0.0728347619048183","0.143617178406804"
"Ja, alle 2 Wochen","2017","Hauptschule","341","0.0952580307943953","0.0854577026495766","0.105058358939214"
"Ja, alle 2 Wochen","2017","Realschule","500","0.10199775687816","0.093424409944328","0.110571103811993"
"Ja, alle 2 Wochen","2017","(Fach-)Abitur","312","0.108229214597727","0.0969513289891363","0.119507100206317"
"Ja, alle 2 Wochen","2017","AkademikerIn","368","0.0814643373959115","0.0735447065506262","0.0893839682411969"
"Ja, alle 3-4 Wochen","2017","(noch) kein Abschluss","20","","",""
"Ja, alle 3-4 Wochen","2017","Hauptschule","185","","",""
"Ja, alle 3-4 Wochen","2017","Realschule","275","","",""
"Ja, alle 3-4 Wochen","2017","(Fach-)Abitur","172","","",""
"Ja, alle 3-4 Wochen","2017","AkademikerIn","362","0.0774169033705964","0.0696795255014067","0.0851542812397861"
"Seltener","2017","(noch) kein Abschluss","24","","",""
"Seltener","2017","Hauptschule","392","0.131566191083528","0.120282064184213","0.142850317982842"
"Seltener","2017","Realschule","642","0.149276553408479","0.139181552133388","0.159371554683569"
"Seltener","2017","(Fach-)Abitur","374","0.141340382796784","0.128693821238919","0.153986944354648"
"Seltener","2017","AkademikerIn","833","0.193594745506892","0.182155520048481","0.205033970965303"
"Nein, nie","2018","(noch) kein Abschluss","","","",""
"Nein, nie","2018","Hauptschule","","","",""
"Nein, nie","2018","Realschule","","","",""
"Nein, nie","2018","(Fach-)Abitur","","","",""
"Nein, nie","2018","AkademikerIn","","","",""
"Ja, jede Woche","2018","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2018","Hauptschule","","","",""
"Ja, jede Woche","2018","Realschule","","","",""
"Ja, jede Woche","2018","(Fach-)Abitur","","","",""
"Ja, jede Woche","2018","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2018","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2018","Hauptschule","","","",""
"Ja, alle 2 Wochen","2018","Realschule","","","",""
"Ja, alle 2 Wochen","2018","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2018","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2018","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2018","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2018","Realschule","","","",""
"Ja, alle 3-4 Wochen","2018","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2018","AkademikerIn","","","",""
"Seltener","2018","(noch) kein Abschluss","","","",""
"Seltener","2018","Hauptschule","","","",""
"Seltener","2018","Realschule","","","",""
"Seltener","2018","(Fach-)Abitur","","","",""
"Seltener","2018","AkademikerIn","","","",""
"Nein, nie","2019","(noch) kein Abschluss","166","","",""
"Nein, nie","2019","Hauptschule","2005","","",""
"Nein, nie","2019","Realschule","3087","0.668539250489442","0.655092746872014","0.68198575410687"
"Nein, nie","2019","(Fach-)Abitur","1922","","",""
"Nein, nie","2019","AkademikerIn","2688","","",""
"Ja, jede Woche","2019","(noch) kein Abschluss","24","","",""
"Ja, jede Woche","2019","Hauptschule","182","","",""
"Ja, jede Woche","2019","Realschule","245","","",""
"Ja, jede Woche","2019","(Fach-)Abitur","215","","",""
"Ja, jede Woche","2019","AkademikerIn","493","0.090795232736929","0.082947412972961","0.0986430525008971"
"Ja, alle 2 Wochen","2019","(noch) kein Abschluss","38","0.107341414343678","0.0698593246814636","0.144823504005892"
"Ja, alle 2 Wochen","2019","Hauptschule","289","","",""
"Ja, alle 2 Wochen","2019","Realschule","482","0.0979550194594526","0.0894640494163222","0.106445989502583"
"Ja, alle 2 Wochen","2019","(Fach-)Abitur","315","0.108540251517555","0.0975207307605912","0.119559772274518"
"Ja, alle 2 Wochen","2019","AkademikerIn","443","0.0798506780225412","0.0724468707631557","0.0872544852819268"
"Ja, alle 3-4 Wochen","2019","(noch) kein Abschluss","12","","",""
"Ja, alle 3-4 Wochen","2019","Hauptschule","137","","",""
"Ja, alle 3-4 Wochen","2019","Realschule","268","","",""
"Ja, alle 3-4 Wochen","2019","(Fach-)Abitur","189","","",""
"Ja, alle 3-4 Wochen","2019","AkademikerIn","393","0.0657229315267612","0.0589545792738723","0.0724912837796502"
"Seltener","2019","(noch) kein Abschluss","22","","",""
"Seltener","2019","Hauptschule","363","0.12137141907575","0.10963886659243","0.13310397155907"
"Seltener","2019","Realschule","626","0.137015567387479","0.127193197119413","0.146837937655546"
"Seltener","2019","(Fach-)Abitur","420","0.131446401062204","0.119476540584962","0.143416261539445"
"Seltener","2019","AkademikerIn","1132","","",""
