"plb0219","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2007","kein Migrationshintergrund","Staedtischer Raum","3678","0.603406726850755","0.591089147738818","0.615724305962691"
"Nein, nie","2007","kein Migrationshintergrund","Laendlicher Raum","2032","0.573872838424085","0.557466456354008","0.590279220494163"
"Nein, nie","2007","direkter Migrationshintergrund","Staedtischer Raum","585","0.684482767382497","0.653387288569899","0.715578246195096"
"Nein, nie","2007","direkter Migrationshintergrund","Laendlicher Raum","136","0.71892696064943","0.655342724723319","0.78251119657554"
"Nein, nie","2007","indirekter Migrationshintergrund","Staedtischer Raum","281","0.695519805069325","0.650756788145466","0.740282821993185"
"Nein, nie","2007","indirekter Migrationshintergrund","Laendlicher Raum","56","0.726938183041965","0.623305165227403","0.830571200856528"
"Ja, jede Woche","2007","kein Migrationshintergrund","Staedtischer Raum","402","0.0634178389565629","0.057281260727639","0.0695544171854868"
"Ja, jede Woche","2007","kein Migrationshintergrund","Laendlicher Raum","252","0.0737463979695183","0.0650753669703699","0.0824174289686666"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Staedtischer Raum","43","0.0475221615162032","0.033286423730854","0.0617578993015524"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Staedtischer Raum","483","0.0867920256703726","0.0797032313646967","0.0938808199760485"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Laendlicher Raum","341","0.103741261740479","0.0936248186706674","0.113857704810291"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Staedtischer Raum","68","0.0852344384802486","0.0665505656606985","0.103918311299799"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Staedtischer Raum","305","0.05079266011677","0.0452638886601378","0.0563214315734022"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Laendlicher Raum","197","0.0588296294857718","0.0510229282819374","0.0666363306896062"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Staedtischer Raum","54","0.0522319921579663","0.0373444239327632","0.0671195603831694"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2007","kein Migrationshintergrund","Staedtischer Raum","1191","0.19559074840554","0.185603167798306","0.205578329012774"
"Seltener","2007","kein Migrationshintergrund","Laendlicher Raum","668","0.189809872380145","0.176799544260667","0.202820200499624"
"Seltener","2007","direkter Migrationshintergrund","Staedtischer Raum","108","0.130528640463085","0.107987027183191","0.153070253742978"
"Seltener","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2007","indirekter Migrationshintergrund","Staedtischer Raum","54","0.131447664118292","0.0985807063330857","0.164314621903497"
"Seltener","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2008","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2008","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2008","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2009","kein Migrationshintergrund","Staedtischer Raum","3163","0.581254072039649","0.568024236308202","0.594483907771095"
"Nein, nie","2009","kein Migrationshintergrund","Laendlicher Raum","1850","0.577389599724745","0.560210024837709","0.59456917461178"
"Nein, nie","2009","direkter Migrationshintergrund","Staedtischer Raum","467","0.667519315598499","0.632719504224013","0.702319126972986"
"Nein, nie","2009","direkter Migrationshintergrund","Laendlicher Raum","97","0.588038853491042","0.508743384245369","0.667334322736714"
"Nein, nie","2009","indirekter Migrationshintergrund","Staedtischer Raum","238","0.61746548957653","0.568011333894069","0.666919645258992"
"Nein, nie","2009","indirekter Migrationshintergrund","Laendlicher Raum","53","0.758877315924278","0.658668970516142","0.859085661332415"
"Ja, jede Woche","2009","kein Migrationshintergrund","Staedtischer Raum","370","0.0730025500457173","0.0660265827764406","0.0799785173149939"
"Ja, jede Woche","2009","kein Migrationshintergrund","Laendlicher Raum","230","0.0669191235677557","0.058228666655347","0.0756095804801644"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Staedtischer Raum","49","0.0686422148747827","0.0499648466828824","0.087319583066683"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Staedtischer Raum","435","0.0802525885418021","0.072967078501973","0.0875380985816312"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Laendlicher Raum","304","0.0990991382114027","0.088707565417927","0.109490711004878"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Staedtischer Raum","54","0.0844181454044624","0.0638815591584493","0.104954731650475"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Staedtischer Raum","34","0.0808817759569641","0.0531375786606717","0.108625973253257"
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Staedtischer Raum","285","0.0544666210681792","0.0483810715796682","0.0605521705566902"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Laendlicher Raum","191","0.0632623815109793","0.0547961606608685","0.0717286023610901"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Staedtischer Raum","37","0.0607374663160155","0.0430940128401392","0.0783809197918917"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2009","kein Migrationshintergrund","Staedtischer Raum","1089","0.211024168304653","0.200082234130534","0.221966102478771"
"Seltener","2009","kein Migrationshintergrund","Laendlicher Raum","601","0.193329756985118","0.179595498555333","0.207064015414902"
"Seltener","2009","direkter Migrationshintergrund","Staedtischer Raum","97","0.11868285780624","0.0947925432582051","0.142573172354275"
"Seltener","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2009","indirekter Migrationshintergrund","Staedtischer Raum","49","0.140419676867035","0.1050673215495","0.175772032184571"
"Seltener","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2010","kein Migrationshintergrund","Staedtischer Raum","1173","0.572343803791775","0.551283916737403","0.593403690846147"
"Nein, nie","2010","kein Migrationshintergrund","Laendlicher Raum","841","0.604741794747187","0.57938412001871","0.630099469475664"
"Nein, nie","2010","direkter Migrationshintergrund","Staedtischer Raum","291","0.535756026253022","0.494000449996771","0.577511602509273"
"Nein, nie","2010","direkter Migrationshintergrund","Laendlicher Raum","101","0.636795481981828","0.563855531644674","0.709735432318982"
"Nein, nie","2010","indirekter Migrationshintergrund","Staedtischer Raum","114","0.548859517444139","0.480575430459303","0.617143604428976"
"Nein, nie","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","Staedtischer Raum","134","0.0593388124831572","0.0492818646253226","0.0693957603409918"
"Ja, jede Woche","2010","kein Migrationshintergrund","Laendlicher Raum","99","0.0647628305678467","0.0519982138816465","0.077527447254047"
"Ja, jede Woche","2010","direkter Migrationshintergrund","Staedtischer Raum","46","0.075885514903513","0.053713756212234","0.0980572735947919"
"Ja, jede Woche","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Staedtischer Raum","238","0.11488477062632","0.101310662698063","0.128458878554576"
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Laendlicher Raum","148","0.0985321369106262","0.0830743234321431","0.113989950389109"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Staedtischer Raum","68","0.124324248819722","0.0966989238521208","0.151949573787323"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Staedtischer Raum","32","0.140497986260483","0.0928119190697501","0.188184053451215"
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Staedtischer Raum","131","0.0538788230539107","0.0442679554989927","0.0634896906088288"
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Laendlicher Raum","95","0.065920889909234","0.0530506290969273","0.0787911507215407"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Staedtischer Raum","44","0.0903975075800323","0.0663891826173752","0.114405832542689"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2010","kein Migrationshintergrund","Staedtischer Raum","444","0.199553790044837","0.182540973175997","0.216566606913678"
"Seltener","2010","kein Migrationshintergrund","Laendlicher Raum","245","0.166042347865106","0.146741987447241","0.185342708282971"
"Seltener","2010","direkter Migrationshintergrund","Staedtischer Raum","99","0.173636702443711","0.141921748392049","0.205351656495373"
"Seltener","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Staedtischer Raum","34","0.176142451137348","0.123867806666187","0.228417095608509"
"Seltener","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2011","kein Migrationshintergrund","Staedtischer Raum","5112","0.60014607648735","0.589737580102405","0.610554572872296"
"Nein, nie","2011","kein Migrationshintergrund","Laendlicher Raum","3173","0.58628395018421","0.573127428421325","0.599440471947095"
"Nein, nie","2011","direkter Migrationshintergrund","Staedtischer Raum","875","0.684318060263807","0.659263531853907","0.709372588673708"
"Nein, nie","2011","direkter Migrationshintergrund","Laendlicher Raum","273","0.648852730319948","0.603310994286339","0.694394466353557"
"Nein, nie","2011","indirekter Migrationshintergrund","Staedtischer Raum","379","0.590881424794966","0.553199421368298","0.628563428221633"
"Nein, nie","2011","indirekter Migrationshintergrund","Laendlicher Raum","97","0.612405618742532","0.535206792845539","0.689604444639524"
"Ja, jede Woche","2011","kein Migrationshintergrund","Staedtischer Raum","642","0.0767088210360257","0.0710542348697282","0.0823634072023232"
"Ja, jede Woche","2011","kein Migrationshintergrund","Laendlicher Raum","357","0.0626585526422872","0.0561845184157827","0.0691325868687917"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Staedtischer Raum","95","0.0739980019325293","0.0598873096235727","0.0881086942414858"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Laendlicher Raum","34","0.0662187303178854","0.0424938041611605","0.0899436564746103"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Staedtischer Raum","49","0.0672925565721785","0.0480919277408172","0.0864931854035399"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Staedtischer Raum","764","0.0864643043176231","0.0804927138538403","0.0924358947814059"
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Laendlicher Raum","582","0.105066535811521","0.0968750349422011","0.11325803668084"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Staedtischer Raum","129","0.101464788818187","0.0851884174005664","0.117741160235807"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Laendlicher Raum","42","0.0891318379143495","0.0619464172508388","0.11631725857786"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Staedtischer Raum","74","0.145306537252154","0.11829763179486","0.172315442709447"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Staedtischer Raum","471","0.0516807413657057","0.0469769236666562","0.0563845590647552"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Laendlicher Raum","339","0.0536727856843903","0.0476522708048471","0.0596933005639335"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Staedtischer Raum","65","0.0448555916852694","0.0336978789199907","0.0560133044505481"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Staedtischer Raum","45","0.0650556171187021","0.0461541939321921","0.083957040305212"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2011","kein Migrationshintergrund","Staedtischer Raum","1520","0.185000056793295","0.176749684442758","0.193250429143833"
"Seltener","2011","kein Migrationshintergrund","Laendlicher Raum","932","0.192318175677592","0.181789682468335","0.202846668886848"
"Seltener","2011","direkter Migrationshintergrund","Staedtischer Raum","158","0.0953635573002077","0.0795306516252862","0.111196462975129"
"Seltener","2011","direkter Migrationshintergrund","Laendlicher Raum","47","0.139999507903465","0.106893678712662","0.173105337094267"
"Seltener","2011","indirekter Migrationshintergrund","Staedtischer Raum","107","0.131463864262","0.105566452629674","0.157361275894326"
"Seltener","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2012","kein Migrationshintergrund","Staedtischer Raum","1461","0.609193929494057","0.589777868535845","0.62860999045227"
"Nein, nie","2012","kein Migrationshintergrund","Laendlicher Raum","1076","0.646837647908924","0.624097566518198","0.66957772929965"
"Nein, nie","2012","direkter Migrationshintergrund","Staedtischer Raum","325","0.655855544034716","0.614982319792799","0.696728768276633"
"Nein, nie","2012","direkter Migrationshintergrund","Laendlicher Raum","125","0.632979136924796","0.56601201618042","0.699946257669173"
"Nein, nie","2012","indirekter Migrationshintergrund","Staedtischer Raum","146","0.62503629631387","0.56454014148274","0.685532451144999"
"Nein, nie","2012","indirekter Migrationshintergrund","Laendlicher Raum","36","0.712874898309681","0.601157694115876","0.824592102503486"
"Ja, jede Woche","2012","kein Migrationshintergrund","Staedtischer Raum","195","0.0769414250402451","0.0663367482612659","0.0875461018192243"
"Ja, jede Woche","2012","kein Migrationshintergrund","Laendlicher Raum","128","0.0671619702856179","0.055253060495805","0.0790708800754307"
"Ja, jede Woche","2012","direkter Migrationshintergrund","Staedtischer Raum","39","0.0789507302211358","0.0557509474211886","0.102150513021083"
"Ja, jede Woche","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Staedtischer Raum","232","0.0850447206831038","0.0739446356436068","0.0961448057226007"
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Laendlicher Raum","170","0.0971563520107194","0.0830651174826141","0.111247586538825"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Staedtischer Raum","59","0.124046547673037","0.0956871327093911","0.152405962636683"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Staedtischer Raum","35","0.145546273426487","0.10147806886858","0.189614477984394"
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Staedtischer Raum","134","0.0597493314111329","0.0503176082876416","0.0691810545346242"
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Laendlicher Raum","99","0.0511649369702154","0.0406818604920415","0.0616480134483892"
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Staedtischer Raum","33","0.0576934218278813","0.0376337569858291","0.0777530866699334"
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2012","kein Migrationshintergrund","Staedtischer Raum","404","0.169070593371461","0.154155746610779","0.183985440132143"
"Seltener","2012","kein Migrationshintergrund","Laendlicher Raum","224","0.137679092824523","0.121285444075823","0.154072741573224"
"Seltener","2012","direkter Migrationshintergrund","Staedtischer Raum","63","0.0834537562432299","0.0596599156587395","0.10724759682772"
"Seltener","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Staedtischer Raum","39","0.128071773212946","0.0863130109738607","0.169830535452031"
"Seltener","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2013","kein Migrationshintergrund","Staedtischer Raum","4845","0.592433832767115","0.581606438771297","0.603261226762933"
"Nein, nie","2013","kein Migrationshintergrund","Laendlicher Raum","2973","0.586386681119785","0.572767349076991","0.600006013162578"
"Nein, nie","2013","direkter Migrationshintergrund","Staedtischer Raum","764","0.642615824031225","0.615353297644698","0.669878350417753"
"Nein, nie","2013","direkter Migrationshintergrund","Laendlicher Raum","227","0.611723447513833","0.561725773001221","0.661721122026446"
"Nein, nie","2013","indirekter Migrationshintergrund","Staedtischer Raum","399","0.644064106144633","0.607056325110847","0.681071887178419"
"Nein, nie","2013","indirekter Migrationshintergrund","Laendlicher Raum","93","0.642216358005656","0.566012454395425","0.718420261615887"
"Ja, jede Woche","2013","kein Migrationshintergrund","Staedtischer Raum","517","0.0614693920515165","0.0561769192966778","0.0667618648063552"
"Ja, jede Woche","2013","kein Migrationshintergrund","Laendlicher Raum","311","0.0549405401466024","0.048639060596441","0.0612420196967639"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Staedtischer Raum","87","0.0840952024653012","0.0683069701299714","0.0998834348006311"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Staedtischer Raum","53","0.0602813081455273","0.0418849069864599","0.0786777093045948"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Staedtischer Raum","678","0.085351542190097","0.0791949875068998","0.0915080968732942"
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Laendlicher Raum","547","0.114121578736358","0.1053285711281","0.122914586344616"
