"plb0219","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2005","2","Westdeutschland","77","0.0608326749785686","0.0489025265111501","0.0727628234459871"
"Ja, alle 3-4 Wochen","2005","2","Ostdeutschland","24","","",""
"Ja, alle 3-4 Wochen","2005","3","Westdeutschland","72","0.0474808227223146","0.0369780542010685","0.0579835912435606"
"Ja, alle 3-4 Wochen","2005","3","Ostdeutschland","34","0.0717717911128627","0.0493927273110158","0.0941508549147096"
"Ja, alle 3-4 Wochen","2005","4","Westdeutschland","96","0.0433770429386454","0.0346375298504415","0.0521165560268492"
"Ja, alle 3-4 Wochen","2005","4","Ostdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","Westdeutschland","146","0.0704392664260863","0.0600913507782278","0.0807871820739448"
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","21","","",""
"Seltener","2005","1 Einkommensschwächstes Quintil","Westdeutschland","135","0.143807695317445","0.12144731190891","0.16616807872598"
"Seltener","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","87","0.146762196135287","0.116405466335538","0.177118925935035"
"Seltener","2005","2","Westdeutschland","216","0.137454246131554","0.120268196759896","0.154640295503212"
"Seltener","2005","2","Ostdeutschland","108","0.202509511396627","0.168645770899371","0.236373251893883"
"Seltener","2005","3","Westdeutschland","264","0.170078115694543","0.151523556629804","0.188632674759283"
"Seltener","2005","3","Ostdeutschland","82","0.174113814630156","0.141235135862313","0.206992493397999"
"Seltener","2005","4","Westdeutschland","373","0.178257832300145","0.161837612598185","0.194678052002104"
"Seltener","2005","4","Ostdeutschland","92","0.213024304184674","0.175402672227334","0.250645936142014"
"Seltener","2005","5 Einkommensstärkstes Quintil","Westdeutschland","518","0.22760206466164","0.210646383811241","0.244557745512039"
"Seltener","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","96","0.252949517590703","0.208656106003868","0.297242929177538"
"Nein, nie","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein, nie","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2006","2","Westdeutschland","","","",""
"Nein, nie","2006","2","Ostdeutschland","","","",""
"Nein, nie","2006","3","Westdeutschland","","","",""
"Nein, nie","2006","3","Ostdeutschland","","","",""
"Nein, nie","2006","4","Westdeutschland","","","",""
"Nein, nie","2006","4","Ostdeutschland","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2006","2","Westdeutschland","","","",""
"Ja, jede Woche","2006","2","Ostdeutschland","","","",""
"Ja, jede Woche","2006","3","Westdeutschland","","","",""
"Ja, jede Woche","2006","3","Ostdeutschland","","","",""
"Ja, jede Woche","2006","4","Westdeutschland","","","",""
"Ja, jede Woche","2006","4","Ostdeutschland","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Seltener","2006","2","Westdeutschland","","","",""
"Seltener","2006","2","Ostdeutschland","","","",""
"Seltener","2006","3","Westdeutschland","","","",""
"Seltener","2006","3","Ostdeutschland","","","",""
"Seltener","2006","4","Westdeutschland","","","",""
"Seltener","2006","4","Ostdeutschland","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Westdeutschland","579","0.689517939914044","0.658394665161944","0.720641214666144"
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","322","0.619762792789817","0.57721244202223","0.662313143557404"
"Nein, nie","2007","2","Westdeutschland","1038","0.658904158760626","0.635528229515478","0.682280088005773"
"Nein, nie","2007","2","Ostdeutschland","331","0.557455911699221","0.517033927426604","0.597877895971839"
"Nein, nie","2007","3","Westdeutschland","1016","0.64533268496078","0.621876243963293","0.668789125958266"
"Nein, nie","2007","3","Ostdeutschland","317","0.553809150928847","0.512075129642684","0.59554317221501"
"Nein, nie","2007","4","Westdeutschland","1385","0.611799659336728","0.591247673737919","0.632351644935537"
"Nein, nie","2007","4","Ostdeutschland","307","0.554713366656105","0.512200285273181","0.59722644803903"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Westdeutschland","1306","0.533216641698975","0.513181761852803","0.553251521545148"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","167","0.410634626990288","0.359603627393271","0.461665626587305"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Westdeutschland","60","0.0647616916379119","0.0482072521016641","0.0813161311741598"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","32","0.0572311368527886","0.0368709438459429","0.0775913298596344"
"Ja, jede Woche","2007","2","Westdeutschland","98","0.0634077189582238","0.0513915535026317","0.075423884413816"
"Ja, jede Woche","2007","2","Ostdeutschland","36","0.0850089521533085","0.0623116181683595","0.107706286138258"
"Ja, jede Woche","2007","3","Westdeutschland","87","0.0441119664320731","0.0340440077379228","0.0541799251262235"
"Ja, jede Woche","2007","3","Ostdeutschland","31","0.0432367117244261","0.0261610155105145","0.0603124079383377"
"Ja, jede Woche","2007","4","Westdeutschland","94","0.0469675035008672","0.0380452654073513","0.055889741594383"
"Ja, jede Woche","2007","4","Ostdeutschland","28","","",""
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Westdeutschland","231","0.0952553848047444","0.0834661672034009","0.107044602406088"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","28","","",""
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Westdeutschland","62","0.0746680295283227","0.0569868849702562","0.0923491740863892"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","49","0.10018495799897","0.0738676796716995","0.126502236326241"
"Ja, alle 2 Wochen","2007","2","Westdeutschland","120","0.0789671275202396","0.0656693126270666","0.0922649424134126"
"Ja, alle 2 Wochen","2007","2","Ostdeutschland","83","0.132430501789662","0.104845040929607","0.160015962649718"
"Ja, alle 2 Wochen","2007","3","Westdeutschland","145","0.10379396382074","0.0888402286623017","0.118747698979179"
"Ja, alle 2 Wochen","2007","3","Ostdeutschland","66","0.145683903790547","0.116065276989277","0.175302530591817"
"Ja, alle 2 Wochen","2007","4","Westdeutschland","164","0.0826873742419081","0.0710729014347328","0.0943018470490835"
"Ja, alle 2 Wochen","2007","4","Ostdeutschland","49","0.10932521222906","0.0826327778730001","0.13601764658512"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Westdeutschland","167","0.0706983281548649","0.0604048974874362","0.0809917588222935"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","35","0.157087042455984","0.119340643176788","0.19483344173518"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Westdeutschland","36","0.0446578798180147","0.030764024914941","0.0585517347210885"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","25","","",""
"Ja, alle 3-4 Wochen","2007","2","Westdeutschland","77","0.0501641848979935","0.0394010025477237","0.0609273672482633"
"Ja, alle 3-4 Wochen","2007","2","Ostdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2007","3","Westdeutschland","90","0.0523879410807067","0.0414637155366904","0.0633121666247231"
"Ja, alle 3-4 Wochen","2007","3","Ostdeutschland","30","0.0748079965460294","0.052720841130881","0.0968951519611778"
"Ja, alle 3-4 Wochen","2007","4","Westdeutschland","104","0.048850924989449","0.0397605477532159","0.0579413022256822"
"Ja, alle 3-4 Wochen","2007","4","Ostdeutschland","27","","",""
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Westdeutschland","147","0.0651751587089264","0.0552626545308136","0.0750876628870392"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","28","","",""
"Seltener","2007","1 Einkommensschwächstes Quintil","Westdeutschland","112","0.126394459101707","0.104042481493455","0.148746436709959"
"Seltener","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","72","0.161981415226242","0.129687365591406","0.194275464861077"
"Seltener","2007","2","Westdeutschland","247","0.148556809862917","0.131020279639106","0.166093340086728"
"Seltener","2007","2","Ostdeutschland","101","0.166891284892677","0.136545263321513","0.19723730646384"
"Seltener","2007","3","Westdeutschland","260","0.1543734437057","0.136658682341794","0.172088205069606"
"Seltener","2007","3","Ostdeutschland","101","0.18246223701015","0.150036470689833","0.214888003330468"
"Seltener","2007","4","Westdeutschland","413","0.209694537931048","0.192526831970848","0.226862243891249"
"Seltener","2007","4","Ostdeutschland","114","0.235837344817466","0.199523884695855","0.272150804939078"
"Seltener","2007","5 Einkommensstärkstes Quintil","Westdeutschland","531","0.235654486632489","0.218610941729932","0.252698031535046"
"Seltener","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","99","0.270760223643801","0.224666521654338","0.316853925633264"
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2008","2","Westdeutschland","","","",""
"Nein, nie","2008","2","Ostdeutschland","","","",""
"Nein, nie","2008","3","Westdeutschland","","","",""
"Nein, nie","2008","3","Ostdeutschland","","","",""
"Nein, nie","2008","4","Westdeutschland","","","",""
"Nein, nie","2008","4","Ostdeutschland","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2008","2","Westdeutschland","","","",""
"Ja, jede Woche","2008","2","Ostdeutschland","","","",""
"Ja, jede Woche","2008","3","Westdeutschland","","","",""
"Ja, jede Woche","2008","3","Ostdeutschland","","","",""
"Ja, jede Woche","2008","4","Westdeutschland","","","",""
"Ja, jede Woche","2008","4","Ostdeutschland","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Seltener","2008","2","Westdeutschland","","","",""
"Seltener","2008","2","Ostdeutschland","","","",""
"Seltener","2008","3","Westdeutschland","","","",""
"Seltener","2008","3","Ostdeutschland","","","",""
"Seltener","2008","4","Westdeutschland","","","",""
"Seltener","2008","4","Ostdeutschland","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Westdeutschland","465","0.666964799457196","0.632076033493425","0.701853565420967"
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","221","0.597305360393501","0.546143436331265","0.648467284455737"
"Nein, nie","2009","2","Westdeutschland","780","0.612669383870777","0.585107336769476","0.640231430972078"
"Nein, nie","2009","2","Ostdeutschland","315","0.58896093364109","0.546873423520615","0.631048443761564"
"Nein, nie","2009","3","Westdeutschland","880","0.670023878050161","0.644969386718756","0.695078369381565"
"Nein, nie","2009","3","Ostdeutschland","277","0.532469918883224","0.488823506583837","0.576116331182612"
"Nein, nie","2009","4","Westdeutschland","1228","0.631802773899982","0.610212007684252","0.653393540115713"
"Nein, nie","2009","4","Ostdeutschland","279","0.493147340395009","0.450134945481059","0.536159735308958"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Westdeutschland","1222","0.485217322588085","0.465023560369342","0.505411084806828"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","201","0.515176391558357","0.465448266559018","0.564904516557696"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Westdeutschland","64","0.0865281004343924","0.0657160311558974","0.107340169712887"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","35","0.106428317009619","0.0742580967470266","0.138598537272211"
"Ja, jede Woche","2009","2","Westdeutschland","70","0.0657317386288923","0.0517106793469121","0.0797527979108725"
"Ja, jede Woche","2009","2","Ostdeutschland","39","0.0856996745911886","0.0617553570725643","0.109643992109813"
"Ja, jede Woche","2009","3","Westdeutschland","70","0.0587587424133728","0.0462277370305998","0.0712897477961459"
"Ja, jede Woche","2009","3","Ostdeutschland","27","","",""
"Ja, jede Woche","2009","4","Westdeutschland","87","0.0468630574001768","0.0374022109168422","0.0563239038835114"
"Ja, jede Woche","2009","4","Ostdeutschland","36","0.0539752723833465","0.034534519601935","0.073416025164758"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Westdeutschland","224","0.0984846826474186","0.0864451943930182","0.110524170901819"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","35","0.0780620825642255","0.0513687293388305","0.104755435789621"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Westdeutschland","67","0.0914262147184446","0.0700906298439243","0.112761799592965"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","33","0.0829654788874507","0.0541913428288472","0.111739614946054"
"Ja, alle 2 Wochen","2009","2","Westdeutschland","98","0.0736581353054974","0.0588788486041778","0.0884374220068169"
"Ja, alle 2 Wochen","2009","2","Ostdeutschland","56","0.10618206799328","0.0798297658864413","0.132534370100119"
"Ja, alle 2 Wochen","2009","3","Westdeutschland","112","0.0808526470866315","0.0663268864053403","0.0953784077679226"
"Ja, alle 2 Wochen","2009","3","Ostdeutschland","52","0.0939852523168371","0.0684586083096007","0.119511896324073"
"Ja, alle 2 Wochen","2009","4","Westdeutschland","163","0.0845389048353015","0.0720855807710256","0.0969922288995774"
"Ja, alle 2 Wochen","2009","4","Ostdeutschland","54","0.148947365146132","0.118316516108146","0.179578214184117"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Westdeutschland","180","0.0795481479497229","0.0686148117768036","0.0904814841226422"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","30","0.0861221293624342","0.0582073828570149","0.114036875867853"
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Westdeutschland","30","0.0609693302085969","0.0432566336542061","0.0786820267629877"
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2009","2","Westdeutschland","58","0.0503216834577424","0.0379530047069469","0.062690362208538"
"Ja, alle 3-4 Wochen","2009","2","Ostdeutschland","38","0.0750450484211168","0.0525083781217217","0.0975817187205119"
"Ja, alle 3-4 Wochen","2009","3","Westdeutschland","70","0.0543779638292654","0.0422951118401043","0.0664608158184264"
"Ja, alle 3-4 Wochen","2009","3","Ostdeutschland","34","0.0998461776186096","0.0736208864173195","0.1260714688199"
"Ja, alle 3-4 Wochen","2009","4","Westdeutschland","86","0.0417528046293199","0.0327987726804167","0.0507068365782231"
"Ja, alle 3-4 Wochen","2009","4","Ostdeutschland","31","0.072927020828969","0.0505570401053455","0.0952970015525926"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Westdeutschland","158","0.0731371053033727","0.0626171532783606","0.0836570573283848"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","27","","",""
"Seltener","2009","1 Einkommensschwächstes Quintil","Westdeutschland","75","0.09411155518137","0.0724969196352359","0.115726190727504"
"Seltener","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","47","0.157817016415746","0.119785741560334","0.195848291271158"
"Seltener","2009","2","Westdeutschland","194","0.197619058737091","0.175089007290053","0.220149110184129"
"Seltener","2009","2","Ostdeutschland","77","0.144112275353325","0.11407038022365","0.174154170483001"
"Seltener","2009","3","Westdeutschland","221","0.13598676862057","0.117722271620379","0.154251265620761"
"Seltener","2009","3","Ostdeutschland","112","0.229275508824839","0.192502882779626","0.266048134870052"
"Seltener","2009","4","Westdeutschland","353","0.195042459235219","0.177305135067732","0.212779783402706"
"Seltener","2009","4","Ostdeutschland","119","0.231003001246544","0.194742354518078","0.26726364797501"
"Seltener","2009","5 Einkommensstärkstes Quintil","Westdeutschland","569","0.263612741511401","0.245810550400104","0.281414932622698"
"Seltener","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","95","0.225301630223851","0.18373156400205","0.266871696445653"
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2010","2","Westdeutschland","","","",""
"Nein, nie","2010","2","Ostdeutschland","","","",""
"Nein, nie","2010","3","Westdeutschland","","","",""
"Nein, nie","2010","3","Ostdeutschland","","","",""
"Nein, nie","2010","4","Westdeutschland","","","",""
"Nein, nie","2010","4","Ostdeutschland","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2010","2","Westdeutschland","","","",""
"Ja, jede Woche","2010","2","Ostdeutschland","","","",""
"Ja, jede Woche","2010","3","Westdeutschland","","","",""
"Ja, jede Woche","2010","3","Ostdeutschland","","","",""
"Ja, jede Woche","2010","4","Westdeutschland","","","",""
"Ja, jede Woche","2010","4","Ostdeutschland","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Seltener","2010","2","Westdeutschland","","","",""
"Seltener","2010","2","Ostdeutschland","","","",""
"Seltener","2010","3","Westdeutschland","","","",""
"Seltener","2010","3","Ostdeutschland","","","",""
"Seltener","2010","4","Westdeutschland","","","",""
"Seltener","2010","4","Ostdeutschland","","","",""
"Seltener","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Seltener","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
