"plb0219","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","84","0.0685027457766281","0.0539093887200494","0.0830961028332068"
"Ja, jede Woche","2005","kein Migrationshintergrund","2","86","0.0519952325863073","0.0412729236853521","0.0627175414872625"
"Ja, jede Woche","2005","kein Migrationshintergrund","3","87","0.0506742468771186","0.0403358814951872","0.06101261225905"
"Ja, jede Woche","2005","kein Migrationshintergrund","4","112","0.0501300240306102","0.0410934227909276","0.0591666252702928"
"Ja, jede Woche","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","187","0.0825378965378437","0.0718087238436909","0.0932670692319964"
"Ja, jede Woche","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","10","","",""
"Ja, jede Woche","2005","direkter Migrationshintergrund","2","19","","",""
"Ja, jede Woche","2005","direkter Migrationshintergrund","3","8","","",""
"Ja, jede Woche","2005","direkter Migrationshintergrund","4","7","","",""
"Ja, jede Woche","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Ja, jede Woche","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","5","","",""
"Ja, jede Woche","2005","indirekter Migrationshintergrund","2","7","","",""
"Ja, jede Woche","2005","indirekter Migrationshintergrund","3","7","","",""
"Ja, jede Woche","2005","indirekter Migrationshintergrund","4","6","","",""
"Ja, jede Woche","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Ja, jede Woche","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","112","0.089770203639508","0.0732562120757225","0.106284195203293"
"Ja, alle 2 Wochen","2005","kein Migrationshintergrund","2","160","0.101300460103287","0.0867286245973772","0.115872295609198"
"Ja, alle 2 Wochen","2005","kein Migrationshintergrund","3","160","0.100656254464669","0.0864743734735573","0.114838135455781"
"Ja, alle 2 Wochen","2005","kein Migrationshintergrund","4","161","0.0847443436466501","0.0732111216178769","0.0962775656754234"
"Ja, alle 2 Wochen","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","195","0.08489517631901","0.0740278577160966","0.0957624949219235"
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","2","22","","",""
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","3","22","","",""
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","4","15","","",""
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","5","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","2","12","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","3","7","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","4","8","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","54","0.0537847264137736","0.0407520117150121","0.066817441112535"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","2","75","0.052230396306745","0.0414852003479001","0.06297559226559"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","3","92","0.0548614151443566","0.0441281503412695","0.0655946799474436"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","4","114","0.0483284349785139","0.0394472892926744","0.0572095806643533"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","152","0.0662752950894806","0.0565762108803368","0.0759743792986245"
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","2","20","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","3","11","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","4","9","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","6","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","2","6","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","3","3","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","4","2","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","190","0.164623856180331","0.143199989907177","0.186047722453486"
"Seltener","2005","kein Migrationshintergrund","2","287","0.167444089230584","0.149412130429213","0.185476048031955"
"Seltener","2005","kein Migrationshintergrund","3","305","0.17798334007108","0.159953968867419","0.196012711274741"
"Seltener","2005","kein Migrationshintergrund","4","421","0.18314767169531","0.167130104356251","0.19916523903437"
"Seltener","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","579","0.234335409333038","0.217820214161445","0.250850604504632"
"Seltener","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","24","","",""
"Seltener","2005","direkter Migrationshintergrund","2","29","","",""
"Seltener","2005","direkter Migrationshintergrund","3","29","","",""
"Seltener","2005","direkter Migrationshintergrund","4","28","","",""
"Seltener","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","26","","",""
"Seltener","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","8","","",""
"Seltener","2005","indirekter Migrationshintergrund","2","8","","",""
"Seltener","2005","indirekter Migrationshintergrund","3","12","","",""
"Seltener","2005","indirekter Migrationshintergrund","4","16","","",""
"Seltener","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","kein Migrationshintergrund","2","","","",""
"Nein, nie","2006","kein Migrationshintergrund","3","","","",""
"Nein, nie","2006","kein Migrationshintergrund","4","","","",""
"Nein, nie","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","2","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","3","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","4","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","2","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","3","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","4","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","kein Migrationshintergrund","2","","","",""
"Seltener","2006","kein Migrationshintergrund","3","","","",""
"Seltener","2006","kein Migrationshintergrund","4","","","",""
"Seltener","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","direkter Migrationshintergrund","2","","","",""
"Seltener","2006","direkter Migrationshintergrund","3","","","",""
"Seltener","2006","direkter Migrationshintergrund","4","","","",""
"Seltener","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","indirekter Migrationshintergrund","2","","","",""
"Seltener","2006","indirekter Migrationshintergrund","3","","","",""
"Seltener","2006","indirekter Migrationshintergrund","4","","","",""
"Seltener","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","676","0.645837253584516","0.61689560062043","0.674778906548602"
"Nein, nie","2007","kein Migrationshintergrund","2","1085","0.61643016071334","0.593635058599526","0.639225262827154"
"Nein, nie","2007","kein Migrationshintergrund","3","1129","0.614822786248601","0.592641592953239","0.637003979543963"
"Nein, nie","2007","kein Migrationshintergrund","4","1472","0.593492622383523","0.573700945177925","0.613284299589121"
"Nein, nie","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1348","0.518925177473845","0.499482926597206","0.538367428350484"
"Nein, nie","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","157","0.740087763489133","0.680195675239295","0.799979851738971"
"Nein, nie","2007","direkter Migrationshintergrund","2","209","0.728010365430136","0.677823557044668","0.778197173815604"
"Nein, nie","2007","direkter Migrationshintergrund","3","135","0.670226451267374","0.60474260403513","0.735710298499617"
"Nein, nie","2007","direkter Migrationshintergrund","4","140","0.665924699628264","0.602283023533163","0.729566375723365"
"Nein, nie","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","80","0.560379469371982","0.476026114199196","0.644732824544769"
"Nein, nie","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","68","0.730973744755187","0.641327441239737","0.820620048270637"
"Nein, nie","2007","indirekter Migrationshintergrund","2","75","0.663418021177771","0.575111899693696","0.751724142661845"
"Nein, nie","2007","indirekter Migrationshintergrund","3","69","0.755892276327309","0.66996457602898","0.841819976625637"
"Nein, nie","2007","indirekter Migrationshintergrund","4","80","0.720872017051439","0.636272674975124","0.805471359127754"
"Nein, nie","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","45","0.574423036427969","0.457761276004877","0.69108479685106"
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","77","0.0710099990810472","0.0554673292962268","0.0865526688658676"
"Ja, jede Woche","2007","kein Migrationshintergrund","2","112","0.0739703417078893","0.061701074145645","0.0862396092701335"
"Ja, jede Woche","2007","kein Migrationshintergrund","3","104","0.045276384849643","0.0357997458003583","0.0547530238989278"
"Ja, jede Woche","2007","kein Migrationshintergrund","4","113","0.0491602765140332","0.0404486040661647","0.0578719489619017"
"Ja, jede Woche","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","248","0.100712887167951","0.0890022758850737","0.112423498450828"
"Ja, jede Woche","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","8","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","2","18","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","3","10","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","4","4","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","7","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","2","4","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","3","4","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","4","5","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","94","0.0878818998659449","0.0707488135652634","0.105014986166626"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","2","174","0.0984111767269795","0.084447369363848","0.112374984090111"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","3","185","0.112458392829539","0.0980581461236206","0.126858639535457"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","4","186","0.0888133453726057","0.0773507355240609","0.100275955221151"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","185","0.0764925210129407","0.0661502109666249","0.0868348310592565"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","2","22","","",""
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","3","19","","",""
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","4","19","","",""
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","14","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","4","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","2","7","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","3","7","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","4","8","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","42","0.0408437469677891","0.0288662018171694","0.0528212921184088"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","2","79","0.051333097626132","0.0409880382583507","0.0616781569939134"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","3","103","0.0580542684032015","0.0473954354751332","0.0687131013312699"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","4","116","0.0486557804426028","0.0399866251175469","0.0573249357676586"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","162","0.0652756676396495","0.0556638550858235","0.0748874801934754"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","15","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","2","19","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","3","10","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","4","12","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","10","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","4","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","2","8","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","3","7","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","4","3","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","160","0.154427100500703","0.132559676124679","0.176294524876727"
"Seltener","2007","kein Migrationshintergrund","2","298","0.159855223225659","0.142675432928569","0.177035013522749"
"Seltener","2007","kein Migrationshintergrund","3","328","0.169388167669015","0.152291155246553","0.186485180091477"
"Seltener","2007","kein Migrationshintergrund","4","479","0.219877975287235","0.203189646207498","0.236566304366972"
"Seltener","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","594","0.238593746705614","0.222008359863187","0.255179133548041"
"Seltener","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
