"plb0219","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2005","46-65","direkter Migrationshintergrund","18","","",""
"Ja, jede Woche","2005","46-65","indirekter Migrationshintergrund","1","","",""
"Ja, jede Woche","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2005","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2005","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2005","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","17-29","kein Migrationshintergrund","147","0.103208723769432","0.0880533551447372","0.118364092394127"
"Ja, alle 2 Wochen","2005","17-29","direkter Migrationshintergrund","12","","",""
"Ja, alle 2 Wochen","2005","17-29","indirekter Migrationshintergrund","20","","",""
"Ja, alle 2 Wochen","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","30-45","kein Migrationshintergrund","356","0.0999286626444002","0.0905367334710262","0.109320591817774"
"Ja, alle 2 Wochen","2005","30-45","direkter Migrationshintergrund","38","0.0717494306655393","0.0499827075477885","0.0935161537832902"
"Ja, alle 2 Wochen","2005","30-45","indirekter Migrationshintergrund","18","","",""
"Ja, alle 2 Wochen","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","46-65","kein Migrationshintergrund","280","0.0795434192237259","0.0708411819087438","0.0882456565387081"
"Ja, alle 2 Wochen","2005","46-65","direkter Migrationshintergrund","37","0.105611706630791","0.0775866701483853","0.133636743113196"
"Ja, alle 2 Wochen","2005","46-65","indirekter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2005","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2005","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","17-29","kein Migrationshintergrund","82","0.0504023392065306","0.0395040638325663","0.061300614580495"
"Ja, alle 3-4 Wochen","2005","17-29","direkter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2005","17-29","indirekter Migrationshintergrund","15","","",""
"Ja, alle 3-4 Wochen","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","30-45","kein Migrationshintergrund","226","0.0621681447572831","0.0546064742582098","0.0697298152563563"
"Ja, alle 3-4 Wochen","2005","30-45","direkter Migrationshintergrund","28","","",""
"Ja, alle 3-4 Wochen","2005","30-45","indirekter Migrationshintergrund","8","","",""
"Ja, alle 3-4 Wochen","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","46-65","kein Migrationshintergrund","179","0.0502586732313033","0.0432322336019703","0.0572851128606363"
"Ja, alle 3-4 Wochen","2005","46-65","direkter Migrationshintergrund","25","","",""
"Ja, alle 3-4 Wochen","2005","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2005","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2005","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","17-29","kein Migrationshintergrund","198","0.132780747877146","0.115876547839146","0.149684947915146"
"Seltener","2005","17-29","direkter Migrationshintergrund","11","","",""
"Seltener","2005","17-29","indirekter Migrationshintergrund","21","","",""
"Seltener","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","30-45","kein Migrationshintergrund","817","0.210469612235687","0.197703741848479","0.223235482622894"
"Seltener","2005","30-45","direkter Migrationshintergrund","78","0.141229514201871","0.111856230575258","0.170602797828483"
"Seltener","2005","30-45","indirekter Migrationshintergrund","21","","",""
"Seltener","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","46-65","kein Migrationshintergrund","751","0.186717987810502","0.174185398620844","0.19925057700016"
"Seltener","2005","46-65","direkter Migrationshintergrund","46","0.111052322916165","0.0824020326328278","0.139702613199503"
"Seltener","2005","46-65","indirekter Migrationshintergrund","11","","",""
"Seltener","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","66","kein Migrationshintergrund","","","",""
"Seltener","2005","66","direkter Migrationshintergrund","","","",""
"Seltener","2005","66","indirekter Migrationshintergrund","","","",""
"Seltener","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2006","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2006","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2006","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","66","kein Migrationshintergrund","","","",""
"Nein, nie","2006","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","17-29","kein Migrationshintergrund","","","",""
"Seltener","2006","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2006","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","30-45","kein Migrationshintergrund","","","",""
"Seltener","2006","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2006","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","46-65","kein Migrationshintergrund","","","",""
"Seltener","2006","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2006","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","66","kein Migrationshintergrund","","","",""
"Seltener","2006","66","direkter Migrationshintergrund","","","",""
"Seltener","2006","66","indirekter Migrationshintergrund","","","",""
"Seltener","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","17-29","kein Migrationshintergrund","1001","0.634658513078999","0.610419326518059","0.658897699639938"
"Nein, nie","2007","17-29","direkter Migrationshintergrund","90","0.768512970495819","0.694572532926103","0.842453408065536"
"Nein, nie","2007","17-29","indirekter Migrationshintergrund","188","0.765546239821668","0.711947227717133","0.819145251926202"
"Nein, nie","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","30-45","kein Migrationshintergrund","2272","0.575378250561674","0.559779094250328","0.59097740687302"
"Nein, nie","2007","30-45","direkter Migrationshintergrund","325","0.660815825815984","0.618897101370213","0.702734550261755"
"Nein, nie","2007","30-45","indirekter Migrationshintergrund","129","0.621473724624178","0.554916928355114","0.688030520893242"
"Nein, nie","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","46-65","kein Migrationshintergrund","2341","0.592167976683708","0.576976563173596","0.607359390193819"
"Nein, nie","2007","46-65","direkter Migrationshintergrund","299","0.697873124035301","0.654217867692762","0.74152838037784"
"Nein, nie","2007","46-65","indirekter Migrationshintergrund","20","","",""
"Nein, nie","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","66","kein Migrationshintergrund","","","",""
"Nein, nie","2007","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2007","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","17-29","kein Migrationshintergrund","86","0.0558796401506548","0.0443174802199121","0.0674418000813975"
"Ja, jede Woche","2007","17-29","direkter Migrationshintergrund","6","","",""
"Ja, jede Woche","2007","17-29","indirekter Migrationshintergrund","8","","",""
"Ja, jede Woche","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","30-45","kein Migrationshintergrund","227","0.0598993167769962","0.0524103588602977","0.0673882746936947"
"Ja, jede Woche","2007","30-45","direkter Migrationshintergrund","27","","",""
"Ja, jede Woche","2007","30-45","indirekter Migrationshintergrund","14","","",""
"Ja, jede Woche","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","46-65","kein Migrationshintergrund","325","0.0771981388935192","0.0689474025249916","0.0854488752620468"
"Ja, jede Woche","2007","46-65","direkter Migrationshintergrund","15","","",""
"Ja, jede Woche","2007","46-65","indirekter Migrationshintergrund","1","","",""
"Ja, jede Woche","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2007","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2007","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","17-29","kein Migrationshintergrund","157","0.125314434608242","0.108648678587163","0.141980190629322"
"Ja, alle 2 Wochen","2007","17-29","direkter Migrationshintergrund","12","","",""
"Ja, alle 2 Wochen","2007","17-29","indirekter Migrationshintergrund","10","","",""
"Ja, alle 2 Wochen","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","30-45","kein Migrationshintergrund","355","0.0974060393861649","0.088048483583051","0.106763595189279"
"Ja, alle 2 Wochen","2007","30-45","direkter Migrationshintergrund","41","0.0804076635079927","0.0563309921942755","0.10448433482171"
"Ja, alle 2 Wochen","2007","30-45","indirekter Migrationshintergrund","16","","",""
"Ja, alle 2 Wochen","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","46-65","kein Migrationshintergrund","307","0.0755629502397881","0.0673928348762199","0.0837330656033563"
"Ja, alle 2 Wochen","2007","46-65","direkter Migrationshintergrund","33","0.0889531783967909","0.061888385390494","0.116017971403088"
"Ja, alle 2 Wochen","2007","46-65","indirekter Migrationshintergrund","3","","",""
"Ja, alle 2 Wochen","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2007","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2007","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","17-29","kein Migrationshintergrund","67","0.0417783653401588","0.0317065629076919","0.0518501677726256"
"Ja, alle 3-4 Wochen","2007","17-29","direkter Migrationshintergrund","5","","",""
"Ja, alle 3-4 Wochen","2007","17-29","indirekter Migrationshintergrund","8","","",""
"Ja, alle 3-4 Wochen","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","30-45","kein Migrationshintergrund","204","0.0561579700251024","0.0488922505102733","0.0634236895399315"
"Ja, alle 3-4 Wochen","2007","30-45","direkter Migrationshintergrund","38","0.0659105881050443","0.0439410023083357","0.0878801739017528"
"Ja, alle 3-4 Wochen","2007","30-45","indirekter Migrationshintergrund","15","","",""
"Ja, alle 3-4 Wochen","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","46-65","kein Migrationshintergrund","222","0.0565974267176484","0.0494544055741333","0.0637404478611634"
"Ja, alle 3-4 Wochen","2007","46-65","direkter Migrationshintergrund","23","","",""
"Ja, alle 3-4 Wochen","2007","46-65","indirekter Migrationshintergrund","2","","",""
"Ja, alle 3-4 Wochen","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","17-29","kein Migrationshintergrund","205","0.142369046821945","0.124779424985642","0.159958668658249"
"Seltener","2007","17-29","direkter Migrationshintergrund","12","","",""
"Seltener","2007","17-29","indirekter Migrationshintergrund","26","","",""
"Seltener","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","30-45","kein Migrationshintergrund","799","0.211158423250063","0.198278230179223","0.224038616320902"
"Seltener","2007","30-45","direkter Migrationshintergrund","59","0.142885510022415","0.111899649313818","0.173871370731011"
"Seltener","2007","30-45","indirekter Migrationshintergrund","30","0.185218008341694","0.131909648199369","0.238526368484019"
"Seltener","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","46-65","kein Migrationshintergrund","825","0.198473507465337","0.186144012784756","0.210803002145917"
"Seltener","2007","46-65","direkter Migrationshintergrund","55","0.131455790230282","0.0993310628511237","0.16358051760944"
"Seltener","2007","46-65","indirekter Migrationshintergrund","6","","",""
"Seltener","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","66","kein Migrationshintergrund","","","",""
"Seltener","2007","66","direkter Migrationshintergrund","","","",""
"Seltener","2007","66","indirekter Migrationshintergrund","","","",""
"Seltener","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2008","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2008","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2008","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","66","kein Migrationshintergrund","","","",""
"Nein, nie","2008","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","17-29","kein Migrationshintergrund","","","",""
"Seltener","2008","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2008","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","30-45","kein Migrationshintergrund","","","",""
"Seltener","2008","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2008","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","46-65","kein Migrationshintergrund","","","",""
"Seltener","2008","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2008","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","66","kein Migrationshintergrund","","","",""
"Seltener","2008","66","direkter Migrationshintergrund","","","",""
"Seltener","2008","66","indirekter Migrationshintergrund","","","",""
"Seltener","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","17-29","kein Migrationshintergrund","857","0.640472772452644","0.614731874848849","0.66621367005644"
"Nein, nie","2009","17-29","direkter Migrationshintergrund","60","0.646204433295294","0.550556930803686","0.741851935786902"
"Nein, nie","2009","17-29","indirekter Migrationshintergrund","147","0.696272796929024","0.632856049231588","0.759689544626459"
"Nein, nie","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","30-45","kein Migrationshintergrund","1841","0.543894663995423","0.52653711216867","0.561252215822175"
"Nein, nie","2009","30-45","direkter Migrationshintergrund","264","0.648031988537095","0.600511374074603","0.695552602999587"
"Nein, nie","2009","30-45","indirekter Migrationshintergrund","125","0.612521038109692","0.545993868083765","0.679048208135619"
"Nein, nie","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","46-65","kein Migrationshintergrund","2201","0.584792354714606","0.569188728832501","0.600395980596711"
"Nein, nie","2009","46-65","direkter Migrationshintergrund","234","0.674610381409273","0.625872991072831","0.723347771745714"
"Nein, nie","2009","46-65","indirekter Migrationshintergrund","19","","",""
