"plb0219","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Seltener","2005","indirekter Migrationshintergrund","maennlich","38","0.167517372001319","0.120851643195515","0.214183100807122"
"Seltener","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","kein Migrationshintergrund","maennlich","","","",""
"Nein, nie","2006","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2006","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2006","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2007","kein Migrationshintergrund","maennlich","2735","0.546873779441984","0.533103289896058","0.560644268987911"
"Nein, nie","2007","kein Migrationshintergrund","weiblich","2975","0.650282382578656","0.636393839817761","0.664170925339551"
"Nein, nie","2007","direkter Migrationshintergrund","maennlich","380","0.689334112736088","0.651209842013699","0.727458383458477"
"Nein, nie","2007","direkter Migrationshintergrund","weiblich","341","0.69402637687859","0.652972384915466","0.735080368841714"
"Nein, nie","2007","indirekter Migrationshintergrund","maennlich","172","0.658060623297523","0.599141547273046","0.716979699322"
"Nein, nie","2007","indirekter Migrationshintergrund","weiblich","165","0.74777517307327","0.691403606397265","0.804146739749275"
"Ja, jede Woche","2007","kein Migrationshintergrund","maennlich","375","0.069257703796867","0.06223434263183","0.0762810649619041"
"Ja, jede Woche","2007","kein Migrationshintergrund","weiblich","279","0.0642190230468825","0.0570795545091418","0.0713584915846231"
"Ja, jede Woche","2007","direkter Migrationshintergrund","maennlich","35","0.0494104598860993","0.0315560360897033","0.0672648836824954"
"Ja, jede Woche","2007","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","maennlich","413","0.0876085565355465","0.0797875959588202","0.0954295171122727"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","weiblich","411","0.0989273763907601","0.0902320663070203","0.1076226864745"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","maennlich","35","0.0587216594151764","0.03935306664764","0.0780902521827128"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","weiblich","52","0.120235243099708","0.0912601671345382","0.149210319064878"
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","maennlich","307","0.0638645465832189","0.0571006727882294","0.0706284203782084"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","weiblich","195","0.0408905008177572","0.0351229392171519","0.0466580624183625"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","maennlich","41","0.0620434460507714","0.0421697248767386","0.0819171672248043"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2007","kein Migrationshintergrund","maennlich","1190","0.232395413642383","0.220711756895652","0.244079070389114"
"Seltener","2007","kein Migrationshintergrund","weiblich","669","0.145680717165944","0.1354062792904","0.155955155041488"
"Seltener","2007","direkter Migrationshintergrund","maennlich","75","0.140490321911865","0.111862489587994","0.169118154235735"
"Seltener","2007","direkter Migrationshintergrund","weiblich","53","0.111893234124203","0.0838091727864695","0.139977295461937"
"Seltener","2007","indirekter Migrationshintergrund","maennlich","37","0.160454715201435","0.114867115841762","0.206042314561108"
"Seltener","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","kein Migrationshintergrund","maennlich","","","",""
"Nein, nie","2008","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2008","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2008","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2008","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2008","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2009","kein Migrationshintergrund","maennlich","2388","0.533639673770777","0.518917755044317","0.548361592497238"
"Nein, nie","2009","kein Migrationshintergrund","weiblich","2625","0.635942332558231","0.621226674138281","0.650657990978182"
"Nein, nie","2009","direkter Migrationshintergrund","maennlich","274","0.615990284491428","0.569913279320581","0.662067289662276"
"Nein, nie","2009","direkter Migrationshintergrund","weiblich","290","0.690014337195043","0.645992818224364","0.734035856165721"
"Nein, nie","2009","indirekter Migrationshintergrund","maennlich","153","0.646760238998138","0.585387348472879","0.708133129523398"
"Nein, nie","2009","indirekter Migrationshintergrund","weiblich","138","0.642540413794201","0.577410557188685","0.707670270399718"
"Ja, jede Woche","2009","kein Migrationshintergrund","maennlich","323","0.0764374661720534","0.0685965672291222","0.0842783651149845"
"Ja, jede Woche","2009","kein Migrationshintergrund","weiblich","277","0.0641878346533639","0.0566922339115518","0.0716834353951761"
"Ja, jede Woche","2009","direkter Migrationshintergrund","maennlich","38","0.0879231621237002","0.0610948364623658","0.114751487785035"
"Ja, jede Woche","2009","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","maennlich","362","0.0874070716715441","0.0790723443313358","0.0957417990117524"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","weiblich","377","0.0860154762907669","0.0774402920490119","0.0945906605325219"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","weiblich","46","0.105308161212836","0.0760913431981776","0.134524979227494"
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","maennlich","272","0.0598827779133376","0.0528807871134054","0.0668847687132698"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","weiblich","204","0.0546414327756176","0.0476904684263467","0.0615923971248884"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","maennlich","32","0.0910609458569486","0.0638050998365942","0.118316791877303"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2009","kein Migrationshintergrund","maennlich","1066","0.242633010472288","0.229982510454648","0.255283510489927"
"Seltener","2009","kein Migrationshintergrund","weiblich","624","0.15921292372202","0.148023237401033","0.170402610043008"
"Seltener","2009","direkter Migrationshintergrund","maennlich","61","0.142773056199543","0.109629642246297","0.175916470152788"
"Seltener","2009","direkter Migrationshintergrund","weiblich","52","0.108964375734901","0.0793054808944484","0.138623270575354"
"Seltener","2009","indirekter Migrationshintergrund","maennlich","35","0.148455354128624","0.102802096286245","0.194108611971004"
"Seltener","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2010","kein Migrationshintergrund","maennlich","966","0.547930339462271","0.525164843951456","0.570695834973086"
"Nein, nie","2010","kein Migrationshintergrund","weiblich","1048","0.625194998156617","0.602264861275524","0.648125135037711"
"Nein, nie","2010","direkter Migrationshintergrund","maennlich","262","0.54474050110795","0.500601957159433","0.588879045056467"
"Nein, nie","2010","direkter Migrationshintergrund","weiblich","130","0.575632965725952","0.511195638231085","0.640070293220819"
"Nein, nie","2010","indirekter Migrationshintergrund","maennlich","79","0.510390440781435","0.43039252512357","0.590388356439299"
"Nein, nie","2010","indirekter Migrationshintergrund","weiblich","62","0.594810768848105","0.502222796804151","0.68739874089206"
"Ja, jede Woche","2010","kein Migrationshintergrund","maennlich","124","0.0606922910544763","0.0497707867361662","0.0716137953727864"
"Ja, jede Woche","2010","kein Migrationshintergrund","weiblich","109","0.0621371573922421","0.0507020152725445","0.0735722995119397"
"Ja, jede Woche","2010","direkter Migrationshintergrund","maennlich","39","0.0616021646485322","0.0402920813806643","0.0829122479164"
"Ja, jede Woche","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","maennlich","185","0.101519136705278","0.0877044790718333","0.115333794338723"
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","weiblich","201","0.116772862642842","0.101560265080307","0.131985460205377"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","maennlich","59","0.118472654741181","0.0898295153827925","0.147115794099569"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","maennlich","139","0.0719593623714058","0.0601387792109102","0.0837799455319014"
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","weiblich","87","0.0433279555555619","0.0336838523097171","0.0529720588014067"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","maennlich","39","0.0941156274977022","0.0682358274617157","0.119995427533689"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2010","kein Migrationshintergrund","maennlich","422","0.217898870406569","0.199015883213476","0.236781857599661"
"Seltener","2010","kein Migrationshintergrund","weiblich","267","0.152567026252737","0.135534493578853","0.16959955892662"
"Seltener","2010","direkter Migrationshintergrund","maennlich","90","0.181069052004635","0.146938806107636","0.215199297901634"
"Seltener","2010","direkter Migrationshintergrund","weiblich","30","0.134950612742002","0.0904053265745738","0.179495898909431"
"Seltener","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2011","kein Migrationshintergrund","maennlich","3818","0.552177045282685","0.54043449716622","0.56391959339915"
"Nein, nie","2011","kein Migrationshintergrund","weiblich","4467","0.645520363582475","0.634316788031148","0.656723939133802"
"Nein, nie","2011","direkter Migrationshintergrund","maennlich","588","0.644045118448915","0.613404163601486","0.674686073296345"
"Nein, nie","2011","direkter Migrationshintergrund","weiblich","560","0.711590706129608","0.680315489296738","0.742865922962477"
"Nein, nie","2011","indirekter Migrationshintergrund","maennlich","227","0.556488807949167","0.508459349580156","0.604518266318178"
"Nein, nie","2011","indirekter Migrationshintergrund","weiblich","249","0.643257910836527","0.596076574039348","0.690439247633705"
"Ja, jede Woche","2011","kein Migrationshintergrund","maennlich","517","0.0730381660177665","0.0668938173105037","0.0791825147250294"
"Ja, jede Woche","2011","kein Migrationshintergrund","weiblich","482","0.0702318984297639","0.0642469480652026","0.0762168487943253"
"Ja, jede Woche","2011","direkter Migrationshintergrund","maennlich","71","0.0648936068638411","0.0491291816112892","0.080658032116393"
"Ja, jede Woche","2011","direkter Migrationshintergrund","weiblich","58","0.0802780868883939","0.061519187925837","0.0990369858509508"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2011","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","maennlich","596","0.0827599555430693","0.0762538421777266","0.0892660689084119"
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","weiblich","750","0.105036142874182","0.0978552547787711","0.112217030969593"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","maennlich","82","0.0997099479187293","0.0805361943090987","0.11888370152836"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","weiblich","89","0.0974634589678086","0.076987989064262","0.117938928871355"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","maennlich","50","0.137363645234821","0.104084132247062","0.170643158222581"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","weiblich","39","0.126050466809088","0.0933603927402223","0.158740540877955"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","maennlich","455","0.0558139047484283","0.0503930221431665","0.0612347873536901"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","weiblich","355","0.0483820831384126","0.0433565792347294","0.0534075870420959"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","maennlich","63","0.0633991843742736","0.0478048883888926","0.0789934803596545"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","maennlich","35","0.100008066286687","0.0710036584222015","0.129012474151173"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2011","kein Migrationshintergrund","maennlich","1503","0.236210928408051","0.226180794942073","0.246241061874028"
"Seltener","2011","kein Migrationshintergrund","weiblich","949","0.130829511975166","0.122931616633389","0.138727407316943"
"Seltener","2011","direkter Migrationshintergrund","maennlich","134","0.127952142394241","0.10657544484761","0.149328839940871"
"Seltener","2011","direkter Migrationshintergrund","weiblich","71","0.0809620119962995","0.0621303804705374","0.0997936435220617"
"Seltener","2011","indirekter Migrationshintergrund","maennlich","70","0.125710494676085","0.0936595687538939","0.157761420598275"
"Seltener","2011","indirekter Migrationshintergrund","weiblich","56","0.133432683372558","0.0999413251381905","0.166924041606925"
"Nein, nie","2012","kein Migrationshintergrund","maennlich","1103","0.598940911613771","0.576856608680437","0.621025214547105"
"Nein, nie","2012","kein Migrationshintergrund","weiblich","1434","0.647522317025819","0.627698307902443","0.667346326149195"
"Nein, nie","2012","direkter Migrationshintergrund","maennlich","249","0.604029259451303","0.556976556257818","0.651081962644788"
"Nein, nie","2012","direkter Migrationshintergrund","weiblich","201","0.713116495181212","0.662188121615055","0.764044868747368"
"Nein, nie","2012","indirekter Migrationshintergrund","maennlich","89","0.62657765997167","0.549679862936228","0.703475457007112"
"Nein, nie","2012","indirekter Migrationshintergrund","weiblich","93","0.656209304336181","0.581913118956871","0.73050548971549"
"Ja, jede Woche","2012","kein Migrationshintergrund","maennlich","144","0.0718612967598809","0.0602242845102141","0.0834983090095476"
"Ja, jede Woche","2012","kein Migrationshintergrund","weiblich","179","0.074325456643753","0.0634412630159063","0.0852096502715998"
"Ja, jede Woche","2012","direkter Migrationshintergrund","maennlich","30","0.0708057419094978","0.0461276521087128","0.0954838317102829"
"Ja, jede Woche","2012","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","maennlich","160","0.0770482178891798","0.0650322618617591","0.0890641739166005"
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","weiblich","242","0.101830186270793","0.0892809931591662","0.11437937938242"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","maennlich","44","0.119552621099606","0.0883381991929231","0.150767043006289"
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","weiblich","32","0.115083900766478","0.0791515929166727","0.151016208616283"
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","maennlich","132","0.0687325960720274","0.0573325632968545","0.0801326288472003"
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","weiblich","101","0.0447089811872879","0.036133400452352","0.0532845619222237"
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2012","kein Migrationshintergrund","maennlich","353","0.183416977665141","0.165978544365819","0.200855410964462"
"Seltener","2012","kein Migrationshintergrund","weiblich","275","0.131613058872347","0.11758477843406","0.145641339310634"
"Seltener","2012","direkter Migrationshintergrund","maennlich","64","0.128161217246777","0.0960008909397741","0.16032154355378"
"Seltener","2012","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2013","kein Migrationshintergrund","maennlich","3477","0.547510559034645","0.53513704479859","0.5598840732707"
"Nein, nie","2013","kein Migrationshintergrund","weiblich","4341","0.637828298774816","0.626336052638694","0.649320544910938"
"Nein, nie","2013","direkter Migrationshintergrund","maennlich","489","0.663176247670349","0.630239881241325","0.696112614099373"
"Nein, nie","2013","direkter Migrationshintergrund","weiblich","502","0.606849485632161","0.572145793587887","0.641553177676436"
"Nein, nie","2013","indirekter Migrationshintergrund","maennlich","246","0.631840223692984","0.584575197908091","0.679105249477877"
"Nein, nie","2013","indirekter Migrationshintergrund","weiblich","246","0.657455827677743","0.610656337229725","0.704255318125762"
"Ja, jede Woche","2013","kein Migrationshintergrund","maennlich","403","0.0539540971239953","0.0483376599210692","0.0595705343269215"
"Ja, jede Woche","2013","kein Migrationshintergrund","weiblich","425","0.0649344463987732","0.059042559915162","0.0708263328823845"
"Ja, jede Woche","2013","direkter Migrationshintergrund","maennlich","58","0.0694995932279341","0.0517777347409539","0.0872214517149143"
"Ja, jede Woche","2013","direkter Migrationshintergrund","weiblich","51","0.0821922894829589","0.0626782512041767","0.101706327761741"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","maennlich","35","0.0804248504648173","0.0537742597535952","0.107075441176039"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","weiblich","30","0.0492298838978317","0.0278944386570484","0.0705653291386149"
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","maennlich","527","0.0907160927779383","0.0835763180572952","0.0978558674985814"
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","weiblich","698","0.10092170356241","0.0937191447384483","0.108124262386371"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","maennlich","82","0.0805850683424252","0.0616161348061882","0.0995540018786622"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","weiblich","97","0.142142078587602","0.11733219213973","0.166951965035474"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","maennlich","44","0.103512537201864","0.0736596264612932","0.133365447942435"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","weiblich","47","0.101428347943198","0.0716565148336491","0.131200181052747"
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","maennlich","367","0.0584036259953521","0.0525739437659258","0.0642333082247785"
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","weiblich","316","0.0513067658853732","0.0460314801025369","0.0565820516682095"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","maennlich","47","0.0573516437970061","0.0411481882666722","0.07355509932734"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","weiblich","30","0.0382872896648429","0.024653840203744","0.0519207391259419"
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2013","kein Migrationshintergrund","maennlich","1442","0.249415625068069","0.23865954128685","0.260171708849289"
"Seltener","2013","kein Migrationshintergrund","weiblich","939","0.145008785378627","0.136589528624522","0.153428042132733"
"Seltener","2013","direkter Migrationshintergrund","maennlich","115","0.129387446962286","0.105998084537357","0.152776809387214"
"Seltener","2013","direkter Migrationshintergrund","weiblich","81","0.130528856632434","0.106593681144043","0.154464032120826"
"Seltener","2013","indirekter Migrationshintergrund","maennlich","54","0.123036429686361","0.0908460772311387","0.155226782141583"
"Seltener","2013","indirekter Migrationshintergrund","weiblich","53","0.143161106560691","0.108621956015161","0.177700257106221"
"Nein, nie","2014","kein Migrationshintergrund","maennlich","","","",""
"Nein, nie","2014","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","weiblich","","","",""
