"plb0219","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2006","Hauptschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","2006","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","2006","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","2006","Hauptschule","Städtischer Raum","","","",""
"Seltener","2006","Hauptschule","Ländlicher Raum","","","",""
"Seltener","2006","Realschule","Städtischer Raum","","","",""
"Seltener","2006","Realschule","Ländlicher Raum","","","",""
"Seltener","2006","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","2006","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","2006","AkademikerIn","Städtischer Raum","","","",""
"Seltener","2006","AkademikerIn","Ländlicher Raum","","","",""
"Nein, nie","2007","(noch) kein Abschluss","Städtischer Raum","43","0.710307728395114","0.604793593803294","0.815821862986935"
"Nein, nie","2007","(noch) kein Abschluss","Ländlicher Raum","14","","",""
"Nein, nie","2007","Hauptschule","Städtischer Raum","1330","0.700857874814794","0.680355503027289","0.7213602466023"
"Nein, nie","2007","Hauptschule","Ländlicher Raum","631","0.639722877221699","0.609588649423264","0.669857105020134"
"Nein, nie","2007","Realschule","Städtischer Raum","1292","0.639754152840796","0.618651067784573","0.66085723789702"
"Nein, nie","2007","Realschule","Ländlicher Raum","878","0.560276894545613","0.535116439330521","0.585437349760704"
"Nein, nie","2007","(Fach-)Abitur","Städtischer Raum","691","0.629208881071742","0.600267564357782","0.658150197785701"
"Nein, nie","2007","(Fach-)Abitur","Ländlicher Raum","210","0.612092858821257","0.561617534111937","0.662568183530577"
"Nein, nie","2007","AkademikerIn","Städtischer Raum","1068","0.474345339120708","0.453094536607705","0.495596141633711"
"Nein, nie","2007","AkademikerIn","Ländlicher Raum","436","0.522143091290371","0.488140303237493","0.556145879343248"
"Ja, jede Woche","2007","(noch) kein Abschluss","Städtischer Raum","4","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"Ja, jede Woche","2007","Hauptschule","Städtischer Raum","92","0.0472881515333752","0.0377841326429167","0.0567921704238337"
"Ja, jede Woche","2007","Hauptschule","Ländlicher Raum","64","0.0655609245153909","0.0500247599325306","0.0810970890982512"
"Ja, jede Woche","2007","Realschule","Städtischer Raum","84","0.0441454909544837","0.0351156734508336","0.0531753084581338"
"Ja, jede Woche","2007","Realschule","Ländlicher Raum","91","0.0664285878723539","0.0538051171533363","0.0790520585913716"
"Ja, jede Woche","2007","(Fach-)Abitur","Städtischer Raum","63","0.0593366410842325","0.0451808287966112","0.0734924533718538"
"Ja, jede Woche","2007","(Fach-)Abitur","Ländlicher Raum","16","","",""
"Ja, jede Woche","2007","AkademikerIn","Städtischer Raum","213","0.093350030329076","0.0809690562562969","0.105731004401855"
"Ja, jede Woche","2007","AkademikerIn","Ländlicher Raum","85","0.107708426179642","0.086605189889503","0.128811662469781"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Städtischer Raum","11","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","Städtischer Raum","138","0.0734540784855613","0.0617727625437972","0.0851353944273255"
"Ja, alle 2 Wochen","2007","Hauptschule","Ländlicher Raum","82","0.0861079241070462","0.0684997307456281","0.103716117468464"
"Ja, alle 2 Wochen","2007","Realschule","Städtischer Raum","171","0.092421514675205","0.0796903382079532","0.105152691142457"
"Ja, alle 2 Wochen","2007","Realschule","Ländlicher Raum","175","0.127853643066623","0.110926692188993","0.144780593944253"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Städtischer Raum","98","0.106793614613975","0.0882879471094383","0.125299282118512"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Ländlicher Raum","32","0.0811136088461929","0.0528332868763877","0.109393930815998"
"Ja, alle 2 Wochen","2007","AkademikerIn","Städtischer Raum","152","0.0796416522207899","0.0681196921660485","0.0911636122755313"
"Ja, alle 2 Wochen","2007","AkademikerIn","Ländlicher Raum","63","0.0769062906382452","0.0587689063876729","0.0950436748888175"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Städtischer Raum","5","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","Städtischer Raum","82","0.0434704357205627","0.0343398942335287","0.0526009772075967"
"Ja, alle 3-4 Wochen","2007","Hauptschule","Ländlicher Raum","46","0.0406563640948911","0.0282599192880993","0.0530528089016829"
"Ja, alle 3-4 Wochen","2007","Realschule","Städtischer Raum","100","0.0494472557739684","0.0399171195601631","0.0589773919877738"
"Ja, alle 3-4 Wochen","2007","Realschule","Ländlicher Raum","88","0.0684285640686473","0.0556302050192002","0.0812269231180945"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Städtischer Raum","48","0.055475220201391","0.0417596964147018","0.0691907439880803"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Ländlicher Raum","28","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Städtischer Raum","140","0.0685602923010603","0.057805761664287","0.0793148229378336"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Ländlicher Raum","47","0.0598063769633716","0.0436645300840483","0.0759482238426949"
"Seltener","2007","(noch) kein Abschluss","Städtischer Raum","8","","",""
"Seltener","2007","(noch) kein Abschluss","Ländlicher Raum","4","","",""
"Seltener","2007","Hauptschule","Städtischer Raum","274","0.134929459445707","0.119631641429786","0.150227277461627"
"Seltener","2007","Hauptschule","Ländlicher Raum","152","0.167951910060973","0.144487347039328","0.191416473082618"
"Seltener","2007","Realschule","Städtischer Raum","341","0.174231585755546","0.157557866714826","0.190905304796267"
"Seltener","2007","Realschule","Ländlicher Raum","263","0.177012310446763","0.157664763927773","0.196359856965752"
"Seltener","2007","(Fach-)Abitur","Städtischer Raum","170","0.14918564302866","0.127838629647178","0.170532656410141"
"Seltener","2007","(Fach-)Abitur","Ländlicher Raum","72","0.196092620172988","0.154964372116734","0.237220868229241"
"Seltener","2007","AkademikerIn","Städtischer Raum","548","0.284102686028366","0.264909777517021","0.303295594539711"
"Seltener","2007","AkademikerIn","Ländlicher Raum","198","0.233435814928371","0.204640035896723","0.262231593960019"
"Nein, nie","2008","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nein, nie","2008","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nein, nie","2008","Hauptschule","Städtischer Raum","","","",""
"Nein, nie","2008","Hauptschule","Ländlicher Raum","","","",""
"Nein, nie","2008","Realschule","Städtischer Raum","","","",""
"Nein, nie","2008","Realschule","Ländlicher Raum","","","",""
"Nein, nie","2008","(Fach-)Abitur","Städtischer Raum","","","",""
"Nein, nie","2008","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nein, nie","2008","AkademikerIn","Städtischer Raum","","","",""
"Nein, nie","2008","AkademikerIn","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","Hauptschule","Städtischer Raum","","","",""
"Ja, jede Woche","2008","Hauptschule","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","Realschule","Städtischer Raum","","","",""
"Ja, jede Woche","2008","Realschule","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","AkademikerIn","Städtischer Raum","","","",""
"Ja, jede Woche","2008","AkademikerIn","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","Realschule","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","Realschule","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","2008","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","2008","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","2008","Hauptschule","Städtischer Raum","","","",""
"Seltener","2008","Hauptschule","Ländlicher Raum","","","",""
"Seltener","2008","Realschule","Städtischer Raum","","","",""
"Seltener","2008","Realschule","Ländlicher Raum","","","",""
"Seltener","2008","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","2008","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","2008","AkademikerIn","Städtischer Raum","","","",""
"Seltener","2008","AkademikerIn","Ländlicher Raum","","","",""
"Nein, nie","2009","(noch) kein Abschluss","Städtischer Raum","44","0.704820797355046","0.597969129897029","0.811672464813063"
"Nein, nie","2009","(noch) kein Abschluss","Ländlicher Raum","16","","",""
"Nein, nie","2009","Hauptschule","Städtischer Raum","1076","0.652449009478564","0.629020633713854","0.675877385243274"
"Nein, nie","2009","Hauptschule","Ländlicher Raum","525","0.652928883400595","0.620445347751736","0.685412419049453"
"Nein, nie","2009","Realschule","Städtischer Raum","1142","0.631627446122846","0.609200067952058","0.654054824293634"
"Nein, nie","2009","Realschule","Ländlicher Raum","790","0.538269386386053","0.511861080474985","0.56467769229712"
"Nein, nie","2009","(Fach-)Abitur","Städtischer Raum","587","0.600324951501986","0.568961416166479","0.631688486837493"
"Nein, nie","2009","(Fach-)Abitur","Ländlicher Raum","205","0.660075330680646","0.608176067196646","0.711974594164647"
"Nein, nie","2009","AkademikerIn","Städtischer Raum","912","0.482743958678908","0.460143799049514","0.505344118308302"
"Nein, nie","2009","AkademikerIn","Ländlicher Raum","405","0.4985058151116","0.463371915370407","0.533639714852793"
"Ja, jede Woche","2009","(noch) kein Abschluss","Städtischer Raum","7","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","Ländlicher Raum","3","","",""
"Ja, jede Woche","2009","Hauptschule","Städtischer Raum","88","0.06435040244541","0.0522780507524412","0.0764227541383788"
"Ja, jede Woche","2009","Hauptschule","Ländlicher Raum","41","0.0435158592743422","0.0295944312846015","0.0574372872640829"
"Ja, jede Woche","2009","Realschule","Städtischer Raum","88","0.0533845321994029","0.042932544351197","0.0638365200476088"
"Ja, jede Woche","2009","Realschule","Ländlicher Raum","79","0.0586153340922318","0.0461720347392078","0.0710586334452559"
"Ja, jede Woche","2009","(Fach-)Abitur","Städtischer Raum","53","0.0573223642112223","0.0424382859586606","0.0722064424637841"
"Ja, jede Woche","2009","(Fach-)Abitur","Ländlicher Raum","18","","",""
"Ja, jede Woche","2009","AkademikerIn","Städtischer Raum","203","0.112122799713853","0.0978528081683167","0.126392791259388"
"Ja, jede Woche","2009","AkademikerIn","Ländlicher Raum","97","0.123151884397718","0.100060976458883","0.146242792336553"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","Städtischer Raum","6","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","Städtischer Raum","115","0.0759410007693649","0.0629079035116892","0.0889740980270406"
"Ja, alle 2 Wochen","2009","Hauptschule","Ländlicher Raum","74","0.0915124223840526","0.0718371551780769","0.111187689590028"
"Ja, alle 2 Wochen","2009","Realschule","Städtischer Raum","168","0.0945844508541648","0.0809782077973094","0.10819069391102"
"Ja, alle 2 Wochen","2009","Realschule","Ländlicher Raum","158","0.122217220317205","0.10486695596179","0.13956748467262"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","Städtischer Raum","83","0.0885206130034419","0.0703330744163481","0.106708151590536"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","Ländlicher Raum","27","","",""
"Ja, alle 2 Wochen","2009","AkademikerIn","Städtischer Raum","134","0.0705856771250189","0.0590015511925118","0.082169803057526"
"Ja, alle 2 Wochen","2009","AkademikerIn","Ländlicher Raum","55","0.0723574674970427","0.0541524836445699","0.0905624513495154"
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","Städtischer Raum","2","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","Städtischer Raum","83","0.0592989903384329","0.0476789112982535","0.0709190693786124"
"Ja, alle 3-4 Wochen","2009","Hauptschule","Ländlicher Raum","45","0.0398326440661039","0.0264877800458215","0.0531775080863864"
"Ja, alle 3-4 Wochen","2009","Realschule","Städtischer Raum","69","0.0378671283541789","0.0289924404463258","0.046741816262032"
"Ja, alle 3-4 Wochen","2009","Realschule","Ländlicher Raum","88","0.0873927549696125","0.0724329463308081","0.102352563608417"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","Städtischer Raum","55","0.0748025676688141","0.0579582370224823","0.091646898315146"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","Ländlicher Raum","14","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","Städtischer Raum","125","0.0693873460775408","0.0578945708683","0.0808801212867817"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","Ländlicher Raum","56","0.0715844717193057","0.0534694481884986","0.0896994952501128"
"Seltener","2009","(noch) kein Abschluss","Städtischer Raum","11","","",""
"Seltener","2009","(noch) kein Abschluss","Ländlicher Raum","2","","",""
"Seltener","2009","Hauptschule","Städtischer Raum","225","0.147960596968228","0.130491819808614","0.165429374127842"
"Seltener","2009","Hauptschule","Ländlicher Raum","140","0.172210190874906","0.146446351756157","0.197974029993656"
"Seltener","2009","Realschule","Städtischer Raum","310","0.182536442469407","0.164576151483972","0.200496733454841"
"Seltener","2009","Realschule","Ländlicher Raum","254","0.193505304234899","0.172578950526852","0.214431657942945"
"Seltener","2009","(Fach-)Abitur","Städtischer Raum","159","0.179029503614535","0.154482167212629","0.203576840016442"
"Seltener","2009","(Fach-)Abitur","Ländlicher Raum","56","0.177385661768255","0.135532285710967","0.219239037825544"
"Seltener","2009","AkademikerIn","Städtischer Raum","504","0.265160218404679","0.245196069023831","0.285124367785527"
"Seltener","2009","AkademikerIn","Ländlicher Raum","165","0.234400361274334","0.204633140342709","0.264167582205957"
"Nein, nie","2010","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nein, nie","2010","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nein, nie","2010","Hauptschule","Städtischer Raum","","","",""
"Nein, nie","2010","Hauptschule","Ländlicher Raum","","","",""
"Nein, nie","2010","Realschule","Städtischer Raum","","","",""
"Nein, nie","2010","Realschule","Ländlicher Raum","","","",""
"Nein, nie","2010","(Fach-)Abitur","Städtischer Raum","","","",""
"Nein, nie","2010","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nein, nie","2010","AkademikerIn","Städtischer Raum","","","",""
"Nein, nie","2010","AkademikerIn","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","Hauptschule","Städtischer Raum","","","",""
"Ja, jede Woche","2010","Hauptschule","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","Realschule","Städtischer Raum","","","",""
"Ja, jede Woche","2010","Realschule","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","AkademikerIn","Städtischer Raum","","","",""
"Ja, jede Woche","2010","AkademikerIn","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Realschule","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","Realschule","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","2010","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","2010","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","2010","Hauptschule","Städtischer Raum","","","",""
"Seltener","2010","Hauptschule","Ländlicher Raum","","","",""
"Seltener","2010","Realschule","Städtischer Raum","","","",""
"Seltener","2010","Realschule","Ländlicher Raum","","","",""
"Seltener","2010","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","2010","(Fach-)Abitur","Ländlicher Raum","","","",""
