"plb0219","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2005","Hauptschule","männlich","90","0.0526816344294814","0.0421394371270921","0.0632238317318707"
"Ja, alle 3-4 Wochen","2005","Hauptschule","weiblich","46","0.0435063160588107","0.0321107402893105","0.0549018918283109"
"Ja, alle 3-4 Wochen","2005","Realschule","männlich","90","0.0628840803722831","0.0511101350794726","0.0746580256650937"
"Ja, alle 3-4 Wochen","2005","Realschule","weiblich","85","0.0510853436257529","0.0409282086277976","0.0612424786237082"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","männlich","45","0.0654611386831596","0.0466056487333834","0.0843166286329357"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","weiblich","29","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","männlich","115","0.0801770557486805","0.0668912547231854","0.0934628567741756"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","weiblich","52","0.0366058855859588","0.0260811228079033","0.0471306483640143"
"Seltener","2005","(noch) kein Abschluss","männlich","8","","",""
"Seltener","2005","(noch) kein Abschluss","weiblich","5","","",""
"Seltener","2005","Hauptschule","männlich","312","0.177097130597858","0.159082158576422","0.195112102619293"
"Seltener","2005","Hauptschule","weiblich","112","0.0835170236139019","0.0680620321332153","0.0989720150945884"
"Seltener","2005","Realschule","männlich","409","0.244134366072192","0.223299449882998","0.264969282261385"
"Seltener","2005","Realschule","weiblich","185","0.0961522989513155","0.0825523601842681","0.109752237718363"
"Seltener","2005","(Fach-)Abitur","männlich","153","0.23197918358467","0.199801234159294","0.264157133010046"
"Seltener","2005","(Fach-)Abitur","weiblich","85","0.110559666518674","0.0873954011659608","0.133723931871388"
"Seltener","2005","AkademikerIn","männlich","452","0.309863248325044","0.287239571674124","0.332486924975963"
"Seltener","2005","AkademikerIn","weiblich","233","0.185347808345556","0.163569973240252","0.20712564345086"
"Nein, nie","2006","(noch) kein Abschluss","männlich","","","",""
"Nein, nie","2006","(noch) kein Abschluss","weiblich","","","",""
"Nein, nie","2006","Hauptschule","männlich","","","",""
"Nein, nie","2006","Hauptschule","weiblich","","","",""
"Nein, nie","2006","Realschule","männlich","","","",""
"Nein, nie","2006","Realschule","weiblich","","","",""
"Nein, nie","2006","(Fach-)Abitur","männlich","","","",""
"Nein, nie","2006","(Fach-)Abitur","weiblich","","","",""
"Nein, nie","2006","AkademikerIn","männlich","","","",""
"Nein, nie","2006","AkademikerIn","weiblich","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","männlich","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, jede Woche","2006","Hauptschule","männlich","","","",""
"Ja, jede Woche","2006","Hauptschule","weiblich","","","",""
"Ja, jede Woche","2006","Realschule","männlich","","","",""
"Ja, jede Woche","2006","Realschule","weiblich","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","männlich","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, jede Woche","2006","AkademikerIn","männlich","","","",""
"Ja, jede Woche","2006","AkademikerIn","weiblich","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","männlich","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Realschule","männlich","","","",""
"Ja, alle 2 Wochen","2006","Realschule","weiblich","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","männlich","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","männlich","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","weiblich","","","",""
"Seltener","2006","(noch) kein Abschluss","männlich","","","",""
"Seltener","2006","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2006","Hauptschule","männlich","","","",""
"Seltener","2006","Hauptschule","weiblich","","","",""
"Seltener","2006","Realschule","männlich","","","",""
"Seltener","2006","Realschule","weiblich","","","",""
"Seltener","2006","(Fach-)Abitur","männlich","","","",""
"Seltener","2006","(Fach-)Abitur","weiblich","","","",""
"Seltener","2006","AkademikerIn","männlich","","","",""
"Seltener","2006","AkademikerIn","weiblich","","","",""
"Nein, nie","2007","(noch) kein Abschluss","männlich","29","","",""
"Nein, nie","2007","(noch) kein Abschluss","weiblich","28","","",""
"Nein, nie","2007","Hauptschule","männlich","1099","0.65221697739991","0.629696025148353","0.674737929651466"
"Nein, nie","2007","Hauptschule","weiblich","862","0.72452199242448","0.698955665506873","0.750088319342087"
"Nein, nie","2007","Realschule","männlich","911","0.543968790086901","0.519936763632096","0.568000816541705"
"Nein, nie","2007","Realschule","weiblich","1259","0.672220541334951","0.650731669532092","0.693709413137811"
"Nein, nie","2007","(Fach-)Abitur","männlich","393","0.590361946511845","0.553153104378017","0.627570788645673"
"Nein, nie","2007","(Fach-)Abitur","weiblich","508","0.657652543202319","0.623851355852467","0.691453730552171"
"Nein, nie","2007","AkademikerIn","männlich","765","0.445089427613271","0.420948384614672","0.469230470611869"
"Nein, nie","2007","AkademikerIn","weiblich","739","0.543323186834825","0.51647184682133","0.570174526848319"
"Ja, jede Woche","2007","(noch) kein Abschluss","männlich","3","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","weiblich","2","","",""
"Ja, jede Woche","2007","Hauptschule","männlich","104","0.0560837574173941","0.0452039353696827","0.0669635794651056"
"Ja, jede Woche","2007","Hauptschule","weiblich","52","0.0489728594011284","0.0366226798499096","0.0613230389523472"
"Ja, jede Woche","2007","Realschule","männlich","102","0.0587816105217126","0.047432232509169","0.0701309885342562"
"Ja, jede Woche","2007","Realschule","weiblich","73","0.0475836788015624","0.0378380631250741","0.0573292944780507"
"Ja, jede Woche","2007","(Fach-)Abitur","männlich","45","0.0641691125951758","0.0456274559217842","0.0827107692685674"
"Ja, jede Woche","2007","(Fach-)Abitur","weiblich","34","0.0397305080924919","0.0258162909529347","0.0536447252320492"
"Ja, jede Woche","2007","AkademikerIn","männlich","166","0.0913204606475626","0.0773274774671848","0.10531344382794"
"Ja, jede Woche","2007","AkademikerIn","weiblich","132","0.104660290993829","0.0881590253609658","0.121161556626692"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","männlich","5","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","weiblich","7","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","männlich","107","0.0599924708311229","0.048763225973713","0.0712217156885327"
"Ja, alle 2 Wochen","2007","Hauptschule","weiblich","113","0.104438327932419","0.0869367668013439","0.121939889063495"
"Ja, alle 2 Wochen","2007","Realschule","männlich","158","0.103751053083402","0.0890375289856999","0.118464577181103"
"Ja, alle 2 Wochen","2007","Realschule","weiblich","188","0.110146006691573","0.0958138808203585","0.124478132562788"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","männlich","52","0.086592162518974","0.0653128060120487","0.107871519025899"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","weiblich","78","0.113735308252672","0.091118593034473","0.136352023470872"
"Ja, alle 2 Wochen","2007","AkademikerIn","männlich","129","0.0893160106865536","0.0754621951755043","0.103169826197603"
"Ja, alle 2 Wochen","2007","AkademikerIn","weiblich","86","0.0645553786576839","0.0513086810949079","0.0778020762204599"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","männlich","3","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","weiblich","2","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","männlich","93","0.0532141583349484","0.0426002339964472","0.0638280826734497"
"Ja, alle 3-4 Wochen","2007","Hauptschule","weiblich","35","0.0262861298682635","0.0171307137546356","0.0354415459818914"
"Ja, alle 3-4 Wochen","2007","Realschule","männlich","102","0.069437404085869","0.057172175313604","0.081702632858134"
"Ja, alle 3-4 Wochen","2007","Realschule","weiblich","86","0.0446553199090192","0.0351998415322251","0.0541107982858134"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","männlich","45","0.0806272244419896","0.0600269263200729","0.101227522563906"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","weiblich","31","0.0450229880096796","0.0302518564209507","0.0597941195984086"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","männlich","112","0.0709187881176433","0.0584498812125766","0.0833876950227101"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","weiblich","75","0.0601037617828838","0.0472915783924492","0.0729159451733185"
"Seltener","2007","(noch) kein Abschluss","männlich","6","","",""
"Seltener","2007","(noch) kein Abschluss","weiblich","6","","",""
"Seltener","2007","Hauptschule","männlich","315","0.178492636016625","0.160385390370657","0.196599881662593"
"Seltener","2007","Hauptschule","weiblich","111","0.0957806903737088","0.0789394158548363","0.112621964892581"
"Seltener","2007","Realschule","männlich","377","0.224061142222116","0.203942292702794","0.244179991741438"
"Seltener","2007","Realschule","weiblich","227","0.125394453262894","0.110234001766637","0.14055490475915"
"Seltener","2007","(Fach-)Abitur","männlich","136","0.178249553932016","0.149291389418763","0.207207718445268"
"Seltener","2007","(Fach-)Abitur","weiblich","106","0.143858652442837","0.118858602218819","0.168858702666856"
"Seltener","2007","AkademikerIn","männlich","456","0.30335531293497","0.281024611851511","0.325686014018429"
"Seltener","2007","AkademikerIn","weiblich","290","0.227357381730779","0.204764261006317","0.249950502455241"
"Nein, nie","2008","(noch) kein Abschluss","männlich","","","",""
"Nein, nie","2008","(noch) kein Abschluss","weiblich","","","",""
"Nein, nie","2008","Hauptschule","männlich","","","",""
"Nein, nie","2008","Hauptschule","weiblich","","","",""
"Nein, nie","2008","Realschule","männlich","","","",""
"Nein, nie","2008","Realschule","weiblich","","","",""
"Nein, nie","2008","(Fach-)Abitur","männlich","","","",""
"Nein, nie","2008","(Fach-)Abitur","weiblich","","","",""
"Nein, nie","2008","AkademikerIn","männlich","","","",""
"Nein, nie","2008","AkademikerIn","weiblich","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","männlich","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, jede Woche","2008","Hauptschule","männlich","","","",""
"Ja, jede Woche","2008","Hauptschule","weiblich","","","",""
"Ja, jede Woche","2008","Realschule","männlich","","","",""
"Ja, jede Woche","2008","Realschule","weiblich","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","männlich","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, jede Woche","2008","AkademikerIn","männlich","","","",""
"Ja, jede Woche","2008","AkademikerIn","weiblich","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","männlich","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Realschule","männlich","","","",""
"Ja, alle 2 Wochen","2008","Realschule","weiblich","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","männlich","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","männlich","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","weiblich","","","",""
"Seltener","2008","(noch) kein Abschluss","männlich","","","",""
"Seltener","2008","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2008","Hauptschule","männlich","","","",""
"Seltener","2008","Hauptschule","weiblich","","","",""
"Seltener","2008","Realschule","männlich","","","",""
"Seltener","2008","Realschule","weiblich","","","",""
"Seltener","2008","(Fach-)Abitur","männlich","","","",""
"Seltener","2008","(Fach-)Abitur","weiblich","","","",""
"Seltener","2008","AkademikerIn","männlich","","","",""
"Seltener","2008","AkademikerIn","weiblich","","","",""
"Nein, nie","2009","(noch) kein Abschluss","männlich","37","0.690858802075588","0.56644079327432","0.815276810876857"
"Nein, nie","2009","(noch) kein Abschluss","weiblich","23","","",""
"Nein, nie","2009","Hauptschule","männlich","896","0.615289124819877","0.589948150107682","0.640630099532072"
"Nein, nie","2009","Hauptschule","weiblich","705","0.708462191310579","0.6802378247769","0.736686557844258"
"Nein, nie","2009","Realschule","männlich","797","0.529853678377687","0.504269651489711","0.555437705265663"
"Nein, nie","2009","Realschule","weiblich","1135","0.656674053896285","0.633996025815387","0.679352081977183"
"Nein, nie","2009","(Fach-)Abitur","männlich","336","0.566192282793185","0.525928255820855","0.606456309765514"
"Nein, nie","2009","(Fach-)Abitur","weiblich","456","0.663651661500553","0.628009753820074","0.699293569181032"
"Nein, nie","2009","AkademikerIn","männlich","649","0.451624889007463","0.425713483708981","0.477536294305945"
"Nein, nie","2009","AkademikerIn","weiblich","668","0.531282060605547","0.503495755411127","0.559068365799967"
"Ja, jede Woche","2009","(noch) kein Abschluss","männlich","4","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","weiblich","6","","",""
"Ja, jede Woche","2009","Hauptschule","männlich","91","0.0687521246770785","0.055572829841611","0.081931419512546"
"Ja, jede Woche","2009","Hauptschule","weiblich","38","0.0409707164946516","0.0286603456671907","0.0532810873221126"
"Ja, jede Woche","2009","Realschule","männlich","94","0.0634609111654409","0.0509643502472503","0.0759574720836314"
"Ja, jede Woche","2009","Realschule","weiblich","73","0.047692326728141","0.0375136822721669","0.057870971184115"
"Ja, jede Woche","2009","(Fach-)Abitur","männlich","36","0.0661233554634664","0.0459346348599549","0.0863120760669778"
"Ja, jede Woche","2009","(Fach-)Abitur","weiblich","35","0.0519456898323212","0.035204451771556","0.0686869278930863"
"Ja, jede Woche","2009","AkademikerIn","männlich","154","0.118770523418856","0.10192587274759","0.135615174090123"
"Ja, jede Woche","2009","AkademikerIn","weiblich","146","0.109744600002593","0.0923401090269547","0.127149090978231"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","männlich","3","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","weiblich","3","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","männlich","86","0.0655026729465762","0.0526161720790258","0.0783891738141266"
"Ja, alle 2 Wochen","2009","Hauptschule","weiblich","103","0.104115634322835","0.085148471371577","0.123082797274094"
"Ja, alle 2 Wochen","2009","Realschule","männlich","143","0.107878112933696","0.091976060821212","0.123780165046179"
"Ja, alle 2 Wochen","2009","Realschule","weiblich","183","0.103673235072981","0.0891138324781672","0.118232637667796"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","männlich","51","0.0932465087558353","0.0696228311537985","0.116870186357872"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","weiblich","59","0.0733585850553898","0.0536898001550663","0.0930273699557133"
"Ja, alle 2 Wochen","2009","AkademikerIn","männlich","99","0.0715582342638695","0.058137684458619","0.08497878406912"
"Ja, alle 2 Wochen","2009","AkademikerIn","weiblich","90","0.0703255814445836","0.0560880549906747","0.0845631078984925"
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","weiblich","2","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","männlich","91","0.066012336815831","0.0530793275808373","0.0789453460508247"
"Ja, alle 3-4 Wochen","2009","Hauptschule","weiblich","37","0.0335615489623239","0.0223767928035203","0.0447463051211275"
"Ja, alle 3-4 Wochen","2009","Realschule","männlich","78","0.0568603105918297","0.0449898647974174","0.068730756386242"
"Ja, alle 3-4 Wochen","2009","Realschule","weiblich","79","0.0588954036265547","0.0476509930253092","0.0701398142278002"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","männlich","40","0.0780681054347738","0.0562723042070055","0.0998639066625421"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","weiblich","29","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","männlich","104","0.0694179957369554","0.056184440757671","0.0826515507162399"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","weiblich","77","0.0705676749606843","0.056307520534243","0.0848278293871255"
"Seltener","2009","(noch) kein Abschluss","männlich","9","","",""
"Seltener","2009","(noch) kein Abschluss","weiblich","4","","",""
"Seltener","2009","Hauptschule","männlich","252","0.184443740740638","0.164242623564104","0.204644857917172"
"Seltener","2009","Hauptschule","weiblich","113","0.11288990890961","0.0932366424281872","0.132543175391033"
"Seltener","2009","Realschule","männlich","350","0.241946986931347","0.219994470905598","0.263899502957096"
"Seltener","2009","Realschule","weiblich","214","0.133064980676038","0.116843062433957","0.149286898918119"
"Seltener","2009","(Fach-)Abitur","männlich","119","0.19636974755274","0.164095804508496","0.228643690596984"
"Seltener","2009","(Fach-)Abitur","weiblich","96","0.161069462973219","0.133338445055729","0.188800480890709"
"Seltener","2009","AkademikerIn","männlich","411","0.288628357572856","0.265035478628986","0.312221236516725"
"Seltener","2009","AkademikerIn","weiblich","258","0.218080082986592","0.195086768597015","0.241073397376169"
"Nein, nie","2010","(noch) kein Abschluss","männlich","","","",""
"Nein, nie","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein, nie","2010","Hauptschule","männlich","","","",""
"Nein, nie","2010","Hauptschule","weiblich","","","",""
"Nein, nie","2010","Realschule","männlich","","","",""
"Nein, nie","2010","Realschule","weiblich","","","",""
"Nein, nie","2010","(Fach-)Abitur","männlich","","","",""
"Nein, nie","2010","(Fach-)Abitur","weiblich","","","",""
"Nein, nie","2010","AkademikerIn","männlich","","","",""
"Nein, nie","2010","AkademikerIn","weiblich","","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","männlich","","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja, jede Woche","2010","Hauptschule","männlich","","","",""
"Ja, jede Woche","2010","Hauptschule","weiblich","","","",""
"Ja, jede Woche","2010","Realschule","männlich","","","",""
"Ja, jede Woche","2010","Realschule","weiblich","","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","männlich","","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","weiblich","","","",""
"Ja, jede Woche","2010","AkademikerIn","männlich","","","",""
"Ja, jede Woche","2010","AkademikerIn","weiblich","","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","männlich","","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","weiblich","","","",""
"Ja, alle 2 Wochen","2010","Realschule","männlich","","","",""
"Ja, alle 2 Wochen","2010","Realschule","weiblich","","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","männlich","","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","männlich","","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","weiblich","","","",""
"Seltener","2010","(noch) kein Abschluss","männlich","","","",""
"Seltener","2010","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2010","Hauptschule","männlich","","","",""
"Seltener","2010","Hauptschule","weiblich","","","",""
"Seltener","2010","Realschule","männlich","","","",""
"Seltener","2010","Realschule","weiblich","","","",""
"Seltener","2010","(Fach-)Abitur","männlich","","","",""
"Seltener","2010","(Fach-)Abitur","weiblich","","","",""
"Seltener","2010","AkademikerIn","männlich","","","",""
"Seltener","2010","AkademikerIn","weiblich","","","",""
"Nein, nie","2011","(noch) kein Abschluss","männlich","81","0.684142209652568","0.604538843560715","0.763745575744421"
"Nein, nie","2011","(noch) kein Abschluss","weiblich","57","0.677489035228961","0.581449340162112","0.773528730295809"
"Nein, nie","2011","Hauptschule","männlich","1471","0.651202943549364","0.631532262299238","0.670873624799489"
"Nein, nie","2011","Hauptschule","weiblich","1100","0.712089132872055","0.689713262494613","0.734465003249496"
"Nein, nie","2011","Realschule","männlich","1290","0.548002586724945","0.527662937823563","0.568342235626327"
"Nein, nie","2011","Realschule","weiblich","2039","0.689240069374897","0.67278301997038","0.705697118779413"
"Nein, nie","2011","(Fach-)Abitur","männlich","531","0.516892739750166","0.485638110950859","0.548147368549473"
"Nein, nie","2011","(Fach-)Abitur","weiblich","857","0.645131147913097","0.618929327094587","0.671332968731607"
"Nein, nie","2011","AkademikerIn","männlich","1059","0.480226250164498","0.459669192115631","0.500783308213364"
"Nein, nie","2011","AkademikerIn","weiblich","1120","0.550670622275788","0.529179763667027","0.572161480884549"
"Ja, jede Woche","2011","(noch) kein Abschluss","männlich","18","","",""
"Ja, jede Woche","2011","(noch) kein Abschluss","weiblich","9","","",""
"Ja, jede Woche","2011","Hauptschule","männlich","139","0.0657223046098684","0.0554948113896929","0.0759497978300439"
"Ja, jede Woche","2011","Hauptschule","weiblich","84","0.0516350220299593","0.0406993955778273","0.0625706484820914"
"Ja, jede Woche","2011","Realschule","männlich","143","0.0615466558939475","0.0517248183500742","0.0713684934378208"
"Ja, jede Woche","2011","Realschule","weiblich","140","0.049539191485756","0.0418231283897809","0.057255254581731"
"Ja, jede Woche","2011","(Fach-)Abitur","männlich","65","0.0674687712417594","0.0517804873465462","0.0831570551369727"
"Ja, jede Woche","2011","(Fach-)Abitur","weiblich","65","0.0768299358650476","0.0622458363859735","0.0914140353441217"
"Ja, jede Woche","2011","AkademikerIn","männlich","233","0.0943393682125049","0.0823122918142086","0.106366444610801"
"Ja, jede Woche","2011","AkademikerIn","weiblich","259","0.114949914609019","0.101169456460931","0.128730372757106"
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","männlich","6","","",""
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","weiblich","13","","",""
"Ja, alle 2 Wochen","2011","Hauptschule","männlich","172","0.0785042633647234","0.0674031099518248","0.089605416777622"
"Ja, alle 2 Wochen","2011","Hauptschule","weiblich","183","0.116979721877822","0.101097020866308","0.132862422889337"
"Ja, alle 2 Wochen","2011","Realschule","männlich","218","0.0915562760462275","0.0797699826600916","0.103342569432363"
