"plb0219","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2005","30-45","3","185","0.199714760447903","0.174319240902296","0.225110279993511"
"Seltener","2005","30-45","4","240","0.220283462184926","0.195600732763518","0.244966191606333"
"Seltener","2005","30-45","5 Einkommensstärkstes Quintil","227","0.243373448285461","0.216696737195424","0.270050159375498"
"Seltener","2005","46-65","1 Einkommensschwächstes Quintil","79","0.169979201172457","0.134056761396764","0.20590164094815"
"Seltener","2005","46-65","2","108","0.153458988454406","0.125664927923551","0.18125304898526"
"Seltener","2005","46-65","3","117","0.163647753104316","0.136624882591912","0.19067062361672"
"Seltener","2005","46-65","4","163","0.159705041577315","0.136792802137404","0.182617281017225"
"Seltener","2005","46-65","5 Einkommensstärkstes Quintil","341","0.232816293650086","0.21095744706892","0.254675140231251"
"Seltener","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","66","2","","","",""
"Seltener","2005","66","3","","","",""
"Seltener","2005","66","4","","","",""
"Seltener","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","17-29","2","","","",""
"Nein, nie","2006","17-29","3","","","",""
"Nein, nie","2006","17-29","4","","","",""
"Nein, nie","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","30-45","2","","","",""
"Nein, nie","2006","30-45","3","","","",""
"Nein, nie","2006","30-45","4","","","",""
"Nein, nie","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","46-65","2","","","",""
"Nein, nie","2006","46-65","3","","","",""
"Nein, nie","2006","46-65","4","","","",""
"Nein, nie","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","66","2","","","",""
"Nein, nie","2006","66","3","","","",""
"Nein, nie","2006","66","4","","","",""
"Nein, nie","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","17-29","2","","","",""
"Ja, jede Woche","2006","17-29","3","","","",""
"Ja, jede Woche","2006","17-29","4","","","",""
"Ja, jede Woche","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","30-45","2","","","",""
"Ja, jede Woche","2006","30-45","3","","","",""
"Ja, jede Woche","2006","30-45","4","","","",""
"Ja, jede Woche","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","46-65","2","","","",""
"Ja, jede Woche","2006","46-65","3","","","",""
"Ja, jede Woche","2006","46-65","4","","","",""
"Ja, jede Woche","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","66","2","","","",""
"Ja, jede Woche","2006","66","3","","","",""
"Ja, jede Woche","2006","66","4","","","",""
"Ja, jede Woche","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","17-29","2","","","",""
"Ja, alle 2 Wochen","2006","17-29","3","","","",""
"Ja, alle 2 Wochen","2006","17-29","4","","","",""
"Ja, alle 2 Wochen","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","30-45","2","","","",""
"Ja, alle 2 Wochen","2006","30-45","3","","","",""
"Ja, alle 2 Wochen","2006","30-45","4","","","",""
"Ja, alle 2 Wochen","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","46-65","2","","","",""
"Ja, alle 2 Wochen","2006","46-65","3","","","",""
"Ja, alle 2 Wochen","2006","46-65","4","","","",""
"Ja, alle 2 Wochen","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","66","2","","","",""
"Ja, alle 2 Wochen","2006","66","3","","","",""
"Ja, alle 2 Wochen","2006","66","4","","","",""
"Ja, alle 2 Wochen","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","2","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","3","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","4","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","2","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","3","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","4","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","2","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","3","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","4","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","66","2","","","",""
"Ja, alle 3-4 Wochen","2006","66","3","","","",""
"Ja, alle 3-4 Wochen","2006","66","4","","","",""
"Ja, alle 3-4 Wochen","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","17-29","2","","","",""
"Seltener","2006","17-29","3","","","",""
"Seltener","2006","17-29","4","","","",""
"Seltener","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","30-45","2","","","",""
"Seltener","2006","30-45","3","","","",""
"Seltener","2006","30-45","4","","","",""
"Seltener","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","46-65","2","","","",""
"Seltener","2006","46-65","3","","","",""
"Seltener","2006","46-65","4","","","",""
"Seltener","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","66","2","","","",""
"Seltener","2006","66","3","","","",""
"Seltener","2006","66","4","","","",""
"Seltener","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2007","17-29","1 Einkommensschwächstes Quintil","282","0.709889385148801","0.665079159487482","0.754699610810121"
"Nein, nie","2007","17-29","2","291","0.681458779436414","0.63711141874282","0.725806140130008"
"Nein, nie","2007","17-29","3","262","0.647057404934249","0.599930058567168","0.69418475130133"
"Nein, nie","2007","17-29","4","304","0.647446655220964","0.60305692547202","0.691836384969909"
"Nein, nie","2007","17-29","5 Einkommensstärkstes Quintil","140","0.58713599290943","0.522515759341082","0.651756226477777"
"Nein, nie","2007","30-45","1 Einkommensschwächstes Quintil","339","0.634434607500716","0.593278794144289","0.675590420857142"
"Nein, nie","2007","30-45","2","591","0.60630425927245","0.575916468010765","0.636692050534134"
"Nein, nie","2007","30-45","3","607","0.617697702090945","0.587578772162427","0.647816632019462"
"Nein, nie","2007","30-45","4","662","0.584197621516343","0.554513548729293","0.613881694303394"
"Nein, nie","2007","30-45","5 Einkommensstärkstes Quintil","527","0.506770590884025","0.475356691046183","0.538184490721866"
"Nein, nie","2007","46-65","1 Einkommensschwächstes Quintil","264","0.667753796457442","0.622105493829974","0.71340209908491"
"Nein, nie","2007","46-65","2","465","0.644945140503949","0.609894117506046","0.679996163501852"
"Nein, nie","2007","46-65","3","452","0.640766241360607","0.605794494590409","0.675737988130806"
"Nein, nie","2007","46-65","4","712","0.606129641785356","0.577975595383458","0.634283688187255"
"Nein, nie","2007","46-65","5 Einkommensstärkstes Quintil","767","0.524150991344851","0.498638258803038","0.549663723886665"
"Nein, nie","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2007","66","2","","","",""
"Nein, nie","2007","66","3","","","",""
"Nein, nie","2007","66","4","","","",""
"Nein, nie","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2007","17-29","1 Einkommensschwächstes Quintil","22","","",""
"Ja, jede Woche","2007","17-29","2","24","","",""
"Ja, jede Woche","2007","17-29","3","20","","",""
"Ja, jede Woche","2007","17-29","4","18","","",""
"Ja, jede Woche","2007","17-29","5 Einkommensstärkstes Quintil","16","","",""
"Ja, jede Woche","2007","30-45","1 Einkommensschwächstes Quintil","34","0.0565311038905639","0.0367949398810818","0.0762672679000459"
"Ja, jede Woche","2007","30-45","2","67","0.0770522282922392","0.0604657329560601","0.0936387236284183"
"Ja, jede Woche","2007","30-45","3","53","0.040634370255004","0.0283970328220514","0.0528717076879566"
"Ja, jede Woche","2007","30-45","4","42","0.0467580980164546","0.0340426961131009","0.0594734999198083"
"Ja, jede Woche","2007","30-45","5 Einkommensstärkstes Quintil","72","0.0731900157673442","0.0568251313207664","0.089554900213922"
"Ja, jede Woche","2007","46-65","1 Einkommensschwächstes Quintil","35","0.0800256845851429","0.0537297271978084","0.106321641972477"
"Ja, jede Woche","2007","46-65","2","41","0.0657431994394969","0.0475901273834171","0.0838962714955767"
"Ja, jede Woche","2007","46-65","3","42","0.0421629607020153","0.0275145568195474","0.0568113645844833"
"Ja, jede Woche","2007","46-65","4","60","0.0473109992360165","0.0350778563774594","0.0595441420945735"
"Ja, jede Woche","2007","46-65","5 Einkommensstärkstes Quintil","163","0.115761994747881","0.099417865969745","0.132106123526016"
"Ja, jede Woche","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2007","66","2","","","",""
"Ja, jede Woche","2007","66","3","","","",""
"Ja, jede Woche","2007","66","4","","","",""
"Ja, jede Woche","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","17-29","1 Einkommensschwächstes Quintil","36","0.0966813092723398","0.0675008757446222","0.125861742800057"
"Ja, alle 2 Wochen","2007","17-29","2","34","0.0924269181106052","0.0648589217972182","0.119994914423992"
"Ja, alle 2 Wochen","2007","17-29","3","40","0.1273894218546","0.0945098265671224","0.160269017142079"
"Ja, alle 2 Wochen","2007","17-29","4","55","0.144815146819483","0.112118359675156","0.17751193396381"
"Ja, alle 2 Wochen","2007","17-29","5 Einkommensstärkstes Quintil","14","","",""
"Ja, alle 2 Wochen","2007","30-45","1 Einkommensschwächstes Quintil","39","0.0649017918727404","0.0438488798778359","0.085954703867645"
"Ja, alle 2 Wochen","2007","30-45","2","114","0.114754185234874","0.0949302589204743","0.134578111549274"
"Ja, alle 2 Wochen","2007","30-45","3","104","0.105417721961101","0.0863843800284601","0.124451063893742"
"Ja, alle 2 Wochen","2007","30-45","4","71","0.0726203768527955","0.0569904072042168","0.0882503465013742"
"Ja, alle 2 Wochen","2007","30-45","5 Einkommensstärkstes Quintil","84","0.0971650062892532","0.0785548164036615","0.115775196174845"
"Ja, alle 2 Wochen","2007","46-65","1 Einkommensschwächstes Quintil","36","0.0947136053986388","0.0663353548834954","0.123091855913782"
"Ja, alle 2 Wochen","2007","46-65","2","55","0.0589339224773388","0.0416841125912185","0.0761837323634591"
"Ja, alle 2 Wochen","2007","46-65","3","67","0.113180233665614","0.0900871505979025","0.136273316733325"
"Ja, alle 2 Wochen","2007","46-65","4","86","0.077375058034438","0.0619795331178332","0.0927705829510429"
"Ja, alle 2 Wochen","2007","46-65","5 Einkommensstärkstes Quintil","99","0.0573829491810275","0.0455019418415409","0.0692639565205142"
"Ja, alle 2 Wochen","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","66","2","","","",""
"Ja, alle 2 Wochen","2007","66","3","","","",""
"Ja, alle 2 Wochen","2007","66","4","","","",""
"Ja, alle 2 Wochen","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","17-29","1 Einkommensschwächstes Quintil","14","","",""
"Ja, alle 3-4 Wochen","2007","17-29","2","18","","",""
"Ja, alle 3-4 Wochen","2007","17-29","3","18","","",""
"Ja, alle 3-4 Wochen","2007","17-29","4","15","","",""
"Ja, alle 3-4 Wochen","2007","17-29","5 Einkommensstärkstes Quintil","15","","",""
"Ja, alle 3-4 Wochen","2007","30-45","1 Einkommensschwächstes Quintil","26","","",""
"Ja, alle 3-4 Wochen","2007","30-45","2","52","0.0507316641842994","0.0370824540925281","0.0643808742760707"
"Ja, alle 3-4 Wochen","2007","30-45","3","60","0.0589487061608868","0.0443507559594903","0.0735466563622833"
"Ja, alle 3-4 Wochen","2007","30-45","4","50","0.0451866264132949","0.0326764245664401","0.0576968282601497"
"Ja, alle 3-4 Wochen","2007","30-45","5 Einkommensstärkstes Quintil","69","0.081025087331951","0.0638794650257341","0.098170709638168"
"Ja, alle 3-4 Wochen","2007","46-65","1 Einkommensschwächstes Quintil","21","","",""
"Ja, alle 3-4 Wochen","2007","46-65","2","36","0.0670429514142225","0.0487240693207487","0.0853618335076964"
"Ja, alle 3-4 Wochen","2007","46-65","3","39","0.0594056005617055","0.0421752611690298","0.0766359399543812"
"Ja, alle 3-4 Wochen","2007","46-65","4","65","0.0530561817443231","0.0401406731040443","0.0659716903846018"
"Ja, alle 3-4 Wochen","2007","46-65","5 Einkommensstärkstes Quintil","86","0.0500028968170127","0.0388688534373865","0.0611369401966389"
"Ja, alle 3-4 Wochen","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","66","2","","","",""
"Ja, alle 3-4 Wochen","2007","66","3","","","",""
"Ja, alle 3-4 Wochen","2007","66","4","","","",""
"Ja, alle 3-4 Wochen","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","17-29","1 Einkommensschwächstes Quintil","40","0.113901684245411","0.0825322989394948","0.145271069551327"
"Seltener","2007","17-29","2","57","0.140397973625368","0.107331011507841","0.173464935742895"
"Seltener","2007","17-29","3","55","0.137225858889568","0.103293341363936","0.171158376415199"
"Seltener","2007","17-29","4","53","0.113523963761699","0.0840495375896554","0.142998389933742"
"Seltener","2007","17-29","5 Einkommensstärkstes Quintil","38","0.174303431113118","0.124511511762282","0.224095350463954"
"Seltener","2007","30-45","1 Einkommensschwächstes Quintil","88","0.176533770276895","0.143950699333189","0.209116841220601"
"Seltener","2007","30-45","2","169","0.151157663016138","0.128878336037618","0.173436989994657"
"Seltener","2007","30-45","3","176","0.177301499532064","0.153630061159945","0.200972937904182"
"Seltener","2007","30-45","4","234","0.251237277201112","0.225114806097191","0.277359748305033"
"Seltener","2007","30-45","5 Einkommensstärkstes Quintil","221","0.241849299727427","0.214943750721305","0.268754848733549"
"Seltener","2007","46-65","1 Einkommensschwächstes Quintil","53","0.105183113539694","0.0754509485734166","0.134915278505971"
"Seltener","2007","46-65","2","119","0.163334786164993","0.136257397405221","0.190412174924765"
"Seltener","2007","46-65","3","123","0.144484963710058","0.118857590564075","0.170112336856041"
"Seltener","2007","46-65","4","234","0.216128119199866","0.192411128055133","0.239845110344599"
"Seltener","2007","46-65","5 Einkommensstärkstes Quintil","357","0.252701167909228","0.230501577463983","0.274900758354473"
"Seltener","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","66","2","","","",""
"Seltener","2007","66","3","","","",""
"Seltener","2007","66","4","","","",""
"Seltener","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","17-29","2","","","",""
"Nein, nie","2008","17-29","3","","","",""
"Nein, nie","2008","17-29","4","","","",""
"Nein, nie","2008","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","30-45","2","","","",""
"Nein, nie","2008","30-45","3","","","",""
"Nein, nie","2008","30-45","4","","","",""
"Nein, nie","2008","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","46-65","2","","","",""
"Nein, nie","2008","46-65","3","","","",""
"Nein, nie","2008","46-65","4","","","",""
"Nein, nie","2008","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","66","2","","","",""
"Nein, nie","2008","66","3","","","",""
"Nein, nie","2008","66","4","","","",""
"Nein, nie","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","17-29","2","","","",""
"Ja, jede Woche","2008","17-29","3","","","",""
"Ja, jede Woche","2008","17-29","4","","","",""
"Ja, jede Woche","2008","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","30-45","2","","","",""
"Ja, jede Woche","2008","30-45","3","","","",""
"Ja, jede Woche","2008","30-45","4","","","",""
"Ja, jede Woche","2008","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","46-65","2","","","",""
"Ja, jede Woche","2008","46-65","3","","","",""
"Ja, jede Woche","2008","46-65","4","","","",""
"Ja, jede Woche","2008","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","66","2","","","",""
"Ja, jede Woche","2008","66","3","","","",""
"Ja, jede Woche","2008","66","4","","","",""
"Ja, jede Woche","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","17-29","2","","","",""
"Ja, alle 2 Wochen","2008","17-29","3","","","",""
"Ja, alle 2 Wochen","2008","17-29","4","","","",""
"Ja, alle 2 Wochen","2008","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","30-45","2","","","",""
"Ja, alle 2 Wochen","2008","30-45","3","","","",""
"Ja, alle 2 Wochen","2008","30-45","4","","","",""
"Ja, alle 2 Wochen","2008","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","46-65","2","","","",""
"Ja, alle 2 Wochen","2008","46-65","3","","","",""
"Ja, alle 2 Wochen","2008","46-65","4","","","",""
"Ja, alle 2 Wochen","2008","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","66","1 Einkommensschwächstes Quintil","","","",""
