"plb0219","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2005","3","Städtischer Raum","114","0.0935589830527059","0.0779317281132337","0.109186237992178"
"Ja, alle 2 Wochen","2005","3","Ländlicher Raum","75","0.107018759789612","0.0849239485701855","0.129113571009038"
"Ja, alle 2 Wochen","2005","4","Städtischer Raum","119","0.075161848085018","0.0629240294388702","0.0873996667311659"
"Ja, alle 2 Wochen","2005","4","Ländlicher Raum","65","0.112269733038215","0.0898102858876486","0.134729180188782"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","165","0.0912540358089707","0.0788665918041189","0.103641479813823"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","44","0.063218624797247","0.0444088216475456","0.0820284279469485"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","41","0.0452796145743518","0.0315268410358156","0.0590323881128881"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","30","0.0664320926544819","0.0463372778187966","0.0865269074901672"
"Ja, alle 3-4 Wochen","2005","2","Städtischer Raum","64","0.0627098459070398","0.0495460609993351","0.0758736308147445"
"Ja, alle 3-4 Wochen","2005","2","Ländlicher Raum","37","0.0488984689482864","0.0337641856004864","0.0640327522960865"
"Ja, alle 3-4 Wochen","2005","3","Städtischer Raum","60","0.0470923867376463","0.0357247306651814","0.0584600428101111"
"Ja, alle 3-4 Wochen","2005","3","Ländlicher Raum","46","0.0611018758425343","0.0439829828155483","0.0782207688695202"
"Ja, alle 3-4 Wochen","2005","4","Städtischer Raum","74","0.0386118636056286","0.0296688852338504","0.0475548419774068"
"Ja, alle 3-4 Wochen","2005","4","Ländlicher Raum","51","0.0698262366917356","0.0516953700326592","0.0879571033508121"
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","130","0.0745195752352282","0.0632228329709953","0.0858163174994612"
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","37","0.0527444243282805","0.0354675780934568","0.0700212705631041"
"Seltener","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","135","0.152774708425838","0.128977499646086","0.17657191720559"
"Seltener","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","87","0.130264111019957","0.103104210753973","0.15742401128594"
"Seltener","2005","2","Städtischer Raum","175","0.132768853933127","0.11434453597707","0.151193171889185"
"Seltener","2005","2","Ländlicher Raum","149","0.179577455678365","0.152640687444867","0.206514223911862"
"Seltener","2005","3","Städtischer Raum","212","0.151618071695737","0.132372032535638","0.170864110855836"
"Seltener","2005","3","Ländlicher Raum","134","0.214067946368664","0.184751758722874","0.243384134014453"
"Seltener","2005","4","Städtischer Raum","323","0.186600154776318","0.168516739241681","0.204683570310954"
"Seltener","2005","4","Ländlicher Raum","142","0.173051425479013","0.146138925341027","0.199963925616998"
"Seltener","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","476","0.243685706929524","0.225218526224715","0.262152887634333"
"Seltener","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","138","0.180208602674362","0.150500012521432","0.209917192827292"
"Nein, nie","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Nein, nie","2006","2","Städtischer Raum","","","",""
"Nein, nie","2006","2","Ländlicher Raum","","","",""
"Nein, nie","2006","3","Städtischer Raum","","","",""
"Nein, nie","2006","3","Ländlicher Raum","","","",""
"Nein, nie","2006","4","Städtischer Raum","","","",""
"Nein, nie","2006","4","Ländlicher Raum","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2006","2","Städtischer Raum","","","",""
"Ja, jede Woche","2006","2","Ländlicher Raum","","","",""
"Ja, jede Woche","2006","3","Städtischer Raum","","","",""
"Ja, jede Woche","2006","3","Ländlicher Raum","","","",""
"Ja, jede Woche","2006","4","Städtischer Raum","","","",""
"Ja, jede Woche","2006","4","Ländlicher Raum","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","2","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","2","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","3","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","3","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","4","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","4","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","2","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","2","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","3","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","3","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","4","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","4","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Seltener","2006","2","Städtischer Raum","","","",""
"Seltener","2006","2","Ländlicher Raum","","","",""
"Seltener","2006","3","Städtischer Raum","","","",""
"Seltener","2006","3","Ländlicher Raum","","","",""
"Seltener","2006","4","Städtischer Raum","","","",""
"Seltener","2006","4","Ländlicher Raum","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","515","0.677406021633988","0.644127337709197","0.710684705558778"
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","386","0.660551096982619","0.622374715267094","0.698727478698143"
"Nein, nie","2007","2","Städtischer Raum","850","0.659834794266776","0.634041421104092","0.685628167429459"
"Nein, nie","2007","2","Ländlicher Raum","519","0.602297264055813","0.569662839865091","0.634931688246534"
"Nein, nie","2007","3","Städtischer Raum","836","0.650771723797944","0.624985677069231","0.676557770526657"
"Nein, nie","2007","3","Ländlicher Raum","497","0.583450334039198","0.549911776003899","0.616988892074497"
"Nein, nie","2007","4","Städtischer Raum","1201","0.626606788735896","0.604469257749798","0.648744319721994"
"Nein, nie","2007","4","Ländlicher Raum","491","0.548151699608895","0.514714490590265","0.581588908627525"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","1142","0.518671983964159","0.497413006734137","0.539930961194181"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","331","0.539224303435073","0.499893300570907","0.578555306299239"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","48","0.0624823405460383","0.0452524760686931","0.0797122050233834"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","44","0.0630840797805994","0.0434836973088267","0.0826844622523721"
"Ja, jede Woche","2007","2","Städtischer Raum","75","0.0653928153966242","0.0519334319579568","0.0788521988352917"
"Ja, jede Woche","2007","2","Ländlicher Raum","59","0.0718309459757712","0.0546138240496034","0.089048067901939"
"Ja, jede Woche","2007","3","Städtischer Raum","65","0.0362928726700303","0.02617710291161","0.0464086424284505"
"Ja, jede Woche","2007","3","Ländlicher Raum","53","0.0601524269230386","0.0439766803536837","0.0763281734923935"
"Ja, jede Woche","2007","4","Städtischer Raum","75","0.0435160836091372","0.0341789803346618","0.0528531868836127"
"Ja, jede Woche","2007","4","Ländlicher Raum","47","0.0569825633733029","0.0414080615619674","0.0725570651846384"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","202","0.0946610954778085","0.0822054351585723","0.107116755797045"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","57","0.0977167710259235","0.0742873527702875","0.121146189281559"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","57","0.0766439573654592","0.0577058294186217","0.0955820853122966"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","54","0.088925851141655","0.0659778307087071","0.111873871574603"
"Ja, alle 2 Wochen","2007","2","Städtischer Raum","101","0.0838002583095604","0.0687146317938979","0.098885884825223"
"Ja, alle 2 Wochen","2007","2","Ländlicher Raum","102","0.0999477731488042","0.079948618608058","0.11994692768955"
"Ja, alle 2 Wochen","2007","3","Städtischer Raum","127","0.105149847513145","0.0885579823455551","0.121741712680735"
"Ja, alle 2 Wochen","2007","3","Ländlicher Raum","84","0.123991826594374","0.101570585279684","0.146413067909064"
"Ja, alle 2 Wochen","2007","4","Städtischer Raum","129","0.0785904930307128","0.0662747738849091","0.0909062121765166"
"Ja, alle 2 Wochen","2007","4","Ländlicher Raum","84","0.105725807663932","0.0850668138503569","0.126384801477506"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","165","0.0785876080872056","0.0671382942250621","0.090036921949349"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","37","0.074517562933814","0.0537961711888459","0.0952389546787821"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","37","0.0525814897169883","0.0366923324326551","0.0684706470013215"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","24","","",""
"Ja, alle 3-4 Wochen","2007","2","Städtischer Raum","59","0.042920460986046","0.0318859829374348","0.0539549390346572"
"Ja, alle 3-4 Wochen","2007","2","Ländlicher Raum","47","0.066576564299108","0.0499542588012489","0.0831988697969671"
"Ja, alle 3-4 Wochen","2007","3","Städtischer Raum","66","0.0522467803571938","0.0402104768995578","0.0642830838148299"
"Ja, alle 3-4 Wochen","2007","3","Ländlicher Raum","54","0.0650298225143195","0.0482547576385375","0.0818048873901016"
"Ja, alle 3-4 Wochen","2007","4","Städtischer Raum","83","0.0430472196755995","0.0337582780655551","0.0523361612856439"
"Ja, alle 3-4 Wochen","2007","4","Ländlicher Raum","48","0.0629116607111585","0.0465984610120038","0.0792248604103133"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","137","0.0706114413085359","0.0597118152061959","0.0815110674108759"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","38","0.0465848457860198","0.0299557411756375","0.0632139503964021"
"Seltener","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","101","0.130886190737527","0.106875827647853","0.1548965538272"
"Seltener","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","83","0.143689469894984","0.115409270698535","0.171969669091433"
"Seltener","2007","2","Städtischer Raum","211","0.148051671040994","0.128716016652662","0.167387325429325"
"Seltener","2007","2","Ländlicher Raum","137","0.159347452520504","0.134942832567733","0.183752072473275"
"Seltener","2007","3","Städtischer Raum","219","0.155538775661687","0.135935668126699","0.175141883196674"
"Seltener","2007","3","Ländlicher Raum","142","0.16737558992907","0.141978750411218","0.192772429446922"
"Seltener","2007","4","Städtischer Raum","346","0.208239414948655","0.189655944049757","0.226822885847553"
"Seltener","2007","4","Ländlicher Raum","181","0.226228268642712","0.198118117770293","0.254338419515132"
"Seltener","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","476","0.237467871162291","0.219362522014409","0.255573220310174"
"Seltener","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","154","0.24195651681917","0.208163946190437","0.275749087447903"
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Nein, nie","2008","2","Städtischer Raum","","","",""
"Nein, nie","2008","2","Ländlicher Raum","","","",""
"Nein, nie","2008","3","Städtischer Raum","","","",""
"Nein, nie","2008","3","Ländlicher Raum","","","",""
"Nein, nie","2008","4","Städtischer Raum","","","",""
"Nein, nie","2008","4","Ländlicher Raum","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","2","Städtischer Raum","","","",""
"Ja, jede Woche","2008","2","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","3","Städtischer Raum","","","",""
"Ja, jede Woche","2008","3","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","4","Städtischer Raum","","","",""
"Ja, jede Woche","2008","4","Ländlicher Raum","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","2","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","2","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","3","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","3","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","4","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","4","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","2","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","2","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","3","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","3","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","4","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","4","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Seltener","2008","2","Städtischer Raum","","","",""
"Seltener","2008","2","Ländlicher Raum","","","",""
"Seltener","2008","3","Städtischer Raum","","","",""
"Seltener","2008","3","Ländlicher Raum","","","",""
"Seltener","2008","4","Städtischer Raum","","","",""
"Seltener","2008","4","Ländlicher Raum","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","412","0.655247220630654","0.617865544309077","0.692628896952231"
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","274","0.637382634969048","0.592100326865089","0.682664943073008"
"Nein, nie","2009","2","Städtischer Raum","662","0.604173624708599","0.57430861058672","0.634038638830478"
"Nein, nie","2009","2","Ländlicher Raum","433","0.614714085879782","0.578532813377374","0.650895358382189"
"Nein, nie","2009","3","Städtischer Raum","705","0.671672706025763","0.643845360919499","0.699500051132027"
"Nein, nie","2009","3","Ländlicher Raum","452","0.597882882277798","0.563045934069087","0.632719830486508"
"Nein, nie","2009","4","Städtischer Raum","1031","0.626755475775267","0.603332776997762","0.650178174552773"
"Nein, nie","2009","4","Ländlicher Raum","476","0.573297667150852","0.538981463125836","0.607613871175868"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","1058","0.485441010745429","0.463721080146409","0.50716094134445"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","365","0.497523140437544","0.46066757659395","0.534378704281138"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","52","0.0761509551176129","0.0552896980206813","0.0970122122145445"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","47","0.116859152343239","0.0866004363582542","0.147117868328224"
"Ja, jede Woche","2009","2","Städtischer Raum","61","0.0672441315558795","0.0519494419307579","0.082538821181001"
"Ja, jede Woche","2009","2","Ländlicher Raum","48","0.0741980959107705","0.0547126161248609","0.0936835756966802"
"Ja, jede Woche","2009","3","Städtischer Raum","59","0.0580766973128741","0.0442171783765791","0.0719362162491692"
"Ja, jede Woche","2009","3","Ländlicher Raum","38","0.0526986956030335","0.0368242062778729","0.0685731849281942"
"Ja, jede Woche","2009","4","Städtischer Raum","83","0.0520155242057572","0.0412618160798136","0.0627692323317008"
"Ja, jede Woche","2009","4","Ländlicher Raum","40","0.0386537147390317","0.0252790719947646","0.0520283574832987"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","191","0.101184756730087","0.0880789011712183","0.114290612288955"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","68","0.0801976028213498","0.0601774980391709","0.100217707603529"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","60","0.0956833998700476","0.0725477958903915","0.118819003849704"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","40","0.0787774173303796","0.0534035128889516","0.104151321771808"
"Ja, alle 2 Wochen","2009","2","Städtischer Raum","86","0.0792008212090081","0.062708689949512","0.0956929524685043"
"Ja, alle 2 Wochen","2009","2","Ländlicher Raum","68","0.0818885144632905","0.0615033182848691","0.102273710641712"
"Ja, alle 2 Wochen","2009","3","Städtischer Raum","81","0.0716206777497014","0.0563407474677978","0.0869006080316051"
"Ja, alle 2 Wochen","2009","3","Ländlicher Raum","83","0.103238526941041","0.0816205458280898","0.124856508053992"
"Ja, alle 2 Wochen","2009","4","Städtischer Raum","143","0.0865961007400088","0.072976269027874","0.100215932452144"
"Ja, alle 2 Wochen","2009","4","Ländlicher Raum","74","0.112374143416599","0.0904614978132265","0.134286789019972"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","153","0.0760005602333537","0.0644841568746558","0.0875169635920517"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","57","0.0947289290134375","0.0731430857711901","0.116314772255685"
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","26","","",""
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","21","","",""
"Ja, alle 3-4 Wochen","2009","2","Städtischer Raum","48","0.0482001605723091","0.0351195946224347","0.0612807265221836"
"Ja, alle 3-4 Wochen","2009","2","Ländlicher Raum","48","0.0680157201035806","0.0492974964354829","0.0867339437716783"
"Ja, alle 3-4 Wochen","2009","3","Städtischer Raum","64","0.0637847511057078","0.0493041790874346","0.0782653231239811"
"Ja, alle 3-4 Wochen","2009","3","Ländlicher Raum","40","0.0612273758950311","0.0441936837353074","0.0782610680547549"
"Ja, alle 3-4 Wochen","2009","4","Städtischer Raum","76","0.0442456326081026","0.0342870050080383","0.0542042602081669"
"Ja, alle 3-4 Wochen","2009","4","Ländlicher Raum","41","0.051795625649921","0.0364195975399803","0.0671716537598616"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","131","0.0736395621137398","0.0622889779031903","0.0849901463242893"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","54","0.0810877830165416","0.0609666185805308","0.101208947452552"
"Seltener","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","71","0.107989604317685","0.0835790172748693","0.1324001913605"
"Seltener","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","51","0.11612432162917","0.0859483453538152","0.146300297904526"
"Seltener","2009","2","Städtischer Raum","173","0.201181261954204","0.176699235408282","0.225663288500127"
"Seltener","2009","2","Ländlicher Raum","98","0.161183583642577","0.133846665451839","0.188520501833315"
"Seltener","2009","3","Städtischer Raum","185","0.134845167805954","0.114605469110259","0.155084866501649"
"Seltener","2009","3","Ländlicher Raum","148","0.184952519283097","0.157367242685904","0.212537795880289"
"Seltener","2009","4","Städtischer Raum","305","0.190387266670864","0.17137434947669","0.209400183865038"
"Seltener","2009","4","Ländlicher Raum","167","0.223878849043596","0.194957540570987","0.252800157516206"
"Seltener","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","501","0.26373411017739","0.244583919233191","0.282884301121589"
"Seltener","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","163","0.246462544711127","0.214696271241175","0.27822881818108"
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Nein, nie","2010","2","Städtischer Raum","","","",""
"Nein, nie","2010","2","Ländlicher Raum","","","",""
"Nein, nie","2010","3","Städtischer Raum","","","",""
"Nein, nie","2010","3","Ländlicher Raum","","","",""
"Nein, nie","2010","4","Städtischer Raum","","","",""
"Nein, nie","2010","4","Ländlicher Raum","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","2","Städtischer Raum","","","",""
"Ja, jede Woche","2010","2","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","3","Städtischer Raum","","","",""
"Ja, jede Woche","2010","3","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","4","Städtischer Raum","","","",""
"Ja, jede Woche","2010","4","Ländlicher Raum","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","2","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","2","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","3","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","3","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","4","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","4","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
