"plb0219","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein, nie","2005","Hauptschule","Bayern","431","0.678417340673052","0.641827905478373","0.715006775867731"
"Nein, nie","2005","Hauptschule","Saarland","","","",""
"Nein, nie","2005","Hauptschule","Berlin","26","","",""
"Nein, nie","2005","Hauptschule","Brandenburg","20","","",""
"Nein, nie","2005","Hauptschule","Mecklenburg-Vorpommern","13","","",""
"Nein, nie","2005","Hauptschule","Sachsen","26","","",""
"Nein, nie","2005","Hauptschule","Sachsen-Anhalt","33","0.768089911559468","0.647429441388459","0.888750381730478"
"Nein, nie","2005","Hauptschule","Thueringen","27","","",""
"Nein, nie","2005","Realschule","Schleswig-Holstein","61","0.598115400431553","0.504781732643951","0.691449068219155"
"Nein, nie","2005","Realschule","Hamburg","29","","",""
"Nein, nie","2005","Realschule","Niedersachsen","196","0.589905170310833","0.536183018045821","0.643627322575845"
"Nein, nie","2005","Realschule","Bremen","12","","",""
"Nein, nie","2005","Realschule","Nordrhein-Westfalen","372","0.650317400811506","0.611031241485373","0.689603560137639"
"Nein, nie","2005","Realschule","Hessen","145","0.669751283738498","0.606592226944506","0.73291034053249"
"Nein, nie","2005","Realschule","Rheinland-Pfalz,Saarland","110","0.679517986973128","0.607434222085452","0.751601751860805"
"Nein, nie","2005","Realschule","Baden-Wuerttemberg","253","0.669851150223191","0.620863060115162","0.718839240331221"
"Nein, nie","2005","Realschule","Bayern","287","0.644958398596924","0.59983397257866","0.690082824615187"
"Nein, nie","2005","Realschule","Saarland","","","",""
"Nein, nie","2005","Realschule","Berlin","60","0.539916884913873","0.449606693575144","0.630227076252602"
"Nein, nie","2005","Realschule","Brandenburg","112","0.522046472848752","0.452293552280663","0.591799393416841"
"Nein, nie","2005","Realschule","Mecklenburg-Vorpommern","72","0.580023029566036","0.491346238861788","0.668699820270284"
"Nein, nie","2005","Realschule","Sachsen","233","0.595122147499474","0.545440324416172","0.644803970582776"
"Nein, nie","2005","Realschule","Sachsen-Anhalt","112","0.555677851763845","0.485575923981976","0.625779779545715"
"Nein, nie","2005","Realschule","Thueringen","128","0.547274559518723","0.481500169282642","0.613048949754804"
"Nein, nie","2005","(Fach-)Abitur","Schleswig-Holstein","28","","",""
"Nein, nie","2005","(Fach-)Abitur","Hamburg","19","","",""
"Nein, nie","2005","(Fach-)Abitur","Niedersachsen","67","0.64074704287938","0.55149255083683","0.73000153492193"
"Nein, nie","2005","(Fach-)Abitur","Bremen","6","","",""
"Nein, nie","2005","(Fach-)Abitur","Nordrhein-Westfalen","278","0.674640749119699","0.629401295872095","0.719880202367302"
"Nein, nie","2005","(Fach-)Abitur","Hessen","70","0.588614271536175","0.498677110305364","0.678551432766985"
"Nein, nie","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","50","0.70562752198162","0.60448421544932","0.806770828513919"
"Nein, nie","2005","(Fach-)Abitur","Baden-Wuerttemberg","124","0.682764140745979","0.614963266837823","0.750565014654136"
"Nein, nie","2005","(Fach-)Abitur","Bayern","95","0.568960919503953","0.490491232951655","0.647430606056252"
"Nein, nie","2005","(Fach-)Abitur","Saarland","","","",""
"Nein, nie","2005","(Fach-)Abitur","Berlin","35","0.518935717521394","0.386889767782935","0.650981667259852"
"Nein, nie","2005","(Fach-)Abitur","Brandenburg","26","","",""
"Nein, nie","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","7","","",""
"Nein, nie","2005","(Fach-)Abitur","Sachsen","38","0.610249372851615","0.488854784014345","0.731643961688884"
"Nein, nie","2005","(Fach-)Abitur","Sachsen-Anhalt","20","","",""
"Nein, nie","2005","(Fach-)Abitur","Thueringen","24","","",""
"Nein, nie","2005","AkademikerIn","Schleswig-Holstein","41","0.499195011750458","0.386783513469129","0.611606510031788"
"Nein, nie","2005","AkademikerIn","Hamburg","36","0.538277228046914","0.409976906439149","0.666577549654679"
"Nein, nie","2005","AkademikerIn","Niedersachsen","93","0.427896732477973","0.359666145815319","0.496127319140626"
"Nein, nie","2005","AkademikerIn","Bremen","6","","",""
"Nein, nie","2005","AkademikerIn","Nordrhein-Westfalen","303","0.496081562728738","0.455179160772653","0.536983964684823"
"Nein, nie","2005","AkademikerIn","Hessen","103","0.418613843512008","0.355132920178193","0.482094766845823"
"Nein, nie","2005","AkademikerIn","Rheinland-Pfalz,Saarland","64","0.554232754159249","0.462179477724421","0.646286030594077"
"Nein, nie","2005","AkademikerIn","Baden-Wuerttemberg","180","0.560990138970792","0.505112052144321","0.616868225797264"
"Nein, nie","2005","AkademikerIn","Bayern","232","0.595379938771269","0.547038307400216","0.643721570142322"
"Nein, nie","2005","AkademikerIn","Saarland","","","",""
"Nein, nie","2005","AkademikerIn","Berlin","77","0.453539992592446","0.37541809604794","0.531661889136953"
"Nein, nie","2005","AkademikerIn","Brandenburg","75","0.56251197056633","0.47723625222373","0.647787688908929"
"Nein, nie","2005","AkademikerIn","Mecklenburg-Vorpommern","44","0.616155996832174","0.510895871049292","0.721416122615056"
"Nein, nie","2005","AkademikerIn","Sachsen","135","0.549597868505696","0.485158231063332","0.614037505948061"
"Nein, nie","2005","AkademikerIn","Sachsen-Anhalt","75","0.518155791430032","0.436259625101107","0.600051957758958"
"Nein, nie","2005","AkademikerIn","Thueringen","64","0.623301165474995","0.532334777629786","0.714267553320204"
"Ja, jede Woche","2005","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Hamburg","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Niedersachsen","4","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Bremen","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Nordrhein-Westfalen","3","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Hessen","1","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Bayern","2","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Saarland","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Berlin","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Brandenburg","1","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Sachsen","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Thueringen","","","",""
"Ja, jede Woche","2005","Hauptschule","Schleswig-Holstein","7","","",""
"Ja, jede Woche","2005","Hauptschule","Hamburg","1","","",""
"Ja, jede Woche","2005","Hauptschule","Niedersachsen","19","","",""
"Ja, jede Woche","2005","Hauptschule","Bremen","","","",""
"Ja, jede Woche","2005","Hauptschule","Nordrhein-Westfalen","27","","",""
"Ja, jede Woche","2005","Hauptschule","Hessen","13","","",""
"Ja, jede Woche","2005","Hauptschule","Rheinland-Pfalz,Saarland","15","","",""
"Ja, jede Woche","2005","Hauptschule","Baden-Wuerttemberg","23","","",""
"Ja, jede Woche","2005","Hauptschule","Bayern","38","0.0727426186164316","0.0523977195568198","0.0930875176760434"
"Ja, jede Woche","2005","Hauptschule","Saarland","","","",""
"Ja, jede Woche","2005","Hauptschule","Berlin","4","","",""
"Ja, jede Woche","2005","Hauptschule","Brandenburg","2","","",""
"Ja, jede Woche","2005","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2005","Hauptschule","Sachsen","8","","",""
"Ja, jede Woche","2005","Hauptschule","Sachsen-Anhalt","2","","",""
"Ja, jede Woche","2005","Hauptschule","Thueringen","4","","",""
"Ja, jede Woche","2005","Realschule","Schleswig-Holstein","4","","",""
"Ja, jede Woche","2005","Realschule","Hamburg","2","","",""
"Ja, jede Woche","2005","Realschule","Niedersachsen","19","","",""
"Ja, jede Woche","2005","Realschule","Bremen","1","","",""
"Ja, jede Woche","2005","Realschule","Nordrhein-Westfalen","21","","",""
"Ja, jede Woche","2005","Realschule","Hessen","10","","",""
"Ja, jede Woche","2005","Realschule","Rheinland-Pfalz,Saarland","8","","",""
"Ja, jede Woche","2005","Realschule","Baden-Wuerttemberg","9","","",""
"Ja, jede Woche","2005","Realschule","Bayern","14","","",""
"Ja, jede Woche","2005","Realschule","Saarland","","","",""
"Ja, jede Woche","2005","Realschule","Berlin","3","","",""
"Ja, jede Woche","2005","Realschule","Brandenburg","8","","",""
"Ja, jede Woche","2005","Realschule","Mecklenburg-Vorpommern","8","","",""
"Ja, jede Woche","2005","Realschule","Sachsen","12","","",""
"Ja, jede Woche","2005","Realschule","Sachsen-Anhalt","11","","",""
"Ja, jede Woche","2005","Realschule","Thueringen","16","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Hamburg","1","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Niedersachsen","5","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Bremen","","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Nordrhein-Westfalen","17","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Hessen","7","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Baden-Wuerttemberg","12","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Bayern","9","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Saarland","","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Berlin","2","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Brandenburg","1","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Sachsen","3","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","Thueringen","","","",""
"Ja, jede Woche","2005","AkademikerIn","Schleswig-Holstein","3","","",""
"Ja, jede Woche","2005","AkademikerIn","Hamburg","5","","",""
"Ja, jede Woche","2005","AkademikerIn","Niedersachsen","30","0.150298640002572","0.101017234158117","0.199580045847028"
"Ja, jede Woche","2005","AkademikerIn","Bremen","5","","",""
"Ja, jede Woche","2005","AkademikerIn","Nordrhein-Westfalen","46","0.0939852492717059","0.0701132040855714","0.11785729445784"
"Ja, jede Woche","2005","AkademikerIn","Hessen","26","","",""
"Ja, jede Woche","2005","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Ja, jede Woche","2005","AkademikerIn","Baden-Wuerttemberg","23","","",""
"Ja, jede Woche","2005","AkademikerIn","Bayern","34","0.0753851583878709","0.0493821345548553","0.101388182220886"
"Ja, jede Woche","2005","AkademikerIn","Saarland","","","",""
"Ja, jede Woche","2005","AkademikerIn","Berlin","17","","",""
"Ja, jede Woche","2005","AkademikerIn","Brandenburg","11","","",""
"Ja, jede Woche","2005","AkademikerIn","Mecklenburg-Vorpommern","3","","",""
"Ja, jede Woche","2005","AkademikerIn","Sachsen","15","","",""
"Ja, jede Woche","2005","AkademikerIn","Sachsen-Anhalt","11","","",""
"Ja, jede Woche","2005","AkademikerIn","Thueringen","9","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Hamburg","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Niedersachsen","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Bremen","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Nordrhein-Westfalen","3","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Hessen","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Baden-Wuerttemberg","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Bayern","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Saarland","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Berlin","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Brandenburg","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Sachsen","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Thueringen","","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Schleswig-Holstein","7","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Hamburg","1","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Niedersachsen","24","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Bremen","2","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Nordrhein-Westfalen","60","0.0821808622288075","0.0617918773744265","0.102569847083189"
"Ja, alle 2 Wochen","2005","Hauptschule","Hessen","17","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Rheinland-Pfalz,Saarland","28","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Baden-Wuerttemberg","30","0.0892619503377085","0.0635670198462789","0.114956880829138"
"Ja, alle 2 Wochen","2005","Hauptschule","Bayern","45","0.0830014522665862","0.0613897938849245","0.104613110648248"
"Ja, alle 2 Wochen","2005","Hauptschule","Saarland","","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Berlin","2","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Brandenburg","8","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Sachsen","6","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Sachsen-Anhalt","7","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Thueringen","4","","",""
"Ja, alle 2 Wochen","2005","Realschule","Schleswig-Holstein","12","","",""
"Ja, alle 2 Wochen","2005","Realschule","Hamburg","1","","",""
"Ja, alle 2 Wochen","2005","Realschule","Niedersachsen","28","","",""
"Ja, alle 2 Wochen","2005","Realschule","Bremen","4","","",""
"Ja, alle 2 Wochen","2005","Realschule","Nordrhein-Westfalen","57","0.114171151242966","0.0879716529138262","0.140370649572107"
"Ja, alle 2 Wochen","2005","Realschule","Hessen","15","","",""
"Ja, alle 2 Wochen","2005","Realschule","Rheinland-Pfalz,Saarland","14","","",""
"Ja, alle 2 Wochen","2005","Realschule","Baden-Wuerttemberg","28","","",""
"Ja, alle 2 Wochen","2005","Realschule","Bayern","35","0.0729432307533419","0.0484214570786778","0.097465004428006"
"Ja, alle 2 Wochen","2005","Realschule","Saarland","","","",""
"Ja, alle 2 Wochen","2005","Realschule","Berlin","22","","",""
"Ja, alle 2 Wochen","2005","Realschule","Brandenburg","26","","",""
"Ja, alle 2 Wochen","2005","Realschule","Mecklenburg-Vorpommern","14","","",""
"Ja, alle 2 Wochen","2005","Realschule","Sachsen","34","0.123990109132118","0.0906336085142455","0.15734660974999"
"Ja, alle 2 Wochen","2005","Realschule","Sachsen-Anhalt","27","","",""
"Ja, alle 2 Wochen","2005","Realschule","Thueringen","24","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Hamburg","2","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Niedersachsen","8","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Bremen","","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Nordrhein-Westfalen","31","0.0948229957526824","0.0665336388314335","0.123112352673931"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Hessen","10","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Baden-Wuerttemberg","11","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Bayern","12","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Saarland","","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Berlin","4","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Brandenburg","4","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Sachsen","4","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Sachsen-Anhalt","6","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Thueringen","7","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Schleswig-Holstein","3","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Hamburg","3","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Niedersachsen","18","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Bremen","4","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Nordrhein-Westfalen","44","0.0585670637255418","0.0393576741448879","0.0777764533061957"
"Ja, alle 2 Wochen","2005","AkademikerIn","Hessen","17","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Rheinland-Pfalz,Saarland","2","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Baden-Wuerttemberg","19","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Bayern","17","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Saarland","","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Berlin","13","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Brandenburg","8","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Mecklenburg-Vorpommern","7","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Sachsen","17","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Sachsen-Anhalt","17","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","Thueringen","8","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Hamburg","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Bremen","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Nordrhein-Westfalen","2","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Hessen","1","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Bayern","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Saarland","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Berlin","1","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Brandenburg","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Sachsen","1","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Thueringen","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Schleswig-Holstein","7","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Hamburg","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Niedersachsen","11","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Bremen","2","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Nordrhein-Westfalen","31","0.0537862405545787","0.0370382801118606","0.0705342009972969"
"Ja, alle 3-4 Wochen","2005","Hauptschule","Hessen","10","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Rheinland-Pfalz,Saarland","17","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Baden-Wuerttemberg","18","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Bayern","28","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Saarland","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Berlin","2","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Brandenburg","4","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Mecklenburg-Vorpommern","1","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Sachsen","3","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Thueringen","2","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Schleswig-Holstein","3","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Hamburg","1","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Niedersachsen","22","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Bremen","","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Nordrhein-Westfalen","30","0.0658063999735789","0.0453799739431159","0.0862328260040419"
"Ja, alle 3-4 Wochen","2005","Realschule","Hessen","10","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Rheinland-Pfalz,Saarland","8","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Baden-Wuerttemberg","14","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Bayern","26","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Saarland","","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Berlin","5","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Brandenburg","11","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Mecklenburg-Vorpommern","9","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Sachsen","19","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Sachsen-Anhalt","6","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Thueringen","11","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Hamburg","2","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Niedersachsen","4","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Bremen","1","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Nordrhein-Westfalen","22","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Hessen","5","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","6","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Baden-Wuerttemberg","15","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Bayern","7","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Saarland","","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Berlin","3","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Brandenburg","1","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Sachsen","6","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Thueringen","","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Schleswig-Holstein","6","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Hamburg","4","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Niedersachsen","13","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Bremen","1","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Nordrhein-Westfalen","41","0.0812590155468941","0.0589065997108978","0.10361143138289"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Hessen","16","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Rheinland-Pfalz,Saarland","1","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Baden-Wuerttemberg","14","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Bayern","20","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Saarland","","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Berlin","10","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Brandenburg","11","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Mecklenburg-Vorpommern","7","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Sachsen","7","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Sachsen-Anhalt","12","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Thueringen","4","","",""
"Seltener","2005","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","2005","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","2005","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","2005","(noch) kein Abschluss","Bremen","","","",""
"Seltener","2005","(noch) kein Abschluss","Nordrhein-Westfalen","4","","",""
"Seltener","2005","(noch) kein Abschluss","Hessen","","","",""
