"hlf0001_h","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1995","5","Laendlicher Raum","122","0.772526737627074","0.707572118944623","0.837481356309525"
"Altersheim/Seniorenwohnheim","1995","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1995","5","Laendlicher Raum","","","",""
"Hauptmieter","1996","1","Staedtischer Raum","2888","0.659206801184191","0.644329376079394","0.674084226288988"
"Hauptmieter","1996","1","Laendlicher Raum","1304","0.496290399024682","0.476592561966338","0.515988236083025"
"Hauptmieter","1996","2","Staedtischer Raum","1995","0.567397800067285","0.549903747487972","0.584891852646599"
"Hauptmieter","1996","2","Laendlicher Raum","905","0.438553001368325","0.415972085113487","0.461133917623163"
"Hauptmieter","1996","3","Staedtischer Raum","1192","0.51705796136522","0.495761373548116","0.538354549182323"
"Hauptmieter","1996","3","Laendlicher Raum","427","0.335780138278002","0.307091749546122","0.364468527009882"
"Hauptmieter","1996","4","Staedtischer Raum","677","0.43893964925205","0.41304608830991","0.46483321019419"
"Hauptmieter","1996","4","Laendlicher Raum","173","0.324227455631918","0.282782162404904","0.365672748858933"
"Hauptmieter","1996","5","Staedtischer Raum","249","0.329581418810035","0.296140239549683","0.363022598070388"
"Hauptmieter","1996","5","Laendlicher Raum","70","0.320728934182723","0.258046057707793","0.383411810657652"
"Untermieter","1996","1","Staedtischer Raum","147","0.0375309582721622","0.0315652819724708","0.0434966345718535"
"Untermieter","1996","1","Laendlicher Raum","118","0.0509023543011947","0.0422430127044241","0.0595616958979653"
"Untermieter","1996","2","Staedtischer Raum","84","0.0299903138856225","0.0239677587727233","0.0360128689985218"
"Untermieter","1996","2","Laendlicher Raum","30","0.0157888846559908","0.010116103981916","0.0214616653300656"
"Untermieter","1996","3","Staedtischer Raum","31","0.0101098012553758","0.00584638510260285","0.0143732174081487"
"Untermieter","1996","3","Laendlicher Raum","","","",""
"Untermieter","1996","4","Staedtischer Raum","34","0.0239659370695133","0.0159857278284466","0.0319461463105799"
"Untermieter","1996","4","Laendlicher Raum","","","",""
"Untermieter","1996","5","Staedtischer Raum","","","",""
"Untermieter","1996","5","Laendlicher Raum","","","",""
"Eigentuemer","1996","1","Staedtischer Raum","864","0.303262240543647","0.288833935458177","0.317690545629117"
"Eigentuemer","1996","1","Laendlicher Raum","1053","0.452807246674123","0.433196806481669","0.472417686866578"
"Eigentuemer","1996","2","Staedtischer Raum","1002","0.402611886047092","0.385294839408745","0.41992893268544"
"Eigentuemer","1996","2","Laendlicher Raum","920","0.545658113975684","0.522999787448529","0.568316440502838"
"Eigentuemer","1996","3","Staedtischer Raum","892","0.472832237379405","0.451554724270115","0.494109750488695"
"Eigentuemer","1996","3","Laendlicher Raum","596","0.642346278564007","0.613229809540973","0.671462747587041"
"Eigentuemer","1996","4","Staedtischer Raum","700","0.537094413678437","0.511077479828866","0.563111347528007"
"Eigentuemer","1996","4","Laendlicher Raum","302","0.648991549415822","0.60673165982415","0.691251439007495"
"Eigentuemer","1996","5","Staedtischer Raum","492","0.651716346889247","0.617822328882516","0.685610364895978"
"Eigentuemer","1996","5","Laendlicher Raum","141","0.660167948859981","0.596559079595964","0.723776818123997"
"Altersheim/Seniorenwohnheim","1996","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1996","5","Laendlicher Raum","","","",""
"Hauptmieter","1997","1","Staedtischer Raum","2663","0.659709958784894","0.644341040046935","0.675078877522852"
"Hauptmieter","1997","1","Laendlicher Raum","1180","0.45641924793034","0.436220442656497","0.476618053204182"
"Hauptmieter","1997","2","Staedtischer Raum","1845","0.555774254511952","0.537877265883249","0.573671243140656"
"Hauptmieter","1997","2","Laendlicher Raum","880","0.441735966213196","0.419204291307277","0.464267641119116"
"Hauptmieter","1997","3","Staedtischer Raum","1274","0.502173848772902","0.481537126591393","0.522810570954411"
"Hauptmieter","1997","3","Laendlicher Raum","437","0.40356823252399","0.373693289670373","0.433443175377607"
"Hauptmieter","1997","4","Staedtischer Raum","692","0.464376163167435","0.438110515645028","0.490641810689841"
"Hauptmieter","1997","4","Laendlicher Raum","194","0.302809393503613","0.264409750970307","0.341209036036919"
"Hauptmieter","1997","5","Staedtischer Raum","276","0.342851050550821","0.309561554144147","0.376140546957495"
"Hauptmieter","1997","5","Laendlicher Raum","37","0.166577386731191","0.112886214109555","0.220268559352826"
"Untermieter","1997","1","Staedtischer Raum","127","0.0421205144230235","0.0356050640077405","0.0486359648383065"
"Untermieter","1997","1","Laendlicher Raum","93","0.0489185493421035","0.0401715858790614","0.0576655128051456"
"Untermieter","1997","2","Staedtischer Raum","60","0.0195402979954108","0.0145547907380346","0.0245258052527871"
"Untermieter","1997","2","Laendlicher Raum","55","0.0316938304443101","0.0237453156684431","0.0396423452201771"
"Untermieter","1997","3","Staedtischer Raum","31","0.0179158860046602","0.0124410854049655","0.023390686604355"
"Untermieter","1997","3","Laendlicher Raum","","","",""
"Untermieter","1997","4","Staedtischer Raum","","","",""
"Untermieter","1997","4","Laendlicher Raum","","","",""
"Untermieter","1997","5","Staedtischer Raum","","","",""
"Untermieter","1997","5","Laendlicher Raum","","","",""
"Eigentuemer","1997","1","Staedtischer Raum","861","0.298169526792083","0.28333102979386","0.313008023790306"
"Eigentuemer","1997","1","Laendlicher Raum","1063","0.494662202727557","0.474387386481508","0.514937018973605"
"Eigentuemer","1997","2","Staedtischer Raum","1056","0.424685447492637","0.406881542960276","0.442489352024998"
"Eigentuemer","1997","2","Laendlicher Raum","931","0.526570203342493","0.503916030718362","0.549224375966625"
"Eigentuemer","1997","3","Staedtischer Raum","950","0.479910265222438","0.459290012738243","0.500530517706633"
"Eigentuemer","1997","3","Laendlicher Raum","572","0.577688022066145","0.547611224384824","0.607764819747465"
"Eigentuemer","1997","4","Staedtischer Raum","678","0.526516639242196","0.500221128212297","0.552812150272094"
"Eigentuemer","1997","4","Laendlicher Raum","346","0.679216631996216","0.640206553546792","0.718226710445641"
"Eigentuemer","1997","5","Staedtischer Raum","490","0.64213666028209","0.60851687682297","0.67575644374121"
"Eigentuemer","1997","5","Laendlicher Raum","144","0.803428597913577","0.746162704887469","0.860694490939684"
"Altersheim/Seniorenwohnheim","1997","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1997","5","Laendlicher Raum","","","",""
"Hauptmieter","1998","1","Staedtischer Raum","2761","0.664769673501416","0.649871585987709","0.679667761015122"
"Hauptmieter","1998","1","Laendlicher Raum","1288","0.463931657556275","0.444695999121402","0.483167315991148"
"Hauptmieter","1998","2","Staedtischer Raum","2018","0.573236472558203","0.556281340127474","0.590191604988932"
"Hauptmieter","1998","2","Laendlicher Raum","730","0.377643893389171","0.35587374888155","0.399414037896791"
"Hauptmieter","1998","3","Staedtischer Raum","1262","0.512710058948254","0.492590801113741","0.532829316782767"
"Hauptmieter","1998","3","Laendlicher Raum","492","0.356452648963641","0.329642820659017","0.383262477268265"
"Hauptmieter","1998","4","Staedtischer Raum","818","0.435472168403474","0.412202096160784","0.458742240646164"
"Hauptmieter","1998","4","Laendlicher Raum","233","0.346692344431384","0.309792149405334","0.383592539457435"
"Hauptmieter","1998","5","Staedtischer Raum","333","0.351159389763807","0.319904696500369","0.382414083027245"
"Hauptmieter","1998","5","Laendlicher Raum","48","0.182407967886192","0.136086460030658","0.228729475741727"
"Untermieter","1998","1","Staedtischer Raum","149","0.0419809151250072","0.035651897535226","0.0483099327147884"
"Untermieter","1998","1","Laendlicher Raum","102","0.0500269020928556","0.0416182297374243","0.0584355744482868"
"Untermieter","1998","2","Staedtischer Raum","91","0.0375895820570016","0.0310694778480132","0.0441096862659901"
"Untermieter","1998","2","Laendlicher Raum","57","0.0297242250123346","0.0220981079875299","0.0373503420371394"
"Untermieter","1998","3","Staedtischer Raum","49","0.0173043456818387","0.0120554320962371","0.0225532592674403"
"Untermieter","1998","3","Laendlicher Raum","38","0.0294544406397048","0.0199901905217582","0.0389186907576514"
"Untermieter","1998","4","Staedtischer Raum","32","0.0178804597032045","0.0116610900993552","0.0240998293070538"
"Untermieter","1998","4","Laendlicher Raum","","","",""
"Untermieter","1998","5","Staedtischer Raum","","","",""
"Untermieter","1998","5","Laendlicher Raum","","","",""
"Eigentuemer","1998","1","Staedtischer Raum","947","0.293249411373577","0.278882118807261","0.307616703939893"
"Eigentuemer","1998","1","Laendlicher Raum","1192","0.48604144035087","0.46676305427634","0.5053198264254"
"Eigentuemer","1998","2","Staedtischer Raum","1160","0.389173945384795","0.372460296050739","0.405887594718852"
"Eigentuemer","1998","2","Laendlicher Raum","1118","0.592631881598495","0.570567760867184","0.614696002329806"
"Eigentuemer","1998","3","Staedtischer Raum","1060","0.469985595369907","0.449896127920942","0.490075062818873"
"Eigentuemer","1998","3","Laendlicher Raum","696","0.614092910396654","0.586843238573114","0.641342582220194"
"Eigentuemer","1998","4","Staedtischer Raum","894","0.546647371893322","0.523283406633003","0.57001133715364"
"Eigentuemer","1998","4","Laendlicher Raum","396","0.639466378249775","0.602237546756379","0.676695209743171"
"Eigentuemer","1998","5","Staedtischer Raum","552","0.635599627082775","0.60408767485383","0.667111579311719"
"Eigentuemer","1998","5","Laendlicher Raum","212","0.800662364781687","0.752742915447508","0.848581814115866"
"Altersheim/Seniorenwohnheim","1998","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1998","5","Laendlicher Raum","","","",""
"Hauptmieter","1999","1","Staedtischer Raum","2333","0.711797859612014","0.695996060600655","0.727599658623373"
"Hauptmieter","1999","1","Laendlicher Raum","1045","0.470645780294","0.449307863883314","0.491983696704687"
"Hauptmieter","1999","2","Staedtischer Raum","2009","0.576496004918778","0.559474276851812","0.593517732985744"
"Hauptmieter","1999","2","Laendlicher Raum","883","0.395831067068529","0.374743956959193","0.416918177177866"
"Hauptmieter","1999","3","Staedtischer Raum","1244","0.471339046394012","0.451499961645888","0.491178131142135"
"Hauptmieter","1999","3","Laendlicher Raum","457","0.347293395993986","0.320696783211429","0.373890008776542"
"Hauptmieter","1999","4","Staedtischer Raum","816","0.463881612721708","0.440496709929056","0.48726651551436"
"Hauptmieter","1999","4","Laendlicher Raum","252","0.35391488442955","0.31826128759268","0.389568481266419"
"Hauptmieter","1999","5","Staedtischer Raum","364","0.344680787891783","0.315865369186827","0.373496206596739"
"Hauptmieter","1999","5","Laendlicher Raum","46","0.127922061685618","0.0888698795521141","0.166974243819121"
"Untermieter","1999","1","Staedtischer Raum","96","0.0347669503181901","0.0283758007068204","0.0411580999295599"
"Untermieter","1999","1","Laendlicher Raum","87","0.0528847166978152","0.0433172215941165","0.0624522118015139"
"Untermieter","1999","2","Staedtischer Raum","80","0.0330189947897245","0.0268634338273418","0.0391745557521072"
"Untermieter","1999","2","Laendlicher Raum","64","0.033402199197535","0.0256541322499508","0.0411502661451191"
"Untermieter","1999","3","Staedtischer Raum","34","0.0140586184568159","0.00937950931340728","0.0187377276002245"
"Untermieter","1999","3","Laendlicher Raum","","","",""
"Untermieter","1999","4","Staedtischer Raum","32","0.0118025399743631","0.00673833535339103","0.0168667445953352"
"Untermieter","1999","4","Laendlicher Raum","","","",""
"Untermieter","1999","5","Staedtischer Raum","","","",""
"Untermieter","1999","5","Laendlicher Raum","","","",""
"Eigentuemer","1999","1","Staedtischer Raum","727","0.253435190069796","0.238259557249277","0.268610822890315"
"Eigentuemer","1999","1","Laendlicher Raum","970","0.476469503008184","0.455118401656854","0.497820604359515"
"Eigentuemer","1999","2","Staedtischer Raum","1148","0.390485000291497","0.373678738735897","0.407291261847098"
"Eigentuemer","1999","2","Laendlicher Raum","1119","0.570766733733936","0.549423562657701","0.592109904810171"
"Eigentuemer","1999","3","Staedtischer Raum","1154","0.514602335149172","0.494739052461808","0.534465617836536"
"Eigentuemer","1999","3","Laendlicher Raum","760","0.636876227216382","0.610012026437649","0.663740427995115"
"Eigentuemer","1999","4","Staedtischer Raum","899","0.524315847303929","0.500897433683526","0.547734260924331"
"Eigentuemer","1999","4","Laendlicher Raum","431","0.640026839848376","0.604238362526083","0.67581531717067"
"Eigentuemer","1999","5","Staedtischer Raum","669","0.649490719489681","0.620562201757583","0.678419237221779"
"Eigentuemer","1999","5","Laendlicher Raum","227","0.831317324942969","0.787533511302935","0.875101138583002"
"Altersheim/Seniorenwohnheim","1999","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","1999","5","Laendlicher Raum","","","",""
"Hauptmieter","2000","1","Staedtischer Raum","3626","0.705351630130344","0.692940470966659","0.717762789294029"
"Hauptmieter","2000","1","Laendlicher Raum","1748","0.509912018985564","0.493364732518952","0.526459305452176"
"Hauptmieter","2000","2","Staedtischer Raum","3055","0.59475788254985","0.581511968422456","0.608003796677243"
"Hauptmieter","2000","2","Laendlicher Raum","1335","0.414888942635775","0.398417053602734","0.431360831668817"
"Hauptmieter","2000","3","Staedtischer Raum","2118","0.49618111277911","0.481530444414413","0.510831781143808"
"Hauptmieter","2000","3","Laendlicher Raum","790","0.381442155968645","0.361433662801803","0.401450649135487"
"Hauptmieter","2000","4","Staedtischer Raum","1459","0.453279666574117","0.436612692079499","0.469946641068735"
"Hauptmieter","2000","4","Laendlicher Raum","406","0.341804016613543","0.316264872034867","0.367343161192219"
"Hauptmieter","2000","5","Staedtischer Raum","803","0.390480105286242","0.370529274182283","0.410430936390201"
"Hauptmieter","2000","5","Laendlicher Raum","130","0.230053477429635","0.19684490618137","0.2632620486779"
"Untermieter","2000","1","Staedtischer Raum","110","0.0286231579478987","0.0240836358669685","0.0331626800288289"
"Untermieter","2000","1","Laendlicher Raum","73","0.026887876032014","0.021533586825888","0.03224216523814"
"Untermieter","2000","2","Staedtischer Raum","53","0.0148133299842233","0.011553911259745","0.0180727487087017"
"Untermieter","2000","2","Laendlicher Raum","49","0.0142582098236851","0.0102947687104522","0.0182216509369179"
"Untermieter","2000","3","Staedtischer Raum","50","0.0144017431539119","0.0109106808858762","0.0178928054219476"
"Untermieter","2000","3","Laendlicher Raum","","","",""
"Untermieter","2000","4","Staedtischer Raum","34","0.0125685506392633","0.00883873714340019","0.0162983641351265"
"Untermieter","2000","4","Laendlicher Raum","","","",""
"Untermieter","2000","5","Staedtischer Raum","","","",""
"Untermieter","2000","5","Laendlicher Raum","","","",""
"Eigentuemer","2000","1","Staedtischer Raum","1447","0.266025211921757","0.253995382849861","0.278055040993654"
"Eigentuemer","2000","1","Laendlicher Raum","1685","0.463200104982422","0.446694453495942","0.479705756468902"
"Eigentuemer","2000","2","Staedtischer Raum","2169","0.390428787465927","0.377266308675419","0.403591266256435"
"Eigentuemer","2000","2","Laendlicher Raum","2053","0.57085284754054","0.554305685172275","0.587400009908804"
"Eigentuemer","2000","3","Staedtischer Raum","2306","0.489417144066978","0.474769330476293","0.504064957657662"
"Eigentuemer","2000","3","Laendlicher Raum","1454","0.609261656351597","0.589163564866676","0.629359747836518"
"Eigentuemer","2000","4","Staedtischer Raum","1934","0.53415178278662","0.51745066269765","0.55085290287559"
"Eigentuemer","2000","4","Laendlicher Raum","911","0.650717438169451","0.625047499776034","0.676387376562868"
"Eigentuemer","2000","5","Staedtischer Raum","1470","0.600366930485713","0.580335743546552","0.620398117424874"
"Eigentuemer","2000","5","Laendlicher Raum","481","0.754195845485475","0.72022219720487","0.78816949376608"
"Altersheim/Seniorenwohnheim","2000","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2000","5","Laendlicher Raum","","","",""
"Hauptmieter","2001","1","Staedtischer Raum","3062","0.716893495550818","0.703478018805091","0.730308972296546"
"Hauptmieter","2001","1","Laendlicher Raum","1412","0.499655784883439","0.481597548116861","0.517714021650018"
"Hauptmieter","2001","2","Staedtischer Raum","2737","0.599321052814635","0.585275498981281","0.613366606647989"
"Hauptmieter","2001","2","Laendlicher Raum","1148","0.403008995329475","0.385371454637976","0.420646536020975"
"Hauptmieter","2001","3","Staedtischer Raum","1993","0.483752836144606","0.468617734010136","0.498887938279077"
"Hauptmieter","2001","3","Laendlicher Raum","699","0.369632163855983","0.349069964654476","0.390194363057491"
"Hauptmieter","2001","4","Staedtischer Raum","1479","0.481543414269589","0.464542048075376","0.498544780463802"
"Hauptmieter","2001","4","Laendlicher Raum","409","0.344401050651278","0.318747839007502","0.370054262295053"
"Hauptmieter","2001","5","Staedtischer Raum","768","0.368032811887007","0.34805220915572","0.388013414618294"
"Hauptmieter","2001","5","Laendlicher Raum","147","0.226181778141406","0.193383098155413","0.2589804581274"
"Untermieter","2001","1","Staedtischer Raum","84","0.0285667737421098","0.0236060968416507","0.0335274506425688"
"Untermieter","2001","1","Laendlicher Raum","46","0.0148617719153414","0.0104916925585517","0.019231851272131"
"Untermieter","2001","2","Staedtischer Raum","57","0.0157144004078561","0.0121497223499421","0.0192790784657701"
"Untermieter","2001","2","Laendlicher Raum","57","0.0153736319041663","0.0109495746856669","0.0197976891226657"
"Untermieter","2001","3","Staedtischer Raum","53","0.0178308781643126","0.0138229100394015","0.0218388462892236"
"Untermieter","2001","3","Laendlicher Raum","","","",""
"Untermieter","2001","4","Staedtischer Raum","","","",""
"Untermieter","2001","4","Laendlicher Raum","","","",""
"Untermieter","2001","5","Staedtischer Raum","","","",""
"Untermieter","2001","5","Laendlicher Raum","","","",""
"Eigentuemer","2001","1","Staedtischer Raum","1186","0.254539730707072","0.241568119951937","0.267511341462207"
"Eigentuemer","2001","1","Laendlicher Raum","1487","0.485482443201219","0.467431815650465","0.503533070751974"
"Eigentuemer","2001","2","Staedtischer Raum","1882","0.384964546777509","0.371017852438359","0.398911241116659"
"Eigentuemer","2001","2","Laendlicher Raum","1766","0.581617372766358","0.563879469928611","0.599355275604105"
"Eigentuemer","2001","3","Staedtischer Raum","2142","0.498416285691081","0.483273262749961","0.513559308632201"
"Eigentuemer","2001","3","Laendlicher Raum","1391","0.61776545770269","0.597065739257946","0.638465176147435"
"Eigentuemer","2001","4","Staedtischer Raum","1817","0.511988279478892","0.49498020942374","0.528996349534045"
"Eigentuemer","2001","4","Laendlicher Raum","893","0.635592401673412","0.609610349757887","0.661574453588937"
"Eigentuemer","2001","5","Staedtischer Raum","1449","0.619276321915796","0.599159228567356","0.639393415264235"
"Eigentuemer","2001","5","Laendlicher Raum","474","0.760429341215588","0.72696715368275","0.793891528748426"
"Altersheim/Seniorenwohnheim","2001","1","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","1","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","2","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","2","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","3","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","3","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","4","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","4","Laendlicher Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","5","Staedtischer Raum","","","",""
"Altersheim/Seniorenwohnheim","2001","5","Laendlicher Raum","","","",""
"Hauptmieter","2002","1","Staedtischer Raum","2644","0.705482597647778","0.690844535528906","0.72012065976665"
"Hauptmieter","2002","1","Laendlicher Raum","1250","0.499940035856068","0.480422199635671","0.519457872076464"
"Hauptmieter","2002","2","Staedtischer Raum","2338","0.569756795973541","0.554575785620045","0.584937806327036"
"Hauptmieter","2002","2","Laendlicher Raum","959","0.38959663342588","0.370457779654311","0.408735487197449"
"Hauptmieter","2002","3","Staedtischer Raum","1900","0.507198089973326","0.49145488033016","0.522941299616492"
"Hauptmieter","2002","3","Laendlicher Raum","717","0.36872521904639","0.348046115127009","0.389404322965771"
"Hauptmieter","2002","4","Staedtischer Raum","1657","0.469417326349215","0.453972684217232","0.484861968481198"
"Hauptmieter","2002","4","Laendlicher Raum","571","0.353968898618697","0.332166394708638","0.375771402528756"
"Hauptmieter","2002","5","Staedtischer Raum","1220","0.367955691289115","0.35353663161973","0.3823747509585"
"Hauptmieter","2002","5","Laendlicher Raum","213","0.23817869417856","0.213760201748869","0.26259718660825"
"Untermieter","2002","1","Staedtischer Raum","90","0.0318264540436991","0.0261893547385831","0.037463553348815"
"Untermieter","2002","1","Laendlicher Raum","52","0.017459488027747","0.0123467604407508","0.0225722156147433"
"Untermieter","2002","2","Staedtischer Raum","68","0.0166448567739088","0.0127220750983665","0.0205676384494511"
"Untermieter","2002","2","Laendlicher Raum","61","0.0247059471465753","0.0186138277197027","0.0307980665734479"
"Untermieter","2002","3","Staedtischer Raum","41","0.0139816119599368","0.0102842717643986","0.017678952155475"
"Untermieter","2002","3","Laendlicher Raum","37","0.0171801866557846","0.0116106128276861","0.0227497604838831"
"Untermieter","2002","4","Staedtischer Raum","33","0.00956063829532255","0.00654916407453679","0.0125721125161083"
"Untermieter","2002","4","Laendlicher Raum","","","",""
"Untermieter","2002","5","Staedtischer Raum","30","0.007707904686385","0.00509301514601352","0.0103227942267565"
"Untermieter","2002","5","Laendlicher Raum","","","",""
"Eigentuemer","2002","1","Staedtischer Raum","991","0.262690948308523","0.248558015655373","0.276823880961672"
"Eigentuemer","2002","1","Laendlicher Raum","1219","0.482600476116185","0.463094461128861","0.502106491103509"
"Eigentuemer","2002","2","Staedtischer Raum","1680","0.413598347252551","0.398498035971351","0.428698658533751"
