"hlf0001_h","year","quintil","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","1999","1","3378","0.620159630307667","0.607040951286094","0.633278309329241"
"Hauptmieter","1999","2","2892","0.511458317002337","0.498004571373951","0.524912062630724"
"Hauptmieter","1999","3","1701","0.43413181166548","0.418080960162054","0.450182663168905"
"Hauptmieter","1999","4","1068","0.437818961852206","0.418125746940139","0.457512176764272"
"Hauptmieter","1999","5","410","0.300924368448035","0.27623743821419","0.32561129868188"
"Untermieter","1999","1","183","0.041651734536821","0.0362514576654322","0.0470520114082097"
"Untermieter","1999","2","144","0.0331569447925305","0.0283379936678242","0.0379758959172367"
"Untermieter","1999","3","48","0.0145900536821443","0.0107070612208809","0.0184730461434077"
"Untermieter","1999","4","40","0.0104411213340647","0.00640628770764258","0.0144759549604869"
"Untermieter","1999","5","","","",""
"Eigentuemer","1999","1","1697","0.338188635155512","0.325401171422197","0.350976098888826"
"Eigentuemer","1999","2","2267","0.455384738205132","0.441981139497308","0.468788336912956"
"Eigentuemer","1999","3","1914","0.551278134652376","0.535171543617672","0.56738472568708"
"Eigentuemer","1999","4","1330","0.551739916813729","0.531999174630368","0.571480658997091"
"Eigentuemer","1999","5","896","0.686195498824285","0.661219098549364","0.711171899099205"
"Altersheim/Seniorenwohnheim","1999","1","","","",""
"Altersheim/Seniorenwohnheim","1999","2","","","",""
"Altersheim/Seniorenwohnheim","1999","3","","","",""
"Altersheim/Seniorenwohnheim","1999","4","","","",""
"Altersheim/Seniorenwohnheim","1999","5","","","",""
"Hauptmieter","2000","1","5374","0.629800420441164","0.619647695366106","0.639953145516223"
"Hauptmieter","2000","2","4390","0.528873355642817","0.518392807666239","0.539353903619395"
"Hauptmieter","2000","3","2908","0.460756509752128","0.448854760859965","0.472658258644291"
"Hauptmieter","2000","4","1865","0.426290334292761","0.412229577342579","0.440351091242944"
"Hauptmieter","2000","5","933","0.35894430462503","0.341527650305833","0.376360958944226"
"Untermieter","2000","1","183","0.0279523489592351","0.0244864481880771","0.0314182497303931"
"Untermieter","2000","2","102","0.0146099939931896","0.0120907605757788","0.0171292274106004"
"Untermieter","2000","3","70","0.0128254496182916","0.01013877011251","0.0155121291240732"
"Untermieter","2000","4","42","0.011336211131005","0.00832619965175859","0.0143462226102514"
"Untermieter","2000","5","30","0.0104499070127509","0.00675776478675502","0.0141420492387468"
"Eigentuemer","2000","1","3132","0.342247230599601","0.332271045319625","0.352223415879576"
"Eigentuemer","2000","2","4222","0.456516650363993","0.446058358783312","0.466974941944674"
"Eigentuemer","2000","3","3760","0.526418040629581","0.514496138702225","0.538339942556937"
"Eigentuemer","2000","4","2845","0.562373454576234","0.548268421461102","0.576478487691365"
"Eigentuemer","2000","5","1951","0.630605788362219","0.613082026746293","0.648129549978146"
"Altersheim/Seniorenwohnheim","2000","1","","","",""
"Altersheim/Seniorenwohnheim","2000","2","","","",""
"Altersheim/Seniorenwohnheim","2000","3","","","",""
"Altersheim/Seniorenwohnheim","2000","4","","","",""
"Altersheim/Seniorenwohnheim","2000","5","","","",""
"Hauptmieter","2001","1","4474","0.634774387960353","0.623711660481609","0.645837115439097"
"Hauptmieter","2001","2","3885","0.527519506899235","0.516329927835647","0.538709085962823"
"Hauptmieter","2001","3","2692","0.447950809593507","0.435676146036509","0.460225473150505"
"Hauptmieter","2001","4","1888","0.446631894932241","0.43232127966519","0.460942510199291"
"Hauptmieter","2001","5","915","0.339971330501908","0.322619713037776","0.357322947966039"
"Untermieter","2001","1","130","0.0233860778303252","0.0199138192924536","0.0268583363681969"
"Untermieter","2001","2","114","0.0155897636143873","0.0128131824608091","0.0183663447679656"
"Untermieter","2001","3","80","0.0161905891426063","0.0130753430646196","0.019305835220593"
"Untermieter","2001","4","38","0.00991465619613403","0.00706264305175603","0.012766669340512"
"Untermieter","2001","5","","","",""
"Eigentuemer","2001","1","2673","0.341839534209322","0.330941480512988","0.352737587905656"
"Eigentuemer","2001","2","3648","0.456890729486377","0.445725894029878","0.468055564942877"
"Eigentuemer","2001","3","3533","0.535858601263887","0.523548665066447","0.548168537461327"
"Eigentuemer","2001","4","2710","0.543453448871625","0.529115068899339","0.557791828843912"
"Eigentuemer","2001","5","1923","0.647199719574183","0.629696375178215","0.66470306397015"
"Altersheim/Seniorenwohnheim","2001","1","","","",""
"Altersheim/Seniorenwohnheim","2001","2","","","",""
"Altersheim/Seniorenwohnheim","2001","3","","","",""
"Altersheim/Seniorenwohnheim","2001","4","","","",""
"Altersheim/Seniorenwohnheim","2001","5","","","",""
"Hauptmieter","2002","1","3894","0.626911440922237","0.614917658541105","0.638905223303368"
"Hauptmieter","2002","2","3297","0.505538751300375","0.493458429577931","0.51761907302282"
"Hauptmieter","2002","3","2617","0.463866781058414","0.451211381487206","0.476522180629621"
"Hauptmieter","2002","4","2228","0.436107565470628","0.423409683486929","0.448805447454327"
"Hauptmieter","2002","5","1433","0.343478945501982","0.330890048885983","0.356067842117982"
"Untermieter","2002","1","142","0.0263345056673146","0.0223633713558261","0.030305639978803"
"Untermieter","2002","2","129","0.0195182304118204","0.016175701857385","0.0228607589662558"
"Untermieter","2002","3","78","0.0149825186884926","0.0118996342177743","0.0180654031592108"
"Untermieter","2002","4","52","0.0108397166824285","0.0081882959811896","0.0134911373836673"
"Untermieter","2002","5","36","0.00945641159655013","0.00689066798396643","0.0120221552091338"
"Eigentuemer","2002","1","2210","0.346754053410449","0.33495094934779","0.358557157473108"
"Eigentuemer","2002","2","3154","0.474943018287804","0.462877135086377","0.487008901489232"
"Eigentuemer","2002","3","3270","0.521150700253094","0.508473482265841","0.533827918240347"
"Eigentuemer","2002","4","3579","0.553052717846944","0.540322150526567","0.56578328516732"
"Eigentuemer","2002","5","3996","0.646040275344556","0.633363172943444","0.658717377745668"
"Altersheim/Seniorenwohnheim","2002","1","","","",""
"Altersheim/Seniorenwohnheim","2002","2","","","",""
"Altersheim/Seniorenwohnheim","2002","3","","","",""
"Altersheim/Seniorenwohnheim","2002","4","","","",""
"Altersheim/Seniorenwohnheim","2002","5","","","",""
"Hauptmieter","2003","1","3729","0.658989468354821","0.646768452579828","0.671210484129813"
"Hauptmieter","2003","2","3021","0.511052625137833","0.498534956068005","0.523570294207661"
"Hauptmieter","2003","3","2606","0.459473375876463","0.446999950339115","0.471946801413811"
"Hauptmieter","2003","4","2195","0.424735006157661","0.412055304138779","0.437414708176543"
"Hauptmieter","2003","5","1247","0.329815065923472","0.316672664465839","0.342957467381105"
"Untermieter","2003","1","178","0.0348389138150386","0.0301115788441502","0.039566248785927"
"Untermieter","2003","2","139","0.0299137453225613","0.0256479485017016","0.034179542143421"
"Untermieter","2003","3","80","0.0131398950714244","0.0102897250831718","0.015990065059677"
"Untermieter","2003","4","67","0.0150940824735186","0.0119664423321143","0.018221722614923"
"Untermieter","2003","5","34","0.0151718971134639","0.0117549180727772","0.0185888761541505"
"Eigentuemer","2003","1","1873","0.306171617830141","0.294289532496567","0.318053703163715"
"Eigentuemer","2003","2","2966","0.459033629539606","0.446554997448266","0.471512261630945"
"Eigentuemer","2003","3","3446","0.527386729052113","0.514890914458847","0.539882543645379"
"Eigentuemer","2003","4","3576","0.56017091136882","0.547438276166321","0.572903546571319"
"Eigentuemer","2003","5","3634","0.65400425834472","0.640706825097889","0.667301691591551"
"Altersheim/Seniorenwohnheim","2003","1","","","",""
"Altersheim/Seniorenwohnheim","2003","2","","","",""
"Altersheim/Seniorenwohnheim","2003","3","","","",""
"Altersheim/Seniorenwohnheim","2003","4","","","",""
"Altersheim/Seniorenwohnheim","2003","5","","","",""
"Hauptmieter","2004","1","3501","0.648607906053664","0.636064871498494","0.661150940608835"
"Hauptmieter","2004","2","3026","0.530853370132022","0.518144152559555","0.54356258770449"
"Hauptmieter","2004","3","2471","0.459803350248895","0.447072333720338","0.472534366777451"
"Hauptmieter","2004","4","2093","0.430376413741147","0.41750800965466","0.443244817827634"
"Hauptmieter","2004","5","1278","0.34555630579783","0.332198849599153","0.358913761996507"
"Untermieter","2004","1","135","0.0301029703503332","0.0256136251938977","0.0345923155067687"
"Untermieter","2004","2","105","0.0214605032503665","0.0177699935127753","0.0251510129879577"
"Untermieter","2004","3","107","0.0202826260375235","0.0166817052355321","0.023883546839515"
"Untermieter","2004","4","75","0.0181379874896612","0.0146696108313723","0.0216063641479501"
"Untermieter","2004","5","48","0.0190789578040181","0.0152363810339451","0.0229215345740911"
"Eigentuemer","2004","1","1927","0.321257051951847","0.308988466088033","0.333525637815662"
"Eigentuemer","2004","2","2792","0.447686126617611","0.435022531436373","0.460349721798849"
"Eigentuemer","2004","3","3309","0.519914023713582","0.507151800122812","0.532676247304352"
"Eigentuemer","2004","4","3517","0.550652692664588","0.537724541179091","0.563580844150085"
"Eigentuemer","2004","5","3543","0.635364736398152","0.621844973020028","0.648884499776276"
"Altersheim/Seniorenwohnheim","2004","1","","","",""
"Altersheim/Seniorenwohnheim","2004","2","","","",""
"Altersheim/Seniorenwohnheim","2004","3","","","",""
"Altersheim/Seniorenwohnheim","2004","4","","","",""
"Altersheim/Seniorenwohnheim","2004","5","","","",""
"Hauptmieter","2005","1","3332","0.638070416956402","0.625237631034357","0.650903202878447"
"Hauptmieter","2005","2","2702","0.526100571552162","0.512897309509149","0.539303833595174"
"Hauptmieter","2005","3","2477","0.490829422955963","0.47766297704119","0.503995868870736"
"Hauptmieter","2005","4","1927","0.40936141806906","0.396312783338738","0.422410052799383"
"Hauptmieter","2005","5","1345","0.378583395967523","0.364906051646746","0.3922607402883"
"Untermieter","2005","1","168","0.0362793791774501","0.0312861660635102","0.0412725922913899"
"Untermieter","2005","2","91","0.0191180686364514","0.0154970218271702","0.0227391154457325"
"Untermieter","2005","3","99","0.021387736868505","0.0175774352226834","0.0251980385143266"
"Untermieter","2005","4","80","0.0215736446810447","0.0177181816280432","0.0254291077340461"
"Untermieter","2005","5","45","0.014036547522128","0.0107192064107909","0.0173538886334651"
"Eigentuemer","2005","1","1887","0.325650203866148","0.313136297655014","0.338164110077281"
"Eigentuemer","2005","2","2701","0.454781359811387","0.441614250559596","0.467948469063178"
"Eigentuemer","2005","3","2962","0.487782840175532","0.474618110788402","0.500947569562662"
"Eigentuemer","2005","4","3448","0.569064937249895","0.555923661054704","0.582206213445086"
"Eigentuemer","2005","5","3439","0.607227540870811","0.593456213050729","0.620998868690893"
"Altersheim/Seniorenwohnheim","2005","1","","","",""
"Altersheim/Seniorenwohnheim","2005","2","","","",""
"Altersheim/Seniorenwohnheim","2005","3","","","",""
"Altersheim/Seniorenwohnheim","2005","4","","","",""
"Altersheim/Seniorenwohnheim","2005","5","","","",""
"Hauptmieter","2006","1","3689","0.68159460565289","0.669519823720397","0.693669387585384"
"Hauptmieter","2006","2","2849","0.527761444842515","0.515054038526507","0.540468851158522"
"Hauptmieter","2006","3","2459","0.46879101636907","0.45607162011557","0.481510412622569"
"Hauptmieter","2006","4","2205","0.435214764112817","0.422727005512682","0.447702522712952"
"Hauptmieter","2006","5","1318","0.356946659666806","0.343731556253483","0.370161763080129"
"Untermieter","2006","1","150","0.0305366626299829","0.0260769949682182","0.0349963302917476"
"Untermieter","2006","2","102","0.0209521036007965","0.0173064688816962","0.0245977383198967"
"Untermieter","2006","3","98","0.0229857494454438","0.0191660962338153","0.0268054026570722"
"Untermieter","2006","4","77","0.0127712755726203","0.00994303045005086","0.0155995206951898"
"Untermieter","2006","5","39","0.0113981374556734","0.0084701240359084","0.0143261508754383"
"Eigentuemer","2006","1","1879","0.287868731717127","0.276133185981428","0.299604277452826"
"Eigentuemer","2006","2","2978","0.451286451556689","0.438619959492691","0.463952943620687"
"Eigentuemer","2006","3","3356","0.508223234185487","0.495480711584557","0.520965756786417"
"Eigentuemer","2006","4","3773","0.552013960314563","0.539488367538352","0.564539553090773"
"Eigentuemer","2006","5","3690","0.631530334772439","0.61822446147477","0.644836208070108"
"Altersheim/Seniorenwohnheim","2006","1","","","",""
"Altersheim/Seniorenwohnheim","2006","2","","","",""
"Altersheim/Seniorenwohnheim","2006","3","","","",""
"Altersheim/Seniorenwohnheim","2006","4","","","",""
"Altersheim/Seniorenwohnheim","2006","5","","","",""
"Hauptmieter","2007","1","3164","0.676272936200922","0.663166702901033","0.689379169500811"
"Hauptmieter","2007","2","2690","0.529398121555678","0.516101322561273","0.542694920550083"
"Hauptmieter","2007","3","2328","0.457491283153075","0.444448957054965","0.470533609251184"
"Hauptmieter","2007","4","2103","0.424613278704282","0.411821815585629","0.437404741822935"
"Hauptmieter","2007","5","1285","0.343442993217593","0.33023453839483","0.356651448040356"
"Untermieter","2007","1","129","0.0295637028282186","0.0248192042967535","0.0343082013596838"
"Untermieter","2007","2","111","0.0284054278917062","0.023979826598723","0.0328310291846894"
"Untermieter","2007","3","89","0.0208464977697237","0.0171062340456534","0.0245867614937941"
"Untermieter","2007","4","63","0.0126539776699485","0.00976135528980679","0.0155466000500901"
"Untermieter","2007","5","49","0.0146028578525424","0.0112661894963963","0.0179395262086885"
"Eigentuemer","2007","1","1603","0.294163360970859","0.281399743639553","0.306926978302165"
"Eigentuemer","2007","2","2612","0.442196450552616","0.428965917553489","0.455426983551743"
"Eigentuemer","2007","3","3188","0.521662219077202","0.508584791697898","0.534739646456505"
"Eigentuemer","2007","4","3570","0.56273274362577","0.549895609125703","0.575569878125836"
"Eigentuemer","2007","5","3629","0.641839035024646","0.628502572360901","0.655175497688392"
"Altersheim/Seniorenwohnheim","2007","1","","","",""
"Altersheim/Seniorenwohnheim","2007","2","","","",""
"Altersheim/Seniorenwohnheim","2007","3","","","",""
"Altersheim/Seniorenwohnheim","2007","4","","","",""
"Altersheim/Seniorenwohnheim","2007","5","","","",""
"Hauptmieter","2008","1","2760","0.656089757786243","0.641865567812255","0.670313947760231"
"Hauptmieter","2008","2","2331","0.543184229360881","0.528906637592908","0.557461821128853"
"Hauptmieter","2008","3","2247","0.44331178496447","0.430060680449738","0.456562889479201"
"Hauptmieter","2008","4","2041","0.418538858419723","0.40555785973747","0.431519857101976"
"Hauptmieter","2008","5","1289","0.332213716616811","0.319118960217404","0.345308473016217"
"Untermieter","2008","1","132","0.0387066123720965","0.032930389803589","0.0444828349406039"
"Untermieter","2008","2","88","0.0264692650608903","0.0218682186422956","0.0310703114794849"
"Untermieter","2008","3","90","0.0207218706302254","0.0169220864180266","0.0245216548424243"
"Untermieter","2008","4","63","0.0148493896092144","0.0116667645258736","0.0180320146925551"
"Untermieter","2008","5","47","0.0106564907551042","0.00780185594527982","0.0135111255649286"
"Eigentuemer","2008","1","1392","0.305203629841661","0.291414178788454","0.318993080894867"
"Eigentuemer","2008","2","2257","0.430346505578229","0.416155101597657","0.444537909558801"
"Eigentuemer","2008","3","3062","0.535966344405305","0.522663793573038","0.549268895237571"
"Eigentuemer","2008","4","3444","0.566611751971063","0.553572243552759","0.579651260389366"
"Eigentuemer","2008","5","3632","0.657022560607471","0.643825025841831","0.67022009537311"
"Altersheim/Seniorenwohnheim","2008","1","","","",""
"Altersheim/Seniorenwohnheim","2008","2","","","",""
"Altersheim/Seniorenwohnheim","2008","3","","","",""
"Altersheim/Seniorenwohnheim","2008","4","","","",""
"Altersheim/Seniorenwohnheim","2008","5","","","",""
"Hauptmieter","2009","1","2492","0.663575163918424","0.648508878154874","0.678641449681974"
"Hauptmieter","2009","2","2149","0.543888743581351","0.529015671790883","0.558761815371818"
"Hauptmieter","2009","3","2010","0.439025640061992","0.425093373444631","0.452957906679352"
"Hauptmieter","2009","4","1913","0.378855839479892","0.36586064852611","0.391851030433673"
"Hauptmieter","2009","5","1304","0.351147855928877","0.337793784449387","0.364501927408368"
"Untermieter","2009","1","138","0.0363691120349441","0.0303996001767312","0.042338623893157"
"Untermieter","2009","2","81","0.0169509695561687","0.0130962294249195","0.0208057096874179"
"Untermieter","2009","3","101","0.0252224996881289","0.0208204783903945","0.0296245209858633"
"Untermieter","2009","4","93","0.020032851372583","0.0162794361384941","0.023786266606672"
"Untermieter","2009","5","45","0.0164719133591737","0.012911001517138","0.0200328252012094"
"Eigentuemer","2009","1","1148","0.300055724046631","0.285442373396514","0.314669074696749"
"Eigentuemer","2009","2","2078","0.43916028686248","0.424340527458746","0.453980046266215"
"Eigentuemer","2009","3","2763","0.53575186024988","0.521750756991926","0.549752963507833"
"Eigentuemer","2009","4","3347","0.601111309147525","0.587993757571003","0.614228860724048"
"Eigentuemer","2009","5","3557","0.6322836416426","0.618793756181759","0.645773527103441"
"Altersheim/Seniorenwohnheim","2009","1","","","",""
"Altersheim/Seniorenwohnheim","2009","2","","","",""
"Altersheim/Seniorenwohnheim","2009","3","","","",""
"Altersheim/Seniorenwohnheim","2009","4","","","",""
"Altersheim/Seniorenwohnheim","2009","5","","","",""
"Hauptmieter","2010","1","5951","0.688778232797619","0.678715929724414","0.698840535870825"
"Hauptmieter","2010","2","4731","0.538456017273557","0.527769096437042","0.549142938110073"
"Hauptmieter","2010","3","3187","0.43790964356575","0.426466515975785","0.449352771155715"
"Hauptmieter","2010","4","2791","0.394878159901629","0.383668538316561","0.406087781486698"
"Hauptmieter","2010","5","1846","0.330870321243099","0.319387402627252","0.342353239858946"
"Untermieter","2010","1","203","0.0340299933351649","0.0300896373631702","0.0379703493071597"
"Untermieter","2010","2","132","0.02145018521273","0.0183443534922344","0.0245560169332255"
"Untermieter","2010","3","85","0.0114323887606051","0.00898038518366775","0.0138843923375425"
"Untermieter","2010","4","84","0.0159328357522633","0.0130614146293825","0.0188042568751442"
"Untermieter","2010","5","51","0.0144922520721612","0.0115757237721778","0.0174087803721447"
"Eigentuemer","2010","1","1979","0.277191773867216","0.267463754714157","0.286919793020274"
"Eigentuemer","2010","2","3494","0.439748567070338","0.429108003446135","0.450389130694542"
"Eigentuemer","2010","3","3949","0.550657967673645","0.539184917180451","0.562131018166838"
"Eigentuemer","2010","4","4430","0.589189004346108","0.577906998324886","0.600471010367329"
"Eigentuemer","2010","5","4548","0.654477906718449","0.642872679709477","0.666083133727421"
"Altersheim/Seniorenwohnheim","2010","1","","","",""
"Altersheim/Seniorenwohnheim","2010","2","","","",""
"Altersheim/Seniorenwohnheim","2010","3","","","",""
"Altersheim/Seniorenwohnheim","2010","4","","","",""
"Altersheim/Seniorenwohnheim","2010","5","","","",""
"Hauptmieter","2011","1","6267","0.681170994307091","0.671308486236141","0.691033502378041"
"Hauptmieter","2011","2","5284","0.545956106216842","0.535820273518032","0.556091938915653"
"Hauptmieter","2011","3","3881","0.454493676187705","0.444057725908269","0.464929626467141"
"Hauptmieter","2011","4","3418","0.384264948105227","0.374376859314064","0.394153036896391"
"Hauptmieter","2011","5","2313","0.333098945609824","0.322843656213025","0.343354235006624"
"Untermieter","2011","1","188","0.0411410158529301","0.0369376686738763","0.045344363031984"
"Untermieter","2011","2","90","0.013229116575539","0.0109031405456187","0.0155550926054593"
"Untermieter","2011","3","92","0.0107966031307082","0.00863062258088139","0.0129625836805351"
"Untermieter","2011","4","100","0.0157390852847734","0.0132089432750656","0.0182692272944811"
"Untermieter","2011","5","77","0.0128373800527334","0.0103879607291951","0.0152867993762718"
"Eigentuemer","2011","1","2122","0.277687989839979","0.268209888401763","0.287166091278194"
"Eigentuemer","2011","2","3893","0.440542151925484","0.430435459022732","0.450648844828235"
"Eigentuemer","2011","3","4772","0.534709720681587","0.524255558975017","0.545163882388156"
"Eigentuemer","2011","4","5778","0.599995966609999","0.590037180974688","0.60995475224531"
"Eigentuemer","2011","5","5719","0.653945387161084","0.643594593504215","0.664296180817953"
"Altersheim/Seniorenwohnheim","2011","1","","","",""
"Altersheim/Seniorenwohnheim","2011","2","","","",""
"Altersheim/Seniorenwohnheim","2011","3","","","",""
"Altersheim/Seniorenwohnheim","2011","4","","","",""
"Altersheim/Seniorenwohnheim","2011","5","","","",""
"Hauptmieter","2012","1","5248","0.708794458094023","0.698254224954884","0.719334691233162"
"Hauptmieter","2012","2","5016","0.551557444314572","0.541028589715051","0.562086298914092"
"Hauptmieter","2012","3","4038","0.450603232052554","0.44023241347299","0.460974050632118"
"Hauptmieter","2012","4","3490","0.403263755116898","0.393305055327979","0.413222454905817"
"Hauptmieter","2012","5","2483","0.336614625352516","0.32658877521242","0.346640475492611"
"Untermieter","2012","1","162","0.0351232726228105","0.0308523308981515","0.0393942143474695"
"Untermieter","2012","2","80","0.0175007599912272","0.0147247123855258","0.0202768075969285"
"Untermieter","2012","3","74","0.0137114125586462","0.0112875056369803","0.0161353194803121"
"Untermieter","2012","4","91","0.0141790339456746","0.0117788795296892","0.01657918836166"
"Untermieter","2012","5","69","0.0112692323544911","0.00902969679321171","0.0135087679157704"
"Eigentuemer","2012","1","1727","0.256082269283166","0.245956163675639","0.266208374890694"
"Eigentuemer","2012","2","3474","0.43081331096717","0.420329860013184","0.441296761921157"
"Eigentuemer","2012","3","4730","0.535685355388799","0.525290129920645","0.546080580856954"
"Eigentuemer","2012","4","5740","0.582557210937428","0.572546046153629","0.592568375721227"
"Eigentuemer","2012","5","5977","0.652017392840602","0.64191137336129","0.662123412319914"
"Altersheim/Seniorenwohnheim","2012","1","","","",""
"Altersheim/Seniorenwohnheim","2012","2","","","",""
"Altersheim/Seniorenwohnheim","2012","3","","","",""
"Altersheim/Seniorenwohnheim","2012","4","","","",""
"Altersheim/Seniorenwohnheim","2012","5","","","",""
"Hauptmieter","2013","1","6893","0.718171521946885","0.708761673474037","0.727581370419732"
"Hauptmieter","2013","2","6195","0.580570582642188","0.570709148346779","0.590432016937597"
"Hauptmieter","2013","3","4666","0.464719019521642","0.454607385732979","0.474830653310304"
"Hauptmieter","2013","4","4264","0.395429841416508","0.386103413545141","0.404756269287875"
"Hauptmieter","2013","5","2908","0.338432189039843","0.328846282702194","0.348018095377491"
"Untermieter","2013","1","160","0.0320945644718258","0.0284081147920981","0.0357810141515535"
