"hlf0001_h","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Hauptmieter","1995","Sonstige","4","43","0.41909453555674","0.325164629407257","0.513024441706223"
"Hauptmieter","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","1-Pers.- Haushalt","2","26","","",""
"Untermieter","1995","1-Pers.- Haushalt","3","9","0.0319945928412247","0.0089482898463461","0.0550408958361033"
"Untermieter","1995","1-Pers.- Haushalt","4","8","0.040848894037459","0.00851928056507577","0.0731785075098421"
"Untermieter","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","2","24","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","3","18","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","4","26","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Alleinerziehende","2","6","0.0422922839575463","0.0146071177572048","0.0699774501578877"
"Untermieter","1995","Alleinerziehende","3","7","0.0178364881943017","-0.00645992912875022","0.0421329055173537"
"Untermieter","1995","Alleinerziehende","4","","","",""
"Untermieter","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Paar mit Kind(ern)","2","42","0.0141352346589763","0.0099883809514486","0.018282088366504"
"Untermieter","1995","Paar mit Kind(ern)","3","19","","",""
"Untermieter","1995","Paar mit Kind(ern)","4","3","","",""
"Untermieter","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Sonstige","2","13","","",""
"Untermieter","1995","Sonstige","3","","","",""
"Untermieter","1995","Sonstige","4","4","0.0133170376063907","-0.00850462245322524","0.0351386976660066"
"Untermieter","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1995","1-Pers.- Haushalt","2","79","0.24021124394847","0.199499378308723","0.280923109588217"
"Eigentuemer","1995","1-Pers.- Haushalt","3","40","0.227044039802028","0.172183950550384","0.281904129053672"
"Eigentuemer","1995","1-Pers.- Haushalt","4","46","0.344488025270402","0.266873282083314","0.422102768457491"
"Eigentuemer","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","2","334","0.447067276036856","0.414142818700881","0.479991733372832"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","3","284","","",""
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","4","256","","",""
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1995","Alleinerziehende","2","46","0.337533425095256","0.272484451151366","0.402582399039146"
"Eigentuemer","1995","Alleinerziehende","3","53","0.528033660385343","0.436394314088534","0.619673006682152"
"Eigentuemer","1995","Alleinerziehende","4","33","0.60166707291418","0.475677292085098","0.727656853743261"
"Eigentuemer","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1995","Paar mit Kind(ern)","2","1313","","",""
"Eigentuemer","1995","Paar mit Kind(ern)","3","835","0.615359589849652","0.591690542841244","0.639028636858061"
"Eigentuemer","1995","Paar mit Kind(ern)","4","513","0.715593231882267","0.683994454025649","0.747192009738886"
"Eigentuemer","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1995","Sonstige","2","170","","",""
"Eigentuemer","1995","Sonstige","3","157","","",""
"Eigentuemer","1995","Sonstige","4","59","0.567588426836869","0.473277811450789","0.661899042222949"
"Eigentuemer","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","2","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","3","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","4","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","2","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","3","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","4","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","2","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","3","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","4","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","2","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","3","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","4","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1996","1-Pers.- Haushalt","2","321","0.745383675591797","0.703317547122856","0.787449804060738"
"Hauptmieter","1996","1-Pers.- Haushalt","3","190","","",""
"Hauptmieter","1996","1-Pers.- Haushalt","4","101","","",""
"Hauptmieter","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","2","548","0.572244732162237","0.53925492288311","0.605234541441364"
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","3","508","0.533688048971612","0.499790488847159","0.567585609096065"
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","4","432","0.51691130506642","0.480661296511595","0.553161313621245"
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1996","Alleinerziehende","2","143","","",""
"Hauptmieter","1996","Alleinerziehende","3","61","0.536910155377315","0.449497055352822","0.624323255401807"
"Hauptmieter","1996","Alleinerziehende","4","35","0.405781639779978","0.291562694274981","0.520000585284976"
"Hauptmieter","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1996","Paar mit Kind(ern)","2","1773","","",""
"Hauptmieter","1996","Paar mit Kind(ern)","3","802","0.358735066791211","0.336320991165263","0.381149142417159"
"Hauptmieter","1996","Paar mit Kind(ern)","4","251","","",""
"Hauptmieter","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1996","Sonstige","2","115","","",""
"Hauptmieter","1996","Sonstige","3","58","0.254858464043649","0.194763051158","0.314953876929298"
"Hauptmieter","1996","Sonstige","4","31","0.288489087764647","0.203043096771839","0.373935078757455"
"Hauptmieter","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1996","1-Pers.- Haushalt","2","21","","",""
"Untermieter","1996","1-Pers.- Haushalt","3","7","0.0339172200765015","0.0109199170540171","0.056914523098986"
"Untermieter","1996","1-Pers.- Haushalt","4","13","","",""
"Untermieter","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","2","16","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","3","18","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","4","20","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1996","Alleinerziehende","2","7","0.0369368658877543","0.00997645126556354","0.0638972805099451"
"Untermieter","1996","Alleinerziehende","3","6","0.0251361157486583","-0.00230578308840545","0.0525780145857221"
"Untermieter","1996","Alleinerziehende","4","4","0.0157604856888417","-0.0132098890859391","0.0447308604636225"
"Untermieter","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1996","Paar mit Kind(ern)","2","64","0.0210960458155437","0.0161193603549794","0.026072731276108"
"Untermieter","1996","Paar mit Kind(ern)","3","16","","",""
"Untermieter","1996","Paar mit Kind(ern)","4","6","0.00784788984578439","0.00186638399611717","0.0138293956954516"
"Untermieter","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1996","Sonstige","2","6","0.0158608997883021","0.000930752056558549","0.0307910475200457"
"Untermieter","1996","Sonstige","3","2","","",""
"Untermieter","1996","Sonstige","4","6","0.0998889566075724","0.0433376040351351","0.15644030918001"
"Untermieter","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1996","1-Pers.- Haushalt","2","70","0.203423455289171","0.164553525727314","0.242293384851029"
"Eigentuemer","1996","1-Pers.- Haushalt","3","41","0.207866576455734","0.156313912352275","0.259419240559192"
"Eigentuemer","1996","1-Pers.- Haushalt","4","42","0.295862484068125","0.224238333675482","0.367486634460769"
"Eigentuemer","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","2","300","0.412612828808166","0.379786311309568","0.445439346306764"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","3","306","0.449635028899913","0.41583306846591","0.483436989333915"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","4","278","","",""
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1996","Alleinerziehende","2","38","0.229719214075348","0.169589054041303","0.289849374109392"
"Eigentuemer","1996","Alleinerziehende","3","58","0.437953728874027","0.350978969849922","0.524928487898133"
"Eigentuemer","1996","Alleinerziehende","4","32","0.57845787453118","0.463596164967905","0.693319584094455"
"Eigentuemer","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1996","Paar mit Kind(ern)","2","1366","","",""
"Eigentuemer","1996","Paar mit Kind(ern)","3","941","0.635958745974455","0.61347312196926","0.65844436997965"
"Eigentuemer","1996","Paar mit Kind(ern)","4","579","0.767013831946828","0.738358092511572","0.795669571382085"
"Eigentuemer","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1996","Sonstige","2","148","","",""
"Eigentuemer","1996","Sonstige","3","142","","",""
"Eigentuemer","1996","Sonstige","4","71","0.611621955627781","0.51970299983389","0.703540911421672"
"Eigentuemer","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","2","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","3","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","4","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","2","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","3","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","4","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","2","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","3","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","4","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","2","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","3","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","4","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1997","1-Pers.- Haushalt","2","322","0.757073560891867","0.71566349563066","0.798483626153073"
"Hauptmieter","1997","1-Pers.- Haushalt","3","203","","",""
"Hauptmieter","1997","1-Pers.- Haushalt","4","101","","",""
"Hauptmieter","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","2","554","0.508984789806249","0.476468196315296","0.541501383297201"
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","3","586","0.581321734206571","0.549648776315885","0.612994692097256"
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","4","422","0.505969483086934","0.470044160754065","0.541894805419803"
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1997","Alleinerziehende","2","160","","",""
"Hauptmieter","1997","Alleinerziehende","3","91","0.64830352086868","0.568635918291837","0.727971123445523"
"Hauptmieter","1997","Alleinerziehende","4","24","","",""
"Hauptmieter","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1997","Paar mit Kind(ern)","2","1584","","",""
"Hauptmieter","1997","Paar mit Kind(ern)","3","750","0.310913368799407","0.289202231103112","0.332624506495702"
"Hauptmieter","1997","Paar mit Kind(ern)","4","300","0.28960915049158","0.259062668157597","0.320155632825563"
"Hauptmieter","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1997","Sonstige","2","105","","",""
"Hauptmieter","1997","Sonstige","3","81","0.376699817411086","0.312958954921066","0.440440679901105"
"Hauptmieter","1997","Sonstige","4","39","0.307566311549352","0.21887319857331","0.396259424525394"
"Hauptmieter","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1997","1-Pers.- Haushalt","2","20","","",""
"Untermieter","1997","1-Pers.- Haushalt","3","13","","",""
"Untermieter","1997","1-Pers.- Haushalt","4","4","0.0214051806305694","-0.000881812972627061","0.0436921742337658"
"Untermieter","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","2","26","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","3","22","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","4","16","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1997","Alleinerziehende","2","2","","",""
"Untermieter","1997","Alleinerziehende","3","2","","",""
"Untermieter","1997","Alleinerziehende","4","","","",""
"Untermieter","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1997","Paar mit Kind(ern)","2","63","0.017319282525061","0.0126587450038921","0.0219798200462298"
"Untermieter","1997","Paar mit Kind(ern)","3","21","","",""
"Untermieter","1997","Paar mit Kind(ern)","4","3","","",""
"Untermieter","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1997","Sonstige","2","4","0.0116904778278962","-0.000745208635501628","0.024126164291294"
"Untermieter","1997","Sonstige","3","","","",""
"Untermieter","1997","Sonstige","4","2","","",""
"Untermieter","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1997","1-Pers.- Haushalt","2","70","0.204433201497418","0.165491625559176","0.243374777435659"
"Eigentuemer","1997","1-Pers.- Haushalt","3","37","0.185076264898471","0.137221886751529","0.232930643045412"
"Eigentuemer","1997","1-Pers.- Haushalt","4","57","0.350423269758746","0.276954582152651","0.423891957364841"
"Eigentuemer","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","2","328","0.456557359132469","0.424158501571503","0.488956216693435"
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","3","324","0.403211864440185","0.371718658258296","0.434705070622075"
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","4","306","0.47833336199438","0.442439227060691","0.51422749692807"
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1997","Alleinerziehende","2","48","0.195583186200272","0.14193626882572","0.249230103574825"
"Eigentuemer","1997","Alleinerziehende","3","45","0.348400120800514","0.268905417301833","0.427894824299195"
"Eigentuemer","1997","Alleinerziehende","4","54","0.812210529181511","0.725540146059554","0.898880912303468"
"Eigentuemer","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1997","Paar mit Kind(ern)","2","1363","","",""
"Eigentuemer","1997","Paar mit Kind(ern)","3","975","0.672526598592808","0.650514131514258","0.694539065671357"
"Eigentuemer","1997","Paar mit Kind(ern)","4","544","0.706433900979957","0.675765219644648","0.737102582315267"
"Eigentuemer","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Eigentuemer","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Eigentuemer","1997","Sonstige","2","178","","",""
"Eigentuemer","1997","Sonstige","3","141","","",""
"Eigentuemer","1997","Sonstige","4","63","0.678642777800699","0.588890378006136","0.768395177595263"
"Eigentuemer","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","2","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","3","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","4","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","2","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","3","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","4","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","2","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","3","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","4","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","2","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","3","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","4","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1998","1-Pers.- Haushalt","2","366","0.722166905444697","0.68254657218781","0.761787238701583"
"Hauptmieter","1998","1-Pers.- Haushalt","3","224","","",""
"Hauptmieter","1998","1-Pers.- Haushalt","4","150","","",""
"Hauptmieter","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1998","(Ehe-)Paar ohne Kind(er)","2","510","0.498234168816018","0.465925320807085","0.530543016824951"
"Hauptmieter","1998","(Ehe-)Paar ohne Kind(er)","3","650","0.516592575022798","0.487352236192584","0.545832913853012"
