year,quintil_oecd_hh,regtyp,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,3rd Quintile,Rural regions,Yes,0.67031,908,1163,0.64328,0.69734
2014,3rd Quintile,Rural regions,No,0.32562,255,1163,0.29868,0.35257
2014,4th Quintile,Urban regions,Yes,0.83841,1740,1931,0.82199,0.85483
2014,4th Quintile,Urban regions,No,0.15737,191,1931,0.14113,0.17362
2014,4th Quintile,Rural regions,Yes,0.80051,859,989,0.77559,0.82543
2014,4th Quintile,Rural regions,No,0.19864,130,989,0.17376,0.22352
2014,5th Quintile,Urban regions,Yes,0.91284,2132,2255,0.90119,0.92448
2014,5th Quintile,Urban regions,No,0.08535,123,2255,0.07381,0.09688
2014,5th Quintile,Rural regions,Yes,0.91270,712,757,0.89258,0.93282
2014,5th Quintile,Rural regions,No,0.08582,45,757,0.06585,0.10578
2015,1st Quintile,Urban regions,Yes,0.65958,1836,2305,0.64024,0.67893
2015,1st Quintile,Urban regions,No,0.33364,469,2305,0.31439,0.35290
2015,1st Quintile,Rural regions,Yes,0.57894,891,1237,0.55142,0.60647
2015,1st Quintile,Rural regions,No,0.42021,346,1237,0.39269,0.44772
2015,2nd Quintile,Urban regions,Yes,0.67760,1669,2052,0.65737,0.69782
2015,2nd Quintile,Urban regions,No,0.31159,383,2052,0.29154,0.33163
2015,2nd Quintile,Rural regions,Yes,0.61955,979,1316,0.59331,0.64579
2015,2nd Quintile,Rural regions,No,0.37468,337,1316,0.34852,0.40085
2015,3rd Quintile,Urban regions,Yes,0.77456,1646,1909,0.75581,0.79331
2015,3rd Quintile,Urban regions,No,0.22188,263,1909,0.20323,0.24052
2015,3rd Quintile,Rural regions,Yes,0.71275,899,1101,0.68601,0.73949
2015,3rd Quintile,Rural regions,No,0.27001,202,1101,0.24377,0.29625
2015,4th Quintile,Urban regions,Yes,0.85305,1681,1853,0.83692,0.86917
2015,4th Quintile,Urban regions,No,0.14323,172,1853,0.12728,0.15919
2015,4th Quintile,Rural regions,Yes,0.84273,874,969,0.81979,0.86566
2015,4th Quintile,Rural regions,No,0.15472,95,969,0.13193,0.17750
2015,5th Quintile,Urban regions,Yes,0.92135,2123,2233,0.91018,0.93252
2015,5th Quintile,Urban regions,No,0.07750,110,2233,0.06641,0.08859
2015,5th Quintile,Rural regions,Yes,0.91616,699,740,0.89618,0.93614
2015,5th Quintile,Rural regions,No,0.07906,41,740,0.05960,0.09851
2016,1st Quintile,Urban regions,Yes,0.68361,2704,3429,0.66805,0.69918
2016,1st Quintile,Urban regions,No,0.31032,725,3429,0.29484,0.32581
2016,1st Quintile,Rural regions,Yes,0.61737,1289,1758,0.59464,0.64010
2016,1st Quintile,Rural regions,No,0.37283,469,1758,0.35022,0.39544
2016,2nd Quintile,Urban regions,Yes,0.70941,1532,1844,0.68868,0.73014
2016,2nd Quintile,Urban regions,No,0.28525,312,1844,0.26463,0.30586
2016,2nd Quintile,Rural regions,Yes,0.65076,894,1191,0.62367,0.67785
2016,2nd Quintile,Rural regions,No,0.34892,297,1191,0.32184,0.37600
2016,3rd Quintile,Urban regions,Yes,0.80086,1504,1725,0.78201,0.81971
2016,3rd Quintile,Urban regions,No,0.19914,221,1725,0.18029,0.21799
2016,3rd Quintile,Rural regions,Yes,0.77710,853,1018,0.75152,0.80268
2016,3rd Quintile,Rural regions,No,0.22290,165,1018,0.19732,0.24848
2016,4th Quintile,Urban regions,Yes,0.87424,1622,1758,0.85873,0.88974
2016,4th Quintile,Urban regions,No,0.12404,136,1758,0.10863,0.13946
2016,4th Quintile,Rural regions,Yes,0.83900,813,900,0.81497,0.86302
2016,4th Quintile,Rural regions,No,0.15739,87,900,0.13359,0.18120
2016,5th Quintile,Urban regions,Yes,0.92570,1963,2049,0.91434,0.93706
2016,5th Quintile,Urban regions,No,0.07273,86,2049,0.06148,0.08398
2016,5th Quintile,Rural regions,Yes,0.93481,671,705,0.91657,0.95304
2016,5th Quintile,Rural regions,No,0.06519,34,705,0.04696,0.08343
2017,1st Quintile,Urban regions,Yes,0.72726,3140,3707,0.71292,0.74160
2017,1st Quintile,Urban regions,No,0.27242,567,3707,0.25809,0.28676
2017,1st Quintile,Rural regions,Yes,0.62688,1540,1930,0.60530,0.64847
2017,1st Quintile,Rural regions,No,0.36677,390,1930,0.34526,0.38828
2017,2nd Quintile,Urban regions,Yes,0.74460,1727,2027,0.72561,0.76359
2017,2nd Quintile,Urban regions,No,0.25418,300,2027,0.23522,0.27314
2017,2nd Quintile,Rural regions,Yes,0.67294,1032,1299,0.64742,0.69846
2017,2nd Quintile,Rural regions,No,0.31652,267,1299,0.29122,0.34182
2017,3rd Quintile,Urban regions,Yes,0.82290,1713,1912,0.80578,0.84001
2017,3rd Quintile,Urban regions,No,0.17644,199,1912,0.15934,0.19353
2017,3rd Quintile,Rural regions,Yes,0.81753,1049,1191,0.79558,0.83947
2017,3rd Quintile,Rural regions,No,0.17685,142,1191,0.15518,0.19853
2017,4th Quintile,Urban regions,Yes,0.88451,1887,2015,0.87055,0.89847
2017,4th Quintile,Urban regions,No,0.11539,128,2015,0.10143,0.12934
2017,4th Quintile,Rural regions,Yes,0.83906,937,1030,0.81660,0.86151
2017,4th Quintile,Rural regions,No,0.15866,93,1030,0.13634,0.18099
2017,5th Quintile,Urban regions,Yes,0.94065,2248,2320,0.93104,0.95027
2017,5th Quintile,Urban regions,No,0.05887,72,2320,0.04929,0.06846
2017,5th Quintile,Rural regions,Yes,0.94440,742,773,0.92824,0.96057
2017,5th Quintile,Rural regions,No,0.05378,31,773,0.03787,0.06970
2018,1st Quintile,Urban regions,Yes,0.73743,3134,3587,0.72302,0.75183
2018,1st Quintile,Urban regions,No,0.25910,453,3587,0.24476,0.27344
2018,1st Quintile,Rural regions,Yes,0.64806,1444,1775,0.62584,0.67028
2018,1st Quintile,Rural regions,No,0.35073,331,1775,0.32853,0.37294
2018,2nd Quintile,Urban regions,Yes,0.75694,1874,2155,0.73883,0.77505
2018,2nd Quintile,Urban regions,No,0.24062,281,2155,0.22257,0.25867
2018,2nd Quintile,Rural regions,Yes,0.71374,1075,1291,0.68908,0.73841
2018,2nd Quintile,Rural regions,No,0.28601,216,1291,0.26135,0.31067
2018,3rd Quintile,Urban regions,Yes,0.84491,1722,1901,0.82863,0.86118
2018,3rd Quintile,Urban regions,No,0.15329,179,1901,0.13709,0.16949
2018,3rd Quintile,Rural regions,Yes,0.79535,955,1096,0.77146,0.81925
2018,3rd Quintile,Rural regions,No,0.19751,141,1096,0.17393,0.22109
2018,4th Quintile,Urban regions,Yes,0.89252,1815,1935,0.87872,0.90632
2018,4th Quintile,Urban regions,No,0.10748,120,1935,0.09368,0.12128
2018,4th Quintile,Rural regions,Yes,0.84353,886,964,0.82059,0.86648
2018,4th Quintile,Rural regions,No,0.15368,78,964,0.13090,0.17646
2018,5th Quintile,Urban regions,Yes,0.95239,2178,2243,0.94357,0.96120
2018,5th Quintile,Urban regions,No,0.04761,65,2243,0.03880,0.05643
2018,5th Quintile,Rural regions,Yes,0.95502,747,747,0.94015,0.96989
2019,1st Quintile,Urban regions,Yes,0.76950,2990,3343,0.75522,0.78378
2019,1st Quintile,Urban regions,No,0.22897,353,3343,0.21473,0.24322
2019,1st Quintile,Rural regions,Yes,0.68446,1362,1593,0.66163,0.70729
2019,1st Quintile,Rural regions,No,0.31454,231,1593,0.29173,0.33735
2019,2nd Quintile,Urban regions,Yes,0.79903,1655,1866,0.78085,0.81722
2019,2nd Quintile,Urban regions,No,0.19876,211,1866,0.18065,0.21687
2019,2nd Quintile,Rural regions,Yes,0.73860,994,1192,0.71365,0.76356
2019,2nd Quintile,Rural regions,No,0.24698,198,1192,0.22249,0.27148
2019,3rd Quintile,Urban regions,Yes,0.86118,1647,1779,0.84511,0.87726
2019,3rd Quintile,Urban regions,No,0.13870,132,1779,0.12264,0.15477
2019,3rd Quintile,Rural regions,Yes,0.83286,935,1037,0.81014,0.85558
2019,3rd Quintile,Rural regions,No,0.16714,102,1037,0.14442,0.18986
2019,4th Quintile,Urban regions,Yes,0.91583,1774,1863,0.90322,0.92844
2019,4th Quintile,Urban regions,No,0.08113,89,1863,0.06873,0.09354
2019,4th Quintile,Rural regions,Yes,0.89296,929,991,0.87370,0.91222
2019,4th Quintile,Rural regions,No,0.10704,62,991,0.08778,0.12630
2019,5th Quintile,Urban regions,Yes,0.94734,3016,3093,0.93946,0.95521
2019,5th Quintile,Urban regions,No,0.05257,77,3093,0.04471,0.06044
2019,5th Quintile,Rural regions,Yes,0.95421,1126,1126,0.94200,0.96643
2020,1st Quintile,Urban regions,Yes,0.04291,1943,2062,0.03416,0.05165
2020,1st Quintile,Urban regions,No,0.00388,119,2062,0.00120,0.00657
2020,1st Quintile,Rural regions,Yes,0.03132,552,552,0.01677,0.04586
2020,2nd Quintile,Urban regions,Yes,0.00367,127,127,-0.00689,0.01422
2021,1st Quintile,Urban regions,Yes,0.85675,2159,2303,0.84244,0.87106
2021,1st Quintile,Urban regions,No,0.13513,144,2303,0.12116,0.14910
2021,1st Quintile,Rural regions,Yes,0.78391,816,936,0.75753,0.81029
2021,1st Quintile,Rural regions,No,0.20890,120,936,0.18284,0.23495
2021,2nd Quintile,Urban regions,Yes,0.84661,1373,1490,0.82831,0.86492
2021,2nd Quintile,Urban regions,No,0.15089,117,1490,0.13271,0.16907
2021,2nd Quintile,Rural regions,Yes,0.80248,773,883,0.77620,0.82875
2021,2nd Quintile,Rural regions,No,0.19397,110,883,0.16787,0.22007
2021,3rd Quintile,Urban regions,Yes,0.89333,1277,1341,0.87680,0.90986
2021,3rd Quintile,Urban regions,No,0.10472,64,1341,0.08833,0.12112
2021,3rd Quintile,Rural regions,Yes,0.82665,666,733,0.79922,0.85407
2021,3rd Quintile,Rural regions,No,0.17335,67,733,0.14593,0.20078
2021,4th Quintile,Urban regions,Yes,0.92719,1363,1414,0.91364,0.94074
2021,4th Quintile,Urban regions,No,0.07270,51,1414,0.05917,0.08624
2021,4th Quintile,Rural regions,Yes,0.91341,653,685,0.89234,0.93449
2021,4th Quintile,Rural regions,No,0.08659,32,685,0.06551,0.10766
2021,5th Quintile,Urban regions,Yes,0.96821,1997,2031,0.96058,0.97584
2021,5th Quintile,Urban regions,No,0.03167,34,2031,0.02405,0.03929
2021,5th Quintile,Rural regions,Yes,0.97382,685,685,0.96185,0.98578
