year,migback,quintil_oecd,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,No migration background,2nd Quintile,Yes,0.16394,559,3779,0.15213,0.17574
2015,No migration background,2nd Quintile,No,0.83606,3220,3779,0.82426,0.84787
2015,No migration background,3rd Quintile,Yes,0.14831,529,3758,0.13695,0.15968
2015,No migration background,3rd Quintile,No,0.85169,3229,3758,0.84032,0.86305
2015,No migration background,4th Quintile,Yes,0.15994,596,3990,0.14857,0.17132
2015,No migration background,4th Quintile,No,0.84006,3394,3990,0.82868,0.85143
2015,No migration background,5th Quintile,Yes,0.13167,606,4462,0.12175,0.14159
2015,No migration background,5th Quintile,No,0.86833,3856,4462,0.85841,0.87825
2015,Direct migration background,1st Quintile,Yes,0.15498,200,1575,0.13710,0.17286
2015,Direct migration background,1st Quintile,No,0.84502,1375,1575,0.82714,0.86290
2015,Direct migration background,2nd Quintile,Yes,0.11244,122,1129,0.09401,0.13088
2015,Direct migration background,2nd Quintile,No,0.88756,1007,1129,0.86912,0.90599
2015,Direct migration background,3rd Quintile,Yes,0.11505,76,810,0.09306,0.13703
2015,Direct migration background,3rd Quintile,No,0.88495,734,810,0.86297,0.90694
2015,Direct migration background,4th Quintile,Yes,0.11112,59,508,0.08376,0.13847
2015,Direct migration background,4th Quintile,No,0.88888,449,508,0.86153,0.91624
2015,Direct migration background,5th Quintile,Yes,0.16098,54,451,0.12703,0.19494
2015,Direct migration background,5th Quintile,No,0.83902,397,451,0.80506,0.87297
2015,Indirect migration background,1st Quintile,Yes,0.13089,66,477,0.10059,0.16119
2015,Indirect migration background,1st Quintile,No,0.86911,411,477,0.83881,0.89941
2015,Indirect migration background,2nd Quintile,Yes,0.12106,42,341,0.08639,0.15573
2015,Indirect migration background,2nd Quintile,No,0.87894,299,341,0.84427,0.91361
2015,Indirect migration background,3rd Quintile,Yes,0.10533,36,274,0.06892,0.14175
2015,Indirect migration background,3rd Quintile,No,0.89467,238,274,0.85825,0.93108
2015,Indirect migration background,4th Quintile,Yes,0.07829,31,257,0.04538,0.11119
2015,Indirect migration background,4th Quintile,No,0.92171,226,257,0.88881,0.95462
2015,Indirect migration background,5th Quintile,No,0.86250,167,167,0.81011,0.91489
2017,No migration background,1st Quintile,Yes,0.18384,444,2640,0.16906,0.19861
2017,No migration background,1st Quintile,No,0.81616,2196,2640,0.80139,0.83094
2017,No migration background,2nd Quintile,Yes,0.16340,473,3313,0.15081,0.17599
2017,No migration background,2nd Quintile,No,0.83660,2840,3313,0.82401,0.84919
2017,No migration background,3rd Quintile,Yes,0.15039,538,3444,0.13845,0.16233
2017,No migration background,3rd Quintile,No,0.84961,2906,3444,0.83767,0.86155
2017,No migration background,4th Quintile,Yes,0.15010,520,3635,0.13849,0.16171
2017,No migration background,4th Quintile,No,0.84990,3115,3635,0.83829,0.86151
2017,No migration background,5th Quintile,Yes,0.15511,576,3921,0.14378,0.16645
2017,No migration background,5th Quintile,No,0.84489,3345,3921,0.83355,0.85622
2017,Direct migration background,1st Quintile,Yes,0.17283,228,1630,0.15447,0.19120
2017,Direct migration background,1st Quintile,No,0.82717,1402,1630,0.80880,0.84553
2017,Direct migration background,2nd Quintile,Yes,0.10799,123,1186,0.09032,0.12567
2017,Direct migration background,2nd Quintile,No,0.89201,1063,1186,0.87433,0.90968
2017,Direct migration background,3rd Quintile,Yes,0.10966,88,721,0.08683,0.13248
2017,Direct migration background,3rd Quintile,No,0.89034,633,721,0.86752,0.91317
2017,Direct migration background,4th Quintile,Yes,0.10406,56,507,0.07745,0.13066
2017,Direct migration background,4th Quintile,No,0.89594,451,507,0.86934,0.92255
2017,Direct migration background,5th Quintile,Yes,0.14980,58,436,0.11626,0.18334
2017,Direct migration background,5th Quintile,No,0.85020,378,436,0.81666,0.88374
2017,Indirect migration background,1st Quintile,Yes,0.16156,73,447,0.12741,0.19572
2017,Indirect migration background,1st Quintile,No,0.83844,374,447,0.80428,0.87259
2017,Indirect migration background,2nd Quintile,Yes,0.11498,40,294,0.07845,0.15150
2017,Indirect migration background,2nd Quintile,No,0.88502,254,294,0.84850,0.92155
2017,Indirect migration background,3rd Quintile,Yes,0.18110,33,249,0.13317,0.22903
2017,Indirect migration background,3rd Quintile,No,0.81890,216,249,0.77097,0.86683
2017,Indirect migration background,4th Quintile,Yes,0.13170,32,216,0.08650,0.17690
2017,Indirect migration background,4th Quintile,No,0.86830,184,216,0.82310,0.91350
2017,Indirect migration background,5th Quintile,No,0.87282,170,170,0.82259,0.92305
2019,No migration background,1st Quintile,Yes,0.17745,461,2720,0.16309,0.19181
2019,No migration background,1st Quintile,No,0.82255,2259,2720,0.80819,0.83691
2019,No migration background,2nd Quintile,Yes,0.15055,505,3479,0.13866,0.16243
2019,No migration background,2nd Quintile,No,0.84945,2974,3479,0.83757,0.86134
2019,No migration background,3rd Quintile,Yes,0.13701,474,3489,0.12560,0.14842
2019,No migration background,3rd Quintile,No,0.86299,3015,3489,0.85158,0.87440
2019,No migration background,4th Quintile,Yes,0.15056,529,3647,0.13895,0.16217
2019,No migration background,4th Quintile,No,0.84944,3118,3647,0.83783,0.86105
2019,No migration background,5th Quintile,Yes,0.13338,559,4156,0.12304,0.14371
2019,No migration background,5th Quintile,No,0.86662,3597,4156,0.85629,0.87696
2019,Direct migration background,1st Quintile,Yes,0.14643,152,1310,0.12727,0.16558
2019,Direct migration background,1st Quintile,No,0.85357,1158,1310,0.83442,0.87273
2019,Direct migration background,2nd Quintile,Yes,0.10757,88,976,0.08812,0.12702
2019,Direct migration background,2nd Quintile,No,0.89243,888,976,0.87298,0.91188
2019,Direct migration background,3rd Quintile,Yes,0.15575,74,652,0.12789,0.18360
2019,Direct migration background,3rd Quintile,No,0.84425,578,652,0.81640,0.87211
2019,Direct migration background,4th Quintile,Yes,0.14456,45,437,0.11155,0.17757
2019,Direct migration background,4th Quintile,No,0.85544,392,437,0.82243,0.88845
2019,Direct migration background,5th Quintile,Yes,0.08193,44,450,0.05657,0.10730
2019,Direct migration background,5th Quintile,No,0.91807,406,450,0.89270,0.94343
2019,Indirect migration background,1st Quintile,Yes,0.16198,57,415,0.12649,0.19747
2019,Indirect migration background,1st Quintile,No,0.83802,358,415,0.80253,0.87351
2019,Indirect migration background,2nd Quintile,Yes,0.14706,40,314,0.10782,0.18630
2019,Indirect migration background,2nd Quintile,No,0.85294,274,314,0.81370,0.89218
2019,Indirect migration background,3rd Quintile,Yes,0.10581,33,281,0.06978,0.14184
2019,Indirect migration background,3rd Quintile,No,0.89419,248,281,0.85816,0.93022
2019,Indirect migration background,4th Quintile,No,0.89043,170,170,0.84333,0.93752
2019,Indirect migration background,5th Quintile,No,0.83894,188,188,0.78626,0.89163
2021,No migration background,1st Quintile,Yes,0.18768,356,1956,0.17038,0.20499
2021,No migration background,1st Quintile,No,0.81232,1600,1956,0.79501,0.82962
2021,No migration background,2nd Quintile,Yes,0.13675,355,2389,0.12297,0.15053
2021,No migration background,2nd Quintile,No,0.86325,2034,2389,0.84947,0.87703
2021,No migration background,3rd Quintile,Yes,0.15289,360,2452,0.13865,0.16714
2021,No migration background,3rd Quintile,No,0.84711,2092,2452,0.83286,0.86135
2021,No migration background,4th Quintile,Yes,0.12919,343,2636,0.11638,0.14200
2021,No migration background,4th Quintile,No,0.87081,2293,2636,0.85800,0.88362
2021,No migration background,5th Quintile,Yes,0.13465,438,3638,0.12356,0.14574
2021,No migration background,5th Quintile,No,0.86535,3200,3638,0.85426,0.87644
2021,Direct migration background,1st Quintile,Yes,0.12110,231,2590,0.10853,0.13366
2021,Direct migration background,1st Quintile,No,0.87890,2359,2590,0.86634,0.89147
2021,Direct migration background,2nd Quintile,Yes,0.13294,110,938,0.11120,0.15468
2021,Direct migration background,2nd Quintile,No,0.86706,828,938,0.84532,0.88880
2021,Direct migration background,3rd Quintile,Yes,0.11906,61,531,0.09149,0.14664
2021,Direct migration background,3rd Quintile,No,0.88094,470,531,0.85336,0.90851
2021,Direct migration background,4th Quintile,Yes,0.08796,39,402,0.06024,0.11568
2021,Direct migration background,4th Quintile,No,0.91204,363,402,0.88432,0.93976
2021,Direct migration background,5th Quintile,Yes,0.13188,66,440,0.10023,0.16353
2021,Direct migration background,5th Quintile,No,0.86812,374,440,0.83647,0.89977
2021,Indirect migration background,1st Quintile,Yes,0.12940,34,236,0.08649,0.17232
2021,Indirect migration background,1st Quintile,No,0.87060,202,236,0.82768,0.91351
2021,Indirect migration background,2nd Quintile,No,0.86073,177,177,0.80958,0.91188
2021,Indirect migration background,3rd Quintile,No,0.84250,121,121,0.77733,0.90768
2021,Indirect migration background,4th Quintile,No,0.92434,136,136,0.87972,0.96895
2021,Indirect migration background,5th Quintile,No,0.87651,172,172,0.82720,0.92583
