,Unnamed: 0,year,migback,plh0191,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
48,48,1996,Direct migration background,Agree completely,0.06906,149,12949,0.05725,0.08241
49,49,1996,Direct migration background,Agree,0.18423,465,12949,0.17027,0.2035
50,50,1996,Direct migration background,Disagree,0.36115,954,12949,0.33942,0.38356
51,51,1996,Direct migration background,Disagree completely,0.38556,1003,12949,0.36107,0.40987
52,52,1996,Indirect migration background,Agree,0.10179,54,12949,0.07688,0.13454
53,53,1996,Indirect migration background,Disagree,0.41901,204,12949,0.36609,0.48569
54,54,1996,Indirect migration background,Disagree completely,0.47921,261,12949,0.41844,0.54537
55,55,1997,No migration background,Agree completely,0.05762,479,12719,0.05413,0.06263
56,56,1997,No migration background,Agree,0.13403,1287,12719,0.12919,0.13874
57,57,1997,No migration background,Disagree,0.35845,3657,12719,0.35003,0.36506
58,58,1997,No migration background,Disagree completely,0.4499,4303,12719,0.44121,0.46018
59,59,1997,Direct migration background,Agree completely,0.06618,132,12719,0.0545,0.07904
60,60,1997,Direct migration background,Agree,0.19835,484,12719,0.18143,0.21652
61,61,1997,Direct migration background,Disagree,0.36756,942,12719,0.34311,0.39185
62,62,1997,Direct migration background,Disagree completely,0.36791,893,12719,0.3431,0.3926
63,63,1997,Indirect migration background,Agree,0.12117,81,12719,0.10054,0.14984
64,64,1997,Indirect migration background,Disagree,0.3928,210,12719,0.34545,0.45688
65,65,1997,Indirect migration background,Disagree completely,0.48602,251,12719,0.41823,0.55942
66,66,2008,No migration background,Agree completely,0.04592,699,19154,0.04346,0.04896
67,67,2008,No migration background,Agree,0.13883,2154,19154,0.13459,0.14321
68,68,2008,No migration background,Disagree,0.37785,6228,19154,0.36968,0.38596
69,69,2008,No migration background,Disagree completely,0.43739,7459,19154,0.4285,0.44611
70,70,2008,Direct migration background,Agree completely,0.06001,119,19154,0.05212,0.06825
71,71,2008,Direct migration background,Agree,0.2054,374,19154,0.18922,0.22157
72,72,2008,Direct migration background,Disagree,0.3774,681,19154,0.35968,0.39876
73,73,2008,Direct migration background,Disagree completely,0.35719,711,19154,0.3325,0.37719
74,74,2008,Indirect migration background,Agree,0.1531,89,19154,0.12847,0.18038
75,75,2008,Indirect migration background,Disagree,0.36809,262,19154,0.32131,0.40806
76,76,2008,Indirect migration background,Disagree completely,0.47881,378,19154,0.43148,0.5259
77,77,2013,No migration background,Agree completely,0.04677,690,18715,0.04378,0.0496
78,78,2013,No migration background,Agree,0.09601,1485,18715,0.09187,0.09976
79,79,2013,No migration background,Disagree,0.33099,5325,18715,0.32193,0.33864
80,80,2013,No migration background,Disagree completely,0.52624,8836,18715,0.51547,0.53855
81,81,2013,Direct migration background,Agree completely,0.07346,104,18715,0.06118,0.08626
82,82,2013,Direct migration background,Agree,0.14677,236,18715,0.12551,0.16786
83,83,2013,Direct migration background,Disagree,0.31927,547,18715,0.29361,0.35292
84,84,2013,Direct migration background,Disagree completely,0.46049,817,18715,0.42713,0.49829
85,85,2013,Indirect migration background,Agree,0.06568,44,18715,0.04339,0.09754
86,86,2013,Indirect migration background,Disagree,0.30559,218,18715,0.26372,0.35255
87,87,2013,Indirect migration background,Disagree completely,0.62873,413,18715,0.56131,0.70778
88,88,2018,No migration background,Agree completely,0.04408,821,25400,0.04061,0.04718
89,89,2018,No migration background,Agree,0.10681,1918,25400,0.10182,0.11199
90,90,2018,No migration background,Disagree,0.36079,6870,25400,0.35082,0.37015
91,91,2018,No migration background,Disagree completely,0.48831,9745,25400,0.47862,0.49815
92,92,2018,Direct migration background,Agree completely,0.05332,238,25400,0.04474,0.0622
93,93,2018,Direct migration background,Agree,0.16559,651,25400,0.14368,0.18592
94,94,2018,Direct migration background,Disagree,0.33457,1558,25400,0.30939,0.36138
95,95,2018,Direct migration background,Disagree completely,0.44652,1990,25400,0.41719,0.47346
96,96,2018,Indirect migration background,Agree completely,0.04062,55,25400,0.02933,0.05242
97,97,2018,Indirect migration background,Agree,0.09715,180,25400,0.08242,0.11299
98,98,2018,Indirect migration background,Disagree,0.33507,528,25400,0.29446,0.37672
99,99,2018,Indirect migration background,Disagree completely,0.52716,846,25400,0.48757,0.57308
