year,regtyp,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Urban regions,female,Disagree completely,0.44614,1866,4294,0.43127,0.46101
1997,Rural regions,male,Agree completely,0.05890,92,2147,0.04894,0.06886
1997,Rural regions,male,Agree,0.15001,314,2147,0.13490,0.16512
1997,Rural regions,male,Disagree,0.38479,884,2147,0.36421,0.40538
1997,Rural regions,male,Disagree completely,0.40630,857,2147,0.38552,0.42708
1997,Rural regions,female,Agree completely,0.06115,122,2277,0.05131,0.07100
1997,Rural regions,female,Agree,0.16028,364,2277,0.14521,0.17535
1997,Rural regions,female,Disagree,0.40153,933,2277,0.38139,0.42167
1997,Rural regions,female,Disagree completely,0.37703,858,2277,0.35712,0.39694
2008,Urban regions,male,Agree completely,0.04476,237,5988,0.03952,0.04999
2008,Urban regions,male,Agree,0.12734,719,5988,0.11890,0.13579
2008,Urban regions,male,Disagree,0.36716,2114,5988,0.35495,0.37937
2008,Urban regions,male,Disagree completely,0.46074,2918,5988,0.44812,0.47337
2008,Urban regions,female,Agree completely,0.05293,312,6623,0.04754,0.05833
2008,Urban regions,female,Agree,0.15475,888,6623,0.14604,0.16346
2008,Urban regions,female,Disagree,0.34952,2314,6623,0.33804,0.36101
2008,Urban regions,female,Disagree completely,0.44279,3109,6623,0.43083,0.45476
2008,Rural regions,male,Agree completely,0.04013,129,3166,0.03329,0.04697
2008,Rural regions,male,Agree,0.16795,498,3166,0.15493,0.18097
2008,Rural regions,male,Disagree,0.41423,1335,3166,0.39706,0.43139
2008,Rural regions,male,Disagree completely,0.37769,1204,3166,0.36080,0.39458
2008,Rural regions,female,Agree completely,0.05220,168,3405,0.04473,0.05968
2008,Rural regions,female,Agree,0.15423,512,3405,0.14210,0.16636
2008,Rural regions,female,Disagree,0.41671,1408,3405,0.40015,0.43328
2008,Rural regions,female,Disagree completely,0.37685,1317,3405,0.36057,0.39313
2013,Urban regions,male,Agree completely,0.03600,207,5588,0.03112,0.04089
2013,Urban regions,male,Agree,0.08690,470,5588,0.07951,0.09429
2013,Urban regions,male,Disagree,0.32886,1784,5588,0.31654,0.34118
2013,Urban regions,male,Disagree completely,0.54823,3127,5588,0.53518,0.56128
2013,Urban regions,female,Agree completely,0.05282,286,6404,0.04734,0.05830
2013,Urban regions,female,Agree,0.09569,566,6404,0.08848,0.10289
2013,Urban regions,female,Disagree,0.30633,1964,6404,0.29504,0.31762
2013,Urban regions,female,Disagree completely,0.54516,3588,6404,0.53297,0.55736
2013,Rural regions,male,Agree completely,0.05324,153,3194,0.04545,0.06103
2013,Rural regions,male,Agree,0.11233,332,3194,0.10137,0.12328
2013,Rural regions,male,Disagree,0.36888,1155,3194,0.35215,0.38562
2013,Rural regions,male,Disagree completely,0.46555,1554,3194,0.44825,0.48285
2013,Rural regions,female,Agree completely,0.05855,168,3549,0.05082,0.06628
2013,Rural regions,female,Agree,0.11825,397,3549,0.10763,0.12888
2013,Rural regions,female,Disagree,0.33325,1187,3549,0.31773,0.34876
2013,Rural regions,female,Disagree completely,0.48995,1797,3549,0.47350,0.50640
2018,Urban regions,male,Agree completely,0.03757,307,7574,0.03329,0.04185
2018,Urban regions,male,Agree,0.11502,835,7574,0.10783,0.12220
2018,Urban regions,male,Disagree,0.35705,2658,7574,0.34626,0.36784
2018,Urban regions,male,Disagree completely,0.49036,3774,7574,0.47910,0.50162
2018,Urban regions,female,Agree completely,0.05040,423,8953,0.04587,0.05493
2018,Urban regions,female,Agree,0.11724,942,8953,0.11058,0.12390
2018,Urban regions,female,Disagree,0.32792,2963,8953,0.31820,0.33765
2018,Urban regions,female,Disagree completely,0.50444,4625,8953,0.49408,0.51479
2018,Rural regions,male,Agree completely,0.04579,189,4122,0.03940,0.05217
2018,Rural regions,male,Agree,0.11325,461,4122,0.10357,0.12292
2018,Rural regions,male,Disagree,0.39455,1563,4122,0.37962,0.40947
2018,Rural regions,male,Disagree completely,0.44642,1909,4122,0.43124,0.46160
2018,Rural regions,female,Agree completely,0.05036,195,4751,0.04414,0.05658
2018,Rural regions,female,Agree,0.11134,511,4751,0.10240,0.12029
2018,Rural regions,female,Disagree,0.37611,1772,4751,0.36233,0.38989
2018,Rural regions,female,Disagree completely,0.46219,2273,4751,0.44801,0.47636
