"plh0191","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","23","","",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","2","16","","",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","3","5","","",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","4","1","","",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","1995","Thüringen","1 Einkommensschwächstes Quintil","35","0.143810058783599","0.106995883983268","0.180624233583929"
"Stimmt ganz u.gar","1995","Thüringen","2","10","","",""
"Stimmt ganz u.gar","1995","Thüringen","3","5","","",""
"Stimmt ganz u.gar","1995","Thüringen","4","","","",""
"Stimmt ganz u.gar","1995","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","14","","",""
"Stimmt eher","1995","Schleswig-Holstein","2","9","","",""
"Stimmt eher","1995","Schleswig-Holstein","3","6","","",""
"Stimmt eher","1995","Schleswig-Holstein","4","4","","",""
"Stimmt eher","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","2","","",""
"Stimmt eher","1995","Hamburg","1 Einkommensschwächstes Quintil","10","","",""
"Stimmt eher","1995","Hamburg","2","8","","",""
"Stimmt eher","1995","Hamburg","3","2","","",""
"Stimmt eher","1995","Hamburg","4","3","","",""
"Stimmt eher","1995","Hamburg","5 Einkommensstärkstes Quintil","1","","",""
"Stimmt eher","1995","Niedersachsen","1 Einkommensschwächstes Quintil","49","0.186869051680852","0.145736326893631","0.228001776468072"
"Stimmt eher","1995","Niedersachsen","2","21","","",""
"Stimmt eher","1995","Niedersachsen","3","14","","",""
"Stimmt eher","1995","Niedersachsen","4","10","","",""
"Stimmt eher","1995","Niedersachsen","5 Einkommensstärkstes Quintil","6","","",""
"Stimmt eher","1995","Bremen","1 Einkommensschwächstes Quintil","4","","",""
"Stimmt eher","1995","Bremen","2","8","","",""
"Stimmt eher","1995","Bremen","3","1","","",""
"Stimmt eher","1995","Bremen","4","2","","",""
"Stimmt eher","1995","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","146","0.139223362255237","0.117104918145996","0.161341806364479"
"Stimmt eher","1995","Nordrhein-Westfalen","2","79","0.121119719623419","0.0966151644312538","0.145624274815585"
"Stimmt eher","1995","Nordrhein-Westfalen","3","41","0.099564377349705","0.0711979571720317","0.127930797527378"
"Stimmt eher","1995","Nordrhein-Westfalen","4","21","","",""
"Stimmt eher","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","14","","",""
"Stimmt eher","1995","Hessen","1 Einkommensschwächstes Quintil","52","0.180406338405047","0.13718119022458","0.223631486585514"
"Stimmt eher","1995","Hessen","2","32","0.130922505376047","0.0893578450188904","0.172487165733204"
"Stimmt eher","1995","Hessen","3","18","","",""
"Stimmt eher","1995","Hessen","4","9","","",""
"Stimmt eher","1995","Hessen","5 Einkommensstärkstes Quintil","7","","",""
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","36","0.145792549496636","0.102221586024752","0.189363512968519"
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","2","13","","",""
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","3","5","","",""
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","4","5","","",""
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","116","0.165009973536003","0.135862574336462","0.194157372735544"
"Stimmt eher","1995","Baden-Württemberg","2","79","0.144726202490344","0.113701274410659","0.17575113057003"
"Stimmt eher","1995","Baden-Württemberg","3","32","0.107245350773975","0.0722312674464916","0.142259434101459"
"Stimmt eher","1995","Baden-Württemberg","4","23","","",""
"Stimmt eher","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","5","","",""
"Stimmt eher","1995","Bayern","1 Einkommensschwächstes Quintil","77","0.178904443963346","0.145276119173012","0.212532768753681"
"Stimmt eher","1995","Bayern","2","63","0.162898074931163","0.13049807833752","0.195298071524807"
"Stimmt eher","1995","Bayern","3","26","","",""
"Stimmt eher","1995","Bayern","4","13","","",""
"Stimmt eher","1995","Bayern","5 Einkommensstärkstes Quintil","11","","",""
"Stimmt eher","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","1995","Saarland","2","","","",""
"Stimmt eher","1995","Saarland","3","","","",""
"Stimmt eher","1995","Saarland","4","","","",""
"Stimmt eher","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Berlin","1 Einkommensschwächstes Quintil","37","0.168903246237083","0.117107409463899","0.220699083010267"
"Stimmt eher","1995","Berlin","2","10","","",""
"Stimmt eher","1995","Berlin","3","16","","",""
"Stimmt eher","1995","Berlin","4","5","","",""
"Stimmt eher","1995","Berlin","5 Einkommensstärkstes Quintil","1","","",""
"Stimmt eher","1995","Brandenburg","1 Einkommensschwächstes Quintil","46","0.176944160048529","0.131254969793514","0.222633350303543"
"Stimmt eher","1995","Brandenburg","2","35","0.209820138693473","0.149664225982674","0.269976051404272"
"Stimmt eher","1995","Brandenburg","3","14","","",""
"Stimmt eher","1995","Brandenburg","4","5","","",""
"Stimmt eher","1995","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","34","0.1932808562597","0.138691790190809","0.247869922328591"
"Stimmt eher","1995","Mecklenburg-Vorpommern","2","21","","",""
"Stimmt eher","1995","Mecklenburg-Vorpommern","3","3","","",""
"Stimmt eher","1995","Mecklenburg-Vorpommern","4","4","","",""
"Stimmt eher","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Sachsen","1 Einkommensschwächstes Quintil","131","0.283649232006267","0.244680147514176","0.322618316498357"
"Stimmt eher","1995","Sachsen","2","67","0.198469041789769","0.157095707713261","0.239842375866278"
"Stimmt eher","1995","Sachsen","3","26","","",""
"Stimmt eher","1995","Sachsen","4","3","","",""
"Stimmt eher","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","61","0.215770088247201","0.168908224543905","0.262631951950496"
"Stimmt eher","1995","Sachsen-Anhalt","2","52","0.197882217142637","0.149823897262179","0.245940537023094"
"Stimmt eher","1995","Sachsen-Anhalt","3","6","","",""
"Stimmt eher","1995","Sachsen-Anhalt","4","4","","",""
"Stimmt eher","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","1995","Thüringen","1 Einkommensschwächstes Quintil","100","0.28274307998218","0.235496677717396","0.329989482246963"
"Stimmt eher","1995","Thüringen","2","36","0.207075012188158","0.15077591212964","0.263374112246676"
"Stimmt eher","1995","Thüringen","3","12","","",""
"Stimmt eher","1995","Thüringen","4","5","","",""
"Stimmt eher","1995","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","36","0.387816562475476","0.287705664028233","0.48792746092272"
"Stimmt eher nicht","1995","Schleswig-Holstein","2","17","","",""
"Stimmt eher nicht","1995","Schleswig-Holstein","3","16","","",""
"Stimmt eher nicht","1995","Schleswig-Holstein","4","9","","",""
"Stimmt eher nicht","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","8","","",""
"Stimmt eher nicht","1995","Hamburg","1 Einkommensschwächstes Quintil","13","","",""
"Stimmt eher nicht","1995","Hamburg","2","11","","",""
"Stimmt eher nicht","1995","Hamburg","3","5","","",""
"Stimmt eher nicht","1995","Hamburg","4","6","","",""
"Stimmt eher nicht","1995","Hamburg","5 Einkommensstärkstes Quintil","3","","",""
"Stimmt eher nicht","1995","Niedersachsen","1 Einkommensschwächstes Quintil","121","0.363341399507903","0.312589851799616","0.414092947216189"
"Stimmt eher nicht","1995","Niedersachsen","2","97","0.358980653909522","0.303770344294179","0.414190963524864"
"Stimmt eher nicht","1995","Niedersachsen","3","60","0.339152190714188","0.268606079267181","0.409698302161195"
"Stimmt eher nicht","1995","Niedersachsen","4","53","0.393393302551575","0.316239948263322","0.470546656839829"
"Stimmt eher nicht","1995","Niedersachsen","5 Einkommensstärkstes Quintil","25","","",""
"Stimmt eher nicht","1995","Bremen","1 Einkommensschwächstes Quintil","8","","",""
"Stimmt eher nicht","1995","Bremen","2","9","","",""
"Stimmt eher nicht","1995","Bremen","3","2","","",""
"Stimmt eher nicht","1995","Bremen","4","4","","",""
"Stimmt eher nicht","1995","Bremen","5 Einkommensstärkstes Quintil","2","","",""
"Stimmt eher nicht","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","315","0.338045623902189","0.30782141326756","0.368269834536818"
"Stimmt eher nicht","1995","Nordrhein-Westfalen","2","222","0.353648537264878","0.31774023799019","0.389556836539565"
"Stimmt eher nicht","1995","Nordrhein-Westfalen","3","122","0.281996991037574","0.239367359803844","0.324626622271304"
"Stimmt eher nicht","1995","Nordrhein-Westfalen","4","91","0.308024643081642","0.256714179058507","0.359335107104778"
"Stimmt eher nicht","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","52","0.244042159923934","0.184365738717831","0.303718581130036"
"Stimmt eher nicht","1995","Hessen","1 Einkommensschwächstes Quintil","90","0.268353965406859","0.218544048257739","0.318163882555979"
"Stimmt eher nicht","1995","Hessen","2","69","0.301834315441303","0.245268847203492","0.358399783679113"
"Stimmt eher nicht","1995","Hessen","3","55","0.290568789112351","0.225840099335287","0.355297478889415"
"Stimmt eher nicht","1995","Hessen","4","32","0.290071965685011","0.208193983832917","0.371949947537105"
"Stimmt eher nicht","1995","Hessen","5 Einkommensstärkstes Quintil","18","","",""
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","81","0.313486913030981","0.256209692026158","0.370764134035804"
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","2","75","0.312482128657229","0.248877664916838","0.37608659239762"
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","3","35","0.270821790843419","0.19322898404203","0.348414597644807"
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","4","24","","",""
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","9","","",""
"Stimmt eher nicht","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","234","0.397699130420405","0.359267559807241","0.43613070103357"
"Stimmt eher nicht","1995","Baden-Württemberg","2","180","0.355839318605778","0.313620245944505","0.39805839126705"
"Stimmt eher nicht","1995","Baden-Württemberg","3","111","0.354367836572435","0.300241679812841","0.408493993332028"
"Stimmt eher nicht","1995","Baden-Württemberg","4","102","0.42062245520946","0.358681166835804","0.482563743583116"
"Stimmt eher nicht","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","42","0.443088147223542","0.351900930052033","0.534275364395051"
"Stimmt eher nicht","1995","Bayern","1 Einkommensschwächstes Quintil","164","0.321148838916117","0.280181450557186","0.362116227275048"
"Stimmt eher nicht","1995","Bayern","2","178","0.332404267946641","0.291072128146913","0.37373640774637"
"Stimmt eher nicht","1995","Bayern","3","111","0.369293542494583","0.316984868584082","0.421602216405085"
"Stimmt eher nicht","1995","Bayern","4","65","0.271663982653967","0.211786699628652","0.331541265679281"
"Stimmt eher nicht","1995","Bayern","5 Einkommensstärkstes Quintil","31","0.214200249914999","0.145750088342458","0.282650411487539"
"Stimmt eher nicht","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","1995","Saarland","2","","","",""
"Stimmt eher nicht","1995","Saarland","3","","","",""
"Stimmt eher nicht","1995","Saarland","4","","","",""
"Stimmt eher nicht","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","1995","Berlin","1 Einkommensschwächstes Quintil","79","0.408841878190576","0.340877776659547","0.476805979721604"
"Stimmt eher nicht","1995","Berlin","2","59","0.324468794241383","0.25192549970968","0.397012088773087"
"Stimmt eher nicht","1995","Berlin","3","39","0.375298724610199","0.277931895022594","0.472665554197803"
"Stimmt eher nicht","1995","Berlin","4","30","0.366036828641269","0.253188929688186","0.478884727594352"
"Stimmt eher nicht","1995","Berlin","5 Einkommensstärkstes Quintil","10","","",""
"Stimmt eher nicht","1995","Brandenburg","1 Einkommensschwächstes Quintil","110","0.425917666511523","0.366716452542573","0.485118880480472"
"Stimmt eher nicht","1995","Brandenburg","2","82","0.456060357628938","0.382477224730413","0.529643490527463"
"Stimmt eher nicht","1995","Brandenburg","3","38","0.519718635219554","0.411581918931707","0.6278553515074"
"Stimmt eher nicht","1995","Brandenburg","4","28","","",""
"Stimmt eher nicht","1995","Brandenburg","5 Einkommensstärkstes Quintil","4","","",""
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","93","0.468667704917478","0.399680955299103","0.537654454535852"
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","2","49","0.362396192187774","0.274156714396791","0.450635669978757"
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","3","27","","",""
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","4","5","","",""
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","2","","",""
"Stimmt eher nicht","1995","Sachsen","1 Einkommensschwächstes Quintil","179","0.323006309129812","0.282579976520758","0.363432641738866"
"Stimmt eher nicht","1995","Sachsen","2","158","0.431139698850392","0.379767778158559","0.482511619542225"
"Stimmt eher nicht","1995","Sachsen","3","64","0.386714302491946","0.309547783200915","0.463880821782978"
"Stimmt eher nicht","1995","Sachsen","4","17","","",""
"Stimmt eher nicht","1995","Sachsen","5 Einkommensstärkstes Quintil","5","","",""
"Stimmt eher nicht","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","114","0.333323931783203","0.27962162809267","0.387026235473735"
"Stimmt eher nicht","1995","Sachsen-Anhalt","2","99","0.394945957866239","0.335978548585464","0.453913367147013"
"Stimmt eher nicht","1995","Sachsen-Anhalt","3","43","0.440992967323081","0.336057250623743","0.545928684022419"
"Stimmt eher nicht","1995","Sachsen-Anhalt","4","10","","",""
"Stimmt eher nicht","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","1","","",""
"Stimmt eher nicht","1995","Thüringen","1 Einkommensschwächstes Quintil","142","0.379768123289211","0.328850083836616","0.430686162741806"
"Stimmt eher nicht","1995","Thüringen","2","91","0.411004479315222","0.342644672563684","0.47936428606676"
"Stimmt eher nicht","1995","Thüringen","3","22","","",""
"Stimmt eher nicht","1995","Thüringen","4","7","","",""
"Stimmt eher nicht","1995","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","37","0.41861278013655","0.317252832662774","0.519972727610326"
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","2","45","0.58574190086248","0.472742715878384","0.698741085846577"
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","3","37","0.571692676412373","0.44950233426159","0.693883018563156"
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","4","19","","",""
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","7","","",""
"Stimmt ganz u.gar nicht","1995","Hamburg","1 Einkommensschwächstes Quintil","7","","",""
"Stimmt ganz u.gar nicht","1995","Hamburg","2","13","","",""
"Stimmt ganz u.gar nicht","1995","Hamburg","3","22","","",""
"Stimmt ganz u.gar nicht","1995","Hamburg","4","15","","",""
"Stimmt ganz u.gar nicht","1995","Hamburg","5 Einkommensstärkstes Quintil","5","","",""
"Stimmt ganz u.gar nicht","1995","Niedersachsen","1 Einkommensschwächstes Quintil","157","0.394027550856731","0.342465726194263","0.445589375519198"
"Stimmt ganz u.gar nicht","1995","Niedersachsen","2","158","0.504240255416249","0.446695800737403","0.561784710095094"
"Stimmt ganz u.gar nicht","1995","Niedersachsen","3","96","0.55386065540037","0.479787548737485","0.627933762063255"
"Stimmt ganz u.gar nicht","1995","Niedersachsen","4","83","0.480782887215047","0.401872035644222","0.559693738785873"
"Stimmt ganz u.gar nicht","1995","Niedersachsen","5 Einkommensstärkstes Quintil","43","0.55078869055485","0.43895847994522","0.662618901164481"
"Stimmt ganz u.gar nicht","1995","Bremen","1 Einkommensschwächstes Quintil","14","","",""
"Stimmt ganz u.gar nicht","1995","Bremen","2","11","","",""
"Stimmt ganz u.gar nicht","1995","Bremen","3","2","","",""
"Stimmt ganz u.gar nicht","1995","Bremen","4","7","","",""
"Stimmt ganz u.gar nicht","1995","Bremen","5 Einkommensstärkstes Quintil","7","","",""
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","418","0.44863130755928","0.416853852055437","0.480408763063122"
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","2","350","0.471228731889302","0.433737963571944","0.50871950020666"
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","3","252","0.583759316427156","0.537059477577894","0.630459155276419"
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","4","191","0.599907551645271","0.545458510262175","0.654356593028367"
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","126","0.61082959648503","0.543088614023235","0.678570578946825"
"Stimmt ganz u.gar nicht","1995","Hessen","1 Einkommensschwächstes Quintil","140","0.44402810716869","0.388175564578245","0.499880649759135"
"Stimmt ganz u.gar nicht","1995","Hessen","2","145","0.517922920664976","0.456351576103576","0.579494265226376"
"Stimmt ganz u.gar nicht","1995","Hessen","3","108","0.558236143527293","0.487438100189283","0.629034186865303"
"Stimmt ganz u.gar nicht","1995","Hessen","4","74","0.634791489466638","0.547916837071182","0.721666141862094"
"Stimmt ganz u.gar nicht","1995","Hessen","5 Einkommensstärkstes Quintil","46","0.671743424936053","0.563278262281901","0.780208587590205"
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","124","0.505510101946797","0.443780787765437","0.567239416128156"
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","2","108","0.557621368848891","0.489466045645472","0.62577669205231"
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","3","83","0.689707608604619","0.60893187886227","0.770483338346968"
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","4","72","0.705913581272528","0.617921673918976","0.79390548862608"
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","11","","",""
"Stimmt ganz u.gar nicht","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","218","0.343061215949901","0.305783239456435","0.380339192443366"
"Stimmt ganz u.gar nicht","1995","Baden-Württemberg","2","212","0.464314020396732","0.420334989483279","0.508293051310184"
"Stimmt ganz u.gar nicht","1995","Baden-Württemberg","3","142","0.481259813842312","0.424720281782373","0.537799345902251"
"Stimmt ganz u.gar nicht","1995","Baden-Württemberg","4","108","0.459436120275185","0.396906000976187","0.521966239574182"
"Stimmt ganz u.gar nicht","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","64","0.498765137206158","0.406981694169468","0.590548580242848"
"Stimmt ganz u.gar nicht","1995","Bayern","1 Einkommensschwächstes Quintil","227","0.425795358581764","0.382411155029729","0.469179562133799"
"Stimmt ganz u.gar nicht","1995","Bayern","2","243","0.461615201949818","0.417874649515378","0.505355754384259"
"Stimmt ganz u.gar nicht","1995","Bayern","3","179","0.496761029356457","0.44256903843713","0.550953020275785"
"Stimmt ganz u.gar nicht","1995","Bayern","4","122","0.603944209497905","0.538109222364884","0.669779196630926"
"Stimmt ganz u.gar nicht","1995","Bayern","5 Einkommensstärkstes Quintil","93","0.668400870272586","0.589853121536184","0.746948619008989"
"Stimmt ganz u.gar nicht","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","1995","Saarland","2","","","",""
"Stimmt ganz u.gar nicht","1995","Saarland","3","","","",""
"Stimmt ganz u.gar nicht","1995","Saarland","4","","","",""
"Stimmt ganz u.gar nicht","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","1995","Berlin","1 Einkommensschwächstes Quintil","67","0.336481736302871","0.271160070515789","0.401803402089953"
"Stimmt ganz u.gar nicht","1995","Berlin","2","80","0.504475159872078","0.427003884063595","0.581946435680562"
"Stimmt ganz u.gar nicht","1995","Berlin","3","35","0.39987024960357","0.301362950053898","0.498377549153241"
"Stimmt ganz u.gar nicht","1995","Berlin","4","33","0.51946107044203","0.40241957493475","0.636502565949311"
"Stimmt ganz u.gar nicht","1995","Berlin","5 Einkommensstärkstes Quintil","24","","",""
"Stimmt ganz u.gar nicht","1995","Brandenburg","1 Einkommensschwächstes Quintil","99","0.339688152666117","0.28298653635925","0.396389768972984"
"Stimmt ganz u.gar nicht","1995","Brandenburg","2","49","0.280183149602713","0.213835771061128","0.346530528144299"
"Stimmt ganz u.gar nicht","1995","Brandenburg","3","28","","",""
"Stimmt ganz u.gar nicht","1995","Brandenburg","4","14","","",""
"Stimmt ganz u.gar nicht","1995","Brandenburg","5 Einkommensstärkstes Quintil","4","","",""
"Stimmt ganz u.gar nicht","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","64","0.294121769380576","0.231130763792381","0.357112774968771"
"Stimmt ganz u.gar nicht","1995","Mecklenburg-Vorpommern","2","35","0.30575071770337","0.22117666780208","0.390324767604661"
