year,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Very concerned,0.44045,5610,13172,0.43197,0.44893
1995,Somewhat concerned,0.50405,6790,13172,0.49551,0.51259
1995,Not concerned at all,0.05550,772,13172,0.05159,0.05941
1996,Very concerned,0.37306,4679,12992,0.36474,0.38137
1996,Somewhat concerned,0.55836,7326,12992,0.54983,0.56690
1996,Not concerned at all,0.06858,987,12992,0.06423,0.07292
1997,Very concerned,0.35124,4327,12776,0.34297,0.35952
1997,Somewhat concerned,0.56539,7310,12776,0.55680,0.57399
1997,Not concerned at all,0.08337,1139,12776,0.07857,0.08816
1998,Very concerned,0.33600,4547,14170,0.32822,0.34378
1998,Somewhat concerned,0.58456,8481,14170,0.57644,0.59267
1998,Not concerned at all,0.07944,1142,14170,0.07499,0.08390
1999,Very concerned,0.23343,3038,13622,0.22632,0.24053
1999,Somewhat concerned,0.64158,8778,13622,0.63353,0.64963
1999,Not concerned at all,0.12499,1806,13622,0.11944,0.13055
2000,Very concerned,0.26839,6271,23902,0.26277,0.27401
2000,Somewhat concerned,0.58567,14139,23902,0.57943,0.59192
2000,Not concerned at all,0.14593,3492,23902,0.14146,0.15041
2001,Very concerned,0.25268,5412,21748,0.24691,0.25846
2001,Somewhat concerned,0.59860,13090,21748,0.59209,0.60511
2001,Not concerned at all,0.14872,3246,21748,0.14399,0.15344
2002,Very concerned,0.23279,5142,22896,0.22732,0.23827
2002,Somewhat concerned,0.60830,14102,22896,0.60198,0.61463
2002,Not concerned at all,0.15890,3652,22896,0.15417,0.16364
2003,Very concerned,0.24584,5132,22035,0.24015,0.25152
2003,Somewhat concerned,0.61117,13704,22035,0.60474,0.61761
2003,Not concerned at all,0.14299,3199,22035,0.13837,0.14761
2004,Very concerned,0.23365,4847,21456,0.22798,0.23931
2004,Somewhat concerned,0.60633,13144,21456,0.59980,0.61287
2004,Not concerned at all,0.16002,3465,21456,0.15511,0.16493
2005,Very concerned,0.28201,5604,20570,0.27586,0.28816
2005,Somewhat concerned,0.57622,11987,20570,0.56947,0.58298
2005,Not concerned at all,0.14177,2979,20570,0.13700,0.14653
2006,Very concerned,0.26798,5737,21793,0.26210,0.27387
2006,Somewhat concerned,0.59181,13077,21793,0.58529,0.59834
2006,Not concerned at all,0.14020,2979,21793,0.13559,0.14481
2007,Very concerned,0.36880,7376,20379,0.36217,0.37542
2007,Somewhat concerned,0.51807,10767,20379,0.51121,0.52493
2007,Not concerned at all,0.11313,2236,20379,0.10878,0.11748
2008,Very concerned,0.28486,5269,19246,0.27848,0.29124
2008,Somewhat concerned,0.57624,11375,19246,0.56926,0.58322
2008,Not concerned at all,0.13890,2602,19246,0.13402,0.14379
2009,Very concerned,0.26429,4697,17941,0.25784,0.27074
2009,Somewhat concerned,0.59589,10777,17941,0.58871,0.60308
2009,Not concerned at all,0.13982,2467,17941,0.13474,0.14489
2010,Very concerned,0.30218,6932,23880,0.29635,0.30800
2010,Somewhat concerned,0.57673,14009,23880,0.57047,0.58300
2010,Not concerned at all,0.12109,2939,23880,0.11695,0.12523
2011,Very concerned,0.30646,6225,20491,0.30015,0.31278
2011,Somewhat concerned,0.57441,11845,20491,0.56764,0.58118
2011,Not concerned at all,0.11913,2421,20491,0.11470,0.12357
2012,Very concerned,0.27795,5665,20385,0.27180,0.28410
2012,Somewhat concerned,0.59326,12091,20385,0.58651,0.60000
2012,Not concerned at all,0.12879,2629,20385,0.12419,0.13339
2013,Very concerned,0.26286,4916,18766,0.25657,0.26916
2013,Somewhat concerned,0.59151,11098,18766,0.58448,0.59855
2013,Not concerned at all,0.14562,2752,18766,0.14058,0.15067
2014,Very concerned,0.26643,7238,26955,0.26116,0.27171
2014,Somewhat concerned,0.58156,15623,26955,0.57567,0.58745
2014,Not concerned at all,0.15200,4094,26955,0.14772,0.15629
2015,Very concerned,0.26324,6388,24876,0.25776,0.26871
2015,Somewhat concerned,0.58833,14677,24876,0.58221,0.59444
2015,Not concerned at all,0.14844,3811,24876,0.14402,0.15286
2016,Very concerned,0.28227,6800,24046,0.27658,0.28796
2016,Somewhat concerned,0.57000,13774,24046,0.56374,0.57626
2016,Not concerned at all,0.14773,3472,24046,0.14325,0.15222
2017,Very concerned,0.33319,8743,26389,0.32750,0.33888
2017,Somewhat concerned,0.54455,14458,26389,0.53854,0.55056
2017,Not concerned at all,0.12226,3188,26389,0.11831,0.12622
2018,Very concerned,0.31179,7856,25556,0.30611,0.31747
2018,Somewhat concerned,0.55923,14251,25556,0.55314,0.56532
2018,Not concerned at all,0.12898,3449,25556,0.12487,0.13309
2019,Very concerned,0.45510,11824,25608,0.44901,0.46120
2019,Somewhat concerned,0.46337,11839,25608,0.45726,0.46948
2019,Not concerned at all,0.08153,1945,25608,0.07818,0.08488
2020,Very concerned,0.36312,9071,25547,0.35722,0.36902
2020,Somewhat concerned,0.53229,13468,25547,0.52617,0.53841
2020,Not concerned at all,0.10459,3008,25547,0.10084,0.10834
2021,Very concerned,0.43206,7342,17155,0.42465,0.43947
2021,Somewhat concerned,0.48148,8350,17155,0.47400,0.48896
2021,Not concerned at all,0.08646,1463,17155,0.08225,0.09066
2022,Very concerned,0.46003,11633,26039,0.45397,0.46608
2022,Somewhat concerned,0.43871,11600,26039,0.43268,0.44474
2022,Not concerned at all,0.10126,2806,26039,0.09760,0.10493
