year,regtyp,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,No answer / don't know,Very concerned,0.40418,40,87,0.30046,0.50790
1991,No answer / don't know,Somewhat concerned,0.54910,47,87,0.44393,0.65426
1991,Urban regions,Very concerned,0.53011,4359,8721,0.51964,0.54059
1991,Urban regions,Somewhat concerned,0.42024,3799,8721,0.40988,0.43060
1991,Urban regions,Not concerned at all,0.04965,563,8721,0.04509,0.05421
1991,Rural regions,Very concerned,0.46665,2145,4693,0.45238,0.48093
1991,Rural regions,Somewhat concerned,0.48024,2314,4693,0.46595,0.49454
1991,Rural regions,Not concerned at all,0.05311,234,4693,0.04669,0.05952
1992,No answer / don't know,Very concerned,0.59990,66,112,0.50875,0.69104
1992,No answer / don't know,Somewhat concerned,0.34849,46,112,0.25984,0.43713
1992,Urban regions,Very concerned,0.60182,4923,8609,0.59148,0.61216
1992,Urban regions,Somewhat concerned,0.35742,3247,8609,0.34729,0.36754
1992,Urban regions,Not concerned at all,0.04076,439,8609,0.03658,0.04494
1992,Rural regions,Very concerned,0.53743,2432,4488,0.52284,0.55202
1992,Rural regions,Somewhat concerned,0.42201,1885,4488,0.40755,0.43646
1992,Rural regions,Not concerned at all,0.04056,171,4488,0.03479,0.04633
1993,Urban regions,Very concerned,0.52368,4356,8541,0.51309,0.53427
1993,Urban regions,Somewhat concerned,0.43312,3755,8541,0.42261,0.44363
1993,Urban regions,Not concerned at all,0.04320,430,8541,0.03889,0.04751
1993,Rural regions,Very concerned,0.47412,2092,4464,0.45947,0.48877
1993,Rural regions,Somewhat concerned,0.48764,2194,4464,0.47297,0.50230
1993,Rural regions,Not concerned at all,0.03825,178,4464,0.03262,0.04387
1994,Urban regions,Very concerned,0.41191,3369,8423,0.40140,0.42242
1994,Urban regions,Somewhat concerned,0.52808,4483,8423,0.51741,0.53874
1994,Urban regions,Not concerned at all,0.06001,571,8423,0.05494,0.06508
1994,Rural regions,Very concerned,0.34882,1517,4363,0.33468,0.36297
1994,Rural regions,Somewhat concerned,0.58821,2576,4363,0.57360,0.60281
1994,Rural regions,Not concerned at all,0.06297,270,4363,0.05576,0.07018
1995,Urban regions,Very concerned,0.45356,3823,8664,0.44308,0.46405
1995,Urban regions,Somewhat concerned,0.49004,4309,8664,0.47951,0.50057
1995,Urban regions,Not concerned at all,0.05640,532,8664,0.05154,0.06125
1995,Rural regions,Very concerned,0.41184,1787,4508,0.39747,0.42621
1995,Rural regions,Somewhat concerned,0.53462,2481,4508,0.52006,0.54919
1995,Rural regions,Not concerned at all,0.05354,240,4508,0.04697,0.06011
1996,Urban regions,Very concerned,0.38448,3153,8505,0.37414,0.39482
1996,Urban regions,Somewhat concerned,0.54632,4675,8505,0.53574,0.55690
1996,Urban regions,Not concerned at all,0.06920,677,8505,0.06380,0.07459
1996,Rural regions,Very concerned,0.34761,1526,4487,0.33368,0.36155
1996,Rural regions,Somewhat concerned,0.58519,2651,4487,0.57077,0.59961
1996,Rural regions,Not concerned at all,0.06720,310,4487,0.05987,0.07452
1997,Urban regions,Very concerned,0.36150,2922,8357,0.35119,0.37180
1997,Urban regions,Somewhat concerned,0.55478,4665,8357,0.54412,0.56543
1997,Urban regions,Not concerned at all,0.08373,770,8357,0.07779,0.08966
1997,Rural regions,Very concerned,0.32801,1404,4418,0.31416,0.34185
1997,Rural regions,Somewhat concerned,0.58939,2645,4418,0.57488,0.60390
1997,Rural regions,Not concerned at all,0.08260,369,4418,0.07448,0.09072
1998,Urban regions,Very concerned,0.34317,3050,9242,0.33349,0.35285
1998,Urban regions,Somewhat concerned,0.57754,5436,9242,0.56746,0.58761
1998,Urban regions,Not concerned at all,0.07929,756,9242,0.07378,0.08480
1998,Rural regions,Very concerned,0.32018,1497,4928,0.30715,0.33321
1998,Rural regions,Somewhat concerned,0.60004,3045,4928,0.58636,0.61372
1998,Rural regions,Not concerned at all,0.07978,386,4928,0.07221,0.08734
1999,Urban regions,Very concerned,0.23840,2044,8853,0.22953,0.24728
1999,Urban regions,Somewhat concerned,0.64257,5660,8853,0.63259,0.65256
1999,Urban regions,Not concerned at all,0.11902,1149,8853,0.11228,0.12577
1999,Rural regions,Very concerned,0.22239,994,4769,0.21058,0.23419
1999,Rural regions,Somewhat concerned,0.63937,3118,4769,0.62574,0.65300
1999,Rural regions,Not concerned at all,0.13824,657,4769,0.12844,0.14804
2000,Urban regions,Very concerned,0.27578,4198,15610,0.26877,0.28279
2000,Urban regions,Somewhat concerned,0.57472,9029,15610,0.56697,0.58248
2000,Urban regions,Not concerned at all,0.14949,2383,15610,0.14390,0.15509
2000,Rural regions,Very concerned,0.25248,2073,8292,0.24313,0.26183
2000,Rural regions,Somewhat concerned,0.60924,5110,8292,0.59874,0.61975
2000,Rural regions,Not concerned at all,0.13827,1109,8292,0.13084,0.14570
2001,Urban regions,Very concerned,0.25713,3632,14221,0.24994,0.26431
2001,Urban regions,Somewhat concerned,0.59340,8419,14221,0.58532,0.60147
2001,Urban regions,Not concerned at all,0.14948,2170,14221,0.14362,0.15534
2001,Rural regions,Very concerned,0.24311,1780,7527,0.23341,0.25280
2001,Rural regions,Somewhat concerned,0.60982,4671,7527,0.59880,0.62084
2001,Rural regions,Not concerned at all,0.14707,1076,7527,0.13907,0.15508
2002,Urban regions,Very concerned,0.23874,3489,15212,0.23197,0.24552
2002,Urban regions,Somewhat concerned,0.60489,9271,15212,0.59712,0.61266
2002,Urban regions,Not concerned at all,0.15637,2452,15212,0.15060,0.16215
2002,Rural regions,Very concerned,0.22008,1653,7684,0.21081,0.22934
2002,Rural regions,Somewhat concerned,0.61561,4831,7684,0.60473,0.62649
2002,Rural regions,Not concerned at all,0.16431,1200,7684,0.15603,0.17260
2003,Urban regions,Very concerned,0.24575,3382,14674,0.23878,0.25272
2003,Urban regions,Somewhat concerned,0.61077,9072,14674,0.60288,0.61866
2003,Urban regions,Not concerned at all,0.14348,2220,14674,0.13780,0.14915
2003,Rural regions,Very concerned,0.24603,1750,7361,0.23619,0.25587
2003,Rural regions,Somewhat concerned,0.61204,4632,7361,0.60090,0.62317
2003,Rural regions,Not concerned at all,0.14193,979,7361,0.13396,0.14990
2004,Urban regions,Very concerned,0.23420,3248,14258,0.22725,0.24115
2004,Urban regions,Somewhat concerned,0.60695,8670,14258,0.59893,0.61497
2004,Urban regions,Not concerned at all,0.15885,2340,14258,0.15285,0.16485
2004,Rural regions,Very concerned,0.23245,1599,7198,0.22269,0.24221
2004,Rural regions,Somewhat concerned,0.60500,4474,7198,0.59371,0.61630
2004,Rural regions,Not concerned at all,0.16255,1125,7198,0.15402,0.17107
2005,Urban regions,Very concerned,0.28370,3762,13689,0.27614,0.29125
2005,Urban regions,Somewhat concerned,0.57680,7930,13689,0.56852,0.58508
2005,Urban regions,Not concerned at all,0.13950,1997,13689,0.13370,0.14531
2005,Rural regions,Very concerned,0.27836,1842,6881,0.26776,0.28895
2005,Rural regions,Somewhat concerned,0.57498,4057,6881,0.56330,0.58666
2005,Rural regions,Not concerned at all,0.14667,982,6881,0.13831,0.15503
2006,Urban regions,Very concerned,0.27476,3857,14372,0.26746,0.28206
2006,Urban regions,Somewhat concerned,0.58650,8559,14372,0.57845,0.59456
2006,Urban regions,Not concerned at all,0.13873,1956,14372,0.13308,0.14438
2006,Rural regions,Very concerned,0.25349,1880,7421,0.24359,0.26339
2006,Rural regions,Somewhat concerned,0.60317,4518,7421,0.59203,0.61430
2006,Rural regions,Not concerned at all,0.14334,1023,7421,0.13537,0.15132
2007,Urban regions,Very concerned,0.38060,4984,13398,0.37237,0.38882
2007,Urban regions,Somewhat concerned,0.50878,6980,13398,0.50032,0.51725
2007,Urban regions,Not concerned at all,0.11062,1434,13398,0.10531,0.11593
2007,Rural regions,Very concerned,0.34385,2392,6981,0.33271,0.35500
2007,Rural regions,Somewhat concerned,0.53772,3787,6981,0.52602,0.54941
2007,Rural regions,Not concerned at all,0.11843,802,6981,0.11085,0.12601
2008,Urban regions,Very concerned,0.29262,3571,12660,0.28470,0.30055
2008,Urban regions,Somewhat concerned,0.57133,7375,12660,0.56271,0.57995
2008,Urban regions,Not concerned at all,0.13605,1714,12660,0.13008,0.14202
2008,Rural regions,Very concerned,0.26822,1698,6586,0.25752,0.27892
2008,Rural regions,Somewhat concerned,0.58677,4000,6586,0.57487,0.59866
2008,Rural regions,Not concerned at all,0.14502,888,6586,0.13651,0.15352
2009,Urban regions,Very concerned,0.27481,3174,11671,0.26671,0.28291
2009,Urban regions,Somewhat concerned,0.59047,6947,11671,0.58155,0.59939
2009,Urban regions,Not concerned at all,0.13473,1550,11671,0.12853,0.14092
2009,Rural regions,Very concerned,0.24227,1523,6270,0.23166,0.25287
2009,Rural regions,Somewhat concerned,0.60726,3830,6270,0.59517,0.61935
2009,Rural regions,Not concerned at all,0.15047,917,6270,0.14162,0.15932
2010,Urban regions,Very concerned,0.31288,4765,15610,0.30561,0.32015
2010,Urban regions,Somewhat concerned,0.57148,9005,15610,0.56371,0.57924
2010,Urban regions,Not concerned at all,0.11564,1840,15610,0.11063,0.12066
2010,Rural regions,Very concerned,0.27919,2167,8270,0.26952,0.28886
2010,Rural regions,Somewhat concerned,0.58802,5004,8270,0.57742,0.59863
2010,Rural regions,Not concerned at all,0.13279,1099,8270,0.12547,0.14010
2011,Urban regions,Very concerned,0.31259,4164,13269,0.30470,0.32048
2011,Urban regions,Somewhat concerned,0.57147,7610,13269,0.56305,0.57989
2011,Urban regions,Not concerned at all,0.11594,1495,13269,0.11049,0.12139
2011,Rural regions,Very concerned,0.29367,2061,7222,0.28316,0.30417
2011,Rural regions,Somewhat concerned,0.58053,4235,7222,0.56915,0.59192
2011,Rural regions,Not concerned at all,0.12580,926,7222,0.11815,0.13345
2012,Urban regions,Very concerned,0.28412,3757,13006,0.27636,0.29187
2012,Urban regions,Somewhat concerned,0.59093,7653,13006,0.58248,0.59938
2012,Urban regions,Not concerned at all,0.12495,1596,13006,0.11927,0.13064
2012,Rural regions,Very concerned,0.26526,1908,7379,0.25519,0.27533
2012,Rural regions,Somewhat concerned,0.59805,4438,7379,0.58686,0.60924
2012,Rural regions,Not concerned at all,0.13669,1033,7379,0.12885,0.14453
2013,Urban regions,Very concerned,0.26979,3260,12015,0.26186,0.27773
2013,Urban regions,Somewhat concerned,0.58857,7066,12015,0.57977,0.59737
2013,Urban regions,Not concerned at all,0.14164,1689,12015,0.13540,0.14787
2013,Rural regions,Very concerned,0.24929,1656,6751,0.23897,0.25961
2013,Rural regions,Somewhat concerned,0.59728,4032,6751,0.58558,0.60898
2013,Rural regions,Not concerned at all,0.15344,1063,6751,0.14484,0.16203
2014,Urban regions,Very concerned,0.27729,4954,17588,0.27067,0.28390
2014,Urban regions,Somewhat concerned,0.57702,10087,17588,0.56972,0.58432
2014,Urban regions,Not concerned at all,0.14569,2547,17588,0.14048,0.15091
2014,Rural regions,Very concerned,0.24379,2284,9367,0.23510,0.25249
2014,Rural regions,Somewhat concerned,0.59103,5536,9367,0.58108,0.60099
2014,Rural regions,Not concerned at all,0.16517,1547,9367,0.15765,0.17269
2015,Urban regions,Very concerned,0.27451,4385,16120,0.26762,0.28140
2015,Urban regions,Somewhat concerned,0.58271,9384,16120,0.57509,0.59032
2015,Urban regions,Not concerned at all,0.14279,2351,16120,0.13739,0.14819
2015,Rural regions,Very concerned,0.23959,2003,8756,0.23065,0.24853
2015,Rural regions,Somewhat concerned,0.60011,5293,8756,0.58985,0.61037
2015,Rural regions,Not concerned at all,0.16030,1460,8756,0.15261,0.16798
2016,Urban regions,Very concerned,0.29328,4620,15616,0.28614,0.30042
2016,Urban regions,Somewhat concerned,0.56220,8838,15616,0.55442,0.56999
2016,Urban regions,Not concerned at all,0.14452,2158,15616,0.13900,0.15003
2016,Rural regions,Very concerned,0.25899,2180,8430,0.24964,0.26834
2016,Rural regions,Somewhat concerned,0.58648,4936,8430,0.57597,0.59699
2016,Rural regions,Not concerned at all,0.15453,1314,8430,0.14681,0.16225
2017,Urban regions,Very concerned,0.34242,5864,17095,0.33531,0.34953
2017,Urban regions,Somewhat concerned,0.53509,9249,17095,0.52762,0.54257
2017,Urban regions,Not concerned at all,0.12248,1982,17095,0.11757,0.12740
2017,Rural regions,Very concerned,0.31290,2879,9294,0.30347,0.32233
2017,Rural regions,Somewhat concerned,0.56532,5209,9294,0.55524,0.57540
2017,Rural regions,Not concerned at all,0.12178,1206,9294,0.11513,0.12843
2018,Urban regions,Very concerned,0.32411,5375,16650,0.31700,0.33122
2018,Urban regions,Somewhat concerned,0.55231,9184,16650,0.54476,0.55986
2018,Urban regions,Not concerned at all,0.12358,2091,16650,0.11858,0.12858
2018,Rural regions,Very concerned,0.28451,2481,8906,0.27513,0.29388
2018,Rural regions,Somewhat concerned,0.57456,5067,8906,0.56429,0.58483
2018,Rural regions,Not concerned at all,0.14093,1358,8906,0.13371,0.14816
2019,No answer / don't know,Very concerned,0.62680,348,534,0.58574,0.66786
2019,No answer / don't know,Somewhat concerned,0.34128,186,534,0.30103,0.38153
2019,Urban regions,Very concerned,0.46133,7780,16322,0.45368,0.46898
2019,Urban regions,Somewhat concerned,0.45855,7362,16322,0.45090,0.46619
2019,Urban regions,Not concerned at all,0.08012,1180,16322,0.07596,0.08429
2019,Rural regions,Very concerned,0.43220,3696,8733,0.42181,0.44259
2019,Rural regions,Somewhat concerned,0.48052,4291,8733,0.47004,0.49100
2019,Rural regions,Not concerned at all,0.08728,746,8733,0.08136,0.09320
2020,Urban regions,Very concerned,0.37438,6297,16972,0.36710,0.38167
2020,Urban regions,Somewhat concerned,0.52309,8763,16972,0.51558,0.53061
2020,Urban regions,Not concerned at all,0.10252,1912,16972,0.09796,0.10709
2020,Rural regions,Very concerned,0.33874,2774,8575,0.32872,0.34876
2020,Rural regions,Somewhat concerned,0.55220,4705,8575,0.54167,0.56272
2020,Rural regions,Not concerned at all,0.10906,1096,8575,0.10246,0.11566
2021,Urban regions,Very concerned,0.43903,5051,11384,0.42991,0.44815
2021,Urban regions,Somewhat concerned,0.47503,5421,11384,0.46586,0.48421
2021,Urban regions,Not concerned at all,0.08594,912,11384,0.08079,0.09109
2021,Rural regions,Very concerned,0.41763,2291,5770,0.40491,0.43036
2021,Rural regions,Somewhat concerned,0.49473,2928,5770,0.48183,0.50763
2021,Rural regions,Not concerned at all,0.08763,551,5770,0.08034,0.09493
2022,Urban regions,Very concerned,0.47236,8190,17656,0.46500,0.47972
2022,Urban regions,Somewhat concerned,0.43138,7674,17656,0.42408,0.43869
2022,Urban regions,Not concerned at all,0.09626,1792,17656,0.09190,0.10061
2022,Rural regions,Very concerned,0.43330,3443,8383,0.42269,0.44391
2022,Rural regions,Somewhat concerned,0.45458,3926,8383,0.44392,0.46524
2022,Rural regions,Not concerned at all,0.11212,1014,8383,0.10537,0.11887
