"plh0036","year","migback","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Keine Sorgen","1989","kein Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1989","direkter Migrationshintergrund","Westdeutschland","358","0.107065360066672","0.0950574356664689","0.119073284466875"
"Keine Sorgen","1989","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1989","indirekter Migrationshintergrund","Westdeutschland","24","","",""
"Keine Sorgen","1989","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1989","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1989","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1990","kein Migrationshintergrund","Westdeutschland","4225","0.632577238605153","0.620936564087399","0.644217913122908"
"Grosse Sorgen","1990","kein Migrationshintergrund","Ostdeutschland","2503","0.583126817036907","0.568328137035376","0.597925497038437"
"Grosse Sorgen","1990","direkter Migrationshintergrund","Westdeutschland","1214","0.550035522012384","0.530534266589824","0.569536777434944"
"Grosse Sorgen","1990","direkter Migrationshintergrund","Ostdeutschland","83","0.555721295485831","0.473995306088752","0.637447284882911"
"Grosse Sorgen","1990","indirekter Migrationshintergrund","Westdeutschland","156","0.608800865461893","0.552536199755829","0.665065531167957"
"Grosse Sorgen","1990","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Grosse Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1990","kein Migrationshintergrund","Westdeutschland","2100","0.323657931463401","0.312360891500939","0.334954971425863"
"Einige Sorgen","1990","kein Migrationshintergrund","Ostdeutschland","1644","0.385474947914331","0.370866389268295","0.400083506560367"
"Einige Sorgen","1990","direkter Migrationshintergrund","Westdeutschland","1019","0.369603715136524","0.350682323573336","0.388525106699712"
"Einige Sorgen","1990","direkter Migrationshintergrund","Ostdeutschland","57","0.419877308077835","0.338701793993231","0.50105282216244"
"Einige Sorgen","1990","indirekter Migrationshintergrund","Westdeutschland","99","0.317101359063836","0.263450541359395","0.370752176768276"
"Einige Sorgen","1990","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Einige Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1990","kein Migrationshintergrund","Westdeutschland","264","0.0437648299314459","0.0388253262179712","0.0487043336449205"
"Keine Sorgen","1990","kein Migrationshintergrund","Ostdeutschland","117","0.0313982350487623","0.0261638611800874","0.0366326089174372"
"Keine Sorgen","1990","direkter Migrationshintergrund","Westdeutschland","267","0.0803607628510917","0.0697044034732831","0.0910171222289002"
"Keine Sorgen","1990","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Keine Sorgen","1990","indirekter Migrationshintergrund","Westdeutschland","34","0.074097775474271","0.0438993487012163","0.104296202247326"
"Keine Sorgen","1990","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1990","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1991","kein Migrationshintergrund","Westdeutschland","3559","0.532859779018816","0.520806665325867","0.544912892711766"
"Grosse Sorgen","1991","kein Migrationshintergrund","Ostdeutschland","1836","0.461508711976691","0.446005461501475","0.477011962451908"
"Grosse Sorgen","1991","direkter Migrationshintergrund","Westdeutschland","917","0.438181782359176","0.418582998007857","0.457780566710495"
"Grosse Sorgen","1991","direkter Migrationshintergrund","Ostdeutschland","62","0.437387107864605","0.355507385104988","0.519266830624223"
"Grosse Sorgen","1991","indirekter Migrationshintergrund","Westdeutschland","168","0.570520336287136","0.518211418303331","0.622829254270941"
"Grosse Sorgen","1991","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Grosse Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1991","kein Migrationshintergrund","Westdeutschland","2711","0.418415527258013","0.406498183963426","0.4303328705526"
"Einige Sorgen","1991","kein Migrationshintergrund","Ostdeutschland","2007","0.50336450540012","0.487815463176798","0.518913547623443"
"Einige Sorgen","1991","direkter Migrationshintergrund","Westdeutschland","1231","0.469159705600502","0.449446994373374","0.488872416827631"
"Einige Sorgen","1991","direkter Migrationshintergrund","Ostdeutschland","71","0.489632263208275","0.407120635534464","0.572143890882085"
"Einige Sorgen","1991","indirekter Migrationshintergrund","Westdeutschland","139","0.357079220531355","0.306446660060891","0.407711781001818"
"Einige Sorgen","1991","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Einige Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1991","kein Migrationshintergrund","Westdeutschland","312","0.0487246937231711","0.0435235743376687","0.0539258131086735"
"Keine Sorgen","1991","kein Migrationshintergrund","Ostdeutschland","129","0.0351267826231886","0.0294014887497146","0.0408520764966626"
"Keine Sorgen","1991","direkter Migrationshintergrund","Westdeutschland","314","0.0926585120403211","0.0812051731201037","0.104111850960539"
"Keine Sorgen","1991","direkter Migrationshintergrund","Ostdeutschland","8","","",""
"Keine Sorgen","1991","indirekter Migrationshintergrund","Westdeutschland","37","0.0724004431815095","0.045015001593364","0.0997858847696551"
"Keine Sorgen","1991","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1991","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1992","kein Migrationshintergrund","Westdeutschland","3940","0.593067524810107","0.581122009081708","0.605013040538506"
"Grosse Sorgen","1992","kein Migrationshintergrund","Ostdeutschland","2148","0.572221319436676","0.556474040795657","0.587968598077696"
"Grosse Sorgen","1992","direkter Migrationshintergrund","Westdeutschland","1013","0.510029489544118","0.489945858826234","0.530113120262003"
"Grosse Sorgen","1992","direkter Migrationshintergrund","Ostdeutschland","100","0.702110992092093","0.627415056700324","0.776806927483861"
"Grosse Sorgen","1992","indirekter Migrationshintergrund","Westdeutschland","215","0.608409687783809","0.560152073737243","0.656667301830375"
"Grosse Sorgen","1992","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Grosse Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1992","kein Migrationshintergrund","Westdeutschland","2345","0.370184814531573","0.358443748751765","0.381925880311381"
"Einige Sorgen","1992","kein Migrationshintergrund","Ostdeutschland","1533","0.396788648225485","0.381217225349884","0.412360071101085"
"Einige Sorgen","1992","direkter Migrationshintergrund","Westdeutschland","1107","0.403554994591115","0.383844560958057","0.423265428224174"
"Einige Sorgen","1992","direkter Migrationshintergrund","Ostdeutschland","44","0.297889007907908","0.223193072516139","0.372584943299676"
"Einige Sorgen","1992","indirekter Migrationshintergrund","Westdeutschland","145","0.318999053629158","0.272918215358118","0.365079891900199"
"Einige Sorgen","1992","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Einige Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1992","kein Migrationshintergrund","Westdeutschland","212","0.0367476606583201","0.03217281399256","0.0413225073240802"
"Keine Sorgen","1992","kein Migrationshintergrund","Ostdeutschland","111","0.030990032337839","0.025474479319501","0.0365055853561771"
"Keine Sorgen","1992","direkter Migrationshintergrund","Westdeutschland","260","0.0864155158647664","0.0751271823168807","0.0977038494126522"
"Keine Sorgen","1992","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1992","indirekter Migrationshintergrund","Westdeutschland","33","0.0725912585870327","0.0469387659572832","0.0982437512167823"
"Keine Sorgen","1992","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1992","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1993","kein Migrationshintergrund","Westdeutschland","3419","0.522472736741917","0.510269614104942","0.534675859378893"
"Grosse Sorgen","1993","kein Migrationshintergrund","Ostdeutschland","1771","0.481539540031488","0.465356402750927","0.497722677312048"
"Grosse Sorgen","1993","direkter Migrationshintergrund","Westdeutschland","949","0.457857147019545","0.437539941749576","0.478174352289514"
"Grosse Sorgen","1993","direkter Migrationshintergrund","Ostdeutschland","75","0.521708207912958","0.437130484585644","0.606285931240272"
"Grosse Sorgen","1993","indirekter Migrationshintergrund","Westdeutschland","227","0.54328158443023","0.497258196234513","0.589304972625948"
"Grosse Sorgen","1993","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Grosse Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1993","kein Migrationshintergrund","Westdeutschland","2780","0.437514510751124","0.425394808076426","0.449634213425822"
"Einige Sorgen","1993","kein Migrationshintergrund","Ostdeutschland","1794","0.489939784774688","0.473748884438158","0.506130685111218"
"Einige Sorgen","1993","direkter Migrationshintergrund","Westdeutschland","1119","0.465907869620453","0.445565562184021","0.486250177056884"
"Einige Sorgen","1993","direkter Migrationshintergrund","Ostdeutschland","54","0.426857124956707","0.343110288936884","0.51060396097653"
"Einige Sorgen","1993","indirekter Migrationshintergrund","Westdeutschland","196","0.422495710800324","0.376857291576566","0.468134130024082"
"Einige Sorgen","1993","indirekter Migrationshintergrund","Ostdeutschland","6","","",""
"Einige Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1993","kein Migrationshintergrund","Westdeutschland","237","0.0400127525069584","0.0352245554080794","0.0448009496058375"
"Keine Sorgen","1993","kein Migrationshintergrund","Ostdeutschland","97","0.0285206751938245","0.0231294732053463","0.0339118771823027"
"Keine Sorgen","1993","direkter Migrationshintergrund","Westdeutschland","242","0.0762349833600026","0.0654131706949072","0.087056796025098"
"Keine Sorgen","1993","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Keine Sorgen","1993","indirekter Migrationshintergrund","Westdeutschland","27","","",""
"Keine Sorgen","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1994","kein Migrationshintergrund","Westdeutschland","2596","0.399804119846434","0.387771760223304","0.411836479469564"
"Grosse Sorgen","1994","kein Migrationshintergrund","Ostdeutschland","1320","0.366504826369642","0.350760321201497","0.382249331537787"
"Grosse Sorgen","1994","direkter Migrationshintergrund","Westdeutschland","698","0.376108759010167","0.355820854054135","0.3963966639662"
"Grosse Sorgen","1994","direkter Migrationshintergrund","Ostdeutschland","62","0.440177820677758","0.358816273135185","0.521539368220331"
"Grosse Sorgen","1994","indirekter Migrationshintergrund","Westdeutschland","200","0.448958540770575","0.404134317025241","0.493782764515909"
"Grosse Sorgen","1994","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Grosse Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1994","kein Migrationshintergrund","Westdeutschland","3426","0.54183898390734","0.529600577898389","0.554077389916291"
"Einige Sorgen","1994","kein Migrationshintergrund","Ostdeutschland","2101","0.582382629018995","0.566268345690262","0.598496912347728"
"Einige Sorgen","1994","direkter Migrationshintergrund","Westdeutschland","1218","0.527040434804112","0.506130147112297","0.547950722495927"
"Einige Sorgen","1994","direkter Migrationshintergrund","Ostdeutschland","74","0.513003060779269","0.431080566583885","0.594925554974653"
"Einige Sorgen","1994","indirekter Migrationshintergrund","Westdeutschland","235","0.498941489496775","0.453881970459373","0.544001008534177"
"Einige Sorgen","1994","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Einige Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1994","kein Migrationshintergrund","Westdeutschland","345","0.058356896246226","0.0525989192705137","0.0641148732219383"
"Keine Sorgen","1994","kein Migrationshintergrund","Ostdeutschland","177","0.0511125446113631","0.0439165866854635","0.0583085025372628"
"Keine Sorgen","1994","direkter Migrationshintergrund","Westdeutschland","274","0.0968508061857206","0.0844640553133631","0.109237557058078"
"Keine Sorgen","1994","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Keine Sorgen","1994","indirekter Migrationshintergrund","Westdeutschland","38","0.0520999697326504","0.0320728947099535","0.0721270447553474"
"Keine Sorgen","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1995","kein Migrationshintergrund","Westdeutschland","2928","0.45110174068249","0.438923998046329","0.463279483318651"
"Grosse Sorgen","1995","kein Migrationshintergrund","Ostdeutschland","1459","0.425364818341192","0.409006701863335","0.441722934819049"
