year,sampreg,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1998,Westdeutschland,maennlich,,,,,,,,,,,,
1998,Westdeutschland,weiblich,,,,,,,,,,,,
1998,Ostdeutschland,maennlich,,,,,,,,,,,,
1998,Ostdeutschland,weiblich,,,,,,,,,,,,
1999,Westdeutschland,maennlich,,,,,,,,,,,,
1999,Westdeutschland,weiblich,,,,,,,,,,,,
1999,Ostdeutschland,maennlich,,,,,,,,,,,,
1999,Ostdeutschland,weiblich,,,,,,,,,,,,
2000,Westdeutschland,maennlich,,,,,,,,,,,,
2000,Westdeutschland,weiblich,,,,,,,,,,,,
2000,Ostdeutschland,maennlich,,,,,,,,,,,,
2000,Ostdeutschland,weiblich,,,,,,,,,,,,
2001,Westdeutschland,maennlich,0.07802383795193608,0.07100730537639109,0.08504037052748108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7798.0
2001,Westdeutschland,weiblich,0.17545967307525945,0.16370059643201543,0.18721874971850347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8464.0
2001,Ostdeutschland,maennlich,0.1538822908522313,0.13448760771512352,0.17327697398933906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2578.0
2001,Ostdeutschland,weiblich,0.21689686756020554,0.19409192232636668,0.2397018127940444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767.0
2002,Westdeutschland,maennlich,,,,,,,,,,,,
2002,Westdeutschland,weiblich,,,,,,,,,,,,
2002,Ostdeutschland,maennlich,,,,,,,,,,,,
2002,Ostdeutschland,weiblich,,,,,,,,,,,,
2003,Westdeutschland,maennlich,0.11243790824765931,0.10210296153536552,0.1227728549599531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7953.0
2003,Westdeutschland,weiblich,0.18419097685070454,0.17205733199212778,0.1963246217092813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8612.0
2003,Ostdeutschland,maennlich,0.12388299956885518,0.10841429944107425,0.1393516996966361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545.0
2003,Ostdeutschland,weiblich,0.20322647937778188,0.18163780864737414,0.22481515010818962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.0
2004,Westdeutschland,maennlich,,,,,,,,,,,,
2004,Westdeutschland,weiblich,,,,,,,,,,,,
2004,Ostdeutschland,maennlich,,,,,,,,,,,,
2004,Ostdeutschland,weiblich,,,,,,,,,,,,
2005,Westdeutschland,maennlich,0.08674608221006122,0.07846587002003001,0.09502629440009243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7345.0
2005,Westdeutschland,weiblich,0.16214583021592274,0.15014928069851105,0.17414237973333443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8047.0
2005,Ostdeutschland,maennlich,0.12962857223365887,0.11392079755326581,0.14533634691405192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382.0
2005,Ostdeutschland,weiblich,0.20937252114964722,0.18711664586535254,0.2316283964339419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.0
2006,Westdeutschland,maennlich,,,,,,,,,,,,
2006,Westdeutschland,weiblich,,,,,,,,,,,,
2006,Ostdeutschland,maennlich,,,,,,,,,,,,
2006,Ostdeutschland,weiblich,,,,,,,,,,,,
2007,Westdeutschland,maennlich,0.10968498621987027,0.10101288373632945,0.11835708870341109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7357.0
2007,Westdeutschland,weiblich,0.20862224670225976,0.19381076581836815,0.22343372758615138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8141.0
2007,Ostdeutschland,maennlich,0.125290129043285,0.10945278963331484,0.14112746845325513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.0
2007,Ostdeutschland,weiblich,0.22136305302240386,0.19940127446680436,0.24332483157800336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0
2008,Westdeutschland,maennlich,,,,,,,,,,,,
2008,Westdeutschland,weiblich,,,,,,,,,,,,
2008,Ostdeutschland,maennlich,,,,,,,,,,,,
2008,Ostdeutschland,weiblich,,,,,,,,,,,,
2009,Westdeutschland,maennlich,0.09489984385473012,0.08549180361277503,0.1043078840966852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6411.0
2009,Westdeutschland,weiblich,0.19237789741460282,0.17775472698968495,0.20700106783952069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7065.0
2009,Ostdeutschland,maennlich,0.09333891180045154,0.07886939837419607,0.107808425226707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2187.0
2009,Ostdeutschland,weiblich,0.23159611756221285,0.2050781050996741,0.2581141300247516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
2010,Westdeutschland,maennlich,,,,,,,,,,,,
2010,Westdeutschland,weiblich,,,,,,,,,,,,
2010,Ostdeutschland,maennlich,,,,,,,,,,,,
2010,Ostdeutschland,weiblich,,,,,,,,,,,,
2011,Westdeutschland,-3,,,,,,,,,,,,
2011,Westdeutschland,-1,,,,,,,,,,,,
2011,Westdeutschland,maennlich,0.09721030301435259,0.08948777007255074,0.10493283595615444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9969.0
2011,Westdeutschland,weiblich,0.1518268599441632,0.14235491981865495,0.16129880006967146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12091.0
2011,Ostdeutschland,maennlich,0.16157872681225718,0.14168858714601232,0.18146886647850205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.0
2011,Ostdeutschland,weiblich,0.1857523161587177,0.16640991698252305,0.20509471533491236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3432.0
2012,Westdeutschland,-3,,,,,,,,,,,,
2012,Westdeutschland,maennlich,0.11507488552069968,0.09476407218767788,0.13538569885372148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0
2012,Westdeutschland,weiblich,0.19913314482291264,0.17189172401388247,0.2263745656319428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439.0
2012,Ostdeutschland,maennlich,0.06044329086933882,0.03169749631374251,0.08918908542493513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0
2012,Ostdeutschland,weiblich,0.13976605205239626,0.10471973084653294,0.17481237325825957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0
2013,Westdeutschland,-3,,,,,,,,,,,,
2013,Westdeutschland,maennlich,0.10735772312488458,0.09925442584983907,0.11546102039993009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.0
2013,Westdeutschland,weiblich,0.17277568681685104,0.1621804245434631,0.183370949090239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10935.0
2013,Ostdeutschland,maennlich,0.15438254923571063,0.13524295256328933,0.17352214590813192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.0
2013,Ostdeutschland,weiblich,0.19437322014742187,0.17496433768884023,0.2137821026060035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.0
2014,Westdeutschland,-3,,,,,,,,,,,,
2014,Westdeutschland,-1,,,,,,,,,,,,
2014,Westdeutschland,maennlich,,,,,,,,,,,,
2014,Westdeutschland,weiblich,,,,,,,,,,,,
2014,Ostdeutschland,maennlich,,,,,,,,,,,,
2014,Ostdeutschland,weiblich,,,,,,,,,,,,
2015,Westdeutschland,-3,,,,,,,,,,,,
2015,Westdeutschland,-1,,,,,,,,,,,,
2015,Westdeutschland,maennlich,0.11838704739329703,0.10842190068701656,0.1283521940995775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9058.0
2015,Westdeutschland,weiblich,0.16134835824060748,0.15025676385128084,0.1724399526299341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10722.0
2015,Ostdeutschland,maennlich,0.10962320109674319,0.0943898133032294,0.12485658889025697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.0
2015,Ostdeutschland,weiblich,0.1769047013062972,0.1567256609808039,0.19708374163179052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.0
2016,Westdeutschland,-3,,,,,,,,,,,,
2016,Westdeutschland,-1,,,,,,,,,,,,
2016,Westdeutschland,maennlich,,,,,,,,,,,,
2016,Westdeutschland,weiblich,,,,,,,,,,,,
2016,Ostdeutschland,-1,,,,,,,,,,,,
2016,Ostdeutschland,maennlich,,,,,,,,,,,,
2016,Ostdeutschland,weiblich,,,,,,,,,,,,
2017,Westdeutschland,-3,,,,,,,,,,,,
2017,Westdeutschland,-1,,,,,,,,,,,,
2017,Westdeutschland,maennlich,0.11822428781354548,0.10978717536923446,0.1266614002578565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9637.0
2017,Westdeutschland,weiblich,0.1726722966787165,0.16216115270191978,0.18318344065551323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11198.0
2017,Ostdeutschland,maennlich,0.12298601491269653,0.10638697221544549,0.13958505760994758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.0
2017,Ostdeutschland,weiblich,0.19821312194782542,0.1777442975496622,0.21868194634598864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.0
2018,Westdeutschland,-3,,,,,,,,,,,,
2018,Westdeutschland,-1,,,,,,,,,,,,
2018,Westdeutschland,maennlich,,,,,,,,,,,,
2018,Westdeutschland,weiblich,,,,,,,,,,,,
2018,Ostdeutschland,-1,,,,,,,,,,,,
2018,Ostdeutschland,maennlich,,,,,,,,,,,,
2018,Ostdeutschland,weiblich,,,,,,,,,,,,
2019,-2,-3,,,,,,,,,,,,
2019,-2,maennlich,0.02831470280456934,0.0020518937985599048,0.05457751181057877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2019,-2,weiblich,0.16643990911621173,0.023792715632325073,0.3090871026000984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2019,Westdeutschland,-3,,,,,,,,,,,,
2019,Westdeutschland,-1,,,,,,,,,,,,
2019,Westdeutschland,maennlich,0.09783206442272656,0.09103145568908219,0.10463267315637093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9599.0
2019,Westdeutschland,weiblich,0.21762149591774563,0.20516226838862117,0.23008072344687008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0
2019,Ostdeutschland,-3,,,,,,,,,,,,
2019,Ostdeutschland,-1,,,,,,,,,,,,
2019,Ostdeutschland,maennlich,0.24316928580375902,0.2153291947233563,0.27100937688416177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0
2019,Ostdeutschland,weiblich,0.2002789455601425,0.1809058837979708,0.2196520073223142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903.0
2020,Westdeutschland,-3,,,,,,,,,,,,
2020,Westdeutschland,-1,,,,,,,,,,,,
2020,Westdeutschland,maennlich,,,,,,,,,,,,
2020,Westdeutschland,weiblich,,,,,,,,,,,,
2020,Ostdeutschland,-3,,,,,,,,,,,,
2020,Ostdeutschland,-1,,,,,,,,,,,,
2020,Ostdeutschland,maennlich,,,,,,,,,,,,
2020,Ostdeutschland,weiblich,,,,,,,,,,,,
2021,Westdeutschland,-3,,,,,,,,,,,,
2021,Westdeutschland,-1,,,,,,,,,,,,
2021,Westdeutschland,maennlich,0.17643137468288475,0.16320475487118033,0.18965799449458917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7133.0
2021,Westdeutschland,weiblich,0.3160135046267437,0.2965583093625452,0.33546869989094225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7532.0
2021,Ostdeutschland,-3,,,,,,,,,,,,
2021,Ostdeutschland,maennlich,0.15582616272942293,0.1332991600792596,0.17835316537958626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0
2021,Ostdeutschland,weiblich,0.31339998617531695,0.274134892895525,0.3526650794551089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0
