year,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2014,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2015,-6,Westdeutschland,,,,,,,,,,,,
2015,-6,Ostdeutschland,,,,,,,,,,,,
2015,1. Quintil,Westdeutschland,0.1939780046655801,0.15908443661165247,0.22887157271950773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0
2015,1. Quintil,Ostdeutschland,0.09525312750926336,0.07105164453177988,0.11945461048674684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0
2015,2. Quintil,Westdeutschland,0.16557331941564354,0.14614525691434607,0.18500138191694102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647.0
2015,2. Quintil,Ostdeutschland,0.16644354213942075,0.1319957724195352,0.2008913118593063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0
2015,3. Quintil,Westdeutschland,0.17764360030847073,0.1568293270219565,0.19845787359498496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471.0
2015,3. Quintil,Ostdeutschland,0.19529990469612066,0.15841884510053417,0.23218096429170715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0
2015,4. Quintil,Westdeutschland,0.14449646511074088,0.129690053316194,0.15930287690528777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5102.0
2015,4. Quintil,Ostdeutschland,0.12760551173320092,0.10822621282865164,0.1469848106377502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0
2015,5. Quintil,Westdeutschland,0.09941206809261459,0.08913085907109278,0.1096932771141364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6798.0
2015,5. Quintil,Ostdeutschland,0.11375659701820766,0.09654482673588188,0.13096836730053343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0
2016,-6,Westdeutschland,,,,,,,,,,,,
2016,-6,Ostdeutschland,,,,,,,,,,,,
2016,1. Quintil,Westdeutschland,,,,,,,,,,,,
2016,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2016,2. Quintil,Westdeutschland,,,,,,,,,,,,
2016,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2016,3. Quintil,Westdeutschland,,,,,,,,,,,,
2016,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2016,4. Quintil,Westdeutschland,,,,,,,,,,,,
2016,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2016,5. Quintil,Westdeutschland,,,,,,,,,,,,
2016,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2017,-6,Westdeutschland,,,,,,,,,,,,
2017,-6,Ostdeutschland,,,,,,,,,,,,
2017,1. Quintil,Westdeutschland,0.13228896968580883,0.11078572393502632,0.15379221543659133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.0
2017,1. Quintil,Ostdeutschland,0.1352971786072761,0.1072957045471212,0.16329865266743102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
2017,2. Quintil,Westdeutschland,0.31213827388075255,0.27377872635231637,0.3504978214091887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333.0
2017,2. Quintil,Ostdeutschland,0.16643628535684651,0.1327969520155358,0.20007561869815724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
2017,3. Quintil,Westdeutschland,0.1353743470740879,0.12012756529084531,0.1506211288573305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3446.0
2017,3. Quintil,Ostdeutschland,0.16621789868044703,0.13356424215440738,0.1988715552064867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0
2017,4. Quintil,Westdeutschland,0.13246663806744674,0.11954140364893036,0.1453918724859631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5057.0
2017,4. Quintil,Ostdeutschland,0.17272305329615179,0.14350827539958153,0.20193783119272204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0
2017,5. Quintil,Westdeutschland,0.12016258241664741,0.11212361628664363,0.1282015485466512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8464.0
2017,5. Quintil,Ostdeutschland,0.15116521780372516,0.13117874011336855,0.17115169549408177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0
2018,-6,Westdeutschland,,,,,,,,,,,,
2018,-6,Ostdeutschland,,,,,,,,,,,,
2018,1. Quintil,Westdeutschland,,,,,,,,,,,,
2018,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2018,2. Quintil,Westdeutschland,,,,,,,,,,,,
2018,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2018,3. Quintil,Westdeutschland,,,,,,,,,,,,
2018,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2018,4. Quintil,Westdeutschland,,,,,,,,,,,,
2018,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2018,5. Quintil,Westdeutschland,,,,,,,,,,,,
2018,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2019,-6,-2,,,,,,,,,,,,
2019,-6,Westdeutschland,,,,,,,,,,,,
2019,-6,Ostdeutschland,,,,,,,,,,,,
2019,1. Quintil,-2,,,,,,,,,,,,
2019,1. Quintil,Westdeutschland,0.15810541136036993,0.12918454419479725,0.1870262785259426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0
2019,1. Quintil,Ostdeutschland,0.23875627750690065,0.1730850664719438,0.3044274885418575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0
2019,2. Quintil,-2,,,,,,,,,,,,
2019,2. Quintil,Westdeutschland,0.14824402105846782,0.12522752761050354,0.1712605145064321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0
2019,2. Quintil,Ostdeutschland,0.3457438425440832,0.25708595664280165,0.43440172844536473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
2019,3. Quintil,-2,,,,,,,,,,,,
2019,3. Quintil,Westdeutschland,0.16239480777243367,0.14107189023492137,0.18371772530994598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.0
2019,3. Quintil,Ostdeutschland,0.26241655014241333,0.22196441511500875,0.3028686851698179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0
2019,4. Quintil,-2,,,,,,,,,,,,
2019,4. Quintil,Westdeutschland,0.18228572694318923,0.16408165117750734,0.20048980270887112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518.0
2019,4. Quintil,Ostdeutschland,0.17116582720226065,0.14486205079211434,0.19746960361240695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0
2019,5. Quintil,-2,,,,,,,,,,,,
2019,5. Quintil,Westdeutschland,0.14757371308749256,0.13863869009329083,0.1565087360816943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.0
2019,5. Quintil,Ostdeutschland,0.1885670511572665,0.17003334934188616,0.20710075297264682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0
2020,-6,Westdeutschland,,,,,,,,,,,,
2020,-6,Ostdeutschland,,,,,,,,,,,,
2020,1. Quintil,Westdeutschland,,,,,,,,,,,,
2020,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2020,2. Quintil,Westdeutschland,,,,,,,,,,,,
2020,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2020,3. Quintil,Westdeutschland,,,,,,,,,,,,
2020,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2020,4. Quintil,Westdeutschland,,,,,,,,,,,,
2020,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2020,5. Quintil,Westdeutschland,,,,,,,,,,,,
2020,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2021,-6,Westdeutschland,0.8063747817166416,0.6441261994736491,0.968623363959634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
2021,-6,Ostdeutschland,,,,,,,,,,,,
2021,1. Quintil,Westdeutschland,0.1328598298910173,0.1087261510194664,0.1569935087625682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0
2021,1. Quintil,Ostdeutschland,0.19572410069002177,0.11181500187543428,0.2796331995046093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
2021,2. Quintil,Westdeutschland,0.24630507174559452,0.20898993254531933,0.2836202109458697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0
2021,2. Quintil,Ostdeutschland,0.16532941368270604,0.09903758830863452,0.23162123905677756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0
2021,3. Quintil,Westdeutschland,0.2636752165401653,0.22146657604251688,0.30588385703781373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.0
2021,3. Quintil,Ostdeutschland,0.5282089058541389,0.42894841196186134,0.6274693997464166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0
2021,4. Quintil,Westdeutschland,0.35987901901260577,0.3211109328451969,0.39864710518001467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.0
2021,4. Quintil,Ostdeutschland,0.18526973877086186,0.1530023076490994,0.21753716989262434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0
2021,5. Quintil,Westdeutschland,0.21149722656974382,0.19835049258209814,0.2246439605573895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7398.0
2021,5. Quintil,Ostdeutschland,0.2010688107893115,0.17059796088972412,0.23153966068889886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.0
