year,age_gr,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,30-45 y.,Urban regions,Yes,0.06104,169,2874,0.05228,0.06979
1997,30-45 y.,Urban regions,No,0.93896,2705,2874,0.93021,0.94772
1997,30-45 y.,Rural regions,Yes,0.06969,92,1492,0.05676,0.08261
1997,30-45 y.,Rural regions,No,0.93031,1400,1492,0.91739,0.94324
1997,46-65 y.,Urban regions,No,0.98793,2445,2445,0.98361,0.99226
1997,46-65 y.,Rural regions,No,0.99021,1362,1362,0.98498,0.99544
1997,66 and older,Urban regions,No,0.99797,1050,1050,0.99525,1.00069
1998,17-29 y.,Urban regions,Yes,0.43725,845,2055,0.41580,0.45871
1998,17-29 y.,Urban regions,No,0.56219,1210,2055,0.54074,0.58365
1998,17-29 y.,Rural regions,Yes,0.40780,455,1108,0.37885,0.43675
1998,17-29 y.,Rural regions,No,0.59090,653,1108,0.56193,0.61986
1998,30-45 y.,Urban regions,Yes,0.05292,144,3173,0.04513,0.06072
1998,30-45 y.,Urban regions,No,0.94708,3029,3173,0.93928,0.95487
1998,30-45 y.,Rural regions,Yes,0.05658,90,1655,0.04545,0.06772
1998,30-45 y.,Rural regions,No,0.94342,1565,1655,0.93228,0.95455
1998,46-65 y.,Urban regions,No,0.98980,2780,2780,0.98607,0.99354
1998,46-65 y.,Rural regions,No,0.99616,1575,1575,0.99310,0.99922
1998,66 and older,Urban regions,No,0.99910,1235,1235,0.99743,1.00077
1999,17-29 y.,Urban regions,Yes,0.45151,826,1925,0.42927,0.47374
1999,17-29 y.,Urban regions,No,0.54849,1099,1925,0.52626,0.57073
1999,17-29 y.,Rural regions,Yes,0.41855,432,1048,0.38867,0.44843
1999,17-29 y.,Rural regions,No,0.58145,616,1048,0.55157,0.61133
1999,30-45 y.,Urban regions,Yes,0.05559,159,3092,0.04751,0.06367
1999,30-45 y.,Urban regions,No,0.94441,2933,3092,0.93633,0.95249
1999,30-45 y.,Rural regions,Yes,0.05897,94,1622,0.04751,0.07044
1999,30-45 y.,Rural regions,No,0.94103,1528,1622,0.92956,0.95249
1999,46-65 y.,Urban regions,No,0.98814,2651,2651,0.98402,0.99226
1999,46-65 y.,Rural regions,No,0.99192,1491,1491,0.98737,0.99646
1999,66 and older,Urban regions,No,0.99496,1178,1178,0.99092,0.99901
1999,66 and older,Rural regions,No,0.99915,616,616,0.99685,1.00145
2000,17-29 y.,Urban regions,Yes,0.44519,1354,2908,0.42712,0.46325
2000,17-29 y.,Urban regions,No,0.55379,1554,2908,0.53572,0.57186
2000,17-29 y.,Rural regions,Yes,0.41266,738,1669,0.38904,0.43629
2000,17-29 y.,Rural regions,No,0.58428,931,1669,0.56063,0.60793
2000,30-45 y.,Urban regions,Yes,0.04857,255,5381,0.04283,0.05431
2000,30-45 y.,Urban regions,No,0.95143,5126,5381,0.94569,0.95717
2000,30-45 y.,Rural regions,Yes,0.04726,131,2786,0.03938,0.05515
2000,30-45 y.,Rural regions,No,0.95274,2655,2786,0.94485,0.96062
2000,46-65 y.,Urban regions,Yes,0.01179,63,5084,0.00882,0.01476
2000,46-65 y.,Urban regions,No,0.98821,5021,5084,0.98524,0.99118
2000,46-65 y.,Rural regions,Yes,0.01337,38,2682,0.00902,0.01772
2000,46-65 y.,Rural regions,No,0.98663,2644,2682,0.98228,0.99098
2000,66 and older,Urban regions,No,0.99647,2333,2333,0.99407,0.99888
2000,66 and older,Rural regions,No,0.99844,1256,1256,0.99626,1.00062
2001,17-29 y.,Urban regions,Yes,0.48223,1296,2617,0.46309,0.50138
2001,17-29 y.,Urban regions,No,0.51777,1321,2617,0.49862,0.53691
2001,17-29 y.,Rural regions,Yes,0.43707,698,1482,0.41181,0.46233
2001,17-29 y.,Rural regions,No,0.56293,784,1482,0.53767,0.58819
2001,30-45 y.,Urban regions,Yes,0.05171,231,4849,0.04548,0.05794
2001,30-45 y.,Urban regions,No,0.94829,4618,4849,0.94206,0.95452
2001,30-45 y.,Rural regions,Yes,0.04598,109,2480,0.03773,0.05422
2001,30-45 y.,Rural regions,No,0.95402,2371,2480,0.94578,0.96227
2001,46-65 y.,Urban regions,Yes,0.01612,67,4628,0.01249,0.01974
2001,46-65 y.,Urban regions,No,0.98388,4561,4628,0.98026,0.98751
2001,46-65 y.,Rural regions,Yes,0.01343,34,2466,0.00889,0.01798
2001,46-65 y.,Rural regions,No,0.98657,2432,2466,0.98202,0.99111
2001,66 and older,Urban regions,No,0.99698,2203,2203,0.99469,0.99927
2001,66 and older,Rural regions,No,0.99767,1187,1187,0.99493,1.00042
2002,17-29 y.,Urban regions,Yes,0.50053,1414,2662,0.48153,0.51953
2002,17-29 y.,Urban regions,No,0.49927,1248,2662,0.48027,0.51827
2002,17-29 y.,Rural regions,Yes,0.48228,768,1479,0.45681,0.50776
2002,17-29 y.,Rural regions,No,0.51772,711,1479,0.49224,0.54319
2002,30-45 y.,Urban regions,Yes,0.05198,242,5005,0.04583,0.05813
2002,30-45 y.,Urban regions,No,0.94802,4763,5005,0.94187,0.95417
2002,30-45 y.,Rural regions,Yes,0.05151,106,2435,0.04273,0.06029
2002,30-45 y.,Rural regions,No,0.94849,2329,2435,0.93971,0.95727
2002,46-65 y.,Urban regions,Yes,0.00947,58,5248,0.00685,0.01209
2002,46-65 y.,Urban regions,No,0.99053,5190,5248,0.98791,0.99315
2002,46-65 y.,Rural regions,Yes,0.01067,37,2606,0.00673,0.01462
2002,46-65 y.,Rural regions,No,0.98933,2569,2606,0.98538,0.99327
2002,66 and older,Urban regions,No,0.99946,2356,2356,0.99853,1.00040
2002,66 and older,Rural regions,No,0.99763,1232,1232,0.99491,1.00034
2003,17-29 y.,Urban regions,Yes,0.48882,1393,2616,0.46966,0.50798
2003,17-29 y.,Urban regions,No,0.51118,1223,2616,0.49202,0.53034
2003,17-29 y.,Rural regions,Yes,0.46352,714,1391,0.43731,0.48974
2003,17-29 y.,Rural regions,No,0.53648,677,1391,0.51026,0.56269
2003,30-45 y.,Urban regions,Yes,0.04821,209,4671,0.04207,0.05435
2003,30-45 y.,Urban regions,No,0.95179,4462,4671,0.94565,0.95793
2003,30-45 y.,Rural regions,Yes,0.05421,111,2267,0.04488,0.06353
2003,30-45 y.,Rural regions,No,0.94579,2156,2267,0.93647,0.95512
2003,46-65 y.,Urban regions,Yes,0.00964,47,5047,0.00695,0.01234
2003,46-65 y.,Urban regions,No,0.99032,5000,5047,0.98762,0.99302
2003,46-65 y.,Rural regions,Yes,0.01125,31,2523,0.00714,0.01537
2003,46-65 y.,Rural regions,No,0.98875,2492,2523,0.98463,0.99286
2003,66 and older,Urban regions,No,0.99707,2394,2394,0.99491,0.99924
2004,17-29 y.,Urban regions,Yes,0.51960,1439,2582,0.50033,0.53888
2004,17-29 y.,Urban regions,No,0.47822,1143,2582,0.45895,0.49750
2004,17-29 y.,Rural regions,Yes,0.45457,710,1376,0.42825,0.48089
2004,17-29 y.,Rural regions,No,0.54543,666,1376,0.51911,0.57175
2004,30-45 y.,Urban regions,Yes,0.04332,195,4433,0.03732,0.04931
2004,30-45 y.,Urban regions,No,0.95668,4238,4433,0.95069,0.96268
2004,30-45 y.,Rural regions,Yes,0.05029,90,2097,0.04093,0.05964
2004,30-45 y.,Rural regions,No,0.94971,2007,2097,0.94036,0.95907
2004,46-65 y.,Urban regions,Yes,0.00783,44,4872,0.00535,0.01030
2004,46-65 y.,Urban regions,No,0.99217,4828,4872,0.98970,0.99465
2004,46-65 y.,Rural regions,No,0.99259,2472,2472,0.98921,0.99597
2004,66 and older,Urban regions,No,0.99623,2456,2456,0.99380,0.99865
2004,66 and older,Rural regions,No,0.99913,1291,1291,0.99753,1.00074
2005,17-29 y.,Urban regions,Yes,0.51804,1411,2520,0.49853,0.53755
2005,17-29 y.,Urban regions,No,0.48140,1109,2520,0.46189,0.50091
2005,17-29 y.,Rural regions,Yes,0.45820,673,1308,0.43119,0.48522
2005,17-29 y.,Rural regions,No,0.54180,635,1308,0.51478,0.56881
2005,30-45 y.,Urban regions,Yes,0.04261,166,4137,0.03645,0.04876
2005,30-45 y.,Urban regions,No,0.95739,3971,4137,0.95124,0.96355
2005,30-45 y.,Rural regions,Yes,0.04413,65,1952,0.03502,0.05325
2005,30-45 y.,Rural regions,No,0.95587,1887,1952,0.94675,0.96498
2005,46-65 y.,Urban regions,Yes,0.01268,51,4612,0.00945,0.01591
2005,46-65 y.,Urban regions,No,0.98727,4561,4612,0.98403,0.99050
2005,46-65 y.,Rural regions,No,0.99198,2378,2378,0.98840,0.99557
2005,66 and older,Urban regions,No,0.99808,2479,2479,0.99635,0.99980
2005,66 and older,Rural regions,No,0.99846,1278,1278,0.99630,1.00061
2006,17-29 y.,Urban regions,Yes,0.43921,1192,2400,0.41935,0.45907
2006,17-29 y.,Urban regions,No,0.50565,1208,2400,0.48564,0.52566
2006,17-29 y.,Rural regions,Yes,0.38306,610,1280,0.35642,0.40970
2006,17-29 y.,Rural regions,No,0.54614,670,1280,0.51886,0.57343
2006,30-45 y.,Urban regions,Yes,0.03869,153,4223,0.03287,0.04451
2006,30-45 y.,Urban regions,No,0.96131,4070,4223,0.95549,0.96713
2006,30-45 y.,Rural regions,Yes,0.02964,57,2058,0.02231,0.03697
2006,30-45 y.,Rural regions,No,0.97036,2001,2058,0.96303,0.97769
2006,46-65 y.,Urban regions,Yes,0.00743,36,4939,0.00504,0.00983
2006,46-65 y.,Urban regions,No,0.99257,4903,4939,0.99017,0.99496
2006,46-65 y.,Rural regions,No,0.99413,2623,2623,0.99120,0.99705
2006,66 and older,Urban regions,No,0.99908,2876,2876,0.99798,1.00019
2006,66 and older,Rural regions,No,0.99842,1549,1549,0.99644,1.00040
2007,17-29 y.,Urban regions,Yes,0.41295,1118,2220,0.39246,0.43343
2007,17-29 y.,Urban regions,No,0.50737,1102,2220,0.48656,0.52817
2007,17-29 y.,Rural regions,Yes,0.40743,589,1178,0.37935,0.43550
2007,17-29 y.,Rural regions,No,0.50760,589,1178,0.47904,0.53616
2007,30-45 y.,Urban regions,Yes,0.04260,141,3821,0.03620,0.04900
2007,30-45 y.,Urban regions,No,0.95740,3680,3821,0.95100,0.96380
2007,30-45 y.,Rural regions,Yes,0.03382,58,1889,0.02567,0.04198
2007,30-45 y.,Rural regions,No,0.96618,1831,1889,0.95802,0.97433
2007,46-65 y.,Urban regions,Yes,0.00813,39,4571,0.00553,0.01073
2007,46-65 y.,Urban regions,No,0.99187,4532,4571,0.98927,0.99447
2007,46-65 y.,Rural regions,Yes,0.01187,31,2489,0.00761,0.01612
2007,46-65 y.,Rural regions,No,0.98813,2458,2489,0.98388,0.99239
2007,66 and older,Urban regions,No,0.99828,2826,2826,0.99676,0.99981
2008,17-29 y.,Urban regions,Yes,0.43294,1088,2088,0.41168,0.45420
2008,17-29 y.,Urban regions,No,0.49472,1000,2088,0.47326,0.51617
2008,17-29 y.,Rural regions,Yes,0.40637,536,1069,0.37691,0.43583
2008,17-29 y.,Rural regions,No,0.52225,533,1069,0.49229,0.55220
2008,30-45 y.,Urban regions,Yes,0.04499,136,3447,0.03807,0.05192
2008,30-45 y.,Urban regions,No,0.95501,3311,3447,0.94808,0.96193
2008,30-45 y.,Rural regions,Yes,0.02950,55,1723,0.02151,0.03749
2008,30-45 y.,Rural regions,No,0.97050,1668,1723,0.96251,0.97849
2008,46-65 y.,Urban regions,No,0.99362,4305,4305,0.99124,0.99600
2008,46-65 y.,Rural regions,No,0.98936,2340,2340,0.98520,0.99352
2008,66 and older,Urban regions,No,0.99913,2798,2798,0.99803,1.00022
2008,66 and older,Rural regions,No,0.99731,1493,1493,0.99468,0.99994
2009,17-29 y.,Urban regions,Yes,0.45535,1005,1874,0.43279,0.47790
2009,17-29 y.,Urban regions,No,0.47134,869,1874,0.44874,0.49395
2009,17-29 y.,Rural regions,Yes,0.42100,475,981,0.39009,0.45191
2009,17-29 y.,Rural regions,No,0.52968,506,981,0.49843,0.56093
2009,30-45 y.,Urban regions,Yes,0.04827,131,3074,0.04069,0.05585
2009,30-45 y.,Urban regions,No,0.95173,2943,3074,0.94415,0.95931
2009,30-45 y.,Rural regions,Yes,0.03285,50,1602,0.02412,0.04158
2009,30-45 y.,Rural regions,No,0.96715,1552,1602,0.95842,0.97588
2009,46-65 y.,Urban regions,No,0.99027,4008,4008,0.98723,0.99331
2009,46-65 y.,Rural regions,No,0.99232,2267,2267,0.98872,0.99591
2009,66 and older,Urban regions,No,0.99937,2697,2697,0.99842,1.00032
2009,66 and older,Rural regions,No,0.99718,1460,1460,0.99445,0.99990
2010,17-29 y.,Urban regions,Yes,0.51855,1205,2576,0.49925,0.53785
2010,17-29 y.,Urban regions,No,0.42489,1371,2576,0.40580,0.44399
2010,17-29 y.,Rural regions,Yes,0.42376,547,1344,0.39733,0.45019
2010,17-29 y.,Rural regions,No,0.51846,797,1344,0.49174,0.54518
2010,30-45 y.,Urban regions,Yes,0.05440,286,5967,0.04864,0.06016
2010,30-45 y.,Urban regions,No,0.94560,5681,5967,0.93984,0.95136
2010,30-45 y.,Rural regions,Yes,0.04032,110,3104,0.03340,0.04724
2010,30-45 y.,Rural regions,No,0.95968,2994,3104,0.95276,0.96660
2010,46-65 y.,Urban regions,Yes,0.01049,52,4461,0.00750,0.01348
2010,46-65 y.,Urban regions,No,0.98951,4409,4461,0.98652,0.99250
2010,46-65 y.,Rural regions,No,0.99311,2470,2470,0.98985,0.99637
2010,66 and older,Urban regions,No,0.99866,2612,2612,0.99725,1.00006
2011,17-29 y.,Urban regions,Yes,0.46137,1366,2689,0.44252,0.48021
2011,17-29 y.,Urban regions,No,0.46604,1323,2689,0.44718,0.48490
2011,17-29 y.,Rural regions,Yes,0.39654,630,1485,0.37165,0.42143
2011,17-29 y.,Rural regions,No,0.53421,855,1485,0.50883,0.55959
2011,30-45 y.,Urban regions,Yes,0.06075,337,6450,0.05492,0.06658
2011,30-45 y.,Urban regions,No,0.93925,6113,6450,0.93342,0.94508
2011,30-45 y.,Rural regions,Yes,0.04565,141,3481,0.03872,0.05259
2011,30-45 y.,Rural regions,No,0.95435,3340,3481,0.94741,0.96128
2011,46-65 y.,Urban regions,Yes,0.00921,69,5708,0.00673,0.01169
2011,46-65 y.,Urban regions,No,0.99075,5639,5708,0.98827,0.99323
2011,46-65 y.,Rural regions,No,0.99277,3388,3388,0.98992,0.99562
2011,66 and older,Urban regions,No,0.99896,3314,3314,0.99786,1.00006
2011,66 and older,Rural regions,No,0.99912,1822,1822,0.99777,1.00048
2012,17-29 y.,Urban regions,Yes,0.47840,1358,2566,0.45907,0.49773
2012,17-29 y.,Urban regions,No,0.45075,1208,2566,0.43150,0.47001
2012,17-29 y.,Rural regions,Yes,0.36512,641,1415,0.34002,0.39021
2012,17-29 y.,Rural regions,No,0.56986,774,1415,0.54406,0.59567
2012,30-45 y.,Urban regions,Yes,0.05255,282,5839,0.04682,0.05827
2012,30-45 y.,Urban regions,No,0.94745,5557,5839,0.94173,0.95318
2012,30-45 y.,Rural regions,Yes,0.05327,143,3236,0.04553,0.06101
2012,30-45 y.,Rural regions,No,0.94673,3093,3236,0.93899,0.95447
2012,46-65 y.,Urban regions,Yes,0.01069,77,5780,0.00804,0.01334
2012,46-65 y.,Urban regions,No,0.98928,5703,5780,0.98663,0.99194
2012,46-65 y.,Rural regions,No,0.99292,3565,3565,0.99017,0.99567
2012,66 and older,Urban regions,No,0.99934,3308,3308,0.99846,1.00021
2012,66 and older,Rural regions,No,0.99837,1892,1892,0.99655,1.00019
2013,17-29 y.,Urban regions,Yes,0.48338,1738,3465,0.46674,0.50003
2013,17-29 y.,Urban regions,No,0.45918,1727,3465,0.44258,0.47577
2013,17-29 y.,Rural regions,Yes,0.39383,732,1559,0.36957,0.41809
2013,17-29 y.,Rural regions,No,0.51602,827,1559,0.49121,0.54084
2013,30-45 y.,Urban regions,Yes,0.06563,388,6974,0.05982,0.07144
2013,30-45 y.,Urban regions,No,0.93437,6586,6974,0.92856,0.94018
2013,30-45 y.,Rural regions,Yes,0.05426,170,3388,0.04663,0.06188
2013,30-45 y.,Rural regions,No,0.94566,3218,3388,0.93802,0.95329
2013,46-65 y.,Urban regions,Yes,0.01370,91,6451,0.01086,0.01654
2013,46-65 y.,Urban regions,No,0.98630,6360,6451,0.98346,0.98914
2013,46-65 y.,Rural regions,Yes,0.00534,38,3739,0.00300,0.00767
2013,46-65 y.,Rural regions,No,0.99466,3701,3739,0.99233,0.99700
2013,66 and older,Urban regions,No,0.99958,3244,3244,0.99888,1.00029
2013,66 and older,Rural regions,No,0.99842,1798,1798,0.99658,1.00026
2014,17-29 y.,Urban regions,Yes,0.48078,1558,2918,0.46265,0.49891
2014,17-29 y.,Urban regions,No,0.45036,1360,2918,0.43231,0.46842
2014,17-29 y.,Rural regions,Yes,0.43394,682,1378,0.40777,0.46012
2014,17-29 y.,Rural regions,No,0.49774,696,1378,0.47133,0.52415
