year,age_gr,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,First Stage of Tertiary Education,No,0.90603,212,212,0.86666,0.94540
1985,30-45 y.,Second Stage of Tertiary Education,No,0.95569,343,343,0.93388,0.97750
1985,46-65 y.,Primary Level,No,0.99670,336,336,0.99056,1.00284
1985,46-65 y.,Lower Secondary Level,No,0.99535,995,995,0.99113,0.99958
1985,46-65 y.,Upper Secondary Level,No,0.99591,1468,1468,0.99265,0.99918
1985,46-65 y.,Second Stage of Tertiary Education,No,0.96437,210,210,0.93925,0.98950
1985,66 and older,Upper Secondary Level,No,0.99607,512,512,0.99064,1.00149
1986,17-29 y.,Primary Level,Yes,0.31168,42,162,0.24014,0.38323
1986,17-29 y.,Primary Level,No,0.68832,120,162,0.61677,0.75986
1986,17-29 y.,Lower Secondary Level,Yes,0.60276,506,948,0.57159,0.63392
1986,17-29 y.,Lower Secondary Level,No,0.39724,442,948,0.36608,0.42841
1986,17-29 y.,Upper Secondary Level,Yes,0.27789,375,1395,0.25437,0.30140
1986,17-29 y.,Upper Secondary Level,No,0.72211,1020,1395,0.69860,0.74563
1986,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.25852,31,106,0.17478,0.34227
1986,17-29 y.,Post-secondary Non-tertiary Level,No,0.74148,75,106,0.65773,0.82522
1986,17-29 y.,First Stage of Tertiary Education,No,0.87107,87,87,0.80024,0.94190
1986,17-29 y.,Second Stage of Tertiary Education,No,0.70455,63,63,0.59098,0.81812
1986,30-45 y.,Primary Level,No,0.99083,279,279,0.97963,1.00204
1986,30-45 y.,Lower Secondary Level,No,0.99504,615,615,0.98948,1.00060
1986,30-45 y.,Upper Secondary Level,Yes,0.03583,54,1657,0.02688,0.04478
1986,30-45 y.,Upper Secondary Level,No,0.96417,1603,1657,0.95522,0.97312
1986,30-45 y.,Post-secondary Non-tertiary Level,No,0.83023,84,84,0.74946,0.91100
1986,30-45 y.,First Stage of Tertiary Education,No,0.92576,199,199,0.88925,0.96228
1986,30-45 y.,Second Stage of Tertiary Education,Yes,0.10636,41,377,0.07520,0.13753
1986,30-45 y.,Second Stage of Tertiary Education,No,0.89364,336,377,0.86247,0.92480
1986,46-65 y.,Lower Secondary Level,No,0.99772,947,947,0.99468,1.00076
1986,46-65 y.,Upper Secondary Level,No,0.99338,1457,1457,0.98921,0.99754
1986,46-65 y.,First Stage of Tertiary Education,No,0.98439,191,191,0.96677,1.00202
1986,46-65 y.,Second Stage of Tertiary Education,No,0.97945,222,222,0.96075,0.99816
1986,66 and older,Lower Secondary Level,No,0.99898,392,392,0.99583,1.00214
1986,66 and older,Upper Secondary Level,No,0.99720,473,473,0.99243,1.00197
1986,66 and older,Second Stage of Tertiary Education,No,0.97335,52,52,0.92915,1.01755
1987,17-29 y.,Primary Level,Yes,0.27972,33,136,0.20400,0.35544
1987,17-29 y.,Primary Level,No,0.72028,103,136,0.64456,0.79600
1987,17-29 y.,Lower Secondary Level,Yes,0.55236,493,924,0.52028,0.58444
1987,17-29 y.,Lower Secondary Level,No,0.44764,431,924,0.41556,0.47972
1987,17-29 y.,Upper Secondary Level,Yes,0.25486,355,1397,0.23200,0.27772
1987,17-29 y.,Upper Secondary Level,No,0.74409,1042,1397,0.72120,0.76699
1987,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.32004,33,106,0.23082,0.40927
1987,17-29 y.,Post-secondary Non-tertiary Level,No,0.67996,73,106,0.59073,0.76918
1987,17-29 y.,First Stage of Tertiary Education,No,0.88808,78,78,0.81766,0.95850
1987,17-29 y.,Second Stage of Tertiary Education,Yes,0.38096,33,90,0.28007,0.48185
1987,17-29 y.,Second Stage of Tertiary Education,No,0.61904,57,90,0.51815,0.71993
1987,30-45 y.,Primary Level,No,0.99116,275,275,0.98008,1.00224
1987,30-45 y.,Lower Secondary Level,No,0.99024,582,582,0.98225,0.99824
1987,30-45 y.,Upper Secondary Level,Yes,0.03377,44,1600,0.02491,0.04262
1987,30-45 y.,Upper Secondary Level,No,0.96603,1556,1600,0.95715,0.97491
1987,30-45 y.,Post-secondary Non-tertiary Level,No,0.77900,80,80,0.68751,0.87050
1987,30-45 y.,First Stage of Tertiary Education,No,0.91628,198,198,0.87760,0.95495
1987,30-45 y.,Second Stage of Tertiary Education,Yes,0.09980,33,364,0.06896,0.13063
1987,30-45 y.,Second Stage of Tertiary Education,No,0.90020,331,364,0.86937,0.93104
1987,46-65 y.,Lower Secondary Level,No,0.99691,917,917,0.99331,1.00050
1987,46-65 y.,Upper Secondary Level,No,0.99112,1459,1459,0.98630,0.99593
1987,46-65 y.,Post-secondary Non-tertiary Level,No,0.96274,52,52,0.91076,1.01472
1987,46-65 y.,First Stage of Tertiary Education,No,0.97415,188,188,0.95141,0.99690
1987,46-65 y.,Second Stage of Tertiary Education,No,0.97146,225,225,0.94965,0.99327
1987,66 and older,Upper Secondary Level,No,0.99491,498,498,0.98865,1.00116
1988,17-29 y.,Primary Level,No,0.73458,100,100,0.64760,0.82156
1988,17-29 y.,Lower Secondary Level,Yes,0.55677,472,916,0.52458,0.58896
1988,17-29 y.,Lower Secondary Level,No,0.44323,444,916,0.41104,0.47542
1988,17-29 y.,Upper Secondary Level,Yes,0.26783,339,1312,0.24386,0.29180
1988,17-29 y.,Upper Secondary Level,No,0.73217,973,1312,0.70820,0.75614
1988,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.35875,34,105,0.26657,0.45093
1988,17-29 y.,Post-secondary Non-tertiary Level,No,0.64125,71,105,0.54907,0.73343
1988,17-29 y.,First Stage of Tertiary Education,No,0.91471,69,69,0.84833,0.98110
1988,17-29 y.,Second Stage of Tertiary Education,No,0.72488,54,54,0.60465,0.84511
1988,30-45 y.,Lower Secondary Level,No,0.99002,530,530,0.98155,0.99849
1988,30-45 y.,Upper Secondary Level,Yes,0.03804,53,1505,0.02838,0.04771
1988,30-45 y.,Upper Secondary Level,No,0.96196,1452,1505,0.95229,0.97162
1988,30-45 y.,Post-secondary Non-tertiary Level,No,0.85357,82,82,0.77657,0.93056
1988,30-45 y.,First Stage of Tertiary Education,No,0.95011,202,202,0.92001,0.98021
1988,30-45 y.,Second Stage of Tertiary Education,No,0.91896,314,314,0.88872,0.94919
1988,46-65 y.,Lower Secondary Level,No,0.99420,886,886,0.98920,0.99920
1988,46-65 y.,Upper Secondary Level,No,0.99069,1417,1417,0.98568,0.99569
1988,46-65 y.,First Stage of Tertiary Education,No,0.99309,181,181,0.98098,1.00519
1988,46-65 y.,Second Stage of Tertiary Education,No,0.98077,224,224,0.96275,0.99880
1989,17-29 y.,Primary Level,No,0.73815,96,96,0.64974,0.82656
1989,17-29 y.,Lower Secondary Level,Yes,0.55956,413,858,0.52632,0.59280
1989,17-29 y.,Lower Secondary Level,No,0.44044,445,858,0.40720,0.47368
1989,17-29 y.,Upper Secondary Level,Yes,0.26192,319,1308,0.23809,0.28576
1989,17-29 y.,Upper Secondary Level,No,0.73707,989,1308,0.71320,0.76094
1989,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.34700,35,121,0.26183,0.43217
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.65300,86,121,0.56783,0.73817
1989,17-29 y.,First Stage of Tertiary Education,No,0.90960,73,73,0.84336,0.97584
1989,17-29 y.,Second Stage of Tertiary Education,No,0.73638,58,58,0.62200,0.85076
1989,30-45 y.,Primary Level,No,0.98050,218,218,0.96210,0.99890
1989,30-45 y.,Lower Secondary Level,No,0.99449,496,496,0.98797,1.00101
1989,30-45 y.,Upper Secondary Level,Yes,0.04767,61,1464,0.03675,0.05859
1989,30-45 y.,Upper Secondary Level,No,0.95233,1403,1464,0.94141,0.96325
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.89571,85,85,0.83035,0.96107
1989,30-45 y.,First Stage of Tertiary Education,No,0.95457,191,191,0.92495,0.98418
1989,30-45 y.,Second Stage of Tertiary Education,No,0.92795,314,314,0.89931,0.95660
1989,46-65 y.,Lower Secondary Level,No,0.99951,835,835,0.99802,1.00101
1989,46-65 y.,Upper Secondary Level,No,0.99319,1368,1368,0.98883,0.99755
1989,46-65 y.,First Stage of Tertiary Education,No,0.98347,167,167,0.96407,1.00287
1989,46-65 y.,Second Stage of Tertiary Education,No,0.97665,222,222,0.95674,0.99656
1989,66 and older,Upper Secondary Level,No,0.99674,469,469,0.99158,1.00190
1989,66 and older,First Stage of Tertiary Education,No,0.98555,67,67,0.95675,1.01434
1990,17-29 y.,Primary Level,No,0.80395,96,96,0.72412,0.88379
1990,17-29 y.,Lower Secondary Level,Yes,0.57236,521,979,0.54136,0.60337
1990,17-29 y.,Lower Secondary Level,No,0.42764,458,979,0.39663,0.45864
1990,17-29 y.,Upper Secondary Level,Yes,0.22891,392,1973,0.21037,0.24745
1990,17-29 y.,Upper Secondary Level,No,0.77069,1581,1973,0.75213,0.78924
1990,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40809,60,164,0.33264,0.48354
1990,17-29 y.,Post-secondary Non-tertiary Level,No,0.59191,104,164,0.51646,0.66736
1990,17-29 y.,First Stage of Tertiary Education,No,0.91951,92,92,0.86361,0.97540
1990,17-29 y.,Second Stage of Tertiary Education,Yes,0.27020,50,230,0.21269,0.32772
1990,17-29 y.,Second Stage of Tertiary Education,No,0.72980,180,230,0.67228,0.78731
1990,30-45 y.,Primary Level,No,0.97692,200,200,0.95605,0.99778
1990,30-45 y.,Lower Secondary Level,No,0.99290,531,531,0.98576,1.00005
1990,30-45 y.,Upper Secondary Level,Yes,0.04028,91,2285,0.03222,0.04835
1990,30-45 y.,Upper Secondary Level,No,0.95972,2194,2285,0.95165,0.96778
1990,30-45 y.,Post-secondary Non-tertiary Level,No,0.87280,109,109,0.80996,0.93564
1990,30-45 y.,First Stage of Tertiary Education,No,0.94801,287,287,0.92228,0.97374
1990,30-45 y.,Second Stage of Tertiary Education,Yes,0.09154,74,814,0.07172,0.11137
1990,30-45 y.,Second Stage of Tertiary Education,No,0.90846,740,814,0.88863,0.92828
1990,46-65 y.,Lower Secondary Level,No,0.99277,953,953,0.98739,0.99815
1990,46-65 y.,Upper Secondary Level,No,0.98645,2089,2089,0.98149,0.99141
1990,46-65 y.,Post-secondary Non-tertiary Level,No,0.96136,55,55,0.90995,1.01277
1990,46-65 y.,First Stage of Tertiary Education,No,0.97544,257,257,0.95648,0.99440
1990,46-65 y.,Second Stage of Tertiary Education,No,0.95457,514,514,0.93655,0.97259
1990,66 and older,Upper Secondary Level,No,0.99890,693,693,0.99644,1.00137
1991,17-29 y.,Primary Level,Yes,0.31484,49,144,0.23872,0.39097
1991,17-29 y.,Primary Level,No,0.68516,95,144,0.60903,0.76128
1991,17-29 y.,Lower Secondary Level,Yes,0.56161,486,932,0.52974,0.59348
1991,17-29 y.,Lower Secondary Level,No,0.43839,446,932,0.40652,0.47026
1991,17-29 y.,Upper Secondary Level,Yes,0.24514,415,1878,0.22568,0.26460
1991,17-29 y.,Upper Secondary Level,No,0.75486,1463,1878,0.73540,0.77432
1991,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36714,64,171,0.29468,0.43960
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.63286,107,171,0.56040,0.70532
1991,17-29 y.,First Stage of Tertiary Education,No,0.89435,87,87,0.82938,0.95932
1991,17-29 y.,Second Stage of Tertiary Education,Yes,0.20946,40,200,0.15292,0.26600
1991,17-29 y.,Second Stage of Tertiary Education,No,0.79054,160,200,0.73400,0.84708
1991,30-45 y.,Lower Secondary Level,No,0.99356,519,519,0.98667,1.00045
1991,30-45 y.,Upper Secondary Level,Yes,0.04877,111,2305,0.03997,0.05756
1991,30-45 y.,Upper Secondary Level,No,0.95123,2194,2305,0.94244,0.96003
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.82266,105,105,0.74926,0.89607
1991,30-45 y.,First Stage of Tertiary Education,No,0.90020,275,275,0.86471,0.93569
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.12646,113,816,0.10364,0.14927
1991,30-45 y.,Second Stage of Tertiary Education,No,0.87224,703,816,0.84933,0.89516
1991,46-65 y.,Lower Secondary Level,No,0.99902,914,914,0.99699,1.00105
1991,46-65 y.,Upper Secondary Level,No,0.98964,2001,2001,0.98520,0.99408
1991,46-65 y.,Post-secondary Non-tertiary Level,No,0.98497,60,60,0.95392,1.01602
1991,46-65 y.,First Stage of Tertiary Education,No,0.97483,255,255,0.95556,0.99409
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.04862,34,549,0.03061,0.06663
1991,46-65 y.,Second Stage of Tertiary Education,No,0.95138,515,549,0.93337,0.96939
1991,66 and older,Upper Secondary Level,No,0.99917,701,701,0.99703,1.00130
1991,66 and older,First Stage of Tertiary Education,No,0.98917,92,92,0.96791,1.01044
1992,17-29 y.,Pre-primary Level,Yes,0.99776,186,186,0.99095,1.00457
1992,17-29 y.,Primary Level,Yes,0.20699,31,131,0.13734,0.27663
1992,17-29 y.,Primary Level,No,0.79301,100,131,0.72337,0.86266
1992,17-29 y.,Lower Secondary Level,Yes,0.57616,500,932,0.54441,0.60790
1992,17-29 y.,Lower Secondary Level,No,0.42384,432,932,0.39210,0.45559
1992,17-29 y.,Upper Secondary Level,Yes,0.25053,395,1761,0.23028,0.27077
1992,17-29 y.,Upper Secondary Level,No,0.74892,1366,1761,0.72866,0.76918
1992,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.39562,71,171,0.32211,0.46913
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.60438,100,171,0.53087,0.67789
1992,17-29 y.,First Stage of Tertiary Education,No,0.84864,87,87,0.77289,0.92439
1992,17-29 y.,Second Stage of Tertiary Education,Yes,0.25179,44,171,0.18655,0.31704
1992,17-29 y.,Second Stage of Tertiary Education,No,0.74821,127,171,0.68296,0.81345
1992,30-45 y.,Lower Secondary Level,No,0.96872,479,479,0.95312,0.98433
1992,30-45 y.,Upper Secondary Level,Yes,0.05039,129,2267,0.04138,0.05940
1992,30-45 y.,Upper Secondary Level,No,0.94961,2138,2267,0.94060,0.95862
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.87651,114,114,0.81585,0.93717
1992,30-45 y.,First Stage of Tertiary Education,No,0.91530,288,288,0.88309,0.94752
1992,30-45 y.,Second Stage of Tertiary Education,Yes,0.11073,103,829,0.08936,0.13211
1992,30-45 y.,Second Stage of Tertiary Education,No,0.88927,726,829,0.86789,0.91064
1992,46-65 y.,Primary Level,No,0.99334,278,278,0.98377,1.00292
1992,46-65 y.,Lower Secondary Level,No,0.99740,884,884,0.99404,1.00076
1992,46-65 y.,Upper Secondary Level,Yes,0.01707,41,1973,0.01135,0.02279
1992,46-65 y.,Upper Secondary Level,No,0.98160,1932,1973,0.97567,0.98753
1992,46-65 y.,Post-secondary Non-tertiary Level,No,0.98038,54,54,0.94304,1.01772
1992,46-65 y.,First Stage of Tertiary Education,No,0.98758,254,254,0.97393,1.00123
1992,46-65 y.,Second Stage of Tertiary Education,No,0.96118,523,523,0.94461,0.97775
1992,66 and older,Upper Secondary Level,No,0.99921,716,716,0.99715,1.00127
1993,17-29 y.,Primary Level,No,0.78585,101,101,0.70545,0.86626
1993,17-29 y.,Lower Secondary Level,Yes,0.56688,455,884,0.53420,0.59956
1993,17-29 y.,Lower Secondary Level,No,0.43312,429,884,0.40044,0.46580
1993,17-29 y.,Upper Secondary Level,Yes,0.26005,422,1734,0.23940,0.28071
1993,17-29 y.,Upper Secondary Level,No,0.73995,1312,1734,0.71929,0.76060
1993,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.45357,77,169,0.37829,0.52885
1993,17-29 y.,Post-secondary Non-tertiary Level,No,0.54643,92,169,0.47115,0.62171
1993,17-29 y.,First Stage of Tertiary Education,No,0.77931,79,79,0.68728,0.87135
1993,17-29 y.,Second Stage of Tertiary Education,Yes,0.26759,35,163,0.19941,0.33576
1993,17-29 y.,Second Stage of Tertiary Education,No,0.73241,128,163,0.66424,0.80059
1993,30-45 y.,Lower Secondary Level,No,0.98011,456,456,0.96728,0.99294
1993,30-45 y.,Upper Secondary Level,Yes,0.04657,125,2251,0.03786,0.05527
1993,30-45 y.,Upper Secondary Level,No,0.95343,2126,2251,0.94473,0.96214
1993,30-45 y.,Post-secondary Non-tertiary Level,No,0.88096,123,123,0.82349,0.93842
1993,30-45 y.,First Stage of Tertiary Education,No,0.94536,298,298,0.91951,0.97121
1993,30-45 y.,Second Stage of Tertiary Education,Yes,0.09746,90,806,0.07697,0.11795
1993,30-45 y.,Second Stage of Tertiary Education,No,0.90254,716,806,0.88205,0.92303
1993,46-65 y.,Lower Secondary Level,No,0.99682,844,844,0.99302,1.00062
1993,46-65 y.,Upper Secondary Level,No,0.99166,1928,1928,0.98760,0.99572
1993,46-65 y.,Post-secondary Non-tertiary Level,No,0.98955,51,51,0.96136,1.01774
1993,46-65 y.,First Stage of Tertiary Education,No,0.98523,238,238,0.96987,1.00059
1993,46-65 y.,Second Stage of Tertiary Education,No,0.96298,531,531,0.94691,0.97906
1994,17-29 y.,Pre-primary Level,Yes,0.98086,235,235,0.96331,0.99842
1994,17-29 y.,Primary Level,No,0.72902,80,80,0.63101,0.82703
1994,17-29 y.,Lower Secondary Level,Yes,0.53614,371,772,0.50094,0.57134
1994,17-29 y.,Lower Secondary Level,No,0.46386,401,772,0.42866,0.49906
1994,17-29 y.,Upper Secondary Level,Yes,0.23581,375,1654,0.21534,0.25627
1994,17-29 y.,Upper Secondary Level,No,0.76419,1279,1654,0.74373,0.78466
1994,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40215,76,173,0.32887,0.47543
1994,17-29 y.,Post-secondary Non-tertiary Level,No,0.59785,97,173,0.52457,0.67113
1994,17-29 y.,First Stage of Tertiary Education,No,0.85088,88,88,0.77603,0.92573
1994,17-29 y.,Second Stage of Tertiary Education,Yes,0.21752,32,164,0.15418,0.28085
1994,17-29 y.,Second Stage of Tertiary Education,No,0.78248,132,164,0.71915,0.84582
1994,30-45 y.,Lower Secondary Level,No,0.96586,432,432,0.94872,0.98301
1994,30-45 y.,Upper Secondary Level,Yes,0.04832,111,2229,0.03942,0.05723
1994,30-45 y.,Upper Secondary Level,No,0.95168,2118,2229,0.94277,0.96058
1994,30-45 y.,Post-secondary Non-tertiary Level,No,0.87360,133,133,0.81692,0.93029
1994,30-45 y.,First Stage of Tertiary Education,No,0.92220,289,289,0.89126,0.95313
1994,30-45 y.,Second Stage of Tertiary Education,Yes,0.08879,76,812,0.06921,0.10836
1994,30-45 y.,Second Stage of Tertiary Education,No,0.91121,736,812,0.89164,0.93079
1994,46-65 y.,Lower Secondary Level,No,0.99841,810,810,0.99566,1.00116
1994,46-65 y.,Upper Secondary Level,No,0.99075,1923,1923,0.98647,0.99503
1994,46-65 y.,First Stage of Tertiary Education,No,0.98173,242,242,0.96482,0.99864
1994,46-65 y.,Second Stage of Tertiary Education,No,0.93907,518,518,0.91846,0.95969
1994,66 and older,Upper Secondary Level,No,0.99555,740,740,0.99076,1.00035
1995,17-29 y.,Pre-primary Level,Yes,0.99098,282,282,0.97992,1.00203
1995,17-29 y.,Primary Level,No,0.78727,63,63,0.68540,0.88913
1995,17-29 y.,Lower Secondary Level,Yes,0.57435,394,763,0.53924,0.60946
1995,17-29 y.,Lower Secondary Level,No,0.42565,369,763,0.39054,0.46076
1995,17-29 y.,Upper Secondary Level,Yes,0.27371,415,1615,0.25196,0.29546
1995,17-29 y.,Upper Secondary Level,No,0.72629,1200,1615,0.70454,0.74804
1995,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.44355,76,173,0.36930,0.51779
1995,17-29 y.,Post-secondary Non-tertiary Level,No,0.55645,97,173,0.48221,0.63070
1995,17-29 y.,First Stage of Tertiary Education,No,0.85842,91,91,0.78639,0.93045
1995,17-29 y.,Second Stage of Tertiary Education,Yes,0.23970,40,172,0.17571,0.30368
1995,17-29 y.,Second Stage of Tertiary Education,No,0.76030,132,172,0.69632,0.82429
1995,30-45 y.,Lower Secondary Level,No,0.98447,458,458,0.97314,0.99581
1995,30-45 y.,Upper Secondary Level,Yes,0.04365,106,2386,0.03545,0.05185
1995,30-45 y.,Upper Secondary Level,No,0.95607,2280,2386,0.94784,0.96429
1995,30-45 y.,Post-secondary Non-tertiary Level,No,0.86957,190,190,0.82155,0.91758
1995,30-45 y.,First Stage of Tertiary Education,No,0.94543,303,303,0.91982,0.97105
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.09567,84,847,0.07584,0.11549
1995,30-45 y.,Second Stage of Tertiary Education,No,0.90433,763,847,0.88451,0.92416
1995,46-65 y.,Upper Secondary Level,No,0.98891,1959,1959,0.98428,0.99355
1995,46-65 y.,Post-secondary Non-tertiary Level,No,0.97675,61,61,0.93861,1.01488
1995,46-65 y.,First Stage of Tertiary Education,No,0.97479,236,236,0.95475,0.99483
1995,46-65 y.,Second Stage of Tertiary Education,No,0.95085,552,552,0.93280,0.96890
1995,66 and older,First Stage of Tertiary Education,No,0.98279,82,82,0.95446,1.01111
1995,66 and older,Second Stage of Tertiary Education,No,0.99430,151,151,0.98226,1.00635
1996,17-29 y.,Pre-primary Level,Yes,0.97370,287,287,0.95515,0.99225
1996,17-29 y.,Primary Level,No,0.78483,57,57,0.67719,0.89246
1996,17-29 y.,Lower Secondary Level,Yes,0.57012,365,716,0.53383,0.60641
1996,17-29 y.,Lower Secondary Level,No,0.42988,351,716,0.39359,0.46617
1996,17-29 y.,Upper Secondary Level,Yes,0.24064,357,1490,0.21893,0.26235
1996,17-29 y.,Upper Secondary Level,No,0.75887,1133,1490,0.73714,0.78060
1996,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.45006,66,166,0.37415,0.52597
1996,17-29 y.,Post-secondary Non-tertiary Level,No,0.54994,100,166,0.47403,0.62585
1996,17-29 y.,First Stage of Tertiary Education,No,0.90466,98,98,0.84622,0.96311
1996,17-29 y.,Second Stage of Tertiary Education,No,0.77001,128,128,0.69682,0.84320
1996,30-45 y.,Primary Level,No,0.97053,130,130,0.94134,0.99971
1996,30-45 y.,Lower Secondary Level,No,0.95803,430,430,0.93905,0.97700
1996,30-45 y.,Upper Secondary Level,Yes,0.04437,115,2396,0.03612,0.05261
1996,30-45 y.,Upper Secondary Level,No,0.95563,2281,2396,0.94739,0.96388
1996,30-45 y.,Post-secondary Non-tertiary Level,No,0.84320,192,192,0.79163,0.89477
1996,30-45 y.,First Stage of Tertiary Education,No,0.94769,314,314,0.92302,0.97236
1996,30-45 y.,Second Stage of Tertiary Education,Yes,0.07503,65,850,0.05731,0.09275
1996,30-45 y.,Second Stage of Tertiary Education,No,0.92497,785,850,0.90725,0.94269
1996,46-65 y.,Upper Secondary Level,No,0.98827,1937,1937,0.98348,0.99307
1996,46-65 y.,Post-secondary Non-tertiary Level,No,0.96397,53,53,0.91332,1.01462
1996,46-65 y.,First Stage of Tertiary Education,No,0.98509,235,235,0.96957,1.00062
1996,46-65 y.,Second Stage of Tertiary Education,No,0.96034,573,573,0.94435,0.97634
1996,66 and older,Upper Secondary Level,No,0.99233,765,765,0.98615,0.99852
1996,66 and older,First Stage of Tertiary Education,No,0.97285,78,78,0.93655,1.00915
1996,66 and older,Second Stage of Tertiary Education,No,0.98158,155,155,0.96034,1.00282
1997,17-29 y.,Pre-primary Level,Yes,0.96910,305,305,0.94965,0.98855
1997,17-29 y.,Primary Level,No,0.62398,42,42,0.47571,0.77225
1997,17-29 y.,Lower Secondary Level,Yes,0.57621,382,710,0.53983,0.61258
1997,17-29 y.,Lower Secondary Level,No,0.42379,328,710,0.38742,0.46017
1997,17-29 y.,Upper Secondary Level,Yes,0.24938,324,1376,0.22651,0.27225
1997,17-29 y.,Upper Secondary Level,No,0.75062,1052,1376,0.72775,0.77349
1997,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40202,53,151,0.32356,0.48049
