year,hhtyp,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Couple with children,No,0.99492,5453,5488,0.99303,0.99680
2015,Multi-generational household,No,0.91916,126,126,0.87137,0.96695
2015,Other Combinations,No,0.94320,230,230,0.91322,0.97318
2016,Single-person household,Yes,0.03109,96,3345,0.02520,0.03697
2016,Single-person household,No,0.96891,3249,3345,0.96303,0.97480
2016,Couple without children,Yes,0.00903,45,4030,0.00611,0.01195
2016,Couple without children,No,0.99097,3985,4030,0.98805,0.99389
2016,Single parent,No,0.98813,1486,1486,0.98262,0.99364
2016,Couple with children,Yes,0.00724,31,4908,0.00487,0.00962
2016,Couple with children,No,0.99276,4877,4908,0.99038,0.99513
2016,Multi-generational household,No,0.99208,102,102,0.97479,1.00937
2016,Other Combinations,No,0.93263,181,181,0.89601,0.96925
2017,Single-person household,Yes,0.03214,107,4091,0.02674,0.03755
2017,Single-person household,No,0.96786,3984,4091,0.96245,0.97326
2017,Couple without children,Yes,0.00867,53,4630,0.00600,0.01134
2017,Couple without children,No,0.99133,4577,4630,0.98866,0.99400
2017,Single parent,No,0.99177,1673,1673,0.98744,0.99610
2017,Couple with children,Yes,0.00717,32,6355,0.00509,0.00924
2017,Couple with children,No,0.99283,6323,6355,0.99076,0.99491
2017,Multi-generational household,No,0.96053,132,132,0.92719,0.99388
2017,Other Combinations,No,0.93023,368,368,0.90416,0.95629
2018,Single-person household,Yes,0.03084,120,4424,0.02575,0.03594
2018,Single-person household,No,0.96916,4304,4424,0.96406,0.97425
2018,Couple without children,Yes,0.01129,67,4595,0.00823,0.01434
2018,Couple without children,No,0.98871,4528,4595,0.98566,0.99177
2018,Single parent,No,0.98790,1712,1712,0.98272,0.99308
2018,Couple with children,Yes,0.00798,41,6397,0.00580,0.01016
2018,Couple with children,No,0.99202,6356,6397,0.98984,0.99420
2018,Multi-generational household,No,0.95096,149,149,0.91617,0.98575
2018,Other Combinations,No,0.95723,393,393,0.93720,0.97726
2019,Single-person household,Yes,0.03792,141,4560,0.03238,0.04346
2019,Single-person household,No,0.96208,4419,4560,0.95654,0.96762
2019,Couple without children,Yes,0.01247,61,5129,0.00944,0.01551
2019,Couple without children,No,0.98753,5068,5129,0.98449,0.99056
2019,Single parent,No,0.98922,1587,1587,0.98413,0.99430
2019,Couple with children,No,0.99476,6452,6452,0.99300,0.99652
2019,Multi-generational household,No,0.90600,127,127,0.85505,0.95696
2019,Other Combinations,No,0.97925,360,360,0.96450,0.99399
2020,Single-person household,Yes,0.03437,130,5297,0.02947,0.03928
2020,Single-person household,No,0.96563,5167,5297,0.96072,0.97053
2020,Couple without children,Yes,0.01310,65,5109,0.00998,0.01621
2020,Couple without children,No,0.98690,5044,5109,0.98379,0.99002
2020,Single parent,No,0.98507,1552,1552,0.97903,0.99111
2020,Couple with children,No,0.99488,6428,6428,0.99313,0.99662
2020,Multi-generational household,No,0.87531,135,135,0.81937,0.93125
2020,Other Combinations,No,0.97981,467,467,0.96703,0.99258
2021,No answer / don't know,No,0.97704,57,57,0.93781,1.01627
2021,Single-person household,Yes,0.02344,69,3512,0.01844,0.02844
2021,Single-person household,No,0.97656,3443,3512,0.97156,0.98156
2021,Couple without children,Yes,0.01390,52,3469,0.01000,0.01779
2021,Couple without children,No,0.98610,3417,3469,0.98221,0.99000
2021,Single parent,No,0.98813,1001,1001,0.98142,0.99484
2021,Couple with children,Yes,0.01439,34,3952,0.01067,0.01810
2021,Couple with children,No,0.98561,3918,3952,0.98190,0.98933
2021,Multi-generational household,No,0.89372,84,84,0.82742,0.96003
2021,Other Combinations,No,0.94419,338,338,0.91969,0.96870
2022,No answer / don't know,No,0.99091,425,425,0.98188,0.99994
2022,Single-person household,Yes,0.03009,120,5788,0.02569,0.03449
2022,Single-person household,No,0.96991,5668,5788,0.96551,0.97431
2022,Couple without children,Yes,0.01302,69,5747,0.01009,0.01595
2022,Couple without children,No,0.98698,5678,5747,0.98405,0.98991
2022,Single parent,No,0.98438,1197,1197,0.97735,0.99141
2022,Couple with children,Yes,0.01047,49,5746,0.00784,0.01310
2022,Couple with children,No,0.98953,5697,5746,0.98690,0.99216
2022,Multi-generational household,No,0.87815,87,87,0.80901,0.94728
2022,Other Combinations,No,0.96550,1131,1131,0.95486,0.97614
