year,hhtyp,sampreg,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Couple with children,East,No,0.98430,1040,1040,0.97675,0.99186
2012,Multi-generational household,West,No,0.97942,85,85,0.94905,1.00978
2012,Other Combinations,West,No,0.87764,69,69,0.79975,0.95553
2013,Single-person household,West,Yes,0.02446,68,2906,0.01884,0.03007
2013,Single-person household,West,No,0.97554,2838,2906,0.96993,0.98116
2013,Single-person household,East,Yes,0.04113,32,884,0.02803,0.05423
2013,Single-person household,East,No,0.95887,852,884,0.94577,0.97197
2013,Couple without children,West,Yes,0.01049,34,3486,0.00711,0.01388
2013,Couple without children,West,No,0.98951,3452,3486,0.98612,0.99289
2013,Couple without children,East,No,0.98243,1071,1071,0.97455,0.99030
2013,Single parent,West,No,0.98316,1727,1727,0.97709,0.98923
2013,Single parent,East,No,0.96812,455,455,0.95196,0.98428
2013,Couple with children,West,Yes,0.00944,31,5393,0.00686,0.01202
2013,Couple with children,West,No,0.99056,5362,5393,0.98798,0.99314
2013,Couple with children,East,No,0.99162,1043,1043,0.98609,0.99716
2013,Multi-generational household,West,No,0.95653,105,105,0.91733,0.99572
2013,Other Combinations,West,No,0.94870,312,312,0.92418,0.97322
2013,Other Combinations,East,No,0.90885,32,32,0.80753,1.01017
2014,Single-person household,West,Yes,0.02602,61,2656,0.01997,0.03208
2014,Single-person household,West,No,0.97398,2595,2656,0.96792,0.98003
2014,Single-person household,East,No,0.96682,849,849,0.95476,0.97887
2014,Couple without children,West,Yes,0.00953,41,3247,0.00618,0.01287
2014,Couple without children,West,No,0.99047,3206,3247,0.98713,0.99382
2014,Couple without children,East,No,0.98026,1056,1056,0.97187,0.98866
2014,Single parent,West,No,0.97378,1390,1390,0.96538,0.98219
2014,Single parent,East,No,0.98650,381,381,0.97490,0.99810
2014,Couple with children,West,No,0.99480,4649,4649,0.99273,0.99687
2014,Couple with children,East,No,0.99515,957,957,0.99075,0.99956
2014,Multi-generational household,West,No,0.89215,90,90,0.82771,0.95660
2014,Other Combinations,West,No,0.95750,219,219,0.93072,0.98428
2015,Single-person household,West,Yes,0.02365,58,2696,0.01792,0.02939
2015,Single-person household,West,No,0.97635,2638,2696,0.97061,0.98208
2015,Single-person household,East,No,0.96157,825,825,0.94845,0.97470
2015,Couple without children,West,Yes,0.01023,40,3252,0.00677,0.01369
2015,Couple without children,West,No,0.98977,3212,3252,0.98631,0.99323
2015,Couple without children,East,No,0.98148,1026,1026,0.97322,0.98973
2015,Single parent,West,No,0.98014,1298,1298,0.97255,0.98773
2015,Single parent,East,No,0.98056,341,341,0.96588,0.99524
2015,Couple with children,West,No,0.99485,4577,4577,0.99278,0.99692
2015,Couple with children,East,No,0.99530,876,876,0.99076,0.99983
2015,Multi-generational household,West,No,0.93080,102,102,0.88131,0.98030
2015,Other Combinations,West,No,0.96180,200,200,0.93516,0.98843
2016,Single-person household,West,Yes,0.02961,72,2507,0.02297,0.03624
2016,Single-person household,West,No,0.97039,2435,2507,0.96376,0.97703
2016,Single-person household,East,No,0.96291,814,814,0.94992,0.97590
2016,Couple without children,West,Yes,0.00704,35,3037,0.00406,0.01001
2016,Couple without children,West,No,0.99296,3002,3037,0.98999,0.99594
2016,Couple without children,East,No,0.98183,983,983,0.97348,0.99018
2016,Single parent,West,No,0.98919,1162,1162,0.98325,0.99514
2016,Single parent,East,No,0.98312,324,324,0.96907,0.99717
2016,Couple with children,West,No,0.99296,4083,4083,0.99040,0.99553
2016,Couple with children,East,No,0.99153,794,794,0.98515,0.99791
2016,Multi-generational household,West,No,0.98991,78,78,0.96760,1.01223
2016,Other Combinations,West,No,0.94817,159,159,0.91361,0.98274
2017,Single-person household,West,Yes,0.03145,80,3074,0.02528,0.03762
2017,Single-person household,West,No,0.96855,2994,3074,0.96238,0.97472
2017,Single-person household,East,No,0.96502,990,990,0.95357,0.97647
2017,Couple without children,West,Yes,0.00707,39,3502,0.00429,0.00984
2017,Couple without children,West,No,0.99293,3463,3502,0.99016,0.99571
2017,Couple without children,East,No,0.98383,1114,1114,0.97642,0.99124
2017,Single parent,West,No,0.99206,1313,1313,0.98726,0.99687
2017,Single parent,East,No,0.99038,360,360,0.98029,1.00048
2017,Couple with children,West,No,0.99254,5244,5244,0.99021,0.99487
2017,Couple with children,East,No,0.99456,1079,1079,0.99017,0.99895
2017,Multi-generational household,West,No,0.95964,107,107,0.92217,0.99711
2017,Other Combinations,West,No,0.93614,320,320,0.90931,0.96298
2017,Other Combinations,East,No,0.86699,48,48,0.76990,0.96407
2018,Single-person household,West,Yes,0.03218,95,3344,0.02620,0.03816
2018,Single-person household,West,No,0.96782,3249,3344,0.96184,0.97380
2018,Single-person household,East,No,0.97481,1055,1055,0.96535,0.98427
2018,Couple without children,West,Yes,0.01040,53,3470,0.00702,0.01377
2018,Couple without children,West,No,0.98960,3417,3470,0.98623,0.99298
2018,Couple without children,East,No,0.98454,1111,1111,0.97729,0.99180
2018,Single parent,West,No,0.98708,1344,1344,0.98104,0.99312
2018,Single parent,East,No,0.99178,368,368,0.98254,1.00102
2018,Couple with children,West,Yes,0.00841,35,5314,0.00595,0.01086
2018,Couple with children,West,No,0.99159,5279,5314,0.98914,0.99405
2018,Couple with children,East,No,0.99447,1077,1077,0.99004,0.99890
2018,Multi-generational household,West,No,0.94857,123,123,0.90938,0.98777
2018,Other Combinations,West,No,0.95354,347,347,0.93136,0.97572
2018,Other Combinations,East,No,0.99972,46,46,0.99483,1.00461
2019,Single-person household,Does not apply,No,0.90001,38,38,0.80335,0.99667
2019,Single-person household,West,Yes,0.03817,108,3464,0.03179,0.04455
2019,Single-person household,West,No,0.96183,3356,3464,0.95545,0.96821
2019,Single-person household,East,No,0.96388,1025,1025,0.95245,0.97530
2019,Couple without children,West,Yes,0.01072,47,3866,0.00747,0.01396
2019,Couple without children,West,No,0.98928,3819,3866,0.98604,0.99253
2019,Couple without children,East,No,0.97971,1238,1238,0.97186,0.98757
2019,Single parent,West,No,0.98853,1232,1232,0.98258,0.99448
2019,Single parent,East,No,0.99404,351,351,0.98597,1.00210
2019,Couple with children,West,No,0.99516,5326,5326,0.99330,0.99703
2019,Couple with children,East,No,0.99228,1122,1122,0.98716,0.99741
2019,Multi-generational household,West,No,0.89387,102,102,0.83381,0.95394
2019,Other Combinations,West,No,0.98355,314,314,0.96945,0.99764
2019,Other Combinations,East,No,0.92840,45,45,0.85222,1.00458
2020,Single-person household,West,Yes,0.03507,104,4171,0.02949,0.04066
2020,Single-person household,West,No,0.96493,4067,4171,0.95934,0.97051
2020,Single-person household,East,No,0.96851,1100,1100,0.95819,0.97884
2020,Couple without children,West,Yes,0.01292,51,3931,0.00939,0.01645
2020,Couple without children,West,No,0.98708,3880,3931,0.98355,0.99061
2020,Couple without children,East,No,0.98610,1164,1164,0.97937,0.99283
2020,Single parent,West,No,0.98510,1217,1217,0.97830,0.99191
2020,Single parent,East,No,0.98490,335,335,0.97182,0.99798
2020,Couple with children,West,No,0.99523,5372,5372,0.99338,0.99707
2020,Couple with children,East,No,0.99284,1056,1056,0.98775,0.99793
2020,Multi-generational household,West,No,0.84296,107,107,0.77370,0.91223
2020,Other Combinations,West,No,0.98477,415,415,0.97298,0.99657
2020,Other Combinations,East,No,0.94552,52,52,0.88323,1.00781
2021,No answer / don't know,West,No,0.97256,45,45,0.92429,1.02083
2021,Single-person household,West,Yes,0.02608,59,2756,0.02013,0.03203
2021,Single-person household,West,No,0.97392,2697,2756,0.96797,0.97987
2021,Single-person household,East,No,0.98833,746,746,0.98062,0.99604
2021,Couple without children,West,Yes,0.01344,38,2647,0.00905,0.01783
2021,Couple without children,West,No,0.98656,2609,2647,0.98217,0.99095
2021,Couple without children,East,No,0.98400,808,808,0.97535,0.99266
2021,Single parent,West,No,0.98740,750,750,0.97941,0.99539
2021,Single parent,East,No,0.99092,251,251,0.97917,1.00268
2021,Couple with children,West,No,0.98476,3275,3275,0.98056,0.98895
2021,Couple with children,East,No,0.99082,643,643,0.98344,0.99820
2021,Multi-generational household,West,No,0.87679,64,64,0.79563,0.95795
2021,Other Combinations,West,No,0.94874,288,288,0.92322,0.97425
2021,Other Combinations,East,No,0.91414,50,50,0.83570,0.99259
2022,No answer / don't know,West,No,0.99556,330,330,0.98838,1.00274
2022,No answer / don't know,East,No,0.97188,95,95,0.93845,1.00530
2022,Single-person household,West,Yes,0.03113,94,4484,0.02605,0.03622
2022,Single-person household,West,No,0.96887,4390,4484,0.96378,0.97395
2022,Single-person household,East,No,0.97444,1278,1278,0.96578,0.98310
2022,Couple without children,West,Yes,0.01393,59,4492,0.01050,0.01736
2022,Couple without children,West,No,0.98607,4433,4492,0.98264,0.98950
2022,Couple without children,East,No,0.99167,1245,1245,0.98662,0.99672
2022,Single parent,West,No,0.98657,883,883,0.97897,0.99417
2022,Single parent,East,No,0.97481,314,314,0.95744,0.99217
2022,Couple with children,West,Yes,0.01024,41,4644,0.00734,0.01314
2022,Couple with children,West,No,0.98976,4603,4644,0.98686,0.99266
2022,Couple with children,East,No,0.98817,1094,1094,0.98176,0.99458
2022,Multi-generational household,West,No,0.86272,67,67,0.77969,0.94575
2022,Other Combinations,West,No,0.96590,916,916,0.95414,0.97766
2022,Other Combinations,East,No,0.96328,215,215,0.93808,0.98848
