year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2016,Rural regions,Tenant,123,1.03158,0.99984,1.06333,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Urban regions,Owner,149,1.04607,1.01213,1.08001,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Urban regions,Tenant,283,1.03362,1.01216,1.05509,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Rural regions,Owner,144,1.06149,1.01045,1.11252,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Rural regions,Tenant,152,1.02858,1.00125,1.05592,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Urban regions,Owner,153,1.06193,1.02343,1.10043,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Urban regions,Tenant,406,1.02757,1.01123,1.04391,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Rural regions,Owner,126,1.07727,1.01838,1.13615,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Rural regions,Tenant,177,1.03514,1.00745,1.06282,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Urban regions,Owner,181,1.05577,1.02211,1.08942,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Urban regions,Tenant,354,1.03773,1.01622,1.05924,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Rural regions,Owner,123,1.13670,1.06282,1.21059,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Rural regions,Tenant,154,1.02949,1.00164,1.05733,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Urban regions,Owner,166,1.02594,1.00158,1.05030,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Urban regions,Tenant,368,1.05051,1.02803,1.07298,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Rural regions,Owner,127,1.11935,1.04513,1.19357,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Rural regions,Tenant,165,1.03765,1.00839,1.06691,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Urban regions,Owner,137,1.05824,1.01867,1.09781,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Urban regions,Tenant,303,1.05409,1.02825,1.07993,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Rural regions,Owner,105,1.03850,1.00127,1.07574,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Rural regions,Tenant,135,1.08092,1.02822,1.13361,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Urban regions,Owner,190,1.05485,1.02227,1.08743,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Urban regions,Tenant,378,1.04020,1.01870,1.06170,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Rural regions,Owner,157,1.03554,1.00614,1.06494,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Rural regions,Tenant,169,1.06631,1.02736,1.10526,1.00000,1.00000,1.00000,1.00000,1.00000,,,
