year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,Couple with children,East,,,,,,,,,,,,
1993,Multi-generational household,West,,,,,,,,,,,,
1993,Multi-generational household,East,,,,,,,,,,,,
1993,Other Combinations,West,,,,,,,,,,,,
1993,Other Combinations,East,,,,,,,,,,,,
1994,Single-person household,West,,,,,,,,,,,,
1994,Single-person household,East,,,,,,,,,,,,
1994,Couple without children,West,,,,,,,,,,,,
1994,Couple without children,East,,,,,,,,,,,,
1994,Single parent,West,,,,,,,,,,,,
1994,Single parent,East,,,,,,,,,,,,
1994,Couple with children,West,,,,,,,,,,,,
1994,Couple with children,East,,,,,,,,,,,,
1994,Multi-generational household,West,,,,,,,,,,,,
1994,Multi-generational household,East,,,,,,,,,,,,
1994,Other Combinations,West,,,,,,,,,,,,
1994,Other Combinations,East,,,,,,,,,,,,
1995,Single-person household,West,,,,,,,,,,,,
1995,Single-person household,East,,,,,,,,,,,,
1995,Couple without children,West,,,,,,,,,,,,
1995,Couple without children,East,,,,,,,,,,,,
1995,Single parent,West,,,,,,,,,,,,
1995,Single parent,East,,,,,,,,,,,,
1995,Couple with children,West,,,,,,,,,,,,
1995,Couple with children,East,,,,,,,,,,,,
1995,Multi-generational household,West,,,,,,,,,,,,
1995,Multi-generational household,East,,,,,,,,,,,,
1995,Other Combinations,West,,,,,,,,,,,,
1995,Other Combinations,East,,,,,,,,,,,,
1996,Single-person household,West,,,,,,,,,,,,
1996,Single-person household,East,,,,,,,,,,,,
1996,Couple without children,West,,,,,,,,,,,,
1996,Couple without children,East,,,,,,,,,,,,
1996,Single parent,West,,,,,,,,,,,,
1996,Single parent,East,,,,,,,,,,,,
1996,Couple with children,West,,,,,,,,,,,,
1996,Couple with children,East,,,,,,,,,,,,
1996,Multi-generational household,West,,,,,,,,,,,,
1996,Multi-generational household,East,,,,,,,,,,,,
1996,Other Combinations,West,,,,,,,,,,,,
1996,Other Combinations,East,,,,,,,,,,,,
1997,Single-person household,West,,,,,,,,,,,,
1997,Single-person household,East,,,,,,,,,,,,
1997,Couple without children,West,,,,,,,,,,,,
1997,Couple without children,East,,,,,,,,,,,,
1997,Single parent,West,,,,,,,,,,,,
1997,Single parent,East,,,,,,,,,,,,
1997,Couple with children,West,,,,,,,,,,,,
1997,Couple with children,East,,,,,,,,,,,,
1997,Multi-generational household,West,,,,,,,,,,,,
1997,Multi-generational household,East,,,,,,,,,,,,
1997,Other Combinations,West,,,,,,,,,,,,
1997,Other Combinations,East,,,,,,,,,,,,
1998,Single-person household,West,,,,,,,,,,,,
1998,Single-person household,East,,,,,,,,,,,,
1998,Couple without children,West,,,,,,,,,,,,
1998,Couple without children,East,,,,,,,,,,,,
1998,Single parent,West,,,,,,,,,,,,
1998,Single parent,East,,,,,,,,,,,,
1998,Couple with children,West,,,,,,,,,,,,
1998,Couple with children,East,,,,,,,,,,,,
1998,Multi-generational household,West,,,,,,,,,,,,
1998,Multi-generational household,East,,,,,,,,,,,,
1998,Other Combinations,West,,,,,,,,,,,,
1998,Other Combinations,East,,,,,,,,,,,,
1999,Single-person household,West,,,,,,,,,,,,
1999,Single-person household,East,,,,,,,,,,,,
1999,Couple without children,West,,,,,,,,,,,,
1999,Couple without children,East,,,,,,,,,,,,
1999,Single parent,West,,,,,,,,,,,,
1999,Single parent,East,,,,,,,,,,,,
1999,Couple with children,West,,,,,,,,,,,,
1999,Couple with children,East,,,,,,,,,,,,
1999,Multi-generational household,West,,,,,,,,,,,,
1999,Multi-generational household,East,,,,,,,,,,,,
1999,Other Combinations,West,,,,,,,,,,,,
1999,Other Combinations,East,,,,,,,,,,,,
2000,Single-person household,West,,,,,,,,,,,,
2000,Single-person household,East,,,,,,,,,,,,
2000,Couple without children,West,,,,,,,,,,,,
2000,Couple without children,East,,,,,,,,,,,,
2000,Single parent,West,,,,,,,,,,,,
2000,Single parent,East,,,,,,,,,,,,
2000,Couple with children,West,,,,,,,,,,,,
2000,Couple with children,East,,,,,,,,,,,,
2000,Multi-generational household,West,,,,,,,,,,,,
2000,Multi-generational household,East,,,,,,,,,,,,
2000,Other Combinations,West,,,,,,,,,,,,
2000,Other Combinations,East,,,,,,,,,,,,
2001,Single-person household,West,,,,,,,,,,,,
2001,Single-person household,East,,,,,,,,,,,,
2001,Couple without children,West,,,,,,,,,,,,
2001,Couple without children,East,,,,,,,,,,,,
2001,Single parent,West,,,,,,,,,,,,
2001,Single parent,East,,,,,,,,,,,,
2001,Couple with children,West,,,,,,,,,,,,
2001,Couple with children,East,,,,,,,,,,,,
2001,Multi-generational household,West,,,,,,,,,,,,
2001,Multi-generational household,East,,,,,,,,,,,,
2001,Other Combinations,West,,,,,,,,,,,,
2001,Other Combinations,East,,,,,,,,,,,,
2002,Single-person household,West,,,,,,,,,,,,
2002,Single-person household,East,,,,,,,,,,,,
2002,Couple without children,West,,,,,,,,,,,,
2002,Couple without children,East,,,,,,,,,,,,
2002,Single parent,West,,,,,,,,,,,,
2002,Single parent,East,,,,,,,,,,,,
2002,Couple with children,West,,,,,,,,,,,,
2002,Couple with children,East,,,,,,,,,,,,
2002,Multi-generational household,West,,,,,,,,,,,,
2002,Multi-generational household,East,,,,,,,,,,,,
2002,Other Combinations,West,,,,,,,,,,,,
2002,Other Combinations,East,,,,,,,,,,,,
2003,Single-person household,West,,,,,,,,,,,,
2003,Single-person household,East,,,,,,,,,,,,
2003,Couple without children,West,,,,,,,,,,,,
2003,Couple without children,East,,,,,,,,,,,,
2003,Single parent,West,,,,,,,,,,,,
2003,Single parent,East,,,,,,,,,,,,
2003,Couple with children,West,,,,,,,,,,,,
2003,Couple with children,East,,,,,,,,,,,,
2003,Multi-generational household,West,,,,,,,,,,,,
2003,Multi-generational household,East,,,,,,,,,,,,
2003,Other Combinations,West,,,,,,,,,,,,
2003,Other Combinations,East,,,,,,,,,,,,
2004,Single-person household,West,,,,,,,,,,,,
2004,Single-person household,East,,,,,,,,,,,,
2004,Couple without children,West,,,,,,,,,,,,
2004,Couple without children,East,,,,,,,,,,,,
2004,Single parent,West,,,,,,,,,,,,
2004,Single parent,East,,,,,,,,,,,,
2004,Couple with children,West,,,,,,,,,,,,
2004,Couple with children,East,,,,,,,,,,,,
2004,Multi-generational household,West,,,,,,,,,,,,
2004,Multi-generational household,East,,,,,,,,,,,,
2004,Other Combinations,West,,,,,,,,,,,,
2004,Other Combinations,East,,,,,,,,,,,,
2005,Single-person household,West,,,,,,,,,,,,
2005,Single-person household,East,,,,,,,,,,,,
2005,Couple without children,West,,,,,,,,,,,,
2005,Couple without children,East,,,,,,,,,,,,
2005,Single parent,West,,,,,,,,,,,,
2005,Single parent,East,,,,,,,,,,,,
2005,Couple with children,West,,,,,,,,,,,,
2005,Couple with children,East,,,,,,,,,,,,
2005,Multi-generational household,West,,,,,,,,,,,,
2005,Multi-generational household,East,,,,,,,,,,,,
2005,Other Combinations,West,,,,,,,,,,,,
2005,Other Combinations,East,,,,,,,,,,,,
2006,Single-person household,West,,,,,,,,,,,,
2006,Single-person household,East,,,,,,,,,,,,
2006,Couple without children,West,,,,,,,,,,,,
2006,Couple without children,East,,,,,,,,,,,,
2006,Single parent,West,,,,,,,,,,,,
2006,Single parent,East,,,,,,,,,,,,
2006,Couple with children,West,,,,,,,,,,,,
2006,Couple with children,East,,,,,,,,,,,,
2006,Multi-generational household,West,,,,,,,,,,,,
2006,Multi-generational household,East,,,,,,,,,,,,
2006,Other Combinations,West,,,,,,,,,,,,
2006,Other Combinations,East,,,,,,,,,,,,
2007,Single-person household,West,,,,,,,,,,,,
2007,Single-person household,East,,,,,,,,,,,,
2007,Couple without children,West,,,,,,,,,,,,
2007,Couple without children,East,,,,,,,,,,,,
2007,Single parent,West,,,,,,,,,,,,
2007,Single parent,East,,,,,,,,,,,,
2007,Couple with children,West,,,,,,,,,,,,
2007,Couple with children,East,,,,,,,,,,,,
2007,Multi-generational household,West,,,,,,,,,,,,
2007,Multi-generational household,East,,,,,,,,,,,,
2007,Other Combinations,West,,,,,,,,,,,,
2007,Other Combinations,East,,,,,,,,,,,,
2008,Single-person household,West,,,,,,,,,,,,
2008,Single-person household,East,,,,,,,,,,,,
2008,Couple without children,West,,,,,,,,,,,,
2008,Couple without children,East,,,,,,,,,,,,
2008,Single parent,West,,,,,,,,,,,,
2008,Single parent,East,,,,,,,,,,,,
2008,Couple with children,West,,,,,,,,,,,,
2008,Couple with children,East,,,,,,,,,,,,
2008,Multi-generational household,West,,,,,,,,,,,,
2008,Multi-generational household,East,,,,,,,,,,,,
2008,Other Combinations,West,,,,,,,,,,,,
2008,Other Combinations,East,,,,,,,,,,,,
2009,Single-person household,West,,,,,,,,,,,,
2009,Single-person household,East,,,,,,,,,,,,
2009,Couple without children,West,,,,,,,,,,,,
2009,Couple without children,East,,,,,,,,,,,,
2009,Single parent,West,,,,,,,,,,,,
2009,Single parent,East,,,,,,,,,,,,
2009,Couple with children,West,,,,,,,,,,,,
2009,Couple with children,East,,,,,,,,,,,,
2009,Multi-generational household,West,,,,,,,,,,,,
2009,Multi-generational household,East,,,,,,,,,,,,
2009,Other Combinations,West,,,,,,,,,,,,
2009,Other Combinations,East,,,,,,,,,,,,
2010,Single-person household,West,,,,,,,,,,,,
2010,Single-person household,East,,,,,,,,,,,,
2010,Couple without children,West,,,,,,,,,,,,
2010,Couple without children,East,,,,,,,,,,,,
2010,Single parent,West,,,,,,,,,,,,
2010,Single parent,East,,,,,,,,,,,,
2010,Couple with children,West,,,,,,,,,,,,
2010,Couple with children,East,,,,,,,,,,,,
2010,Multi-generational household,West,,,,,,,,,,,,
2010,Multi-generational household,East,,,,,,,,,,,,
2010,Other Combinations,West,,,,,,,,,,,,
2010,Other Combinations,East,,,,,,,,,,,,
2011,Single-person household,West,,,,,,,,,,,,
2011,Single-person household,East,,,,,,,,,,,,
2011,Couple without children,West,,,,,,,,,,,,
2011,Couple without children,East,,,,,,,,,,,,
2011,Single parent,West,,,,,,,,,,,,
2011,Single parent,East,,,,,,,,,,,,
2011,Couple with children,West,,,,,,,,,,,,
2011,Couple with children,East,,,,,,,,,,,,
2011,Multi-generational household,West,,,,,,,,,,,,
2011,Multi-generational household,East,,,,,,,,,,,,
2011,Other Combinations,West,,,,,,,,,,,,
2011,Other Combinations,East,,,,,,,,,,,,
2012,Single-person household,West,,,,,,,,,,,,
2012,Single-person household,East,,,,,,,,,,,,
2012,Couple without children,West,,,,,,,,,,,,
2012,Couple without children,East,,,,,,,,,,,,
2012,Single parent,West,,,,,,,,,,,,
2012,Single parent,East,,,,,,,,,,,,
2012,Couple with children,West,,,,,,,,,,,,
2012,Couple with children,East,,,,,,,,,,,,
2012,Multi-generational household,West,,,,,,,,,,,,
2012,Multi-generational household,East,,,,,,,,,,,,
2012,Other Combinations,West,,,,,,,,,,,,
2012,Other Combinations,East,,,,,,,,,,,,
2013,Single-person household,West,,,,,,,,,,,,
2013,Single-person household,East,,,,,,,,,,,,
2013,Couple without children,West,,,,,,,,,,,,
2013,Couple without children,East,,,,,,,,,,,,
2013,Single parent,West,,,,,,,,,,,,
2013,Single parent,East,,,,,,,,,,,,
2013,Couple with children,West,,,,,,,,,,,,
2013,Couple with children,East,,,,,,,,,,,,
2013,Multi-generational household,West,,,,,,,,,,,,
2013,Multi-generational household,East,,,,,,,,,,,,
2013,Other Combinations,West,,,,,,,,,,,,
2013,Other Combinations,East,,,,,,,,,,,,
2014,Single-person household,West,,,,,,,,,,,,
2014,Single-person household,East,,,,,,,,,,,,
2014,Couple without children,West,,,,,,,,,,,,
2014,Couple without children,East,,,,,,,,,,,,
2014,Single parent,West,,,,,,,,,,,,
2014,Single parent,East,,,,,,,,,,,,
2014,Couple with children,West,,,,,,,,,,,,
2014,Couple with children,East,,,,,,,,,,,,
2014,Multi-generational household,West,,,,,,,,,,,,
2014,Multi-generational household,East,,,,,,,,,,,,
2014,Other Combinations,West,,,,,,,,,,,,
2014,Other Combinations,East,,,,,,,,,,,,
2015,Single-person household,West,,,,,,,,,,,,
2015,Single-person household,East,,,,,,,,,,,,
2015,Couple without children,West,,,,,,,,,,,,
2015,Couple without children,East,,,,,,,,,,,,
2015,Single parent,West,,,,,,,,,,,,
2015,Single parent,East,,,,,,,,,,,,
2015,Couple with children,West,,,,,,,,,,,,
2015,Couple with children,East,,,,,,,,,,,,
2015,Multi-generational household,West,,,,,,,,,,,,
2015,Multi-generational household,East,,,,,,,,,,,,
2015,Other Combinations,West,,,,,,,,,,,,
2015,Other Combinations,East,,,,,,,,,,,,
2016,Single-person household,West,74,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Single-person household,East,,,,,,,,,,,,
2016,Couple without children,West,138,1.05685,1.01787,1.09583,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Couple without children,East,60,1.07198,1.00521,1.13875,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Single parent,West,47,1.00903,0.98126,1.03680,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Single parent,East,,,,,,,,,,,,
2016,Couple with children,West,118,1.16964,1.10052,1.23875,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Couple with children,East,32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Multi-generational household,West,,,,,,,,,,,,
2016,Multi-generational household,East,,,,,,,,,,,,
2016,Other Combinations,West,32,1.01056,0.97371,1.04740,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Other Combinations,East,,,,,,,,,,,,
2017,Single-person household,West,81,1.00900,0.98812,1.02989,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Single-person household,East,32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Couple without children,West,150,1.05909,1.02105,1.09713,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Couple without children,East,70,1.07540,1.01244,1.13835,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Single parent,West,62,1.01245,0.98429,1.04061,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Single parent,East,,,,,,,,,,,,
2017,Couple with children,West,182,1.05878,1.02353,1.09402,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Couple with children,East,46,1.22445,0.99183,1.45706,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Multi-generational household,West,32,1.02217,0.96909,1.07525,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Multi-generational household,East,,,,,,,,,,,,
2017,Other Combinations,West,40,1.02079,0.96573,1.07586,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Other Combinations,East,,,,,,,,,,,,
2018,Single-person household,West,103,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Single-person household,East,35,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Couple without children,West,172,1.06144,1.02530,1.09758,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Couple without children,East,70,1.13342,1.05235,1.21450,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Single parent,West,68,1.03116,0.98910,1.07322,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Single parent,East,,,,,,,,,,,,
2018,Couple with children,West,226,1.07385,1.03881,1.10888,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Couple with children,East,46,1.23885,1.00513,1.47258,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Multi-generational household,West,43,1.03856,0.97930,1.09781,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Multi-generational household,East,,,,,,,,,,,,
2018,Other Combinations,West,54,1.02675,0.97526,1.07824,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Other Combinations,East,,,,,,,,,,,,
2019,Single-person household,West,100,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Single-person household,East,,,,,,,,,,,,
2019,Couple without children,West,187,1.08134,1.04190,1.12078,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Couple without children,East,87,1.10258,1.03347,1.17168,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Single parent,West,67,1.07718,1.01208,1.14227,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Single parent,East,,,,,,,,,,,,
2019,Couple with children,West,208,1.07256,1.03449,1.11063,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Couple with children,East,39,1.23242,0.97859,1.48624,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Multi-generational household,West,33,1.00059,0.99198,1.00920,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Multi-generational household,East,,,,,,,,,,,,
2019,Other Combinations,West,45,1.03291,0.96641,1.09941,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Other Combinations,East,,,,,,,,,,,,
2020,Single-person household,West,100,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Single-person household,East,40,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Couple without children,West,173,1.07711,1.03707,1.11714,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Couple without children,East,80,1.08283,1.02149,1.14416,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Single parent,West,67,1.05877,1.00140,1.11614,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Single parent,East,,,,,,,,,,,,
2020,Couple with children,West,201,1.09271,1.04993,1.13550,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Couple with children,East,46,1.04681,0.98408,1.10953,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Multi-generational household,West,32,1.00703,0.97690,1.03716,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Multi-generational household,East,,,,,,,,,,,,
2020,Other Combinations,West,48,1.02736,0.97999,1.07473,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Other Combinations,East,,,,,,,,,,,,
2021,Single-person household,West,70,1.00102,0.99340,1.00865,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Single-person household,East,31,1.02155,0.93272,1.11038,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Couple without children,West,145,1.08788,1.04141,1.13436,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Couple without children,East,61,1.12291,1.03882,1.20700,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Single parent,West,48,1.02302,0.97947,1.06656,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Single parent,East,,,,,,,,,,,,
2021,Couple with children,West,193,1.02127,0.99557,1.04698,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Couple with children,East,35,1.15946,1.03370,1.28522,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Multi-generational household,West,,,,,,,,,,,,
2021,Multi-generational household,East,,,,,,,,,,,,
2021,Other Combinations,West,41,1.01623,0.97635,1.05611,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Other Combinations,East,,,,,,,,,,,,
2022,Single-person household,West,112,1.00124,0.99241,1.01007,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Single-person household,East,48,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Couple without children,West,194,1.06280,1.02793,1.09766,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Couple without children,East,81,1.13505,1.05947,1.21062,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Single parent,West,57,1.01796,0.98272,1.05321,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Single parent,East,,,,,,,,,,,,
2022,Couple with children,West,220,1.09291,1.04963,1.13618,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Couple with children,East,48,1.03834,0.98258,1.09410,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Multi-generational household,West,,,,,,,,,,,,
2022,Multi-generational household,East,,,,,,,,,,,,
2022,Other Combinations,West,65,1.09613,1.02309,1.16917,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Other Combinations,East,,,,,,,,,,,,
