syear,quintil_oecd,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,4. Quintil,Urban regions,,,,,,,,,,,,
1999,4. Quintil,Rural regions,,,,,,,,,,,,
1999,5. Quintil,Urban regions,,,,,,,,,,,,
1999,5. Quintil,Rural regions,,,,,,,,,,,,
2000,2. Quintil,Urban regions,,,,,,,,,,,,
2000,2. Quintil,Rural regions,,,,,,,,,,,,
2000,3. Quintil,Urban regions,,,,,,,,,,,,
2000,3. Quintil,Rural regions,,,,,,,,,,,,
2000,4. Quintil,Urban regions,,,,,,,,,,,,
2000,4. Quintil,Rural regions,,,,,,,,,,,,
2000,5. Quintil,Urban regions,,,,,,,,,,,,
2000,5. Quintil,Rural regions,,,,,,,,,,,,
2001,2. Quintil,Urban regions,,,,,,,,,,,,
2001,2. Quintil,Rural regions,,,,,,,,,,,,
2001,3. Quintil,Urban regions,,,,,,,,,,,,
2001,3. Quintil,Rural regions,,,,,,,,,,,,
2001,4. Quintil,Urban regions,,,,,,,,,,,,
2001,4. Quintil,Rural regions,,,,,,,,,,,,
2001,5. Quintil,Urban regions,,,,,,,,,,,,
2001,5. Quintil,Rural regions,,,,,,,,,,,,
2002,2. Quintil,Urban regions,,,,,,,,,,,,
2002,2. Quintil,Rural regions,,,,,,,,,,,,
2002,3. Quintil,Urban regions,,,,,,,,,,,,
2002,3. Quintil,Rural regions,,,,,,,,,,,,
2002,4. Quintil,Urban regions,,,,,,,,,,,,
2002,4. Quintil,Rural regions,,,,,,,,,,,,
2002,5. Quintil,Urban regions,,,,,,,,,,,,
2002,5. Quintil,Rural regions,,,,,,,,,,,,
2003,2. Quintil,Urban regions,,,,,,,,,,,,
2003,2. Quintil,Rural regions,,,,,,,,,,,,
2003,3. Quintil,Urban regions,,,,,,,,,,,,
2003,3. Quintil,Rural regions,,,,,,,,,,,,
2003,4. Quintil,Urban regions,,,,,,,,,,,,
2003,4. Quintil,Rural regions,,,,,,,,,,,,
2003,5. Quintil,Urban regions,,,,,,,,,,,,
2003,5. Quintil,Rural regions,,,,,,,,,,,,
2004,2. Quintil,Urban regions,,,,,,,,,,,,
2004,2. Quintil,Rural regions,,,,,,,,,,,,
2004,3. Quintil,Urban regions,,,,,,,,,,,,
2004,3. Quintil,Rural regions,,,,,,,,,,,,
2004,4. Quintil,Urban regions,,,,,,,,,,,,
2004,4. Quintil,Rural regions,,,,,,,,,,,,
2004,5. Quintil,Urban regions,,,,,,,,,,,,
2004,5. Quintil,Rural regions,,,,,,,,,,,,
2005,2. Quintil,Urban regions,,,,,,,,,,,,
2005,2. Quintil,Rural regions,,,,,,,,,,,,
2005,3. Quintil,Urban regions,,,,,,,,,,,,
2005,3. Quintil,Rural regions,,,,,,,,,,,,
2005,4. Quintil,Urban regions,,,,,,,,,,,,
2005,4. Quintil,Rural regions,,,,,,,,,,,,
2005,5. Quintil,Urban regions,,,,,,,,,,,,
2005,5. Quintil,Rural regions,,,,,,,,,,,,
2006,2. Quintil,Urban regions,,,,,,,,,,,,
2006,2. Quintil,Rural regions,,,,,,,,,,,,
2006,3. Quintil,Urban regions,,,,,,,,,,,,
2006,3. Quintil,Rural regions,,,,,,,,,,,,
2006,4. Quintil,Urban regions,,,,,,,,,,,,
2006,4. Quintil,Rural regions,,,,,,,,,,,,
2006,5. Quintil,Urban regions,,,,,,,,,,,,
2006,5. Quintil,Rural regions,,,,,,,,,,,,
2007,1. Quintil,Urban regions,,,,,,,,,,,,
2007,1. Quintil,Rural regions,,,,,,,,,,,,
2007,2. Quintil,Urban regions,,,,,,,,,,,,
2007,2. Quintil,Rural regions,,,,,,,,,,,,
2007,3. Quintil,Urban regions,,,,,,,,,,,,
2007,3. Quintil,Rural regions,,,,,,,,,,,,
2007,4. Quintil,Urban regions,,,,,,,,,,,,
2007,4. Quintil,Rural regions,,,,,,,,,,,,
2007,5. Quintil,Urban regions,,,,,,,,,,,,
2007,5. Quintil,Rural regions,,,,,,,,,,,,
2008,2. Quintil,Urban regions,7.017054048357208,6.984805752048128,7.0493023446662875,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1810.0
2008,2. Quintil,Rural regions,7.149995916043609,7.114237194462143,7.185754637625074,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1281.0
2008,3. Quintil,Urban regions,7.049129415778039,7.028366095192885,7.069892736363194,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3135.0
2008,3. Quintil,Rural regions,7.125056065883069,7.099596449277068,7.150515682489069,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2037.0
2008,4. Quintil,Urban regions,7.0653552021152235,7.0463132435637625,7.0843971606666845,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3474.0
2008,4. Quintil,Rural regions,7.127464506150036,7.10359714924231,7.151331863057763,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1915.0
2008,5. Quintil,Urban regions,6.990144790340532,6.974158503611758,7.0061310770693055,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4212.0
2008,5. Quintil,Rural regions,7.043771001082914,7.015982197918453,7.071559804247374,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1390.0
2009,2. Quintil,Urban regions,7.033981728577352,7.002362308779962,7.065601148374742,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1633.0
2009,2. Quintil,Rural regions,7.150938224504102,7.113197678850375,7.18867877015783,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1119.0
2009,3. Quintil,Urban regions,6.956461161161001,6.935022211206855,6.977900111115147,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2761.0
2009,3. Quintil,Rural regions,7.003011839633585,6.976023965215733,7.029999714051437,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1903.0
2009,4. Quintil,Urban regions,7.015563311873765,6.996624578296708,7.0345020454508225,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3206.0
2009,4. Quintil,Rural regions,7.079211305761669,7.055428409904789,7.102994201618549,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1883.0
2009,5. Quintil,Urban regions,6.988918786684298,6.973499003456178,7.004338569912418,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4033.0
2009,5. Quintil,Rural regions,7.035713926546732,7.009971353474485,7.061456499618979,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1400.0
2010,2. Quintil,Urban regions,6.924167619965508,6.898516942042789,6.949818297888227,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2627.0
2010,2. Quintil,Rural regions,6.944708532342252,6.912837117574022,6.976579947110483,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1773.0
2010,3. Quintil,Urban regions,6.977266742631704,6.95757709908493,6.996956386178478,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4086.0
2010,3. Quintil,Rural regions,6.988875000732177,6.965598425345843,7.012151576118511,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2676.0
2010,4. Quintil,Urban regions,6.950334626204344,6.9329582817278075,6.967710970680881,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3983.0
2010,4. Quintil,Rural regions,6.992578482967481,6.9700175076688184,7.015139458266144,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2270.0
2010,5. Quintil,Urban regions,6.981448982786474,6.96720357409528,6.9956943914776675,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4882.0
2010,5. Quintil,Rural regions,6.971131195441933,6.94466779334315,6.997594597540715,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1598.0
2011,2. Quintil,Urban regions,6.9005432906968,6.875438945247153,6.925647636146446,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2864.0
2011,2. Quintil,Rural regions,6.901370542822991,6.872667054144051,6.930074031501931,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2059.0
2011,3. Quintil,Urban regions,6.908545025787236,6.890886638758508,6.926203412815963,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4542.0
2011,3. Quintil,Rural regions,6.9312961969163025,6.9094553273688515,6.9531370664637535,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3151.0
2011,4. Quintil,Urban regions,6.931780428594848,6.915337844094019,6.948223013095678,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4808.0
2011,4. Quintil,Rural regions,6.983380731788226,6.962641440711746,7.004120022864706,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2905.0
2011,5. Quintil,Urban regions,6.938628298611409,6.925453251213304,6.951803346009514,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5911.0
2011,5. Quintil,Rural regions,7.040799367684535,7.0194453884601495,7.062153346908921,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2083.0
2012,1. Quintil,Rural regions,,,,,,,,,,,,
2012,2. Quintil,Urban regions,6.902963351255066,6.8746654647825745,6.931261237727557,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2423.0
2012,2. Quintil,Rural regions,6.882435153251447,6.849680114114162,6.9151901923887324,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1762.0
2012,3. Quintil,Urban regions,6.880538329335025,6.86126720223234,6.899809456437709,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4169.0
2012,3. Quintil,Rural regions,6.917029487441054,6.893741526334919,6.940317448547189,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3038.0
2012,4. Quintil,Urban regions,6.979862353202754,6.962912033120214,6.9968126732852935,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4824.0
2012,4. Quintil,Rural regions,6.999781410164451,6.979881572480933,7.01968124784797,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2952.0
2012,5. Quintil,Urban regions,6.963864153139555,6.951225136924778,6.9765031693543325,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6037.0
2012,5. Quintil,Rural regions,7.0007821894343545,6.97963437710128,7.021930001767429,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2349.0
2013,1. Quintil,Rural regions,,,,,,,,,,,,
2013,2. Quintil,Urban regions,6.782718758322259,6.752344810503114,6.813092706141404,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2030.0
2013,2. Quintil,Rural regions,6.799269428086878,6.762840627132969,6.835698229040786,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1476.0
2013,3. Quintil,Urban regions,6.843132077002744,6.822852848291767,6.863411305713722,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3695.0
2013,3. Quintil,Rural regions,6.950178873357999,6.92561890031865,6.974738846397349,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2624.0
2013,4. Quintil,Urban regions,6.9214256064977855,6.9044595471831895,6.938391665812381,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4556.0
2013,4. Quintil,Rural regions,6.975944138911596,6.955007839585548,6.996880438237644,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2936.0
2013,5. Quintil,Urban regions,6.91939976304634,6.906375611720938,6.932423914371743,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5977.0
2013,5. Quintil,Rural regions,6.9508354516692865,6.930665198797162,6.971005704541411,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2324.0
2014,2. Quintil,Urban regions,,,,,,,,,,,,
2014,2. Quintil,Rural regions,,,,,,,,,,,,
2014,3. Quintil,Urban regions,,,,,,,,,,,,
2014,3. Quintil,Rural regions,,,,,,,,,,,,
2014,4. Quintil,Urban regions,,,,,,,,,,,,
2014,4. Quintil,Rural regions,,,,,,,,,,,,
2014,5. Quintil,Urban regions,,,,,,,,,,,,
2014,5. Quintil,Rural regions,,,,,,,,,,,,
2015,2. Quintil,Urban regions,6.770572382137589,6.7395757740315,6.801568990243678,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1989.0
2015,2. Quintil,Rural regions,6.778435374015324,6.7411338234602,6.815736924570447,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1307.0
2015,3. Quintil,Urban regions,6.895554274100277,6.873525250619572,6.917583297580983,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3330.0
2015,3. Quintil,Rural regions,6.934969578016953,6.909077369625092,6.960861786408814,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2175.0
2015,4. Quintil,Urban regions,6.9011679695277754,6.883610435477731,6.91872550357782,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4446.0
2015,4. Quintil,Rural regions,6.97408455360011,6.951987228370529,6.996181878829692,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2825.0
2015,5. Quintil,Urban regions,6.924183206359415,6.91158034042674,6.93678607229209,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6359.0
2015,5. Quintil,Rural regions,6.85069713868618,6.830221270174028,6.871173007198332,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2525.0
2016,2. Quintil,Urban regions,,,,,,,,,,,,
2016,2. Quintil,Rural regions,,,,,,,,,,,,
2016,3. Quintil,Urban regions,,,,,,,,,,,,
2016,3. Quintil,Rural regions,,,,,,,,,,,,
2016,4. Quintil,Urban regions,,,,,,,,,,,,
2016,4. Quintil,Rural regions,,,,,,,,,,,,
2016,5. Quintil,Urban regions,,,,,,,,,,,,
2016,5. Quintil,Rural regions,,,,,,,,,,,,
2017,2. Quintil,Urban regions,6.728373532242733,6.693320174241775,6.763426890243691,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1751.0
2017,2. Quintil,Rural regions,6.8534641179097875,6.811406469580926,6.895521766238649,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1125.0
2017,3. Quintil,Urban regions,6.74665001343239,6.723725890750218,6.769574136114562,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3058.0
2017,3. Quintil,Rural regions,6.842183221546168,6.81508266483801,6.869283778254327,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2011.0
2017,4. Quintil,Urban regions,6.831555605066395,6.813982368741235,6.849128841391555,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4657.0
2017,4. Quintil,Rural regions,6.859920976276822,6.837634315324785,6.882207637228858,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2932.0
2017,5. Quintil,Urban regions,6.895077387817356,6.8831250889586535,6.907029686676058,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7637.0
2017,5. Quintil,Rural regions,6.841777214512312,6.823568035392198,6.859986393632426,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3313.0
2018,2. Quintil,Urban regions,,,,,,,,,,,,
2018,2. Quintil,Rural regions,,,,,,,,,,,,
2018,3. Quintil,Urban regions,,,,,,,,,,,,
2018,3. Quintil,Rural regions,,,,,,,,,,,,
2018,4. Quintil,Urban regions,,,,,,,,,,,,
2018,4. Quintil,Rural regions,,,,,,,,,,,,
2018,5. Quintil,Urban regions,,,,,,,,,,,,
2018,5. Quintil,Rural regions,,,,,,,,,,,,
2019,2. Quintil,Urban regions,6.626220856945918,6.5853119494297045,6.667129764462131,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1241.0
2019,2. Quintil,Rural regions,6.6921398022889464,6.63971306073375,6.744566543844143,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,803.0
2019,3. Quintil,Urban regions,6.676422176565946,6.649204672542258,6.703639680589634,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2350.0
2019,3. Quintil,Rural regions,6.74846014087231,6.713519878012629,6.783400403731991,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1406.0
2019,4. Quintil,Urban regions,6.7821289402247915,6.761952060251093,6.80230582019849,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3832.0
2019,4. Quintil,Rural regions,6.816865188560176,6.792770525836741,6.840959851283611,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2601.0
2019,5. Quintil,Urban regions,6.846619027606553,6.835509414813416,6.85772864039969,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,8911.0
2019,5. Quintil,Rural regions,6.800861012902722,6.783570448354228,6.818151577451216,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3974.0
2020,2. Quintil,Urban regions,6.8623155001324685,6.832758009232813,6.891872991032124,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2359.0
2020,2. Quintil,Rural regions,7.053770494228778,7.006317544749356,7.1012234437082,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1154.0
2020,3. Quintil,Urban regions,6.8160510033558515,6.792747140794323,6.83935486591738,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3050.0
2020,3. Quintil,Rural regions,6.851348624404653,6.817517190447451,6.885180058361855,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1587.0
2020,4. Quintil,Urban regions,6.860845439503969,6.8423639308545665,6.879326948153371,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4245.0
2020,4. Quintil,Rural regions,6.874648139397628,6.8499640036635645,6.899332275131692,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2476.0
2020,5. Quintil,Urban regions,6.951135186578869,6.940385994179985,6.961884378977753,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,9305.0
2020,5. Quintil,Rural regions,6.864492044685559,6.848138251235583,6.880845838135534,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4132.0
2021,2. Quintil,Urban regions,6.684320566902563,6.650073943327297,6.718567190477828,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1607.0
2021,2. Quintil,Rural regions,6.570303367478043,6.511518594439121,6.629088140516965,6.0,7.0,8.0,3.0,11.0,7.0,7.0,8.0,578.0
2021,3. Quintil,Urban regions,6.7713014817329285,6.742445787708142,6.800157175757715,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1889.0
2021,3. Quintil,Rural regions,6.777286338261191,6.73632543773797,6.818247238784411,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,916.0
2021,4. Quintil,Urban regions,6.876085834057109,6.8527870474197,6.899384620694518,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2522.0
2021,4. Quintil,Rural regions,6.91875405033097,6.8876503718923185,6.949857728769622,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1616.0
2021,5. Quintil,Urban regions,6.940731014283709,6.9284049629531745,6.953057065614243,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7030.0
2021,5. Quintil,Rural regions,6.783620289494148,6.764530921845206,6.802709657143089,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0,3084.0
