syear,migback,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2008,No migration background,East,7.087039856725532,7.070355404931323,7.103724308519741,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4632.0
2008,Direct migration background,West,7.008150124386702,6.980087558682343,7.0362126900910615,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1824.0
2008,Direct migration background,East,7.401183629193187,7.268874499121169,7.533492759265205,7.0,7.0,8.0,5.5,9.5,7.0,6.0,7.0,79.0
2008,Indirect migration background,West,7.050098462525256,7.007871351215487,7.092325573835025,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,723.0
2008,Indirect migration background,East,6.899402602296476,6.7091618849891175,7.089643319603835,6.0,7.0,7.270813176497711,4.093780235253433,9.177032941244278,7.0,7.0,8.0,41.0
2009,No migration background,West,7.012783710045446,7.002385788667597,7.023181631423295,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,11171.0
2009,No migration background,East,7.0228959138816585,7.006373584079793,7.0394182436835235,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4411.0
2009,Direct migration background,West,7.0174738306664874,6.987908089189085,7.04703957214389,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1578.0
2009,Direct migration background,East,7.246945245125546,7.13275907575797,7.361131414493122,7.0,7.0,8.0,5.5,9.0,7.0,6.0,7.0,75.0
2009,Indirect migration background,West,7.028947615890598,6.987996752831461,7.069898478949734,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,664.0
2009,Indirect migration background,East,7.381764370024361,7.232577889133204,7.530950850915517,7.0,7.0,8.0,5.5,9.5,7.0,6.0,7.0,39.0
2010,No migration background,West,6.980167001640292,6.970760359792997,6.989573643487588,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,14601.0
2010,No migration background,East,6.951501255753434,6.93587304853342,6.967129462973448,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5257.0
2010,Direct migration background,West,6.930421821498253,6.90695851780126,6.953885125195247,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2807.0
2010,Direct migration background,East,6.997607759585167,6.912060549531716,7.083154969638618,6.0,7.0,8.0,4.0,10.0,7.0,7.0,7.0,130.0
2010,Indirect migration background,West,6.967834882990356,6.9309207427409865,7.004749023239726,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1028.0
2010,Indirect migration background,East,6.791720337451769,6.657798525850135,6.925642149053404,6.0,6.0,8.0,4.0,9.0,6.0,4.0,6.0,72.0
2011,No migration background,West,6.943875105813059,6.935341877582455,6.952408334043663,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,17717.0
2011,No migration background,East,6.952593682814337,6.93752658190234,6.967660783726334,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,6062.0
2011,Direct migration background,West,6.87986204565929,6.858747614930359,6.90097647638822,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3130.0
2011,Direct migration background,East,6.913154097846124,6.81596885034695,7.010339345345297,6.0,7.0,8.0,4.0,11.0,7.0,7.0,8.0,161.0
2011,Indirect migration background,West,6.9668689666833465,6.932852574897171,7.000885358469522,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1174.0
2011,Indirect migration background,East,6.672886802982887,6.547906446819583,6.797867159146191,6.0,7.0,7.0,4.5,8.5,7.0,7.0,8.0,79.0
2012,No migration background,West,6.963781867751357,6.955033108409798,6.972530627092916,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,17304.0
2012,No migration background,East,6.936944658926832,6.921360183412771,6.952529134440892,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5915.0
2012,Direct migration background,West,6.900881243635814,6.8787075307975005,6.923054956474127,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2958.0
2012,Direct migration background,East,6.954294726507522,6.872291475780117,7.036297977234926,6.0,7.0,8.0,4.0,11.0,7.0,7.0,7.0,163.0
2012,Indirect migration background,West,6.876640997111234,6.8426993543687935,6.910582639853674,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1145.0
2012,Indirect migration background,East,6.85154865486264,6.707395922103787,6.995701387621493,6.0,7.0,8.0,3.0,10.0,7.0,6.0,8.0,69.0
2013,No migration background,West,6.916162066774977,6.9071355255825,6.925188607967453,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,16181.0
2013,No migration background,East,6.9029835659947025,6.887273731943229,6.918693400046176,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5498.0
2013,Direct migration background,West,6.825951965096178,6.802778743148377,6.849125187043979,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2646.0
2013,Direct migration background,East,6.787811208350102,6.670757548775032,6.9048648679251725,6.0,7.0,8.0,4.0,10.0,7.0,7.0,8.0,147.0
2013,Indirect migration background,West,6.884187121778745,6.852090852983937,6.916283390573553,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1079.0
2013,Indirect migration background,East,6.961491599411803,6.8388278602031605,7.084155338620446,6.0,7.0,8.0,4.0,9.0,7.0,6.0,8.0,67.0
2014,No migration background,West,,,,,,,,,,,,
2014,No migration background,East,,,,,,,,,,,,
2014,Direct migration background,West,,,,,,,,,,,,
2014,Direct migration background,East,,,,,,,,,,,,
2014,Indirect migration background,West,,,,,,,,,,,,
2014,Indirect migration background,East,,,,,,,,,,,,
2015,No migration background,West,6.9123257042432185,6.902727236730029,6.921924171756408,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,14167.0
2015,No migration background,East,6.896077667591625,6.879017674933329,6.91313766024992,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4831.0
2015,Direct migration background,West,6.825163502274735,6.8064651434185395,6.84386186113093,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4095.0
2015,Direct migration background,East,6.817438931983416,6.746356956287223,6.888520907679609,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,306.0
2015,Indirect migration background,West,6.867527677342738,6.837658308972051,6.897397045713426,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1464.0
2015,Indirect migration background,East,7.108139331468497,6.998508087562089,7.217770575374904,7.0,7.0,8.0,5.5,9.5,7.0,6.0,7.0,93.0
2016,No migration background,West,,,,,,,,,,,,
2016,No migration background,East,,,,,,,,,,,,
2016,Direct migration background,West,,,,,,,,,,,,
2016,Direct migration background,East,,,,,,,,,,,,
2016,Indirect migration background,West,,,,,,,,,,,,
2016,Indirect migration background,East,,,,,,,,,,,,
2017,No migration background,West,6.864946406942818,6.855485642354928,6.874407171530708,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,14999.0
2017,No migration background,East,6.823584838776792,6.80680543889909,6.8403642386544945,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5109.0
2017,Direct migration background,West,6.738787496714224,6.720116729891802,6.757458263536646,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4367.0
2017,Direct migration background,East,6.902726856027357,6.840848653019571,6.964605059035143,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,373.0
2017,Indirect migration background,West,6.844137804994247,6.814997809719685,6.873277800268809,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1537.0
2017,Indirect migration background,East,7.165902371024493,7.055579588264384,7.276225153784602,6.0,7.0,8.0,4.0,10.0,7.0,6.0,7.0,99.0
2018,No migration background,West,,,,,,,,,,,,
2018,No migration background,East,,,,,,,,,,,,
2018,Direct migration background,West,,,,,,,,,,,,
2018,Direct migration background,East,,,,,,,,,,,,
2018,Indirect migration background,West,,,,,,,,,,,,
2018,Indirect migration background,East,,,,,,,,,,,,
2019,No migration background,West,6.822144319584472,6.81261764557996,6.831670993588985,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,14957.0
2019,No migration background,East,6.787459884852353,6.770133622662312,6.804786147042394,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5118.0
2019,Direct migration background,West,6.676523637357095,6.655502093460088,6.697545181254101,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3652.0
2019,Direct migration background,East,6.815529902949522,6.7481236972359335,6.8829361086631105,6.0,7.0,8.0,3.0,11.0,7.0,7.0,8.0,301.0
2019,Indirect migration background,West,6.710827492757914,6.681866060256701,6.739788925259126,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0,1453.0
2019,Indirect migration background,East,6.84789345820203,6.741573732002589,6.954213184401471,6.0,7.0,8.0,3.0,9.0,7.0,6.0,8.0,114.0
2020,No migration background,West,6.927557737175822,6.917779934235762,6.937335540115882,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,13811.0
2020,No migration background,East,6.859556565244178,6.841983015830485,6.877130114657871,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4701.0
2020,Direct migration background,West,6.799210221244647,6.7850245581111714,6.813395884378123,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,7387.0
2020,Direct migration background,East,6.896812349457503,6.85741363341244,6.936211065502565,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,878.0
2020,Indirect migration background,West,6.919642202563296,6.891149410925885,6.948134994200708,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1417.0
2020,Indirect migration background,East,6.651361811330061,6.503353486365182,6.799370136294941,6.0,7.0,8.0,3.0,10.0,7.0,7.0,8.0,114.0
2021,No migration background,West,6.8866408052491295,6.875374756354253,6.897906854144006,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,9923.0
2021,No migration background,East,6.855055548606527,6.8351528980918035,6.874958199121251,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3260.0
2021,Direct migration background,West,6.785729400145686,6.768886179830948,6.802572620460425,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4601.0
2021,Direct migration background,East,6.60893603201422,6.562309258841659,6.65556280518678,6.0,7.0,7.0,4.5,8.5,7.0,7.0,8.0,526.0
2021,Indirect migration background,West,6.823096983118702,6.779471147805031,6.866722818432372,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,855.0
2021,Indirect migration background,East,7.071673214008937,6.946618471913398,7.196727956104477,6.0,7.0,8.0,4.0,10.0,7.0,6.0,7.0,78.0
